,QUARTER,TIME_REMAINING,PHOENIX_ACTION,WASHINGTON_ACTION,PHOENIX_SCORE,WASHINGTON_SCORE
390,4,2:53.0,,R. Sessions misses 2-pt jump shot from 11 ft,102,98
391,4,2:52.0,Defensive rebound by P. Tucker,,102,98
392,4,2:52.0,Phoenix full timeout,,102,98
393,4,2:34.0,M. Morris misses 2-pt jump shot from 19 ft,,102,98
394,4,2:33.0,,Defensive rebound by J. Wall,102,98
395,4,2:30.0,,Shooting foul by M. Morris (drawn by J. Wall),102,98
396,4,2:30.0,,J. Wall makes free throw 1 of 2,102,99
397,4,2:30.0,,J. Wall makes free throw 2 of 2,102,100
398,4,2:18.0,Shooting foul by J. Wall (drawn by E. Bledsoe),,102,100
399,4,2:18.0,E. Bledsoe makes free throw 1 of 2,,103,100
400,4,2:18.0,E. Bledsoe misses free throw 2 of 2,,103,100
401,4,2:17.0,,Defensive rebound by Team,103,100
402,4,2:07.0,Offensive charge foul by J. Wall (drawn by R. Price),,103,100
403,4,2:07.0,,Turnover by J. Wall (offensive foul),103,100
404,4,1:52.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,103,100
405,4,1:52.0,,Defensive rebound by Team,103,100
406,4,1:52.0,Loose ball foul by P. Tucker (drawn by J. Wall),,103,100
407,4,1:52.0,,J. Wall makes free throw 1 of 2,103,101
408,4,1:52.0,,J. Wall misses free throw 2 of 2,103,101
409,4,1:49.0,,Offensive rebound by Team,103,101
410,4,1:42.0,,O. Porter makes 2-pt layup from 1 ft (assist by B. Beal),103,103
411,4,1:42.0,,Shooting foul by M. Morris (drawn by O. Porter),103,103
412,4,1:42.0,,O. Porter makes free throw 1 of 1,103,104
413,4,1:26.0,Turnover by R. Price (bad pass),,103,104
414,4,1:16.0,,Turnover by O. Porter (traveling),103,104
415,4,1:16.0,Phoenix full timeout,,103,104
416,4,1:05.0,Turnover by P. Tucker (traveling),,103,104
417,4,1:05.0,,Washington full timeout,103,104
418,4,0:48.0,,B. Beal makes 2-pt jump shot from 6 ft,103,106
419,4,0:32.0,B. Knight misses 2-pt jump shot from 7 ft,,103,106
420,4,0:30.0,Offensive rebound by P. Tucker,,103,106
421,4,0:29.0,Phoenix full timeout,,103,106
422,4,0:16.0,E. Bledsoe makes 2-pt layup at rim,,105,106
423,4,0:12.0,,Personal take foul by R. Price (drawn by B. Beal),105,106
424,4,0:12.0,,B. Beal makes free throw 1 of 2,105,107
425,4,0:12.0,,B. Beal makes free throw 2 of 2,105,108
426,4,0:12.0,Phoenix full timeout,,105,108
427,4,0:12.0,M. Teletović enters the game for R. Price,,105,108
428,4,0:09.0,Shooting foul by B. Beal (drawn by B. Knight),,105,108
429,4,0:09.0,B. Knight misses free throw 1 of 3,,105,108
430,4,0:09.0,Offensive rebound by Team,,105,108
431,4,0:09.0,B. Knight makes free throw 2 of 3,,106,108
432,4,0:09.0,,R. Hollins enters the game for R. Sessions,106,108
433,4,0:09.0,Violation by Team (delay of game),,106,108
434,4,0:09.0,Technical foul by Team,,106,108
435,4,0:09.0,,B. Beal misses technical free throw,106,108
436,4,0:09.0,Offensive rebound by Team,,106,108
437,4,0:09.0,T. Warren enters the game for M. Teletović,,106,108
438,4,0:09.0,B. Knight misses free throw 3 of 3,,106,108
439,4,0:08.0,,Defensive rebound by B. Beal,106,108
440,4,0:08.0,,Washington full timeout,106,108
441,4,0:08.0,,R. Sessions enters the game for R. Hollins,106,108
442,4,0:06.0,,Personal take foul by P. Tucker (drawn by G. Temple),106,108
443,4,0:06.0,D. Booker enters the game for P. Tucker,,106,108
444,4,0:06.0,M. Teletović enters the game for T. Warren,,106,108
445,4,0:06.0,,G. Temple makes free throw 1 of 2,106,109
446,4,0:06.0,,G. Temple misses free throw 2 of 2,106,109
447,4,0:06.0,Defensive rebound by M. Morris,,106,109
448,4,0:01.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,106,109
449,4,0:00.0,Offensive rebound by M. Teletović,,106,109
