,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SAN ANTONIO_ACTION,GOLDEN STATE_SCORE,SAN ANTONIO_SCORE
0,1,11:41.0,,T. Parker misses 2-pt layup at rim,0,0
1,1,11:41.0,Defensive rebound by D. Green,,0,0
2,1,11:33.0,B. Rush makes 2-pt layup from 1 ft (assist by S. Curry),,2,0
3,1,11:20.0,,Turnover by K. Leonard (bad pass; steal by B. Rush),2,0
4,1,11:15.0,K. Thompson misses 3-pt jump shot from 23 ft,,2,0
5,1,11:13.0,,Defensive rebound by L. Aldridge,2,0
6,1,11:08.0,,Turnover by T. Parker (lost ball),2,0
7,1,10:55.0,H. Barnes misses 2-pt layup at rim (block by K. Leonard),,2,0
8,1,10:55.0,,Defensive rebound by Team,2,0
9,1,10:39.0,,B. Diaw makes 2-pt jump shot from 9 ft,2,2
10,1,10:29.0,Turnover by S. Curry (bad pass; steal by D. Green),,2,2
11,1,10:27.0,,Turnover by D. Green (bad pass; steal by K. Thompson),2,2
12,1,10:23.0,K. Thompson misses 2-pt jump shot from 14 ft,,2,2
13,1,10:21.0,,Defensive rebound by L. Aldridge,2,2
14,1,10:03.0,,L. Aldridge makes 2-pt layup at rim (assist by T. Parker),2,4
15,1,9:54.0,S. Curry misses 3-pt jump shot from 27 ft,,2,4
16,1,9:54.0,,Defensive rebound by L. Aldridge,2,4
17,1,9:32.0,,T. Parker misses 3-pt jump shot from 25 ft,2,4
18,1,9:31.0,,Offensive rebound by K. Leonard,2,4
19,1,9:25.0,,L. Aldridge misses 2-pt jump shot from 18 ft,2,4
20,1,9:24.0,Defensive rebound by B. Rush,,2,4
21,1,9:13.0,H. Barnes misses 3-pt jump shot from 24 ft,,2,4
22,1,9:12.0,,Defensive rebound by B. Diaw,2,4
23,1,9:03.0,,K. Leonard misses 2-pt layup from 1 ft,2,4
24,1,9:02.0,Defensive rebound by D. Green,,2,4
25,1,8:55.0,B. Rush makes 3-pt jump shot from 23 ft (assist by D. Green),,5,4
26,1,8:37.0,,T. Parker misses 3-pt jump shot from 24 ft,5,4
27,1,8:36.0,Defensive rebound by K. Thompson,,5,4
28,1,8:15.0,B. Rush misses 2-pt jump shot from 8 ft,,5,4
29,1,8:13.0,,Defensive rebound by B. Diaw,5,4
30,1,7:50.0,,B. Diaw makes 2-pt jump shot from 17 ft,5,6
31,1,7:35.0,K. Thompson misses 2-pt layup at rim,,5,6
32,1,7:34.0,,Defensive rebound by L. Aldridge,5,6
33,1,7:19.0,,B. Diaw makes 2-pt layup at rim,5,8
34,1,7:01.0,K. Thompson makes 2-pt layup at rim (assist by H. Barnes),,7,8
35,1,7:01.0,,San Antonio full timeout,7,8
36,1,6:44.0,,K. Leonard misses 2-pt jump shot from 18 ft (block by K. Thompson),7,8
37,1,6:42.0,Defensive rebound by K. Thompson,,7,8
38,1,6:40.0,Turnover by K. Thompson (bad pass; steal by L. Aldridge),,7,8
39,1,6:35.0,,L. Aldridge misses 2-pt jump shot from 10 ft,7,8
40,1,6:34.0,,Offensive rebound by K. Leonard,7,8
41,1,6:31.0,,K. Leonard makes 2-pt layup from 1 ft,7,10
42,1,6:18.0,S. Curry misses 3-pt jump shot from 27 ft,,7,10
43,1,6:17.0,Offensive rebound by B. Rush,,7,10
44,1,6:14.0,B. Rush misses 3-pt jump shot from 22 ft,,7,10
45,1,6:13.0,,Defensive rebound by D. Green,7,10
46,1,5:56.0,,Personal foul by H. Barnes,7,10
47,1,5:45.0,,L. Aldridge makes 2-pt dunk at rim (assist by B. Diaw),7,12
48,1,5:26.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Green),,9,12
49,1,5:12.0,,Turnover by B. Diaw (lost ball; steal by S. Curry),9,12
50,1,5:02.0,S. Curry makes 2-pt layup at rim,,11,12
51,1,4:41.0,,L. Aldridge makes 2-pt jump shot from 7 ft,11,14
52,1,4:29.0,S. Curry misses 3-pt jump shot from 24 ft,,11,14
53,1,4:28.0,,Defensive rebound by D. Green,11,14
54,1,4:22.0,,Shooting foul by H. Barnes (drawn by K. Leonard),11,14
55,1,4:22.0,,K. Leonard makes free throw 1 of 2,11,15
56,1,4:22.0,Golden State full timeout,,11,15
57,1,4:22.0,,P. Mills enters the game for D. Green,11,15
58,1,4:22.0,,M. Ginóbili enters the game for T. Parker,11,15
59,1,4:22.0,,T. Duncan enters the game for B. Diaw,11,15
60,1,4:22.0,M. Speights enters the game for H. Barnes,,11,15
61,1,4:22.0,L. Barbosa enters the game for B. Rush,,11,15
62,1,4:22.0,S. Livingston enters the game for S. Curry,,11,15
63,1,4:22.0,,K. Leonard makes free throw 2 of 2,11,16
64,1,4:08.0,Offensive foul by M. Speights (drawn by K. Leonard),,11,16
65,1,4:08.0,Turnover by M. Speights (offensive foul),,11,16
66,1,4:08.0,Technical foul by Team,,11,16
67,1,4:08.0,,K. Leonard makes technical free throw,11,17
68,1,3:51.0,,K. Leonard misses 2-pt jump shot from 14 ft,11,17
69,1,3:50.0,Defensive rebound by M. Speights,,11,17
70,1,3:39.0,M. Speights misses 2-pt jump shot from 17 ft,,11,17
71,1,3:39.0,,Defensive rebound by K. Leonard,11,17
72,1,3:27.0,,L. Aldridge misses 2-pt jump shot from 19 ft,11,17
73,1,3:26.0,Defensive rebound by S. Livingston,,11,17
74,1,3:22.0,Turnover by D. Green (lost ball),,11,17
75,1,3:03.0,,L. Aldridge misses 2-pt jump shot from 14 ft,11,17
76,1,3:01.0,Defensive rebound by L. Barbosa,,11,17
77,1,2:45.0,Personal foul by P. Mills,,11,17
78,1,2:42.0,Personal foul by K. Leonard,,11,17
79,1,2:42.0,,K. Anderson enters the game for L. Aldridge,11,17
80,1,2:35.0,Shooting foul by P. Mills (drawn by L. Barbosa),,11,17
81,1,2:35.0,L. Barbosa misses free throw 1 of 2,,11,17
82,1,2:35.0,Offensive rebound by Team,,11,17
83,1,2:35.0,,K. Martin enters the game for P. Mills,11,17
84,1,2:35.0,L. Barbosa makes free throw 2 of 2,,12,17
85,1,2:23.0,,Turnover by K. Anderson (bad pass; steal by S. Livingston),12,17
86,1,2:12.0,D. Green makes 2-pt jump shot from 6 ft (assist by L. Barbosa),,14,17
87,1,1:56.0,,K. Anderson misses 2-pt jump shot from 16 ft,14,17
88,1,1:56.0,Defensive rebound by S. Livingston,,14,17
89,1,1:48.0,D. Green misses 3-pt jump shot from 26 ft,,14,17
90,1,1:47.0,,Defensive rebound by K. Anderson,14,17
91,1,1:36.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,14,17
92,1,1:35.0,Defensive rebound by D. Green,,14,17
93,1,1:25.0,M. Speights misses 2-pt jump shot from 5 ft (block by K. Leonard),,14,17
94,1,1:25.0,Offensive rebound by Team,,14,17
95,1,1:25.0,,P. Mills enters the game for K. Martin,14,17
96,1,1:25.0,Personal foul by M. Ginóbili,,14,17
97,1,1:21.0,K. Thompson misses 2-pt jump shot from 19 ft,,14,17
98,1,1:20.0,,Defensive rebound by K. Anderson,14,17
99,1,1:06.0,,Turnover by T. Duncan (lost ball; steal by S. Livingston),14,17
100,1,1:00.0,S. Livingston misses 2-pt layup from 1 ft,,14,17
101,1,1:00.0,Offensive rebound by D. Green,,14,17
102,1,1:00.0,Shooting foul by T. Duncan (drawn by D. Green),,14,17
103,1,1:00.0,D. Green makes 2-pt layup from 2 ft,,16,17
104,1,1:00.0,D. Green misses free throw 1 of 1,,16,17
105,1,0:59.0,,Defensive rebound by K. Leonard,16,17
106,1,0:44.0,,T. Duncan misses 2-pt jump shot from 9 ft,16,17
107,1,0:43.0,Defensive rebound by K. Thompson,,16,17
108,1,0:28.0,L. Barbosa misses 3-pt jump shot from 25 ft,,16,17
109,1,0:28.0,,Defensive rebound by K. Anderson,16,17
110,1,0:07.0,,Turnover by M. Ginóbili (bad pass; steal by S. Livingston),16,17
111,1,0:00.0,S. Livingston makes 2-pt jump shot from 14 ft,,18,17
