,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BOSTON_ACTION,PORTLAND_SCORE,BOSTON_SCORE
386,4,6:50.0,B. Roberts makes 2-pt jump shot from 8 ft,,80,104
387,4,6:35.0,,T. Zeller misses 2-pt jump shot from 19 ft,80,104
388,4,6:34.0,Defensive rebound by M. Harkless,,80,104
389,4,6:18.0,N. Vonleh misses 2-pt layup at rim,,80,104
390,4,6:17.0,,Defensive rebound by T. Zeller,80,104
391,4,6:09.0,,I. Thomas misses 2-pt layup from 2 ft,80,104
392,4,6:09.0,Defensive rebound by Team,,80,104
393,4,6:09.0,,Loose ball foul by I. Thomas (drawn by N. Vonleh),80,104
394,4,6:09.0,Technical foul by N. Vonleh,,80,104
395,4,6:09.0,,I. Thomas makes technical free throw,80,105
396,4,6:09.0,,T. Rozier enters the game for I. Thomas,80,105
397,4,6:00.0,Shooting block foul by J. Jerebko (drawn by P. Connaughton),,80,105
398,4,6:00.0,P. Connaughton makes free throw 1 of 2,,81,105
399,4,6:00.0,P. Connaughton makes free throw 2 of 2,,82,105
400,4,5:50.0,,T. Rozier misses 2-pt layup from 2 ft,82,105
401,4,5:49.0,,Offensive rebound by T. Rozier,82,105
402,4,5:49.0,,T. Rozier misses 2-pt layup from 2 ft,82,105
403,4,5:48.0,,Offensive rebound by T. Zeller,82,105
404,4,5:48.0,,T. Zeller makes 2-pt layup at rim,82,107
405,4,5:48.0,,Shooting foul by N. Vonleh (drawn by T. Zeller),82,107
406,4,5:48.0,Official timeout,,82,107
407,4,5:48.0,,T. Zeller makes free throw 1 of 1,82,108
408,4,5:31.0,P. Connaughton misses 2-pt jump shot from 16 ft,,82,108
409,4,5:30.0,,Defensive rebound by E. Turner,82,108
410,4,5:15.0,,T. Zeller misses 2-pt hook shot from 5 ft,82,108
411,4,5:14.0,,Offensive rebound by Team,82,108
412,4,5:02.0,,J. Jerebko misses 2-pt jump shot from 6 ft,82,108
413,4,5:01.0,,Offensive rebound by Team,82,108
414,4,4:49.0,,M. Smart misses 3-pt jump shot from 25 ft,82,108
415,4,4:48.0,,Offensive rebound by J. Jerebko,82,108
416,4,4:42.0,,M. Smart makes 2-pt layup from 1 ft (assist by J. Jerebko),82,110
417,4,4:14.0,N. Vonleh misses 2-pt hook shot from 5 ft,,82,110
418,4,4:13.0,,Defensive rebound by E. Turner,82,110
419,4,4:06.0,,E. Turner misses 2-pt jump shot from 17 ft,82,110
420,4,4:05.0,Defensive rebound by P. Connaughton,,82,110
421,4,3:57.0,A. Crabbe misses 3-pt jump shot from 27 ft,,82,110
422,4,3:56.0,Offensive rebound by B. Roberts,,82,110
423,4,3:51.0,B. Roberts makes 2-pt jump shot from 19 ft,,84,110
424,4,3:37.0,,Shooting block foul by N. Vonleh (drawn by T. Zeller),84,110
425,4,3:37.0,,T. Zeller makes free throw 1 of 2,84,111
426,4,3:37.0,,R. Hunter enters the game for E. Turner,84,111
427,4,3:37.0,,J. Mickey enters the game for J. Jerebko,84,111
428,4,3:37.0,,T. Zeller makes free throw 2 of 2,84,112
429,4,3:22.0,Turnover by P. Connaughton (bad pass; steal by T. Rozier),,84,112
430,4,3:18.0,,Turnover by T. Rozier (lost ball; steal by B. Roberts),84,112
431,4,3:13.0,P. Connaughton makes 3-pt jump shot from 25 ft (assist by B. Roberts),,87,112
432,4,2:56.0,,R. Hunter misses 2-pt jump shot from 17 ft,87,112
433,4,2:55.0,Defensive rebound by M. Harkless,,87,112
434,4,2:45.0,P. Connaughton makes 2-pt layup from 2 ft,,89,112
435,4,2:32.0,,T. Rozier makes 2-pt jump shot from 13 ft,89,114
436,4,2:11.0,N. Vonleh makes 2-pt jump shot from 19 ft (assist by P. Connaughton),,91,114
437,4,2:10.0,,Boston full timeout,91,114
438,4,2:10.0,,J. Jerebko enters the game for M. Smart,91,114
439,4,1:59.0,,J. Jerebko makes 2-pt dunk at rim (assist by T. Rozier),91,116
440,4,1:45.0,Turnover by M. Harkless (lost ball; steal by T. Rozier),,91,116
441,4,1:42.0,,R. Hunter misses 2-pt layup from 1 ft (block by A. Crabbe),91,116
442,4,1:41.0,,Offensive rebound by Team,91,116
443,4,1:32.0,,T. Rozier misses 2-pt jump shot from 16 ft,91,116
444,4,1:29.0,Defensive rebound by N. Vonleh,,91,116
445,4,1:20.0,P. Connaughton misses 2-pt layup from 1 ft (block by J. Mickey),,91,116
446,4,1:19.0,,Defensive rebound by J. Jerebko,91,116
447,4,1:13.0,,T. Rozier misses 3-pt jump shot from 25 ft,91,116
448,4,1:11.0,,Offensive rebound by T. Zeller,91,116
449,4,1:01.0,,T. Rozier misses 2-pt jump shot from 16 ft,91,116
450,4,1:00.0,Defensive rebound by N. Vonleh,,91,116
451,4,0:55.0,A. Crabbe makes 2-pt layup from 1 ft (assist by B. Roberts),,93,116
452,4,0:40.0,,R. Hunter misses 2-pt jump shot from 6 ft,93,116
453,4,0:39.0,Defensive rebound by P. Connaughton,,93,116
454,4,0:35.0,Turnover by P. Connaughton (bad pass),,93,116
455,4,0:12.0,,T. Rozier misses 2-pt jump shot from 14 ft,93,116
456,4,0:11.0,Defensive rebound by N. Vonleh,,93,116
457,4,0:05.0,P. Connaughton misses 3-pt jump shot from 27 ft,,93,116
458,4,0:03.0,,Defensive rebound by T. Zeller,93,116
