,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
0,1,11:39.0,,E. Mudiay misses 2-pt jump shot from 4 ft (block by M. Plumlee),0,0
1,1,11:37.0,Defensive rebound by M. Plumlee,,0,0
2,1,11:36.0,Turnover by M. Plumlee (lost ball; steal by D. Gallinari),,0,0
3,1,11:27.0,,Turnover by K. Faried (lost ball; steal by M. Plumlee),0,0
4,1,11:22.0,M. Plumlee misses 2-pt layup from 2 ft (block by J. Hickson),,0,0
5,1,11:21.0,,Defensive rebound by D. Gallinari,0,0
6,1,11:10.0,,K. Faried makes 2-pt layup from 1 ft (assist by D. Gallinari),0,2
7,1,10:53.0,M. Leonard misses 2-pt jump shot from 21 ft,,0,2
8,1,10:52.0,,Defensive rebound by E. Mudiay,0,2
9,1,10:49.0,,Shooting foul by D. Lillard (drawn by E. Mudiay),0,2
10,1,10:49.0,,E. Mudiay misses free throw 1 of 2,0,2
11,1,10:49.0,,Offensive rebound by Team,0,2
12,1,10:49.0,,E. Mudiay makes free throw 2 of 2,0,3
13,1,10:33.0,C. McCollum misses 3-pt jump shot from 25 ft,,0,3
14,1,10:32.0,,Defensive rebound by G. Harris,0,3
15,1,10:24.0,,E. Mudiay misses 2-pt jump shot from 16 ft,0,3
16,1,10:23.0,Defensive rebound by M. Plumlee,,0,3
17,1,10:14.0,D. Lillard makes 2-pt jump shot from 16 ft,,2,3
18,1,9:57.0,,K. Faried misses 2-pt jump shot from 18 ft,2,3
19,1,9:57.0,Defensive rebound by Team,,2,3
20,1,9:57.0,,Loose ball foul by J. Hickson (drawn by M. Leonard),2,3
21,1,9:43.0,M. Plumlee makes 2-pt jump shot from 3 ft (assist by A. Aminu),,4,3
22,1,9:43.0,Shooting foul by K. Faried (drawn by M. Plumlee),,4,3
23,1,9:43.0,M. Plumlee misses free throw 1 of 1,,4,3
24,1,9:42.0,,Defensive rebound by J. Hickson,4,3
25,1,9:24.0,,J. Hickson makes 2-pt hook shot from 6 ft,4,5
26,1,9:19.0,D. Lillard makes 2-pt jump shot from 5 ft,,6,5
27,1,9:19.0,Shooting foul by G. Harris (drawn by D. Lillard),,6,5
28,1,9:19.0,D. Lillard makes free throw 1 of 1,,7,5
29,1,8:57.0,,E. Mudiay makes 2-pt layup from 1 ft,7,7
30,1,8:47.0,M. Leonard makes 2-pt jump shot from 20 ft (assist by D. Lillard),,9,7
31,1,8:31.0,,G. Harris makes 2-pt jump shot from 17 ft (assist by E. Mudiay),9,9
32,1,8:11.0,M. Leonard makes 2-pt jump shot from 17 ft (assist by D. Lillard),,11,9
33,1,7:55.0,,K. Faried makes 2-pt jump shot from 7 ft (assist by G. Harris),11,11
34,1,7:46.0,D. Lillard misses 3-pt jump shot from 25 ft,,11,11
35,1,7:45.0,,Defensive rebound by D. Gallinari,11,11
36,1,7:35.0,,D. Gallinari misses 3-pt jump shot from 26 ft,11,11
37,1,7:34.0,Defensive rebound by M. Leonard,,11,11
38,1,7:24.0,M. Plumlee misses 2-pt layup from 1 ft (block by J. Hickson),,11,11
39,1,7:22.0,,Defensive rebound by E. Mudiay,11,11
40,1,7:15.0,,Turnover by E. Mudiay (bad pass),11,11
41,1,7:00.0,C. McCollum misses 2-pt jump shot from 19 ft,,11,11
42,1,6:59.0,,Defensive rebound by G. Harris,11,11
43,1,6:51.0,,Turnover by D. Gallinari (traveling),11,11
44,1,6:35.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by M. Leonard),,14,11
45,1,6:34.0,,Denver full timeout,14,11
46,1,6:13.0,,J. Hickson makes 2-pt dunk at rim (assist by K. Faried),14,13
47,1,5:55.0,M. Leonard misses 3-pt jump shot from 24 ft,,14,13
48,1,5:55.0,,Defensive rebound by J. Hickson,14,13
49,1,5:42.0,,G. Harris misses 2-pt layup from 2 ft,14,13
50,1,5:41.0,,Offensive rebound by K. Faried,14,13
51,1,5:33.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by D. Gallinari),14,16
52,1,5:21.0,C. McCollum makes 2-pt jump shot from 12 ft,,16,16
53,1,5:06.0,,J. Hickson misses 2-pt jump shot from 19 ft,16,16
54,1,5:05.0,Defensive rebound by A. Aminu,,16,16
55,1,4:57.0,M. Plumlee makes 2-pt hook shot from 3 ft (assist by A. Aminu),,18,16
56,1,4:43.0,,J. Hickson makes 2-pt dunk at rim (assist by E. Mudiay),18,18
57,1,4:26.0,Shooting foul by J. Hickson (drawn by D. Lillard),,18,18
58,1,4:26.0,D. Lillard makes free throw 1 of 2,,19,18
59,1,4:26.0,A. Crabbe enters the game for C. McCollum,,19,18
60,1,4:26.0,E. Davis enters the game for M. Plumlee,,19,18
61,1,4:26.0,,R. Foye enters the game for E. Mudiay,19,18
62,1,4:26.0,,D. Arthur enters the game for J. Hickson,19,18
