,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHILADELPHIA_ACTION,LA CLIPPERS_SCORE,PHILADELPHIA_SCORE
100,1,0:52.0,D. Jordan makes 2-pt layup from 1 ft (assist by L. Stephenson),,20,23
101,1,0:52.0,Shooting foul by J. Grant (drawn by D. Jordan),,20,23
102,1,0:52.0,D. Jordan misses free throw 1 of 1,,20,23
103,1,0:51.0,,Defensive rebound by N. Noel,20,23
104,1,0:40.0,,Turnover by H. Thompson (bad pass; steal by J. Crawford),20,23
105,1,0:31.0,L. Stephenson misses 2-pt jump shot from 4 ft (block by N. Noel),,20,23
106,1,0:30.0,Offensive rebound by Team,,20,23
107,1,0:30.0,C. Aldrich enters the game for D. Jordan,,20,23
108,1,0:27.0,W. Johnson misses 2-pt jump shot from 21 ft,,20,23
109,1,0:26.0,Offensive rebound by C. Aldrich,,20,23
110,1,0:26.0,C. Aldrich makes 2-pt layup at rim,,22,23
111,1,0:09.0,,Personal foul by P. Prigioni (drawn by T. McConnell),22,23
112,1,0:03.0,,T. McConnell makes 2-pt jump shot from 14 ft,22,25
113,1,0:00.0,P. Prigioni misses 3-pt jump shot from 55 ft,,22,25
114,1,0:00.0,Offensive rebound by Team,,22,25
115,2,11:46.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),22,28
116,2,11:32.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,25,28
117,2,11:13.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by T. McConnell),25,31
118,2,10:58.0,C. Aldrich makes 2-pt layup at rim (assist by P. Prigioni),,27,31
119,2,10:45.0,,Turnover by I. Canaan (bad pass; steal by C. Aldrich),27,31
120,2,10:29.0,L. Stephenson misses 2-pt jump shot from 12 ft,,27,31
121,2,10:28.0,,Defensive rebound by N. Noel,27,31
122,2,10:23.0,,I. Canaan misses 3-pt jump shot from 23 ft,27,31
123,2,10:20.0,Defensive rebound by P. Prigioni,,27,31
124,2,10:09.0,J. Crawford misses 2-pt jump shot from 14 ft,,27,31
125,2,10:07.0,,Defensive rebound by H. Thompson,27,31
126,2,9:56.0,,Turnover by T. McConnell (bad pass; steal by W. Johnson),27,31
127,2,9:36.0,W. Johnson misses 3-pt jump shot from 24 ft,,27,31
128,2,9:35.0,,Defensive rebound by I. Canaan,27,31
129,2,9:30.0,,Philadelphia full timeout,27,31
130,2,9:30.0,J. Redick enters the game for W. Johnson,,27,31
131,2,9:30.0,,I. Smith enters the game for I. Canaan,27,31
132,2,9:30.0,,N. Stauskas enters the game for T. McConnell,27,31
133,2,9:15.0,,I. Smith misses 2-pt jump shot from 15 ft,27,31
134,2,9:13.0,,Offensive rebound by J. Grant,27,31
135,2,9:11.0,,J. Grant makes 2-pt dunk at rim,27,33
136,2,8:56.0,Turnover by L. Stephenson (traveling),,27,33
137,2,8:44.0,,Shooting foul by J. Redick (drawn by N. Noel),27,33
138,2,8:44.0,,N. Noel makes free throw 1 of 2,27,34
139,2,8:44.0,,N. Noel makes free throw 2 of 2,27,35
140,2,8:30.0,Personal foul by J. Grant (drawn by C. Aldrich),,27,35
141,2,8:17.0,J. Redick misses 2-pt jump shot from 11 ft,,27,35
142,2,8:16.0,,Defensive rebound by N. Noel,27,35
143,2,7:55.0,,I. Smith makes 2-pt jump shot from 12 ft,27,37
144,2,7:34.0,Turnover by J. Crawford (lost ball; steal by N. Noel),,27,37
145,2,7:26.0,,Shooting foul by P. Prigioni (drawn by J. Grant),27,37
146,2,7:26.0,,J. Grant makes free throw 1 of 2,27,38
147,2,7:26.0,C. Paul enters the game for P. Prigioni,,27,38
148,2,7:26.0,L. Mbah a Moute enters the game for L. Stephenson,,27,38
149,2,7:26.0,,R. Covington enters the game for H. Thompson,27,38
150,2,7:26.0,,J. Grant makes free throw 2 of 2,27,39
151,2,7:11.0,J. Crawford makes 2-pt jump shot from 9 ft,,29,39
152,2,7:01.0,,R. Covington misses 3-pt jump shot from 25 ft,29,39
153,2,7:00.0,Defensive rebound by C. Aldrich,,29,39
154,2,6:55.0,Personal foul by I. Smith (drawn by C. Paul),,29,39
155,2,6:55.0,D. Jordan enters the game for C. Aldrich,,29,39
156,2,6:47.0,J. Crawford misses 2-pt jump shot from 3 ft (block by J. Grant),,29,39
157,2,6:45.0,,Defensive rebound by I. Smith,29,39
158,2,6:42.0,,R. Covington makes 2-pt layup from 1 ft (assist by I. Smith),29,41
159,2,6:27.0,Personal foul by N. Stauskas (drawn by J. Crawford),,29,41
160,2,6:17.0,C. Paul misses 2-pt jump shot from 16 ft,,29,41
161,2,6:16.0,,Defensive rebound by Team,29,41
162,2,5:56.0,,Shooting foul by D. Jordan (drawn by J. Grant),29,41
163,2,5:56.0,Official timeout,,29,41
164,2,5:56.0,W. Johnson enters the game for J. Crawford,,29,41
165,2,5:56.0,,J. Okafor enters the game for N. Noel,29,41
166,2,5:56.0,,J. Grant makes free throw 1 of 2,29,42
167,2,5:56.0,,J. Grant makes free throw 2 of 2,29,43
168,2,5:47.0,Personal foul by R. Covington (drawn by C. Paul),,29,43
169,2,5:40.0,J. Redick misses 2-pt jump shot from 19 ft,,29,43
170,2,5:39.0,,Defensive rebound by J. Grant,29,43
171,2,5:30.0,,Shooting foul by W. Johnson (drawn by R. Covington),29,43
172,2,5:30.0,,R. Covington makes free throw 1 of 3,29,44
173,2,5:30.0,,R. Covington makes free throw 2 of 3,29,45
174,2,5:30.0,,H. Thompson enters the game for J. Grant,29,45
175,2,5:30.0,,R. Covington makes free throw 3 of 3,29,46
176,2,5:28.0,Personal foul by N. Stauskas (drawn by J. Redick),,29,46
177,2,5:28.0,J. Redick makes free throw 1 of 2,,30,46
178,2,5:28.0,,I. Canaan enters the game for N. Stauskas,30,46
179,2,5:28.0,J. Redick makes free throw 2 of 2,,31,46
180,2,5:10.0,,J. Okafor misses 2-pt jump shot from 9 ft (block by D. Jordan),31,46
181,2,5:09.0,,Offensive rebound by Team,31,46
182,2,5:06.0,,I. Smith misses 2-pt jump shot from 10 ft,31,46
183,2,5:04.0,Defensive rebound by C. Paul,,31,46
184,2,5:00.0,J. Redick misses 3-pt jump shot from 25 ft,,31,46
185,2,5:00.0,,Defensive rebound by Team,31,46
186,2,4:47.0,,I. Smith makes 3-pt jump shot from 25 ft,31,49
187,2,4:37.0,Personal block foul by I. Canaan (drawn by C. Paul),,31,49
188,2,4:37.0,C. Paul misses free throw 1 of 2,,31,49
189,2,4:37.0,Offensive rebound by Team,,31,49
190,2,4:37.0,J. Crawford enters the game for L. Mbah a Moute,,31,49
191,2,4:37.0,C. Paul makes free throw 2 of 2,,32,49
192,2,4:24.0,,I. Smith makes 2-pt jump shot from 5 ft,32,51
193,2,4:08.0,C. Paul misses 2-pt jump shot from 8 ft (block by J. Okafor),,32,51
194,2,4:07.0,Offensive rebound by C. Paul,,32,51
195,2,4:07.0,Shooting foul by I. Smith (drawn by C. Paul),,32,51
196,2,4:07.0,C. Paul makes free throw 1 of 2,,33,51
197,2,4:07.0,,T. McConnell enters the game for I. Smith,33,51
198,2,4:07.0,C. Paul makes free throw 2 of 2,,34,51
199,2,3:55.0,,T. McConnell misses 2-pt jump shot from 11 ft,34,51
200,2,3:53.0,,Offensive rebound by J. Okafor,34,51
201,2,3:53.0,,J. Okafor makes 2-pt dunk at rim,34,53
202,2,3:40.0,Personal foul by T. McConnell (drawn by C. Paul),,34,53
203,2,3:40.0,C. Paul makes free throw 1 of 2,,35,53
204,2,3:40.0,C. Paul makes free throw 2 of 2,,36,53
205,2,3:28.0,,Turnover by I. Canaan (bad pass; steal by C. Paul),36,53
206,2,3:27.0,Personal foul by T. McConnell (drawn by C. Paul),,36,53
207,2,3:27.0,C. Paul makes free throw 1 of 2,,37,53
208,2,3:27.0,C. Paul makes free throw 2 of 2,,38,53
209,2,3:08.0,Offensive charge foul by H. Thompson (drawn by C. Paul),,38,53
210,2,3:08.0,,Turnover by H. Thompson (offensive foul),38,53
211,2,3:03.0,Personal foul by I. Canaan (drawn by D. Jordan),,38,53
212,2,3:03.0,D. Jordan misses free throw 1 of 2,,38,53
213,2,3:03.0,Offensive rebound by Team,,38,53
214,2,3:03.0,D. Jordan misses free throw 2 of 2,,38,53
215,2,3:02.0,Offensive rebound by W. Johnson,,38,53
216,2,2:59.0,C. Paul misses 3-pt jump shot from 26 ft,,38,53
217,2,2:57.0,Offensive rebound by D. Jordan,,38,53
218,2,2:57.0,D. Jordan misses 2-pt layup at rim,,38,53
219,2,2:56.0,,Defensive rebound by R. Covington,38,53
220,2,2:49.0,LA Clippers full timeout,,38,53
221,2,2:49.0,,J. Grant enters the game for I. Canaan,38,53
222,2,2:46.0,,J. Grant makes 2-pt dunk at rim (assist by T. McConnell),38,55
223,2,2:36.0,Personal foul by J. Okafor (drawn by D. Jordan),,38,55
224,2,2:36.0,D. Jordan misses free throw 1 of 2,,38,55
225,2,2:36.0,Offensive rebound by Team,,38,55
226,2,2:36.0,D. Jordan makes free throw 2 of 2,,39,55
227,2,2:25.0,,Personal foul by J. Redick (drawn by H. Thompson),39,55
228,2,2:25.0,,H. Thompson makes free throw 1 of 2,39,56
229,2,2:25.0,,H. Thompson makes free throw 2 of 2,39,57
230,2,2:23.0,J. Redick makes 2-pt layup from 1 ft (assist by D. Jordan),,41,57
231,2,1:56.0,,J. Okafor misses 2-pt jump shot from 3 ft,41,57
232,2,1:54.0,Defensive rebound by D. Jordan,,41,57
233,2,1:49.0,J. Redick makes 2-pt layup from 2 ft (assist by C. Paul),,43,57
234,2,1:49.0,Shooting foul by J. Grant (drawn by J. Redick),,43,57
235,2,1:49.0,J. Redick makes free throw 1 of 1,,44,57
236,2,1:27.0,,H. Thompson misses 3-pt jump shot from 22 ft,44,57
237,2,1:26.0,Defensive rebound by D. Jordan,,44,57
238,2,1:21.0,W. Johnson misses 2-pt jump shot from 18 ft,,44,57
239,2,1:18.0,,Defensive rebound by J. Okafor,44,57
240,2,0:58.0,,J. Grant misses 3-pt jump shot from 23 ft,44,57
241,2,0:57.0,Defensive rebound by J. Crawford,,44,57
242,2,0:50.0,W. Johnson makes 2-pt layup from 2 ft (assist by J. Crawford),,46,57
243,2,0:37.0,,Turnover by T. McConnell (lost ball),46,57
244,2,0:30.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,49,57
245,2,0:11.0,,T. McConnell makes 2-pt jump shot from 15 ft,49,59
246,2,0:00.0,C. Paul misses 2-pt jump shot from 12 ft,,49,59
247,2,0:00.0,Offensive rebound by Team,,49,59
248,3,11:41.0,,I. Smith misses 2-pt jump shot from 7 ft,49,59
249,3,11:40.0,,Offensive rebound by N. Noel,49,59
250,3,11:24.0,,J. Okafor misses 2-pt jump shot from 14 ft,49,59
251,3,11:22.0,Defensive rebound by W. Johnson,,49,59
252,3,11:06.0,Turnover by J. Redick (bad pass; steal by N. Noel),,49,59
253,3,11:01.0,,Personal block foul by J. Redick (drawn by I. Smith),49,59
254,3,10:47.0,,N. Stauskas misses 3-pt jump shot from 24 ft,49,59
255,3,10:45.0,Defensive rebound by J. Redick,,49,59
256,3,10:37.0,J. Redick makes 2-pt jump shot from 16 ft,,51,59
257,3,10:23.0,,J. Okafor misses 2-pt jump shot from 12 ft,51,59
258,3,10:22.0,,Offensive rebound by Team,51,59
259,3,10:21.0,,Turnover by R. Covington (step out of bounds),51,59
260,3,10:15.0,C. Paul makes 2-pt jump shot from 18 ft,,53,59
261,3,10:15.0,,Philadelphia full timeout,53,59
262,3,9:56.0,,I. Smith misses 2-pt jump shot from 18 ft,53,59
263,3,9:54.0,Defensive rebound by J. Redick,,53,59
264,3,9:47.0,C. Paul misses 3-pt jump shot from 25 ft,,53,59
265,3,9:46.0,Offensive rebound by D. Jordan,,53,59
266,3,9:45.0,D. Jordan misses 2-pt layup from 1 ft,,53,59
267,3,9:44.0,Offensive rebound by D. Jordan,,53,59
268,3,9:43.0,D. Jordan misses 2-pt layup from 2 ft,,53,59
269,3,9:42.0,,Defensive rebound by Team,53,59
270,3,9:28.0,,J. Okafor makes 2-pt jump shot from 7 ft (assist by N. Noel),53,61
271,3,9:11.0,J. Redick misses 2-pt jump shot from 20 ft,,53,61
272,3,9:10.0,,Defensive rebound by I. Smith,53,61
273,3,8:57.0,,Turnover by R. Covington (bad pass),53,61
274,3,8:45.0,Turnover by J. Redick (lost ball),,53,61
275,3,8:29.0,,N. Noel misses 2-pt jump shot from 5 ft,53,61
276,3,8:27.0,Defensive rebound by L. Mbah a Moute,,53,61
277,3,8:17.0,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),,55,61
278,3,7:59.0,,R. Covington misses 3-pt jump shot from 24 ft,55,61
279,3,7:58.0,Defensive rebound by D. Jordan,,55,61
280,3,7:47.0,Personal foul by I. Smith (drawn by C. Paul),,55,61
281,3,7:42.0,C. Paul misses 2-pt layup from 1 ft (block by J. Okafor),,55,61
282,3,7:40.0,,Defensive rebound by I. Smith,55,61
283,3,7:29.0,,J. Okafor makes 2-pt hook shot from 7 ft (assist by N. Noel),55,63
284,3,7:02.0,J. Redick misses 2-pt jump shot from 17 ft,,55,63
285,3,7:00.0,,Defensive rebound by I. Smith,55,63
286,3,6:50.0,,J. Okafor misses 2-pt jump shot from 15 ft,55,63
287,3,6:48.0,Defensive rebound by C. Paul,,55,63
288,3,6:40.0,C. Paul makes 2-pt jump shot from 17 ft,,57,63
289,3,6:29.0,,Turnover by R. Covington (lost ball; steal by L. Mbah a Moute),57,63
290,3,6:25.0,Shooting foul by N. Stauskas (drawn by J. Redick),,57,63
291,3,6:25.0,J. Redick makes free throw 1 of 2,,58,63
292,3,6:25.0,,H. Thompson enters the game for N. Stauskas,58,63
293,3,6:25.0,,I. Canaan enters the game for N. Noel,58,63
294,3,6:25.0,J. Redick misses free throw 2 of 2,,58,63
295,3,6:24.0,,Defensive rebound by J. Okafor,58,63
296,3,6:08.0,,I. Canaan misses 3-pt jump shot from 23 ft,58,63
297,3,6:07.0,,Offensive rebound by J. Okafor,58,63
298,3,6:07.0,Loose ball foul by W. Johnson (drawn by J. Okafor),,58,63
299,3,6:07.0,,J. Grant enters the game for R. Covington,58,63
300,3,6:07.0,J. Crawford enters the game for L. Mbah a Moute,,58,63
301,3,5:57.0,,Personal foul by J. Crawford (drawn by H. Thompson),58,63
302,3,5:57.0,,Philadelphia full timeout,58,63
303,3,5:49.0,,I. Smith misses 2-pt jump shot from 16 ft,58,63
304,3,5:47.0,,Offensive rebound by J. Grant,58,63
305,3,5:46.0,,J. Grant makes 2-pt dunk at rim,58,65
306,3,5:30.0,Turnover by W. Johnson (bad pass; steal by J. Okafor),,58,65
307,3,5:26.0,,Turnover by J. Okafor (lost ball; steal by C. Paul),58,65
308,3,5:20.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by J. Redick),,61,65
309,3,5:05.0,,H. Thompson makes 2-pt jump shot from 16 ft (assist by J. Okafor),61,67
310,3,4:47.0,J. Crawford makes 2-pt jump shot from 16 ft,,63,67
311,3,4:22.0,,I. Smith misses 2-pt jump shot from 12 ft,63,67
312,3,4:20.0,,Offensive rebound by J. Okafor,63,67
313,3,4:20.0,,J. Okafor makes 2-pt layup from 1 ft,63,69
314,3,4:02.0,W. Johnson misses 3-pt jump shot from 23 ft,,63,69
315,3,4:00.0,,Defensive rebound by I. Smith,63,69
316,3,3:50.0,,Turnover by J. Okafor (bad pass; steal by J. Crawford),63,69
317,3,3:40.0,J. Crawford misses 3-pt jump shot from 25 ft,,63,69
318,3,3:38.0,,Defensive rebound by I. Smith,63,69
319,3,3:34.0,,I. Smith makes 2-pt layup from 2 ft,63,71
320,3,3:15.0,Personal foul by I. Canaan (drawn by C. Paul),,63,71
321,3,3:15.0,,N. Noel enters the game for J. Okafor,63,71
322,3,3:15.0,,T. McConnell enters the game for I. Smith,63,71
323,3,3:15.0,P. Prigioni enters the game for C. Paul,,63,71
324,3,3:01.0,J. Crawford misses 2-pt jump shot from 17 ft,,63,71
325,3,3:00.0,,Defensive rebound by J. Grant,63,71
326,3,2:50.0,,T. McConnell misses 2-pt jump shot from 11 ft,63,71
327,3,2:48.0,Defensive rebound by D. Jordan,,63,71
328,3,2:37.0,Personal foul by I. Canaan (drawn by J. Crawford),,63,71
329,3,2:37.0,LA Clippers full timeout,,63,71
330,3,2:37.0,,N. Stauskas enters the game for I. Canaan,63,71
331,3,2:37.0,L. Stephenson enters the game for J. Redick,,63,71
332,3,2:29.0,P. Prigioni misses 2-pt layup from 2 ft,,63,71
333,3,2:27.0,,Defensive rebound by T. McConnell,63,71
334,3,2:18.0,,Turnover by N. Noel (bad pass),63,71
335,3,2:01.0,W. Johnson misses 2-pt jump shot from 20 ft,,63,71
336,3,1:59.0,,Defensive rebound by N. Noel,63,71
337,3,1:51.0,,Personal foul by P. Prigioni (drawn by J. Grant),63,71
338,3,1:37.0,,Turnover by Team (shot clock),63,71
339,3,1:25.0,L. Stephenson makes 2-pt layup from 2 ft (assist by J. Crawford),,65,71
340,3,1:09.0,,J. Grant makes 2-pt layup from 1 ft,65,73
341,3,1:09.0,,Shooting foul by W. Johnson (drawn by J. Grant),65,73
342,3,1:09.0,,J. Grant misses free throw 1 of 1,65,73
343,3,1:08.0,,Offensive rebound by J. Grant,65,73
344,3,0:59.0,,T. McConnell misses 2-pt jump shot from 8 ft,65,73
345,3,0:57.0,Defensive rebound by D. Jordan,,65,73
346,3,0:46.0,Offensive foul by D. Jordan (drawn by J. Grant),,65,73
347,3,0:46.0,Turnover by D. Jordan (offensive foul),,65,73
348,3,0:30.0,,Turnover by H. Thompson (bad pass; steal by W. Johnson),65,73
349,3,0:25.0,J. Crawford misses 2-pt jump shot from 12 ft,,65,73
350,3,0:22.0,Offensive rebound by W. Johnson,,65,73
351,3,0:21.0,W. Johnson misses 2-pt jump shot from 5 ft,,65,73
352,3,0:20.0,,Defensive rebound by J. Grant,65,73
353,3,0:02.0,,T. McConnell misses 2-pt jump shot from 5 ft (block by D. Jordan),65,73
354,3,0:00.0,,Offensive rebound by T. McConnell,65,73
355,4,11:43.0,J. Crawford misses 2-pt jump shot from 10 ft,,65,73
356,4,11:41.0,Offensive rebound by C. Aldrich,,65,73
357,4,11:41.0,C. Aldrich misses 2-pt layup from 1 ft,,65,73
358,4,11:39.0,Offensive rebound by L. Mbah a Moute,,65,73
359,4,11:36.0,L. Stephenson misses 2-pt jump shot from 10 ft,,65,73
360,4,11:31.0,,Defensive rebound by N. Stauskas,65,73
361,4,11:21.0,,Personal foul by L. Mbah a Moute (drawn by N. Stauskas),65,73
362,4,11:21.0,,R. Covington enters the game for N. Stauskas,65,73
363,4,11:10.0,,N. Noel misses 2-pt dunk at rim,65,73
364,4,11:09.0,,Offensive rebound by J. Grant,65,73
365,4,11:08.0,,Shooting foul by C. Aldrich (drawn by J. Grant),65,73
366,4,11:08.0,,J. Grant makes free throw 1 of 2,65,74
367,4,11:08.0,,J. Grant misses free throw 2 of 2,65,74
368,4,11:07.0,Defensive rebound by L. Stephenson,,65,74
369,4,10:45.0,Shooting foul by N. Noel (drawn by C. Aldrich),,65,74
370,4,10:45.0,C. Aldrich makes free throw 1 of 2,,66,74
371,4,10:45.0,C. Aldrich makes free throw 2 of 2,,67,74
372,4,10:31.0,,R. Covington misses 3-pt jump shot from 25 ft,67,74
373,4,10:29.0,Defensive rebound by L. Stephenson,,67,74
374,4,10:14.0,Personal foul by N. Noel (drawn by P. Prigioni),,67,74
375,4,10:07.0,J. Crawford misses 2-pt jump shot from 12 ft,,67,74
376,4,10:05.0,,Defensive rebound by N. Noel,67,74
377,4,9:59.0,,T. McConnell misses 2-pt jump shot from 14 ft,67,74
378,4,9:57.0,Defensive rebound by P. Prigioni,,67,74
379,4,9:51.0,C. Aldrich makes 2-pt dunk at rim (assist by P. Prigioni),,69,74
380,4,9:29.0,,H. Thompson misses 2-pt jump shot from 16 ft,69,74
381,4,9:27.0,Defensive rebound by L. Mbah a Moute,,69,74
382,4,9:20.0,J. Crawford makes 2-pt layup from 1 ft,,71,74
383,4,9:19.0,,Philadelphia full timeout,71,74
384,4,8:55.0,,J. Grant makes 2-pt jump shot from 17 ft (assist by H. Thompson),71,76
385,4,8:37.0,J. Crawford makes 2-pt jump shot from 18 ft (assist by P. Prigioni),,73,76
386,4,8:20.0,,Personal foul by L. Stephenson (drawn by T. McConnell),73,76
387,4,8:20.0,,I. Smith enters the game for T. McConnell,73,76
