,QUARTER,TIME_REMAINING,BOSTON_ACTION,PORTLAND_ACTION,BOSTON_SCORE,PORTLAND_SCORE
153,2,7:41.0,,G. Henderson misses 2-pt jump shot from 16 ft,40,37
154,2,7:39.0,Defensive rebound by J. Crowder,,40,37
155,2,7:29.0,K. Olynyk misses 3-pt jump shot from 27 ft,,40,37
156,2,7:28.0,,Defensive rebound by N. Vonleh,40,37
157,2,7:19.0,,C. McCollum makes 2-pt jump shot from 14 ft,40,39
158,2,7:19.0,Boston full timeout,,40,39
159,2,7:19.0,I. Thomas enters the game for M. Smart,,40,39
160,2,7:19.0,J. Sullinger enters the game for K. Olynyk,,40,39
161,2,7:19.0,,M. Plumlee enters the game for E. Davis,40,39
162,2,7:05.0,Shooting foul by G. Henderson (drawn by J. Crowder),,40,39
163,2,7:05.0,J. Crowder misses free throw 1 of 3,,40,39
164,2,7:05.0,Offensive rebound by Team,,40,39
165,2,7:05.0,J. Crowder misses free throw 2 of 3,,40,39
166,2,7:05.0,Offensive rebound by Team,,40,39
167,2,7:05.0,J. Crowder makes free throw 3 of 3,,41,39
168,2,6:43.0,,N. Vonleh makes 2-pt dunk at rim (assist by M. Plumlee),41,41
169,2,6:21.0,E. Turner makes 2-pt jump shot from 8 ft,,43,41
170,2,6:11.0,,A. Crabbe misses 3-pt jump shot from 24 ft,43,41
171,2,6:10.0,Defensive rebound by J. Sullinger,,43,41
172,2,5:58.0,Turnover by J. Sullinger (lost ball; steal by N. Vonleh),,43,41
173,2,5:49.0,,C. McCollum misses 2-pt jump shot from 19 ft,43,41
174,2,5:49.0,Defensive rebound by J. Sullinger,,43,41
175,2,5:38.0,Personal foul by N. Vonleh,,43,41
176,2,5:38.0,,D. Lillard enters the game for C. McCollum,43,41
177,2,5:29.0,J. Jerebko misses 3-pt jump shot from 24 ft,,43,41
178,2,5:26.0,Offensive rebound by J. Crowder,,43,41
179,2,5:26.0,J. Crowder makes 2-pt layup at rim,,45,41
180,2,5:04.0,,D. Lillard misses 2-pt jump shot from 21 ft,45,41
181,2,5:04.0,Defensive rebound by J. Jerebko,,45,41
182,2,5:00.0,Shooting foul by A. Crabbe (drawn by I. Thomas),,45,41
183,2,5:00.0,I. Thomas makes free throw 1 of 2,,46,41
184,2,5:00.0,A. Johnson enters the game for E. Turner,,46,41
185,2,5:00.0,A. Bradley enters the game for J. Jerebko,,46,41
186,2,5:00.0,I. Thomas makes free throw 2 of 2,,47,41
187,2,4:41.0,,G. Henderson misses 3-pt jump shot from 24 ft,47,41
188,2,4:40.0,Defensive rebound by I. Thomas,,47,41
189,2,4:29.0,Personal foul by M. Plumlee,,47,41
190,2,4:29.0,J. Sullinger makes free throw 1 of 2,,48,41
191,2,4:29.0,,A. Aminu enters the game for N. Vonleh,48,41
192,2,4:29.0,J. Sullinger makes free throw 2 of 2,,49,41
193,2,4:17.0,,D. Lillard misses 2-pt jump shot from 19 ft,49,41
194,2,4:16.0,Defensive rebound by I. Thomas,,49,41
195,2,4:10.0,I. Thomas misses 2-pt jump shot from 4 ft,,49,41
196,2,4:10.0,Offensive rebound by I. Thomas,,49,41
197,2,4:07.0,J. Crowder misses 3-pt jump shot from 24 ft,,49,41
198,2,4:05.0,Offensive rebound by J. Sullinger,,49,41
199,2,4:01.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by J. Sullinger),,52,41
200,2,4:01.0,,Portland full timeout,52,41
201,2,4:01.0,,M. Harkless enters the game for G. Henderson,52,41
202,2,4:01.0,,C. McCollum enters the game for A. Crabbe,52,41
203,2,4:01.0,M. Smart enters the game for J. Crowder,,52,41
204,2,3:48.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),52,44
205,2,3:30.0,I. Thomas misses 3-pt jump shot from 24 ft,,52,44
206,2,3:30.0,,Defensive rebound by M. Harkless,52,44
207,2,3:19.0,,M. Plumlee makes 2-pt hook shot from 7 ft (assist by C. McCollum),52,46
208,2,2:59.0,J. Sullinger makes 2-pt jump shot from 19 ft (assist by A. Bradley),,54,46
209,2,2:44.0,,C. McCollum misses 2-pt jump shot from 3 ft (block by M. Smart),54,46
210,2,2:44.0,,Offensive rebound by Team,54,46
211,2,2:44.0,Official timeout,,54,46
212,2,2:40.0,,Turnover by A. Aminu (lost ball; steal by I. Thomas),54,46
213,2,2:22.0,A. Bradley misses 2-pt jump shot from 21 ft (block by C. McCollum),,54,46
214,2,2:21.0,,Defensive rebound by C. McCollum,54,46
215,2,2:05.0,,D. Lillard misses 3-pt jump shot from 25 ft,54,46
216,2,2:05.0,,Offensive rebound by C. McCollum,54,46
217,2,2:01.0,,C. McCollum makes 2-pt jump shot from 14 ft,54,48
218,2,1:37.0,A. Johnson makes 2-pt hook shot from 8 ft,,56,48
219,2,1:28.0,,Personal foul by A. Johnson,56,48
220,2,1:28.0,K. Olynyk enters the game for A. Johnson,,56,48
221,2,1:21.0,,A. Aminu makes 2-pt layup from 1 ft (assist by M. Plumlee),56,50
222,2,1:10.0,I. Thomas misses 2-pt jump shot from 7 ft,,56,50
223,2,1:08.0,,Defensive rebound by M. Harkless,56,50
224,2,0:56.0,,Shooting foul by M. Smart (drawn by M. Harkless),56,50
225,2,0:56.0,,M. Harkless makes free throw 1 of 2,56,51
226,2,0:56.0,E. Turner enters the game for M. Smart,,56,51
227,2,0:56.0,J. Crowder enters the game for J. Sullinger,,56,51
228,2,0:56.0,,M. Harkless makes free throw 2 of 2,56,52
229,2,0:42.0,E. Turner makes 2-pt jump shot from 15 ft,,58,52
230,2,0:33.0,,M. Harkless misses 3-pt jump shot from 23 ft,58,52
231,2,0:31.0,,Offensive rebound by M. Harkless,58,52
232,2,0:31.0,,Personal foul by E. Turner,58,52
233,2,0:31.0,,M. Harkless misses free throw 1 of 2,58,52
234,2,0:31.0,,Offensive rebound by Team,58,52
235,2,0:31.0,,M. Harkless makes free throw 2 of 2,58,53
236,2,0:16.0,E. Turner misses 2-pt jump shot from 14 ft,,58,53
237,2,0:14.0,,Defensive rebound by A. Aminu,58,53
238,2,0:11.0,,Shooting foul by E. Turner (drawn by M. Plumlee),58,53
239,2,0:11.0,,M. Plumlee misses free throw 1 of 2,58,53
240,2,0:11.0,,Offensive rebound by Team,58,53
241,2,0:11.0,,M. Plumlee makes free throw 2 of 2,58,54
242,2,0:11.0,Boston full timeout,,58,54
243,2,0:11.0,J. Sullinger enters the game for E. Turner,,58,54
244,2,0:01.0,I. Thomas misses 2-pt layup from 2 ft,,58,54
245,2,0:00.0,,Defensive rebound by M. Harkless,58,54
246,3,11:36.0,A. Bradley makes 2-pt jump shot from 22 ft (assist by J. Sullinger),,60,54
247,3,11:27.0,,Turnover by D. Lillard (back court),60,54
248,3,11:12.0,A. Bradley makes 2-pt jump shot from 16 ft,,62,54
249,3,11:01.0,,Personal foul by A. Bradley,62,54
250,3,10:57.0,,Personal block foul by J. Crowder,62,54
251,3,10:47.0,,A. Aminu misses 3-pt jump shot from 22 ft,62,54
252,3,10:47.0,,Offensive rebound by M. Plumlee,62,54
253,3,10:42.0,,A. Aminu makes 2-pt jump shot from 16 ft,62,56
254,3,10:29.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by J. Sullinger),,64,56
255,3,10:11.0,,A. Aminu makes 2-pt dunk at rim (assist by C. McCollum),64,58
256,3,9:56.0,J. Sullinger misses 2-pt jump shot from 20 ft,,64,58
257,3,9:55.0,Offensive rebound by I. Thomas,,64,58
258,3,9:52.0,I. Thomas misses 2-pt jump shot from 17 ft,,64,58
259,3,9:50.0,Offensive rebound by J. Sullinger,,64,58
260,3,9:49.0,J. Sullinger misses 2-pt layup from 1 ft,,64,58
261,3,9:48.0,Offensive rebound by J. Sullinger,,64,58
262,3,9:48.0,J. Sullinger makes 2-pt layup from 1 ft,,66,58
263,3,9:29.0,,M. Plumlee misses 2-pt layup from 1 ft,66,58
264,3,9:28.0,Defensive rebound by J. Sullinger,,66,58
265,3,9:26.0,Shooting foul by C. McCollum (drawn by A. Bradley),,66,58
266,3,9:26.0,A. Bradley makes free throw 1 of 2,,67,58
267,3,9:26.0,A. Bradley makes free throw 2 of 2,,68,58
268,3,9:12.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),68,61
269,3,8:52.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by A. Johnson),,71,61
270,3,8:40.0,,D. Lillard misses 2-pt jump shot from 20 ft,71,61
271,3,8:39.0,Defensive rebound by J. Crowder,,71,61
272,3,8:24.0,A. Bradley misses 2-pt jump shot from 19 ft,,71,61
273,3,8:23.0,,Defensive rebound by A. Aminu,71,61
274,3,8:23.0,,Personal foul by J. Sullinger,71,61
275,3,8:13.0,,Personal foul by J. Sullinger,71,61
276,3,8:07.0,,Turnover by C. McCollum (bad pass),71,61
277,3,7:55.0,I. Thomas misses 2-pt jump shot from 7 ft (block by D. Lillard),,71,61
278,3,7:55.0,Offensive rebound by Team,,71,61
279,3,7:44.0,J. Crowder misses 3-pt jump shot from 24 ft,,71,61
280,3,7:42.0,,Defensive rebound by C. McCollum,71,61
281,3,7:36.0,,C. McCollum misses 3-pt jump shot from 24 ft,71,61
282,3,7:35.0,Defensive rebound by I. Thomas,,71,61
283,3,7:31.0,J. Crowder makes 2-pt dunk at rim (assist by I. Thomas),,73,61
284,3,7:11.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by M. Plumlee),73,64
285,3,6:58.0,I. Thomas misses 3-pt jump shot from 23 ft,,73,64
286,3,6:57.0,,Defensive rebound by M. Harkless,73,64
287,3,6:47.0,,A. Aminu misses 3-pt jump shot from 24 ft,73,64
288,3,6:46.0,Defensive rebound by J. Sullinger,,73,64
289,3,6:32.0,A. Bradley makes 2-pt layup from 2 ft (assist by J. Sullinger),,75,64
290,3,6:32.0,,Portland full timeout,75,64
291,3,6:11.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by C. McCollum),75,66
292,3,5:48.0,J. Sullinger misses 2-pt jump shot from 19 ft,,75,66
293,3,5:47.0,,Defensive rebound by A. Aminu,75,66
294,3,5:35.0,,A. Aminu misses 2-pt jump shot from 3 ft,75,66
295,3,5:34.0,Defensive rebound by J. Sullinger,,75,66
296,3,5:31.0,Turnover by I. Thomas (step out of bounds),,75,66
297,3,5:31.0,E. Turner enters the game for J. Crowder,,75,66
298,3,5:31.0,M. Smart enters the game for J. Sullinger,,75,66
299,3,5:20.0,,D. Lillard misses 2-pt layup from 1 ft,75,66
300,3,5:19.0,,Offensive rebound by D. Lillard,75,66
301,3,5:19.0,,D. Lillard misses 2-pt layup from 1 ft,75,66
302,3,5:17.0,,Offensive rebound by M. Harkless,75,66
303,3,5:15.0,,M. Harkless misses 2-pt jump shot from 9 ft,75,66
304,3,5:14.0,Defensive rebound by A. Johnson,,75,66
305,3,5:05.0,Shooting foul by M. Harkless (drawn by A. Bradley),,75,66
306,3,5:05.0,A. Bradley makes free throw 1 of 2,,76,66
307,3,5:05.0,,A. Crabbe enters the game for C. McCollum,76,66
308,3,5:05.0,,E. Davis enters the game for M. Plumlee,76,66
309,3,5:05.0,A. Bradley makes free throw 2 of 2,,77,66
310,3,4:52.0,,Shooting block foul by A. Bradley (drawn by D. Lillard),77,66
311,3,4:52.0,,D. Lillard misses free throw 1 of 2,77,66
312,3,4:52.0,,Offensive rebound by Team,77,66
313,3,4:52.0,,G. Henderson enters the game for M. Harkless,77,66
314,3,4:52.0,,D. Lillard makes free throw 2 of 2,77,67
315,3,4:37.0,I. Thomas misses 2-pt jump shot from 12 ft,,77,67
316,3,4:37.0,,Defensive rebound by A. Aminu,77,67
317,3,4:23.0,,D. Lillard misses 3-pt jump shot from 28 ft,77,67
318,3,4:22.0,Defensive rebound by A. Bradley,,77,67
319,3,4:13.0,E. Turner misses 2-pt jump shot from 20 ft,,77,67
320,3,4:12.0,Offensive rebound by A. Johnson,,77,67
321,3,4:01.0,I. Thomas misses 2-pt layup from 2 ft,,77,67
322,3,4:00.0,,Defensive rebound by E. Davis,77,67
323,3,3:52.0,,Shooting foul by E. Turner (drawn by A. Crabbe),77,67
324,3,3:52.0,,A. Crabbe makes free throw 1 of 2,77,68
325,3,3:52.0,K. Olynyk enters the game for A. Johnson,,77,68
326,3,3:52.0,,A. Crabbe makes free throw 2 of 2,77,69
327,3,3:33.0,A. Bradley makes 2-pt layup from 2 ft,,79,69
328,3,3:08.0,,A. Aminu misses 3-pt jump shot from 22 ft,79,69
329,3,3:07.0,Defensive rebound by Team,,79,69
330,3,2:56.0,I. Thomas misses 2-pt layup from 2 ft (block by A. Aminu),,79,69
331,3,2:55.0,,Defensive rebound by G. Henderson,79,69
332,3,2:50.0,,A. Aminu makes 2-pt dunk at rim (assist by G. Henderson),79,71
333,3,2:50.0,,Shooting foul by M. Smart (drawn by A. Aminu),79,71
334,3,2:50.0,Boston full timeout,,79,71
335,3,2:50.0,J. Crowder enters the game for I. Thomas,,79,71
336,3,2:50.0,,A. Aminu misses free throw 1 of 1,79,71
337,3,2:49.0,,Offensive rebound by G. Henderson,79,71
338,3,2:45.0,,Turnover by A. Crabbe (bad pass; steal by J. Crowder),79,71
339,3,2:41.0,A. Bradley makes 2-pt layup from 1 ft (assist by E. Turner),,81,71
340,3,2:21.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by G. Henderson),81,74
341,3,2:05.0,A. Bradley misses 2-pt layup from 1 ft,,81,74
342,3,2:04.0,,Defensive rebound by A. Crabbe,81,74
343,3,1:54.0,,G. Henderson makes 2-pt layup from 2 ft (assist by A. Aminu),81,76
344,3,1:30.0,E. Turner misses 2-pt jump shot from 4 ft (block by A. Aminu),,81,76
345,3,1:29.0,,Defensive rebound by A. Aminu,81,76
346,3,1:24.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by G. Henderson),81,79
347,3,1:01.0,Turnover by J. Crowder (bad pass; steal by E. Davis),,81,79
348,3,0:55.0,,A. Crabbe misses 3-pt jump shot from 23 ft,81,79
349,3,0:55.0,,Offensive rebound by E. Davis,81,79
350,3,0:55.0,,E. Davis makes 2-pt layup at rim,81,81
351,3,0:54.0,Boston full timeout,,81,81
352,3,0:54.0,J. Jerebko enters the game for A. Bradley,,81,81
353,3,0:47.0,,Violation by E. Davis (def goaltending),81,81
354,3,0:47.0,M. Smart makes 2-pt layup from 1 ft (assist by K. Olynyk),,83,81
355,3,0:35.0,,D. Lillard misses 2-pt layup from 2 ft (block by K. Olynyk),83,81
356,3,0:34.0,Defensive rebound by M. Smart,,83,81
357,3,0:27.0,J. Crowder misses 3-pt jump shot from 22 ft,,83,81
358,3,0:26.0,,Defensive rebound by E. Davis,83,81
359,3,0:01.0,,G. Henderson misses 2-pt jump shot from 16 ft,83,81
360,3,0:01.0,Defensive rebound by E. Turner,,83,81
361,4,11:46.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),83,84
362,4,11:28.0,M. Smart misses 2-pt layup from 2 ft,,83,84
363,4,11:27.0,,Defensive rebound by E. Davis,83,84
364,4,11:17.0,,A. Crabbe misses 3-pt jump shot from 24 ft,83,84
365,4,11:17.0,,Offensive rebound by G. Henderson,83,84
366,4,11:12.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by A. Crabbe),83,87
367,4,10:45.0,J. Jerebko makes 2-pt layup from 2 ft (assist by M. Smart),,85,87
368,4,10:24.0,,G. Henderson makes 2-pt jump shot from 15 ft,85,89
369,4,10:06.0,Shooting foul by A. Aminu (drawn by J. Jerebko),,85,89
370,4,10:06.0,J. Jerebko makes free throw 1 of 2,,86,89
371,4,10:06.0,J. Jerebko makes free throw 2 of 2,,87,89
372,4,9:57.0,,G. Henderson makes 2-pt jump shot from 22 ft,87,91
373,4,9:37.0,J. Jerebko misses 2-pt jump shot from 23 ft,,87,91
374,4,9:37.0,,Defensive rebound by G. Henderson,87,91
375,4,9:29.0,,G. Henderson makes 2-pt jump shot from 22 ft,87,93
376,4,9:28.0,Boston full timeout,,87,93
377,4,9:28.0,J. Sullinger enters the game for J. Jerebko,,87,93
378,4,9:13.0,J. Sullinger makes 2-pt hook shot from 3 ft,,89,93
379,4,8:52.0,,C. McCollum misses 2-pt jump shot from 4 ft,89,93
380,4,8:52.0,,Offensive rebound by C. McCollum,89,93
381,4,8:48.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by C. McCollum),89,96
382,4,8:32.0,Offensive foul by M. Smart (drawn by E. Davis),,89,96
383,4,8:32.0,Turnover by M. Smart (offensive foul),,89,96
384,4,8:32.0,I. Thomas enters the game for K. Olynyk,,89,96
