,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
44,1,5:26.0,,J. Harden misses 2-pt jump shot from 19 ft,12,3
45,1,5:25.0,Defensive rebound by K. Leonard,,12,3
46,1,5:11.0,L. Aldridge misses 2-pt jump shot from 15 ft,,12,3
47,1,5:11.0,,Defensive rebound by D. Howard,12,3
48,1,5:11.0,Loose ball foul by T. Duncan (drawn by D. Howard),,12,3
49,1,5:11.0,D. West enters the game for T. Duncan,,12,3
50,1,5:11.0,,D. Motiejūnas enters the game for J. Smith,12,3
51,1,4:57.0,,J. Harden makes 2-pt layup from 2 ft,12,5
52,1,4:50.0,Turnover by D. Green (bad pass; steal by T. Ariza),,12,5
53,1,4:42.0,,D. Motiejūnas makes 2-pt layup from 1 ft (assist by T. Ariza),12,7
54,1,4:42.0,San Antonio full timeout,,12,7
55,1,4:42.0,K. Anderson enters the game for D. Green,,12,7
56,1,4:33.0,Personal foul by D. Howard (drawn by L. Aldridge),,12,7
57,1,4:33.0,,T. Jones enters the game for D. Howard,12,7
58,1,4:21.0,K. Leonard makes 2-pt jump shot from 12 ft,,14,7
59,1,4:03.0,,T. Jones makes 2-pt dunk at rim (assist by T. Ariza),14,9
60,1,3:55.0,Offensive foul by T. Parker (drawn by P. Beverley),,14,9
61,1,3:55.0,Turnover by T. Parker (offensive foul),,14,9
62,1,3:55.0,,C. Brewer enters the game for T. Ariza,14,9
63,1,3:43.0,,J. Harden misses 2-pt jump shot from 8 ft,14,9
64,1,3:42.0,Defensive rebound by K. Anderson,,14,9
65,1,3:28.0,K. Leonard makes 2-pt jump shot from 9 ft,,16,9
66,1,3:19.0,,Turnover by J. Harden (bad pass; steal by D. West),16,9
67,1,3:08.0,K. Anderson makes 2-pt jump shot from 17 ft (assist by T. Parker),,18,9
68,1,2:54.0,,P. Beverley misses 3-pt jump shot from 25 ft,18,9
69,1,2:54.0,Defensive rebound by Team,,18,9
70,1,2:54.0,,J. Terry enters the game for P. Beverley,18,9
71,1,2:33.0,K. Leonard makes 2-pt jump shot from 9 ft,,20,9
72,1,2:33.0,Shooting foul by J. Harden (drawn by K. Leonard),,20,9
73,1,2:33.0,P. Mills enters the game for T. Parker,,20,9
74,1,2:33.0,B. Diaw enters the game for L. Aldridge,,20,9
75,1,2:33.0,Violation by Team (delay of game),,20,9
76,1,2:33.0,K. Leonard makes free throw 1 of 1,,21,9
77,1,2:15.0,,Turnover by J. Terry (bad pass),21,9
78,1,2:00.0,K. Anderson makes 2-pt layup from 1 ft (assist by P. Mills),,23,9
79,1,2:00.0,,Houston full timeout,23,9
80,1,2:00.0,,T. Ariza enters the game for J. Harden,23,9
81,1,2:00.0,,T. Lawson enters the game for T. Jones,23,9
82,1,2:00.0,D. Green enters the game for K. Leonard,,23,9
83,1,1:39.0,,T. Lawson makes 2-pt layup from 1 ft (assist by D. Motiejūnas),23,11
84,1,1:21.0,K. Anderson makes 3-pt jump shot from 23 ft (assist by D. West),,26,11
85,1,1:04.0,,Turnover by D. Motiejūnas (lost ball),26,11
86,1,0:44.0,Turnover by K. Anderson (bad pass; steal by T. Lawson),,26,11
87,1,0:42.0,,Personal foul by P. Mills (drawn by J. Terry),26,11
88,1,0:22.0,,T. Lawson misses 2-pt jump shot from 21 ft,26,11
89,1,0:21.0,Defensive rebound by P. Mills,,26,11
90,1,0:00.0,D. Green misses 3-pt jump shot from 25 ft,,26,11
91,1,0:00.0,Offensive rebound by Team,,26,11
92,2,11:36.0,D. Green misses 3-pt jump shot from 22 ft,,26,11
93,2,11:36.0,,Defensive rebound by D. Howard,26,11
94,2,11:20.0,,C. Brewer makes 2-pt layup from 1 ft,26,13
95,2,11:10.0,B. Diaw makes 2-pt jump shot from 4 ft (assist by D. West),,28,13
96,2,10:57.0,,T. Lawson misses 2-pt jump shot from 9 ft,28,13
97,2,10:57.0,Defensive rebound by Team,,28,13
98,2,10:57.0,,Loose ball foul by D. Howard (drawn by D. West),28,13
99,2,10:45.0,D. West makes 2-pt jump shot from 18 ft (assist by K. Anderson),,30,13
100,2,10:29.0,,Turnover by J. Terry (step out of bounds),30,13
101,2,10:29.0,,J. Smith enters the game for C. Brewer,30,13
102,2,10:06.0,D. West makes 2-pt jump shot from 13 ft (assist by K. Anderson),,32,13
103,2,9:50.0,,T. Ariza misses 2-pt jump shot from 15 ft,32,13
104,2,9:49.0,Defensive rebound by D. Green,,32,13
105,2,9:32.0,D. Green makes 2-pt layup from 2 ft (assist by B. Diaw),,34,13
106,2,9:07.0,,J. Terry makes 2-pt jump shot from 18 ft,34,15
107,2,8:54.0,D. West misses 2-pt jump shot from 16 ft,,34,15
108,2,8:53.0,,Defensive rebound by D. Howard,34,15
109,2,8:49.0,,Offensive foul by T. Lawson (drawn by K. Anderson),34,15
110,2,8:49.0,,Turnover by T. Lawson (offensive foul),34,15
111,2,8:49.0,Official timeout,,34,15
112,2,8:49.0,T. Duncan enters the game for D. West,,34,15
113,2,8:49.0,K. Leonard enters the game for K. Anderson,,34,15
114,2,8:49.0,,J. Harden enters the game for J. Terry,34,15
115,2,8:49.0,,P. Beverley enters the game for T. Lawson,34,15
116,2,8:36.0,Personal foul by P. Beverley (drawn by P. Mills),,34,15
117,2,8:25.0,P. Mills misses 3-pt jump shot from 23 ft,,34,15
118,2,8:24.0,,Defensive rebound by J. Smith,34,15
119,2,8:19.0,,J. Harden misses 2-pt layup from 3 ft (block by D. Green),34,15
120,2,8:19.0,Defensive rebound by D. Green,,34,15
121,2,8:04.0,Turnover by K. Leonard (lost ball; steal by T. Ariza),,34,15
122,2,8:00.0,Offensive charge foul by J. Harden (drawn by D. Green),,34,15
123,2,8:00.0,,Turnover by J. Harden (offensive foul),34,15
124,2,7:37.0,D. Green misses 2-pt jump shot from 21 ft,,34,15
125,2,7:36.0,,Defensive rebound by J. Smith,34,15
126,2,7:26.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Smith),34,18
127,2,7:26.0,San Antonio full timeout,,34,18
128,2,7:26.0,T. Parker enters the game for P. Mills,,34,18
129,2,7:26.0,L. Aldridge enters the game for B. Diaw,,34,18
130,2,7:14.0,Turnover by T. Duncan (bad pass),,34,18
131,2,7:05.0,,J. Harden misses 2-pt jump shot from 7 ft (block by K. Leonard),34,18
132,2,7:05.0,,Offensive rebound by Team,34,18
133,2,7:05.0,K. Anderson enters the game for D. Green,,34,18
134,2,6:50.0,,J. Smith misses 2-pt jump shot from 8 ft,34,18
135,2,6:47.0,Defensive rebound by K. Leonard,,34,18
136,2,6:46.0,San Antonio full timeout,,34,18
137,2,6:36.0,T. Parker makes 2-pt layup from 1 ft (assist by T. Duncan),,36,18
138,2,6:23.0,,J. Smith misses 3-pt jump shot from 24 ft,36,18
139,2,6:22.0,Defensive rebound by L. Aldridge,,36,18
140,2,6:10.0,L. Aldridge misses 2-pt jump shot from 18 ft,,36,18
141,2,6:10.0,,Defensive rebound by P. Beverley,36,18
142,2,6:05.0,,Shooting foul by K. Leonard (drawn by J. Harden),36,18
143,2,6:05.0,,J. Harden makes free throw 1 of 2,36,19
144,2,6:05.0,,J. Harden makes free throw 2 of 2,36,20
145,2,5:53.0,L. Aldridge misses 2-pt jump shot from 19 ft,,36,20
146,2,5:52.0,,Defensive rebound by J. Harden,36,20
147,2,5:46.0,,J. Harden makes 3-pt jump shot from 24 ft,36,23
148,2,5:29.0,Shooting foul by P. Beverley (drawn by K. Anderson),,36,23
149,2,5:29.0,K. Anderson makes free throw 1 of 2,,37,23
150,2,5:29.0,K. Anderson makes free throw 2 of 2,,38,23
151,2,5:16.0,,J. Smith makes 2-pt jump shot from 5 ft,38,25
152,2,4:52.0,K. Anderson misses 3-pt jump shot from 23 ft,,38,25
153,2,4:49.0,,Defensive rebound by P. Beverley,38,25
154,2,4:35.0,,D. Howard misses 2-pt jump shot from 3 ft (block by L. Aldridge),38,25
155,2,4:34.0,,Offensive rebound by J. Smith,38,25
156,2,4:31.0,,D. Howard makes 2-pt dunk at rim (assist by J. Smith),38,27
157,2,4:02.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by K. Anderson),,41,27
158,2,3:54.0,,J. Harden makes 2-pt layup from 2 ft,41,29
159,2,3:27.0,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Duncan),,43,29
160,2,3:13.0,,J. Harden makes 2-pt jump shot from 5 ft,43,31
161,2,2:48.0,T. Parker makes 3-pt jump shot from 26 ft (assist by T. Duncan),,46,31
162,2,2:40.0,,Houston full timeout,46,31
163,2,2:40.0,,J. Terry enters the game for P. Beverley,46,31
164,2,2:40.0,D. West enters the game for T. Duncan,,46,31
165,2,2:21.0,,D. Howard misses 2-pt hook shot from 8 ft,46,31
166,2,2:20.0,Defensive rebound by K. Leonard,,46,31
167,2,2:07.0,T. Parker misses 2-pt jump shot from 20 ft,,46,31
168,2,2:06.0,,Defensive rebound by D. Howard,46,31
169,2,1:52.0,,J. Smith misses 2-pt hook shot from 5 ft,46,31
170,2,1:51.0,Defensive rebound by K. Leonard,,46,31
171,2,1:45.0,Turnover by L. Aldridge (traveling),,46,31
172,2,1:45.0,P. Mills enters the game for T. Parker,,46,31
173,2,1:45.0,,D. Motiejūnas enters the game for J. Smith,46,31
174,2,1:31.0,,J. Harden misses 2-pt layup from 2 ft,46,31
175,2,1:30.0,,Offensive rebound by J. Harden,46,31
176,2,1:19.0,Violation by K. Anderson (kicked ball),,46,31
177,2,1:19.0,D. Green enters the game for K. Anderson,,46,31
178,2,1:11.0,,D. Motiejūnas misses 3-pt jump shot from 24 ft,46,31
179,2,1:10.0,Defensive rebound by D. Green,,46,31
180,2,0:56.0,L. Aldridge misses 2-pt jump shot from 9 ft,,46,31
181,2,0:56.0,Offensive rebound by L. Aldridge,,46,31
182,2,0:55.0,Shooting foul by D. Motiejūnas (drawn by L. Aldridge),,46,31
183,2,0:55.0,L. Aldridge makes free throw 1 of 2,,47,31
184,2,0:55.0,L. Aldridge makes free throw 2 of 2,,48,31
185,2,0:44.0,,J. Terry misses 3-pt jump shot from 25 ft,48,31
186,2,0:44.0,Defensive rebound by K. Leonard,,48,31
187,2,0:39.0,K. Leonard makes 3-pt jump shot from 24 ft,,51,31
188,2,0:29.0,,D. Motiejūnas misses 2-pt hook shot from 2 ft,51,31
189,2,0:27.0,,Offensive rebound by D. Motiejūnas,51,31
190,2,0:20.0,,J. Harden misses 3-pt jump shot from 26 ft,51,31
191,2,0:19.0,,Offensive rebound by D. Howard,51,31
192,2,0:16.0,,J. Terry misses 3-pt jump shot from 23 ft,51,31
193,2,0:16.0,Defensive rebound by Team,,51,31
194,2,0:16.0,,Loose ball foul by D. Motiejūnas (drawn by D. Green),51,31
195,2,0:16.0,D. Green misses free throw 1 of 2,,51,31
196,2,0:16.0,Offensive rebound by Team,,51,31
197,2,0:16.0,D. Green misses free throw 2 of 2,,51,31
198,2,0:16.0,,Defensive rebound by D. Howard,51,31
199,2,0:06.0,,Personal foul by D. Green (drawn by J. Harden),51,31
200,2,0:00.0,,D. Motiejūnas misses 3-pt jump shot from 26 ft,51,31
201,2,0:00.0,,Offensive rebound by Team,51,31
202,3,11:47.0,Turnover by T. Duncan (bad pass; steal by D. Howard),,51,31
203,3,11:40.0,,T. Ariza misses 3-pt jump shot from 25 ft,51,31
204,3,11:39.0,Defensive rebound by L. Aldridge,,51,31
205,3,11:23.0,T. Parker misses 2-pt jump shot from 9 ft,,51,31
206,3,11:22.0,,Defensive rebound by D. Howard,51,31
207,3,11:13.0,,J. Smith misses 2-pt hook shot from 5 ft,51,31
208,3,11:11.0,,Offensive rebound by J. Smith,51,31
209,3,11:08.0,,J. Smith misses 2-pt layup from 2 ft,51,31
210,3,11:08.0,Defensive rebound by T. Duncan,,51,31
211,3,11:03.0,D. Green makes 3-pt jump shot from 25 ft,,54,31
212,3,10:44.0,,D. Howard misses 2-pt hook shot from 5 ft,54,31
213,3,10:43.0,Defensive rebound by L. Aldridge,,54,31
214,3,10:33.0,T. Duncan misses 2-pt jump shot from 17 ft,,54,31
215,3,10:32.0,,Defensive rebound by P. Beverley,54,31
216,3,10:26.0,,Personal foul by T. Duncan (drawn by D. Howard),54,31
217,3,10:16.0,,D. Howard misses 2-pt hook shot from 5 ft,54,31
218,3,10:15.0,Defensive rebound by L. Aldridge,,54,31
219,3,10:05.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,57,31
220,3,9:50.0,,Turnover by J. Smith (traveling),57,31
221,3,9:39.0,Personal foul by J. Smith (drawn by L. Aldridge),,57,31
222,3,9:24.0,T. Parker makes 2-pt layup from 1 ft,,59,31
223,3,9:15.0,,J. Harden makes 2-pt layup from 2 ft,59,33
224,3,9:01.0,T. Duncan misses 2-pt jump shot from 6 ft,,59,33
225,3,9:00.0,,Defensive rebound by J. Smith,59,33
226,3,8:53.0,,J. Harden misses 2-pt jump shot from 21 ft,59,33
227,3,8:52.0,Defensive rebound by T. Duncan,,59,33
228,3,8:32.0,L. Aldridge misses 2-pt jump shot from 18 ft,,59,33
229,3,8:31.0,,Defensive rebound by D. Howard,59,33
230,3,8:25.0,,J. Harden misses 3-pt jump shot from 26 ft,59,33
231,3,8:24.0,Defensive rebound by L. Aldridge,,59,33
232,3,8:06.0,T. Parker makes 3-pt jump shot from 24 ft (assist by K. Leonard),,62,33
233,3,8:06.0,,Houston full timeout,62,33
234,3,8:06.0,,C. Brewer enters the game for J. Smith,62,33
235,3,8:06.0,,J. Terry enters the game for P. Beverley,62,33
236,3,7:52.0,,D. Howard makes 2-pt hook shot from 4 ft (assist by T. Ariza),62,35
237,3,7:27.0,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),,65,35
238,3,7:04.0,,C. Brewer misses 3-pt jump shot from 23 ft,65,35
239,3,7:03.0,Defensive rebound by T. Parker,,65,35
240,3,6:52.0,L. Aldridge misses 2-pt jump shot from 17 ft,,65,35
241,3,6:52.0,,Defensive rebound by D. Howard,65,35
242,3,6:46.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),65,38
243,3,6:27.0,T. Duncan makes 2-pt layup from 2 ft (assist by T. Parker),,67,38
244,3,6:01.0,,J. Harden makes 2-pt jump shot from 11 ft,67,40
245,3,5:36.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by T. Parker),,69,40
246,3,5:26.0,,Personal foul by D. Green (drawn by J. Harden),69,40
247,3,5:26.0,P. Mills enters the game for T. Parker,,69,40
248,3,5:18.0,,C. Brewer misses 2-pt jump shot from 3 ft,69,40
249,3,5:18.0,,Offensive rebound by Team,69,40
250,3,5:18.0,Loose ball foul by D. Green (drawn by D. Howard),,69,40
251,3,5:18.0,K. Anderson enters the game for T. Duncan,,69,40
252,3,5:11.0,,D. Howard misses 2-pt hook shot from 10 ft,69,40
253,3,5:10.0,Defensive rebound by K. Anderson,,69,40
254,3,5:01.0,P. Mills misses 3-pt jump shot from 24 ft,,69,40
255,3,5:00.0,Offensive rebound by L. Aldridge,,69,40
256,3,5:00.0,Shooting foul by D. Howard (drawn by L. Aldridge),,69,40
257,3,5:00.0,L. Aldridge makes free throw 1 of 2,,70,40
258,3,5:00.0,L. Aldridge makes free throw 2 of 2,,71,40
259,3,4:48.0,,Personal foul by D. Green (drawn by D. Howard),71,40
260,3,4:46.0,J. Simmons enters the game for D. Green,,71,40
261,3,4:34.0,,C. Brewer makes 2-pt layup from 1 ft (assist by J. Harden),71,42
262,3,4:14.0,K. Anderson misses 2-pt jump shot from 10 ft (block by T. Ariza),,71,42
263,3,4:13.0,Offensive rebound by K. Anderson,,71,42
264,3,4:13.0,Turnover by K. Anderson (step out of bounds),,71,42
265,3,3:57.0,,J. Terry makes 2-pt layup from 3 ft,71,44
266,3,3:36.0,Turnover by K. Leonard (back court),,71,44
267,3,3:36.0,D. West enters the game for L. Aldridge,,71,44
268,3,3:27.0,,D. Howard makes 2-pt hook shot from 4 ft (assist by J. Terry),71,46
269,3,3:10.0,K. Leonard misses 2-pt jump shot from 20 ft,,71,46
270,3,3:10.0,,Defensive rebound by T. Ariza,71,46
271,3,3:03.0,,J. Terry makes 2-pt layup from 2 ft,71,48
272,3,3:02.0,San Antonio full timeout,,71,48
273,3,3:02.0,,P. Beverley enters the game for T. Ariza,71,48
274,3,3:02.0,B. Diaw enters the game for J. Simmons,,71,48
275,3,2:43.0,D. West makes 2-pt jump shot from 17 ft (assist by B. Diaw),,73,48
276,3,2:21.0,,P. Beverley misses 2-pt jump shot from 11 ft,73,48
277,3,2:20.0,Defensive rebound by B. Diaw,,73,48
278,3,2:01.0,K. Anderson misses 2-pt jump shot from 19 ft,,73,48
279,3,2:00.0,,Defensive rebound by D. Howard,73,48
280,3,1:57.0,,Personal foul by P. Mills (drawn by C. Brewer),73,48
281,3,1:57.0,,C. Brewer makes free throw 1 of 2,73,49
282,3,1:57.0,T. Parker enters the game for K. Anderson,,73,49
283,3,1:57.0,,D. Motiejūnas enters the game for D. Howard,73,49
284,3,1:57.0,,C. Brewer makes free throw 2 of 2,73,50
285,3,1:35.0,Turnover by B. Diaw (bad pass),,73,50
286,3,1:30.0,,P. Beverley makes 2-pt layup from 1 ft (assist by C. Brewer),73,52
287,3,1:18.0,Personal foul by D. Motiejūnas (drawn by D. West),,73,52
288,3,1:10.0,Shooting foul by C. Brewer (drawn by B. Diaw),,73,52
289,3,1:10.0,B. Diaw misses free throw 1 of 2,,73,52
290,3,1:10.0,Offensive rebound by Team,,73,52
291,3,1:10.0,B. Diaw makes free throw 2 of 2,,74,52
292,3,1:00.0,,Turnover by D. Motiejūnas (bad pass; steal by D. West),74,52
293,3,0:53.0,K. Leonard misses 2-pt layup from 3 ft,,74,52
294,3,0:52.0,,Defensive rebound by P. Beverley,74,52
295,3,0:52.0,,Personal foul by D. West (drawn by P. Beverley),74,52
296,3,0:52.0,,P. Beverley makes free throw 1 of 2,74,53
297,3,0:52.0,,P. Beverley makes free throw 2 of 2,74,54
298,3,0:37.0,K. Leonard misses 3-pt jump shot from 25 ft,,74,54
299,3,0:37.0,,Defensive rebound by J. Harden,74,54
300,3,0:29.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by P. Beverley),74,57
301,3,0:10.0,T. Parker makes 2-pt layup from 2 ft,,76,57
302,3,0:04.0,,Turnover by J. Harden (step out of bounds),76,57
303,3,0:00.0,P. Mills misses 2-pt jump shot from 20 ft,,76,57
304,3,0:00.0,Offensive rebound by Team,,76,57
305,4,11:56.0,,Shooting block foul by K. Leonard (drawn by J. Harden),76,57
306,4,11:56.0,,J. Harden makes free throw 1 of 2,76,58
307,4,11:56.0,,J. Harden makes free throw 2 of 2,76,59
308,4,11:33.0,D. Green misses 3-pt jump shot from 23 ft,,76,59
309,4,11:32.0,Offensive rebound by D. West,,76,59
310,4,11:22.0,Personal block foul by D. Howard (drawn by T. Parker),,76,59
311,4,11:09.0,T. Parker misses 2-pt jump shot from 14 ft,,76,59
312,4,11:08.0,,Defensive rebound by D. Howard,76,59
313,4,11:04.0,Violation by D. Green (def goaltending),,76,59
314,4,11:04.0,,P. Beverley makes 2-pt layup from 4 ft,76,61
315,4,10:52.0,Personal foul by P. Beverley (drawn by T. Parker),,76,61
316,4,10:52.0,K. Anderson enters the game for T. Parker,,76,61
317,4,10:52.0,T. Duncan enters the game for D. West,,76,61
318,4,10:51.0,Turnover by P. Mills (back court),,76,61
319,4,10:42.0,,J. Harden misses 2-pt jump shot from 11 ft,76,61
320,4,10:41.0,Defensive rebound by D. Green,,76,61
321,4,10:30.0,Personal foul by C. Brewer (drawn by K. Leonard),,76,61
322,4,10:20.0,K. Leonard misses 2-pt jump shot from 11 ft,,76,61
323,4,10:19.0,,Defensive rebound by P. Beverley,76,61
324,4,10:13.0,,P. Beverley makes 2-pt layup from 1 ft,76,63
325,4,9:50.0,P. Mills makes 2-pt jump shot from 18 ft (assist by T. Duncan),,78,63
326,4,9:38.0,,Turnover by J. Harden (bad pass; steal by K. Leonard),78,63
327,4,9:34.0,Shooting foul by P. Beverley (drawn by K. Anderson),,78,63
328,4,9:34.0,K. Anderson makes 2-pt jump shot from 11 ft (assist by P. Mills),,80,63
329,4,9:34.0,L. Aldridge enters the game for T. Duncan,,80,63
330,4,9:34.0,,T. Ariza enters the game for J. Terry,80,63
331,4,9:34.0,K. Anderson misses free throw 1 of 1,,80,63
332,4,9:34.0,,Defensive rebound by J. Harden,80,63
333,4,9:21.0,,J. Harden misses 3-pt jump shot from 24 ft,80,63
334,4,9:21.0,,Offensive rebound by Team,80,63
335,4,9:21.0,Loose ball foul by D. Green (drawn by D. Howard),,80,63
336,4,9:21.0,,Offensive foul by P. Beverley (drawn by P. Mills),80,63
337,4,9:21.0,,Turnover by P. Beverley (offensive foul),80,63
338,4,9:21.0,,J. Terry enters the game for P. Beverley,80,63
339,4,9:06.0,Shooting block foul by D. Howard (drawn by K. Leonard),,80,63
340,4,9:06.0,K. Leonard makes free throw 1 of 2,,81,63
341,4,9:06.0,,J. Smith enters the game for D. Howard,81,63
342,4,9:06.0,K. Leonard makes free throw 2 of 2,,82,63
343,4,8:54.0,,J. Harden misses 3-pt jump shot from 22 ft,82,63
344,4,8:53.0,Defensive rebound by D. Green,,82,63
345,4,8:36.0,L. Aldridge misses 2-pt jump shot from 15 ft,,82,63
346,4,8:35.0,,Defensive rebound by C. Brewer,82,63
347,4,8:31.0,,Shooting block foul by K. Anderson (drawn by C. Brewer),82,63
348,4,8:31.0,Official timeout,,82,63
349,4,8:31.0,T. Parker enters the game for K. Leonard,,82,63
350,4,8:31.0,R. Butler enters the game for D. Green,,82,63
351,4,8:31.0,,C. Brewer makes free throw 1 of 2,82,64
352,4,8:31.0,,C. Brewer makes free throw 2 of 2,82,65
353,4,8:20.0,Personal foul by J. Smith (drawn by L. Aldridge),,82,65
354,4,8:20.0,L. Aldridge makes free throw 1 of 2,,83,65
355,4,8:20.0,L. Aldridge makes free throw 2 of 2,,84,65
356,4,8:08.0,Violation by P. Mills (kicked ball),,84,65
357,4,7:52.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by T. Ariza),84,68
358,4,7:35.0,L. Aldridge makes 2-pt layup from 2 ft,,86,68
359,4,7:18.0,,Turnover by J. Terry (lost ball; steal by K. Anderson),86,68
360,4,7:12.0,Turnover by R. Butler (bad pass; steal by J. Harden),,86,68
361,4,6:57.0,,C. Brewer makes 2-pt layup from 2 ft (assist by J. Smith),86,70
362,4,6:31.0,L. Aldridge misses 2-pt jump shot from 10 ft,,86,70
363,4,6:30.0,,Defensive rebound by C. Brewer,86,70
364,4,6:25.0,,Shooting foul by T. Parker (drawn by C. Brewer),86,70
365,4,6:25.0,,C. Brewer makes free throw 1 of 2,86,71
366,4,6:25.0,,C. Brewer misses free throw 2 of 2,86,71
367,4,6:24.0,,Offensive rebound by C. Brewer,86,71
368,4,6:18.0,,J. Harden makes 2-pt layup from 2 ft (assist by J. Terry),86,73
369,4,6:18.0,San Antonio full timeout,,86,73
370,4,6:18.0,D. Green enters the game for K. Anderson,,86,73
371,4,6:18.0,K. Leonard enters the game for P. Mills,,86,73
372,4,5:59.0,T. Parker misses 2-pt jump shot from 16 ft,,86,73
373,4,5:58.0,Offensive rebound by L. Aldridge,,86,73
374,4,5:57.0,L. Aldridge makes 2-pt layup from 1 ft,,88,73
375,4,5:42.0,,J. Terry misses 3-pt jump shot from 22 ft,88,73
376,4,5:41.0,Defensive rebound by K. Leonard,,88,73
377,4,5:34.0,R. Butler misses 2-pt layup from 3 ft (block by T. Ariza),,88,73
378,4,5:33.0,,Defensive rebound by J. Terry,88,73
379,4,5:30.0,,J. Harden makes 2-pt layup from 2 ft (assist by J. Terry),88,75
380,4,5:21.0,Personal block foul by T. Ariza (drawn by K. Leonard),,88,75
381,4,5:21.0,K. Leonard makes free throw 1 of 2,,89,75
382,4,5:21.0,T. Duncan enters the game for R. Butler,,89,75
383,4,5:21.0,,D. Howard enters the game for C. Brewer,89,75
384,4,5:21.0,K. Leonard makes free throw 2 of 2,,90,75
385,4,4:59.0,,J. Smith misses 2-pt layup from 2 ft,90,75
386,4,4:58.0,,Offensive rebound by D. Howard,90,75
387,4,4:58.0,,D. Howard makes 2-pt dunk at rim,90,77
388,4,4:40.0,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Duncan),,92,77
389,4,4:31.0,,J. Harden makes 3-pt jump shot from 24 ft,92,80
390,4,4:09.0,Shooting foul by T. Ariza (drawn by K. Leonard),,92,80
391,4,4:09.0,K. Leonard makes free throw 1 of 2,,93,80
