,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
0,1,11:40.0,N. Noel misses 2-pt jump shot from 4 ft,,0,0
1,1,11:34.0,,Defensive rebound by J. Calderón,0,0
2,1,11:31.0,,A. Afflalo makes 2-pt layup at rim,0,2
3,1,11:18.0,N. Noel makes 2-pt jump shot from 13 ft,,2,2
4,1,11:00.0,,R. Lopez makes 2-pt hook shot from 5 ft,2,4
5,1,10:43.0,N. Noel misses 2-pt hook shot from 1 ft,,2,4
6,1,10:43.0,,Defensive rebound by K. Porziņģis,2,4
7,1,10:34.0,,Offensive foul by C. Anthony (drawn by I. Canaan),2,4
8,1,10:34.0,,Turnover by C. Anthony (offensive foul),2,4
9,1,10:06.0,J. Sampson misses 2-pt jump shot from 23 ft,,2,4
10,1,10:05.0,,Defensive rebound by K. Porziņģis,2,4
11,1,9:56.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by R. Lopez),2,7
12,1,9:45.0,J. Grant misses 3-pt jump shot from 24 ft,,2,7
13,1,9:45.0,,Defensive rebound by A. Afflalo,2,7
14,1,9:36.0,,K. Porziņģis misses 2-pt layup at rim (block by J. Grant),2,7
15,1,9:35.0,,Offensive rebound by A. Afflalo,2,7
16,1,9:32.0,,A. Afflalo misses 3-pt jump shot from 23 ft,2,7
17,1,9:32.0,Defensive rebound by J. Sampson,,2,7
18,1,9:19.0,R. Covington makes 2-pt jump shot from 8 ft,,4,7
19,1,9:17.0,,Turnover by C. Anthony (bad pass),4,7
20,1,9:00.0,J. Sampson makes 2-pt dunk at rim,,6,7
21,1,8:44.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by J. Calderón),6,10
22,1,8:31.0,J. Grant misses 2-pt layup from 2 ft (block by K. Porziņģis),,6,10
23,1,8:30.0,,Defensive rebound by Team,6,10
24,1,8:23.0,,C. Anthony misses 2-pt jump shot from 9 ft,6,10
25,1,8:22.0,Defensive rebound by J. Sampson,,6,10
26,1,8:15.0,R. Covington misses 3-pt jump shot from 25 ft,,6,10
27,1,8:15.0,,Defensive rebound by C. Anthony,6,10
28,1,8:03.0,,K. Porziņģis makes 2-pt jump shot from 22 ft (assist by R. Lopez),6,12
29,1,7:46.0,J. Sampson misses 3-pt jump shot from 22 ft,,6,12
30,1,7:46.0,,Defensive rebound by A. Afflalo,6,12
31,1,7:36.0,,R. Lopez misses 2-pt hook shot from 1 ft,6,12
32,1,7:34.0,Defensive rebound by J. Sampson,,6,12
33,1,7:27.0,Shooting foul by A. Afflalo (drawn by J. Grant),,6,12
34,1,7:27.0,J. Grant makes free throw 1 of 2,,7,12
35,1,7:27.0,H. Thompson enters the game for J. Sampson,,7,12
36,1,7:27.0,J. Grant misses free throw 2 of 2,,7,12
37,1,7:26.0,,Defensive rebound by A. Afflalo,7,12
38,1,7:06.0,,C. Anthony misses 2-pt jump shot from 7 ft,7,12
39,1,7:05.0,Defensive rebound by H. Thompson,,7,12
40,1,7:00.0,I. Canaan misses 2-pt layup from 2 ft (block by K. Porziņģis),,7,12
41,1,6:59.0,,Defensive rebound by Team,7,12
42,1,6:59.0,T. McConnell enters the game for J. Grant,,7,12
43,1,6:41.0,,A. Afflalo makes 2-pt jump shot from 16 ft (assist by C. Anthony),7,14
44,1,6:33.0,Turnover by N. Noel (bad pass; steal by J. Calderón),,7,14
45,1,6:28.0,,J. Calderón makes 2-pt layup at rim,7,16
46,1,6:28.0,Philadelphia full timeout,,7,16
47,1,6:12.0,R. Covington makes 3-pt jump shot from 24 ft (assist by I. Canaan),,10,16
48,1,5:59.0,,Offensive foul by A. Afflalo (drawn by I. Canaan),10,16
49,1,5:59.0,,Turnover by A. Afflalo (offensive foul),10,16
50,1,5:47.0,R. Covington makes 3-pt jump shot from 26 ft,,13,16
51,1,5:21.0,,C. Anthony misses 2-pt jump shot from 7 ft,13,16
52,1,5:19.0,Defensive rebound by I. Canaan,,13,16
53,1,5:12.0,R. Covington misses 3-pt jump shot from 25 ft,,13,16
54,1,5:11.0,,Defensive rebound by A. Afflalo,13,16
55,1,4:57.0,,R. Lopez makes 2-pt layup from 1 ft (assist by K. Porziņģis),13,18
56,1,4:48.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),,16,18
57,1,4:31.0,,C. Anthony makes 2-pt layup from 1 ft,16,20
58,1,4:23.0,H. Thompson misses 3-pt jump shot from 25 ft,,16,20
59,1,4:22.0,,Defensive rebound by K. Porziņģis,16,20
60,1,4:15.0,,C. Anthony misses 3-pt jump shot from 25 ft,16,20
61,1,4:14.0,Defensive rebound by Team,,16,20
62,1,4:14.0,,L. Thomas enters the game for K. Porziņģis,16,20
63,1,4:14.0,,K. Séraphin enters the game for R. Lopez,16,20
64,1,4:14.0,,L. Galloway enters the game for A. Afflalo,16,20
65,1,4:14.0,R. Holmes enters the game for N. Noel,,16,20
66,1,4:14.0,N. Stauskas enters the game for I. Canaan,,16,20
67,1,3:57.0,T. McConnell misses 3-pt jump shot from 24 ft,,16,20
68,1,3:56.0,,Defensive rebound by L. Galloway,16,20
69,1,3:43.0,,K. Séraphin makes 2-pt jump shot from 6 ft,16,22
70,1,3:33.0,Turnover by R. Covington (traveling),,16,22
71,1,3:33.0,,J. Grant enters the game for J. Calderón,16,22
72,1,3:33.0,J. Grant enters the game for R. Covington,,16,22
73,1,3:20.0,,K. Séraphin makes 2-pt layup from 1 ft,16,24
74,1,2:56.0,T. McConnell misses 2-pt jump shot from 3 ft,,16,24
75,1,2:55.0,,Defensive rebound by K. Séraphin,16,24
76,1,2:50.0,,L. Galloway misses 3-pt jump shot from 23 ft,16,24
77,1,2:49.0,,Offensive rebound by Team,16,24
78,1,2:49.0,Loose ball foul by H. Thompson (drawn by L. Thomas),,16,24
79,1,2:49.0,,New York full timeout,16,24
80,1,2:49.0,,D. Williams enters the game for C. Anthony,16,24
81,1,2:37.0,,Shooting foul by N. Stauskas (drawn by D. Williams),16,24
82,1,2:37.0,,D. Williams misses free throw 1 of 2,16,24
83,1,2:37.0,,Offensive rebound by Team,16,24
84,1,2:37.0,,D. Williams makes free throw 2 of 2,16,25
85,1,2:19.0,J. Grant misses 3-pt jump shot from 24 ft,,16,25
86,1,2:18.0,,Defensive rebound by L. Thomas,16,25
87,1,2:09.0,,Turnover by K. Séraphin (bad pass; steal by T. McConnell),16,25
88,1,2:03.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by T. McConnell),,19,25
89,1,1:39.0,,K. Séraphin misses 2-pt jump shot from 13 ft (block by R. Holmes),19,25
90,1,1:38.0,,Offensive rebound by Team,19,25
91,1,1:38.0,,Turnover by Team (shot clock),19,25
92,1,1:16.0,T. McConnell makes 2-pt jump shot from 10 ft,,21,25
93,1,1:00.0,,J. Grant makes 2-pt jump shot from 15 ft (assist by K. Séraphin),21,27
94,1,0:50.0,H. Thompson misses 2-pt jump shot from 7 ft,,21,27
95,1,0:49.0,,Defensive rebound by K. Séraphin,21,27
96,1,0:39.0,,K. Séraphin misses 2-pt jump shot from 20 ft,21,27
97,1,0:38.0,Defensive rebound by J. Grant,,21,27
98,1,0:27.0,J. Grant misses 3-pt jump shot from 26 ft,,21,27
99,1,0:26.0,,Defensive rebound by Team,21,27
100,1,0:03.0,,J. Grant misses 2-pt jump shot from 3 ft (block by J. Grant),21,27
101,1,0:00.0,Defensive rebound by T. McConnell,,21,27
102,2,11:43.0,,L. Thomas misses 3-pt jump shot from 23 ft,21,27
103,2,11:43.0,Defensive rebound by P. Pressey,,21,27
104,2,11:34.0,R. Covington misses 3-pt jump shot from 24 ft,,21,27
105,2,11:34.0,,Defensive rebound by D. Williams,21,27
106,2,11:26.0,,Shooting foul by R. Holmes (drawn by L. Thomas),21,27
107,2,11:26.0,,L. Thomas makes free throw 1 of 2,21,28
108,2,11:26.0,N. Noel enters the game for R. Holmes,,21,28
109,2,11:26.0,,L. Thomas misses free throw 2 of 2,21,28
110,2,11:26.0,Defensive rebound by N. Noel,,21,28
111,2,11:12.0,Turnover by R. Covington (lost ball),,21,28
112,2,11:12.0,Loose ball foul by R. Covington (drawn by J. Grant),,21,28
113,2,10:52.0,,L. Thomas makes 2-pt jump shot from 3 ft,21,30
114,2,10:32.0,N. Stauskas misses 3-pt jump shot from 23 ft,,21,30
115,2,10:32.0,,Defensive rebound by Team,21,30
116,2,10:24.0,,Turnover by L. Thomas (lost ball; steal by N. Noel),21,30
117,2,10:11.0,J. Sampson makes 2-pt hook shot from 4 ft,,23,30
118,2,10:11.0,Shooting foul by D. Williams (drawn by J. Sampson),,23,30
119,2,10:11.0,I. Canaan enters the game for N. Stauskas,,23,30
120,2,10:11.0,J. Sampson makes free throw 1 of 1,,24,30
121,2,9:53.0,,D. Williams misses 3-pt jump shot from 24 ft,24,30
122,2,9:52.0,Defensive rebound by J. Sampson,,24,30
123,2,9:45.0,Turnover by P. Pressey (bad pass),,24,30
124,2,9:31.0,,J. Grant makes 2-pt jump shot from 20 ft (assist by K. Séraphin),24,32
125,2,9:20.0,P. Pressey makes 2-pt layup from 1 ft,,26,32
126,2,9:12.0,,Turnover by K. Séraphin (lost ball),26,32
127,2,9:12.0,Philadelphia full timeout,,26,32
128,2,9:12.0,,R. Lopez enters the game for K. Séraphin,26,32
129,2,8:58.0,P. Pressey misses 2-pt jump shot from 3 ft (block by L. Thomas),,26,32
130,2,8:58.0,,Defensive rebound by R. Lopez,26,32
131,2,8:52.0,,D. Williams misses 2-pt layup at rim,26,32
132,2,8:52.0,Defensive rebound by I. Canaan,,26,32
133,2,8:43.0,I. Canaan misses 3-pt jump shot from 24 ft,,26,32
134,2,8:41.0,,Defensive rebound by Team,26,32
135,2,8:25.0,,L. Thomas makes 2-pt jump shot from 6 ft,26,34
136,2,8:25.0,,Shooting foul by R. Covington (drawn by L. Thomas),26,34
137,2,8:25.0,J. Grant enters the game for R. Covington,,26,34
138,2,8:25.0,H. Thompson enters the game for J. Sampson,,26,34
139,2,8:25.0,,L. Thomas makes free throw 1 of 1,26,35
140,2,8:05.0,H. Thompson misses 2-pt jump shot from 10 ft,,26,35
141,2,8:05.0,Offensive rebound by N. Noel,,26,35
142,2,8:03.0,Shooting foul by L. Thomas (drawn by N. Noel),,26,35
143,2,8:03.0,N. Noel misses free throw 1 of 2,,26,35
144,2,8:03.0,Offensive rebound by Team,,26,35
145,2,8:03.0,,K. Porziņģis enters the game for D. Williams,26,35
146,2,8:03.0,,C. Anthony enters the game for L. Thomas,26,35
147,2,8:03.0,N. Noel misses free throw 2 of 2,,26,35
148,2,8:02.0,,Defensive rebound by C. Anthony,26,35
149,2,7:53.0,,Turnover by C. Anthony (bad pass; steal by N. Noel),26,35
150,2,7:48.0,I. Canaan makes 2-pt layup from 2 ft,,28,35
151,2,7:25.0,,L. Galloway misses 2-pt jump shot from 20 ft,28,35
152,2,7:24.0,Defensive rebound by P. Pressey,,28,35
153,2,7:13.0,H. Thompson misses 3-pt jump shot from 24 ft,,28,35
154,2,7:12.0,,Defensive rebound by K. Porziņģis,28,35
155,2,7:07.0,,Personal foul by P. Pressey (drawn by J. Grant),28,35
156,2,7:07.0,,New York full timeout,28,35
157,2,7:07.0,T. McConnell enters the game for P. Pressey,,28,35
158,2,7:07.0,,J. Calderón enters the game for L. Galloway,28,35
159,2,7:07.0,,A. Afflalo enters the game for J. Grant,28,35
160,2,7:07.0,,Turnover by Team (5 sec inbounds),28,35
161,2,6:54.0,T. McConnell makes 2-pt jump shot from 9 ft,,30,35
162,2,6:37.0,,R. Lopez makes 2-pt hook shot from 3 ft (assist by J. Calderón),30,37
163,2,6:25.0,N. Noel misses 2-pt jump shot from 18 ft,,30,37
164,2,6:25.0,,Defensive rebound by K. Porziņģis,30,37
165,2,6:14.0,,A. Afflalo makes 2-pt jump shot from 7 ft,30,39
166,2,5:56.0,J. Grant misses 2-pt jump shot from 10 ft,,30,39
167,2,5:56.0,,Defensive rebound by C. Anthony,30,39
168,2,5:36.0,,J. Calderón misses 2-pt jump shot from 19 ft,30,39
169,2,5:36.0,Defensive rebound by J. Grant,,30,39
170,2,5:29.0,Turnover by I. Canaan (traveling),,30,39
171,2,5:14.0,,C. Anthony misses 2-pt jump shot from 18 ft,30,39
172,2,5:14.0,Defensive rebound by N. Noel,,30,39
173,2,5:00.0,N. Noel misses 2-pt layup from 2 ft,,30,39
174,2,4:56.0,,Defensive rebound by R. Lopez,30,39
175,2,4:51.0,,A. Afflalo makes 2-pt jump shot from 16 ft,30,41
176,2,4:46.0,Turnover by N. Noel (bad pass; steal by J. Calderón),,30,41
177,2,4:38.0,,Personal foul by J. Grant (drawn by J. Calderón),30,41
178,2,4:38.0,,J. Calderón makes free throw 1 of 2,30,42
179,2,4:38.0,,J. Calderón makes free throw 2 of 2,30,43
180,2,4:35.0,Philadelphia full timeout,,30,43
181,2,4:29.0,H. Thompson makes 2-pt jump shot from 13 ft,,32,43
182,2,4:11.0,,Shooting foul by H. Thompson (drawn by C. Anthony),32,43
183,2,4:11.0,,C. Anthony makes free throw 1 of 2,32,44
184,2,4:11.0,N. Stauskas enters the game for I. Canaan,,32,44
185,2,4:11.0,,C. Anthony makes free throw 2 of 2,32,45
186,2,4:04.0,Personal foul by C. Anthony (drawn by H. Thompson),,32,45
187,2,3:58.0,,Violation by K. Porziņģis (kicked ball),32,45
