,QUARTER,TIME_REMAINING,NEW YORK_ACTION,HOUSTON_ACTION,NEW YORK_SCORE,HOUSTON_SCORE
0,1,11:42.0,,J. Harden misses 2-pt jump shot from 16 ft,0,0
1,1,11:41.0,Defensive rebound by K. Porziņģis,,0,0
2,1,11:26.0,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by J. Calderón),,2,0
3,1,11:12.0,,T. Jones misses 2-pt layup from 2 ft,2,0
4,1,11:11.0,Defensive rebound by K. Porziņģis,,2,0
5,1,10:48.0,A. Afflalo misses 2-pt jump shot from 20 ft,,2,0
6,1,10:48.0,Offensive rebound by Team,,2,0
7,1,10:48.0,Turnover by Team (shot clock),,2,0
8,1,10:38.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),2,2
9,1,10:17.0,Turnover by K. Porziņģis (bad pass; steal by J. Terry),,2,2
10,1,10:13.0,,T. Jones makes 2-pt dunk at rim (assist by J. Harden),2,4
11,1,9:50.0,R. Lopez makes 2-pt hook shot from 8 ft,,4,4
12,1,9:36.0,,T. Jones misses 2-pt layup from 1 ft (block by K. Porziņģis),4,4
13,1,9:36.0,,Offensive rebound by Team,4,4
14,1,9:26.0,,J. Terry misses 2-pt jump shot from 12 ft,4,4
15,1,9:25.0,Defensive rebound by C. Anthony,,4,4
16,1,9:12.0,R. Lopez misses 2-pt hook shot from 7 ft,,4,4
17,1,9:11.0,,Defensive rebound by J. Harden,4,4
18,1,8:54.0,,T. Ariza misses 2-pt layup from 1 ft (block by K. Porziņģis),4,4
19,1,8:53.0,Defensive rebound by K. Porziņģis,,4,4
20,1,8:43.0,A. Afflalo misses 2-pt jump shot from 16 ft,,4,4
21,1,8:42.0,Offensive rebound by R. Lopez,,4,4
22,1,8:42.0,R. Lopez makes 2-pt jump shot at rim,,6,4
23,1,8:18.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),6,6
24,1,8:01.0,K. Porziņģis misses 2-pt jump shot from 7 ft,,6,6
25,1,8:00.0,,Defensive rebound by C. Capela,6,6
26,1,7:37.0,,Turnover by C. Capela (bad pass; steal by J. Calderón),6,6
27,1,7:35.0,Shooting foul by J. Terry (drawn by J. Calderón),,6,6
28,1,7:35.0,J. Calderón makes free throw 1 of 2,,7,6
29,1,7:35.0,J. Calderón makes free throw 2 of 2,,8,6
30,1,7:23.0,,J. Terry makes 2-pt jump shot from 12 ft,8,8
31,1,7:07.0,Turnover by C. Anthony (lost ball; steal by J. Harden),,8,8
32,1,7:03.0,,J. Harden makes 2-pt dunk at rim,8,10
33,1,6:44.0,A. Afflalo misses 2-pt jump shot from 20 ft,,8,10
34,1,6:43.0,Offensive rebound by R. Lopez,,8,10
35,1,6:24.0,A. Afflalo misses 3-pt jump shot from 23 ft,,8,10
36,1,6:22.0,,Defensive rebound by C. Capela,8,10
37,1,6:14.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by T. Ariza),8,13
38,1,5:54.0,J. Calderón misses 3-pt jump shot from 26 ft,,8,13
39,1,5:53.0,,Defensive rebound by T. Ariza,8,13
40,1,5:47.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),8,15
41,1,5:43.0,New York full timeout,,8,15
42,1,5:43.0,,T. Lawson enters the game for C. Capela,8,15
43,1,5:43.0,,M. Harrell enters the game for J. Terry,8,15
44,1,5:29.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by K. Porziņģis),,10,15
45,1,5:06.0,,J. Harden makes 2-pt jump shot from 17 ft,10,17
46,1,4:43.0,Shooting foul by T. Jones (drawn by R. Lopez),,10,17
47,1,4:43.0,R. Lopez makes free throw 1 of 2,,11,17
48,1,4:43.0,R. Lopez makes free throw 2 of 2,,12,17
49,1,4:25.0,,T. Jones misses 2-pt layup from 2 ft,12,17
50,1,4:24.0,Defensive rebound by R. Lopez,,12,17
51,1,4:14.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by J. Calderón),,14,17
52,1,4:02.0,,J. Harden misses 2-pt jump shot from 13 ft,14,17
53,1,4:01.0,Defensive rebound by A. Afflalo,,14,17
54,1,3:52.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by R. Lopez),,17,17
55,1,3:38.0,,Personal foul by J. Calderón (drawn by T. Jones),17,17
56,1,3:38.0,L. Galloway enters the game for J. Calderón,,17,17
57,1,3:38.0,K. Séraphin enters the game for R. Lopez,,17,17
58,1,3:38.0,,C. Brewer enters the game for T. Ariza,17,17
59,1,3:38.0,L. Thomas enters the game for K. Porziņģis,,17,17
60,1,3:31.0,,J. Harden misses 2-pt layup from 2 ft,17,17
61,1,3:31.0,Defensive rebound by Team,,17,17
62,1,3:17.0,Personal foul by C. Brewer (drawn by C. Anthony),,17,17
63,1,3:08.0,C. Anthony misses 2-pt jump shot from 17 ft,,17,17
64,1,3:06.0,Offensive rebound by Team,,17,17
65,1,3:06.0,J. Grant enters the game for A. Afflalo,,17,17
66,1,3:06.0,,Houston full timeout,17,17
67,1,3:06.0,,C. Capela enters the game for T. Jones,17,17
68,1,3:06.0,,M. Thornton enters the game for J. Harden,17,17
69,1,2:49.0,K. Séraphin misses 2-pt hook shot from 6 ft,,17,17
70,1,2:48.0,,Defensive rebound by M. Thornton,17,17
71,1,2:37.0,,C. Capela misses 2-pt hook shot from 4 ft,17,17
72,1,2:36.0,,Offensive rebound by M. Harrell,17,17
