,QUARTER,TIME_REMAINING,HOUSTON_ACTION,LA LAKERS_ACTION,HOUSTON_SCORE,LA LAKERS_SCORE
0,1,11:42.0,J. Harden misses 2-pt jump shot from 2 ft,,0,0
1,1,11:38.0,,Defensive rebound by K. Bryant,0,0
2,1,11:32.0,,J. Clarkson misses 3-pt jump shot from 28 ft,0,0
3,1,11:31.0,Defensive rebound by J. Harden,,0,0
4,1,11:22.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by T. Ariza),,3,0
5,1,11:04.0,,R. Hibbert misses 2-pt jump shot from 17 ft,3,0
6,1,11:03.0,Defensive rebound by C. Capela,,3,0
7,1,10:54.0,D. Howard misses 2-pt layup from 1 ft,,3,0
8,1,10:51.0,,Defensive rebound by L. Williams,3,0
9,1,10:44.0,,L. Nance makes 2-pt layup from 1 ft (assist by L. Williams),3,2
10,1,10:40.0,Shooting foul by R. Hibbert (drawn by D. Howard),,3,2
11,1,10:40.0,D. Howard makes free throw 1 of 2,,4,2
12,1,10:40.0,D. Howard makes free throw 2 of 2,,5,2
13,1,10:20.0,,J. Clarkson misses 2-pt jump shot from 8 ft (block by D. Howard),5,2
14,1,10:18.0,Defensive rebound by D. Howard,,5,2
15,1,10:00.0,Shooting foul by J. Clarkson (drawn by C. Capela),,5,2
16,1,10:00.0,C. Capela makes free throw 1 of 2,,6,2
17,1,10:00.0,C. Capela misses free throw 2 of 2,,6,2
18,1,9:58.0,Offensive rebound by D. Howard,,6,2
19,1,9:53.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),,9,2
20,1,9:31.0,,R. Hibbert misses 2-pt jump shot from 18 ft,9,2
21,1,9:30.0,Defensive rebound by T. Ariza,,9,2
22,1,9:22.0,D. Howard misses 2-pt hook shot from 5 ft,,9,2
23,1,9:21.0,,Defensive rebound by L. Williams,9,2
24,1,9:07.0,,L. Williams misses 2-pt jump shot from 19 ft,9,2
25,1,9:05.0,Defensive rebound by D. Howard,,9,2
26,1,8:54.0,J. Harden misses 3-pt jump shot from 27 ft,,9,2
27,1,8:53.0,Offensive rebound by P. Beverley,,9,2
28,1,8:48.0,P. Beverley misses 3-pt jump shot from 24 ft,,9,2
29,1,8:47.0,,Defensive rebound by R. Hibbert,9,2
30,1,8:41.0,,J. Clarkson makes 2-pt layup from 1 ft,9,4
31,1,8:25.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),,12,4
32,1,8:04.0,,L. Nance misses 2-pt jump shot from 9 ft (block by J. Harden),12,4
33,1,8:03.0,Defensive rebound by J. Harden,,12,4
34,1,8:00.0,J. Harden misses 2-pt layup at rim,,12,4
35,1,7:58.0,Offensive rebound by T. Ariza,,12,4
36,1,7:57.0,T. Ariza makes 2-pt dunk at rim,,14,4
37,1,7:44.0,,L. Nance misses 2-pt jump shot from 20 ft,14,4
38,1,7:43.0,,Offensive rebound by R. Hibbert,14,4
39,1,7:39.0,,R. Hibbert makes 2-pt layup at rim,14,6
40,1,7:30.0,D. Howard misses 2-pt layup from 2 ft (block by L. Nance),,14,6
41,1,7:28.0,Offensive rebound by C. Capela,,14,6
42,1,7:27.0,C. Capela makes 2-pt dunk at rim,,16,6
43,1,7:04.0,,J. Clarkson misses 2-pt layup from 2 ft (block by C. Capela),16,6
44,1,7:02.0,Defensive rebound by D. Howard,,16,6
45,1,6:51.0,D. Howard misses 2-pt layup at rim,,16,6
46,1,6:50.0,Offensive rebound by D. Howard,,16,6
47,1,6:50.0,D. Howard misses 2-pt layup at rim,,16,6
48,1,6:50.0,Offensive rebound by D. Howard,,16,6
49,1,6:50.0,D. Motiejūnas enters the game for C. Capela,,16,6
50,1,6:41.0,J. Harden makes 3-pt jump shot from 24 ft (assist by P. Beverley),,19,6
51,1,6:35.0,,LA Lakers full timeout,19,6
52,1,6:13.0,,L. Nance makes 2-pt dunk at rim (assist by L. Williams),19,8
53,1,5:52.0,J. Harden makes 2-pt jump shot from 16 ft,,21,8
54,1,5:30.0,,R. Hibbert makes 2-pt hook shot from 6 ft (assist by J. Clarkson),21,10
55,1,5:16.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,24,10
56,1,5:03.0,,R. Hibbert misses 2-pt jump shot from 4 ft (block by D. Howard),24,10
57,1,5:03.0,Defensive rebound by Team,,24,10
58,1,5:03.0,,D. Russell enters the game for L. Williams,24,10
59,1,5:03.0,T. Lawson enters the game for P. Beverley,,24,10
60,1,5:03.0,C. Capela enters the game for D. Howard,,24,10
61,1,4:54.0,Shooting foul by R. Hibbert (drawn by J. Harden),,24,10
62,1,4:54.0,J. Harden makes free throw 1 of 2,,25,10
63,1,4:54.0,,R. Sacre enters the game for R. Hibbert,25,10
64,1,4:54.0,J. Harden makes free throw 2 of 2,,26,10
65,1,4:30.0,,K. Bryant misses 2-pt jump shot from 18 ft,26,10
66,1,4:30.0,Defensive rebound by T. Ariza,,26,10
67,1,4:20.0,Turnover by J. Harden (lost ball; steal by J. Clarkson),,26,10
68,1,4:13.0,,J. Clarkson makes 2-pt dunk at rim (assist by D. Russell),26,12
69,1,3:53.0,D. Motiejūnas misses 2-pt hook shot from 8 ft,,26,12
70,1,3:50.0,,Defensive rebound by D. Russell,26,12
71,1,3:44.0,,Turnover by D. Russell (bad pass; steal by T. Lawson),26,12
72,1,3:24.0,Turnover by J. Harden (bad pass),,26,12
73,1,3:24.0,C. Brewer enters the game for T. Ariza,,26,12
74,1,3:24.0,,N. Young enters the game for K. Bryant,26,12
