,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
113,2,11:02.0,G. Henderson makes 2-pt layup from 1 ft,,31,27
114,2,10:50.0,,Personal foul by M. Leonard (drawn by K. O'Quinn),31,27
115,2,10:50.0,,A. Afflalo enters the game for J. Grant,31,27
116,2,10:40.0,,Shooting foul by M. Leonard (drawn by D. Williams),31,27
117,2,10:40.0,,D. Williams misses free throw 1 of 2,31,27
118,2,10:40.0,,Offensive rebound by Team,31,27
119,2,10:40.0,M. Harkless enters the game for M. Leonard,,31,27
120,2,10:40.0,,D. Williams misses free throw 2 of 2,31,27
121,2,10:39.0,Defensive rebound by G. Henderson,,31,27
122,2,10:20.0,Turnover by A. Crabbe (bad pass),,31,27
123,2,10:05.0,,L. Galloway misses 3-pt jump shot from 25 ft,31,27
124,2,10:03.0,Defensive rebound by G. Henderson,,31,27
125,2,9:51.0,C. McCollum misses 2-pt jump shot from 16 ft,,31,27
126,2,9:49.0,,Defensive rebound by A. Afflalo,31,27
127,2,9:28.0,,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by D. Williams),31,29
128,2,9:12.0,A. Crabbe misses 3-pt jump shot from 24 ft,,31,29
129,2,9:10.0,,Defensive rebound by D. Williams,31,29
130,2,8:59.0,,Turnover by K. O'Quinn (bad pass; steal by G. Henderson),31,29
131,2,8:52.0,C. McCollum misses 3-pt jump shot from 23 ft,,31,29
132,2,8:50.0,,Defensive rebound by L. Thomas,31,29
133,2,8:45.0,,L. Galloway misses 2-pt layup from 3 ft,31,29
134,2,8:43.0,Defensive rebound by E. Davis,,31,29
135,2,8:28.0,G. Henderson makes 2-pt jump shot from 17 ft (assist by M. Harkless),,33,29
136,2,8:10.0,,D. Williams misses 2-pt layup from 1 ft (block by E. Davis),33,29
137,2,8:08.0,,Offensive rebound by D. Williams,33,29
138,2,8:07.0,,D. Williams makes 2-pt layup from 1 ft,33,31
139,2,7:52.0,G. Henderson misses 3-pt jump shot from 23 ft,,33,31
140,2,7:50.0,,Defensive rebound by K. O'Quinn,33,31
141,2,7:42.0,,K. O'Quinn makes 3-pt jump shot from 24 ft (assist by A. Afflalo),33,34
142,2,7:23.0,C. McCollum misses 2-pt jump shot from 18 ft,,33,34
143,2,7:22.0,,Defensive rebound by K. O'Quinn,33,34
144,2,7:14.0,,A. Afflalo makes 2-pt jump shot from 8 ft,33,36
145,2,7:13.0,Portland full timeout,,33,36
146,2,7:13.0,,J. Calderón enters the game for L. Galloway,33,36
147,2,6:58.0,G. Henderson misses 2-pt jump shot from 9 ft,,33,36
148,2,6:56.0,,Defensive rebound by D. Williams,33,36
149,2,6:42.0,,Turnover by K. O'Quinn (bad pass; steal by G. Henderson),33,36
150,2,6:37.0,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),,35,36
151,2,6:09.0,,L. Thomas misses 2-pt jump shot from 9 ft,35,36
152,2,6:07.0,Defensive rebound by Team,,35,36
153,2,6:07.0,,Loose ball foul by K. O'Quinn (drawn by E. Davis),35,36
154,2,6:07.0,,R. Lopez enters the game for K. O'Quinn,35,36
155,2,6:07.0,,K. Porziņģis enters the game for D. Williams,35,36
156,2,6:07.0,,C. Anthony enters the game for L. Thomas,35,36
157,2,6:07.0,M. Plumlee enters the game for G. Henderson,,35,36
158,2,5:52.0,A. Crabbe misses 3-pt jump shot from 24 ft,,35,36
159,2,5:50.0,Offensive rebound by E. Davis,,35,36
160,2,5:48.0,E. Davis makes 2-pt layup from 1 ft,,37,36
161,2,5:32.0,,K. Porziņģis misses 2-pt jump shot from 6 ft,37,36
162,2,5:31.0,Defensive rebound by A. Crabbe,,37,36
163,2,5:21.0,M. Harkless makes 3-pt jump shot from 24 ft (assist by M. Plumlee),,40,36
164,2,5:11.0,,C. Anthony makes 2-pt jump shot from 16 ft,40,38
165,2,4:58.0,M. Harkless misses 3-pt jump shot from 24 ft,,40,38
166,2,4:56.0,,Defensive rebound by K. Porziņģis,40,38
167,2,4:47.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by J. Calderón),40,41
168,2,4:36.0,M. Plumlee misses 2-pt layup from 3 ft,,40,41
169,2,4:34.0,Offensive rebound by E. Davis,,40,41
170,2,4:32.0,E. Davis makes 2-pt layup at rim,,42,41
171,2,4:25.0,,Turnover by R. Lopez (offensive foul),42,41
172,2,4:25.0,,Offensive foul by R. Lopez (drawn by E. Davis),42,41
173,2,4:25.0,Official timeout,,42,41
174,2,4:25.0,D. Lillard enters the game for C. McCollum,,42,41
175,2,4:25.0,G. Henderson enters the game for A. Crabbe,,42,41
176,2,4:06.0,D. Lillard makes 2-pt jump shot from 20 ft (assist by M. Harkless),,44,41
177,2,3:52.0,,K. Porziņģis misses 2-pt layup from 1 ft,44,41
178,2,3:50.0,Defensive rebound by D. Lillard,,44,41
179,2,3:44.0,D. Lillard makes 3-pt jump shot from 25 ft,,47,41
180,2,3:28.0,,C. Anthony makes 2-pt layup from 2 ft (assist by R. Lopez),47,43
181,2,3:19.0,D. Lillard makes 3-pt jump shot from 24 ft,,50,43
182,2,3:10.0,,New York full timeout,50,43
183,2,2:52.0,,C. Anthony makes 2-pt layup from 1 ft,50,45
184,2,2:35.0,Shooting foul by J. Calderón (drawn by D. Lillard),,50,45
185,2,2:35.0,D. Lillard makes free throw 1 of 3,,51,45
186,2,2:35.0,D. Lillard makes free throw 2 of 3,,52,45
187,2,2:35.0,D. Lillard makes free throw 3 of 3,,53,45
188,2,2:21.0,,Shooting foul by E. Davis (drawn by C. Anthony),53,45
189,2,2:21.0,,C. Anthony makes free throw 1 of 2,53,46
190,2,2:21.0,,L. Galloway enters the game for J. Calderón,53,46
191,2,2:21.0,,K. O'Quinn enters the game for R. Lopez,53,46
192,2,2:21.0,,C. Anthony makes free throw 2 of 2,53,47
193,2,2:06.0,Turnover by E. Davis (bad pass; steal by C. Anthony),,53,47
194,2,2:00.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by C. Anthony),53,50
195,2,1:40.0,E. Davis makes 2-pt layup from 2 ft (assist by D. Lillard),,55,50
196,2,1:30.0,,C. Anthony misses 2-pt jump shot from 14 ft,55,50
197,2,1:29.0,Defensive rebound by G. Henderson,,55,50
198,2,1:21.0,D. Lillard makes 3-pt jump shot from 23 ft,,58,50
199,2,1:00.0,,L. Galloway misses 3-pt jump shot from 23 ft,58,50
200,2,0:58.0,Defensive rebound by G. Henderson,,58,50
201,2,0:48.0,Personal foul by L. Galloway (drawn by D. Lillard),,58,50
202,2,0:48.0,C. McCollum enters the game for G. Henderson,,58,50
203,2,0:48.0,M. Leonard enters the game for M. Plumlee,,58,50
204,2,0:36.0,D. Lillard misses 3-pt jump shot from 25 ft,,58,50
205,2,0:34.0,,Defensive rebound by Team,58,50
206,2,0:34.0,M. Plumlee enters the game for M. Leonard,,58,50
207,2,0:15.0,,K. O'Quinn misses 2-pt layup from 1 ft (block by M. Plumlee),58,50
208,2,0:14.0,Defensive rebound by Team,,58,50
209,2,0:14.0,M. Leonard enters the game for M. Plumlee,,58,50
210,2,0:14.0,A. Crabbe enters the game for E. Davis,,58,50
211,2,0:14.0,G. Henderson enters the game for M. Harkless,,58,50
212,2,0:14.0,,L. Thomas enters the game for K. O'Quinn,58,50
213,2,0:14.0,,S. Vujačić enters the game for C. Anthony,58,50
214,2,0:03.0,D. Lillard misses 2-pt layup from 1 ft (block by K. Porziņģis),,58,50
215,2,0:01.0,,Defensive rebound by K. Porziņģis,58,50
216,3,11:38.0,,Personal foul by A. Aminu (drawn by C. Anthony),58,50
217,3,11:28.0,,Turnover by J. Calderón (lost ball; steal by A. Aminu),58,50
218,3,11:23.0,A. Aminu makes 2-pt dunk at rim,,60,50
219,3,11:08.0,,C. Anthony makes 2-pt jump shot from 16 ft,60,52
220,3,10:46.0,N. Vonleh misses 2-pt jump shot from 22 ft,,60,52
221,3,10:45.0,,Defensive rebound by C. Anthony,60,52
222,3,10:41.0,,Offensive foul by K. Porziņģis (drawn by N. Vonleh),60,52
223,3,10:41.0,,Turnover by K. Porziņģis (offensive foul),60,52
224,3,10:30.0,D. Lillard misses 2-pt jump shot from 18 ft,,60,52
225,3,10:28.0,,Defensive rebound by C. Anthony,60,52
226,3,10:17.0,,R. Lopez makes 2-pt layup from 1 ft (assist by K. Porziņģis),60,54
227,3,9:59.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),,63,54
228,3,9:32.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,63,56
229,3,9:22.0,C. McCollum makes 2-pt layup from 1 ft,,65,56
230,3,9:10.0,,J. Calderón misses 2-pt jump shot from 18 ft,65,56
231,3,9:08.0,Defensive rebound by A. Aminu,,65,56
232,3,9:01.0,C. McCollum makes 2-pt jump shot from 18 ft,,67,56
233,3,9:00.0,,New York full timeout,67,56
234,3,8:41.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by C. Anthony),67,59
235,3,8:21.0,C. McCollum misses 2-pt jump shot from 18 ft,,67,59
236,3,8:20.0,Offensive rebound by N. Vonleh,,67,59
237,3,8:18.0,N. Vonleh misses 2-pt layup from 1 ft (block by K. Porziņģis),,67,59
238,3,8:16.0,,Defensive rebound by K. Porziņģis,67,59
239,3,8:08.0,,Turnover by J. Calderón (bad pass; steal by M. Plumlee),67,59
240,3,7:45.0,D. Lillard misses 2-pt jump shot from 15 ft,,67,59
241,3,7:43.0,,Defensive rebound by C. Anthony,67,59
242,3,7:42.0,,Personal foul by D. Lillard (drawn by C. Anthony),67,59
243,3,7:42.0,,Technical foul by R. Lopez,67,59
244,3,7:42.0,D. Lillard makes technical free throw,,68,59
245,3,7:33.0,,Personal foul by N. Vonleh (drawn by K. Porziņģis),68,59
246,3,7:24.0,,Personal foul by N. Vonleh (drawn by A. Afflalo),68,59
247,3,7:16.0,,A. Afflalo misses 2-pt jump shot from 16 ft,68,59
248,3,7:14.0,Defensive rebound by M. Plumlee,,68,59
249,3,7:07.0,Turnover by A. Aminu (traveling),,68,59
250,3,6:53.0,,C. Anthony makes 2-pt layup from 2 ft,68,61
251,3,6:35.0,C. McCollum makes 2-pt layup from 2 ft (assist by M. Plumlee),,70,61
252,3,6:23.0,,J. Calderón misses 3-pt jump shot from 24 ft,70,61
253,3,6:21.0,Defensive rebound by A. Aminu,,70,61
254,3,6:16.0,M. Plumlee misses 2-pt layup from 2 ft,,70,61
255,3,6:14.0,,Defensive rebound by C. Anthony,70,61
256,3,6:07.0,,J. Calderón misses 3-pt jump shot from 24 ft,70,61
257,3,6:05.0,,Offensive rebound by R. Lopez,70,61
258,3,6:05.0,,R. Lopez makes 2-pt layup from 1 ft,70,63
259,3,5:56.0,Personal foul by R. Lopez (drawn by M. Plumlee),,70,63
260,3,5:56.0,,L. Galloway enters the game for J. Calderón,70,63
261,3,5:56.0,,K. O'Quinn enters the game for R. Lopez,70,63
262,3,5:50.0,N. Vonleh misses 2-pt jump shot from 21 ft,,70,63
263,3,5:48.0,,Defensive rebound by C. Anthony,70,63
264,3,5:44.0,,Personal foul by N. Vonleh (drawn by K. Porziņģis),70,63
265,3,5:44.0,,K. Porziņģis makes free throw 1 of 2,70,64
266,3,5:44.0,M. Leonard enters the game for N. Vonleh,,70,64
267,3,5:44.0,A. Crabbe enters the game for C. McCollum,,70,64
268,3,5:44.0,,K. Porziņģis misses free throw 2 of 2,70,64
269,3,5:43.0,Defensive rebound by M. Plumlee,,70,64
270,3,5:29.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),,73,64
271,3,5:16.0,,C. Anthony misses 3-pt jump shot from 24 ft,73,64
272,3,5:14.0,Defensive rebound by A. Crabbe,,73,64
273,3,4:58.0,D. Lillard misses 3-pt jump shot from 24 ft,,73,64
274,3,4:56.0,,Defensive rebound by K. O'Quinn,73,64
275,3,4:48.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,73,64
276,3,4:47.0,Defensive rebound by M. Plumlee,,73,64
277,3,4:28.0,Shooting foul by L. Galloway (drawn by M. Plumlee),,73,64
278,3,4:28.0,M. Plumlee makes free throw 1 of 2,,74,64
279,3,4:28.0,,L. Thomas enters the game for K. Porziņģis,74,64
280,3,4:28.0,G. Henderson enters the game for A. Aminu,,74,64
281,3,4:28.0,M. Plumlee makes free throw 2 of 2,,75,64
282,3,4:14.0,,L. Thomas misses 2-pt jump shot from 8 ft,75,64
283,3,4:12.0,Defensive rebound by M. Plumlee,,75,64
284,3,4:04.0,A. Crabbe misses 3-pt jump shot from 24 ft,,75,64
285,3,4:02.0,,Defensive rebound by K. O'Quinn,75,64
286,3,3:48.0,,C. Anthony makes 2-pt jump shot from 17 ft,75,66
287,3,3:30.0,D. Lillard misses 2-pt layup from 1 ft,,75,66
288,3,3:28.0,,Defensive rebound by C. Anthony,75,66
289,3,3:23.0,,Personal foul by M. Leonard (drawn by K. O'Quinn),75,66
290,3,3:23.0,,K. O'Quinn misses free throw 1 of 2,75,66
291,3,3:23.0,,Offensive rebound by Team,75,66
292,3,3:23.0,E. Davis enters the game for M. Plumlee,,75,66
293,3,3:23.0,,K. O'Quinn makes free throw 2 of 2,75,67
294,3,3:09.0,G. Henderson misses 2-pt jump shot from 18 ft,,75,67
295,3,3:07.0,,Defensive rebound by C. Anthony,75,67
296,3,2:51.0,,L. Thomas misses 2-pt jump shot from 17 ft,75,67
297,3,2:49.0,Defensive rebound by G. Henderson,,75,67
298,3,2:37.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by A. Crabbe),,78,67
299,3,2:36.0,,New York full timeout,78,67
300,3,2:36.0,Portland full timeout,,78,67
301,3,2:36.0,C. McCollum enters the game for D. Lillard,,78,67
302,3,2:36.0,,S. Vujačić enters the game for A. Afflalo,78,67
303,3,2:19.0,,K. O'Quinn misses 2-pt jump shot from 8 ft,78,67
304,3,2:17.0,,Offensive rebound by C. Anthony,78,67
305,3,2:17.0,,C. Anthony makes 2-pt layup from 2 ft,78,69
306,3,1:52.0,C. McCollum misses 2-pt layup from 1 ft,,78,69
307,3,1:50.0,,Defensive rebound by L. Thomas,78,69
308,3,1:42.0,,L. Thomas makes 3-pt jump shot from 24 ft (assist by C. Anthony),78,72
309,3,1:24.0,Personal foul by C. Anthony (drawn by C. McCollum),,78,72
310,3,1:24.0,,D. Williams enters the game for C. Anthony,78,72
311,3,1:19.0,C. McCollum makes 2-pt jump shot from 14 ft (assist by E. Davis),,80,72
312,3,0:56.0,,L. Galloway misses 3-pt jump shot from 24 ft,80,72
313,3,0:54.0,Defensive rebound by M. Leonard,,80,72
314,3,0:41.0,A. Crabbe makes 3-pt jump shot from 22 ft (assist by C. McCollum),,83,72
315,3,0:35.0,,S. Vujačić misses 3-pt jump shot from 24 ft,83,72
316,3,0:33.0,Defensive rebound by E. Davis,,83,72
317,3,0:23.0,C. McCollum makes 2-pt jump shot from 7 ft,,85,72
318,3,0:02.0,,L. Thomas misses 3-pt jump shot from 23 ft,85,72
319,3,0:01.0,Defensive rebound by M. Leonard,,85,72
320,4,11:46.0,Shooting foul by K. O'Quinn (drawn by G. Henderson),,85,72
321,4,11:46.0,G. Henderson makes free throw 1 of 2,,86,72
322,4,11:46.0,G. Henderson makes free throw 2 of 2,,87,72
323,4,11:30.0,,L. Galloway misses 2-pt layup from 1 ft,87,72
324,4,11:28.0,Defensive rebound by M. Leonard,,87,72
325,4,11:14.0,A. Crabbe misses 3-pt jump shot from 24 ft,,87,72
326,4,11:12.0,,Defensive rebound by L. Galloway,87,72
327,4,11:06.0,,D. Williams misses 2-pt layup from 1 ft,87,72
328,4,11:04.0,Defensive rebound by M. Leonard,,87,72
329,4,10:54.0,Turnover by E. Davis (lost ball; steal by D. Williams),,87,72
330,4,10:32.0,,K. O'Quinn misses 2-pt jump shot from 5 ft,87,72
331,4,10:30.0,Defensive rebound by C. McCollum,,87,72
332,4,10:11.0,Shooting foul by L. Galloway (drawn by C. McCollum),,87,72
333,4,10:11.0,C. McCollum makes free throw 1 of 3,,88,72
334,4,10:11.0,C. McCollum makes free throw 2 of 3,,89,72
335,4,10:11.0,,K. Porziņģis enters the game for K. O'Quinn,89,72
336,4,10:11.0,,C. Anthony enters the game for D. Williams,89,72
337,4,10:11.0,C. McCollum makes free throw 3 of 3,,90,72
338,4,10:01.0,,L. Galloway misses 2-pt jump shot from 18 ft,90,72
339,4,9:59.0,Defensive rebound by E. Davis,,90,72
340,4,9:53.0,G. Henderson misses 2-pt jump shot from 10 ft,,90,72
341,4,9:51.0,,Defensive rebound by K. Porziņģis,90,72
342,4,9:33.0,,L. Thomas misses 2-pt layup from 2 ft,90,72
343,4,9:31.0,Defensive rebound by M. Leonard,,90,72
344,4,9:26.0,C. McCollum misses 2-pt jump shot from 17 ft,,90,72
345,4,9:25.0,Offensive rebound by Team,,90,72
346,4,9:25.0,,Loose ball foul by K. Porziņģis (drawn by E. Davis),90,72
347,4,9:19.0,A. Crabbe misses 2-pt jump shot from 21 ft,,90,72
348,4,9:17.0,,Defensive rebound by L. Galloway,90,72
349,4,9:10.0,,Personal foul by E. Davis (drawn by L. Thomas),90,72
350,4,9:10.0,,J. Calderón enters the game for L. Galloway,90,72
351,4,9:10.0,D. Lillard enters the game for A. Crabbe,,90,72
352,4,8:58.0,,K. Porziņģis misses 2-pt jump shot from 21 ft,90,72
353,4,8:57.0,Defensive rebound by E. Davis,,90,72
354,4,8:42.0,G. Henderson misses 2-pt layup from 2 ft (block by K. Porziņģis),,90,72
355,4,8:41.0,,Defensive rebound by Team,90,72
356,4,8:41.0,Official timeout,,90,72
357,4,8:27.0,,A. Afflalo makes 2-pt jump shot from 3 ft (assist by C. Anthony),90,74
358,4,8:04.0,C. McCollum makes 2-pt jump shot from 12 ft,,92,74
359,4,7:50.0,,C. Anthony misses 3-pt jump shot from 24 ft,92,74
360,4,7:49.0,Defensive rebound by E. Davis,,92,74
361,4,7:48.0,Personal foul by K. Porziņģis (drawn by E. Davis),,92,74
362,4,7:31.0,Shooting foul by K. Porziņģis (drawn by E. Davis),,92,74
363,4,7:31.0,E. Davis misses free throw 1 of 2,,92,74
364,4,7:31.0,Offensive rebound by Team,,92,74
365,4,7:31.0,A. Aminu enters the game for G. Henderson,,92,74
366,4,7:31.0,E. Davis misses free throw 2 of 2,,92,74
367,4,7:30.0,,Defensive rebound by K. Porziņģis,92,74
368,4,7:14.0,,K. Porziņģis misses 2-pt jump shot from 5 ft,92,74
369,4,7:12.0,Defensive rebound by A. Aminu,,92,74
370,4,7:06.0,Shooting foul by K. Porziņģis (drawn by D. Lillard),,92,74
371,4,7:06.0,D. Lillard makes free throw 1 of 2,,93,74
372,4,7:06.0,,K. O'Quinn enters the game for K. Porziņģis,93,74
373,4,7:06.0,M. Plumlee enters the game for E. Davis,,93,74
374,4,7:06.0,D. Lillard makes free throw 2 of 2,,94,74
375,4,6:48.0,,C. Anthony misses 2-pt jump shot from 9 ft,94,74
376,4,6:46.0,Defensive rebound by M. Plumlee,,94,74
377,4,6:35.0,A. Aminu misses 3-pt jump shot from 23 ft,,94,74
378,4,6:34.0,,Defensive rebound by A. Afflalo,94,74
379,4,6:25.0,,A. Afflalo makes 2-pt jump shot from 7 ft,94,76
380,4,5:57.0,A. Aminu misses 2-pt jump shot from 18 ft,,94,76
381,4,5:55.0,,Defensive rebound by C. Anthony,94,76
382,4,5:43.0,,K. O'Quinn makes 3-pt jump shot from 24 ft (assist by J. Calderón),94,79
