,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BROOKLYN_ACTION,ORLANDO_SCORE,BROOKLYN_SCORE
0,1,11:45.0,,J. Jack makes 3-pt jump shot from 24 ft (assist by J. Johnson),0,3
1,1,11:18.0,T. Harris misses 3-pt jump shot from 26 ft,,0,3
2,1,11:17.0,,Defensive rebound by T. Young,0,3
3,1,10:57.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,0,3
4,1,10:56.0,Defensive rebound by T. Harris,,0,3
5,1,10:50.0,E. Payton makes 2-pt layup from 2 ft,,2,3
6,1,10:24.0,,B. Lopez misses 2-pt jump shot from 6 ft,2,3
7,1,10:23.0,Defensive rebound by C. Frye,,2,3
8,1,10:11.0,Shooting foul by J. Johnson (drawn by N. Vučević),,2,3
9,1,10:11.0,N. Vučević makes free throw 1 of 2,,3,3
10,1,10:11.0,N. Vučević makes free throw 2 of 2,,4,3
11,1,9:50.0,,B. Lopez makes 2-pt layup from 1 ft (assist by J. Jack),4,5
12,1,9:29.0,Shooting foul by J. Jack (drawn by E. Payton),,4,5
13,1,9:29.0,E. Payton makes free throw 1 of 2,,5,5
14,1,9:29.0,E. Payton misses free throw 2 of 2,,5,5
15,1,9:28.0,,Defensive rebound by T. Young,5,5
16,1,9:17.0,,Turnover by J. Johnson (bad pass),5,5
17,1,9:03.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),,7,5
18,1,8:57.0,,T. Young makes 2-pt jump shot from 6 ft (assist by J. Jack),7,7
19,1,8:43.0,C. Frye makes 3-pt jump shot from 25 ft (assist by N. Vučević),,10,7
20,1,8:26.0,,B. Lopez misses 2-pt hook shot from 14 ft,10,7
21,1,8:25.0,Defensive rebound by T. Harris,,10,7
22,1,8:16.0,C. Frye makes 3-pt jump shot from 24 ft (assist by T. Harris),,13,7
23,1,8:13.0,,Brooklyn full timeout,13,7
24,1,7:58.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Johnson),13,9
25,1,7:32.0,C. Frye misses 3-pt jump shot from 24 ft,,13,9
26,1,7:31.0,,Defensive rebound by B. Lopez,13,9
27,1,7:26.0,,J. Johnson misses 3-pt jump shot from 23 ft,13,9
28,1,7:25.0,Defensive rebound by T. Harris,,13,9
29,1,7:17.0,Turnover by E. Fournier (traveling),,13,9
30,1,7:06.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Jack),13,11
31,1,6:47.0,N. Vučević misses 2-pt hook shot from 10 ft,,13,11
32,1,6:46.0,,Defensive rebound by J. Jack,13,11
33,1,6:39.0,,T. Young misses 3-pt jump shot from 24 ft,13,11
34,1,6:38.0,Defensive rebound by T. Harris,,13,11
