,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DENVER_ACTION,BROOKLYN_SCORE,DENVER_SCORE
98,2,9:54.0,Personal foul by A. Toupane (drawn by M. Brown),,33,29
99,2,9:41.0,M. Brown makes 3-pt jump shot from 24 ft (assist by S. Larkin),,36,29
100,2,9:33.0,,Turnover by D. Arthur (bad pass),36,29
101,2,9:10.0,S. Larkin makes 3-pt jump shot from 25 ft,,39,29
102,2,8:51.0,,J. Lauvergne makes 2-pt jump shot from 16 ft (assist by D. Arthur),39,31
103,2,8:40.0,T. Robinson misses 2-pt jump shot from 5 ft,,39,31
104,2,8:40.0,Offensive rebound by Team,,39,31
105,2,8:40.0,,Loose ball foul by W. Barton (drawn by C. McCullough),39,31
106,2,8:40.0,Official timeout,,39,31
107,2,8:34.0,S. Larkin makes 3-pt jump shot from 25 ft (assist by M. Brown),,42,31
108,2,8:23.0,,Personal foul by S. Kilpatrick (drawn by A. Toupane),42,31
109,2,8:16.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by J. Lauvergne),42,34
110,2,8:01.0,S. Kilpatrick makes 2-pt jump shot from 8 ft (assist by M. Brown),,44,34
111,2,7:46.0,,D. Augustin makes 2-pt layup from 2 ft,44,36
112,2,7:28.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by T. Robinson),,47,36
113,2,7:14.0,,W. Barton makes 2-pt layup from 1 ft (assist by D. Arthur),47,38
114,2,7:01.0,Personal block foul by A. Toupane (drawn by M. Brown),,47,38
115,2,6:54.0,S. Kilpatrick misses 2-pt layup from 2 ft,,47,38
116,2,6:54.0,Offensive rebound by T. Robinson,,47,38
117,2,6:52.0,T. Robinson makes 2-pt layup from 1 ft,,49,38
118,2,6:52.0,,Denver full timeout,49,38
119,2,6:32.0,,D. Augustin makes 3-pt jump shot from 25 ft,49,41
120,2,6:32.0,,Shooting foul by S. Larkin (drawn by D. Augustin),49,41
121,2,6:32.0,,G. Harris enters the game for A. Toupane,49,41
122,2,6:32.0,,D. Augustin makes free throw 1 of 1,49,42
123,2,6:18.0,C. McCullough makes 2-pt jump shot from 6 ft (assist by S. Larkin),,51,42
124,2,6:01.0,,J. Lauvergne makes 2-pt dunk at rim,51,44
125,2,5:43.0,T. Robinson misses 2-pt jump shot from 15 ft,,51,44
126,2,5:42.0,,Defensive rebound by J. Lauvergne,51,44
127,2,5:34.0,,G. Harris misses 3-pt jump shot from 27 ft,51,44
128,2,5:33.0,Defensive rebound by S. Kilpatrick,,51,44
129,2,5:14.0,M. Brown makes 2-pt jump shot from 16 ft,,53,44
130,2,4:55.0,,W. Barton makes 3-pt jump shot from 22 ft (assist by D. Augustin),53,47
131,2,4:41.0,S. Larkin misses 2-pt jump shot from 14 ft,,53,47
132,2,4:40.0,,Defensive rebound by Team,53,47
133,2,4:40.0,Loose ball foul by T. Robinson (drawn by W. Barton),,53,47
134,2,4:40.0,B. Lopez enters the game for C. McCullough,,53,47
135,2,4:40.0,,N. Jokić enters the game for D. Arthur,53,47
136,2,4:40.0,,K. Faried enters the game for J. Lauvergne,53,47
137,2,4:20.0,,N. Jokić misses 2-pt jump shot from 16 ft,53,47
138,2,4:20.0,Defensive rebound by T. Robinson,,53,47
139,2,4:07.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,53,47
140,2,4:07.0,,Defensive rebound by N. Jokić,53,47
141,2,4:06.0,Loose ball foul by T. Robinson (drawn by N. Jokić),,53,47
142,2,4:06.0,,N. Jokić makes free throw 1 of 2,53,48
143,2,4:06.0,T. Young enters the game for T. Robinson,,53,48
144,2,4:06.0,B. Bogdanović enters the game for S. Kilpatrick,,53,48
145,2,4:06.0,,N. Jokić makes free throw 2 of 2,53,49
146,2,3:50.0,B. Bogdanović makes 2-pt jump shot from 6 ft,,55,49
147,2,3:35.0,,G. Harris misses 3-pt jump shot from 26 ft,55,49
148,2,3:34.0,,Offensive rebound by D. Augustin,55,49
149,2,3:34.0,,D. Augustin misses 3-pt jump shot from 26 ft,55,49
150,2,3:33.0,Defensive rebound by T. Young,,55,49
151,2,3:21.0,B. Lopez makes 2-pt jump shot from 4 ft (assist by S. Larkin),,57,49
152,2,3:04.0,,K. Faried makes 2-pt hook shot from 3 ft (assist by D. Augustin),57,51
153,2,2:44.0,T. Young makes 2-pt layup from 1 ft,,59,51
154,2,2:23.0,Brooklyn full timeout,,59,51
155,2,2:23.0,,E. Mudiay enters the game for D. Augustin,59,51
156,2,2:20.0,,G. Harris misses 3-pt jump shot from 23 ft,59,51
157,2,2:19.0,,Offensive rebound by Team,59,51
158,2,2:13.0,,Turnover by K. Faried (bad pass; steal by T. Young),59,51
159,2,2:08.0,Turnover by B. Bogdanović (lost ball; steal by E. Mudiay),,59,51
160,2,1:46.0,,E. Mudiay misses 2-pt jump shot from 19 ft,59,51
161,2,1:45.0,Defensive rebound by B. Bogdanović,,59,51
162,2,1:31.0,Shooting foul by N. Jokić (drawn by B. Lopez),,59,51
163,2,1:31.0,B. Lopez makes free throw 1 of 2,,60,51
164,2,1:31.0,W. Ellington enters the game for M. Brown,,60,51
165,2,1:31.0,B. Lopez makes free throw 2 of 2,,61,51
166,2,1:21.0,,W. Barton misses 3-pt jump shot from 24 ft,61,51
167,2,1:20.0,,Offensive rebound by K. Faried,61,51
168,2,1:08.0,,N. Jokić misses 3-pt jump shot from 24 ft,61,51
169,2,1:08.0,,Offensive rebound by Team,61,51
170,2,1:08.0,Loose ball foul by T. Young (drawn by K. Faried),,61,51
171,2,1:08.0,,K. Faried makes free throw 1 of 2,61,52
172,2,1:08.0,,K. Faried makes free throw 2 of 2,61,53
173,2,0:58.0,S. Larkin misses 2-pt layup from 2 ft,,61,53
174,2,0:57.0,,Defensive rebound by E. Mudiay,61,53
175,2,0:53.0,,E. Mudiay makes 2-pt layup from 1 ft,61,55
176,2,0:34.0,Shooting foul by E. Mudiay (drawn by B. Lopez),,61,55
177,2,0:34.0,B. Lopez makes free throw 1 of 2,,62,55
178,2,0:34.0,B. Lopez makes free throw 2 of 2,,63,55
179,2,0:16.0,,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),63,57
180,2,0:01.0,B. Lopez misses 2-pt layup from 2 ft,,63,57
181,2,0:01.0,,Defensive rebound by N. Jokić,63,57
182,3,11:43.0,,E. Mudiay misses 2-pt jump shot from 8 ft,63,57
183,3,11:42.0,Defensive rebound by B. Bogdanović,,63,57
184,3,11:31.0,Turnover by T. Young (traveling),,63,57
185,3,11:22.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by G. Harris),63,59
186,3,11:06.0,T. Young makes 2-pt layup from 2 ft,,65,59
187,3,10:51.0,,N. Jokić misses 2-pt jump shot from 4 ft,65,59
188,3,10:50.0,,Offensive rebound by J. Sampson,65,59
189,3,10:49.0,,J. Sampson makes 2-pt dunk at rim,65,61
190,3,10:31.0,T. Young makes 2-pt jump shot from 6 ft,,67,61
191,3,10:19.0,,Shooting foul by T. Young (drawn by E. Mudiay),67,61
192,3,10:19.0,,E. Mudiay makes free throw 1 of 2,67,62
193,3,10:19.0,,E. Mudiay makes free throw 2 of 2,67,63
194,3,10:05.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by B. Lopez),,70,63
195,3,9:54.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by E. Mudiay),70,66
196,3,9:31.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,70,66
197,3,9:31.0,,Defensive rebound by N. Jokić,70,66
198,3,9:22.0,,G. Harris makes 2-pt layup from 2 ft (assist by E. Mudiay),70,68
199,3,9:01.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,70,68
200,3,9:00.0,,Defensive rebound by K. Faried,70,68
201,3,8:53.0,,Turnover by E. Mudiay (traveling),70,68
202,3,8:39.0,Turnover by B. Bogdanović (bad pass; steal by G. Harris),,70,68
203,3,8:38.0,,Personal foul by W. Ellington (drawn by G. Harris),70,68
204,3,8:28.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Sampson),70,70
205,3,8:28.0,,Shooting foul by W. Ellington (drawn by N. Jokić),70,70
206,3,8:28.0,Brooklyn full timeout,,70,70
207,3,8:28.0,,N. Jokić makes free throw 1 of 1,70,71
208,3,8:08.0,T. Young makes 2-pt jump shot from 18 ft,,72,71
209,3,7:45.0,,E. Mudiay makes 2-pt layup from 1 ft,72,73
210,3,7:24.0,B. Bogdanović misses 2-pt layup from 2 ft (block by K. Faried),,72,73
211,3,7:23.0,Offensive rebound by Team,,72,73
212,3,7:19.0,B. Lopez misses 2-pt jump shot from 15 ft,,72,73
213,3,7:18.0,,Defensive rebound by K. Faried,72,73
214,3,7:15.0,,Turnover by K. Faried (bad pass),72,73
215,3,6:58.0,T. Young misses 2-pt jump shot from 19 ft,,72,73
216,3,6:57.0,,Defensive rebound by E. Mudiay,72,73
217,3,6:51.0,,K. Faried makes 2-pt dunk at rim (assist by N. Jokić),72,75
218,3,6:37.0,T. Young makes 2-pt hook shot from 4 ft (assist by D. Sloan),,74,75
219,3,6:12.0,,E. Mudiay misses 3-pt jump shot from 25 ft,74,75
220,3,6:11.0,Defensive rebound by W. Ellington,,74,75
221,3,6:03.0,W. Ellington misses 2-pt jump shot from 13 ft,,74,75
222,3,6:02.0,,Defensive rebound by N. Jokić,74,75
223,3,5:53.0,,Shooting foul by B. Lopez (drawn by G. Harris),74,75
224,3,5:53.0,,G. Harris makes free throw 1 of 2,74,76
225,3,5:53.0,M. Brown enters the game for D. Sloan,,74,76
226,3,5:53.0,S. Larkin enters the game for W. Ellington,,74,76
227,3,5:53.0,S. Kilpatrick enters the game for B. Bogdanović,,74,76
228,3,5:53.0,,G. Harris makes free throw 2 of 2,74,77
229,3,5:42.0,Def 3 sec tech foul by K. Faried,,74,77
230,3,5:42.0,M. Brown makes technical free throw,,75,77
231,3,5:34.0,M. Brown makes 3-pt jump shot from 24 ft (assist by B. Lopez),,78,77
232,3,5:25.0,,Personal foul by M. Brown (drawn by K. Faried),78,77
233,3,5:25.0,,K. Faried makes free throw 1 of 2,78,78
234,3,5:25.0,,K. Faried misses free throw 2 of 2,78,78
235,3,5:23.0,Defensive rebound by S. Kilpatrick,,78,78
236,3,5:10.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by M. Brown),,81,78
237,3,4:47.0,,K. Faried misses 2-pt jump shot from 15 ft,81,78
238,3,4:47.0,Defensive rebound by M. Brown,,81,78
239,3,4:31.0,T. Young makes 2-pt hook shot from 5 ft,,83,78
240,3,4:30.0,,Denver full timeout,83,78
241,3,4:05.0,,K. Faried makes 2-pt hook shot from 4 ft (assist by N. Jokić),83,80
242,3,3:49.0,Shooting foul by N. Jokić (drawn by T. Young),,83,80
243,3,3:49.0,T. Young misses free throw 1 of 2,,83,80
244,3,3:49.0,Offensive rebound by Team,,83,80
245,3,3:49.0,,W. Barton enters the game for J. Sampson,83,80
246,3,3:49.0,T. Young misses free throw 2 of 2,,83,80
247,3,3:48.0,,Defensive rebound by N. Jokić,83,80
248,3,3:35.0,,G. Harris misses 2-pt jump shot from 19 ft,83,80
249,3,3:35.0,Defensive rebound by B. Lopez,,83,80
250,3,3:25.0,S. Kilpatrick misses 2-pt layup from 2 ft,,83,80
251,3,3:24.0,,Defensive rebound by N. Jokić,83,80
252,3,3:15.0,,K. Faried makes 2-pt layup from 2 ft (assist by E. Mudiay),83,82
253,3,2:55.0,Personal foul by N. Jokić (drawn by B. Lopez),,83,82
254,3,2:55.0,,D. Arthur enters the game for K. Faried,83,82
255,3,2:55.0,,J. Lauvergne enters the game for N. Jokić,83,82
256,3,2:52.0,,Violation by D. Arthur (kicked ball),83,82
257,3,2:46.0,Def 3 sec tech foul by E. Mudiay,,83,82
258,3,2:46.0,M. Brown makes technical free throw,,84,82
259,3,2:36.0,B. Lopez misses 2-pt layup at rim,,84,82
260,3,2:35.0,,Defensive rebound by J. Lauvergne,84,82
261,3,2:31.0,,Shooting foul by T. Young (drawn by G. Harris),84,82
262,3,2:31.0,,G. Harris makes free throw 1 of 2,84,83
263,3,2:31.0,,D. Augustin enters the game for E. Mudiay,84,83
264,3,2:31.0,,G. Harris makes free throw 2 of 2,84,84
265,3,2:15.0,B. Lopez makes 2-pt dunk at rim (assist by M. Brown),,86,84
266,3,1:56.0,,Turnover by J. Lauvergne (lost ball; steal by T. Young),86,84
267,3,1:51.0,S. Kilpatrick misses 2-pt layup from 2 ft,,86,84
268,3,1:50.0,,Defensive rebound by D. Augustin,86,84
269,3,1:44.0,,W. Barton misses 3-pt jump shot from 25 ft,86,84
270,3,1:43.0,Defensive rebound by T. Young,,86,84
271,3,1:30.0,Turnover by M. Brown (bad pass; steal by G. Harris),,86,84
272,3,1:27.0,,G. Harris makes 2-pt dunk at rim,86,86
273,3,1:27.0,Brooklyn full timeout,,86,86
274,3,1:14.0,Turnover by B. Lopez (bad pass; steal by W. Barton),,86,86
275,3,1:08.0,,W. Barton makes 2-pt layup from 1 ft,86,88
276,3,0:50.0,T. Young misses 2-pt hook shot from 4 ft,,86,88
277,3,0:49.0,Offensive rebound by B. Lopez,,86,88
278,3,0:48.0,Shooting foul by D. Arthur (drawn by B. Lopez),,86,88
279,3,0:48.0,B. Lopez makes free throw 1 of 2,,87,88
280,3,0:48.0,B. Lopez makes free throw 2 of 2,,88,88
281,3,0:39.0,,Offensive foul by J. Lauvergne (drawn by S. Larkin),88,88
282,3,0:39.0,,Turnover by J. Lauvergne (offensive foul),88,88
283,3,0:39.0,T. Robinson enters the game for T. Young,,88,88
284,3,0:28.0,S. Kilpatrick misses 3-pt jump shot from 23 ft,,88,88
285,3,0:27.0,,Defensive rebound by D. Arthur,88,88
286,3,0:24.0,,G. Harris makes 2-pt layup from 1 ft (assist by D. Arthur),88,90
287,3,0:00.0,M. Brown makes 2-pt jump shot from 17 ft (assist by S. Larkin),,90,90
288,4,11:41.0,Turnover by T. Robinson (bad pass),,90,90
289,4,11:22.0,,J. Lauvergne misses 3-pt jump shot from 24 ft,90,90
290,4,11:20.0,,Offensive rebound by J. Sampson,90,90
291,4,11:16.0,,J. Sampson makes 2-pt dunk at rim (assist by D. Arthur),90,92
292,4,10:59.0,C. McCullough makes 2-pt dunk at rim (assist by S. Larkin),,92,92
293,4,10:39.0,,W. Barton misses 2-pt layup from 1 ft,92,92
294,4,10:38.0,Defensive rebound by T. Robinson,,92,92
295,4,10:24.0,M. Brown makes 3-pt jump shot from 25 ft (assist by S. Larkin),,95,92
296,4,10:01.0,,W. Barton misses 2-pt layup from 2 ft,95,92
297,4,10:00.0,,Offensive rebound by J. Sampson,95,92
298,4,9:57.0,,J. Sampson misses 2-pt layup from 2 ft (block by C. McCullough),95,92
299,4,9:55.0,Defensive rebound by M. Brown,,95,92
300,4,9:49.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by M. Brown),,97,92
301,4,9:32.0,,W. Barton misses 3-pt jump shot from 25 ft,97,92
302,4,9:31.0,Defensive rebound by T. Robinson,,97,92
303,4,9:17.0,T. Robinson misses 2-pt jump shot from 5 ft,,97,92
304,4,9:16.0,,Defensive rebound by J. Lauvergne,97,92
305,4,9:12.0,,D. Augustin misses 2-pt layup from 1 ft (block by C. McCullough),97,92
306,4,9:11.0,,Offensive rebound by Team,97,92
307,4,8:57.0,,J. Lauvergne makes 2-pt hook shot from 4 ft,97,94
308,4,8:47.0,Shooting foul by D. Arthur (drawn by S. Larkin),,97,94
309,4,8:47.0,Official timeout,,97,94
310,4,8:47.0,S. Larkin makes free throw 1 of 2,,98,94
311,4,8:47.0,S. Larkin makes free throw 2 of 2,,99,94
312,4,8:27.0,,J. Sampson makes 2-pt jump shot from 11 ft (assist by W. Barton),99,96
313,4,8:06.0,M. Brown misses 2-pt layup from 2 ft,,99,96
314,4,8:05.0,,Defensive rebound by J. Sampson,99,96
315,4,7:58.0,,W. Barton misses 2-pt jump shot from 3 ft,99,96
316,4,7:57.0,,Offensive rebound by J. Lauvergne,99,96
317,4,7:56.0,,J. Lauvergne makes 2-pt dunk at rim,99,98
318,4,7:53.0,Shooting foul by D. Arthur (drawn by S. Kilpatrick),,99,98
319,4,7:53.0,S. Kilpatrick makes free throw 1 of 2,,100,98
320,4,7:53.0,S. Kilpatrick makes free throw 2 of 2,,101,98
321,4,7:28.0,,J. Lauvergne misses 2-pt jump shot from 22 ft,101,98
322,4,7:27.0,Defensive rebound by M. Brown,,101,98
323,4,7:08.0,S. Kilpatrick misses 3-pt jump shot from 22 ft,,101,98
324,4,7:07.0,,Defensive rebound by D. Arthur,101,98
325,4,6:58.0,,W. Barton misses 2-pt jump shot from 4 ft,101,98
326,4,6:58.0,,Offensive rebound by J. Sampson,101,98
327,4,6:58.0,,Shooting foul by C. McCullough (drawn by J. Sampson),101,98
328,4,6:58.0,,J. Sampson misses free throw 1 of 2,101,98
329,4,6:58.0,,Offensive rebound by Team,101,98
330,4,6:58.0,T. Young enters the game for C. McCullough,,101,98
331,4,6:58.0,,J. Sampson makes free throw 2 of 2,101,99
332,4,6:46.0,S. Kilpatrick misses 2-pt jump shot from 21 ft,,101,99
333,4,6:45.0,Offensive rebound by M. Brown,,101,99
334,4,6:42.0,M. Brown misses 2-pt jump shot from 15 ft,,101,99
335,4,6:41.0,,Defensive rebound by D. Arthur,101,99
336,4,6:28.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by J. Sampson),101,102
337,4,6:10.0,T. Robinson misses 2-pt layup from 2 ft (block by D. Arthur),,101,102
338,4,6:09.0,Offensive rebound by S. Larkin,,101,102
339,4,6:01.0,T. Young misses 2-pt hook shot from 9 ft,,101,102
340,4,6:01.0,Offensive rebound by Team,,101,102
341,4,6:01.0,Turnover by Team (shot clock),,101,102
342,4,6:01.0,B. Lopez enters the game for T. Robinson,,101,102
343,4,6:01.0,B. Bogdanović enters the game for S. Kilpatrick,,101,102
344,4,5:50.0,,D. Augustin misses 2-pt layup from 1 ft (block by T. Young),101,102
345,4,5:50.0,Defensive rebound by T. Young,,101,102
346,4,5:50.0,Personal foul by J. Lauvergne (drawn by T. Young),,101,102
347,4,5:50.0,,Denver full timeout,101,102
348,4,5:50.0,,N. Jokić enters the game for W. Barton,101,102
349,4,5:50.0,,G. Harris enters the game for J. Lauvergne,101,102
350,4,5:50.0,,E. Mudiay enters the game for D. Augustin,101,102
351,4,5:37.0,T. Young misses 2-pt jump shot from 4 ft (block by G. Harris),,101,102
352,4,5:35.0,Offensive rebound by T. Young,,101,102
353,4,5:35.0,T. Young misses 2-pt layup from 1 ft (block by N. Jokić),,101,102
354,4,5:33.0,,Defensive rebound by G. Harris,101,102
355,4,5:16.0,,Turnover by J. Sampson (traveling),101,102
356,4,5:01.0,Personal foul by D. Arthur (drawn by B. Lopez),,101,102
357,4,4:52.0,S. Larkin makes 2-pt jump shot from 16 ft,,103,102
358,4,4:38.0,,Turnover by G. Harris (lost ball),103,102
359,4,4:26.0,,Offensive charge foul by B. Lopez (drawn by N. Jokić),103,102
360,4,4:26.0,Turnover by B. Lopez (offensive foul),,103,102
361,4,4:26.0,,K. Faried enters the game for D. Arthur,103,102
362,4,4:08.0,,G. Harris misses 3-pt jump shot from 26 ft,103,102
363,4,4:07.0,Defensive rebound by S. Larkin,,103,102
364,4,3:58.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,103,102
365,4,3:57.0,Offensive rebound by S. Larkin,,103,102
366,4,3:56.0,Turnover by S. Larkin (step out of bounds),,103,102
367,4,3:56.0,,W. Barton enters the game for J. Sampson,103,102
368,4,3:39.0,,N. Jokić makes 2-pt jump shot from 4 ft,103,104
369,4,3:17.0,B. Lopez misses 2-pt layup from 2 ft,,103,104
370,4,3:16.0,,Defensive rebound by W. Barton,103,104
371,4,3:12.0,,W. Barton makes 2-pt layup from 1 ft,103,106
372,4,3:12.0,Brooklyn full timeout,,103,106
373,4,2:58.0,Shooting foul by N. Jokić (drawn by B. Lopez),,103,106
374,4,2:58.0,B. Lopez makes free throw 1 of 2,,104,106
375,4,2:58.0,B. Lopez misses free throw 2 of 2,,104,106
376,4,2:57.0,,Defensive rebound by K. Faried,104,106
377,4,2:44.0,,N. Jokić makes 2-pt hook shot from 3 ft (assist by E. Mudiay),104,108
378,4,2:25.0,T. Young makes 2-pt layup from 2 ft (assist by M. Brown),,106,108
