,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHILADELPHIA_ACTION,INDIANA_SCORE,PHILADELPHIA_SCORE
76,1,3:40.0,,H. Thompson misses 3-pt jump shot from 25 ft,18,12
77,1,3:38.0,Defensive rebound by P. George,,18,12
78,1,3:33.0,C. Miles makes 3-pt jump shot from 24 ft (assist by P. George),,21,12
79,1,3:11.0,,N. Noel makes 2-pt layup from 2 ft (assist by P. Pressey),21,14
80,1,3:11.0,Indiana full timeout,,21,14
81,1,2:55.0,Offensive foul by J. Hill (drawn by I. Canaan),,21,14
82,1,2:55.0,Turnover by J. Hill (offensive foul),,21,14
83,1,2:55.0,G. Robinson enters the game for C. Miles,,21,14
84,1,2:42.0,,R. Covington makes 2-pt jump shot from 3 ft (assist by P. Pressey),21,16
85,1,2:15.0,P. George misses 2-pt jump shot from 20 ft,,21,16
86,1,2:14.0,,Defensive rebound by H. Thompson,21,16
87,1,2:02.0,,I. Canaan misses 3-pt jump shot from 25 ft,21,16
88,1,2:00.0,Defensive rebound by P. George,,21,16
89,1,1:55.0,,Violation by R. Covington (kicked ball),21,16
90,1,1:42.0,Turnover by J. Young (step out of bounds),,21,16
91,1,1:36.0,,Turnover by P. Pressey (bad pass; steal by J. Young),21,16
92,1,1:18.0,J. Hill makes 2-pt dunk at rim (assist by P. George),,23,16
93,1,1:03.0,,R. Covington makes 2-pt layup from 1 ft (assist by P. Pressey),23,18
94,1,0:54.0,J. Hill misses 2-pt jump shot from 10 ft,,23,18
95,1,0:52.0,,Defensive rebound by R. Covington,23,18
96,1,0:34.0,,N. Noel misses 2-pt jump shot from 7 ft,23,18
97,1,0:33.0,Defensive rebound by P. George,,23,18
98,1,0:19.0,J. Hill misses 2-pt jump shot from 4 ft,,23,18
99,1,0:16.0,Offensive rebound by J. Hill,,23,18
100,1,0:13.0,C. Budinger misses 2-pt layup from 3 ft,,23,18
101,1,0:11.0,Offensive rebound by J. Hill,,23,18
102,1,0:07.0,Turnover by J. Hill (lost ball; steal by R. Covington),,23,18
103,1,0:02.0,,P. Pressey misses 2-pt layup from 2 ft (block by C. Budinger),23,18
104,1,0:00.0,Defensive rebound by P. George,,23,18
105,2,11:43.0,J. Young misses 3-pt jump shot from 25 ft,,23,18
106,2,11:42.0,,Defensive rebound by P. Pressey,23,18
107,2,11:37.0,,P. Pressey makes 2-pt layup from 1 ft,23,20
108,2,11:22.0,Shooting foul by J. Okafor (drawn by C. Budinger),,23,20
109,2,11:22.0,C. Budinger makes free throw 1 of 2,,24,20
110,2,11:22.0,C. Budinger makes free throw 2 of 2,,25,20
111,2,11:04.0,,J. Okafor makes 2-pt layup from 1 ft,25,22
112,2,10:49.0,C. Budinger makes 2-pt dunk at rim (assist by J. Hill),,27,22
113,2,10:35.0,,J. Okafor makes 2-pt hook shot from 9 ft,27,24
114,2,10:19.0,S. Hill misses 2-pt jump shot from 5 ft (block by J. Grant),,27,24
115,2,10:18.0,,Defensive rebound by J. Grant,27,24
116,2,10:15.0,,I. Canaan misses 3-pt jump shot from 25 ft,27,24
117,2,10:14.0,,Offensive rebound by N. Stauskas,27,24
118,2,10:14.0,,N. Stauskas makes 2-pt layup from 1 ft,27,26
119,2,10:14.0,Indiana full timeout,,27,26
120,2,10:14.0,,T. McConnell enters the game for I. Canaan,27,26
121,2,10:14.0,,J. Sampson enters the game for P. Pressey,27,26
122,2,9:51.0,C. Budinger misses 2-pt jump shot from 5 ft,,27,26
123,2,9:49.0,Offensive rebound by J. Hill,,27,26
124,2,9:49.0,J. Hill makes 2-pt jump shot at rim,,29,26
125,2,9:33.0,,N. Stauskas misses 3-pt jump shot from 26 ft,29,26
126,2,9:32.0,Defensive rebound by S. Hill,,29,26
127,2,9:20.0,J. Young misses 2-pt jump shot from 5 ft,,29,26
128,2,9:18.0,,Defensive rebound by J. Sampson,29,26
129,2,9:03.0,,Turnover by J. Okafor (traveling),29,26
130,2,9:03.0,M. Ellis enters the game for J. Young,,29,26
131,2,8:50.0,G. Robinson misses 2-pt jump shot from 16 ft,,29,26
132,2,8:48.0,,Defensive rebound by T. McConnell,29,26
133,2,8:40.0,,Turnover by J. Sampson (lost ball; steal by G. Robinson),29,26
134,2,8:35.0,S. Hill misses 2-pt jump shot from 6 ft,,29,26
135,2,8:32.0,,Defensive rebound by J. Grant,29,26
136,2,8:17.0,,J. Okafor misses 2-pt jump shot from 5 ft,29,26
137,2,8:15.0,,Offensive rebound by J. Grant,29,26
138,2,8:14.0,,J. Grant makes 2-pt layup from 2 ft,29,28
139,2,8:14.0,,Shooting foul by S. Hill (drawn by J. Grant),29,28
140,2,8:14.0,,J. Grant makes free throw 1 of 1,29,29
141,2,8:03.0,J. Hill makes 2-pt dunk at rim (assist by M. Ellis),,31,29
142,2,7:58.0,,Turnover by J. Sampson (lost ball),31,29
143,2,7:50.0,Turnover by M. Ellis (bad pass; steal by N. Stauskas),,31,29
144,2,7:47.0,,N. Stauskas misses 2-pt jump shot from 3 ft (block by M. Ellis),31,29
145,2,7:47.0,,Offensive rebound by Team,31,29
146,2,7:47.0,,N. Noel enters the game for J. Grant,31,29
147,2,7:39.0,,Personal foul by C. Budinger (drawn by N. Stauskas),31,29
148,2,7:39.0,I. Mahinmi enters the game for S. Hill,,31,29
149,2,7:32.0,,J. Okafor misses 2-pt jump shot from 14 ft,31,29
150,2,7:30.0,Defensive rebound by I. Mahinmi,,31,29
151,2,7:10.0,G. Robinson misses 2-pt jump shot from 14 ft,,31,29
152,2,7:08.0,,Defensive rebound by T. McConnell,31,29
153,2,7:02.0,,Turnover by N. Stauskas (bad pass; steal by C. Budinger),31,29
154,2,6:50.0,Turnover by J. Hill (traveling),,31,29
155,2,6:42.0,,N. Stauskas misses 3-pt jump shot from 24 ft,31,29
156,2,6:40.0,Defensive rebound by I. Mahinmi,,31,29
157,2,6:32.0,J. Hill misses 2-pt hook shot from 4 ft,,31,29
158,2,6:29.0,,Defensive rebound by N. Noel,31,29
159,2,6:25.0,,Philadelphia full timeout,31,29
160,2,6:25.0,L. Allen enters the game for G. Robinson,,31,29
161,2,6:25.0,C. Miles enters the game for J. Hill,,31,29
162,2,6:19.0,,Turnover by T. McConnell (lost ball; steal by M. Ellis),31,29
163,2,6:01.0,,J. Grant enters the game for J. Okafor,31,29
164,2,6:01.0,,R. Covington enters the game for J. Sampson,31,29
165,2,5:57.0,M. Ellis makes 2-pt jump shot from 12 ft (assist by I. Mahinmi),,33,29
166,2,5:40.0,,T. McConnell makes 2-pt jump shot from 11 ft,33,31
167,2,5:27.0,M. Ellis misses 2-pt jump shot from 19 ft,,33,31
168,2,5:25.0,,Defensive rebound by T. McConnell,33,31
169,2,5:11.0,,Turnover by T. McConnell (bad pass; steal by I. Mahinmi),33,31
170,2,5:05.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),,35,31
171,2,4:50.0,,R. Covington misses 3-pt jump shot from 23 ft,35,31
172,2,4:48.0,Defensive rebound by C. Budinger,,35,31
173,2,4:42.0,Shooting foul by N. Stauskas (drawn by L. Allen),,35,31
174,2,4:42.0,P. George enters the game for C. Budinger,,35,31
175,2,4:42.0,L. Allen makes free throw 1 of 2,,36,31
176,2,4:42.0,,H. Thompson enters the game for T. McConnell,36,31
177,2,4:42.0,,P. Pressey enters the game for N. Stauskas,36,31
178,2,4:42.0,L. Allen misses free throw 2 of 2,,36,31
179,2,4:41.0,,Defensive rebound by N. Noel,36,31
180,2,4:25.0,,R. Covington makes 2-pt jump shot from 4 ft (assist by H. Thompson),36,33
181,2,4:07.0,Turnover by C. Miles (bad pass),,36,33
182,2,3:53.0,,Turnover by J. Grant (lost ball; steal by P. George),36,33
183,2,3:48.0,M. Ellis makes 3-pt jump shot from 26 ft (assist by P. George),,39,33
184,2,3:31.0,,H. Thompson misses 3-pt jump shot from 24 ft,39,33
185,2,3:29.0,Defensive rebound by L. Allen,,39,33
186,2,3:24.0,C. Miles makes 3-pt jump shot from 24 ft (assist by L. Allen),,42,33
187,2,3:24.0,,Philadelphia full timeout,42,33
188,2,3:13.0,,Turnover by R. Covington (traveling),42,33
189,2,3:01.0,Turnover by M. Ellis (bad pass; steal by H. Thompson),,42,33
190,2,2:58.0,Offensive charge foul by H. Thompson (drawn by C. Miles),,42,33
191,2,2:58.0,,Turnover by H. Thompson (offensive foul),42,33
192,2,2:58.0,,Philadelphia full timeout,42,33
193,2,2:58.0,,J. Okafor enters the game for R. Covington,42,33
194,2,2:58.0,P. George makes technical free throw,,43,33
195,2,2:43.0,Personal foul by H. Thompson (drawn by C. Miles),,43,33
196,2,2:37.0,C. Miles misses 3-pt jump shot from 26 ft,,43,33
197,2,2:35.0,Offensive rebound by I. Mahinmi,,43,33
198,2,2:28.0,Personal foul by P. Pressey (drawn by M. Ellis),,43,33
199,2,2:22.0,M. Ellis misses 3-pt jump shot from 25 ft,,43,33
200,2,2:21.0,Offensive rebound by L. Allen,,43,33
201,2,2:19.0,L. Allen makes 2-pt layup from 1 ft,,45,33
202,2,2:02.0,,P. Pressey makes 3-pt jump shot from 25 ft (assist by H. Thompson),45,36
203,2,1:51.0,P. George makes 2-pt jump shot from 20 ft,,47,36
204,2,1:46.0,,J. Grant makes 2-pt layup from 2 ft (assist by P. Pressey),47,38
205,2,1:46.0,,Shooting block foul by P. George (drawn by J. Grant),47,38
206,2,1:46.0,,J. Grant misses free throw 1 of 1,47,38
207,2,1:44.0,Defensive rebound by L. Allen,,47,38
208,2,1:28.0,P. George makes 3-pt jump shot from 25 ft,,50,38
209,2,1:07.0,,Turnover by H. Thompson (3 sec),50,38
210,2,1:07.0,,I. Canaan enters the game for J. Grant,50,38
211,2,1:00.0,P. George makes 2-pt jump shot from 20 ft,,52,38
212,2,0:43.0,,H. Thompson misses 3-pt jump shot from 25 ft,52,38
213,2,0:42.0,Defensive rebound by P. George,,52,38
214,2,0:34.0,Offensive foul by L. Allen (drawn by N. Noel),,52,38
215,2,0:34.0,Turnover by L. Allen (offensive foul),,52,38
216,2,0:25.0,,Turnover by I. Canaan (bad pass; steal by P. George),52,38
217,2,0:05.0,Turnover by P. George (bad pass; steal by P. Pressey),,52,38
218,2,0:01.0,,P. Pressey misses 2-pt layup from 2 ft (block by M. Ellis),52,38
219,2,0:01.0,,Offensive rebound by Team,52,38
220,2,0:00.0,,I. Canaan misses 3-pt jump shot from 24 ft,52,38
221,2,0:00.0,,Offensive rebound by Team,52,38
222,3,11:42.0,P. George makes 3-pt jump shot from 26 ft (assist by C. Miles),,55,38
223,3,11:30.0,,Turnover by J. Grant (bad pass; steal by I. Mahinmi),55,38
224,3,11:22.0,P. George misses 3-pt jump shot from 26 ft,,55,38
225,3,11:20.0,Offensive rebound by L. Allen,,55,38
226,3,11:09.0,M. Ellis makes 2-pt layup from 2 ft (assist by P. George),,57,38
227,3,11:09.0,,Philadelphia full timeout,57,38
228,3,10:50.0,,Turnover by N. Noel (bad pass; steal by L. Allen),57,38
229,3,10:43.0,P. George misses 2-pt jump shot from 18 ft,,57,38
230,3,10:41.0,,Defensive rebound by J. Okafor,57,38
231,3,10:27.0,,Personal foul by L. Allen (drawn by N. Noel),57,38
232,3,10:17.0,,Shooting foul by C. Miles (drawn by J. Grant),57,38
233,3,10:17.0,,J. Grant makes free throw 1 of 2,57,39
234,3,10:17.0,,J. Grant makes free throw 2 of 2,57,40
235,3,10:04.0,I. Mahinmi misses 2-pt jump shot from 4 ft,,57,40
236,3,10:02.0,,Defensive rebound by J. Okafor,57,40
237,3,9:45.0,,N. Stauskas misses 3-pt jump shot from 25 ft,57,40
238,3,9:43.0,Defensive rebound by P. George,,57,40
239,3,9:35.0,Indiana full timeout,,57,40
240,3,9:35.0,,I. Canaan enters the game for T. McConnell,57,40
241,3,9:24.0,M. Ellis misses 2-pt jump shot from 14 ft,,57,40
242,3,9:22.0,Offensive rebound by I. Mahinmi,,57,40
243,3,9:19.0,P. George misses 3-pt jump shot from 27 ft,,57,40
244,3,9:17.0,Offensive rebound by P. George,,57,40
245,3,9:15.0,P. George makes 3-pt jump shot from 26 ft,,60,40
246,3,8:57.0,,Turnover by N. Stauskas (lost ball; steal by C. Miles),60,40
247,3,8:54.0,Shooting foul by J. Grant (drawn by C. Miles),,60,40
248,3,8:54.0,C. Miles makes free throw 1 of 2,,61,40
249,3,8:54.0,C. Miles makes free throw 2 of 2,,62,40
250,3,8:31.0,,J. Grant misses 3-pt jump shot from 26 ft,62,40
251,3,8:29.0,Defensive rebound by M. Ellis,,62,40
252,3,8:27.0,Turnover by M. Ellis (bad pass),,62,40
253,3,8:14.0,,R. Covington enters the game for J. Grant,62,40
254,3,8:14.0,,Turnover by R. Covington (step out of bounds),62,40
255,3,8:14.0,,H. Thompson enters the game for N. Stauskas,62,40
256,3,8:02.0,P. George makes 2-pt jump shot at rim (assist by L. Allen),,64,40
257,3,7:56.0,,Personal foul by I. Mahinmi (drawn by J. Okafor),64,40
258,3,7:46.0,,Turnover by R. Covington (traveling),64,40
259,3,7:29.0,P. George makes 3-pt jump shot from 26 ft (assist by M. Ellis),,67,40
260,3,7:16.0,,I. Canaan makes 3-pt jump shot from 23 ft,67,43
261,3,7:06.0,Offensive foul by P. George (drawn by R. Covington),,67,43
262,3,7:06.0,Turnover by P. George (offensive foul),,67,43
263,3,6:51.0,,Turnover by J. Okafor (lost ball),67,43
264,3,6:39.0,L. Allen misses 2-pt jump shot from 19 ft,,67,43
265,3,6:36.0,,Defensive rebound by R. Covington,67,43
266,3,6:30.0,,I. Canaan misses 3-pt jump shot from 26 ft,67,43
267,3,6:28.0,Defensive rebound by I. Mahinmi,,67,43
268,3,6:23.0,C. Miles misses 3-pt jump shot from 26 ft,,67,43
269,3,6:21.0,,Defensive rebound by H. Thompson,67,43
270,3,6:09.0,,J. Okafor makes 2-pt jump shot from 6 ft,67,45
271,3,5:52.0,P. George makes 2-pt jump shot from 18 ft (assist by C. Miles),,69,45
272,3,5:29.0,,H. Thompson misses 3-pt jump shot from 24 ft,69,45
273,3,5:27.0,Defensive rebound by M. Ellis,,69,45
274,3,5:18.0,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Ellis),,72,45
275,3,5:00.0,,R. Covington misses 3-pt jump shot from 26 ft,72,45
276,3,4:58.0,Defensive rebound by L. Allen,,72,45
277,3,4:53.0,Turnover by M. Ellis (bad pass),,72,45
278,3,4:53.0,,J. Sampson enters the game for N. Noel,72,45
279,3,4:53.0,,Philadelphia full timeout,72,45
280,3,4:53.0,C. Budinger enters the game for L. Allen,,72,45
281,3,4:53.0,,P. Pressey enters the game for I. Canaan,72,45
282,3,4:46.0,,Offensive foul by R. Covington (drawn by M. Ellis),72,45
283,3,4:46.0,,Turnover by R. Covington (offensive foul),72,45
284,3,4:35.0,Personal foul by H. Thompson (drawn by C. Miles),,72,45
285,3,4:27.0,P. George misses 3-pt jump shot from 27 ft,,72,45
286,3,4:25.0,,Defensive rebound by R. Covington,72,45
287,3,4:18.0,,R. Covington misses 2-pt layup from 2 ft (block by I. Mahinmi),72,45
288,3,4:15.0,Defensive rebound by I. Mahinmi,,72,45
289,3,4:10.0,Turnover by M. Ellis (bad pass; steal by H. Thompson),,72,45
290,3,4:06.0,,Turnover by P. Pressey (bad pass; steal by I. Mahinmi),72,45
291,3,4:00.0,Personal foul by P. Pressey (drawn by C. Miles),,72,45
292,3,3:56.0,P. George makes 2-pt layup from 2 ft (assist by C. Miles),,74,45
293,3,3:40.0,,Personal block foul by C. Budinger (drawn by R. Covington),74,45
294,3,3:40.0,,T. McConnell enters the game for P. Pressey,74,45
295,3,3:30.0,,T. McConnell makes 2-pt jump shot from 7 ft,74,47
296,3,3:16.0,P. George makes 2-pt layup from 1 ft (assist by M. Ellis),,76,47
297,3,3:16.0,Shooting foul by R. Covington (drawn by P. George),,76,47
298,3,3:16.0,,C. Wood enters the game for J. Okafor,76,47
299,3,3:16.0,,J. Grant enters the game for R. Covington,76,47
300,3,3:16.0,J. Hill enters the game for I. Mahinmi,,76,47
301,3,3:16.0,P. George makes free throw 1 of 1,,77,47
302,3,3:08.0,,J. Sampson makes 2-pt layup from 2 ft,77,49
303,3,2:52.0,C. Budinger misses 2-pt jump shot from 11 ft,,77,49
304,3,2:50.0,,Defensive rebound by T. McConnell,77,49
305,3,2:36.0,,T. McConnell makes 2-pt jump shot from 14 ft,77,51
306,3,2:23.0,C. Miles makes 2-pt jump shot from 13 ft (assist by M. Ellis),,79,51
307,3,2:09.0,,Personal foul by M. Ellis (drawn by J. Grant),79,51
308,3,2:09.0,,J. Grant makes free throw 1 of 2,79,52
309,3,2:09.0,J. Young enters the game for M. Ellis,,79,52
310,3,2:09.0,,J. Grant makes free throw 2 of 2,79,53
311,3,1:59.0,Personal foul by J. Sampson (drawn by J. Hill),,79,53
312,3,1:59.0,J. Hill makes free throw 1 of 2,,80,53
313,3,1:59.0,J. Hill makes free throw 2 of 2,,81,53
314,3,1:47.0,,J. Sampson makes 2-pt jump shot at rim (assist by T. McConnell),81,55
315,3,1:38.0,P. George makes 2-pt jump shot from 21 ft,,83,55
316,3,1:25.0,,T. McConnell makes 2-pt jump shot from 9 ft,83,57
317,3,1:16.0,J. Young misses 2-pt jump shot from 3 ft (block by C. Wood),,83,57
318,3,1:14.0,,Defensive rebound by H. Thompson,83,57
319,3,1:07.0,,T. McConnell makes 3-pt jump shot from 24 ft (assist by J. Grant),83,60
320,3,0:47.0,Shooting foul by J. Sampson (drawn by P. George),,83,60
321,3,0:47.0,P. George makes free throw 1 of 2,,84,60
322,3,0:47.0,P. George misses free throw 2 of 2,,84,60
323,3,0:46.0,,Defensive rebound by C. Wood,84,60
324,3,0:38.0,,J. Grant makes 2-pt layup from 3 ft (assist by T. McConnell),84,62
325,3,0:22.0,P. George misses 3-pt jump shot from 26 ft,,84,62
326,3,0:20.0,,Defensive rebound by H. Thompson,84,62
327,3,0:04.0,,Turnover by T. McConnell (bad pass; steal by J. Hill),84,62
328,3,0:01.0,C. Budinger misses 3-pt jump shot from 39 ft,,84,62
329,3,0:00.0,Offensive rebound by Team,,84,62
330,4,11:40.0,,T. McConnell makes 2-pt jump shot from 16 ft,84,64
331,4,11:24.0,C. Budinger makes 3-pt jump shot from 26 ft (assist by P. George),,87,64
332,4,11:10.0,,C. Wood misses 2-pt jump shot from 22 ft,87,64
333,4,11:07.0,Defensive rebound by J. Young,,87,64
334,4,10:52.0,J. Hill misses 2-pt jump shot from 4 ft (block by C. Wood),,87,64
335,4,10:48.0,Offensive rebound by J. Hill,,87,64
336,4,10:48.0,Shooting foul by C. Wood (drawn by C. Budinger),,87,64
337,4,10:48.0,C. Budinger makes free throw 1 of 2,,88,64
338,4,10:48.0,,J. Okafor enters the game for C. Wood,88,64
339,4,10:48.0,,N. Stauskas enters the game for H. Thompson,88,64
340,4,10:48.0,,I. Canaan enters the game for T. McConnell,88,64
341,4,10:48.0,C. Budinger makes free throw 2 of 2,,89,64
342,4,10:26.0,,J. Okafor misses 2-pt jump shot from 3 ft (block by J. Hill),89,64
343,4,10:23.0,,Offensive rebound by J. Grant,89,64
344,4,10:23.0,,Turnover by Team (shot clock),89,64
345,4,10:07.0,C. Budinger misses 2-pt jump shot from 9 ft,,89,64
346,4,10:05.0,,Defensive rebound by J. Sampson,89,64
347,4,10:03.0,,Turnover by J. Sampson (bad pass; steal by J. Young),89,64
348,4,9:53.0,Turnover by G. Robinson (bad pass),,89,64
349,4,9:38.0,,N. Stauskas misses 2-pt jump shot from 4 ft (block by C. Budinger),89,64
350,4,9:35.0,Defensive rebound by G. Robinson,,89,64
351,4,9:24.0,C. Budinger misses 3-pt jump shot from 25 ft,,89,64
352,4,9:22.0,Offensive rebound by C. Budinger,,89,64
353,4,9:20.0,Turnover by C. Budinger (lost ball; steal by J. Okafor),,89,64
354,4,9:11.0,,J. Okafor makes 2-pt layup from 2 ft,89,66
355,4,8:46.0,J. Hill misses 2-pt jump shot from 3 ft (block by I. Canaan),,89,66
356,4,8:45.0,Offensive rebound by J. Hill,,89,66
357,4,8:44.0,Turnover by Team (shot clock),,89,66
358,4,8:44.0,Official timeout,,89,66
359,4,8:44.0,,R. Covington enters the game for J. Sampson,89,66
360,4,8:44.0,C. Miles enters the game for P. George,,89,66
361,4,8:44.0,I. Mahinmi enters the game for J. Hill,,89,66
362,4,8:26.0,,J. Okafor misses 2-pt layup from 2 ft (block by I. Mahinmi),89,66
363,4,8:24.0,,Offensive rebound by J. Okafor,89,66
364,4,8:24.0,,J. Okafor makes 2-pt dunk at rim,89,68
365,4,8:10.0,J. Young misses 2-pt jump shot from 8 ft,,89,68
366,4,8:08.0,,Defensive rebound by R. Covington,89,68
367,4,8:03.0,,R. Covington misses 3-pt jump shot from 26 ft,89,68
368,4,7:59.0,Defensive rebound by G. Robinson,,89,68
369,4,7:52.0,C. Miles misses 2-pt layup from 2 ft,,89,68
370,4,7:50.0,,Defensive rebound by J. Okafor,89,68
371,4,7:28.0,,R. Covington misses 2-pt jump shot from 3 ft,89,68
372,4,7:26.0,Defensive rebound by C. Miles,,89,68
373,4,7:21.0,G. Robinson makes 3-pt jump shot from 22 ft (assist by C. Miles),,92,68
374,4,6:55.0,,Shooting foul by I. Mahinmi (drawn by J. Okafor),92,68
375,4,6:55.0,,J. Okafor makes free throw 1 of 2,92,69
376,4,6:55.0,,J. Okafor misses free throw 2 of 2,92,69
377,4,6:55.0,Defensive rebound by C. Budinger,,92,69
378,4,6:34.0,C. Budinger makes 2-pt jump shot from 16 ft (assist by J. Young),,94,69
379,4,6:24.0,,J. Grant makes 2-pt jump shot from 6 ft (assist by R. Covington),94,71
380,4,6:13.0,Shooting foul by N. Stauskas (drawn by J. Young),,94,71
381,4,6:13.0,J. Young makes free throw 1 of 2,,95,71
382,4,6:13.0,J. Young makes free throw 2 of 2,,96,71
383,4,6:13.0,,Philadelphia full timeout,96,71
384,4,6:13.0,S. Hill enters the game for C. Miles,,96,71
385,4,6:13.0,,J. Sampson enters the game for J. Grant,96,71
386,4,6:13.0,,P. Pressey enters the game for N. Stauskas,96,71
387,4,6:13.0,,C. Wood enters the game for R. Covington,96,71
388,4,6:13.0,,H. Thompson enters the game for I. Canaan,96,71
389,4,5:49.0,,Turnover by P. Pressey (bad pass; steal by G. Robinson),96,71
