,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA LAKERS_ACTION,SACRAMENTO_SCORE,LA LAKERS_SCORE
0,1,11:41.0,B. McLemore makes 2-pt layup from 2 ft (assist by R. Rondo),,2,0
1,1,11:19.0,,J. Clarkson misses 2-pt jump shot from 5 ft,2,0
2,1,11:18.0,Defensive rebound by W. Cauley-Stein,,2,0
3,1,11:10.0,Turnover by B. McLemore (lost ball; steal by R. Hibbert),,2,0
4,1,11:01.0,,J. Randle misses 2-pt jump shot from 22 ft,2,0
5,1,10:59.0,Defensive rebound by R. Rondo,,2,0
6,1,10:56.0,Turnover by R. Rondo (bad pass; steal by R. Hibbert),,2,0
7,1,10:43.0,,J. Clarkson misses 2-pt jump shot from 20 ft,2,0
8,1,10:39.0,Defensive rebound by R. Gay,,2,0
9,1,10:32.0,R. Rondo makes 2-pt layup at rim,,4,0
10,1,10:20.0,,J. Randle misses 2-pt layup from 1 ft (block by R. Gay),4,0
11,1,10:17.0,Defensive rebound by D. Cousins,,4,0
12,1,10:15.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),,6,0
13,1,9:53.0,,L. Williams makes 2-pt jump shot from 6 ft,6,2
14,1,9:43.0,D. Cousins misses 2-pt jump shot from 13 ft,,6,2
15,1,9:39.0,,Defensive rebound by J. Randle,6,2
16,1,9:28.0,,R. Hibbert makes 2-pt jump shot from 18 ft,6,4
17,1,9:11.0,R. Rondo misses 2-pt jump shot from 19 ft,,6,4
18,1,9:09.0,,Defensive rebound by K. Bryant,6,4
19,1,8:53.0,,J. Clarkson misses 3-pt jump shot from 23 ft,6,4
20,1,8:51.0,Defensive rebound by B. McLemore,,6,4
21,1,8:44.0,R. Gay makes 3-pt jump shot from 24 ft (assist by D. Cousins),,9,4
22,1,8:28.0,,R. Hibbert makes 2-pt jump shot from 16 ft (assist by L. Williams),9,6
23,1,8:14.0,W. Cauley-Stein misses 2-pt layup at rim,,9,6
24,1,8:11.0,,Defensive rebound by J. Clarkson,9,6
25,1,7:59.0,,J. Randle misses 2-pt jump shot from 4 ft (block by R. Gay),9,6
26,1,7:54.0,,Offensive rebound by J. Randle,9,6
27,1,7:54.0,,J. Randle misses 2-pt layup at rim,9,6
28,1,7:53.0,Defensive rebound by D. Cousins,,9,6
29,1,7:46.0,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),,11,6
30,1,7:34.0,,L. Williams makes 2-pt jump shot from 13 ft,11,8
31,1,7:12.0,Shooting foul by R. Hibbert (drawn by R. Gay),,11,8
32,1,7:12.0,R. Gay makes free throw 1 of 2,,12,8
33,1,7:12.0,R. Gay misses free throw 2 of 2,,12,8
34,1,7:10.0,Offensive rebound by R. Rondo,,12,8
35,1,6:58.0,D. Cousins makes 2-pt layup at rim,,14,8
36,1,6:42.0,,Turnover by J. Randle (lost ball; steal by R. Gay),14,8
37,1,6:40.0,Personal foul by J. Clarkson (drawn by R. Gay),,14,8
38,1,6:33.0,R. Gay misses 2-pt layup at rim,,14,8
39,1,6:30.0,,Defensive rebound by L. Williams,14,8
40,1,6:17.0,,R. Hibbert misses 2-pt jump shot from 19 ft,14,8
41,1,6:15.0,Defensive rebound by R. Gay,,14,8
42,1,6:14.0,Personal take foul by K. Bryant (drawn by R. Rondo),,14,8
43,1,6:01.0,B. McLemore misses 3-pt jump shot from 23 ft,,14,8
44,1,6:00.0,,Defensive rebound by R. Hibbert,14,8
45,1,5:51.0,,J. Clarkson makes 2-pt jump shot from 17 ft,14,10
46,1,5:46.0,,LA Lakers full timeout,14,10
47,1,5:46.0,,D. Russell enters the game for J. Randle,14,10
48,1,5:46.0,,R. Kelly enters the game for J. Clarkson,14,10
49,1,5:26.0,R. Rondo misses 3-pt jump shot from 23 ft,,14,10
50,1,5:25.0,Offensive rebound by D. Cousins,,14,10
51,1,5:22.0,D. Cousins makes 2-pt dunk at rim,,16,10
52,1,5:00.0,,K. Bryant makes 2-pt jump shot from 18 ft,16,12
53,1,4:44.0,B. McLemore misses 2-pt jump shot from 14 ft,,16,12
54,1,4:42.0,,Defensive rebound by L. Williams,16,12
55,1,4:31.0,,R. Kelly misses 3-pt jump shot from 24 ft,16,12
56,1,4:26.0,Defensive rebound by D. Cousins,,16,12
57,1,4:26.0,Shooting foul by D. Russell (drawn by W. Cauley-Stein),,16,12
58,1,4:26.0,W. Cauley-Stein misses free throw 1 of 2,,16,12
59,1,4:26.0,Offensive rebound by Team,,16,12
60,1,4:26.0,M. Belinelli enters the game for B. McLemore,,16,12
61,1,4:26.0,W. Cauley-Stein makes free throw 2 of 2,,17,12
62,1,4:09.0,,K. Bryant misses 2-pt hook shot from 5 ft,17,12
63,1,4:05.0,Defensive rebound by R. Gay,,17,12
64,1,4:01.0,Turnover by R. Gay (bad pass; steal by R. Hibbert),,17,12
65,1,3:56.0,,R. Kelly makes 2-pt dunk at rim (assist by D. Russell),17,14
66,1,3:43.0,Personal foul by L. Williams,,17,14
67,1,3:43.0,D. Cousins makes free throw 1 of 2,,18,14
68,1,3:43.0,O. Casspi enters the game for W. Cauley-Stein,,18,14
69,1,3:43.0,K. Koufos enters the game for R. Gay,,18,14
70,1,3:43.0,,B. Bass enters the game for R. Hibbert,18,14
71,1,3:43.0,,A. Brown enters the game for K. Bryant,18,14
72,1,3:43.0,D. Cousins misses free throw 2 of 2,,18,14
73,1,3:39.0,,Defensive rebound by B. Bass,18,14
74,1,3:29.0,,L. Williams misses 2-pt layup at rim,18,14
75,1,3:26.0,Defensive rebound by D. Cousins,,18,14
76,1,3:24.0,R. Rondo makes 2-pt dunk at rim (assist by D. Cousins),,20,14
77,1,3:24.0,Shooting foul by R. Kelly (drawn by R. Rondo),,20,14
78,1,3:24.0,R. Rondo makes free throw 1 of 1,,21,14
79,1,3:10.0,,R. Kelly misses 3-pt jump shot from 24 ft,21,14
80,1,3:09.0,Defensive rebound by K. Koufos,,21,14
81,1,3:07.0,Turnover by R. Rondo (bad pass),,21,14
82,1,2:47.0,,D. Russell misses 2-pt layup from 1 ft (block by K. Koufos),21,14
83,1,2:44.0,Defensive rebound by K. Koufos,,21,14
84,1,2:28.0,K. Koufos makes 2-pt layup from 1 ft (assist by R. Rondo),,23,14
85,1,2:21.0,,LA Lakers full timeout,23,14
86,1,2:21.0,Sacramento full timeout,,23,14
87,1,2:21.0,W. Cauley-Stein enters the game for D. Cousins,,23,14
