,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
51,1,5:19.0,,Turnover by E. Payton (bad pass),14,12
52,1,5:19.0,,Orlando full timeout,14,12
53,1,5:19.0,N. Young enters the game for M. World Peace,,14,12
54,1,5:19.0,L. Williams enters the game for J. Clarkson,,14,12
55,1,5:19.0,,A. Gordon enters the game for T. Harris,14,12
56,1,5:19.0,,S. Napier enters the game for D. Dedmon,14,12
57,1,5:19.0,,N. Vučević enters the game for V. Oladipo,14,12
58,1,5:19.0,,M. Hezonja enters the game for E. Payton,14,12
59,1,5:07.0,Personal foul by A. Gordon (drawn by J. Randle),,14,12
60,1,4:54.0,N. Young makes 3-pt jump shot from 24 ft (assist by J. Randle),,17,12
61,1,4:34.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by E. Fournier),17,15
62,1,4:15.0,J. Randle makes 2-pt jump shot from 8 ft (assist by R. Hibbert),,19,15
63,1,3:49.0,,N. Vučević makes 2-pt jump shot from 11 ft,19,17
64,1,3:30.0,R. Hibbert makes 2-pt layup from 2 ft,,21,17
65,1,3:19.0,,M. Hezonja misses 3-pt jump shot from 25 ft,21,17
66,1,3:18.0,Defensive rebound by R. Hibbert,,21,17
67,1,3:08.0,D. Russell misses 2-pt jump shot from 14 ft,,21,17
68,1,3:08.0,,Defensive rebound by N. Vučević,21,17
69,1,2:56.0,,N. Vučević makes 2-pt layup at rim (assist by E. Fournier),21,19
70,1,2:38.0,R. Hibbert misses 2-pt jump shot from 15 ft,,21,19
71,1,2:38.0,,Defensive rebound by A. Gordon,21,19
72,1,2:32.0,,S. Napier misses 3-pt jump shot from 24 ft,21,19
73,1,2:29.0,Defensive rebound by R. Hibbert,,21,19
74,1,2:26.0,Turnover by R. Hibbert (bad pass; steal by E. Fournier),,21,19
75,1,2:19.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by N. Vučević),21,22
76,1,1:55.0,Turnover by D. Russell (bad pass; steal by S. Napier),,21,22
77,1,1:43.0,,Shooting foul by J. Randle (drawn by E. Fournier),21,22
78,1,1:43.0,LA Lakers full timeout,,21,22
79,1,1:43.0,L. Nance enters the game for J. Randle,,21,22
80,1,1:43.0,T. Black enters the game for R. Hibbert,,21,22
81,1,1:43.0,,E. Fournier makes free throw 1 of 2,21,23
82,1,1:43.0,,E. Fournier misses free throw 2 of 2,21,23
83,1,1:43.0,Defensive rebound by T. Black,,21,23
84,1,1:32.0,L. Williams misses 3-pt jump shot from 24 ft,,21,23
85,1,1:31.0,Offensive rebound by L. Nance,,21,23
86,1,1:25.0,N. Young misses 3-pt jump shot from 26 ft,,21,23
87,1,1:24.0,,Defensive rebound by A. Gordon,21,23
88,1,1:23.0,,Personal foul by D. Russell (drawn by A. Gordon),21,23
89,1,1:23.0,,A. Gordon makes free throw 1 of 2,21,24
90,1,1:23.0,,D. Marble enters the game for E. Fournier,21,24
91,1,1:23.0,,A. Gordon misses free throw 2 of 2,21,24
92,1,1:22.0,Defensive rebound by T. Black,,21,24
93,1,1:08.0,Turnover by D. Russell (bad pass),,21,24
94,1,0:57.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by S. Napier),21,26
95,1,0:44.0,N. Young makes 2-pt jump shot from 14 ft (assist by L. Nance),,23,26
96,1,0:28.0,,M. Hezonja misses 2-pt jump shot from 21 ft,23,26
97,1,0:28.0,Defensive rebound by L. Nance,,23,26
98,1,0:04.0,L. Williams makes 2-pt jump shot from 9 ft,,25,26
99,1,0:00.0,,Turnover by S. Napier (lost ball),25,26
100,2,11:57.0,,Turnover by N. Vučević (bad pass; steal by M. Huertas),25,26
101,2,11:35.0,N. Young misses 3-pt jump shot from 31 ft,,25,26
102,2,11:33.0,,Defensive rebound by D. Marble,25,26
103,2,11:10.0,,Personal foul by N. Young (drawn by M. Hezonja),25,26
104,2,10:59.0,,D. Marble misses 3-pt jump shot from 25 ft,25,26
105,2,10:58.0,,Offensive rebound by M. Hezonja,25,26
106,2,10:58.0,,Shooting foul by L. Nance (drawn by M. Hezonja),25,26
107,2,10:58.0,,M. Hezonja makes free throw 1 of 2,25,27
108,2,10:58.0,,T. Harris enters the game for A. Gordon,25,27
109,2,10:58.0,,M. Hezonja makes free throw 2 of 2,25,28
110,2,10:46.0,Turnover by M. Huertas (lost ball; steal by D. Marble),,25,28
111,2,10:39.0,,D. Marble misses 2-pt layup from 2 ft (block by T. Black),25,28
112,2,10:37.0,Defensive rebound by L. Williams,,25,28
113,2,10:33.0,L. Nance makes 2-pt layup from 1 ft (assist by L. Williams),,27,28
114,2,10:09.0,,N. Vučević misses 2-pt jump shot from 16 ft,27,28
115,2,10:09.0,Defensive rebound by L. Williams,,27,28
116,2,9:58.0,T. Black misses 2-pt hook shot from 7 ft,,27,28
117,2,9:57.0,,Defensive rebound by M. Hezonja,27,28
118,2,9:45.0,,Shooting foul by T. Black (drawn by M. Hezonja),27,28
119,2,9:45.0,,M. Hezonja makes free throw 1 of 2,27,29
120,2,9:45.0,,C. Frye enters the game for N. Vučević,27,29
121,2,9:45.0,,M. Hezonja makes free throw 2 of 2,27,30
122,2,9:32.0,M. Huertas makes 2-pt jump shot from 11 ft,,29,30
123,2,9:21.0,,D. Marble misses 2-pt jump shot from 20 ft,29,30
124,2,9:20.0,Defensive rebound by M. Huertas,,29,30
125,2,9:08.0,T. Black misses 2-pt layup from 2 ft,,29,30
126,2,9:07.0,Offensive rebound by T. Black,,29,30
127,2,9:01.0,Turnover by N. Young (bad pass),,29,30
128,2,8:41.0,,D. Marble misses 3-pt jump shot from 23 ft,29,30
129,2,8:40.0,Defensive rebound by M. Huertas,,29,30
130,2,8:30.0,L. Nance makes 2-pt jump shot from 19 ft (assist by M. Huertas),,31,30
131,2,8:17.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by S. Napier),31,33
132,2,7:56.0,L. Nance makes 2-pt jump shot from 20 ft (assist by M. Huertas),,33,33
133,2,7:38.0,,S. Napier makes 2-pt layup from 1 ft,33,35
134,2,7:30.0,LA Lakers full timeout,,33,35
135,2,7:30.0,,E. Fournier enters the game for M. Hezonja,33,35
136,2,7:30.0,,E. Payton enters the game for D. Marble,33,35
137,2,7:30.0,M. World Peace enters the game for N. Young,,33,35
138,2,7:30.0,B. Bass enters the game for T. Black,,33,35
139,2,7:15.0,M. World Peace makes 2-pt jump shot from 16 ft (assist by B. Bass),,35,35
140,2,6:50.0,,E. Payton misses 2-pt layup from 2 ft,35,35
141,2,6:49.0,Defensive rebound by Team,,35,35
142,2,6:49.0,,Loose ball foul by T. Harris (drawn by M. Huertas),35,35
143,2,6:49.0,J. Clarkson enters the game for M. Huertas,,35,35
144,2,6:33.0,B. Bass misses 2-pt jump shot from 10 ft,,35,35
145,2,6:33.0,,Defensive rebound by E. Fournier,35,35
146,2,6:22.0,,S. Napier misses 2-pt jump shot from 18 ft,35,35
147,2,6:21.0,Defensive rebound by B. Bass,,35,35
148,2,6:12.0,L. Williams makes 2-pt jump shot from 15 ft,,37,35
149,2,5:53.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by E. Payton),37,38
150,2,5:37.0,L. Nance makes 2-pt jump shot from 6 ft (assist by L. Williams),,39,38
151,2,5:29.0,,T. Harris misses 3-pt jump shot from 25 ft,39,38
152,2,5:28.0,Defensive rebound by L. Williams,,39,38
153,2,5:21.0,Turnover by J. Clarkson (lost ball; steal by E. Payton),,39,38
154,2,5:10.0,,S. Napier misses 3-pt jump shot from 23 ft,39,38
155,2,5:09.0,Defensive rebound by M. World Peace,,39,38
156,2,4:53.0,L. Williams misses 3-pt jump shot from 25 ft,,39,38
157,2,4:52.0,,Defensive rebound by E. Payton,39,38
158,2,4:44.0,,Personal foul by B. Bass (drawn by E. Payton),39,38
159,2,4:44.0,Official timeout,,39,38
160,2,4:44.0,D. Russell enters the game for L. Williams,,39,38
161,2,4:44.0,J. Randle enters the game for L. Nance,,39,38
162,2,4:44.0,,M. Hezonja enters the game for S. Napier,39,38
163,2,4:31.0,,C. Frye makes 2-pt hook shot from 3 ft (assist by E. Payton),39,40
164,2,4:16.0,J. Clarkson misses 3-pt jump shot from 25 ft,,39,40
165,2,4:15.0,Offensive rebound by B. Bass,,39,40
166,2,3:58.0,D. Russell misses 3-pt jump shot from 25 ft,,39,40
167,2,3:57.0,,Defensive rebound by T. Harris,39,40
168,2,3:43.0,,E. Payton misses 2-pt layup from 1 ft,39,40
169,2,3:43.0,Defensive rebound by J. Randle,,39,40
170,2,3:39.0,J. Randle misses 2-pt jump shot from 11 ft (block by C. Frye),,39,40
171,2,3:39.0,Offensive rebound by Team,,39,40
172,2,3:30.0,Personal foul by M. Hezonja (drawn by M. World Peace),,39,40
173,2,3:23.0,B. Bass makes 2-pt layup from 2 ft (assist by M. World Peace),,41,40
174,2,3:11.0,,E. Fournier misses 3-pt jump shot from 24 ft,41,40
175,2,3:10.0,Defensive rebound by J. Randle,,41,40
176,2,2:56.0,B. Bass misses 2-pt layup at rim,,41,40
177,2,2:56.0,,Defensive rebound by E. Payton,41,40
178,2,2:47.0,,E. Fournier misses 2-pt layup from 2 ft,41,40
179,2,2:46.0,,Offensive rebound by T. Harris,41,40
180,2,2:39.0,,E. Payton misses 2-pt layup at rim,41,40
181,2,2:39.0,,Offensive rebound by E. Payton,41,40
182,2,2:39.0,,E. Payton misses 2-pt layup at rim,41,40
183,2,2:38.0,Defensive rebound by D. Russell,,41,40
184,2,2:38.0,Personal foul by E. Fournier (drawn by D. Russell),,41,40
185,2,2:38.0,,Orlando full timeout,41,40
186,2,2:25.0,M. World Peace misses 2-pt layup from 1 ft (block by M. Hezonja),,41,40
187,2,2:24.0,,Defensive rebound by E. Payton,41,40
188,2,2:18.0,,Shooting foul by J. Randle (drawn by E. Payton),41,40
189,2,2:18.0,,E. Payton misses free throw 1 of 2,41,40
190,2,2:18.0,,Offensive rebound by Team,41,40
191,2,2:18.0,,E. Payton misses free throw 2 of 2,41,40
192,2,2:17.0,Defensive rebound by J. Randle,,41,40
193,2,1:58.0,M. World Peace makes 2-pt jump shot from 18 ft (assist by J. Randle),,43,40
194,2,1:35.0,,M. Hezonja misses 3-pt jump shot from 23 ft,43,40
195,2,1:33.0,Defensive rebound by B. Bass,,43,40
196,2,1:29.0,Personal foul by E. Fournier (drawn by J. Clarkson),,43,40
197,2,1:18.0,D. Russell misses 3-pt jump shot from 24 ft,,43,40
198,2,1:17.0,,Defensive rebound by E. Fournier,43,40
199,2,1:11.0,,E. Fournier makes 2-pt layup from 1 ft,43,42
200,2,1:11.0,,Shooting foul by B. Bass (drawn by E. Fournier),43,42
201,2,1:11.0,,E. Fournier makes free throw 1 of 1,43,43
202,2,0:50.0,B. Bass makes 2-pt dunk at rim (assist by J. Clarkson),,45,43
203,2,0:41.0,,T. Harris misses 2-pt jump shot from 12 ft,45,43
204,2,0:40.0,,Offensive rebound by C. Frye,45,43
205,2,0:40.0,,C. Frye misses 2-pt layup at rim,45,43
206,2,0:40.0,,Offensive rebound by C. Frye,45,43
207,2,0:40.0,,C. Frye makes 2-pt layup at rim,45,45
208,2,0:33.0,Turnover by D. Russell (bad pass; steal by C. Frye),,45,45
209,2,0:28.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by E. Payton),45,48
210,2,0:08.0,J. Clarkson misses 2-pt jump shot from 18 ft,,45,48
211,2,0:06.0,Offensive rebound by B. Bass,,45,48
212,2,0:04.0,J. Clarkson misses 3-pt jump shot from 25 ft,,45,48
213,2,0:02.0,,Defensive rebound by C. Frye,45,48
214,3,11:45.0,,Turnover by E. Fournier (bad pass; steal by M. World Peace),45,48
215,3,11:28.0,M. World Peace misses 3-pt jump shot from 24 ft,,45,48
216,3,11:27.0,,Defensive rebound by T. Harris,45,48
217,3,11:17.0,,A. Gordon misses 2-pt jump shot from 16 ft,45,48
218,3,11:17.0,Defensive rebound by J. Randle,,45,48
219,3,11:03.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by J. Randle),,47,48
220,3,10:49.0,,E. Payton misses 2-pt jump shot from 8 ft,47,48
221,3,10:48.0,Defensive rebound by J. Randle,,47,48
222,3,10:44.0,Personal foul by D. Dedmon (drawn by R. Hibbert),,47,48
223,3,10:26.0,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Randle),,50,48
224,3,10:05.0,,T. Harris misses 2-pt layup from 2 ft (block by J. Randle),50,48
225,3,10:03.0,,Offensive rebound by A. Gordon,50,48
226,3,9:58.0,,T. Harris makes 2-pt jump shot from 12 ft (assist by A. Gordon),50,50
227,3,9:41.0,D. Russell misses 3-pt jump shot from 25 ft,,50,50
228,3,9:39.0,Offensive rebound by R. Hibbert,,50,50
229,3,9:39.0,Shooting foul by D. Dedmon (drawn by R. Hibbert),,50,50
230,3,9:39.0,R. Hibbert makes free throw 1 of 2,,51,50
231,3,9:39.0,R. Hibbert makes free throw 2 of 2,,52,50
232,3,9:26.0,,E. Payton misses 2-pt jump shot from 4 ft,52,50
233,3,9:25.0,,Offensive rebound by T. Harris,52,50
234,3,9:25.0,,T. Harris misses 2-pt layup from 1 ft,52,50
235,3,9:24.0,,Offensive rebound by E. Payton,52,50
236,3,9:23.0,,E. Payton misses 2-pt layup at rim,52,50
237,3,9:22.0,,Offensive rebound by E. Payton,52,50
238,3,9:21.0,,E. Payton misses 2-pt layup from 1 ft,52,50
239,3,9:20.0,Defensive rebound by J. Randle,,52,50
240,3,9:01.0,J. Clarkson misses 2-pt jump shot from 12 ft,,52,50
241,3,9:01.0,,Defensive rebound by D. Dedmon,52,50
242,3,8:46.0,,T. Harris misses 3-pt jump shot from 24 ft,52,50
243,3,8:44.0,,Offensive rebound by A. Gordon,52,50
244,3,8:35.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Fournier),52,53
245,3,8:21.0,J. Randle makes 2-pt layup from 1 ft,,54,53
246,3,8:21.0,Shooting foul by A. Gordon (drawn by J. Randle),,54,53
247,3,8:21.0,J. Randle misses free throw 1 of 1,,54,53
248,3,8:19.0,,Defensive rebound by T. Harris,54,53
249,3,8:08.0,,T. Harris misses 2-pt jump shot from 13 ft,54,53
250,3,8:07.0,,Offensive rebound by D. Dedmon,54,53
251,3,8:00.0,,Turnover by E. Fournier (bad pass; steal by R. Hibbert),54,53
252,3,7:54.0,D. Russell misses 2-pt layup from 2 ft,,54,53
253,3,7:54.0,,Defensive rebound by D. Dedmon,54,53
254,3,7:45.0,,D. Dedmon makes 2-pt jump shot from 9 ft (assist by E. Payton),54,55
255,3,7:19.0,Turnover by R. Hibbert (lost ball; steal by D. Dedmon),,54,55
256,3,7:12.0,,E. Fournier misses 3-pt jump shot from 24 ft,54,55
257,3,7:10.0,,Offensive rebound by A. Gordon,54,55
258,3,7:08.0,,Turnover by A. Gordon (lost ball; steal by D. Russell),54,55
259,3,7:02.0,J. Clarkson makes 2-pt jump shot from 7 ft (assist by D. Russell),,56,55
260,3,6:40.0,,A. Gordon misses 3-pt jump shot from 23 ft,56,55
261,3,6:39.0,Defensive rebound by M. World Peace,,56,55
262,3,6:15.0,J. Randle misses 3-pt jump shot from 26 ft,,56,55
263,3,6:13.0,,Defensive rebound by E. Payton,56,55
264,3,6:07.0,,E. Payton misses 2-pt jump shot from 1 ft (block by M. World Peace),56,55
265,3,6:05.0,,Offensive rebound by T. Harris,56,55
266,3,6:03.0,,T. Harris makes 2-pt jump shot from 7 ft,56,57
267,3,6:00.0,LA Lakers full timeout,,56,57
268,3,6:00.0,L. Nance enters the game for M. World Peace,,56,57
269,3,6:00.0,N. Young enters the game for J. Randle,,56,57
270,3,6:00.0,,S. Napier enters the game for D. Dedmon,56,57
271,3,6:00.0,,N. Vučević enters the game for E. Payton,56,57
272,3,5:38.0,R. Hibbert makes 2-pt dunk at rim (assist by J. Clarkson),,58,57
273,3,5:15.0,,S. Napier misses 3-pt jump shot from 24 ft,58,57
274,3,5:14.0,Defensive rebound by N. Young,,58,57
275,3,5:06.0,D. Russell makes 2-pt jump shot from 16 ft,,60,57
276,3,4:44.0,,S. Napier makes 2-pt jump shot from 18 ft (assist by E. Fournier),60,59
277,3,4:27.0,N. Young misses 3-pt jump shot from 24 ft,,60,59
278,3,4:25.0,,Defensive rebound by T. Harris,60,59
279,3,4:20.0,Offensive charge foul by T. Harris (drawn by N. Young),,60,59
280,3,4:20.0,,Turnover by T. Harris (offensive foul),60,59
281,3,4:20.0,L. Williams enters the game for D. Russell,,60,59
282,3,4:09.0,Turnover by J. Clarkson (bad pass),,60,59
283,3,3:56.0,,E. Fournier makes 2-pt layup from 1 ft,60,61
284,3,3:45.0,R. Hibbert makes 2-pt dunk at rim (assist by J. Clarkson),,62,61
285,3,3:25.0,,N. Vučević makes 2-pt jump shot from 6 ft,62,63
286,3,3:10.0,J. Clarkson makes 2-pt jump shot from 6 ft,,64,63
287,3,2:58.0,,Turnover by S. Napier (bad pass; steal by N. Young),64,63
288,3,2:55.0,Turnover by N. Young (lost ball),,64,63
289,3,2:55.0,,Orlando full timeout,64,63
290,3,2:55.0,,C. Frye enters the game for A. Gordon,64,63
291,3,2:55.0,B. Bass enters the game for R. Hibbert,,64,63
292,3,2:33.0,,S. Napier misses 2-pt layup from 2 ft,64,63
293,3,2:30.0,,Offensive rebound by C. Frye,64,63
294,3,2:30.0,,C. Frye makes 2-pt layup at rim,64,65
295,3,2:20.0,Shooting foul by C. Frye (drawn by L. Williams),,64,65
296,3,2:20.0,L. Williams makes free throw 1 of 3,,65,65
297,3,2:20.0,L. Williams misses free throw 2 of 3,,65,65
298,3,2:20.0,Offensive rebound by Team,,65,65
299,3,2:20.0,L. Williams makes free throw 3 of 3,,66,65
300,3,2:04.0,,Personal foul by B. Bass (drawn by E. Fournier),66,65
301,3,1:56.0,,E. Fournier misses 3-pt jump shot from 24 ft,66,65
302,3,1:54.0,Defensive rebound by B. Bass,,66,65
303,3,1:39.0,N. Young makes 2-pt jump shot from 16 ft (assist by J. Clarkson),,68,65
304,3,1:30.0,,N. Vučević makes 2-pt jump shot from 13 ft,68,67
305,3,1:12.0,Shooting foul by S. Napier (drawn by L. Williams),,68,67
306,3,1:12.0,L. Williams makes free throw 1 of 2,,69,67
307,3,1:12.0,R. Hibbert enters the game for B. Bass,,69,67
308,3,1:12.0,,M. Hezonja enters the game for T. Harris,69,67
309,3,1:12.0,L. Williams makes free throw 2 of 2,,70,67
310,3,0:57.0,,N. Vučević misses 2-pt jump shot from 9 ft,70,67
311,3,0:54.0,,Offensive rebound by C. Frye,70,67
312,3,0:51.0,,N. Vučević makes 2-pt dunk at rim (assist by S. Napier),70,69
313,3,0:41.0,Turnover by L. Williams (bad pass),,70,69
314,3,0:27.0,,S. Napier makes 2-pt jump shot from 11 ft,70,71
315,3,0:27.0,,Shooting foul by L. Nance (drawn by S. Napier),70,71
316,3,0:27.0,,S. Napier makes free throw 1 of 1,70,72
317,3,0:07.0,L. Williams misses 2-pt layup from 2 ft,,70,72
318,3,0:06.0,,Defensive rebound by N. Vučević,70,72
319,3,0:00.0,,C. Frye makes 2-pt jump shot from 23 ft (assist by N. Vučević),70,74
320,4,11:45.0,N. Young makes 3-pt jump shot from 24 ft (assist by M. Huertas),,73,74
321,4,11:28.0,,N. Vučević makes 2-pt jump shot from 14 ft,73,76
322,4,11:05.0,L. Nance makes 3-pt jump shot from 23 ft (assist by M. Huertas),,76,76
323,4,10:40.0,,E. Fournier makes 2-pt layup from 1 ft,76,78
324,4,10:24.0,B. Bass misses 2-pt layup from 1 ft (block by N. Vučević),,76,78
325,4,10:23.0,Offensive rebound by L. Nance,,76,78
326,4,10:22.0,L. Nance makes 2-pt hook shot from 3 ft,,78,78
327,4,10:04.0,,N. Vučević misses 2-pt jump shot from 19 ft,78,78
328,4,10:03.0,Defensive rebound by M. Huertas,,78,78
329,4,9:57.0,Personal foul by S. Napier (drawn by M. Huertas),,78,78
330,4,9:55.0,Turnover by M. Huertas (traveling),,78,78
331,4,9:40.0,,S. Napier makes 3-pt jump shot from 25 ft,78,81
332,4,9:24.0,Personal foul by M. Hezonja (drawn by N. Young),,78,81
333,4,9:15.0,B. Bass misses 2-pt layup from 1 ft,,78,81
334,4,9:14.0,,Defensive rebound by Team,78,81
335,4,9:03.0,,S. Napier misses 2-pt layup at rim,78,81
336,4,9:03.0,Defensive rebound by Team,,78,81
337,4,8:46.0,M. Huertas makes 3-pt jump shot from 25 ft (assist by B. Bass),,81,81
338,4,8:31.0,Official timeout,,81,81
339,4,8:31.0,,T. Harris enters the game for C. Frye,81,81
340,4,8:27.0,,E. Payton enters the game for M. Hezonja,81,81
341,4,8:27.0,R. Hibbert enters the game for B. Bass,,81,81
342,4,8:08.0,M. Huertas misses 3-pt jump shot from 24 ft,,81,81
343,4,8:07.0,,Defensive rebound by E. Payton,81,81
344,4,7:45.0,,E. Fournier misses 2-pt jump shot from 18 ft,81,81
345,4,7:44.0,Defensive rebound by N. Young,,81,81
346,4,7:35.0,L. Williams misses 2-pt jump shot from 15 ft,,81,81
347,4,7:34.0,,Defensive rebound by E. Payton,81,81
348,4,7:17.0,,S. Napier makes 3-pt jump shot from 24 ft,81,84
349,4,7:00.0,R. Hibbert makes 2-pt jump shot from 5 ft (assist by M. Huertas),,83,84
350,4,7:00.0,Shooting foul by E. Fournier (drawn by R. Hibbert),,83,84
351,4,7:00.0,D. Russell enters the game for N. Young,,83,84
352,4,7:00.0,M. World Peace enters the game for L. Nance,,83,84
353,4,7:00.0,J. Randle enters the game for M. Huertas,,83,84
354,4,7:00.0,R. Hibbert makes free throw 1 of 1,,84,84
355,4,6:42.0,,N. Vučević misses 2-pt layup from 1 ft,84,84
356,4,6:41.0,Defensive rebound by R. Hibbert,,84,84
357,4,6:20.0,D. Russell misses 2-pt jump shot from 16 ft,,84,84
358,4,6:19.0,,Defensive rebound by E. Fournier,84,84
359,4,6:09.0,,N. Vučević misses 2-pt jump shot from 20 ft,84,84
360,4,6:09.0,Defensive rebound by D. Russell,,84,84
361,4,5:59.0,Shooting foul by S. Napier (drawn by L. Williams),,84,84
362,4,5:59.0,,Orlando full timeout,84,84
363,4,5:59.0,L. Williams makes free throw 1 of 2,,85,84
364,4,5:59.0,L. Williams makes free throw 2 of 2,,86,84
365,4,5:47.0,,E. Fournier makes 2-pt jump shot from 14 ft,86,86
366,4,5:30.0,L. Williams misses 3-pt jump shot from 27 ft,,86,86
367,4,5:29.0,Offensive rebound by Team,,86,86
368,4,5:29.0,,Loose ball foul by T. Harris (drawn by R. Hibbert),86,86
369,4,5:29.0,R. Hibbert makes free throw 1 of 2,,87,86
370,4,5:29.0,R. Hibbert makes free throw 2 of 2,,88,86
371,4,5:15.0,,E. Fournier misses 2-pt jump shot from 18 ft,88,86
372,4,5:14.0,,Offensive rebound by E. Fournier,88,86
373,4,5:05.0,,E. Payton misses 2-pt jump shot from 4 ft (block by R. Hibbert),88,86
374,4,5:03.0,Defensive rebound by R. Hibbert,,88,86
375,4,4:49.0,J. Randle makes 2-pt dunk at rim (assist by L. Williams),,90,86
376,4,4:26.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by E. Fournier),90,89
377,4,4:06.0,J. Randle makes 2-pt jump shot from 4 ft,,92,89
378,4,3:48.0,,S. Napier makes 3-pt jump shot from 23 ft (assist by E. Payton),92,92
379,4,3:31.0,D. Russell makes 2-pt layup from 1 ft,,94,92
380,4,3:14.0,,Personal foul by L. Williams,94,92
381,4,3:07.0,,N. Vučević makes 2-pt dunk at rim (assist by E. Payton),94,94
382,4,2:54.0,D. Russell misses 2-pt jump shot from 16 ft,,94,94
383,4,2:52.0,,Defensive rebound by N. Vučević,94,94
384,4,2:41.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by E. Payton),94,97
385,4,2:41.0,LA Lakers full timeout,,94,97
386,4,2:28.0,Shooting foul by E. Fournier (drawn by J. Randle),,94,97
