,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
30,1,8:34.0,J. Crowder makes free throw 2 of 2,,9,13
31,1,8:14.0,,J. Teague misses 2-pt jump shot from 4 ft,9,13
32,1,8:10.0,Defensive rebound by A. Johnson,,9,13
33,1,8:05.0,J. Sullinger misses 2-pt jump shot from 19 ft,,9,13
34,1,8:04.0,,Defensive rebound by P. Millsap,9,13
35,1,7:51.0,,A. Horford misses 3-pt jump shot from 24 ft,9,13
36,1,7:50.0,Defensive rebound by A. Bradley,,9,13
37,1,7:38.0,Turnover by J. Sullinger (bad pass; steal by K. Bazemore),,9,13
38,1,7:34.0,,K. Bazemore makes 2-pt layup at rim,9,15
39,1,7:17.0,Personal foul by J. Teague,,9,15
40,1,7:08.0,J. Sullinger makes 2-pt jump shot from 20 ft (assist by I. Thomas),,11,15
41,1,6:53.0,,A. Horford misses 2-pt layup from 1 ft,11,15
42,1,6:52.0,,Offensive rebound by P. Millsap,11,15
43,1,6:41.0,,A. Horford misses 3-pt jump shot from 23 ft,11,15
44,1,6:39.0,Defensive rebound by J. Crowder,,11,15
45,1,6:32.0,A. Bradley misses 3-pt jump shot from 24 ft,,11,15
46,1,6:31.0,,Defensive rebound by A. Horford,11,15
47,1,6:22.0,,Turnover by P. Millsap (bad pass),11,15
48,1,6:22.0,,T. Hardaway enters the game for K. Bazemore,11,15
49,1,6:22.0,,K. Humphries enters the game for A. Horford,11,15
50,1,6:22.0,M. Smart enters the game for J. Sullinger,,11,15
51,1,6:09.0,I. Thomas makes 2-pt layup at rim,,13,15
52,1,5:55.0,,J. Teague misses 2-pt layup from 2 ft (block by A. Johnson),13,15
53,1,5:55.0,,Offensive rebound by Team,13,15
54,1,5:48.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by P. Millsap),13,18
55,1,5:30.0,I. Thomas makes 2-pt jump shot from 14 ft,,15,18
56,1,5:13.0,,K. Humphries makes 2-pt jump shot from 19 ft (assist by P. Millsap),15,20
57,1,4:59.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by A. Johnson),,18,20
58,1,4:53.0,,Atlanta full timeout,18,20
59,1,4:53.0,E. Turner enters the game for J. Crowder,,18,20
60,1,4:47.0,,J. Teague makes 2-pt layup at rim (assist by T. Sefolosha),18,22
61,1,4:29.0,A. Johnson misses 2-pt layup at rim (block by P. Millsap),,18,22
62,1,4:26.0,Offensive rebound by A. Johnson,,18,22
63,1,4:26.0,A. Johnson misses 2-pt hook shot from 2 ft,,18,22
64,1,4:26.0,,Defensive rebound by P. Millsap,18,22
65,1,4:26.0,,Personal foul by A. Bradley,18,22
66,1,4:26.0,,D. Schröder enters the game for J. Teague,18,22
67,1,4:04.0,,K. Humphries misses 2-pt jump shot from 10 ft,18,22
68,1,4:02.0,Defensive rebound by E. Turner,,18,22
69,1,3:57.0,E. Turner makes 2-pt jump shot from 15 ft,,20,22
70,1,3:40.0,,Shooting foul by A. Johnson (drawn by K. Humphries),20,22
71,1,3:40.0,,K. Humphries misses free throw 1 of 2,20,22
72,1,3:40.0,,Offensive rebound by Team,20,22
73,1,3:40.0,,K. Humphries makes free throw 2 of 2,20,23
74,1,3:26.0,Turnover by E. Turner (bad pass; steal by K. Humphries),,20,23
75,1,3:17.0,,P. Millsap misses 2-pt layup from 1 ft,20,23
76,1,3:16.0,,Offensive rebound by Team,20,23
77,1,3:16.0,,M. Scott enters the game for K. Humphries,20,23
78,1,3:16.0,K. Olynyk enters the game for I. Thomas,,20,23
79,1,3:10.0,,D. Schröder makes 2-pt jump shot from 18 ft,20,25
80,1,2:55.0,Personal foul by T. Sefolosha,,20,25
81,1,2:45.0,A. Johnson makes 2-pt hook shot from 5 ft (assist by M. Smart),,22,25
82,1,2:37.0,,Turnover by T. Sefolosha (step out of bounds),22,25
83,1,2:37.0,,A. Horford enters the game for P. Millsap,22,25
84,1,2:27.0,M. Smart makes 3-pt jump shot from 25 ft (assist by E. Turner),,25,25
85,1,2:14.0,,Personal block foul by A. Bradley,25,25
86,1,1:58.0,,T. Hardaway misses 3-pt jump shot from 24 ft,25,25
87,1,1:56.0,Defensive rebound by M. Smart,,25,25
88,1,1:49.0,A. Johnson makes 2-pt hook shot from 1 ft (assist by K. Olynyk),,27,25
89,1,1:31.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by D. Schröder),27,28
90,1,1:15.0,M. Smart makes 3-pt jump shot from 25 ft (assist by E. Turner),,30,28
91,1,1:00.0,,D. Schröder misses 2-pt layup from 1 ft,30,28
92,1,0:59.0,Defensive rebound by A. Johnson,,30,28
93,1,0:53.0,Shooting foul by M. Scott (drawn by K. Olynyk),,30,28
94,1,0:53.0,K. Olynyk makes free throw 1 of 2,,31,28
95,1,0:53.0,J. Jerebko enters the game for A. Bradley,,31,28
96,1,0:53.0,K. Olynyk makes free throw 2 of 2,,32,28
97,1,0:40.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by A. Horford),32,31
98,1,0:22.0,E. Turner misses 3-pt jump shot from 24 ft,,32,31
99,1,0:21.0,Offensive rebound by M. Smart,,32,31
100,1,0:20.0,M. Smart misses 2-pt layup from 1 ft,,32,31
101,1,0:19.0,,Defensive rebound by T. Sefolosha,32,31
102,1,0:00.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by A. Horford),32,34
103,2,11:48.0,Turnover by K. Olynyk (bad pass; steal by A. Horford),,32,34
104,2,11:37.0,,D. Schröder misses 3-pt jump shot from 24 ft,32,34
105,2,11:36.0,Defensive rebound by M. Smart,,32,34
106,2,11:21.0,M. Smart misses 3-pt jump shot from 22 ft,,32,34
107,2,11:19.0,Offensive rebound by J. Jerebko,,32,34
108,2,11:15.0,J. Jerebko misses 3-pt jump shot from 23 ft (block by A. Horford),,32,34
109,2,11:15.0,Offensive rebound by Team,,32,34
110,2,11:10.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by E. Turner),,35,34
111,2,10:59.0,,T. Hardaway makes 2-pt layup at rim (assist by A. Horford),35,36
112,2,10:42.0,,K. Korver enters the game for T. Hardaway,35,36
113,2,10:35.0,,Offensive charge foul by M. Smart (drawn by K. Korver),35,36
114,2,10:35.0,Turnover by M. Smart (offensive foul),,35,36
115,2,10:11.0,,A. Horford misses 2-pt jump shot from 7 ft,35,36
116,2,10:10.0,,Offensive rebound by Team,35,36
117,2,10:10.0,,Turnover by Team (shot clock),35,36
118,2,9:58.0,Shooting foul by A. Horford (drawn by K. Olynyk),,35,36
119,2,9:58.0,K. Olynyk makes free throw 1 of 2,,36,36
120,2,9:58.0,,K. Bazemore enters the game for T. Sefolosha,36,36
121,2,9:58.0,K. Olynyk misses free throw 2 of 2,,36,36
122,2,9:56.0,,Defensive rebound by A. Horford,36,36
123,2,9:48.0,,K. Korver misses 3-pt jump shot from 24 ft,36,36
124,2,9:47.0,Defensive rebound by Team,,36,36
125,2,9:34.0,E. Turner makes 2-pt layup at rim,,38,36
126,2,9:18.0,,D. Schröder misses 2-pt layup at rim (block by K. Olynyk),38,36
127,2,9:16.0,Defensive rebound by J. Jerebko,,38,36
128,2,9:11.0,J. Crowder makes 3-pt jump shot from 22 ft (assist by E. Turner),,41,36
129,2,9:11.0,Shooting foul by K. Bazemore (drawn by J. Crowder),,41,36
130,2,9:11.0,J. Crowder misses free throw 1 of 1,,41,36
131,2,9:09.0,,Defensive rebound by M. Scott,41,36
132,2,9:03.0,,K. Bazemore makes 2-pt layup from 1 ft,41,38
133,2,9:03.0,Boston full timeout,,41,38
134,2,9:03.0,,T. Sefolosha enters the game for K. Korver,41,38
135,2,9:03.0,,P. Millsap enters the game for M. Scott,41,38
136,2,8:51.0,M. Smart makes 2-pt layup from 1 ft,,43,38
137,2,8:33.0,,P. Millsap misses 2-pt jump shot from 15 ft,43,38
138,2,8:33.0,Defensive rebound by Team,,43,38
139,2,8:33.0,,Loose ball foul by A. Horford,43,38
140,2,8:33.0,,M. Scott enters the game for A. Horford,43,38
141,2,8:33.0,,K. Korver enters the game for T. Sefolosha,43,38
142,2,8:24.0,Turnover by M. Smart (bad pass; steal by K. Bazemore),,43,38
143,2,8:09.0,,Personal foul by K. Olynyk,43,38
144,2,8:09.0,T. Zeller enters the game for K. Olynyk,,43,38
145,2,8:05.0,,Personal foul by M. Smart,43,38
146,2,8:05.0,,J. Teague enters the game for D. Schröder,43,38
147,2,8:03.0,,Turnover by K. Bazemore (bad pass; steal by J. Crowder),43,38
148,2,7:52.0,J. Jerebko misses 2-pt layup at rim (block by K. Bazemore),,43,38
149,2,7:52.0,Offensive rebound by T. Zeller,,43,38
150,2,7:52.0,Shooting foul by K. Bazemore (drawn by T. Zeller),,43,38
151,2,7:52.0,T. Zeller misses free throw 1 of 2,,43,38
152,2,7:52.0,Offensive rebound by Team,,43,38
153,2,7:52.0,T. Zeller makes free throw 2 of 2,,44,38
154,2,7:42.0,,K. Bazemore misses 3-pt jump shot from 24 ft,44,38
155,2,7:39.0,,Offensive rebound by M. Scott,44,38
156,2,7:29.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by J. Teague),44,41
157,2,7:21.0,Turnover by J. Jerebko (bad pass; steal by K. Bazemore),,44,41
158,2,7:17.0,,K. Bazemore makes 2-pt layup from 1 ft,44,43
159,2,7:11.0,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),,46,43
160,2,7:11.0,Shooting foul by J. Teague (drawn by T. Zeller),,46,43
161,2,7:11.0,I. Thomas enters the game for J. Jerebko,,46,43
162,2,7:11.0,T. Zeller misses free throw 1 of 1,,46,43
163,2,7:09.0,,Defensive rebound by K. Bazemore,46,43
164,2,6:58.0,,P. Millsap misses 2-pt jump shot from 8 ft,46,43
165,2,6:56.0,,Offensive rebound by P. Millsap,46,43
166,2,6:55.0,,P. Millsap makes 2-pt layup at rim,46,45
167,2,6:49.0,Turnover by E. Turner (bad pass; steal by P. Millsap),,46,45
168,2,6:43.0,,Personal foul by E. Turner,46,45
169,2,6:36.0,,K. Korver misses 3-pt jump shot from 24 ft,46,45
170,2,6:36.0,Defensive rebound by Team,,46,45
171,2,6:19.0,I. Thomas makes 2-pt layup from 1 ft (assist by T. Zeller),,48,45
172,2,6:01.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by K. Bazemore),48,48
173,2,5:43.0,E. Turner makes 3-pt jump shot from 23 ft (assist by I. Thomas),,51,48
174,2,5:37.0,,Atlanta full timeout,51,48
175,2,5:37.0,,T. Sefolosha enters the game for K. Bazemore,51,48
176,2,5:37.0,A. Bradley enters the game for M. Smart,,51,48
177,2,5:24.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by M. Scott),51,51
178,2,5:01.0,,A. Horford enters the game for M. Scott,51,51
179,2,4:58.0,J. Crowder misses 3-pt jump shot from 24 ft,,51,51
180,2,4:57.0,,Defensive rebound by T. Sefolosha,51,51
181,2,4:49.0,,J. Teague makes 2-pt jump shot from 10 ft,51,53
182,2,4:33.0,A. Bradley makes 2-pt layup from 2 ft,,53,53
183,2,4:16.0,,Personal foul by I. Thomas,53,53
184,2,4:16.0,M. Smart enters the game for E. Turner,,53,53
185,2,4:16.0,,K. Bazemore enters the game for T. Sefolosha,53,53
186,2,4:09.0,,A. Horford makes 2-pt jump shot from 6 ft (assist by J. Teague),53,55
187,2,3:59.0,I. Thomas misses 3-pt jump shot from 25 ft,,53,55
188,2,3:58.0,Offensive rebound by J. Crowder,,53,55
189,2,3:57.0,J. Crowder misses 2-pt layup from 1 ft,,53,55
190,2,3:55.0,,Defensive rebound by P. Millsap,53,55
191,2,3:42.0,,A. Horford makes 3-pt jump shot from 23 ft (assist by J. Teague),53,58
192,2,3:22.0,I. Thomas misses 2-pt hook shot from 2 ft,,53,58
193,2,3:21.0,Offensive rebound by Team,,53,58
194,2,3:21.0,,T. Sefolosha enters the game for K. Korver,53,58
195,2,3:21.0,K. Olynyk enters the game for T. Zeller,,53,58
196,2,3:21.0,A. Johnson enters the game for J. Crowder,,53,58
197,2,3:21.0,,M. Scott enters the game for A. Horford,53,58
198,2,3:12.0,M. Smart makes 3-pt jump shot from 24 ft (assist by A. Johnson),,56,58
199,2,2:56.0,,P. Millsap misses 3-pt jump shot from 24 ft,56,58
200,2,2:55.0,Defensive rebound by K. Olynyk,,56,58
201,2,2:48.0,I. Thomas misses 2-pt layup from 1 ft (block by K. Bazemore),,56,58
202,2,2:45.0,,Defensive rebound by P. Millsap,56,58
203,2,2:37.0,,M. Scott misses 2-pt layup from 1 ft,56,58
204,2,2:36.0,Defensive rebound by K. Olynyk,,56,58
205,2,2:32.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,59,58
206,2,2:31.0,,Atlanta full timeout,59,58
207,2,2:31.0,,K. Korver enters the game for T. Sefolosha,59,58
208,2,2:31.0,,A. Horford enters the game for M. Scott,59,58
209,2,2:14.0,,Turnover by P. Millsap (lost ball; steal by A. Johnson),59,58
210,2,2:14.0,Personal foul by P. Millsap,,59,58
211,2,2:14.0,A. Johnson makes free throw 1 of 2,,60,58
212,2,2:14.0,,T. Sefolosha enters the game for K. Bazemore,60,58
213,2,2:14.0,A. Johnson makes free throw 2 of 2,,61,58
214,2,2:01.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by J. Teague),61,60
215,2,1:35.0,A. Johnson makes 2-pt hook shot from 2 ft (assist by A. Bradley),,63,60
216,2,1:20.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by A. Horford),63,63
217,2,1:07.0,M. Smart makes 3-pt jump shot from 23 ft (assist by I. Thomas),,66,63
218,2,0:44.0,,J. Teague makes 2-pt layup from 1 ft,66,65
219,2,0:34.0,A. Johnson makes 2-pt hook shot from 5 ft (assist by I. Thomas),,68,65
220,2,0:30.0,,J. Teague misses 3-pt jump shot from 25 ft,68,65
221,2,0:29.0,Defensive rebound by A. Johnson,,68,65
222,2,0:06.0,I. Thomas makes 3-pt jump shot from 24 ft,,71,65
223,2,0:03.0,,Shooting foul by A. Bradley (drawn by J. Teague),71,65
224,2,0:03.0,,J. Teague makes free throw 1 of 2,71,66
225,2,0:03.0,,D. Schröder enters the game for K. Korver,71,66
226,2,0:03.0,,K. Humphries enters the game for A. Horford,71,66
227,2,0:03.0,J. Sullinger enters the game for A. Johnson,,71,66
228,2,0:03.0,,J. Teague makes free throw 2 of 2,71,67
229,2,0:00.0,J. Sullinger misses 2-pt jump shot from 13 ft,,71,67
230,2,0:00.0,Offensive rebound by Team,,71,67
231,3,11:46.0,J. Crowder misses 3-pt jump shot from 24 ft,,71,67
232,3,11:45.0,,Defensive rebound by J. Teague,71,67
233,3,11:40.0,,A. Horford misses 2-pt layup at rim (block by A. Bradley),71,67
234,3,11:37.0,Defensive rebound by J. Crowder,,71,67
235,3,11:33.0,A. Johnson makes 2-pt dunk at rim (assist by M. Smart),,73,67
236,3,11:18.0,,Personal foul by J. Crowder,73,67
237,3,11:14.0,Offensive charge foul by A. Horford (drawn by J. Crowder),,73,67
238,3,11:14.0,,Turnover by A. Horford (offensive foul),73,67
239,3,10:55.0,A. Bradley misses 2-pt jump shot from 18 ft,,73,67
240,3,10:53.0,,Defensive rebound by A. Horford,73,67
241,3,10:45.0,,P. Millsap makes 3-pt jump shot from 22 ft (assist by J. Teague),73,70
242,3,10:28.0,I. Thomas misses 2-pt layup at rim (block by P. Millsap),,73,70
243,3,10:26.0,,Defensive rebound by J. Teague,73,70
244,3,10:15.0,,A. Horford misses 2-pt hook shot from 6 ft,73,70
245,3,10:14.0,,Offensive rebound by A. Horford,73,70
246,3,10:10.0,,K. Bazemore misses 3-pt jump shot from 22 ft,73,70
247,3,10:09.0,Defensive rebound by A. Johnson,,73,70
248,3,10:03.0,Shooting foul by K. Bazemore (drawn by I. Thomas),,73,70
249,3,10:03.0,I. Thomas makes free throw 1 of 2,,74,70
250,3,10:03.0,I. Thomas makes free throw 2 of 2,,75,70
251,3,9:59.0,,Personal foul by A. Johnson,75,70
252,3,9:47.0,,P. Millsap misses 2-pt jump shot from 4 ft,75,70
253,3,9:46.0,Defensive rebound by A. Bradley,,75,70
254,3,9:42.0,A. Bradley misses 2-pt jump shot from 17 ft,,75,70
255,3,9:40.0,Offensive rebound by A. Johnson,,75,70
256,3,9:40.0,A. Johnson makes 2-pt layup at rim,,77,70
257,3,9:27.0,,Atlanta full timeout,77,70
258,3,9:24.0,,Offensive foul by K. Korver (drawn by M. Smart),77,70
259,3,9:24.0,,Turnover by K. Korver (offensive foul),77,70
260,3,9:13.0,I. Thomas misses 2-pt layup from 1 ft,,77,70
261,3,9:13.0,,Defensive rebound by A. Horford,77,70
262,3,9:13.0,,Personal foul by A. Johnson,77,70
263,3,8:48.0,,J. Teague misses 3-pt jump shot from 25 ft,77,70
264,3,8:47.0,Defensive rebound by M. Smart,,77,70
265,3,8:32.0,M. Smart misses 3-pt jump shot from 23 ft,,77,70
266,3,8:30.0,,Defensive rebound by A. Horford,77,70
267,3,8:24.0,,Turnover by J. Teague (bad pass; steal by M. Smart),77,70
268,3,8:17.0,A. Bradley misses 3-pt jump shot from 22 ft,,77,70
269,3,8:15.0,,Defensive rebound by K. Bazemore,77,70
270,3,8:14.0,,Turnover by K. Bazemore (lost ball; steal by A. Bradley),77,70
271,3,8:07.0,M. Smart makes 2-pt layup at rim (assist by A. Bradley),,79,70
272,3,7:56.0,,K. Bazemore makes 2-pt layup at rim,79,72
273,3,7:56.0,,Shooting foul by A. Johnson (drawn by K. Bazemore),79,72
274,3,7:56.0,,T. Sefolosha enters the game for K. Korver,79,72
275,3,7:56.0,,K. Bazemore makes free throw 1 of 1,79,73
276,3,7:47.0,I. Thomas makes 2-pt layup from 1 ft,,81,73
277,3,7:34.0,,J. Teague makes 2-pt layup from 2 ft,81,75
278,3,7:16.0,J. Crowder misses 3-pt jump shot from 23 ft,,81,75
279,3,7:15.0,,Defensive rebound by K. Bazemore,81,75
280,3,6:59.0,,K. Bazemore misses 3-pt jump shot from 25 ft,81,75
281,3,6:57.0,Defensive rebound by I. Thomas,,81,75
282,3,6:51.0,I. Thomas misses 2-pt layup at rim,,81,75
283,3,6:50.0,,Defensive rebound by T. Sefolosha,81,75
284,3,6:41.0,,A. Horford misses 2-pt jump shot from 2 ft (block by A. Johnson),81,75
285,3,6:39.0,Defensive rebound by A. Johnson,,81,75
286,3,6:35.0,Shooting foul by A. Horford (drawn by J. Crowder),,81,75
287,3,6:35.0,J. Crowder makes free throw 1 of 2,,82,75
288,3,6:35.0,J. Sullinger enters the game for A. Johnson,,82,75
289,3,6:35.0,,K. Humphries enters the game for A. Horford,82,75
290,3,6:35.0,J. Crowder makes free throw 2 of 2,,83,75
291,3,6:19.0,,Turnover by K. Bazemore (bad pass; steal by A. Bradley),83,75
292,3,6:15.0,A. Bradley misses 2-pt layup from 1 ft (block by P. Millsap),,83,75
293,3,6:15.0,Offensive rebound by Team,,83,75
294,3,6:15.0,,D. Schröder enters the game for J. Teague,83,75
295,3,5:56.0,Turnover by J. Crowder (lost ball; steal by T. Sefolosha),,83,75
296,3,5:56.0,,Turnover by K. Bazemore (lost ball; steal by J. Crowder),83,75
297,3,5:56.0,J. Crowder makes 2-pt dunk at rim,,85,75
298,3,5:41.0,,Turnover by D. Schröder (lost ball; steal by I. Thomas),85,75
299,3,5:36.0,J. Crowder makes 2-pt layup at rim (assist by I. Thomas),,87,75
300,3,5:36.0,,Atlanta full timeout,87,75
301,3,5:36.0,,K. Korver enters the game for K. Bazemore,87,75
302,3,5:13.0,,P. Millsap makes 2-pt jump shot from 19 ft (assist by T. Sefolosha),87,77
303,3,4:47.0,J. Sullinger misses 2-pt hook shot from 4 ft,,87,77
304,3,4:46.0,,Defensive rebound by P. Millsap,87,77
305,3,4:41.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),87,80
306,3,4:16.0,M. Smart misses 2-pt jump shot from 14 ft,,87,80
307,3,4:14.0,,Defensive rebound by P. Millsap,87,80
308,3,4:02.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),87,83
309,3,4:01.0,Boston full timeout,,87,83
310,3,4:01.0,E. Turner enters the game for J. Crowder,,87,83
311,3,4:01.0,J. Jerebko enters the game for A. Bradley,,87,83
312,3,3:49.0,I. Thomas makes 2-pt layup at rim (assist by M. Smart),,89,83
313,3,3:30.0,,Turnover by K. Korver (bad pass; steal by I. Thomas),89,83
314,3,3:24.0,I. Thomas misses 3-pt jump shot from 25 ft,,89,83
315,3,3:22.0,,Defensive rebound by P. Millsap,89,83
316,3,3:08.0,,K. Korver makes 2-pt jump shot from 16 ft (assist by D. Schröder),89,85
317,3,2:48.0,M. Smart misses 2-pt jump shot from 15 ft,,89,85
318,3,2:47.0,,Defensive rebound by K. Humphries,89,85
319,3,2:40.0,,D. Schröder misses 2-pt layup from 2 ft,89,85
320,3,2:38.0,Defensive rebound by E. Turner,,89,85
321,3,2:25.0,I. Thomas misses 2-pt layup at rim (block by T. Sefolosha),,89,85
322,3,2:23.0,Offensive rebound by M. Smart,,89,85
323,3,2:23.0,M. Smart makes 2-pt layup at rim,,91,85
324,3,2:06.0,,D. Schröder makes 2-pt layup from 1 ft,91,87
325,3,1:45.0,J. Sullinger misses 2-pt jump shot from 1 ft (block by T. Sefolosha),,91,87
326,3,1:43.0,,Defensive rebound by T. Sefolosha,91,87
327,3,1:43.0,,Personal foul by J. Sullinger,91,87
328,3,1:43.0,,T. Sefolosha makes free throw 1 of 2,91,88
329,3,1:43.0,,A. Horford enters the game for K. Humphries,91,88
330,3,1:43.0,K. Olynyk enters the game for J. Sullinger,,91,88
331,3,1:43.0,,T. Sefolosha misses free throw 2 of 2,91,88
332,3,1:41.0,Defensive rebound by E. Turner,,91,88
333,3,1:32.0,Personal foul by K. Korver,,91,88
334,3,1:32.0,,K. Bazemore enters the game for K. Korver,91,88
335,3,1:20.0,Turnover by I. Thomas (bad pass),,91,88
336,3,1:05.0,,D. Schröder misses 2-pt jump shot from 18 ft,91,88
337,3,1:03.0,Defensive rebound by J. Jerebko,,91,88
338,3,0:53.0,E. Turner misses 2-pt layup at rim,,91,88
339,3,0:52.0,,Defensive rebound by P. Millsap,91,88
340,3,0:47.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),91,91
341,3,0:34.0,Turnover by I. Thomas (lost ball; steal by D. Schröder),,91,91
342,3,0:30.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),91,93
343,3,0:30.0,I. Thomas misses 2-pt layup at rim,,91,93
344,3,0:29.0,,Defensive rebound by P. Millsap,91,93
345,3,0:03.0,,K. Bazemore misses 3-pt jump shot from 23 ft,91,93
346,3,0:02.0,Defensive rebound by E. Turner,,91,93
347,3,0:00.0,E. Turner misses 3-pt jump shot from 31 ft,,91,93
348,3,0:00.0,Offensive rebound by Team,,91,93
349,4,11:49.0,,Turnover by D. Schröder (bad pass),91,93
350,4,11:35.0,A. Bradley makes 2-pt layup at rim (assist by K. Olynyk),,93,93
351,4,11:19.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),93,96
352,4,10:57.0,E. Turner makes 2-pt jump shot from 14 ft,,95,96
353,4,10:40.0,,Def 3 sec tech foul by K. Olynyk,95,96
354,4,10:40.0,,T. Hardaway makes technical free throw,95,97
355,4,10:27.0,,A. Horford misses 3-pt jump shot from 23 ft,95,97
356,4,10:27.0,Defensive rebound by Team,,95,97
357,4,10:27.0,,Loose ball foul by M. Scott,95,97
358,4,10:10.0,Personal foul by T. Hardaway,,95,97
359,4,10:01.0,Turnover by J. Jerebko (3 sec),,95,97
360,4,9:50.0,,M. Scott misses 3-pt jump shot from 25 ft,95,97
361,4,9:48.0,Defensive rebound by J. Crowder,,95,97
362,4,9:39.0,J. Crowder makes 2-pt layup at rim (assist by J. Jerebko),,97,97
363,4,9:29.0,,D. Schröder makes 2-pt jump shot from 18 ft,97,99
364,4,9:13.0,E. Turner misses 2-pt jump shot from 19 ft,,97,99
365,4,9:11.0,,Defensive rebound by A. Horford,97,99
366,4,9:08.0,,P. Millsap enters the game for A. Horford,97,99
367,4,9:08.0,,K. Bazemore enters the game for T. Hardaway,97,99
368,4,9:05.0,,K. Bazemore makes 2-pt layup at rim (assist by D. Schröder),97,101
369,4,8:47.0,K. Olynyk misses 2-pt jump shot from 11 ft,,97,101
370,4,8:43.0,Offensive rebound by A. Bradley,,97,101
371,4,8:40.0,Turnover by J. Jerebko (offensive foul),,97,101
372,4,8:40.0,Offensive foul by J. Jerebko (drawn by D. Schröder),,97,101
373,4,8:40.0,Official timeout,,97,101
374,4,8:40.0,T. Rozier enters the game for J. Jerebko,,97,101
375,4,8:24.0,,D. Schröder misses 2-pt layup from 2 ft,97,101
376,4,8:22.0,Defensive rebound by E. Turner,,97,101
377,4,8:11.0,A. Bradley misses 3-pt jump shot from 24 ft,,97,101
378,4,8:10.0,,Defensive rebound by P. Millsap,97,101
379,4,8:01.0,,P. Millsap misses 2-pt jump shot from 9 ft,97,101
380,4,8:00.0,Defensive rebound by J. Crowder,,97,101
381,4,7:46.0,J. Crowder misses 2-pt jump shot from 7 ft,,97,101
382,4,7:43.0,,Defensive rebound by D. Schröder,97,101
383,4,7:37.0,,T. Sefolosha misses 2-pt layup at rim,97,101
384,4,7:37.0,,Offensive rebound by Team,97,101
