,QUARTER,TIME_REMAINING,ORLANDO_ACTION,WASHINGTON_ACTION,ORLANDO_SCORE,WASHINGTON_SCORE
68,1,3:04.0,J. Smith makes 2-pt jump shot from 16 ft (assist by V. Oladipo),,15,20
69,1,2:57.0,,Personal foul by V. Oladipo (drawn by G. Temple),15,20
70,1,2:57.0,,Washington full timeout,15,20
71,1,2:57.0,A. Gordon enters the game for T. Harris,,15,20
72,1,2:57.0,A. Nicholson enters the game for C. Frye,,15,20
73,1,2:57.0,M. Hezonja enters the game for E. Payton,,15,20
74,1,2:57.0,,J. Wall enters the game for O. Porter,15,20
75,1,2:50.0,,M. Gortat makes 2-pt jump shot from 16 ft (assist by J. Wall),15,22
76,1,2:35.0,J. Smith makes 2-pt jump shot from 20 ft (assist by A. Gordon),,17,22
77,1,2:20.0,,J. Dudley misses 2-pt jump shot from 17 ft,17,22
78,1,2:18.0,,Offensive rebound by M. Gortat,17,22
79,1,2:17.0,,M. Gortat makes 2-pt layup at rim,17,24
80,1,2:07.0,J. Smith misses 2-pt jump shot from 20 ft,,17,24
81,1,2:06.0,,Defensive rebound by J. Dudley,17,24
82,1,1:52.0,,G. Temple misses 2-pt layup from 1 ft,17,24
83,1,1:52.0,Defensive rebound by J. Smith,,17,24
84,1,1:52.0,,K. Humphries enters the game for M. Gortat,17,24
85,1,1:52.0,,D. Gooden enters the game for J. Dudley,17,24
86,1,1:29.0,A. Gordon misses 2-pt jump shot from 4 ft (block by D. Gooden),,17,24
87,1,1:29.0,Offensive rebound by Team,,17,24
88,1,1:29.0,Turnover by Team (shot clock),,17,24
89,1,1:19.0,,J. Wall misses 2-pt jump shot from 17 ft,17,24
90,1,1:18.0,Defensive rebound by A. Gordon,,17,24
91,1,1:08.0,Personal foul by D. Gooden (drawn by A. Gordon),,17,24
92,1,0:58.0,A. Nicholson makes 2-pt hook shot from 7 ft,,19,24
93,1,0:49.0,,K. Humphries misses 3-pt jump shot from 26 ft,19,24
94,1,0:48.0,Defensive rebound by A. Gordon,,19,24
95,1,0:39.0,Personal foul by D. Gooden (drawn by A. Nicholson),,19,24
96,1,0:39.0,A. Nicholson makes free throw 1 of 2,,20,24
97,1,0:39.0,A. Nicholson makes free throw 2 of 2,,21,24
98,1,0:32.0,,J. Wall misses 2-pt jump shot from 17 ft,21,24
99,1,0:30.0,Defensive rebound by A. Gordon,,21,24
100,1,0:11.0,V. Oladipo misses 2-pt jump shot from 3 ft (block by K. Humphries),,21,24
101,1,0:09.0,,Defensive rebound by D. Gooden,21,24
102,1,0:02.0,,Turnover by J. Wall (bad pass),21,24
103,1,0:01.0,V. Oladipo misses 3-pt jump shot from 56 ft,,21,24
104,1,0:00.0,,Defensive rebound by Team,21,24
105,2,11:42.0,,Shooting foul by M. Hezonja (drawn by R. Sessions),21,24
106,2,11:42.0,,R. Sessions misses free throw 1 of 2,21,24
107,2,11:42.0,,Offensive rebound by Team,21,24
108,2,11:42.0,,R. Sessions makes free throw 2 of 2,21,25
109,2,11:29.0,Turnover by J. Smith (traveling),,21,25
110,2,11:14.0,,Turnover by R. Sessions (bad pass),21,25
111,2,11:03.0,Personal block foul by D. Gooden (drawn by M. Hezonja),,21,25
112,2,11:03.0,,J. Dudley enters the game for D. Gooden,21,25
113,2,10:57.0,V. Oladipo makes 2-pt jump shot from 18 ft,,23,25
114,2,10:42.0,,J. Dudley misses 3-pt jump shot from 23 ft,23,25
115,2,10:41.0,Defensive rebound by A. Gordon,,23,25
116,2,10:29.0,A. Gordon misses 3-pt jump shot from 27 ft,,23,25
117,2,10:28.0,,Defensive rebound by O. Porter,23,25
118,2,10:12.0,,J. Wall misses 2-pt layup from 2 ft,23,25
119,2,10:11.0,Defensive rebound by M. Hezonja,,23,25
120,2,9:56.0,A. Nicholson makes 2-pt jump shot from 6 ft (assist by J. Smith),,25,25
121,2,9:34.0,,O. Porter misses 2-pt layup from 1 ft,25,25
122,2,9:33.0,,Offensive rebound by J. Dudley,25,25
123,2,9:31.0,,J. Dudley misses 2-pt layup from 1 ft,25,25
124,2,9:31.0,Defensive rebound by J. Smith,,25,25
125,2,9:27.0,V. Oladipo makes 2-pt jump shot from 17 ft (assist by J. Smith),,27,25
126,2,9:20.0,,Washington full timeout,27,25
127,2,9:20.0,,M. Gortat enters the game for K. Humphries,27,25
128,2,9:14.0,,Turnover by M. Gortat (bad pass; steal by V. Oladipo),27,25
129,2,8:59.0,A. Nicholson misses 3-pt jump shot from 25 ft,,27,25
130,2,8:58.0,Offensive rebound by A. Gordon,,27,25
131,2,8:40.0,V. Oladipo makes 2-pt jump shot from 17 ft,,29,25
132,2,8:29.0,,R. Sessions misses 2-pt jump shot from 8 ft (block by J. Smith),29,25
133,2,8:28.0,,Offensive rebound by R. Sessions,29,25
134,2,8:26.0,,J. Dudley misses 3-pt jump shot from 27 ft,29,25
135,2,8:24.0,,Offensive rebound by M. Gortat,29,25
136,2,8:18.0,,Turnover by O. Porter (lost ball; steal by V. Oladipo),29,25
137,2,8:13.0,V. Oladipo misses 2-pt jump shot from 5 ft (block by J. Wall),,29,25
138,2,8:11.0,,Defensive rebound by J. Wall,29,25
139,2,8:08.0,,J. Wall makes 2-pt jump shot from 13 ft,29,27
140,2,7:44.0,A. Nicholson makes 2-pt jump shot from 4 ft (assist by V. Oladipo),,31,27
141,2,7:26.0,,M. Gortat misses 2-pt jump shot from 10 ft,31,27
142,2,7:26.0,Defensive rebound by A. Nicholson,,31,27
143,2,7:04.0,J. Smith misses 2-pt jump shot from 3 ft,,31,27
144,2,7:03.0,,Defensive rebound by O. Porter,31,27
145,2,6:54.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),31,30
146,2,6:34.0,J. Smith makes 2-pt jump shot from 21 ft (assist by M. Hezonja),,33,30
147,2,6:15.0,,O. Porter makes 2-pt jump shot from 15 ft,33,32
148,2,5:59.0,Turnover by M. Hezonja (bad pass; steal by J. Wall),,33,32
149,2,5:55.0,,J. Wall makes 2-pt dunk at rim,33,34
150,2,5:43.0,Orlando full timeout,,33,34
151,2,5:43.0,,K. Oubre enters the game for R. Sessions,33,34
152,2,5:43.0,E. Fournier enters the game for J. Smith,,33,34
153,2,5:43.0,T. Harris enters the game for V. Oladipo,,33,34
154,2,5:43.0,C. Frye enters the game for A. Gordon,,33,34
155,2,5:43.0,E. Payton enters the game for M. Hezonja,,33,34
156,2,5:43.0,N. Vučević enters the game for A. Nicholson,,33,34
157,2,5:23.0,E. Payton misses 2-pt jump shot from 19 ft,,33,34
158,2,5:22.0,,Defensive rebound by K. Oubre,33,34
159,2,5:05.0,,K. Oubre misses 2-pt layup from 1 ft,33,34
160,2,5:04.0,,Offensive rebound by O. Porter,33,34
161,2,5:01.0,,O. Porter makes 3-pt jump shot from 26 ft,33,37
162,2,4:35.0,N. Vučević misses 2-pt jump shot from 10 ft,,33,37
163,2,4:34.0,,Defensive rebound by K. Oubre,33,37
164,2,4:26.0,,J. Wall misses 3-pt jump shot from 26 ft,33,37
165,2,4:25.0,Defensive rebound by Team,,33,37
166,2,4:02.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by C. Frye),,35,37
167,2,3:35.0,,J. Wall makes 2-pt dunk at rim (assist by M. Gortat),35,39
168,2,3:14.0,E. Fournier misses 3-pt jump shot from 23 ft,,35,39
169,2,3:13.0,Offensive rebound by C. Frye,,35,39
170,2,3:10.0,E. Fournier makes 2-pt jump shot from 3 ft (assist by C. Frye),,37,39
171,2,2:47.0,,J. Wall misses 2-pt jump shot from 15 ft,37,39
172,2,2:46.0,,Offensive rebound by M. Gortat,37,39
173,2,2:35.0,,O. Porter misses 3-pt jump shot from 27 ft,37,39
174,2,2:34.0,,Offensive rebound by M. Gortat,37,39
175,2,2:33.0,,M. Gortat misses 2-pt layup at rim,37,39
176,2,2:32.0,,Offensive rebound by J. Wall,37,39
177,2,2:30.0,,Shooting foul by N. Vučević (drawn by J. Wall),37,39
178,2,2:30.0,Official timeout,,37,39
179,2,2:30.0,,G. Temple enters the game for J. Dudley,37,39
180,2,2:30.0,,J. Wall makes free throw 1 of 2,37,40
181,2,2:30.0,,J. Wall makes free throw 2 of 2,37,41
182,2,2:18.0,Offensive foul by E. Fournier (drawn by G. Temple),,37,41
183,2,2:18.0,Turnover by E. Fournier (offensive foul),,37,41
184,2,2:18.0,V. Oladipo enters the game for E. Fournier,,37,41
185,2,2:04.0,,O. Porter misses 3-pt jump shot from 26 ft,37,41
186,2,2:03.0,Defensive rebound by N. Vučević,,37,41
187,2,1:55.0,Personal foul by O. Porter (drawn by C. Frye),,37,41
188,2,1:55.0,A. Gordon enters the game for C. Frye,,37,41
189,2,1:48.0,E. Payton misses 2-pt jump shot from 7 ft,,37,41
190,2,1:47.0,,Defensive rebound by M. Gortat,37,41
191,2,1:35.0,,J. Wall misses 3-pt jump shot from 25 ft,37,41
192,2,1:34.0,,Offensive rebound by K. Oubre,37,41
193,2,1:33.0,,K. Oubre makes 2-pt dunk at rim,37,43
194,2,1:09.0,N. Vučević misses 2-pt layup from 1 ft,,37,43
195,2,1:08.0,,Defensive rebound by O. Porter,37,43
196,2,1:04.0,,Turnover by J. Wall (bad pass; steal by E. Payton),37,43
197,2,1:00.0,T. Harris makes 2-pt layup from 1 ft (assist by E. Payton),,39,43
198,2,1:00.0,Shooting foul by G. Temple (drawn by T. Harris),,39,43
199,2,1:00.0,T. Harris misses free throw 1 of 1,,39,43
200,2,0:58.0,,Defensive rebound by O. Porter,39,43
201,2,0:47.0,,Turnover by J. Wall (bad pass; steal by V. Oladipo),39,43
202,2,0:41.0,T. Harris misses 2-pt layup at rim,,39,43
203,2,0:41.0,Offensive rebound by A. Gordon,,39,43
204,2,0:41.0,A. Gordon makes 2-pt layup from 1 ft,,41,43
205,2,0:34.0,,G. Temple makes 2-pt layup from 2 ft,41,45
206,2,0:30.0,V. Oladipo makes 2-pt jump shot from 17 ft,,43,45
207,2,0:10.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by J. Wall),43,48
208,2,0:01.0,N. Vučević misses 2-pt jump shot from 19 ft,,43,48
209,2,0:00.0,,Defensive rebound by Team,43,48
210,3,11:44.0,,J. Dudley misses 2-pt jump shot from 21 ft,43,48
211,3,11:43.0,Defensive rebound by T. Harris,,43,48
212,3,11:20.0,Turnover by E. Payton (lost ball; steal by G. Temple),,43,48
213,3,11:15.0,,G. Temple makes 2-pt layup from 1 ft,43,50
214,3,10:53.0,E. Payton misses 3-pt jump shot from 23 ft,,43,50
215,3,10:52.0,,Defensive rebound by M. Gortat,43,50
216,3,10:46.0,,J. Dudley makes 2-pt jump shot from 19 ft (assist by J. Wall),43,52
217,3,10:22.0,Turnover by N. Vučević (lost ball; steal by J. Wall),,43,52
218,3,10:10.0,,O. Porter misses 3-pt jump shot from 22 ft,43,52
219,3,10:09.0,Defensive rebound by T. Harris,,43,52
220,3,10:03.0,Offensive foul by E. Payton (drawn by J. Dudley),,43,52
221,3,10:03.0,Turnover by E. Payton (offensive foul),,43,52
222,3,9:56.0,,Personal foul by E. Payton (drawn by J. Wall),43,52
223,3,9:47.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by J. Wall),43,55
224,3,9:19.0,C. Frye makes 2-pt jump shot from 19 ft (assist by E. Fournier),,45,55
225,3,9:13.0,,Turnover by J. Wall (bad pass; steal by N. Vučević),45,55
226,3,9:02.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,47,55
227,3,8:46.0,,J. Dudley makes 2-pt jump shot from 16 ft (assist by G. Temple),47,57
228,3,8:30.0,T. Harris makes 3-pt jump shot from 26 ft (assist by E. Payton),,50,57
229,3,8:17.0,,J. Wall makes 2-pt jump shot from 16 ft,50,59
230,3,8:06.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),,52,59
231,3,7:38.0,,O. Porter misses 2-pt jump shot from 4 ft,52,59
232,3,7:37.0,Defensive rebound by T. Harris,,52,59
233,3,7:21.0,E. Fournier makes 2-pt jump shot from 15 ft,,54,59
234,3,7:17.0,,Personal foul by E. Fournier (drawn by G. Temple),54,59
235,3,7:17.0,V. Oladipo enters the game for E. Payton,,54,59
236,3,7:12.0,,G. Temple misses 2-pt jump shot from 17 ft,54,59
237,3,7:11.0,Defensive rebound by T. Harris,,54,59
238,3,6:52.0,V. Oladipo misses 3-pt jump shot from 28 ft,,54,59
239,3,6:51.0,,Defensive rebound by M. Gortat,54,59
240,3,6:40.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Wall),54,62
241,3,6:16.0,V. Oladipo misses 2-pt jump shot from 6 ft,,54,62
242,3,6:16.0,Offensive rebound by N. Vučević,,54,62
243,3,6:09.0,V. Oladipo misses 3-pt jump shot from 22 ft,,54,62
244,3,6:08.0,,Defensive rebound by J. Dudley,54,62
245,3,5:57.0,,M. Gortat makes 2-pt jump shot from 6 ft (assist by J. Wall),54,64
246,3,5:37.0,C. Frye makes 2-pt jump shot from 7 ft (assist by E. Fournier),,56,64
247,3,5:28.0,,J. Wall misses 2-pt jump shot from 17 ft,56,64
248,3,5:27.0,Defensive rebound by C. Frye,,56,64
249,3,5:18.0,N. Vučević makes 2-pt layup at rim,,58,64
250,3,5:17.0,,Washington full timeout,58,64
251,3,5:01.0,,O. Porter misses 3-pt jump shot from 25 ft,58,64
252,3,5:00.0,,Offensive rebound by G. Temple,58,64
253,3,4:47.0,,O. Porter makes 2-pt jump shot from 18 ft (assist by M. Gortat),58,66
254,3,4:27.0,V. Oladipo misses 3-pt jump shot from 26 ft,,58,66
255,3,4:26.0,,Defensive rebound by J. Dudley,58,66
256,3,4:20.0,,J. Dudley misses 3-pt jump shot from 27 ft,58,66
257,3,4:17.0,Defensive rebound by C. Frye,,58,66
258,3,4:10.0,V. Oladipo makes 2-pt jump shot from 7 ft,,60,66
259,3,3:51.0,,O. Porter misses 2-pt layup from 2 ft,60,66
260,3,3:50.0,Defensive rebound by C. Frye,,60,66
261,3,3:41.0,Turnover by V. Oladipo (bad pass; steal by M. Gortat),,60,66
262,3,3:30.0,,G. Temple misses 2-pt layup from 2 ft (block by N. Vučević),60,66
263,3,3:28.0,Defensive rebound by N. Vučević,,60,66
264,3,3:12.0,V. Oladipo makes 3-pt jump shot from 28 ft (assist by T. Harris),,63,66
265,3,3:07.0,,Personal foul by E. Fournier (drawn by G. Temple),63,66
266,3,3:07.0,A. Gordon enters the game for C. Frye,,63,66
267,3,3:07.0,,K. Oubre enters the game for O. Porter,63,66
268,3,3:07.0,,R. Sessions enters the game for J. Wall,63,66
269,3,2:51.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by G. Temple),63,69
270,3,2:32.0,E. Fournier makes 2-pt layup at rim,,65,69
271,3,2:19.0,,Turnover by R. Sessions (lost ball; steal by V. Oladipo),65,69
272,3,2:16.0,V. Oladipo makes 2-pt dunk at rim,,67,69
273,3,1:58.0,Orlando full timeout,,67,69
274,3,1:58.0,,D. Gooden enters the game for J. Dudley,67,69
275,3,1:58.0,,Violation by Team (delay of game),67,69
276,3,1:50.0,,R. Sessions misses 2-pt jump shot from 11 ft,67,69
277,3,1:48.0,Defensive rebound by T. Harris,,67,69
278,3,1:35.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,70,69
279,3,1:18.0,,D. Gooden misses 2-pt jump shot from 20 ft,70,69
280,3,1:17.0,Defensive rebound by V. Oladipo,,70,69
281,3,1:06.0,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),,72,69
282,3,1:06.0,Shooting foul by D. Gooden (drawn by A. Gordon),,72,69
283,3,1:06.0,M. Hezonja enters the game for E. Fournier,,72,69
284,3,1:06.0,A. Gordon misses free throw 1 of 1,,72,69
285,3,1:05.0,,Defensive rebound by R. Sessions,72,69
286,3,0:53.0,,R. Sessions makes 3-pt jump shot from 28 ft (assist by G. Temple),72,72
287,3,0:36.0,V. Oladipo misses 2-pt jump shot from 12 ft (block by M. Gortat),,72,72
288,3,0:34.0,Offensive rebound by Team,,72,72
289,3,0:34.0,,O. Porter enters the game for D. Gooden,72,72
290,3,0:31.0,N. Vučević misses 3-pt jump shot from 28 ft,,72,72
291,3,0:30.0,,Defensive rebound by R. Sessions,72,72
292,3,0:21.0,,M. Gortat misses 2-pt jump shot from 5 ft,72,72
293,3,0:20.0,Defensive rebound by N. Vučević,,72,72
294,3,0:01.0,N. Vučević misses 2-pt jump shot from 9 ft,,72,72
295,3,0:00.0,Offensive rebound by T. Harris,,72,72
296,4,11:48.0,M. Hezonja misses 2-pt jump shot from 21 ft,,72,72
297,4,11:47.0,,Defensive rebound by Team,72,72
298,4,11:35.0,,O. Porter misses 3-pt jump shot from 25 ft,72,72
299,4,11:34.0,Defensive rebound by T. Harris,,72,72
300,4,11:26.0,Turnover by A. Gordon (lost ball; steal by O. Porter),,72,72
301,4,11:19.0,,M. Gortat misses 2-pt layup at rim,72,72
302,4,11:18.0,Defensive rebound by J. Smith,,72,72
303,4,11:05.0,T. Harris makes 2-pt jump shot from 17 ft (assist by M. Hezonja),,74,72
304,4,10:47.0,,R. Sessions misses 2-pt jump shot from 6 ft (block by J. Smith),74,72
305,4,10:45.0,,Offensive rebound by M. Gortat,74,72
306,4,10:40.0,,R. Sessions misses 3-pt jump shot from 27 ft,74,72
307,4,10:39.0,Defensive rebound by Team,,74,72
308,4,10:39.0,,K. Humphries enters the game for M. Gortat,74,72
309,4,10:28.0,Personal foul by K. Humphries (drawn by V. Oladipo),,74,72
310,4,10:22.0,V. Oladipo misses 2-pt layup from 1 ft,,74,72
311,4,10:21.0,,Defensive rebound by O. Porter,74,72
312,4,10:16.0,,Shooting foul by T. Harris (drawn by K. Humphries),74,72
313,4,10:16.0,,K. Humphries makes free throw 1 of 2,74,73
314,4,10:16.0,,K. Humphries makes free throw 2 of 2,74,74
315,4,10:03.0,M. Hezonja misses 2-pt jump shot from 22 ft,,74,74
316,4,10:02.0,,Defensive rebound by O. Porter,74,74
317,4,9:56.0,,O. Porter makes 2-pt layup from 1 ft,74,76
318,4,9:37.0,J. Smith misses 2-pt jump shot from 16 ft,,74,76
319,4,9:36.0,,Defensive rebound by O. Porter,74,76
320,4,9:31.0,,O. Porter misses 2-pt layup from 2 ft (block by T. Harris),74,76
321,4,9:31.0,Defensive rebound by Team,,74,76
322,4,9:20.0,Personal foul by K. Humphries (drawn by V. Oladipo),,74,76
323,4,9:20.0,,J. Wall enters the game for G. Temple,74,76
324,4,9:05.0,J. Smith makes 2-pt layup from 1 ft (assist by T. Harris),,76,76
325,4,8:47.0,,K. Humphries makes 2-pt layup from 1 ft (assist by J. Wall),76,78
326,4,8:24.0,V. Oladipo misses 2-pt layup at rim,,76,78
327,4,8:23.0,,Defensive rebound by K. Oubre,76,78
328,4,8:18.0,,Turnover by J. Wall (lost ball),76,78
329,4,8:18.0,Official timeout,,76,78
330,4,8:18.0,,J. Dudley enters the game for O. Porter,76,78
331,4,8:18.0,E. Payton enters the game for M. Hezonja,,76,78
332,4,8:06.0,Turnover by J. Smith (bad pass; steal by K. Oubre),,76,78
333,4,8:01.0,,K. Oubre misses 2-pt layup from 1 ft,76,78
334,4,7:59.0,Defensive rebound by E. Payton,,76,78
335,4,7:56.0,T. Harris makes 2-pt layup from 2 ft (assist by A. Gordon),,78,78
336,4,7:38.0,,K. Humphries makes 2-pt jump shot from 16 ft (assist by J. Wall),78,80
337,4,7:27.0,Offensive foul by J. Smith (drawn by K. Humphries),,78,80
338,4,7:27.0,Turnover by J. Smith (offensive foul),,78,80
339,4,7:27.0,N. Vučević enters the game for J. Smith,,78,80
340,4,7:10.0,,K. Humphries makes 2-pt jump shot from 20 ft (assist by J. Wall),78,82
341,4,6:49.0,T. Harris misses 3-pt jump shot from 24 ft,,78,82
342,4,6:48.0,,Defensive rebound by K. Humphries,78,82
343,4,6:39.0,,Def 3 sec tech foul by A. Gordon,78,82
344,4,6:39.0,,J. Wall makes technical free throw,78,83
345,4,6:39.0,E. Fournier enters the game for T. Harris,,78,83
346,4,6:24.0,,J. Wall makes 2-pt jump shot from 21 ft (assist by R. Sessions),78,85
347,4,6:04.0,Turnover by N. Vučević (bad pass; steal by J. Dudley),,78,85
348,4,5:52.0,,J. Wall misses 3-pt jump shot from 26 ft,78,85
349,4,5:51.0,Defensive rebound by E. Fournier,,78,85
350,4,5:42.0,V. Oladipo makes 3-pt jump shot from 28 ft (assist by N. Vučević),,81,85
351,4,5:31.0,,K. Humphries makes 3-pt jump shot from 26 ft (assist by R. Sessions),81,88
352,4,5:30.0,Orlando full timeout,,81,88
353,4,5:16.0,N. Vučević misses 2-pt jump shot from 15 ft,,81,88
354,4,5:15.0,,Defensive rebound by K. Humphries,81,88
355,4,4:58.0,,J. Wall makes 2-pt layup from 1 ft,81,90
356,4,4:58.0,,Shooting block foul by V. Oladipo (drawn by J. Wall),81,90
357,4,4:58.0,T. Harris enters the game for A. Gordon,,81,90
358,4,4:58.0,,J. Wall makes free throw 1 of 1,81,91
359,4,4:44.0,E. Fournier misses 2-pt jump shot from 3 ft,,81,91
360,4,4:43.0,,Defensive rebound by K. Humphries,81,91
361,4,4:22.0,,K. Humphries misses 3-pt jump shot from 26 ft,81,91
362,4,4:21.0,Defensive rebound by Team,,81,91
363,4,4:21.0,,O. Porter enters the game for J. Dudley,81,91
364,4,4:10.0,Turnover by T. Harris (lost ball; steal by O. Porter),,81,91
365,4,3:58.0,,Personal foul by V. Oladipo (drawn by J. Wall),81,91
366,4,3:52.0,,K. Oubre makes 2-pt dunk at rim (assist by R. Sessions),81,93
367,4,3:51.0,Orlando full timeout,,81,93
368,4,3:41.0,Shooting foul by K. Oubre (drawn by V. Oladipo),,81,93
369,4,3:41.0,V. Oladipo makes free throw 1 of 2,,82,93
370,4,3:41.0,A. Gordon enters the game for E. Payton,,82,93
371,4,3:41.0,V. Oladipo makes free throw 2 of 2,,83,93
372,4,3:24.0,,J. Wall makes 2-pt jump shot from 18 ft,83,95
373,4,2:59.0,T. Harris makes 2-pt jump shot from 12 ft (assist by V. Oladipo),,85,95
374,4,2:42.0,,O. Porter misses 3-pt jump shot from 26 ft,85,95
375,4,2:41.0,Defensive rebound by T. Harris,,85,95
376,4,2:33.0,E. Fournier makes 2-pt layup from 1 ft (assist by V. Oladipo),,87,95
377,4,2:32.0,,Washington full timeout,87,95
378,4,2:32.0,,M. Gortat enters the game for K. Humphries,87,95
379,4,2:16.0,,O. Porter makes 2-pt jump shot from 23 ft (assist by J. Wall),87,97
380,4,1:48.0,E. Fournier misses 3-pt jump shot from 26 ft,,87,97
381,4,1:48.0,Offensive rebound by A. Gordon,,87,97
382,4,1:48.0,A. Gordon makes 2-pt dunk at rim,,89,97
383,4,1:33.0,Violation by A. Gordon (def goaltending),,89,97
