,QUARTER,TIME_REMAINING,NEW YORK_ACTION,NEW ORLEANS_ACTION,NEW YORK_SCORE,NEW ORLEANS_SCORE
156,2,6:02.0,K. Porziņģis enters the game for K. Séraphin,,40,39
157,2,5:47.0,Turnover by R. Lopez (lost ball; steal by T. Frazier),,40,39
158,2,5:34.0,,T. Frazier misses 2-pt jump shot from 20 ft,40,39
159,2,5:33.0,Defensive rebound by K. Porziņģis,,40,39
160,2,5:21.0,Turnover by R. Lopez (bad pass; steal by T. Frazier),,40,39
161,2,5:21.0,,Personal foul by K. Porziņģis,40,39
162,2,5:21.0,,A. Ajinça enters the game for J. Hamilton,40,39
163,2,5:21.0,,D. Cunningham enters the game for K. Perkins,40,39
164,2,4:58.0,,A. Ajinça misses 2-pt jump shot from 16 ft,40,39
165,2,4:57.0,Defensive rebound by K. Porziņģis,,40,39
166,2,4:41.0,C. Anthony makes 2-pt jump shot from 20 ft,,42,39
167,2,4:34.0,,Personal foul by S. Vujačić,42,39
168,2,4:34.0,,J. Holiday enters the game for T. Douglas,42,39
169,2,4:16.0,,J. Holiday misses 2-pt jump shot from 15 ft,42,39
170,2,4:15.0,Defensive rebound by C. Anthony,,42,39
171,2,4:02.0,R. Lopez misses 2-pt hook shot from 7 ft,,42,39
172,2,4:01.0,,Defensive rebound by A. Gee,42,39
173,2,3:52.0,,Shooting foul by R. Lopez (drawn by A. Ajinça),42,39
174,2,3:52.0,,A. Ajinça makes free throw 1 of 2,42,40
175,2,3:52.0,,A. Ajinça makes free throw 2 of 2,42,41
176,2,3:37.0,C. Anthony misses 2-pt jump shot from 13 ft,,42,41
177,2,3:36.0,,Defensive rebound by T. Frazier,42,41
178,2,3:27.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by D. Cunningham),42,44
179,2,3:08.0,S. Vujačić misses 3-pt jump shot from 25 ft,,42,44
180,2,3:07.0,,Defensive rebound by T. Frazier,42,44
181,2,3:04.0,,Personal foul by K. Porziņģis,42,44
182,2,3:04.0,,T. Frazier misses free throw 1 of 2,42,44
183,2,3:04.0,,Offensive rebound by Team,42,44
184,2,3:04.0,L. Galloway enters the game for S. Vujačić,,42,44
185,2,3:04.0,,T. Frazier makes free throw 2 of 2,42,45
186,2,2:54.0,J. Calderón misses 3-pt jump shot from 26 ft,,42,45
187,2,2:53.0,Offensive rebound by R. Lopez,,42,45
188,2,2:49.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Lopez),,45,45
189,2,2:41.0,,Turnover by T. Frazier (bad pass; steal by K. Porziņģis),45,45
190,2,2:23.0,C. Anthony misses 2-pt jump shot from 12 ft,,45,45
191,2,2:22.0,,Defensive rebound by A. Ajinça,45,45
192,2,2:18.0,,Turnover by A. Gee (lost ball; steal by L. Galloway),45,45
193,2,2:15.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by J. Calderón),,48,45
194,2,1:49.0,,D. Cunningham misses 2-pt jump shot from 16 ft,48,45
195,2,1:48.0,Defensive rebound by L. Galloway,,48,45
196,2,1:35.0,L. Galloway makes 2-pt layup at rim (assist by K. Porziņģis),,50,45
197,2,1:22.0,,D. Cunningham misses 3-pt jump shot from 25 ft,50,45
198,2,1:21.0,Defensive rebound by C. Anthony,,50,45
199,2,1:08.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,50,45
200,2,1:07.0,,Defensive rebound by A. Ajinça,50,45
201,2,1:00.0,,A. Gee misses 2-pt dunk at rim (block by K. Porziņģis),50,45
202,2,1:00.0,Defensive rebound by C. Anthony,,50,45
203,2,0:46.0,Personal foul by A. Ajinça,,50,45
204,2,0:46.0,,New Orleans full timeout,50,45
205,2,0:38.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by L. Galloway),,52,45
206,2,0:28.0,,A. Ajinça makes 2-pt jump shot from 18 ft (assist by J. Holiday),52,47
207,2,0:09.0,R. Lopez makes 2-pt dunk at rim (assist by C. Anthony),,54,47
208,2,0:01.0,,Shooting foul by J. Calderón (drawn by D. Cunningham),54,47
209,2,0:01.0,,D. Cunningham makes free throw 1 of 2,54,48
210,2,0:01.0,,D. Cunningham makes free throw 2 of 2,54,49
211,2,0:00.0,L. Galloway misses 3-pt jump shot from 53 ft,,54,49
212,2,0:00.0,Offensive rebound by Team,,54,49
213,3,11:46.0,,D. Cunningham misses 3-pt jump shot from 24 ft,54,49
214,3,11:45.0,Defensive rebound by Team,,54,49
215,3,11:25.0,Turnover by S. Vujačić (bad pass),,54,49
216,3,11:13.0,,A. Ajinça misses 2-pt jump shot from 17 ft,54,49
217,3,11:12.0,Defensive rebound by S. Vujačić,,54,49
218,3,10:55.0,R. Lopez misses 2-pt hook shot from 11 ft,,54,49
219,3,10:54.0,,Defensive rebound by D. Cunningham,54,49
220,3,10:45.0,,T. Douglas misses 3-pt jump shot from 24 ft,54,49
221,3,10:44.0,Defensive rebound by C. Anthony,,54,49
222,3,10:25.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by R. Lopez),,57,49
223,3,10:15.0,,Turnover by J. Holiday (lost ball; steal by J. Calderón),57,49
224,3,9:59.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,57,49
225,3,9:58.0,,Defensive rebound by A. Ajinça,57,49
226,3,9:47.0,,A. Gee misses 2-pt jump shot from 19 ft,57,49
227,3,9:46.0,Defensive rebound by J. Calderón,,57,49
228,3,9:32.0,R. Lopez makes 2-pt dunk at rim (assist by K. Porziņģis),,59,49
229,3,9:24.0,,Turnover by J. Holiday (bad pass; steal by S. Vujačić),59,49
230,3,9:09.0,Turnover by K. Porziņģis (lost ball; steal by J. Holiday),,59,49
231,3,9:04.0,,Turnover by T. Douglas (traveling),59,49
232,3,8:49.0,C. Anthony misses 3-pt jump shot from 26 ft,,59,49
233,3,8:49.0,,Defensive rebound by J. Holiday,59,49
234,3,8:43.0,,Shooting foul by S. Vujačić (drawn by D. Cunningham),59,49
235,3,8:43.0,,D. Cunningham makes free throw 1 of 2,59,50
236,3,8:43.0,,D. Cunningham makes free throw 2 of 2,59,51
237,3,8:32.0,Personal foul by A. Gee,,59,51
238,3,8:18.0,C. Anthony misses 3-pt jump shot from 28 ft,,59,51
239,3,8:17.0,,Defensive rebound by T. Douglas,59,51
240,3,8:11.0,,L. Babbitt enters the game for A. Gee,59,51
241,3,8:01.0,,A. Ajinça misses 2-pt jump shot from 4 ft (block by K. Porziņģis),59,51
242,3,7:59.0,Defensive rebound by K. Porziņģis,,59,51
243,3,7:42.0,,Loose ball foul by A. Ajinça,59,51
244,3,7:33.0,S. Vujačić misses 2-pt jump shot from 20 ft,,59,51
245,3,7:32.0,,Defensive rebound by J. Holiday,59,51
246,3,7:24.0,,J. Holiday makes 3-pt jump shot from 25 ft,59,54
247,3,7:01.0,R. Lopez misses 2-pt layup from 2 ft (block by A. Ajinça),,59,54
248,3,6:59.0,,Defensive rebound by L. Babbitt,59,54
249,3,6:42.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by J. Holiday),59,57
250,3,6:25.0,K. Porziņģis misses 2-pt jump shot from 18 ft,,59,57
251,3,6:24.0,,Defensive rebound by A. Ajinça,59,57
252,3,6:12.0,,A. Ajinça misses 2-pt jump shot from 18 ft,59,57
253,3,6:11.0,Defensive rebound by J. Calderón,,59,57
254,3,6:06.0,Personal foul by A. Ajinça,,59,57
255,3,6:06.0,A. Afflalo enters the game for S. Vujačić,,59,57
256,3,5:49.0,A. Afflalo misses 2-pt jump shot from 15 ft,,59,57
257,3,5:48.0,,Defensive rebound by D. Cunningham,59,57
258,3,5:30.0,,D. Cunningham makes 3-pt jump shot from 25 ft (assist by A. Ajinça),59,60
259,3,5:01.0,C. Anthony misses 3-pt jump shot from 30 ft,,59,60
260,3,5:00.0,Offensive rebound by K. Porziņģis,,59,60
261,3,4:58.0,Shooting foul by D. Cunningham (drawn by K. Porziņģis),,59,60
262,3,4:58.0,,New Orleans full timeout,59,60
263,3,4:58.0,,K. Perkins enters the game for A. Ajinça,59,60
264,3,4:58.0,K. Séraphin enters the game for R. Lopez,,59,60
265,3,4:58.0,K. Porziņģis misses free throw 1 of 2,,59,60
266,3,4:58.0,Offensive rebound by Team,,59,60
267,3,4:58.0,K. Porziņģis misses free throw 2 of 2,,59,60
268,3,4:58.0,,Defensive rebound by K. Perkins,59,60
269,3,4:41.0,,J. Holiday makes 2-pt layup from 4 ft,59,62
270,3,4:21.0,C. Anthony misses 3-pt jump shot from 24 ft,,59,62
271,3,4:21.0,,Defensive rebound by K. Perkins,59,62
272,3,4:14.0,,T. Douglas makes 2-pt layup from 3 ft (assist by J. Holiday),59,64
273,3,3:56.0,A. Afflalo misses 3-pt jump shot from 27 ft,,59,64
274,3,3:56.0,Offensive rebound by Team,,59,64
275,3,3:56.0,,Loose ball foul by L. Babbitt,59,64
276,3,3:56.0,K. Porziņģis makes free throw 1 of 2,,60,64
277,3,3:56.0,L. Galloway enters the game for J. Calderón,,60,64
278,3,3:56.0,K. Porziņģis makes free throw 2 of 2,,61,64
279,3,3:50.0,,J. Holiday misses 3-pt jump shot from 24 ft,61,64
280,3,3:49.0,Defensive rebound by K. Séraphin,,61,64
281,3,3:35.0,C. Anthony misses 2-pt jump shot from 17 ft,,61,64
282,3,3:34.0,,Defensive rebound by L. Babbitt,61,64
283,3,3:19.0,,Shooting foul by K. Séraphin (drawn by L. Babbitt),61,64
284,3,3:19.0,,L. Babbitt makes free throw 1 of 2,61,65
285,3,3:19.0,,T. Frazier enters the game for J. Holiday,61,65
286,3,3:19.0,,L. Babbitt makes free throw 2 of 2,61,66
287,3,3:03.0,C. Anthony misses 2-pt layup from 2 ft,,61,66
288,3,3:02.0,,Defensive rebound by K. Perkins,61,66
289,3,2:44.0,New York full timeout,,61,66
290,3,2:44.0,D. Williams enters the game for C. Anthony,,61,66
291,3,2:43.0,,Turnover by T. Douglas (bad pass),61,66
292,3,2:25.0,K. Séraphin misses 2-pt hook shot from 6 ft,,61,66
293,3,2:24.0,,Defensive rebound by L. Babbitt,61,66
294,3,2:05.0,,T. Douglas misses 2-pt jump shot from 13 ft,61,66
295,3,2:04.0,Defensive rebound by K. Porziņģis,,61,66
296,3,1:54.0,A. Afflalo misses 2-pt jump shot from 7 ft,,61,66
297,3,1:53.0,,Defensive rebound by K. Perkins,61,66
298,3,1:46.0,,T. Frazier misses 2-pt layup from 2 ft,61,66
299,3,1:45.0,Defensive rebound by K. Porziņģis,,61,66
300,3,1:30.0,K. Séraphin misses 2-pt jump shot from 15 ft,,61,66
301,3,1:29.0,,Defensive rebound by T. Frazier,61,66
302,3,1:10.0,,L. Babbitt makes 2-pt jump shot from 6 ft (assist by T. Frazier),61,68
303,3,0:59.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by L. Galloway),,64,68
304,3,0:48.0,,L. Babbitt misses 2-pt jump shot from 12 ft,64,68
305,3,0:46.0,Defensive rebound by K. Porziņģis,,64,68
306,3,0:28.0,K. Séraphin misses 2-pt hook shot from 8 ft,,64,68
307,3,0:27.0,,Defensive rebound by T. Frazier,64,68
308,3,0:06.0,,T. Douglas misses 2-pt jump shot from 10 ft,64,68
309,3,0:05.0,,Offensive rebound by T. Douglas,64,68
310,3,0:01.0,,T. Douglas misses 2-pt jump shot from 8 ft,64,68
311,3,0:00.0,Defensive rebound by K. Porziņģis,,64,68
312,3,0:00.0,L. Galloway misses 3-pt jump shot from 61 ft,,64,68
313,3,0:00.0,Offensive rebound by Team,,64,68
314,4,11:50.0,C. Anthony makes 2-pt jump shot from 22 ft (assist by A. Afflalo),,66,68
315,4,11:32.0,,J. Holiday misses 2-pt jump shot from 14 ft,66,68
316,4,11:31.0,,Offensive rebound by K. Perkins,66,68
317,4,11:31.0,,Shooting foul by L. Galloway (drawn by K. Perkins),66,68
318,4,11:31.0,,K. Perkins misses free throw 1 of 2,66,68
319,4,11:31.0,,Offensive rebound by Team,66,68
320,4,11:31.0,,K. Perkins makes free throw 2 of 2,66,69
321,4,11:18.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by L. Galloway),,69,69
322,4,10:58.0,,J. Hamilton makes 3-pt jump shot from 25 ft (assist by J. Holiday),69,72
323,4,10:34.0,A. Afflalo misses 2-pt jump shot from 12 ft,,69,72
324,4,10:33.0,Offensive rebound by K. O'Quinn,,69,72
325,4,10:23.0,C. Anthony makes 2-pt jump shot from 19 ft,,71,72
326,4,9:56.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by J. Hamilton),71,75
327,4,9:28.0,C. Anthony makes 2-pt jump shot from 16 ft (assist by L. Galloway),,73,75
328,4,9:17.0,,J. Holiday misses 2-pt layup from 2 ft (block by K. O'Quinn),73,75
329,4,9:16.0,Defensive rebound by K. O'Quinn,,73,75
330,4,9:05.0,C. Anthony makes 2-pt jump shot from 18 ft,,75,75
331,4,8:40.0,,Shooting foul by L. Galloway (drawn by K. Perkins),75,75
332,4,8:40.0,Official timeout,,75,75
333,4,8:40.0,J. Calderón enters the game for D. Williams,,75,75
334,4,8:40.0,,D. Cunningham enters the game for L. Babbitt,75,75
335,4,8:40.0,,K. Perkins makes free throw 1 of 2,75,76
336,4,8:40.0,,K. Perkins makes free throw 2 of 2,75,77
337,4,8:23.0,J. Calderón misses 3-pt jump shot from 25 ft,,75,77
338,4,8:22.0,,Defensive rebound by T. Frazier,75,77
339,4,8:09.0,,J. Hamilton misses 3-pt jump shot from 25 ft,75,77
340,4,8:08.0,Defensive rebound by K. O'Quinn,,75,77
341,4,8:00.0,Turnover by A. Afflalo (lost ball; steal by J. Hamilton),,75,77
342,4,7:55.0,,Turnover by J. Hamilton (bad pass; steal by L. Galloway),75,77
343,4,7:34.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,75,77
344,4,7:33.0,,Defensive rebound by T. Frazier,75,77
345,4,7:21.0,,J. Holiday misses 2-pt jump shot from 6 ft,75,77
346,4,7:20.0,,Offensive rebound by J. Holiday,75,77
347,4,7:17.0,,T. Frazier misses 3-pt jump shot from 25 ft,75,77
348,4,7:16.0,Defensive rebound by L. Galloway,,75,77
349,4,6:58.0,C. Anthony misses 2-pt jump shot from 16 ft,,75,77
350,4,6:58.0,,Defensive rebound by J. Hamilton,75,77
351,4,6:53.0,,T. Frazier makes 2-pt layup at rim (assist by J. Hamilton),75,79
352,4,6:53.0,New York full timeout,,75,79
353,4,6:53.0,,A. Ajinça enters the game for K. Perkins,75,79
354,4,6:53.0,K. Porziņģis enters the game for K. O'Quinn,,75,79
355,4,6:43.0,L. Galloway misses 2-pt layup from 2 ft,,75,79
356,4,6:43.0,Offensive rebound by Team,,75,79
357,4,6:43.0,,Loose ball foul by T. Frazier,75,79
358,4,6:36.0,A. Afflalo makes 2-pt jump shot from 12 ft (assist by C. Anthony),,77,79
359,4,6:20.0,,J. Holiday makes 2-pt jump shot from 17 ft,77,81
360,4,6:02.0,Offensive foul by C. Anthony (drawn by D. Cunningham),,77,81
361,4,6:02.0,Turnover by C. Anthony (offensive foul),,77,81
362,4,5:43.0,,A. Ajinça misses 2-pt jump shot from 9 ft,77,81
363,4,5:43.0,,Offensive rebound by Team,77,81
364,4,5:43.0,Loose ball foul by A. Afflalo,,77,81
365,4,5:43.0,R. Lopez enters the game for J. Calderón,,77,81
366,4,5:33.0,,J. Holiday makes 2-pt jump shot from 18 ft,77,83
367,4,5:14.0,Offensive foul by A. Afflalo (drawn by T. Frazier),,77,83
368,4,5:14.0,Turnover by A. Afflalo (offensive foul),,77,83
369,4,5:14.0,New York full timeout,,77,83
370,4,5:14.0,J. Calderón enters the game for L. Galloway,,77,83
371,4,5:03.0,,Shooting foul by A. Afflalo (drawn by A. Ajinça),77,83
372,4,5:03.0,,A. Ajinça misses free throw 1 of 2,77,83
373,4,5:03.0,,Offensive rebound by Team,77,83
374,4,5:03.0,,A. Ajinça makes free throw 2 of 2,77,84
375,4,4:44.0,J. Calderón makes 3-pt jump shot from 24 ft (assist by C. Anthony),,80,84
376,4,4:26.0,,J. Hamilton misses 3-pt jump shot from 24 ft,80,84
377,4,4:25.0,Defensive rebound by J. Calderón,,80,84
378,4,4:16.0,Personal foul by J. Hamilton,,80,84
379,4,4:04.0,Turnover by C. Anthony (bad pass; steal by J. Hamilton),,80,84
380,4,3:59.0,,T. Frazier misses 2-pt layup from 1 ft,80,84
381,4,3:58.0,Defensive rebound by J. Calderón,,80,84
382,4,3:44.0,C. Anthony misses 2-pt jump shot from 14 ft,,80,84
