,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DALLAS_ACTION,GOLDEN STATE_SCORE,DALLAS_SCORE
0,1,11:39.0,,D. Williams makes 2-pt jump shot from 19 ft,0,2
1,1,11:18.0,A. Bogut misses 2-pt jump shot from 7 ft,,0,2
2,1,11:17.0,,Defensive rebound by D. Williams,0,2
3,1,11:07.0,,R. Felton makes 2-pt layup at rim,0,4
4,1,10:55.0,D. Green makes 2-pt layup from 1 ft,,2,4
5,1,10:46.0,,R. Felton makes 2-pt layup from 1 ft,2,6
6,1,10:32.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,5,6
7,1,10:17.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by R. Felton),5,8
8,1,10:00.0,D. Green misses 2-pt jump shot from 5 ft,,5,8
9,1,9:59.0,,Defensive rebound by D. Nowitzki,5,8
10,1,9:55.0,,C. Parsons makes 2-pt dunk at rim (assist by D. Williams),5,10
11,1,9:47.0,K. Thompson misses 3-pt jump shot from 23 ft,,5,10
12,1,9:45.0,,Defensive rebound by W. Matthews,5,10
13,1,9:40.0,,C. Parsons misses 3-pt jump shot from 25 ft,5,10
14,1,9:39.0,,Offensive rebound by C. Parsons,5,10
15,1,9:36.0,,C. Parsons misses 2-pt jump shot from 18 ft,5,10
16,1,9:35.0,Defensive rebound by A. Bogut,,5,10
17,1,9:29.0,S. Curry makes 3-pt jump shot from 25 ft,,8,10
18,1,9:15.0,,D. Williams misses 2-pt jump shot from 10 ft,8,10
19,1,9:14.0,Defensive rebound by S. Curry,,8,10
20,1,9:08.0,S. Curry makes 2-pt layup from 3 ft,,10,10
21,1,9:01.0,,Personal foul by S. Curry,10,10
22,1,8:46.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by R. Felton),10,13
23,1,8:36.0,H. Barnes makes 2-pt dunk at rim (assist by D. Green),,12,13
24,1,8:16.0,,R. Felton makes 3-pt jump shot from 25 ft (assist by D. Williams),12,16
25,1,8:04.0,Turnover by A. Bogut (bad pass),,12,16
26,1,7:54.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,12,16
27,1,7:53.0,Defensive rebound by A. Bogut,,12,16
28,1,7:42.0,D. Green misses 2-pt jump shot from 3 ft,,12,16
29,1,7:40.0,,Defensive rebound by R. Felton,12,16
30,1,7:36.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by R. Felton),12,19
31,1,7:36.0,Technical foul by Team,,12,19
32,1,7:36.0,,D. Nowitzki makes technical free throw,12,20
33,1,7:36.0,Golden State full timeout,,12,20
34,1,7:23.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,15,20
35,1,6:57.0,,W. Matthews misses 3-pt jump shot from 23 ft,15,20
36,1,6:56.0,,Offensive rebound by D. Nowitzki,15,20
37,1,6:56.0,,Shooting foul by D. Green (drawn by D. Nowitzki),15,20
38,1,6:56.0,,D. Nowitzki makes free throw 1 of 2,15,21
39,1,6:56.0,,D. Nowitzki makes free throw 2 of 2,15,22
40,1,6:48.0,D. Green makes 2-pt jump shot from 5 ft,,17,22
41,1,6:48.0,Shooting foul by D. Williams (drawn by D. Green),,17,22
42,1,6:48.0,,D. Lee enters the game for D. Nowitzki,17,22
43,1,6:48.0,D. Green makes free throw 1 of 1,,18,22
44,1,6:27.0,,R. Felton misses 3-pt jump shot from 23 ft,18,22
45,1,6:26.0,,Offensive rebound by D. Lee,18,22
46,1,6:16.0,,D. Williams misses 2-pt jump shot from 20 ft,18,22
47,1,6:15.0,Defensive rebound by K. Thompson,,18,22
48,1,5:59.0,K. Thompson makes 2-pt layup from 2 ft,,20,22
49,1,5:46.0,,D. Lee makes 2-pt layup at rim (assist by D. Williams),20,24
50,1,5:36.0,Personal foul by D. Williams,,20,24
51,1,5:36.0,,D. Harris enters the game for D. Williams,20,24
52,1,5:26.0,S. Curry misses 3-pt jump shot from 24 ft,,20,24
53,1,5:25.0,,Defensive rebound by W. Matthews,20,24
54,1,5:09.0,,R. Felton misses 2-pt jump shot from 5 ft,20,24
55,1,5:08.0,,Offensive rebound by D. Lee,20,24
56,1,5:08.0,,D. Lee makes 2-pt layup at rim,20,26
57,1,4:55.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,23,26
58,1,4:42.0,,Turnover by W. Matthews (bad pass; steal by S. Curry),23,26
59,1,4:38.0,L. Barbosa enters the game for K. Thompson,,23,26
60,1,4:38.0,M. Speights enters the game for A. Bogut,,23,26
61,1,4:25.0,L. Barbosa misses 3-pt jump shot from 23 ft,,23,26
62,1,4:24.0,Offensive rebound by H. Barnes,,23,26
63,1,4:19.0,M. Speights makes 2-pt jump shot from 15 ft (assist by L. Barbosa),,25,26
64,1,4:05.0,,D. Lee makes 2-pt layup at rim (assist by R. Felton),25,28
65,1,3:56.0,S. Curry misses 2-pt layup from 2 ft,,25,28
66,1,3:55.0,,Defensive rebound by D. Lee,25,28
67,1,3:42.0,,D. Harris misses 2-pt jump shot from 20 ft,25,28
68,1,3:41.0,Defensive rebound by H. Barnes,,25,28
69,1,3:34.0,L. Barbosa misses 2-pt jump shot from 9 ft,,25,28
70,1,3:34.0,,Defensive rebound by D. Lee,25,28
71,1,3:29.0,,Shooting foul by L. Barbosa (drawn by D. Harris),25,28
72,1,3:29.0,,D. Harris makes free throw 1 of 2,25,29
73,1,3:29.0,S. Livingston enters the game for H. Barnes,,25,29
74,1,3:29.0,,D. Harris makes free throw 2 of 2,25,30
75,1,3:16.0,Personal foul by W. Matthews,,25,30
76,1,3:09.0,M. Speights makes 2-pt jump shot from 19 ft (assist by S. Curry),,27,30
77,1,3:07.0,,Dallas full timeout,27,30
78,1,2:51.0,,W. Matthews misses 2-pt jump shot from 18 ft,27,30
79,1,2:50.0,Defensive rebound by S. Curry,,27,30
80,1,2:40.0,,J. Anderson enters the game for W. Matthews,27,30
81,1,2:40.0,,J. Barea enters the game for C. Parsons,27,30
82,1,2:40.0,,D. Nowitzki enters the game for R. Felton,27,30
83,1,2:36.0,S. Curry misses 2-pt jump shot from 20 ft,,27,30
84,1,2:35.0,,Defensive rebound by D. Nowitzki,27,30
85,1,2:25.0,,Turnover by D. Harris (bad pass),27,30
86,1,2:13.0,D. Green makes 3-pt jump shot from 23 ft (assist by S. Curry),,30,30
87,1,1:56.0,,J. Barea makes 2-pt jump shot from 17 ft,30,32
88,1,1:44.0,M. Speights makes 3-pt jump shot from 24 ft (assist by S. Curry),,33,32
89,1,1:28.0,,D. Lee makes 2-pt dunk at rim (assist by J. Barea),33,34
90,1,1:14.0,S. Curry misses 2-pt layup at rim,,33,34
91,1,1:13.0,,Defensive rebound by D. Nowitzki,33,34
92,1,1:13.0,,Personal foul by M. Speights,33,34
93,1,1:00.0,,J. Barea misses 2-pt jump shot from 3 ft,33,34
94,1,1:00.0,,Offensive rebound by Team,33,34
95,1,1:00.0,,Turnover by J. Barea (traveling),33,34
96,1,0:40.0,S. Curry makes 3-pt jump shot from 24 ft (assist by L. Barbosa),,36,34
97,1,0:32.0,,D. Lee makes 2-pt layup at rim (assist by J. Barea),36,36
98,1,0:16.0,L. Barbosa makes 3-pt jump shot from 23 ft (assist by S. Curry),,39,36
99,1,0:02.0,,Turnover by J. Barea (bad pass; steal by S. Curry),39,36
100,1,0:00.0,S. Curry makes 3-pt jump shot from 31 ft,,42,36
101,2,12:00.0,,Technical foul by D. Nowitzki,42,36
102,2,12:00.0,S. Curry makes technical free throw,,43,36
103,2,12:00.0,M. Speights enters the game for S. Curry,,43,36
104,2,11:46.0,S. Livingston misses 2-pt layup from 1 ft (block by J. Anderson),,43,36
105,2,11:43.0,,Defensive rebound by D. Lee,43,36
106,2,11:34.0,,D. Harris makes 2-pt layup from 1 ft,43,38
107,2,11:26.0,S. Livingston misses 2-pt jump shot from 14 ft,,43,38
108,2,11:24.0,,Defensive rebound by D. Lee,43,38
109,2,11:09.0,,D. Nowitzki makes 2-pt jump shot from 8 ft (assist by J. Barea),43,40
110,2,10:52.0,M. Speights makes 2-pt jump shot from 17 ft (assist by S. Livingston),,45,40
111,2,10:41.0,,J. Barea misses 2-pt layup from 1 ft (block by L. Barbosa),45,40
112,2,10:39.0,Defensive rebound by M. Speights,,45,40
113,2,10:27.0,L. Barbosa misses 2-pt jump shot from 20 ft,,45,40
114,2,10:26.0,,Defensive rebound by J. Anderson,45,40
115,2,10:15.0,,Shooting foul by B. Rush (drawn by D. Harris),45,40
116,2,10:15.0,,D. Harris makes free throw 1 of 2,45,41
117,2,10:15.0,K. Thompson enters the game for L. Barbosa,,45,41
118,2,10:15.0,,D. Harris makes free throw 2 of 2,45,42
119,2,10:04.0,M. Speights misses 2-pt jump shot from 10 ft,,45,42
120,2,10:03.0,,Defensive rebound by D. Lee,45,42
121,2,9:46.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,45,42
122,2,9:45.0,Defensive rebound by S. Livingston,,45,42
123,2,9:28.0,K. Thompson makes 3-pt jump shot from 28 ft (assist by M. Speights),,48,42
124,2,9:01.0,,J. Barea misses 3-pt jump shot from 25 ft,48,42
125,2,8:59.0,,Offensive rebound by D. Lee,48,42
126,2,8:40.0,,J. Anderson misses 3-pt jump shot from 22 ft,48,42
127,2,8:38.0,,Offensive rebound by D. Lee,48,42
128,2,8:34.0,,D. Harris misses 2-pt jump shot from 19 ft,48,42
129,2,8:32.0,,Offensive rebound by D. Lee,48,42
130,2,8:30.0,,D. Lee misses 2-pt hook shot from 5 ft,48,42
131,2,8:29.0,Defensive rebound by B. Rush,,48,42
132,2,8:13.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Livingston),,51,42
133,2,8:13.0,,Dallas full timeout,51,42
134,2,8:13.0,,C. Parsons enters the game for D. Nowitzki,51,42
135,2,8:13.0,,Z. Pachulia enters the game for D. Lee,51,42
136,2,8:13.0,,W. Matthews enters the game for D. Harris,51,42
137,2,8:13.0,,R. Felton enters the game for J. Anderson,51,42
138,2,8:13.0,,D. Williams enters the game for J. Barea,51,42
139,2,8:13.0,A. Varejão enters the game for M. Speights,,51,42
140,2,7:58.0,,Shooting foul by K. Thompson (drawn by W. Matthews),51,42
141,2,7:58.0,,W. Matthews misses free throw 1 of 2,51,42
142,2,7:58.0,,Offensive rebound by Team,51,42
143,2,7:58.0,,W. Matthews makes free throw 2 of 2,51,43
144,2,7:41.0,H. Barnes misses 2-pt jump shot from 22 ft,,51,43
145,2,7:40.0,Offensive rebound by Team,,51,43
146,2,7:27.0,A. Varejão misses 2-pt hook shot from 4 ft,,51,43
147,2,7:26.0,,Defensive rebound by C. Parsons,51,43
148,2,7:19.0,,D. Williams misses 3-pt jump shot from 23 ft,51,43
149,2,7:18.0,Defensive rebound by A. Varejão,,51,43
150,2,7:09.0,S. Livingston misses 2-pt jump shot from 14 ft,,51,43
151,2,7:08.0,Offensive rebound by Team,,51,43
152,2,7:04.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Livingston),,54,43
