,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MILWAUKEE_ACTION,MINNESOTA_SCORE,MILWAUKEE_SCORE
39,1,6:07.0,Shooting foul by K. Middleton (drawn by G. Dieng),,19,21
40,1,6:07.0,G. Dieng makes free throw 1 of 1,,20,21
41,1,5:53.0,,J. Parker misses 2-pt jump shot from 6 ft,20,21
42,1,5:52.0,Defensive rebound by G. Dieng,,20,21
43,1,5:42.0,R. Rubio misses 3-pt jump shot from 25 ft,,20,21
44,1,5:41.0,Offensive rebound by K. Towns,,20,21
45,1,5:37.0,K. Towns makes 2-pt layup from 2 ft,,22,21
46,1,5:15.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft (block by K. Towns),22,21
47,1,5:14.0,,Offensive rebound by G. Antetokounmpo,22,21
48,1,5:13.0,,G. Antetokounmpo misses 2-pt hook shot from 5 ft,22,21
49,1,5:12.0,,Offensive rebound by G. Antetokounmpo,22,21
50,1,5:10.0,,Turnover by G. Antetokounmpo (lost ball; steal by T. Prince),22,21
51,1,5:01.0,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),,24,21
52,1,5:00.0,,Milwaukee full timeout,24,21
53,1,5:00.0,,G. Monroe enters the game for M. Plumlee,24,21
54,1,4:42.0,,J. Parker misses 2-pt jump shot from 13 ft,24,21
55,1,4:40.0,Defensive rebound by T. Prince,,24,21
56,1,4:24.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Towns),,27,21
57,1,4:13.0,,K. Middleton misses 2-pt jump shot from 10 ft,27,21
58,1,4:13.0,Defensive rebound by K. Towns,,27,21
59,1,4:13.0,,Loose ball foul by K. Middleton (drawn by K. Towns),27,21
60,1,4:13.0,G. Smith enters the game for G. Dieng,,27,21
61,1,4:13.0,,J. Bayless enters the game for K. Middleton,27,21
62,1,3:51.0,T. Prince misses 2-pt jump shot from 19 ft,,27,21
63,1,3:49.0,,Defensive rebound by G. Monroe,27,21
64,1,3:43.0,,J. Parker misses 2-pt layup from 1 ft,27,21
65,1,3:43.0,,Offensive rebound by Team,27,21
66,1,3:42.0,,Turnover by J. Parker (bad pass),27,21
67,1,3:42.0,A. Payne enters the game for K. Towns,,27,21
68,1,3:29.0,A. Wiggins misses 2-pt jump shot from 14 ft,,27,21
69,1,3:27.0,,Defensive rebound by G. Antetokounmpo,27,21
70,1,3:14.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by G. Monroe),27,24
71,1,2:56.0,A. Payne misses 3-pt jump shot from 25 ft,,27,24
72,1,2:54.0,,Defensive rebound by J. Parker,27,24
73,1,2:48.0,,Turnover by J. Parker (bad pass; steal by T. Prince),27,24
74,1,2:41.0,A. Payne misses 2-pt hook shot from 6 ft,,27,24
75,1,2:40.0,Offensive rebound by G. Smith,,27,24
76,1,2:37.0,G. Smith makes 2-pt layup from 1 ft,,29,24
77,1,2:18.0,,Def 3 sec tech foul by A. Payne,29,24
78,1,2:18.0,Z. LaVine enters the game for A. Wiggins,,29,24
79,1,2:18.0,S. Muhammad enters the game for R. Rubio,,29,24
80,1,2:18.0,,R. Vaughn enters the game for J. Parker,29,24
81,1,2:18.0,,J. Bayless makes technical free throw,29,25
82,1,2:09.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,29,25
83,1,2:07.0,Defensive rebound by A. Payne,,29,25
84,1,1:58.0,S. Muhammad makes 2-pt dunk at rim,,31,25
85,1,1:41.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by G. Monroe),31,27
86,1,1:41.0,,Shooting foul by A. Payne (drawn by G. Antetokounmpo),31,27
87,1,1:41.0,T. Jones enters the game for T. Prince,,31,27
88,1,1:41.0,,G. Antetokounmpo makes free throw 1 of 1,31,28
89,1,1:22.0,A. Payne misses 2-pt jump shot from 7 ft,,31,28
90,1,1:21.0,,Defensive rebound by G. Antetokounmpo,31,28
91,1,1:14.0,,O. Mayo misses 3-pt jump shot from 25 ft,31,28
92,1,1:12.0,Defensive rebound by A. Payne,,31,28
93,1,1:02.0,T. Jones misses 2-pt jump shot from 9 ft,,31,28
94,1,1:01.0,,Defensive rebound by G. Monroe,31,28
95,1,0:58.0,,Personal foul by A. Payne (drawn by G. Antetokounmpo),31,28
96,1,0:58.0,,G. Antetokounmpo misses free throw 1 of 2,31,28
97,1,0:58.0,,Offensive rebound by Team,31,28
98,1,0:58.0,,T. Ennis enters the game for O. Mayo,31,28
99,1,0:58.0,,G. Antetokounmpo makes free throw 2 of 2,31,29
100,1,0:39.0,Z. LaVine makes 2-pt jump shot from 18 ft,,33,29
101,1,0:32.0,,R. Vaughn misses 2-pt jump shot from 17 ft,33,29
102,1,0:30.0,Defensive rebound by Z. LaVine,,33,29
103,1,0:14.0,Turnover by Z. LaVine (bad pass),,33,29
104,1,0:05.0,,J. Bayless misses 3-pt jump shot from 25 ft,33,29
105,1,0:03.0,Defensive rebound by S. Muhammad,,33,29
106,1,0:00.0,Z. LaVine makes 2-pt layup from 1 ft (assist by S. Muhammad),,35,29
107,2,11:47.0,,T. Ennis misses 2-pt jump shot from 13 ft,35,29
108,2,11:46.0,Defensive rebound by G. Smith,,35,29
109,2,11:31.0,S. Muhammad misses 2-pt jump shot from 20 ft,,35,29
110,2,11:29.0,,Defensive rebound by J. Parker,35,29
111,2,11:09.0,,J. Parker misses 2-pt jump shot from 20 ft,35,29
112,2,11:07.0,Defensive rebound by G. Smith,,35,29
113,2,11:01.0,Z. LaVine misses 2-pt jump shot from 17 ft,,35,29
114,2,10:58.0,,Defensive rebound by J. Parker,35,29
115,2,10:47.0,,G. Monroe makes 2-pt hook shot from 7 ft,35,31
116,2,10:27.0,A. Payne makes 2-pt jump shot from 19 ft (assist by T. Jones),,37,31
117,2,10:15.0,,G. Monroe makes 2-pt layup from 1 ft (assist by J. Parker),37,33
118,2,9:58.0,S. Muhammad makes 3-pt jump shot from 23 ft (assist by T. Jones),,40,33
119,2,9:43.0,,J. Parker misses 2-pt jump shot from 7 ft,40,33
120,2,9:43.0,,Offensive rebound by G. Monroe,40,33
121,2,9:43.0,,Personal foul by A. Payne (drawn by G. Monroe),40,33
122,2,9:43.0,K. Towns enters the game for A. Payne,,40,33
123,2,9:34.0,,R. Vaughn misses 3-pt jump shot from 24 ft,40,33
124,2,9:32.0,Defensive rebound by T. Jones,,40,33
125,2,9:22.0,Turnover by K. Towns (bad pass; steal by R. Vaughn),,40,33
126,2,9:13.0,,J. Bayless makes 3-pt jump shot from 26 ft (assist by T. Ennis),40,36
127,2,8:57.0,S. Muhammad makes 2-pt layup from 1 ft (assist by T. Jones),,42,36
128,2,8:42.0,,Shooting foul by G. Smith (drawn by G. Monroe),42,36
129,2,8:42.0,Official timeout,,42,36
130,2,8:42.0,,K. Middleton enters the game for R. Vaughn,42,36
131,2,8:42.0,G. Dieng enters the game for G. Smith,,42,36
132,2,8:42.0,R. Rubio enters the game for T. Jones,,42,36
133,2,8:42.0,,G. Monroe misses free throw 1 of 2,42,36
134,2,8:42.0,,Offensive rebound by Team,42,36
135,2,8:42.0,,G. Monroe makes free throw 2 of 2,42,37
136,2,8:23.0,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),,44,37
137,2,8:23.0,Shooting foul by J. Parker (drawn by G. Dieng),,44,37
138,2,8:23.0,G. Dieng makes free throw 1 of 1,,45,37
139,2,8:00.0,,K. Middleton misses 2-pt jump shot from 21 ft,45,37
140,2,7:58.0,,Offensive rebound by J. Parker,45,37
141,2,7:48.0,,J. Bayless misses 3-pt jump shot from 23 ft,45,37
142,2,7:47.0,Defensive rebound by K. Towns,,45,37
143,2,7:41.0,Turnover by S. Muhammad (bad pass; steal by J. Parker),,45,37
144,2,7:36.0,,J. Parker misses 2-pt layup from 2 ft (block by R. Rubio),45,37
145,2,7:35.0,Defensive rebound by Team,,45,37
146,2,7:21.0,S. Muhammad misses 2-pt hook shot from 9 ft,,45,37
147,2,7:19.0,,Defensive rebound by T. Ennis,45,37
148,2,7:05.0,,K. Middleton misses 2-pt jump shot from 18 ft,45,37
149,2,7:04.0,Defensive rebound by G. Dieng,,45,37
150,2,6:59.0,Turnover by R. Rubio (bad pass),,45,37
151,2,6:59.0,A. Wiggins enters the game for S. Muhammad,,45,37
152,2,6:49.0,,G. Monroe makes 2-pt layup at rim (assist by K. Middleton),45,39
153,2,6:34.0,Offensive foul by K. Towns (drawn by J. Bayless),,45,39
154,2,6:34.0,Turnover by K. Towns (offensive foul),,45,39
155,2,6:16.0,,J. Bayless misses 3-pt jump shot from 25 ft,45,39
156,2,6:15.0,Defensive rebound by G. Dieng,,45,39
157,2,6:06.0,K. Towns misses 2-pt hook shot at rim,,45,39
158,2,6:01.0,Offensive rebound by K. Towns,,45,39
159,2,6:01.0,K. Towns makes 2-pt layup from 1 ft,,47,39
160,2,5:44.0,,Milwaukee full timeout,47,39
161,2,5:44.0,,G. Antetokounmpo enters the game for J. Bayless,47,39
162,2,5:44.0,,O. Mayo enters the game for T. Ennis,47,39
163,2,5:40.0,,Turnover by G. Monroe (bad pass),47,39
164,2,5:27.0,A. Wiggins makes 2-pt jump shot from 13 ft (assist by R. Rubio),,49,39
165,2,5:19.0,,J. Parker makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),49,41
166,2,4:55.0,K. Towns misses 2-pt jump shot from 21 ft,,49,41
167,2,4:53.0,,Defensive rebound by G. Antetokounmpo,49,41
168,2,4:48.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),49,43
169,2,4:34.0,R. Rubio misses 2-pt jump shot from 13 ft,,49,43
170,2,4:34.0,,Defensive rebound by Team,49,43
171,2,4:18.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by G. Monroe),49,46
172,2,3:56.0,Turnover by R. Rubio (bad pass; steal by O. Mayo),,49,46
173,2,3:50.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),49,49
174,2,3:47.0,Minnesota full timeout,,49,49
175,2,3:25.0,Turnover by R. Rubio (bad pass; steal by G. Antetokounmpo),,49,49
176,2,3:20.0,,Turnover by K. Middleton (bad pass; steal by Z. LaVine),49,49
177,2,3:16.0,Shooting foul by G. Antetokounmpo (drawn by A. Wiggins),,49,49
178,2,3:16.0,A. Wiggins makes free throw 1 of 2,,50,49
179,2,3:16.0,A. Wiggins makes free throw 2 of 2,,51,49
180,2,2:54.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,51,51
181,2,2:39.0,K. Towns makes 2-pt hook shot from 5 ft (assist by A. Wiggins),,53,51
182,2,2:27.0,,K. Middleton misses 2-pt jump shot from 3 ft,53,51
183,2,2:25.0,Defensive rebound by G. Dieng,,53,51
184,2,2:15.0,Turnover by Z. LaVine (bad pass; steal by O. Mayo),,53,51
185,2,2:07.0,,O. Mayo misses 3-pt jump shot from 26 ft,53,51
186,2,2:06.0,,Offensive rebound by G. Monroe,53,51
187,2,2:02.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by G. Monroe),53,54
188,2,1:45.0,Def 3 sec tech foul by G. Monroe,,53,54
189,2,1:45.0,R. Rubio makes technical free throw,,54,54
190,2,1:34.0,A. Wiggins misses 2-pt jump shot from 16 ft,,54,54
191,2,1:31.0,Offensive rebound by A. Wiggins,,54,54
192,2,1:29.0,Turnover by A. Wiggins (bad pass; steal by G. Antetokounmpo),,54,54
193,2,1:22.0,,J. Parker misses 3-pt jump shot from 24 ft,54,54
194,2,1:20.0,,Offensive rebound by G. Monroe,54,54
195,2,1:17.0,,G. Monroe makes 2-pt layup from 1 ft,54,56
196,2,1:07.0,Personal foul by O. Mayo (drawn by R. Rubio),,54,56
197,2,0:58.0,Turnover by R. Rubio (bad pass; steal by K. Middleton),,54,56
198,2,0:48.0,,O. Mayo misses 3-pt jump shot from 23 ft,54,56
199,2,0:46.0,Defensive rebound by K. Towns,,54,56
200,2,0:39.0,G. Dieng makes 2-pt jump shot from 5 ft (assist by R. Rubio),,56,56
201,2,0:34.0,,K. Middleton makes 3-pt jump shot from 24 ft,56,59
202,2,0:18.0,A. Wiggins misses 3-pt jump shot from 24 ft,,56,59
203,2,0:16.0,Offensive rebound by A. Wiggins,,56,59
204,2,0:14.0,Turnover by A. Wiggins (offensive foul),,56,59
205,2,0:14.0,Offensive foul by A. Wiggins (drawn by G. Monroe),,56,59
206,2,0:02.0,,K. Middleton makes 3-pt jump shot from 24 ft,56,62
207,2,0:00.0,R. Rubio misses 3-pt jump shot from 68 ft,,56,62
208,2,0:00.0,Offensive rebound by Team,,56,62
209,3,11:41.0,,J. Parker makes 2-pt layup from 1 ft,56,64
210,3,11:27.0,Turnover by R. Rubio (bad pass; steal by O. Mayo),,56,64
211,3,11:22.0,,J. Parker makes 2-pt layup at rim,56,66
212,3,11:18.0,Minnesota full timeout,,56,66
213,3,11:10.0,K. Towns makes 2-pt hook shot from 7 ft (assist by R. Rubio),,58,66
214,3,10:54.0,,Offensive foul by O. Mayo (drawn by R. Rubio),58,66
215,3,10:54.0,,Turnover by O. Mayo (offensive foul),58,66
216,3,10:34.0,Turnover by G. Dieng (step out of bounds),,58,66
217,3,10:21.0,,J. Parker misses 2-pt jump shot from 22 ft,58,66
218,3,10:19.0,Defensive rebound by T. Prince,,58,66
219,3,10:07.0,G. Dieng misses 2-pt jump shot from 15 ft,,58,66
220,3,10:05.0,,Defensive rebound by J. Parker,58,66
221,3,9:59.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Parker),58,69
222,3,9:43.0,K. Towns misses 2-pt jump shot from 17 ft,,58,69
223,3,9:42.0,,Defensive rebound by K. Middleton,58,69
224,3,9:36.0,,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by K. Middleton),58,71
225,3,9:34.0,Minnesota full timeout,,58,71
226,3,9:27.0,Personal foul by O. Mayo (drawn by R. Rubio),,58,71
227,3,9:22.0,Turnover by K. Towns (lost ball; steal by G. Antetokounmpo),,58,71
228,3,9:17.0,,G. Antetokounmpo makes 2-pt dunk at rim,58,73
229,3,9:00.0,R. Rubio makes 2-pt jump shot from 21 ft,,60,73
230,3,8:46.0,,J. Bayless enters the game for O. Mayo,60,73
231,3,8:34.0,,K. Middleton makes 3-pt jump shot from 24 ft,60,76
232,3,8:17.0,T. Prince misses 2-pt jump shot from 16 ft,,60,76
233,3,8:16.0,Offensive rebound by K. Towns,,60,76
234,3,8:12.0,K. Towns misses 2-pt layup from 1 ft,,60,76
235,3,8:11.0,,Defensive rebound by M. Plumlee,60,76
236,3,8:09.0,,Shooting foul by G. Dieng (drawn by G. Antetokounmpo),60,76
237,3,8:09.0,,G. Antetokounmpo makes free throw 1 of 2,60,77
238,3,8:09.0,Z. LaVine enters the game for A. Wiggins,,60,77
239,3,8:09.0,S. Muhammad enters the game for G. Dieng,,60,77
240,3,8:09.0,A. Payne enters the game for K. Towns,,60,77
241,3,8:09.0,G. Smith enters the game for T. Prince,,60,77
242,3,8:09.0,,G. Antetokounmpo makes free throw 2 of 2,60,78
243,3,8:04.0,Z. LaVine misses 2-pt jump shot from 3 ft,,60,78
244,3,8:02.0,Offensive rebound by R. Rubio,,60,78
245,3,7:56.0,Turnover by Z. LaVine (lost ball; steal by J. Bayless),,60,78
246,3,7:56.0,,Personal foul by R. Rubio (drawn by J. Bayless),60,78
247,3,7:43.0,,G. Antetokounmpo makes 2-pt dunk at rim,60,80
248,3,7:17.0,A. Payne misses 3-pt jump shot from 23 ft (block by G. Antetokounmpo),,60,80
249,3,7:16.0,,Defensive rebound by M. Plumlee,60,80
250,3,7:06.0,,Personal foul by R. Rubio (drawn by G. Antetokounmpo),60,80
251,3,7:06.0,T. Jones enters the game for R. Rubio,,60,80
252,3,6:58.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Parker),60,82
253,3,6:40.0,A. Payne makes 2-pt layup from 1 ft,,62,82
254,3,6:19.0,,Turnover by G. Antetokounmpo (bad pass; steal by T. Jones),62,82
255,3,6:13.0,Turnover by Z. LaVine (bad pass),,62,82
256,3,6:00.0,,Personal foul by S. Muhammad (drawn by M. Plumlee),62,82
257,3,5:49.0,,K. Middleton makes 2-pt layup at rim (assist by G. Antetokounmpo),62,84
258,3,5:28.0,A. Payne misses 2-pt jump shot from 19 ft,,62,84
259,3,5:26.0,,Defensive rebound by M. Plumlee,62,84
260,3,5:26.0,,Personal foul by G. Smith (drawn by M. Plumlee),62,84
261,3,5:26.0,,M. Plumlee misses free throw 1 of 2,62,84
262,3,5:26.0,,Offensive rebound by Team,62,84
263,3,5:26.0,,M. Plumlee makes free throw 2 of 2,62,85
264,3,5:09.0,Shooting block foul by M. Plumlee (drawn by S. Muhammad),,62,85
265,3,5:09.0,S. Muhammad makes free throw 1 of 2,,63,85
266,3,5:09.0,S. Muhammad misses free throw 2 of 2,,63,85
267,3,5:08.0,,Defensive rebound by M. Plumlee,63,85
268,3,4:56.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Bayless),63,88
269,3,4:29.0,S. Muhammad makes 2-pt layup from 2 ft (assist by Z. LaVine),,65,88
270,3,4:29.0,Shooting foul by M. Plumlee (drawn by S. Muhammad),,65,88
271,3,4:29.0,D. Rudež enters the game for A. Payne,,65,88
272,3,4:29.0,S. Muhammad misses free throw 1 of 1,,65,88
273,3,4:28.0,,Defensive rebound by G. Antetokounmpo,65,88
274,3,4:05.0,,J. Parker misses 2-pt jump shot from 13 ft,65,88
275,3,4:03.0,Defensive rebound by G. Smith,,65,88
276,3,3:42.0,Z. LaVine makes 3-pt jump shot from 25 ft,,68,88
277,3,3:25.0,,J. Parker makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),68,90
278,3,3:10.0,Turnover by T. Jones (bad pass; steal by J. Parker),,68,90
279,3,3:06.0,,G. Antetokounmpo makes 2-pt hook shot from 10 ft (assist by J. Parker),68,92
280,3,3:06.0,,Shooting foul by G. Smith (drawn by G. Antetokounmpo),68,92
281,3,3:06.0,,G. Antetokounmpo makes free throw 1 of 1,68,93
282,3,2:54.0,Z. LaVine makes 2-pt layup from 3 ft,,70,93
283,3,2:39.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,70,93
284,3,2:38.0,Defensive rebound by T. Jones,,70,93
285,3,2:34.0,Turnover by T. Jones (bad pass),,70,93
286,3,2:34.0,,Milwaukee full timeout,70,93
287,3,2:34.0,,G. Monroe enters the game for M. Plumlee,70,93
288,3,2:31.0,,Personal foul by D. Rudež (drawn by G. Antetokounmpo),70,93
289,3,2:31.0,,G. Antetokounmpo makes free throw 1 of 2,70,94
290,3,2:31.0,,G. Antetokounmpo makes free throw 2 of 2,70,95
291,3,2:11.0,S. Muhammad misses 3-pt jump shot from 24 ft,,70,95
292,3,2:10.0,,Defensive rebound by G. Antetokounmpo,70,95
293,3,1:58.0,,K. Middleton makes 2-pt jump shot from 15 ft,70,97
294,3,1:46.0,T. Jones makes 2-pt layup from 1 ft,,72,97
295,3,1:38.0,,K. Middleton misses 3-pt jump shot from 24 ft,72,97
296,3,1:36.0,Defensive rebound by G. Smith,,72,97
297,3,1:31.0,Z. LaVine misses 2-pt layup at rim (block by G. Antetokounmpo),,72,97
298,3,1:30.0,Offensive rebound by D. Rudež,,72,97
299,3,1:29.0,D. Rudež misses 2-pt layup at rim (block by G. Monroe),,72,97
300,3,1:29.0,,Defensive rebound by G. Monroe,72,97
301,3,1:27.0,,Turnover by G. Monroe (lost ball; steal by D. Rudež),72,97
302,3,1:26.0,Z. LaVine makes 2-pt layup from 1 ft,,74,97
303,3,1:26.0,Shooting foul by G. Monroe (drawn by Z. LaVine),,74,97
304,3,1:26.0,Z. LaVine makes free throw 1 of 1,,75,97
305,3,1:13.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,75,97
306,3,1:12.0,Defensive rebound by Z. LaVine,,75,97
307,3,1:06.0,G. Smith makes 2-pt dunk at rim (assist by Z. LaVine),,77,97
308,3,0:45.0,,Turnover by J. Parker (bad pass; steal by Z. LaVine),77,97
309,3,0:42.0,Flagrant foul type 1 by G. Antetokounmpo (drawn by S. Muhammad),,77,97
310,3,0:42.0,S. Muhammad misses flagrant free throw 1 of 2,,77,97
311,3,0:42.0,Offensive rebound by Team,,77,97
312,3,0:42.0,S. Muhammad makes flagrant free throw 2 of 2,,78,97
313,3,0:36.0,Turnover by Z. LaVine (traveling),,78,97
314,3,0:28.0,,Personal foul by G. Smith (drawn by G. Monroe),78,97
315,3,0:28.0,,G. Monroe makes free throw 1 of 2,78,98
316,3,0:28.0,,G. Monroe misses free throw 2 of 2,78,98
317,3,0:27.0,Defensive rebound by T. Jones,,78,98
318,3,0:07.0,Z. LaVine misses 2-pt dunk at rim,,78,98
319,3,0:05.0,Offensive rebound by D. Rudež,,78,98
320,3,0:04.0,Z. LaVine makes 2-pt layup at rim (assist by D. Rudež),,80,98
321,3,0:04.0,Shooting foul by G. Monroe (drawn by Z. LaVine),,80,98
322,3,0:04.0,Z. LaVine makes free throw 1 of 1,,81,98
323,3,0:01.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,81,98
324,3,0:00.0,,Offensive rebound by Team,81,98
325,4,11:39.0,S. Muhammad makes 2-pt layup from 1 ft,,83,98
326,4,11:20.0,,J. Bayless misses 2-pt jump shot from 5 ft,83,98
327,4,11:18.0,Defensive rebound by G. Smith,,83,98
328,4,11:14.0,Turnover by Z. LaVine (bad pass; steal by R. Vaughn),,83,98
329,4,10:54.0,,J. O'Bryant misses 2-pt jump shot from 17 ft,83,98
330,4,10:53.0,,Offensive rebound by Team,83,98
331,4,10:53.0,Loose ball foul by G. Smith (drawn by G. Monroe),,83,98
332,4,10:43.0,,J. Bayless makes 2-pt layup from 3 ft,83,100
333,4,10:35.0,S. Muhammad makes 2-pt dunk at rim (assist by T. Jones),,85,100
334,4,10:35.0,,Milwaukee full timeout,85,100
335,4,10:16.0,,O. Mayo misses 3-pt jump shot from 24 ft,85,100
336,4,10:14.0,Defensive rebound by S. Muhammad,,85,100
337,4,10:13.0,Turnover by S. Muhammad (lost ball),,85,100
338,4,9:59.0,,G. Monroe makes 2-pt jump shot from 4 ft,85,102
339,4,9:43.0,D. Rudež misses 3-pt jump shot from 25 ft,,85,102
340,4,9:42.0,,Defensive rebound by R. Vaughn,85,102
341,4,9:26.0,,Personal foul by G. Smith (drawn by G. Monroe),85,102
342,4,9:26.0,G. Dieng enters the game for G. Smith,,85,102
343,4,9:24.0,,Turnover by G. Monroe (bad pass; steal by T. Jones),85,102
344,4,9:12.0,D. Rudež misses 3-pt jump shot from 24 ft,,85,102
345,4,9:11.0,,Defensive rebound by J. Bayless,85,102
346,4,8:55.0,,Turnover by G. Monroe (lost ball),85,102
347,4,8:43.0,S. Muhammad misses 2-pt jump shot from 6 ft (block by G. Monroe),,85,102
348,4,8:41.0,Offensive rebound by S. Muhammad,,85,102
349,4,8:38.0,S. Muhammad misses 2-pt layup from 1 ft,,85,102
350,4,8:37.0,,Defensive rebound by G. Monroe,85,102
351,4,8:32.0,,J. Bayless misses 2-pt layup from 2 ft (block by G. Dieng),85,102
352,4,8:28.0,,Offensive rebound by J. O'Bryant,85,102
353,4,8:15.0,,Turnover by Team (shot clock),85,102
354,4,8:15.0,Minnesota full timeout,,85,102
355,4,7:59.0,Personal foul by J. O'Bryant (drawn by Z. LaVine),,85,102
356,4,7:54.0,Z. LaVine misses 2-pt layup from 3 ft,,85,102
357,4,7:52.0,,Defensive rebound by G. Monroe,85,102
358,4,7:37.0,,R. Vaughn misses 2-pt jump shot from 16 ft,85,102
359,4,7:36.0,Defensive rebound by G. Dieng,,85,102
360,4,7:30.0,Z. LaVine makes 2-pt layup from 1 ft,,87,102
361,4,7:05.0,,J. Bayless misses 2-pt layup from 1 ft (block by G. Dieng),87,102
362,4,7:00.0,Defensive rebound by G. Dieng,,87,102
363,4,6:55.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by T. Jones),,90,102
364,4,6:33.0,,Turnover by G. Monroe (bad pass),90,102
365,4,6:22.0,D. Rudež misses 3-pt jump shot from 24 ft,,90,102
366,4,6:21.0,Offensive rebound by S. Muhammad,,90,102
367,4,6:17.0,S. Muhammad misses 2-pt layup from 1 ft,,90,102
368,4,6:14.0,Offensive rebound by S. Muhammad,,90,102
369,4,6:14.0,S. Muhammad makes 2-pt layup from 2 ft,,92,102
370,4,5:54.0,,J. Bayless misses 2-pt jump shot from 20 ft,92,102
371,4,5:53.0,Defensive rebound by G. Dieng,,92,102
