,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CLEVELAND_ACTION,BROOKLYN_SCORE,CLEVELAND_SCORE
190,2,5:04.0,,K. Irving misses 3-pt jump shot from 24 ft,33,44
191,2,5:04.0,,Offensive rebound by K. Love,33,44
192,2,4:59.0,,K. Irving misses 3-pt jump shot from 24 ft,33,44
193,2,4:58.0,Defensive rebound by T. Young,,33,44
194,2,4:53.0,Turnover by T. Young (bad pass; steal by K. Love),,33,44
195,2,4:44.0,,Turnover by L. James (bad pass; steal by T. Young),33,44
196,2,4:38.0,H. Sims misses 2-pt layup at rim (block by T. Mozgov),,33,44
197,2,4:36.0,,Defensive rebound by K. Irving,33,44
198,2,4:28.0,,L. James misses 2-pt jump shot from 7 ft,33,44
199,2,4:24.0,,Offensive rebound by T. Mozgov,33,44
200,2,4:24.0,,T. Mozgov misses 2-pt layup from 1 ft,33,44
201,2,4:23.0,Defensive rebound by S. Larkin,,33,44
202,2,4:21.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,33,44
203,2,4:20.0,Offensive rebound by T. Young,,33,44
204,2,4:20.0,Turnover by T. Young (traveling),,33,44
205,2,4:09.0,,L. James makes 2-pt layup at rim (assist by K. Love),33,46
206,2,4:09.0,,Shooting foul by H. Sims (drawn by L. James),33,46
207,2,4:09.0,,L. James misses free throw 1 of 1,33,46
208,2,4:08.0,Defensive rebound by T. Young,,33,46
209,2,3:51.0,B. Bogdanović makes 2-pt layup at rim (assist by S. Larkin),,35,46
210,2,3:51.0,,Violation by T. Mozgov (def goaltending),35,46
211,2,3:36.0,,K. Love misses 3-pt jump shot from 23 ft,35,46
212,2,3:35.0,,Offensive rebound by T. Mozgov,35,46
213,2,3:28.0,,Shooting foul by T. Young (drawn by T. Mozgov),35,46
214,2,3:28.0,,T. Mozgov makes free throw 1 of 2,35,47
215,2,3:28.0,,M. Dellavedova enters the game for K. Irving,35,47
216,2,3:28.0,,T. Mozgov makes free throw 2 of 2,35,48
217,2,3:22.0,Shooting foul by M. Dellavedova (drawn by S. Larkin),,35,48
218,2,3:22.0,S. Larkin makes free throw 1 of 2,,36,48
219,2,3:22.0,,I. Shumpert enters the game for M. Dellavedova,36,48
220,2,3:22.0,S. Larkin makes free throw 2 of 2,,37,48
221,2,3:01.0,,K. Love makes 2-pt jump shot from 13 ft,37,50
222,2,2:42.0,W. Ellington misses 2-pt jump shot from 19 ft,,37,50
223,2,2:42.0,,Defensive rebound by L. James,37,50
224,2,2:24.0,,T. Mozgov makes 2-pt jump shot from 10 ft (assist by J. Smith),37,52
225,2,2:22.0,Brooklyn full timeout,,37,52
226,2,2:10.0,Turnover by S. Larkin (bad pass; steal by L. James),,37,52
227,2,2:05.0,,L. James makes 2-pt dunk at rim,37,54
228,2,1:45.0,B. Bogdanović misses 2-pt layup at rim,,37,54
229,2,1:43.0,,Defensive rebound by K. Love,37,54
230,2,1:38.0,,Shooting foul by H. Sims (drawn by T. Mozgov),37,54
231,2,1:38.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by I. Shumpert),37,56
232,2,1:38.0,T. Robinson enters the game for H. Sims,,37,56
233,2,1:38.0,,T. Mozgov misses free throw 1 of 1,37,56
234,2,1:36.0,Defensive rebound by W. Ellington,,37,56
235,2,1:23.0,Turnover by B. Bogdanović (lost ball; steal by L. James),,37,56
236,2,1:10.0,,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),37,59
237,2,0:49.0,T. Young makes 2-pt hook shot from 5 ft (assist by S. Larkin),,39,59
238,2,0:45.0,,Personal foul by B. Bogdanović,39,59
239,2,0:45.0,,L. James makes free throw 1 of 2,39,60
240,2,0:45.0,,T. Thompson enters the game for T. Mozgov,39,60
241,2,0:45.0,M. Brown enters the game for B. Bogdanović,,39,60
242,2,0:45.0,,L. James makes free throw 2 of 2,39,61
243,2,0:38.0,S. Larkin misses 2-pt layup from 3 ft (block by K. Love),,39,61
244,2,0:36.0,,Defensive rebound by J. Smith,39,61
245,2,0:31.0,,Turnover by L. James (bad pass; steal by M. Brown),39,61
246,2,0:26.0,Turnover by M. Brown (lost ball; steal by I. Shumpert),,39,61
247,2,0:15.0,,Shooting foul by M. Brown (drawn by L. James),39,61
248,2,0:15.0,,L. James makes free throw 1 of 2,39,62
249,2,0:15.0,,L. James makes free throw 2 of 2,39,63
250,2,0:00.0,W. Ellington misses 3-pt jump shot from 29 ft,,39,63
251,2,0:00.0,Offensive rebound by Team,,39,63
252,3,11:41.0,Turnover by B. Bogdanović (bad pass; steal by J. Smith),,39,63
253,3,11:36.0,,Turnover by L. James (lost ball),39,63
254,3,11:24.0,T. Young misses 2-pt jump shot from 19 ft,,39,63
255,3,11:24.0,,Defensive rebound by Team,39,63
256,3,11:10.0,,Turnover by T. Mozgov (bad pass; steal by H. Sims),39,63
257,3,11:01.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,39,63
258,3,11:00.0,Offensive rebound by T. Young,,39,63
259,3,11:00.0,T. Young misses 2-pt layup from 1 ft,,39,63
260,3,10:58.0,,Defensive rebound by T. Mozgov,39,63
261,3,10:50.0,,K. Irving makes 2-pt jump shot from 8 ft,39,65
262,3,10:29.0,S. Larkin makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,42,65
263,3,10:13.0,,K. Irving misses 2-pt jump shot from 14 ft,42,65
264,3,10:11.0,Defensive rebound by W. Ellington,,42,65
265,3,10:00.0,Turnover by T. Young (lost ball; steal by J. Smith),,42,65
266,3,9:52.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),42,67
267,3,9:28.0,W. Ellington misses 3-pt jump shot from 23 ft,,42,67
268,3,9:27.0,,Defensive rebound by K. Love,42,67
269,3,9:19.0,,K. Irving misses 3-pt jump shot from 24 ft,42,67
270,3,9:18.0,Defensive rebound by T. Young,,42,67
271,3,9:12.0,W. Ellington misses 2-pt layup from 3 ft (block by T. Mozgov),,42,67
272,3,9:12.0,Offensive rebound by Team,,42,67
273,3,9:12.0,Brooklyn full timeout,,42,67
274,3,8:58.0,T. Young makes 2-pt jump shot from 5 ft (assist by H. Sims),,44,67
275,3,8:46.0,,Turnover by K. Love (bad pass; steal by S. Larkin),44,67
276,3,8:46.0,Personal foul by K. Irving,,44,67
277,3,8:33.0,T. Young misses 2-pt jump shot from 7 ft,,44,67
278,3,8:33.0,Offensive rebound by H. Sims,,44,67
279,3,8:33.0,Shooting foul by T. Mozgov (drawn by H. Sims),,44,67
280,3,8:33.0,H. Sims makes free throw 1 of 2,,45,67
281,3,8:33.0,H. Sims misses free throw 2 of 2,,45,67
282,3,8:33.0,,Defensive rebound by T. Mozgov,45,67
283,3,8:19.0,,K. Irving makes 2-pt jump shot from 8 ft (assist by L. James),45,69
284,3,8:02.0,T. Young makes 2-pt jump shot from 4 ft,,47,69
285,3,7:47.0,,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),47,72
286,3,7:37.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,49,72
287,3,7:20.0,,T. Mozgov makes 2-pt hook shot from 7 ft (assist by L. James),49,74
288,3,7:02.0,S. Larkin misses 2-pt jump shot from 15 ft,,49,74
289,3,7:01.0,,Defensive rebound by J. Smith,49,74
290,3,6:55.0,,Turnover by L. James (lost ball; steal by W. Ellington),49,74
291,3,6:50.0,T. Young makes 2-pt dunk at rim (assist by W. Ellington),,51,74
292,3,6:37.0,,L. James makes 2-pt layup at rim (assist by K. Love),51,76
293,3,6:37.0,,Shooting foul by H. Sims (drawn by L. James),51,76
294,3,6:37.0,,L. James makes free throw 1 of 1,51,77
295,3,6:21.0,Turnover by T. Young (bad pass; steal by K. Irving),,51,77
296,3,6:15.0,,K. Irving makes 2-pt layup from 1 ft,51,79
297,3,5:49.0,T. Young misses 2-pt jump shot from 6 ft,,51,79
298,3,5:48.0,,Defensive rebound by K. Love,51,79
299,3,5:37.0,,J. Smith misses 3-pt jump shot from 24 ft,51,79
300,3,5:37.0,Defensive rebound by S. Larkin,,51,79
301,3,5:31.0,Shooting foul by J. Smith (drawn by B. Bogdanović),,51,79
302,3,5:31.0,B. Bogdanović makes free throw 1 of 2,,52,79
303,3,5:31.0,T. Robinson enters the game for H. Sims,,52,79
304,3,5:31.0,B. Bogdanović makes free throw 2 of 2,,53,79
305,3,5:16.0,,K. Irving misses 2-pt jump shot from 20 ft,53,79
306,3,5:15.0,Defensive rebound by T. Robinson,,53,79
307,3,5:04.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by S. Larkin),,56,79
308,3,4:45.0,,K. Irving misses 2-pt jump shot from 20 ft,56,79
309,3,4:44.0,,Offensive rebound by K. Love,56,79
310,3,4:38.0,,K. Love misses 3-pt jump shot from 25 ft,56,79
311,3,4:37.0,Defensive rebound by T. Young,,56,79
312,3,4:24.0,T. Young misses 2-pt jump shot from 12 ft,,56,79
313,3,4:23.0,,Defensive rebound by J. Smith,56,79
314,3,4:17.0,,J. Smith misses 3-pt jump shot from 25 ft,56,79
315,3,4:16.0,Defensive rebound by S. Larkin,,56,79
316,3,4:09.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by S. Larkin),,58,79
317,3,4:09.0,,Cleveland full timeout,58,79
318,3,4:09.0,,M. Dellavedova enters the game for T. Mozgov,58,79
319,3,4:09.0,,T. Thompson enters the game for K. Irving,58,79
320,3,4:09.0,S. Kilpatrick enters the game for W. Ellington,,58,79
321,3,3:49.0,,L. James misses 2-pt layup from 1 ft,58,79
322,3,3:47.0,Defensive rebound by B. Bogdanović,,58,79
323,3,3:44.0,Shooting foul by M. Dellavedova (drawn by S. Larkin),,58,79
324,3,3:44.0,S. Larkin makes free throw 1 of 2,,59,79
325,3,3:44.0,,C. Frye enters the game for K. Love,59,79
326,3,3:44.0,,I. Shumpert enters the game for J. Smith,59,79
327,3,3:44.0,S. Larkin misses free throw 2 of 2,,59,79
328,3,3:43.0,,Defensive rebound by C. Frye,59,79
329,3,3:20.0,,C. Frye misses 3-pt jump shot from 24 ft,59,79
330,3,3:20.0,,Offensive rebound by T. Thompson,59,79
331,3,3:17.0,,T. Thompson makes 2-pt hook shot from 4 ft,59,81
332,3,3:00.0,T. Young misses 2-pt layup from 2 ft,,59,81
333,3,2:59.0,Offensive rebound by T. Robinson,,59,81
334,3,2:57.0,T. Robinson makes 2-pt layup from 1 ft,,61,81
335,3,2:46.0,,L. James makes 2-pt layup from 1 ft (assist by M. Dellavedova),61,83
336,3,2:46.0,,Shooting foul by T. Robinson (drawn by L. James),61,83
337,3,2:46.0,,L. James makes free throw 1 of 1,61,84
338,3,2:32.0,T. Young makes 2-pt jump shot from 8 ft (assist by S. Larkin),,63,84
339,3,2:18.0,,T. Thompson misses 2-pt jump shot from 6 ft,63,84
340,3,2:16.0,,Offensive rebound by T. Thompson,63,84
341,3,2:16.0,,T. Thompson misses 2-pt layup at rim,63,84
342,3,2:15.0,Defensive rebound by T. Robinson,,63,84
343,3,2:11.0,Personal foul by I. Shumpert,,63,84
344,3,2:11.0,T. Robinson misses free throw 1 of 2,,63,84
345,3,2:11.0,Offensive rebound by Team,,63,84
346,3,2:11.0,T. Robinson misses free throw 2 of 2,,63,84
347,3,2:10.0,,Defensive rebound by I. Shumpert,63,84
348,3,1:50.0,,C. Frye makes 2-pt hook shot from 6 ft (assist by L. James),63,86
349,3,1:40.0,B. Bogdanović misses 2-pt layup from 1 ft,,63,86
350,3,1:37.0,Offensive rebound by T. Robinson,,63,86
351,3,1:36.0,T. Robinson misses 2-pt layup from 3 ft (block by M. Dellavedova),,63,86
352,3,1:33.0,,Defensive rebound by C. Frye,63,86
353,3,1:31.0,,Personal foul by S. Larkin,63,86
354,3,1:12.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,63,86
355,3,1:11.0,Defensive rebound by S. Kilpatrick,,63,86
356,3,1:02.0,Turnover by B. Bogdanović (lost ball; steal by T. Thompson),,63,86
357,3,1:01.0,,Personal block foul by S. Kilpatrick,63,86
358,3,1:01.0,,I. Shumpert makes free throw 1 of 2,63,87
359,3,1:01.0,D. Sloan enters the game for S. Larkin,,63,87
360,3,1:01.0,C. McCullough enters the game for T. Young,,63,87
361,3,1:01.0,,I. Shumpert misses free throw 2 of 2,63,87
362,3,1:00.0,Defensive rebound by T. Robinson,,63,87
363,3,0:45.0,Turnover by B. Bogdanović (bad pass),,63,87
364,3,0:45.0,M. Brown enters the game for B. Bogdanović,,63,87
365,3,0:40.0,,L. James makes 2-pt layup from 1 ft,63,89
366,3,0:33.0,S. Kilpatrick misses 3-pt jump shot from 22 ft,,63,89
367,3,0:32.0,,Defensive rebound by I. Shumpert,63,89
368,3,0:14.0,,I. Shumpert misses 3-pt jump shot from 27 ft,63,89
369,3,0:13.0,Defensive rebound by T. Robinson,,63,89
370,3,0:02.0,,Violation by I. Shumpert (kicked ball),63,89
371,3,0:02.0,Brooklyn full timeout,,63,89
372,3,0:00.0,T. Robinson misses 2-pt jump shot from 20 ft,,63,89
373,3,0:00.0,Offensive rebound by Team,,63,89
374,4,11:35.0,,M. Dellavedova misses 2-pt jump shot from 18 ft,63,89
375,4,11:35.0,,Offensive rebound by Team,63,89
376,4,11:32.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,63,89
377,4,11:30.0,Defensive rebound by T. Robinson,,63,89
378,4,11:18.0,M. Brown makes 2-pt jump shot from 18 ft (assist by S. Kilpatrick),,65,89
379,4,10:55.0,,I. Shumpert misses 2-pt jump shot from 8 ft (block by M. Brown),65,89
380,4,10:53.0,Defensive rebound by C. McCullough,,65,89
381,4,10:49.0,S. Kilpatrick misses 2-pt jump shot from 20 ft,,65,89
382,4,10:49.0,,Defensive rebound by T. Thompson,65,89
383,4,10:42.0,,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),65,91
384,4,10:23.0,T. Robinson makes 2-pt layup at rim (assist by S. Kilpatrick),,67,91
385,4,10:23.0,Shooting foul by C. Frye (drawn by T. Robinson),,67,91
386,4,10:23.0,T. Robinson misses free throw 1 of 1,,67,91
387,4,10:22.0,,Defensive rebound by T. Thompson,67,91
388,4,10:06.0,,C. Frye misses 3-pt jump shot from 24 ft,67,91
389,4,10:05.0,Defensive rebound by M. Brown,,67,91
390,4,10:02.0,,Offensive charge foul by C. McCullough (drawn by M. Dellavedova),67,91
391,4,10:02.0,Turnover by C. McCullough (offensive foul),,67,91
392,4,9:46.0,,M. Dellavedova misses 2-pt layup at rim,67,91
