,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,TORONTO_ACTION,SACRAMENTO_SCORE,TORONTO_SCORE
44,1,5:43.0,,Defensive rebound by D. DeRozan,22,6
45,1,5:23.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),22,9
46,1,5:09.0,Shooting block foul by D. DeRozan (drawn by M. Belinelli),,22,9
47,1,5:09.0,M. Belinelli makes free throw 1 of 2,,23,9
48,1,5:09.0,,P. Patterson enters the game for D. DeRozan,23,9
49,1,5:09.0,M. Belinelli makes free throw 2 of 2,,24,9
50,1,4:58.0,,Turnover by T. Ross (bad pass),24,9
51,1,4:58.0,K. Koufos enters the game for R. Gay,,24,9
52,1,4:37.0,R. Rondo misses 3-pt jump shot from 24 ft,,24,9
53,1,4:37.0,,Defensive rebound by B. Biyombo,24,9
54,1,4:28.0,,K. Lowry misses 2-pt jump shot from 18 ft,24,9
55,1,4:27.0,Defensive rebound by D. Cousins,,24,9
56,1,4:19.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by R. Rondo),,27,9
57,1,4:00.0,,C. Joseph misses 2-pt layup from 2 ft,27,9
58,1,4:00.0,Defensive rebound by K. Koufos,,27,9
59,1,3:45.0,K. Koufos misses 2-pt layup from 1 ft,,27,9
60,1,3:45.0,Offensive rebound by K. Koufos,,27,9
61,1,3:45.0,,Violation by B. Biyombo (def goaltending),27,9
62,1,3:45.0,K. Koufos makes 2-pt layup from 1 ft,,29,9
63,1,3:45.0,,Toronto full timeout,29,9
64,1,3:35.0,,K. Lowry misses 3-pt jump shot from 26 ft (block by R. Rondo),29,9
65,1,3:34.0,Defensive rebound by K. Koufos,,29,9
66,1,3:19.0,O. Casspi makes 2-pt layup from 4 ft (assist by M. Belinelli),,31,9
67,1,2:58.0,,Personal foul by R. Rondo (drawn by K. Lowry),31,9
68,1,2:58.0,Sacramento full timeout,,31,9
69,1,2:58.0,,L. Scola enters the game for B. Biyombo,31,9
70,1,2:42.0,,C. Joseph misses 2-pt jump shot from 19 ft,31,9
71,1,2:41.0,Defensive rebound by K. Koufos,,31,9
72,1,2:30.0,K. Koufos misses 2-pt hook shot from 4 ft,,31,9
73,1,2:30.0,,Defensive rebound by P. Patterson,31,9
74,1,2:23.0,,K. Lowry misses 3-pt jump shot from 25 ft,31,9
75,1,2:23.0,,Offensive rebound by Team,31,9
76,1,2:23.0,Loose ball foul by D. Cousins (drawn by L. Scola),,31,9
77,1,2:23.0,R. Gay enters the game for O. Casspi,,31,9
78,1,2:23.0,D. Collison enters the game for D. Cousins,,31,9
79,1,2:11.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by C. Joseph),31,12
80,1,1:50.0,R. Gay makes 2-pt jump shot from 16 ft,,33,12
81,1,1:40.0,,L. Scola misses 2-pt jump shot from 4 ft,33,12
82,1,1:40.0,,Offensive rebound by K. Lowry,33,12
83,1,1:35.0,,T. Ross misses 3-pt jump shot from 25 ft,33,12
84,1,1:34.0,Defensive rebound by R. Gay,,33,12
85,1,1:33.0,Turnover by R. Gay (lost ball; steal by K. Lowry),,33,12
86,1,1:33.0,,Shooting foul by K. Koufos (drawn by K. Lowry),33,12
87,1,1:33.0,,K. Lowry misses free throw 1 of 2,33,12
88,1,1:33.0,,Offensive rebound by Team,33,12
89,1,1:33.0,,K. Lowry makes free throw 2 of 2,33,13
90,1,1:16.0,R. Gay makes 2-pt jump shot from 16 ft,,35,13
91,1,1:00.0,,P. Patterson makes 2-pt jump shot from 8 ft,35,15
92,1,0:37.0,R. Gay misses 2-pt jump shot from 4 ft,,35,15
93,1,0:37.0,,Defensive rebound by K. Lowry,35,15
94,1,0:31.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),35,18
95,1,0:05.0,R. Rondo makes 2-pt jump shot from 19 ft,,37,18
96,1,0:00.0,,K. Lowry misses 3-pt jump shot from 25 ft,37,18
97,1,0:00.0,,Offensive rebound by Team,37,18
98,2,11:44.0,Shooting foul by L. Scola (drawn by K. Koufos),,37,18
99,2,11:44.0,K. Koufos misses free throw 1 of 2,,37,18
100,2,11:44.0,Offensive rebound by Team,,37,18
101,2,11:44.0,B. McLemore enters the game for R. Rondo,,37,18
102,2,11:44.0,K. Koufos misses free throw 2 of 2,,37,18
103,2,11:43.0,,Defensive rebound by P. Patterson,37,18
104,2,11:28.0,,P. Patterson misses 3-pt jump shot from 24 ft,37,18
105,2,11:27.0,Defensive rebound by R. Gay,,37,18
106,2,11:13.0,M. Belinelli misses 2-pt jump shot from 19 ft,,37,18
107,2,11:12.0,,Defensive rebound by D. DeRozan,37,18
108,2,11:04.0,,Personal foul by K. Koufos (drawn by D. DeRozan),37,18
109,2,10:55.0,,D. DeRozan makes 2-pt jump shot from 4 ft,37,20
110,2,10:39.0,R. Gay makes 2-pt jump shot from 11 ft,,39,20
111,2,10:23.0,,T. Ross misses 2-pt jump shot from 16 ft,39,20
112,2,10:23.0,Defensive rebound by R. Gay,,39,20
113,2,10:07.0,M. Belinelli misses 3-pt jump shot from 25 ft,,39,20
114,2,10:06.0,,Defensive rebound by D. DeRozan,39,20
115,2,9:57.0,,D. DeRozan misses 2-pt layup from 4 ft (block by B. McLemore),39,20
116,2,9:57.0,,Offensive rebound by Team,39,20
117,2,9:53.0,,D. DeRozan makes 2-pt jump shot from 3 ft,39,22
118,2,9:30.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,42,22
119,2,9:16.0,,L. Scola misses 3-pt jump shot from 24 ft,42,22
120,2,9:15.0,Defensive rebound by Team,,42,22
121,2,9:15.0,,J. Johnson enters the game for P. Patterson,42,22
122,2,9:04.0,D. Collison makes 2-pt jump shot from 19 ft,,44,22
123,2,8:44.0,,Shooting block foul by R. Gay (drawn by D. DeRozan),44,22
124,2,8:44.0,Official timeout,,44,22
125,2,8:44.0,,D. DeRozan makes free throw 1 of 2,44,23
126,2,8:44.0,,D. DeRozan makes free throw 2 of 2,44,24
127,2,8:24.0,,Offensive charge foul by B. McLemore (drawn by L. Scola),44,24
128,2,8:24.0,Turnover by B. McLemore (offensive foul),,44,24
129,2,8:04.0,,K. Lowry enters the game for C. Joseph,44,24
130,2,8:01.0,,Shooting foul by B. McLemore (drawn by D. DeRozan),44,24
131,2,8:01.0,,D. DeRozan makes free throw 1 of 2,44,25
132,2,8:01.0,,D. DeRozan makes free throw 2 of 2,44,26
133,2,7:51.0,B. McLemore misses 3-pt jump shot from 24 ft,,44,26
134,2,7:50.0,,Defensive rebound by J. Johnson,44,26
135,2,7:40.0,,D. DeRozan makes 2-pt jump shot from 18 ft,44,28
136,2,7:24.0,R. Gay misses 3-pt jump shot from 26 ft,,44,28
137,2,7:23.0,,Defensive rebound by D. DeRozan,44,28
138,2,7:15.0,,D. DeRozan makes 2-pt jump shot from 8 ft,44,30
139,2,7:06.0,D. Collison makes 2-pt layup from 2 ft,,46,30
140,2,6:51.0,,T. Ross misses 3-pt jump shot from 24 ft,46,30
141,2,6:51.0,,Offensive rebound by T. Ross,46,30
142,2,6:49.0,D. Cousins enters the game for K. Koufos,,46,30
143,2,6:49.0,R. Rondo enters the game for M. Belinelli,,46,30
144,2,6:49.0,,P. Patterson enters the game for T. Ross,46,30
145,2,6:36.0,,D. DeRozan misses 2-pt jump shot from 11 ft,46,30
146,2,6:35.0,Defensive rebound by D. Cousins,,46,30
147,2,6:20.0,R. Rondo misses 2-pt layup from 2 ft,,46,30
148,2,6:19.0,,Defensive rebound by L. Scola,46,30
149,2,6:07.0,,L. Scola misses 2-pt layup from 3 ft (block by D. Cousins),46,30
150,2,6:06.0,Defensive rebound by D. Cousins,,46,30
151,2,6:00.0,Shooting foul by K. Lowry (drawn by R. Gay),,46,30
152,2,6:00.0,Sacramento full timeout,,46,30
153,2,6:00.0,O. Casspi enters the game for B. McLemore,,46,30
154,2,6:00.0,R. Gay makes free throw 1 of 2,,47,30
155,2,6:00.0,R. Gay makes free throw 2 of 2,,48,30
156,2,5:45.0,,D. DeRozan misses 2-pt jump shot from 15 ft,48,30
157,2,5:45.0,Defensive rebound by O. Casspi,,48,30
158,2,5:44.0,Personal foul by L. Scola (drawn by O. Casspi),,48,30
159,2,5:34.0,,Offensive charge foul by D. Cousins (drawn by L. Scola),48,30
160,2,5:34.0,Turnover by D. Cousins (offensive foul),,48,30
161,2,5:34.0,K. Koufos enters the game for D. Cousins,,48,30
162,2,5:34.0,Technical foul by D. Cousins,,48,30
163,2,5:34.0,,D. DeRozan makes technical free throw,48,31
164,2,5:16.0,,J. Johnson makes 2-pt layup from 1 ft,48,33
165,2,5:04.0,,Offensive charge foul by D. Collison (drawn by L. Scola),48,33
166,2,5:04.0,Turnover by D. Collison (offensive foul),,48,33
167,2,5:04.0,,B. Biyombo enters the game for L. Scola,48,33
168,2,4:56.0,,D. DeRozan misses 2-pt jump shot from 11 ft,48,33
169,2,4:55.0,Defensive rebound by R. Gay,,48,33
170,2,4:41.0,R. Gay misses 2-pt hook shot from 6 ft,,48,33
171,2,4:40.0,,Defensive rebound by B. Biyombo,48,33
172,2,4:32.0,,D. DeRozan misses 2-pt layup from 4 ft,48,33
173,2,4:31.0,Defensive rebound by O. Casspi,,48,33
174,2,4:27.0,,Violation by J. Johnson (kicked ball),48,33
175,2,4:27.0,Technical foul by Team,,48,33
176,2,4:27.0,,D. DeRozan makes technical free throw,48,34
177,2,4:10.0,Turnover by O. Casspi (lost ball; steal by P. Patterson),,48,34
178,2,4:07.0,,K. Lowry makes 2-pt jump shot from 5 ft,48,36
179,2,4:07.0,,Shooting foul by D. Collison (drawn by K. Lowry),48,36
180,2,4:07.0,Sacramento full timeout,,48,36
181,2,4:07.0,,K. Lowry makes free throw 1 of 1,48,37
182,2,3:58.0,,Violation by B. Biyombo (kicked ball),48,37
183,2,3:48.0,R. Gay misses 2-pt jump shot from 3 ft,,48,37
184,2,3:47.0,Offensive rebound by K. Koufos,,48,37
185,2,3:44.0,K. Koufos makes 2-pt layup from 2 ft,,50,37
186,2,3:34.0,,J. Johnson misses 2-pt layup from 1 ft,50,37
187,2,3:34.0,Defensive rebound by O. Casspi,,50,37
188,2,3:28.0,D. Collison misses 2-pt layup from 3 ft,,50,37
189,2,3:27.0,,Defensive rebound by B. Biyombo,50,37
190,2,3:11.0,,P. Patterson misses 2-pt layup from 3 ft,50,37
191,2,3:10.0,,Offensive rebound by K. Lowry,50,37
192,2,3:08.0,,K. Lowry misses 2-pt layup from 2 ft,50,37
193,2,3:08.0,,Offensive rebound by K. Lowry,50,37
194,2,3:05.0,,K. Lowry misses 2-pt layup from 2 ft,50,37
195,2,3:04.0,Defensive rebound by R. Gay,,50,37
196,2,3:00.0,R. Gay makes 2-pt layup at rim (assist by O. Casspi),,52,37
197,2,2:49.0,,Personal foul by D. Collison (drawn by K. Lowry),52,37
198,2,2:49.0,,Toronto full timeout,52,37
199,2,2:49.0,M. Belinelli enters the game for D. Collison,,52,37
200,2,2:49.0,,K. Lowry makes free throw 1 of 2,52,38
201,2,2:49.0,,K. Lowry makes free throw 2 of 2,52,39
202,2,2:34.0,R. Gay misses 2-pt layup from 3 ft,,52,39
203,2,2:34.0,,Defensive rebound by B. Biyombo,52,39
204,2,2:24.0,,P. Patterson misses 3-pt jump shot from 25 ft,52,39
205,2,2:24.0,Defensive rebound by R. Rondo,,52,39
206,2,2:18.0,Shooting foul by P. Patterson (drawn by K. Koufos),,52,39
207,2,2:18.0,K. Koufos makes free throw 1 of 2,,53,39
208,2,2:18.0,K. Koufos misses free throw 2 of 2,,53,39
209,2,2:17.0,,Defensive rebound by B. Biyombo,53,39
210,2,2:01.0,,Turnover by D. DeRozan (bad pass; steal by R. Gay),53,39
211,2,1:55.0,M. Belinelli makes 2-pt layup from 1 ft (assist by R. Rondo),,55,39
212,2,1:32.0,,K. Lowry makes 2-pt hook shot from 6 ft,55,41
213,2,1:26.0,K. Koufos misses 2-pt hook shot from 3 ft,,55,41
214,2,1:25.0,,Defensive rebound by B. Biyombo,55,41
215,2,1:16.0,,K. Lowry misses 3-pt jump shot from 25 ft,55,41
216,2,1:15.0,,Offensive rebound by J. Johnson,55,41
217,2,1:09.0,,P. Patterson makes 3-pt jump shot from 26 ft,55,44
218,2,0:56.0,M. Belinelli misses 2-pt jump shot from 20 ft,,55,44
219,2,0:55.0,,Defensive rebound by P. Patterson,55,44
220,2,0:40.0,,K. Lowry makes 2-pt jump shot from 9 ft,55,46
221,2,0:36.0,,Violation by P. Patterson (kicked ball),55,46
222,2,0:32.0,Turnover by M. Belinelli (bad pass; steal by P. Patterson),,55,46
223,2,0:29.0,,P. Patterson makes 2-pt dunk at rim,55,48
224,2,0:05.0,Turnover by R. Rondo (bad pass; steal by D. DeRozan),,55,48
225,2,0:00.0,,D. DeRozan misses 3-pt jump shot from 59 ft,55,48
226,2,0:00.0,,Offensive rebound by Team,55,48
227,3,11:51.0,D. Cousins misses 2-pt jump shot from 6 ft,,55,48
228,3,11:50.0,,Defensive rebound by J. Johnson,55,48
229,3,11:36.0,,D. DeRozan misses 2-pt jump shot from 19 ft,55,48
230,3,11:35.0,,Offensive rebound by B. Biyombo,55,48
231,3,11:35.0,,Shooting foul by B. McLemore (drawn by B. Biyombo),55,48
232,3,11:35.0,,B. Biyombo makes free throw 1 of 2,55,49
233,3,11:35.0,,B. Biyombo makes free throw 2 of 2,55,50
234,3,11:21.0,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),,57,50
235,3,11:03.0,,Turnover by L. Scola (lost ball),57,50
236,3,11:03.0,,Loose ball foul by L. Scola (drawn by R. Gay),57,50
237,3,10:51.0,R. Gay misses 3-pt jump shot from 22 ft,,57,50
238,3,10:50.0,,Defensive rebound by K. Lowry,57,50
239,3,10:37.0,,D. DeRozan makes 2-pt jump shot from 8 ft (assist by K. Lowry),57,52
240,3,10:17.0,R. Rondo makes 2-pt layup from 1 ft (assist by D. Cousins),,59,52
241,3,9:58.0,,B. Biyombo misses 2-pt jump shot from 15 ft,59,52
242,3,9:58.0,,Offensive rebound by Team,59,52
243,3,9:58.0,Loose ball foul by O. Casspi (drawn by L. Scola),,59,52
244,3,9:49.0,,J. Johnson makes 2-pt layup from 1 ft (assist by K. Lowry),59,54
245,3,9:37.0,D. Cousins misses 2-pt jump shot from 21 ft,,59,54
246,3,9:36.0,,Defensive rebound by L. Scola,59,54
247,3,9:22.0,,D. DeRozan misses 2-pt jump shot from 14 ft,59,54
248,3,9:22.0,Defensive rebound by B. McLemore,,59,54
249,3,9:16.0,Personal foul by J. Johnson (drawn by R. Gay),,59,54
250,3,9:00.0,Turnover by R. Rondo (bad pass),,59,54
251,3,8:42.0,,B. Biyombo misses 2-pt layup from 1 ft,59,54
252,3,8:42.0,,Offensive rebound by B. Biyombo,59,54
253,3,8:40.0,,B. Biyombo misses 2-pt layup from 2 ft,59,54
254,3,8:39.0,,Offensive rebound by B. Biyombo,59,54
255,3,8:32.0,,Turnover by L. Scola (3 sec),59,54
256,3,8:12.0,Turnover by D. Cousins (bad pass; steal by D. DeRozan),,59,54
257,3,7:58.0,,K. Lowry misses 3-pt jump shot from 23 ft,59,54
258,3,7:57.0,Defensive rebound by R. Rondo,,59,54
259,3,7:51.0,R. Rondo makes 2-pt layup from 1 ft,,61,54
260,3,7:24.0,,J. Johnson misses 3-pt jump shot from 26 ft,61,54
261,3,7:23.0,Defensive rebound by D. Cousins,,61,54
262,3,7:22.0,Personal foul by K. Lowry (drawn by D. Cousins),,61,54
263,3,7:22.0,,Technical foul by K. Lowry,61,54
264,3,7:22.0,R. Gay makes technical free throw,,62,54
265,3,7:22.0,,Technical foul by K. Lowry,62,54
266,3,7:22.0,,C. Joseph enters the game for K. Lowry,62,54
267,3,7:22.0,R. Gay makes technical free throw,,63,54
268,3,7:13.0,,Violation by B. Biyombo (kicked ball),63,54
269,3,7:04.0,D. Cousins misses 2-pt jump shot from 21 ft,,63,54
270,3,7:03.0,,Defensive rebound by L. Scola,63,54
271,3,6:53.0,,J. Johnson misses 3-pt jump shot from 23 ft,63,54
272,3,6:52.0,Defensive rebound by D. Cousins,,63,54
273,3,6:45.0,R. Rondo makes 2-pt layup from 1 ft,,65,54
274,3,6:40.0,,Toronto full timeout,65,54
275,3,6:40.0,,T. Ross enters the game for J. Johnson,65,54
276,3,6:40.0,,P. Patterson enters the game for L. Scola,65,54
277,3,6:26.0,,T. Ross makes 2-pt jump shot from 18 ft (assist by C. Joseph),65,56
278,3,6:13.0,,Violation by B. Biyombo (def goaltending),65,56
279,3,6:13.0,R. Rondo makes 2-pt layup from 2 ft,,67,56
280,3,5:57.0,,T. Ross misses 3-pt jump shot from 25 ft,67,56
281,3,5:57.0,,Offensive rebound by B. Biyombo,67,56
282,3,5:44.0,,B. Biyombo misses 2-pt layup from 1 ft,67,56
283,3,5:44.0,Defensive rebound by Team,,67,56
284,3,5:44.0,,Loose ball foul by D. DeRozan (drawn by D. Cousins),67,56
285,3,5:36.0,Turnover by R. Rondo (bad pass),,67,56
286,3,5:36.0,K. Koufos enters the game for R. Gay,,67,56
287,3,5:21.0,,C. Joseph misses 2-pt layup from 3 ft,67,56
288,3,5:20.0,Defensive rebound by K. Koufos,,67,56
289,3,5:15.0,Personal foul by P. Patterson (drawn by D. Cousins),,67,56
290,3,5:15.0,D. Cousins makes free throw 1 of 2,,68,56
291,3,5:15.0,D. Cousins makes free throw 2 of 2,,69,56
292,3,4:59.0,,P. Patterson misses 3-pt jump shot from 25 ft,69,56
293,3,4:58.0,Defensive rebound by B. McLemore,,69,56
294,3,4:43.0,D. Cousins misses 2-pt hook shot from 6 ft,,69,56
295,3,4:42.0,Offensive rebound by D. Cousins,,69,56
296,3,4:37.0,B. McLemore misses 3-pt jump shot from 26 ft,,69,56
297,3,4:37.0,,Defensive rebound by T. Ross,69,56
298,3,4:22.0,,Turnover by T. Ross (bad pass; steal by O. Casspi),69,56
299,3,4:19.0,Turnover by O. Casspi (bad pass),,69,56
300,3,4:09.0,,D. DeRozan misses 2-pt jump shot from 3 ft,69,56
301,3,4:09.0,,Offensive rebound by D. DeRozan,69,56
302,3,4:07.0,,D. DeRozan makes 2-pt layup from 2 ft,69,58
303,3,3:58.0,B. McLemore makes 2-pt layup from 1 ft (assist by R. Rondo),,71,58
304,3,3:58.0,Shooting foul by B. Biyombo (drawn by B. McLemore),,71,58
305,3,3:58.0,B. McLemore misses free throw 1 of 1,,71,58
306,3,3:56.0,,Defensive rebound by P. Patterson,71,58
307,3,3:34.0,,D. DeRozan misses 2-pt jump shot from 4 ft,71,58
308,3,3:33.0,,Offensive rebound by B. Biyombo,71,58
309,3,3:29.0,,B. Biyombo misses 2-pt hook shot from 2 ft,71,58
310,3,3:28.0,Defensive rebound by O. Casspi,,71,58
311,3,3:16.0,Personal foul by D. DeRozan (drawn by R. Rondo),,71,58
312,3,3:16.0,R. Rondo makes free throw 1 of 2,,72,58
313,3,3:16.0,M. Belinelli enters the game for B. McLemore,,72,58
314,3,3:16.0,R. Rondo makes free throw 2 of 2,,73,58
315,3,2:59.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by C. Joseph),73,61
316,3,2:50.0,D. Cousins misses 2-pt layup from 3 ft (block by B. Biyombo),,73,61
317,3,2:50.0,Offensive rebound by Team,,73,61
318,3,2:50.0,Sacramento full timeout,,73,61
319,3,2:50.0,D. Collison enters the game for O. Casspi,,73,61
320,3,2:50.0,,L. Scola enters the game for B. Biyombo,73,61
321,3,2:50.0,,J. Johnson enters the game for D. DeRozan,73,61
322,3,2:40.0,R. Rondo makes 2-pt layup from 3 ft,,75,61
323,3,2:17.0,,C. Joseph makes 2-pt layup from 1 ft,75,63
324,3,1:48.0,R. Rondo misses 3-pt jump shot from 25 ft,,75,63
325,3,1:48.0,,Defensive rebound by T. Ross,75,63
326,3,1:37.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by T. Ross),75,66
327,3,1:27.0,Personal foul by P. Patterson (drawn by D. Cousins),,75,66
328,3,1:27.0,D. Cousins makes free throw 1 of 2,,76,66
329,3,1:27.0,D. Cousins misses free throw 2 of 2,,76,66
330,3,1:26.0,,Defensive rebound by L. Scola,76,66
331,3,1:13.0,,C. Joseph misses 2-pt layup from 2 ft (block by K. Koufos),76,66
332,3,1:12.0,Defensive rebound by D. Collison,,76,66
333,3,0:59.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),,78,66
334,3,0:45.0,,P. Patterson misses 2-pt jump shot from 7 ft,78,66
335,3,0:44.0,,Offensive rebound by P. Patterson,78,66
336,3,0:42.0,,Shooting foul by K. Koufos (drawn by P. Patterson),78,66
337,3,0:42.0,,P. Patterson makes free throw 1 of 2,78,67
338,3,0:42.0,R. Gay enters the game for D. Cousins,,78,67
339,3,0:42.0,,P. Patterson makes free throw 2 of 2,78,68
340,3,0:35.0,Turnover by R. Rondo (traveling),,78,68
341,3,0:27.0,,L. Scola makes 2-pt layup from 2 ft (assist by P. Patterson),78,70
342,3,0:04.0,R. Gay misses 3-pt jump shot from 26 ft,,78,70
343,3,0:03.0,,Defensive rebound by P. Patterson,78,70
344,3,0:00.0,,T. Ross misses 3-pt jump shot from 42 ft,78,70
345,3,0:00.0,,Offensive rebound by Team,78,70
346,4,11:46.0,,T. Ross misses 3-pt jump shot from 25 ft,78,70
347,4,11:46.0,Defensive rebound by K. Koufos,,78,70
348,4,11:32.0,K. Koufos makes 2-pt dunk at rim (assist by R. Rondo),,80,70
349,4,11:16.0,,Personal foul by D. Collison (drawn by C. Joseph),80,70
350,4,11:00.0,,J. Johnson makes 2-pt layup from 2 ft,80,72
351,4,10:34.0,R. Rondo misses 2-pt jump shot from 19 ft,,80,72
352,4,10:33.0,,Defensive rebound by P. Patterson,80,72
353,4,10:23.0,,T. Ross makes 2-pt jump shot from 14 ft,80,74
354,4,10:11.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by R. Rondo),,82,74
355,4,9:50.0,,J. Johnson makes 2-pt jump shot from 8 ft,82,76
356,4,9:30.0,Turnover by R. Rondo (lost ball; steal by J. Johnson),,82,76
357,4,9:26.0,,J. Johnson makes 2-pt dunk at rim,82,78
358,4,9:26.0,Sacramento full timeout,,82,78
359,4,9:26.0,D. Cousins enters the game for R. Rondo,,82,78
360,4,9:26.0,O. Casspi enters the game for K. Koufos,,82,78
361,4,9:00.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by D. Cousins),,85,78
362,4,8:41.0,,T. Ross misses 2-pt jump shot from 13 ft,85,78
363,4,8:40.0,Defensive rebound by R. Gay,,85,78
364,4,8:32.0,Turnover by O. Casspi (bad pass; steal by J. Johnson),,85,78
365,4,8:27.0,,Turnover by J. Johnson (lost ball; steal by R. Gay),85,78
366,4,8:22.0,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),,87,78
367,4,8:00.0,,J. Johnson makes 2-pt hook shot from 4 ft,87,80
368,4,7:38.0,D. Cousins misses 2-pt layup from 2 ft,,87,80
369,4,7:38.0,,Defensive rebound by L. Scola,87,80
370,4,7:30.0,,T. Ross makes 3-pt jump shot from 25 ft,87,83
371,4,7:20.0,Shooting foul by T. Ross (drawn by D. Collison),,87,83
372,4,7:20.0,D. Collison makes free throw 1 of 2,,88,83
373,4,7:20.0,,D. DeRozan enters the game for L. Scola,88,83
374,4,7:20.0,D. Collison makes free throw 2 of 2,,89,83
375,4,7:05.0,,T. Ross misses 3-pt jump shot from 26 ft,89,83
376,4,7:04.0,Defensive rebound by O. Casspi,,89,83
377,4,6:54.0,,Violation by C. Joseph (kicked ball),89,83
378,4,6:43.0,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),,91,83
379,4,6:26.0,,Turnover by P. Patterson (lost ball; steal by D. Cousins),91,83
380,4,6:23.0,Shooting foul by P. Patterson (drawn by D. Cousins),,91,83
381,4,6:23.0,D. Cousins makes free throw 1 of 2,,92,83
382,4,6:23.0,D. Cousins misses free throw 2 of 2,,92,83
383,4,6:22.0,,Defensive rebound by J. Johnson,92,83
384,4,6:09.0,,Personal foul by O. Casspi (drawn by D. DeRozan),92,83
385,4,6:00.0,,D. DeRozan makes 2-pt jump shot from 12 ft,92,85
386,4,5:36.0,D. Cousins misses 2-pt layup from 1 ft,,92,85
387,4,5:35.0,,Defensive rebound by C. Joseph,92,85
