,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SAN ANTONIO_ACTION,ORLANDO_SCORE,SAN ANTONIO_SCORE
0,1,11:42.0,,K. Leonard makes 3-pt jump shot from 22 ft (assist by D. Green),0,3
1,1,11:26.0,T. Harris misses 2-pt layup from 1 ft (block by K. Leonard),,0,3
2,1,11:24.0,,Defensive rebound by B. Diaw,0,3
3,1,11:17.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by K. Leonard),0,5
4,1,10:58.0,V. Oladipo misses 2-pt jump shot from 10 ft,,0,5
5,1,10:56.0,Offensive rebound by N. Vučević,,0,5
6,1,10:56.0,N. Vučević misses 2-pt layup from 1 ft,,0,5
7,1,10:54.0,,Defensive rebound by K. Leonard,0,5
8,1,10:45.0,,Shooting foul by T. Harris (drawn by L. Aldridge),0,5
9,1,10:45.0,,L. Aldridge makes free throw 1 of 2,0,6
10,1,10:45.0,,L. Aldridge makes free throw 2 of 2,0,7
11,1,10:30.0,N. Vučević misses 2-pt hook shot from 8 ft,,0,7
12,1,10:29.0,Offensive rebound by A. Gordon,,0,7
13,1,10:29.0,A. Gordon misses 2-pt layup at rim,,0,7
14,1,10:28.0,,Defensive rebound by B. Diaw,0,7
15,1,10:15.0,,D. Green makes 3-pt jump shot from 24 ft (assist by B. Diaw),0,10
16,1,10:07.0,Turnover by V. Oladipo (lost ball; steal by D. Green),,0,10
17,1,10:02.0,,D. Green makes 2-pt layup at rim,0,12
18,1,9:46.0,Turnover by T. Harris (lost ball),,0,12
19,1,9:26.0,,D. Green misses 3-pt jump shot from 24 ft,0,12
20,1,9:26.0,,Offensive rebound by B. Diaw,0,12
21,1,9:14.0,,D. Green misses 3-pt jump shot from 25 ft,0,12
22,1,9:13.0,Defensive rebound by T. Harris,,0,12
23,1,9:05.0,E. Payton misses 2-pt layup from 1 ft (block by L. Aldridge),,0,12
24,1,9:02.0,,Defensive rebound by D. Green,0,12
25,1,8:56.0,,T. Parker misses 2-pt layup at rim (block by E. Payton),0,12
26,1,8:55.0,Defensive rebound by T. Harris,,0,12
27,1,8:47.0,V. Oladipo misses 3-pt jump shot from 24 ft,,0,12
28,1,8:46.0,,Defensive rebound by K. Leonard,0,12
29,1,8:39.0,,Shooting foul by N. Vučević (drawn by L. Aldridge),0,12
30,1,8:39.0,,L. Aldridge makes free throw 1 of 2,0,13
31,1,8:39.0,,L. Aldridge makes free throw 2 of 2,0,14
32,1,8:26.0,T. Harris misses 2-pt layup from 2 ft,,0,14
33,1,8:25.0,Offensive rebound by N. Vučević,,0,14
34,1,8:25.0,N. Vučević makes 2-pt layup from 1 ft,,2,14
35,1,8:13.0,,K. Leonard misses 2-pt jump shot from 17 ft,2,14
36,1,8:12.0,Defensive rebound by A. Gordon,,2,14
37,1,8:05.0,Turnover by V. Oladipo (bad pass; steal by B. Diaw),,2,14
38,1,7:49.0,,L. Aldridge makes 2-pt jump shot from 10 ft,2,16
39,1,7:31.0,A. Gordon misses 2-pt jump shot from 16 ft,,2,16
40,1,7:30.0,,Defensive rebound by B. Diaw,2,16
41,1,7:26.0,,Turnover by T. Parker (dbl dribble),2,16
42,1,7:26.0,Orlando full timeout,,2,16
43,1,7:15.0,E. Payton misses 2-pt layup from 1 ft (block by L. Aldridge),,2,16
44,1,7:12.0,Offensive rebound by A. Gordon,,2,16
45,1,7:12.0,A. Gordon makes 2-pt layup at rim,,4,16
46,1,6:59.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by T. Parker),4,19
47,1,6:44.0,T. Harris misses 3-pt jump shot from 25 ft,,4,19
48,1,6:43.0,,Defensive rebound by L. Aldridge,4,19
49,1,6:33.0,,L. Aldridge misses 2-pt layup from 2 ft,4,19
50,1,6:32.0,Defensive rebound by N. Vučević,,4,19
51,1,6:18.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by E. Payton),,7,19
52,1,5:58.0,,L. Aldridge makes 2-pt layup at rim (assist by T. Parker),7,21
53,1,5:42.0,N. Vučević makes 2-pt hook shot from 6 ft,,9,21
54,1,5:31.0,,T. Parker misses 2-pt layup from 1 ft (block by A. Gordon),9,21
55,1,5:30.0,,Offensive rebound by Team,9,21
56,1,5:30.0,,M. Ginóbili enters the game for D. Green,9,21
57,1,5:30.0,,P. Mills enters the game for T. Parker,9,21
58,1,5:18.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),9,24
59,1,4:57.0,N. Vučević misses 2-pt hook shot from 8 ft,,9,24
60,1,4:56.0,Offensive rebound by A. Gordon,,9,24
61,1,4:56.0,A. Gordon makes 2-pt layup at rim,,11,24
62,1,4:45.0,,P. Mills makes 2-pt jump shot from 19 ft,11,26
63,1,4:28.0,V. Oladipo misses 2-pt jump shot from 17 ft,,11,26
64,1,4:27.0,,Defensive rebound by K. Leonard,11,26
65,1,4:20.0,,Turnover by K. Leonard (bad pass; steal by V. Oladipo),11,26
66,1,4:15.0,V. Oladipo makes 2-pt layup at rim,,13,26
67,1,3:49.0,,P. Mills misses 2-pt jump shot from 20 ft,13,26
68,1,3:49.0,,Offensive rebound by L. Aldridge,13,26
69,1,3:49.0,,Turnover by Team (shot clock),13,26
70,1,3:49.0,,K. Anderson enters the game for B. Diaw,13,26
71,1,3:33.0,V. Oladipo misses 3-pt jump shot from 25 ft,,13,26
72,1,3:31.0,Offensive rebound by N. Vučević,,13,26
73,1,3:31.0,N. Vučević makes 2-pt layup from 1 ft,,15,26
74,1,3:30.0,,San Antonio full timeout,15,26
75,1,3:30.0,E. Fournier enters the game for V. Oladipo,,15,26
76,1,3:30.0,M. Hezonja enters the game for E. Payton,,15,26
77,1,3:15.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by P. Mills),15,28
78,1,2:59.0,Turnover by T. Harris (bad pass),,15,28
79,1,2:59.0,,J. Simmons enters the game for K. Leonard,15,28
80,1,2:41.0,,L. Aldridge makes 2-pt jump shot from 15 ft,15,30
81,1,2:26.0,N. Vučević makes 2-pt hook shot from 6 ft,,17,30
82,1,2:13.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Anderson),17,33
83,1,1:53.0,N. Vučević misses 2-pt jump shot from 7 ft,,17,33
84,1,1:52.0,,Defensive rebound by L. Aldridge,17,33
85,1,1:43.0,,J. Simmons misses 2-pt layup from 2 ft (block by N. Vučević),17,33
86,1,1:42.0,Defensive rebound by Team,,17,33
87,1,1:42.0,V. Oladipo enters the game for T. Harris,,17,33
88,1,1:19.0,N. Vučević misses 2-pt jump shot from 17 ft,,17,33
89,1,1:17.0,Offensive rebound by A. Gordon,,17,33
90,1,1:17.0,A. Gordon makes 2-pt layup from 3 ft,,19,33
91,1,1:10.0,,Shooting foul by E. Fournier (drawn by M. Ginóbili),19,33
92,1,1:10.0,,M. Ginóbili makes free throw 1 of 2,19,34
93,1,1:10.0,C. Frye enters the game for A. Gordon,,19,34
94,1,1:10.0,,D. West enters the game for L. Aldridge,19,34
95,1,1:10.0,,M. Ginóbili makes free throw 2 of 2,19,35
96,1,0:51.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,22,35
97,1,0:31.0,,K. Anderson misses 2-pt jump shot from 20 ft,22,35
98,1,0:30.0,,Offensive rebound by M. Ginóbili,22,35
99,1,0:11.0,,M. Ginóbili misses 2-pt layup at rim,22,35
100,1,0:10.0,Defensive rebound by N. Vučević,,22,35
101,1,0:08.0,Personal foul by P. Mills (drawn by E. Fournier),,22,35
102,1,0:00.0,C. Frye makes 2-pt jump shot from 19 ft (assist by V. Oladipo),,24,35
103,2,11:45.0,Shooting foul by D. West (drawn by J. Smith),,24,35
104,2,11:45.0,J. Smith misses free throw 1 of 2,,24,35
105,2,11:45.0,Offensive rebound by Team,,24,35
106,2,11:45.0,J. Smith makes free throw 2 of 2,,25,35
107,2,11:35.0,,P. Mills makes 2-pt layup from 1 ft (assist by D. West),25,37
