,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DENVER_ACTION,PHILADELPHIA_SCORE,DENVER_SCORE
28,1,7:56.0,Philadelphia full timeout,,7,14
29,1,7:38.0,I. Smith makes 3-pt jump shot from 27 ft (assist by I. Canaan),,10,14
30,1,7:16.0,,D. Arthur misses 3-pt jump shot from 23 ft,10,14
31,1,7:16.0,Defensive rebound by I. Smith,,10,14
32,1,6:59.0,C. Landry misses 2-pt jump shot from 8 ft,,10,14
33,1,6:58.0,,Defensive rebound by D. Arthur,10,14
34,1,6:54.0,,Turnover by E. Mudiay (dbl dribble),10,14
35,1,6:43.0,H. Thompson misses 2-pt jump shot from 4 ft,,10,14
36,1,6:42.0,,Defensive rebound by E. Mudiay,10,14
37,1,6:36.0,,J. Sampson misses 2-pt jump shot from 3 ft,10,14
38,1,6:35.0,Defensive rebound by C. Landry,,10,14
39,1,6:27.0,J. Grant misses 2-pt jump shot from 5 ft,,10,14
40,1,6:25.0,,Defensive rebound by N. Jokić,10,14
41,1,6:18.0,,D. Arthur makes 2-pt jump shot from 20 ft,10,16
42,1,5:58.0,Shooting foul by J. Sampson (drawn by J. Grant),,10,16
43,1,5:58.0,J. Grant makes free throw 1 of 2,,11,16
44,1,5:58.0,R. Holmes enters the game for C. Landry,,11,16
45,1,5:58.0,,W. Barton enters the game for J. Sampson,11,16
46,1,5:58.0,J. Grant makes free throw 2 of 2,,12,16
47,1,5:48.0,,N. Jokić makes 2-pt jump shot from 11 ft (assist by E. Mudiay),12,18
48,1,5:48.0,,Shooting block foul by R. Holmes (drawn by N. Jokić),12,18
49,1,5:48.0,R. Covington enters the game for H. Thompson,,12,18
50,1,5:48.0,,N. Jokić misses free throw 1 of 1,12,18
51,1,5:46.0,Defensive rebound by R. Holmes,,12,18
52,1,5:33.0,J. Grant makes 2-pt jump shot from 3 ft (assist by R. Holmes),,14,18
53,1,5:22.0,,E. Mudiay misses 2-pt layup from 1 ft,14,18
54,1,5:22.0,Defensive rebound by R. Holmes,,14,18
55,1,5:14.0,I. Canaan misses 3-pt jump shot from 23 ft,,14,18
56,1,5:13.0,Offensive rebound by I. Smith,,14,18
57,1,5:08.0,I. Canaan misses 3-pt jump shot from 24 ft,,14,18
58,1,5:08.0,,Defensive rebound by D. Arthur,14,18
59,1,4:58.0,,Turnover by D. Arthur (bad pass; steal by J. Grant),14,18
60,1,4:50.0,R. Holmes misses 2-pt layup from 1 ft (block by D. Arthur),,14,18
61,1,4:49.0,,Defensive rebound by Team,14,18
62,1,4:49.0,N. Stauskas enters the game for I. Canaan,,14,18
63,1,4:38.0,,E. Mudiay makes 2-pt layup from 2 ft,14,20
64,1,4:32.0,N. Stauskas makes 2-pt dunk at rim (assist by I. Smith),,16,20
65,1,4:07.0,,N. Jokić makes 2-pt hook shot from 8 ft,16,22
66,1,3:54.0,R. Covington makes 2-pt layup from 1 ft,,18,22
67,1,3:54.0,,Denver full timeout,18,22
68,1,3:54.0,T. McConnell enters the game for J. Grant,,18,22
69,1,3:54.0,S. Weems enters the game for I. Smith,,18,22
70,1,3:54.0,,A. Toupane enters the game for D. Arthur,18,22
71,1,3:54.0,,D. Augustin enters the game for N. Jokić,18,22
72,1,3:54.0,,J. Lauvergne enters the game for E. Mudiay,18,22
73,1,3:50.0,,Turnover by W. Barton (bad pass; steal by R. Covington),18,22
74,1,3:45.0,R. Covington makes 2-pt layup from 1 ft,,20,22
75,1,3:24.0,,G. Harris misses 2-pt layup from 1 ft,20,22
76,1,3:23.0,Defensive rebound by R. Covington,,20,22
77,1,3:13.0,S. Weems makes 3-pt jump shot from 25 ft (assist by T. McConnell),,23,22
78,1,2:56.0,,W. Barton misses 2-pt jump shot from 18 ft,23,22
79,1,2:55.0,Defensive rebound by N. Stauskas,,23,22
80,1,2:48.0,R. Covington makes 3-pt jump shot from 23 ft (assist by N. Stauskas),,26,22
81,1,2:28.0,,J. Lauvergne misses 2-pt jump shot from 19 ft,26,22
82,1,2:27.0,Defensive rebound by T. McConnell,,26,22
83,1,2:20.0,Shooting foul by D. Augustin (drawn by T. McConnell),,26,22
84,1,2:20.0,T. McConnell makes free throw 1 of 2,,27,22
85,1,2:20.0,T. McConnell makes free throw 2 of 2,,28,22
86,1,2:08.0,,Turnover by W. Barton (traveling),28,22
87,1,1:52.0,S. Weems makes 3-pt jump shot from 24 ft (assist by T. McConnell),,31,22
88,1,1:41.0,,Offensive foul by J. Lauvergne (drawn by T. McConnell),31,22
89,1,1:41.0,,Turnover by J. Lauvergne (offensive foul),31,22
90,1,1:24.0,T. McConnell makes 2-pt jump shot from 4 ft,,33,22
91,1,1:22.0,,Denver full timeout,33,22
92,1,1:22.0,,E. Mudiay enters the game for G. Harris,33,22
93,1,1:02.0,,J. Lauvergne makes 2-pt layup from 1 ft (assist by D. Augustin),33,24
94,1,0:48.0,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),,35,24
95,1,0:30.0,,Turnover by D. Augustin (bad pass; steal by N. Stauskas),35,24
96,1,0:24.0,R. Covington misses 3-pt jump shot from 25 ft,,35,24
97,1,0:23.0,,Defensive rebound by Team,35,24
98,1,0:09.0,,Personal take foul by N. Stauskas,35,24
99,1,0:09.0,,G. Harris enters the game for A. Toupane,35,24
100,1,0:03.0,,E. Mudiay misses 2-pt jump shot from 10 ft,35,24
101,1,0:02.0,Defensive rebound by R. Holmes,,35,24
102,1,0:01.0,R. Holmes misses 3-pt jump shot from 84 ft,,35,24
103,1,0:00.0,Offensive rebound by Team,,35,24
104,2,11:45.0,C. Landry misses 2-pt layup from 1 ft,,35,24
105,2,11:44.0,,Defensive rebound by J. Nurkić,35,24
106,2,11:24.0,,J. Nurkić misses 2-pt hook shot from 1 ft,35,24
107,2,11:23.0,Defensive rebound by R. Covington,,35,24
108,2,11:13.0,S. Weems misses 2-pt layup from 2 ft (block by J. Nurkić),,35,24
109,2,11:12.0,,Defensive rebound by J. Nurkić,35,24
110,2,11:00.0,,W. Barton misses 2-pt layup from 2 ft (block by R. Covington),35,24
111,2,11:00.0,,Offensive rebound by W. Barton,35,24
112,2,11:00.0,,Turnover by W. Barton (step out of bounds),35,24
113,2,10:38.0,T. McConnell makes 2-pt jump shot from 10 ft,,37,24
114,2,10:24.0,,Shooting block foul by C. Landry (drawn by J. Nurkić),37,24
115,2,10:24.0,,J. Nurkić makes free throw 1 of 2,37,25
116,2,10:24.0,H. Thompson enters the game for R. Covington,,37,25
117,2,10:24.0,,J. Nurkić makes free throw 2 of 2,37,26
118,2,10:07.0,C. Landry makes 2-pt dunk at rim (assist by N. Stauskas),,39,26
119,2,9:55.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by E. Mudiay),39,28
120,2,9:39.0,N. Stauskas misses 2-pt layup from 2 ft (block by E. Mudiay),,39,28
121,2,9:38.0,,Defensive rebound by J. Nurkić,39,28
122,2,9:36.0,,Turnover by A. Toupane (bad pass; steal by T. McConnell),39,28
123,2,9:31.0,N. Stauskas misses 3-pt jump shot from 24 ft,,39,28
124,2,9:30.0,,Defensive rebound by A. Toupane,39,28
125,2,9:21.0,,D. Augustin makes 2-pt jump shot from 11 ft (assist by W. Barton),39,30
126,2,9:13.0,Philadelphia full timeout,,39,30
127,2,9:13.0,J. Grant enters the game for S. Weems,,39,30
128,2,8:54.0,T. McConnell makes 2-pt jump shot from 17 ft (assist by C. Landry),,41,30
129,2,8:38.0,,J. Nurkić misses 2-pt layup from 2 ft,41,30
130,2,8:36.0,Defensive rebound by C. Landry,,41,30
131,2,8:26.0,H. Thompson misses 2-pt jump shot from 6 ft,,41,30
132,2,8:25.0,,Defensive rebound by J. Nurkić,41,30
133,2,8:18.0,,Shooting foul by T. McConnell (drawn by D. Augustin),41,30
134,2,8:18.0,,D. Augustin makes free throw 1 of 2,41,31
135,2,8:18.0,I. Canaan enters the game for N. Stauskas,,41,31
136,2,8:18.0,,D. Arthur enters the game for A. Toupane,41,31
137,2,8:18.0,,D. Augustin makes free throw 2 of 2,41,32
138,2,8:04.0,J. Grant misses 2-pt dunk at rim (block by J. Nurkić),,41,32
139,2,8:03.0,,Defensive rebound by W. Barton,41,32
140,2,7:58.0,,E. Mudiay makes 2-pt dunk at rim (assist by W. Barton),41,34
141,2,7:34.0,H. Thompson misses 2-pt jump shot from 7 ft,,41,34
142,2,7:31.0,,Defensive rebound by W. Barton,41,34
143,2,7:28.0,Offensive charge foul by W. Barton (drawn by I. Canaan),,41,34
144,2,7:28.0,,Turnover by W. Barton (offensive foul),41,34
145,2,7:28.0,I. Smith enters the game for T. McConnell,,41,34
146,2,7:15.0,C. Landry misses 2-pt jump shot from 8 ft,,41,34
147,2,7:15.0,,Defensive rebound by D. Arthur,41,34
148,2,7:05.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by D. Augustin),41,36
149,2,6:45.0,C. Landry makes 2-pt jump shot from 16 ft (assist by J. Grant),,43,36
150,2,6:24.0,,E. Mudiay misses 3-pt jump shot from 25 ft,43,36
151,2,6:24.0,Defensive rebound by Team,,43,36
152,2,6:08.0,J. Grant misses 2-pt layup at rim,,43,36
153,2,6:06.0,,Defensive rebound by D. Arthur,43,36
154,2,5:56.0,,Personal foul by C. Landry,43,36
155,2,5:56.0,Official timeout,,43,36
156,2,5:56.0,E. Brand enters the game for C. Landry,,43,36
157,2,5:56.0,,G. Harris enters the game for W. Barton,43,36
158,2,5:45.0,,D. Arthur misses 2-pt jump shot from 21 ft,43,36
159,2,5:44.0,Defensive rebound by I. Smith,,43,36
160,2,5:39.0,I. Smith misses 2-pt jump shot from 10 ft,,43,36
161,2,5:38.0,,Defensive rebound by D. Augustin,43,36
162,2,5:27.0,,G. Harris makes 2-pt jump shot from 14 ft (assist by D. Augustin),43,38
163,2,5:07.0,J. Grant misses 2-pt jump shot from 3 ft (block by J. Nurkić),,43,38
164,2,5:05.0,,Defensive rebound by D. Augustin,43,38
165,2,4:56.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by D. Augustin),43,41
166,2,4:32.0,I. Canaan misses 3-pt jump shot from 24 ft,,43,41
167,2,4:31.0,,Defensive rebound by J. Nurkić,43,41
168,2,4:25.0,,D. Augustin misses 3-pt jump shot from 24 ft (block by I. Smith),43,41
169,2,4:23.0,,Offensive rebound by G. Harris,43,41
170,2,4:18.0,,D. Augustin misses 3-pt jump shot from 24 ft,43,41
171,2,4:17.0,Defensive rebound by H. Thompson,,43,41
172,2,4:05.0,H. Thompson misses 2-pt jump shot from 22 ft,,43,41
173,2,4:04.0,,Defensive rebound by Team,43,41
174,2,3:45.0,,J. Nurkić misses 2-pt hook shot from 6 ft,43,41
175,2,3:43.0,Defensive rebound by E. Brand,,43,41
176,2,3:41.0,Turnover by E. Brand (lost ball; steal by J. Nurkić),,43,41
177,2,3:33.0,,D. Arthur misses 2-pt layup at rim,43,41
178,2,3:32.0,Defensive rebound by E. Brand,,43,41
179,2,3:32.0,Personal foul by J. Nurkić,,43,41
180,2,3:32.0,,N. Jokić enters the game for J. Nurkić,43,41
181,2,3:20.0,E. Brand misses 2-pt jump shot from 16 ft,,43,41
182,2,3:19.0,,Defensive rebound by Team,43,41
183,2,3:04.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),43,43
184,2,2:53.0,I. Smith misses 2-pt jump shot from 17 ft,,43,43
185,2,2:52.0,,Defensive rebound by E. Mudiay,43,43
186,2,2:51.0,,Shooting foul by E. Brand (drawn by E. Mudiay),43,43
187,2,2:51.0,,Denver full timeout,43,43
188,2,2:51.0,R. Covington enters the game for J. Grant,,43,43
189,2,2:51.0,R. Holmes enters the game for E. Brand,,43,43
190,2,2:51.0,,E. Mudiay makes free throw 1 of 2,43,44
191,2,2:51.0,,E. Mudiay makes free throw 2 of 2,43,45
192,2,2:42.0,I. Canaan misses 3-pt jump shot from 26 ft,,43,45
193,2,2:41.0,,Defensive rebound by D. Arthur,43,45
194,2,2:23.0,,D. Augustin misses 3-pt jump shot from 23 ft,43,45
195,2,2:22.0,Defensive rebound by I. Canaan,,43,45
196,2,2:08.0,R. Covington misses 3-pt jump shot from 26 ft,,43,45
197,2,2:07.0,,Defensive rebound by N. Jokić,43,45
198,2,1:55.0,,Shooting foul by H. Thompson (drawn by D. Augustin),43,45
199,2,1:55.0,,D. Augustin makes free throw 1 of 2,43,46
200,2,1:55.0,N. Stauskas enters the game for I. Canaan,,43,46
201,2,1:55.0,T. McConnell enters the game for I. Smith,,43,46
202,2,1:55.0,S. Weems enters the game for H. Thompson,,43,46
203,2,1:55.0,,D. Augustin makes free throw 2 of 2,43,47
204,2,1:40.0,R. Covington misses 2-pt layup from 2 ft (block by D. Arthur),,43,47
205,2,1:38.0,,Defensive rebound by N. Jokić,43,47
206,2,1:35.0,,Turnover by N. Jokić (lost ball; steal by R. Holmes),43,47
207,2,1:30.0,R. Covington misses 3-pt jump shot from 23 ft,,43,47
208,2,1:27.0,Offensive rebound by T. McConnell,,43,47
209,2,1:25.0,Turnover by T. McConnell (bad pass; steal by D. Augustin),,43,47
210,2,1:20.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by D. Augustin),43,49
211,2,1:12.0,T. McConnell makes 2-pt jump shot from 11 ft,,45,49
212,2,1:00.0,,Personal foul by R. Holmes,45,49
213,2,1:00.0,,N. Jokić misses free throw 1 of 2,45,49
214,2,1:00.0,,Offensive rebound by Team,45,49
215,2,1:00.0,,N. Jokić makes free throw 2 of 2,45,50
216,2,0:46.0,S. Weems misses 2-pt jump shot from 14 ft,,45,50
217,2,0:45.0,,Defensive rebound by E. Mudiay,45,50
218,2,0:42.0,Violation by R. Holmes (def goaltending),,45,50
219,2,0:42.0,,E. Mudiay makes 2-pt layup from 2 ft,45,52
220,2,0:42.0,,Shooting foul by N. Stauskas (drawn by E. Mudiay),45,52
221,2,0:42.0,,E. Mudiay makes free throw 1 of 1,45,53
222,2,0:31.0,R. Covington misses 3-pt jump shot from 25 ft,,45,53
223,2,0:30.0,,Defensive rebound by N. Jokić,45,53
224,2,0:08.0,,D. Augustin misses 3-pt jump shot from 25 ft,45,53
225,2,0:07.0,,Offensive rebound by Team,45,53
226,2,0:07.0,,Turnover by Team (shot clock),45,53
227,2,0:07.0,Philadelphia full timeout,,45,53
228,2,0:07.0,,A. Toupane enters the game for D. Arthur,45,53
229,2,0:04.0,Personal foul by A. Toupane,,45,53
230,2,0:01.0,T. McConnell misses 2-pt jump shot from 17 ft,,45,53
231,2,0:00.0,,Defensive rebound by Team,45,53
232,3,11:44.0,C. Landry makes 2-pt hook shot from 2 ft (assist by I. Canaan),,47,53
233,3,11:31.0,,D. Arthur misses 2-pt jump shot from 18 ft,47,53
234,3,11:30.0,Defensive rebound by C. Landry,,47,53
235,3,11:14.0,Turnover by J. Grant (bad pass; steal by N. Jokić),,47,53
236,3,11:13.0,,Personal block foul by H. Thompson,47,53
237,3,10:58.0,,J. Sampson makes 2-pt jump shot from 19 ft,47,55
238,3,10:37.0,C. Landry makes 2-pt jump shot from 21 ft (assist by I. Smith),,49,55
239,3,10:26.0,,Shooting foul by I. Smith (drawn by J. Sampson),49,55
240,3,10:26.0,,J. Sampson makes free throw 1 of 2,49,56
241,3,10:26.0,,J. Sampson misses free throw 2 of 2,49,56
242,3,10:25.0,,Offensive rebound by D. Arthur,49,56
243,3,10:25.0,,D. Arthur makes 2-pt layup from 1 ft,49,58
244,3,10:00.0,I. Canaan makes 3-pt jump shot from 24 ft (assist by I. Smith),,52,58
245,3,9:42.0,,D. Arthur misses 2-pt jump shot from 14 ft,52,58
246,3,9:41.0,Defensive rebound by I. Smith,,52,58
247,3,9:39.0,Shooting foul by J. Sampson (drawn by I. Smith),,52,58
248,3,9:39.0,I. Smith makes free throw 1 of 2,,53,58
249,3,9:39.0,I. Smith makes free throw 2 of 2,,54,58
250,3,9:32.0,,J. Sampson misses 2-pt jump shot from 9 ft (block by H. Thompson),54,58
251,3,9:30.0,Defensive rebound by I. Canaan,,54,58
252,3,9:18.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by I. Smith),,57,58
253,3,8:53.0,,E. Mudiay misses 3-pt jump shot from 24 ft,57,58
254,3,8:52.0,Defensive rebound by C. Landry,,57,58
255,3,8:42.0,I. Canaan misses 3-pt jump shot from 23 ft,,57,58
256,3,8:41.0,Offensive rebound by I. Smith,,57,58
257,3,8:34.0,J. Grant misses 3-pt jump shot from 23 ft,,57,58
258,3,8:33.0,,Defensive rebound by N. Jokić,57,58
259,3,8:32.0,,Personal foul by H. Thompson,57,58
260,3,8:18.0,,G. Harris makes 2-pt layup from 1 ft,57,60
261,3,7:54.0,I. Smith misses 2-pt layup from 2 ft (block by J. Sampson),,57,60
262,3,7:52.0,,Defensive rebound by E. Mudiay,57,60
263,3,7:34.0,,E. Mudiay misses 2-pt layup from 2 ft,57,60
264,3,7:33.0,Defensive rebound by C. Landry,,57,60
265,3,7:27.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by I. Smith),,60,60
266,3,7:27.0,,Denver full timeout,60,60
267,3,7:27.0,R. Covington enters the game for J. Grant,,60,60
268,3,7:07.0,,D. Arthur makes 2-pt dunk at rim (assist by N. Jokić),60,62
269,3,6:56.0,C. Landry misses 2-pt layup from 2 ft (block by J. Sampson),,60,62
270,3,6:54.0,,Defensive rebound by E. Mudiay,60,62
271,3,6:52.0,,Shooting foul by I. Canaan (drawn by E. Mudiay),60,62
272,3,6:52.0,,E. Mudiay makes free throw 1 of 2,60,63
273,3,6:52.0,,E. Mudiay misses free throw 2 of 2,60,63
274,3,6:51.0,Defensive rebound by R. Covington,,60,63
275,3,6:40.0,I. Canaan misses 3-pt jump shot from 25 ft,,60,63
276,3,6:39.0,,Defensive rebound by N. Jokić,60,63
277,3,6:25.0,,G. Harris misses 2-pt layup from 1 ft,60,63
278,3,6:24.0,Defensive rebound by R. Covington,,60,63
279,3,6:04.0,Turnover by R. Covington (lost ball; steal by D. Arthur),,60,63
280,3,5:53.0,,Def 3 sec tech foul by R. Covington,60,63
281,3,5:53.0,,G. Harris makes technical free throw,60,64
282,3,5:53.0,N. Stauskas enters the game for I. Canaan,,60,64
283,3,5:53.0,R. Holmes enters the game for C. Landry,,60,64
284,3,5:42.0,,D. Arthur misses 2-pt jump shot from 17 ft,60,64
285,3,5:40.0,,Offensive rebound by Team,60,64
286,3,5:29.0,,Shooting foul by R. Covington (drawn by J. Sampson),60,64
287,3,5:29.0,,J. Sampson makes free throw 1 of 2,60,65
288,3,5:29.0,,J. Sampson makes free throw 2 of 2,60,66
289,3,5:12.0,Shooting foul by E. Mudiay (drawn by R. Holmes),,60,66
290,3,5:12.0,R. Holmes makes free throw 1 of 2,,61,66
291,3,5:12.0,R. Holmes makes free throw 2 of 2,,62,66
292,3,5:01.0,,E. Mudiay misses 2-pt jump shot from 15 ft,62,66
293,3,5:01.0,Defensive rebound by R. Covington,,62,66
294,3,4:53.0,R. Covington makes 3-pt jump shot from 24 ft (assist by I. Smith),,65,66
295,3,4:34.0,,D. Arthur makes 3-pt jump shot from 23 ft (assist by E. Mudiay),65,69
296,3,4:24.0,H. Thompson misses 3-pt jump shot from 24 ft,,65,69
297,3,4:23.0,Offensive rebound by R. Covington,,65,69
298,3,4:19.0,R. Covington makes 2-pt layup from 2 ft,,67,69
299,3,4:02.0,,E. Mudiay misses 2-pt jump shot from 13 ft,67,69
300,3,4:00.0,Defensive rebound by R. Holmes,,67,69
301,3,3:45.0,I. Smith misses 2-pt jump shot from 20 ft,,67,69
302,3,3:43.0,,Defensive rebound by J. Sampson,67,69
303,3,3:26.0,Offensive charge foul by D. Arthur (drawn by H. Thompson),,67,69
304,3,3:26.0,,Turnover by D. Arthur (offensive foul),67,69
305,3,3:26.0,Philadelphia full timeout,,67,69
306,3,3:26.0,J. Grant enters the game for H. Thompson,,67,69
307,3,3:26.0,T. McConnell enters the game for I. Smith,,67,69
308,3,3:26.0,S. Weems enters the game for R. Holmes,,67,69
309,3,3:26.0,,D. Augustin enters the game for N. Jokić,67,69
310,3,3:26.0,,J. Nurkić enters the game for E. Mudiay,67,69
311,3,3:19.0,Offensive foul by J. Grant (drawn by D. Augustin),,67,69
312,3,3:19.0,Turnover by J. Grant (offensive foul),,67,69
313,3,3:03.0,,Shooting foul by J. Grant (drawn by J. Nurkić),67,69
314,3,3:03.0,,J. Nurkić misses free throw 1 of 2,67,69
315,3,3:03.0,,Offensive rebound by Team,67,69
316,3,3:03.0,,J. Nurkić makes free throw 2 of 2,67,70
317,3,2:40.0,R. Covington misses 3-pt jump shot from 22 ft,,67,70
318,3,2:39.0,Offensive rebound by Team,,67,70
319,3,2:39.0,Turnover by Team (shot clock),,67,70
320,3,2:30.0,,Turnover by D. Arthur (bad pass; steal by J. Grant),67,70
321,3,2:27.0,S. Weems misses 2-pt layup from 1 ft,,67,70
322,3,2:26.0,Offensive rebound by N. Stauskas,,67,70
323,3,2:25.0,N. Stauskas makes 2-pt layup from 1 ft,,69,70
324,3,2:25.0,Shooting foul by J. Nurkić (drawn by N. Stauskas),,69,70
325,3,2:25.0,N. Stauskas makes free throw 1 of 1,,70,70
326,3,2:12.0,,G. Harris misses 2-pt layup from 2 ft (block by N. Stauskas),70,70
327,3,2:11.0,Defensive rebound by S. Weems,,70,70
328,3,2:00.0,N. Stauskas misses 3-pt jump shot from 24 ft,,70,70
329,3,1:59.0,Offensive rebound by R. Covington,,70,70
330,3,1:56.0,Turnover by T. McConnell (lost ball; steal by J. Nurkić),,70,70
331,3,1:47.0,,Shooting block foul by J. Grant (drawn by G. Harris),70,70
332,3,1:47.0,,G. Harris makes free throw 1 of 2,70,71
333,3,1:47.0,,W. Barton enters the game for J. Sampson,70,71
334,3,1:47.0,,A. Toupane enters the game for D. Arthur,70,71
335,3,1:47.0,,G. Harris makes free throw 2 of 2,70,72
336,3,1:29.0,J. Grant misses 2-pt jump shot from 16 ft,,70,72
337,3,1:28.0,,Defensive rebound by G. Harris,70,72
338,3,1:23.0,,Offensive foul by J. Nurkić (drawn by J. Grant),70,72
339,3,1:23.0,,Turnover by J. Nurkić (offensive foul),70,72
340,3,1:14.0,R. Covington makes 3-pt jump shot from 27 ft (assist by T. McConnell),,73,72
341,3,1:03.0,,Personal foul by T. McConnell,73,72
342,3,1:03.0,,D. Augustin makes free throw 1 of 2,73,73
343,3,1:03.0,,D. Augustin misses free throw 2 of 2,73,73
344,3,1:02.0,Defensive rebound by J. Grant,,73,73
345,3,0:51.0,Turnover by S. Weems (bad pass; steal by D. Augustin),,73,73
346,3,0:49.0,,Shooting foul by N. Stauskas (drawn by D. Augustin),73,73
347,3,0:49.0,,D. Augustin makes free throw 1 of 2,73,74
348,3,0:49.0,,D. Augustin makes free throw 2 of 2,73,75
349,3,0:32.0,R. Covington misses 2-pt layup from 2 ft (block by J. Nurkić),,73,75
350,3,0:31.0,,Defensive rebound by Team,73,75
351,3,0:06.0,Offensive charge foul by D. Augustin (drawn by N. Stauskas),,73,75
352,3,0:06.0,,Turnover by D. Augustin (offensive foul),73,75
353,3,0:06.0,H. Thompson enters the game for J. Grant,,73,75
354,3,0:04.0,Personal take foul by A. Toupane,,73,75
355,3,0:04.0,,J. Sampson enters the game for J. Nurkić,73,75
356,3,0:02.0,R. Covington misses 3-pt jump shot from 30 ft,,73,75
357,3,0:00.0,Offensive rebound by Team,,73,75
358,4,11:43.0,,A. Toupane misses 2-pt jump shot from 21 ft,73,75
359,4,11:42.0,Defensive rebound by T. McConnell,,73,75
360,4,11:27.0,T. McConnell makes 2-pt layup from 2 ft,,75,75
361,4,11:03.0,,A. Toupane makes 3-pt jump shot from 23 ft (assist by E. Mudiay),75,78
362,4,10:46.0,H. Thompson makes 3-pt jump shot from 22 ft (assist by T. McConnell),,78,78
363,4,10:44.0,,Denver full timeout,78,78
364,4,10:44.0,R. Covington enters the game for S. Weems,,78,78
365,4,10:42.0,,Shooting foul by R. Holmes (drawn by W. Barton),78,78
366,4,10:42.0,,W. Barton makes free throw 1 of 2,78,79
367,4,10:42.0,,W. Barton makes free throw 2 of 2,78,80
368,4,10:21.0,R. Holmes makes 2-pt dunk at rim (assist by H. Thompson),,80,80
369,4,10:01.0,,Offensive foul by J. Nurkić (drawn by R. Holmes),80,80
370,4,10:01.0,,Turnover by J. Nurkić (offensive foul),80,80
371,4,9:47.0,T. McConnell misses 2-pt jump shot from 5 ft,,80,80
372,4,9:44.0,,Defensive rebound by A. Toupane,80,80
373,4,9:30.0,,E. Mudiay makes 3-pt jump shot from 23 ft (assist by A. Toupane),80,83
374,4,9:12.0,T. McConnell makes 3-pt jump shot from 25 ft,,83,83
375,4,8:54.0,,A. Toupane misses 3-pt jump shot from 23 ft,83,83
376,4,8:53.0,Defensive rebound by N. Stauskas,,83,83
377,4,8:43.0,N. Stauskas misses 3-pt jump shot from 25 ft,,83,83
378,4,8:42.0,,Defensive rebound by Team,83,83
379,4,8:42.0,J. Grant enters the game for R. Holmes,,83,83
380,4,8:28.0,,E. Mudiay makes 2-pt jump shot from 14 ft,83,85
381,4,8:12.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by N. Stauskas),,86,85
382,4,7:52.0,,A. Toupane misses 3-pt jump shot from 24 ft,86,85
383,4,7:51.0,Defensive rebound by N. Stauskas,,86,85
384,4,7:44.0,Personal foul by J. Nurkić,,86,85
385,4,7:44.0,I. Canaan enters the game for N. Stauskas,,86,85
386,4,7:44.0,,N. Jokić enters the game for J. Nurkić,86,85
387,4,7:35.0,J. Grant makes 3-pt jump shot from 24 ft (assist by R. Covington),,89,85
388,4,7:17.0,,E. Mudiay makes 3-pt jump shot from 24 ft,89,88
