,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
48,1,6:30.0,,C. Joseph makes 2-pt layup from 1 ft (assist by K. Lowry),11,8
49,1,6:13.0,M. Carter-Williams misses 2-pt layup from 1 ft (block by B. Biyombo),,11,8
50,1,6:13.0,Offensive rebound by Team,,11,8
51,1,6:05.0,K. Middleton makes 2-pt jump shot from 23 ft (assist by J. Parker),,13,8
52,1,5:39.0,,D. DeRozan makes 2-pt jump shot from 3 ft,13,10
53,1,5:27.0,Personal foul by D. DeRozan (drawn by K. Middleton),,13,10
54,1,5:23.0,K. Middleton misses 3-pt jump shot from 25 ft,,13,10
55,1,5:22.0,,Defensive rebound by P. Patterson,13,10
56,1,5:01.0,,Shooting foul by K. Middleton (drawn by C. Joseph),13,10
57,1,5:01.0,,C. Joseph misses free throw 1 of 2,13,10
58,1,5:01.0,,Offensive rebound by Team,13,10
59,1,5:01.0,J. O'Bryant enters the game for J. Parker,,13,10
60,1,5:01.0,,C. Joseph makes free throw 2 of 2,13,11
61,1,4:50.0,Turnover by M. Carter-Williams (bad pass; steal by C. Joseph),,13,11
62,1,4:31.0,,K. Lowry misses 2-pt jump shot from 14 ft,13,11
63,1,4:30.0,,Offensive rebound by B. Biyombo,13,11
64,1,4:27.0,,Turnover by B. Biyombo (lost ball; steal by O. Mayo),13,11
65,1,4:20.0,O. Mayo misses 2-pt jump shot from 21 ft,,13,11
66,1,4:19.0,,Defensive rebound by B. Biyombo,13,11
67,1,4:02.0,,B. Biyombo makes 2-pt dunk at rim (assist by C. Joseph),13,13
68,1,3:45.0,G. Monroe makes 2-pt hook shot from 4 ft (assist by M. Carter-Williams),,15,13
69,1,3:24.0,,Turnover by K. Lowry (bad pass),15,13
70,1,3:07.0,O. Mayo makes 2-pt jump shot from 16 ft (assist by K. Middleton),,17,13
71,1,2:48.0,,D. DeRozan makes 2-pt layup from 1 ft,17,15
72,1,2:40.0,Milwaukee full timeout,,17,15
73,1,2:40.0,G. Antetokounmpo enters the game for O. Mayo,,17,15
74,1,2:40.0,,T. Ross enters the game for K. Lowry,17,15
75,1,2:27.0,K. Middleton misses 2-pt layup from 1 ft,,17,15
76,1,2:27.0,,Defensive rebound by C. Joseph,17,15
77,1,2:13.0,,Personal foul by J. O'Bryant (drawn by D. DeRozan),17,15
78,1,2:06.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by C. Joseph),17,17
79,1,1:45.0,G. Monroe misses 2-pt jump shot from 15 ft,,17,17
80,1,1:44.0,,Defensive rebound by P. Patterson,17,17
81,1,1:28.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by P. Patterson),17,20
82,1,1:13.0,M. Carter-Williams misses 2-pt layup from 3 ft (block by C. Joseph),,17,20
83,1,1:12.0,Offensive rebound by G. Antetokounmpo,,17,20
84,1,1:10.0,Turnover by G. Antetokounmpo (bad pass; steal by C. Joseph),,17,20
85,1,1:05.0,,T. Ross misses 3-pt jump shot from 25 ft,17,20
86,1,1:04.0,Defensive rebound by M. Carter-Williams,,17,20
87,1,1:00.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by P. Patterson),,17,20
88,1,0:58.0,,Defensive rebound by D. DeRozan,17,20
89,1,0:56.0,,Shooting foul by M. Carter-Williams (drawn by D. DeRozan),17,20
90,1,0:56.0,,D. DeRozan makes free throw 1 of 2,17,21
91,1,0:56.0,,D. DeRozan makes free throw 2 of 2,17,22
92,1,0:38.0,Personal foul by D. DeRozan (drawn by G. Antetokounmpo),,17,22
93,1,0:38.0,,J. Johnson enters the game for D. DeRozan,17,22
94,1,0:23.0,G. Antetokounmpo misses 2-pt jump shot from 15 ft,,17,22
95,1,0:22.0,,Defensive rebound by J. Johnson,17,22
96,1,0:01.0,,T. Ross makes 2-pt jump shot from 8 ft,17,24
97,2,11:52.0,Personal foul by J. Johnson (drawn by M. Carter-Williams),,17,24
98,2,11:44.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,17,24
99,2,11:43.0,Offensive rebound by G. Antetokounmpo,,17,24
100,2,11:38.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,19,24
101,2,11:21.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by T. Ross),19,27
102,2,10:55.0,M. Carter-Williams misses 3-pt jump shot from 26 ft,,19,27
103,2,10:54.0,,Defensive rebound by T. Ross,19,27
104,2,10:42.0,,L. Scola makes 2-pt hook shot from 6 ft,19,29
105,2,10:20.0,R. Vaughn misses 3-pt jump shot from 22 ft,,19,29
106,2,10:19.0,,Defensive rebound by Team,19,29
107,2,10:19.0,Loose ball foul by G. Antetokounmpo (drawn by J. Johnson),,19,29
108,2,10:07.0,,J. Johnson misses 2-pt jump shot from 6 ft,19,29
109,2,10:07.0,Defensive rebound by J. O'Bryant,,19,29
110,2,9:50.0,Shooting foul by J. Johnson (drawn by R. Vaughn),,19,29
111,2,9:50.0,R. Vaughn makes free throw 1 of 2,,20,29
112,2,9:50.0,,K. Lowry enters the game for J. Johnson,20,29
113,2,9:50.0,R. Vaughn makes free throw 2 of 2,,21,29
114,2,9:38.0,,C. Joseph misses 2-pt jump shot from 12 ft,21,29
115,2,9:37.0,Defensive rebound by J. Henson,,21,29
116,2,9:28.0,M. Carter-Williams makes 2-pt jump shot from 5 ft,,23,29
117,2,9:10.0,,T. Ross misses 3-pt jump shot from 26 ft,23,29
118,2,9:10.0,,Offensive rebound by L. Scola,23,29
119,2,9:05.0,,K. Lowry misses 3-pt jump shot from 25 ft,23,29
120,2,9:04.0,Defensive rebound by J. O'Bryant,,23,29
121,2,8:47.0,J. O'Bryant misses 2-pt hook shot from 5 ft,,23,29
122,2,8:46.0,Offensive rebound by J. O'Bryant,,23,29
123,2,8:36.0,J. O'Bryant misses 2-pt dunk from 2 ft (block by T. Ross),,23,29
124,2,8:34.0,Offensive rebound by J. O'Bryant,,23,29
125,2,8:31.0,J. O'Bryant misses 2-pt layup from 2 ft,,23,29
126,2,8:30.0,,Defensive rebound by C. Joseph,23,29
127,2,8:24.0,,L. Scola misses 2-pt layup from 1 ft,23,29
128,2,8:24.0,Defensive rebound by M. Carter-Williams,,23,29
129,2,8:16.0,J. O'Bryant misses 2-pt jump shot from 1 ft,,23,29
130,2,8:15.0,Offensive rebound by J. O'Bryant,,23,29
131,2,8:15.0,J. O'Bryant misses 2-pt layup from 1 ft,,23,29
132,2,8:15.0,Offensive rebound by Team,,23,29
133,2,8:15.0,,Violation by P. Patterson (kicked ball),23,29
134,2,8:15.0,Official timeout,,23,29
135,2,8:15.0,,B. Biyombo enters the game for P. Patterson,23,29
136,2,8:15.0,J. Parker enters the game for J. O'Bryant,,23,29
137,2,8:00.0,Turnover by G. Antetokounmpo (bad pass; steal by C. Joseph),,23,29
138,2,7:51.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by T. Ross),23,32
139,2,7:38.0,M. Carter-Williams misses 2-pt jump shot from 9 ft,,23,32
140,2,7:38.0,Offensive rebound by J. Henson,,23,32
141,2,7:34.0,J. Henson makes 2-pt layup at rim,,25,32
142,2,7:21.0,,Shooting foul by R. Vaughn (drawn by C. Joseph),25,32
143,2,7:21.0,,C. Joseph misses free throw 1 of 2,25,32
144,2,7:21.0,,Offensive rebound by Team,25,32
145,2,7:21.0,,C. Joseph makes free throw 2 of 2,25,33
146,2,7:06.0,Turnover by J. Henson (traveling),,25,33
147,2,6:49.0,,B. Biyombo makes 2-pt dunk at rim (assist by T. Ross),25,35
148,2,6:49.0,,Shooting foul by R. Vaughn (drawn by B. Biyombo),25,35
149,2,6:49.0,O. Mayo enters the game for M. Carter-Williams,,25,35
150,2,6:49.0,,D. DeRozan enters the game for C. Joseph,25,35
151,2,6:49.0,K. Middleton enters the game for R. Vaughn,,25,35
152,2,6:49.0,,B. Biyombo misses free throw 1 of 1,25,35
153,2,6:47.0,Defensive rebound by J. Henson,,25,35
154,2,6:42.0,O. Mayo misses 2-pt layup from 1 ft (block by K. Lowry),,25,35
155,2,6:42.0,,Defensive rebound by Team,25,35
156,2,6:25.0,,D. DeRozan misses 2-pt jump shot from 17 ft,25,35
157,2,6:24.0,,Offensive rebound by L. Scola,25,35
158,2,6:17.0,,L. Scola misses 2-pt jump shot from 6 ft (block by J. Henson),25,35
159,2,6:15.0,,Offensive rebound by L. Scola,25,35
160,2,6:04.0,,Shooting foul by J. Parker (drawn by D. DeRozan),25,35
161,2,6:04.0,,D. DeRozan makes free throw 1 of 2,25,36
162,2,6:04.0,,D. DeRozan makes free throw 2 of 2,25,37
163,2,5:44.0,O. Mayo misses 3-pt jump shot from 25 ft,,25,37
164,2,5:44.0,,Defensive rebound by Team,25,37
165,2,5:44.0,,Toronto full timeout,25,37
166,2,5:44.0,,P. Patterson enters the game for B. Biyombo,25,37
167,2,5:44.0,G. Monroe enters the game for J. Henson,,25,37
168,2,5:32.0,,D. DeRozan misses 2-pt jump shot from 7 ft,25,37
169,2,5:31.0,Defensive rebound by G. Antetokounmpo,,25,37
170,2,5:17.0,Turnover by O. Mayo (bad pass; steal by T. Ross),,25,37
171,2,5:09.0,,L. Scola misses 2-pt jump shot from 3 ft,25,37
172,2,5:09.0,Defensive rebound by G. Monroe,,25,37
173,2,4:56.0,K. Middleton misses 2-pt jump shot from 14 ft,,25,37
174,2,4:56.0,,Defensive rebound by Team,25,37
175,2,4:34.0,,K. Lowry misses 2-pt jump shot from 8 ft,25,37
176,2,4:34.0,Defensive rebound by G. Monroe,,25,37
177,2,4:25.0,O. Mayo makes 2-pt layup from 1 ft,,27,37
178,2,4:05.0,,P. Patterson misses 3-pt jump shot from 24 ft,27,37
179,2,4:05.0,Defensive rebound by K. Middleton,,27,37
180,2,3:43.0,J. Parker misses 2-pt jump shot from 18 ft,,27,37
181,2,3:43.0,,Defensive rebound by D. DeRozan,27,37
182,2,3:36.0,,Shooting foul by J. Parker (drawn by D. DeRozan),27,37
183,2,3:36.0,,D. DeRozan makes free throw 1 of 2,27,38
184,2,3:36.0,,C. Joseph enters the game for T. Ross,27,38
185,2,3:36.0,,D. DeRozan makes free throw 2 of 2,27,39
186,2,3:22.0,Personal foul by L. Scola (drawn by G. Monroe),,27,39
187,2,3:15.0,J. Parker misses 2-pt hook shot from 4 ft,,27,39
188,2,3:15.0,Offensive rebound by Team,,27,39
189,2,3:15.0,,Loose ball foul by K. Lowry (drawn by J. Parker),27,39
190,2,3:15.0,,B. Biyombo enters the game for L. Scola,27,39
191,2,3:05.0,Turnover by J. Parker (bad pass),,27,39
192,2,2:43.0,,D. DeRozan makes 2-pt layup from 1 ft,27,41
193,2,2:27.0,Turnover by G. Monroe (lost ball),,27,41
194,2,2:27.0,Milwaukee full timeout,,27,41
195,2,2:15.0,,K. Lowry misses 2-pt jump shot from 22 ft,27,41
196,2,2:14.0,Defensive rebound by J. Parker,,27,41
197,2,1:56.0,G. Monroe misses 2-pt hook shot from 4 ft,,27,41
198,2,1:55.0,,Defensive rebound by B. Biyombo,27,41
199,2,1:45.0,,P. Patterson makes 2-pt jump shot from 13 ft (assist by K. Lowry),27,43
200,2,1:29.0,Shooting foul by P. Patterson (drawn by J. Parker),,27,43
201,2,1:29.0,K. Middleton makes free throw 1 of 2,,28,43
202,2,1:29.0,,T. Ross enters the game for D. DeRozan,28,43
203,2,1:29.0,K. Middleton makes free throw 2 of 2,,29,43
204,2,1:12.0,,Shooting foul by K. Middleton (drawn by C. Joseph),29,43
205,2,1:12.0,,C. Joseph makes free throw 1 of 2,29,44
206,2,1:12.0,,C. Joseph misses free throw 2 of 2,29,44
207,2,1:11.0,Defensive rebound by G. Antetokounmpo,,29,44
208,2,0:53.0,K. Middleton misses 2-pt jump shot from 6 ft,,29,44
209,2,0:53.0,,Defensive rebound by C. Joseph,29,44
210,2,0:44.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by K. Lowry),29,47
211,2,0:37.0,,Offensive charge foul by J. Parker (drawn by P. Patterson),29,47
212,2,0:37.0,Turnover by J. Parker (offensive foul),,29,47
213,2,0:28.0,,K. Lowry misses 3-pt jump shot from 26 ft (block by O. Mayo),29,47
214,2,0:26.0,Defensive rebound by J. Parker,,29,47
215,2,0:08.0,G. Monroe makes 2-pt hook shot from 3 ft (assist by O. Mayo),,31,47
216,2,0:02.0,,C. Joseph makes 2-pt jump shot from 6 ft,31,49
217,3,11:44.0,G. Monroe makes 2-pt layup at rim,,33,49
218,3,11:22.0,,K. Lowry misses 3-pt jump shot from 26 ft,33,49
219,3,11:22.0,Defensive rebound by O. Mayo,,33,49
220,3,11:11.0,J. Parker makes 2-pt jump shot from 19 ft (assist by O. Mayo),,35,49
221,3,10:51.0,,Turnover by T. Ross (bad pass; steal by G. Monroe),35,49
222,3,10:51.0,Personal foul by B. Biyombo (drawn by G. Monroe),,35,49
223,3,10:39.0,G. Monroe misses 2-pt hook shot from 8 ft,,35,49
224,3,10:38.0,,Defensive rebound by L. Scola,35,49
225,3,10:21.0,,L. Scola makes 2-pt layup from 1 ft (assist by K. Lowry),35,51
226,3,10:09.0,,Violation by D. DeRozan (kicked ball),35,51
227,3,10:07.0,Shooting foul by B. Biyombo (drawn by G. Antetokounmpo),,35,51
228,3,10:07.0,G. Antetokounmpo makes free throw 1 of 2,,36,51
229,3,10:07.0,G. Antetokounmpo misses free throw 2 of 2,,36,51
230,3,10:06.0,,Defensive rebound by B. Biyombo,36,51
231,3,9:44.0,,T. Ross misses 3-pt jump shot from 24 ft,36,51
232,3,9:44.0,Defensive rebound by J. Parker,,36,51
233,3,9:29.0,J. Parker makes 2-pt jump shot from 19 ft (assist by G. Antetokounmpo),,38,51
234,3,9:06.0,,D. DeRozan makes 2-pt jump shot from 21 ft,38,53
235,3,8:50.0,O. Mayo misses 2-pt jump shot from 17 ft,,38,53
236,3,8:49.0,,Defensive rebound by L. Scola,38,53
237,3,8:34.0,,K. Lowry makes 3-pt jump shot from 25 ft,38,56
238,3,8:21.0,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Monroe),,41,56
239,3,8:09.0,,L. Scola makes 2-pt layup from 3 ft,41,58
240,3,7:58.0,J. Parker misses 2-pt jump shot from 19 ft,,41,58
241,3,7:58.0,,Defensive rebound by K. Lowry,41,58
242,3,7:45.0,,D. DeRozan misses 3-pt jump shot from 26 ft,41,58
243,3,7:45.0,Defensive rebound by J. Parker,,41,58
244,3,7:39.0,Turnover by O. Mayo (bad pass; steal by D. DeRozan),,41,58
245,3,7:32.0,,Toronto full timeout,41,58
246,3,7:25.0,,Turnover by K. Lowry (bad pass),41,58
247,3,7:06.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,41,58
248,3,7:05.0,,Defensive rebound by K. Lowry,41,58
249,3,6:58.0,,Offensive foul by B. Biyombo (drawn by G. Antetokounmpo),41,58
250,3,6:58.0,,Turnover by B. Biyombo (offensive foul),41,58
251,3,6:49.0,G. Monroe makes 2-pt layup from 2 ft (assist by O. Mayo),,43,58
252,3,6:28.0,,L. Scola makes 2-pt layup from 1 ft (assist by D. DeRozan),43,60
253,3,6:16.0,J. Parker makes 2-pt jump shot from 7 ft (assist by G. Antetokounmpo),,45,60
254,3,5:58.0,,Shooting foul by G. Antetokounmpo (drawn by D. DeRozan),45,60
255,3,5:58.0,,D. DeRozan makes free throw 1 of 2,45,61
256,3,5:58.0,,D. DeRozan makes free throw 2 of 2,45,62
257,3,5:49.0,J. Parker misses 2-pt jump shot from 18 ft,,45,62
258,3,5:49.0,,Defensive rebound by K. Lowry,45,62
259,3,5:36.0,,T. Ross misses 2-pt jump shot from 12 ft,45,62
260,3,5:36.0,Defensive rebound by G. Monroe,,45,62
261,3,5:29.0,J. Parker misses 2-pt layup from 2 ft,,45,62
262,3,5:26.0,,Defensive rebound by K. Lowry,45,62
263,3,5:22.0,,K. Lowry makes 2-pt layup from 1 ft,45,64
264,3,5:01.0,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),,47,64
265,3,4:49.0,,D. DeRozan misses 2-pt layup from 3 ft (block by G. Antetokounmpo),47,64
266,3,4:48.0,Defensive rebound by K. Middleton,,47,64
267,3,4:47.0,Personal foul by K. Lowry (drawn by K. Middleton),,47,64
268,3,4:30.0,G. Antetokounmpo makes 2-pt jump shot from 16 ft,,49,64
269,3,4:12.0,,K. Lowry misses 3-pt jump shot from 26 ft,49,64
270,3,4:11.0,Defensive rebound by Team,,49,64
271,3,4:11.0,,P. Patterson enters the game for T. Ross,49,64
272,3,4:11.0,,C. Joseph enters the game for L. Scola,49,64
273,3,3:55.0,K. Middleton makes 2-pt jump shot from 15 ft,,51,64
274,3,3:36.0,,D. DeRozan makes 2-pt jump shot from 4 ft,51,66
275,3,3:13.0,O. Mayo misses 3-pt jump shot from 26 ft,,51,66
276,3,3:13.0,,Defensive rebound by K. Lowry,51,66
277,3,3:05.0,,K. Lowry misses 3-pt jump shot from 26 ft,51,66
278,3,3:05.0,Defensive rebound by O. Mayo,,51,66
279,3,2:58.0,G. Monroe makes 2-pt layup from 2 ft (assist by O. Mayo),,53,66
280,3,2:34.0,,B. Biyombo misses 2-pt layup from 2 ft,53,66
281,3,2:33.0,Defensive rebound by G. Monroe,,53,66
282,3,2:27.0,Personal foul by D. DeRozan (drawn by G. Antetokounmpo),,53,66
283,3,2:27.0,Milwaukee full timeout,,53,66
284,3,2:27.0,M. Carter-Williams enters the game for J. Parker,,53,66
285,3,2:27.0,J. O'Bryant enters the game for O. Mayo,,53,66
286,3,2:27.0,,J. Johnson enters the game for B. Biyombo,53,66
287,3,2:27.0,,L. Scola enters the game for K. Lowry,53,66
288,3,2:20.0,K. Middleton makes 2-pt jump shot from 18 ft,,55,66
289,3,2:01.0,,Shooting foul by K. Middleton (drawn by D. DeRozan),55,66
290,3,2:01.0,,D. DeRozan misses free throw 1 of 2,55,66
291,3,2:01.0,,Offensive rebound by Team,55,66
292,3,2:01.0,,D. DeRozan makes free throw 2 of 2,55,67
293,3,1:43.0,Shooting foul by J. Johnson (drawn by K. Middleton),,55,67
294,3,1:43.0,K. Middleton makes free throw 1 of 2,,56,67
295,3,1:43.0,K. Middleton makes free throw 2 of 2,,57,67
296,3,1:27.0,,Turnover by C. Joseph (lost ball; steal by G. Monroe),57,67
297,3,1:11.0,Personal foul by L. Scola (drawn by G. Monroe),,57,67
298,3,1:11.0,G. Monroe makes free throw 1 of 2,,58,67
299,3,1:11.0,G. Monroe misses free throw 2 of 2,,58,67
300,3,1:10.0,,Defensive rebound by D. DeRozan,58,67
301,3,0:59.0,,Personal foul by M. Carter-Williams (drawn by J. Johnson),58,67
302,3,0:53.0,,J. Johnson makes 2-pt layup at rim,58,69
303,3,0:38.0,G. Monroe makes 2-pt hook shot from 2 ft (assist by K. Middleton),,60,69
304,3,0:26.0,,Shooting block foul by J. O'Bryant (drawn by C. Joseph),60,69
305,3,0:26.0,,C. Joseph makes free throw 1 of 2,60,70
306,3,0:26.0,,T. Ross enters the game for D. DeRozan,60,70
307,3,0:26.0,,C. Joseph misses free throw 2 of 2,60,70
308,3,0:25.0,Defensive rebound by G. Antetokounmpo,,60,70
309,3,0:03.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Johnson),,60,70
310,4,11:41.0,,Shooting foul by J. O'Bryant (drawn by J. Johnson),60,70
311,4,11:41.0,,J. Johnson misses free throw 1 of 2,60,70
312,4,11:41.0,,Offensive rebound by Team,60,70
313,4,11:41.0,,J. Johnson misses free throw 2 of 2,60,70
314,4,11:40.0,Defensive rebound by J. O'Bryant,,60,70
315,4,11:25.0,K. Middleton makes 2-pt layup from 3 ft,,62,70
316,4,11:15.0,,Personal foul by M. Carter-Williams (drawn by C. Joseph),62,70
317,4,11:06.0,,L. Scola makes 2-pt jump shot from 13 ft (assist by C. Joseph),62,72
318,4,10:53.0,Personal foul by T. Ross (drawn by K. Middleton),,62,72
319,4,10:39.0,J. O'Bryant misses 2-pt jump shot from 16 ft,,62,72
320,4,10:39.0,,Defensive rebound by P. Patterson,62,72
321,4,10:32.0,,Turnover by J. Johnson (lost ball; steal by J. O'Bryant),62,72
322,4,10:24.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,65,72
323,4,10:05.0,,C. Joseph makes 2-pt layup from 1 ft,65,74
324,4,9:47.0,J. O'Bryant misses 2-pt hook shot from 2 ft,,65,74
325,4,9:47.0,,Defensive rebound by L. Scola,65,74
326,4,9:39.0,,Offensive foul by C. Joseph (drawn by M. Carter-Williams),65,74
327,4,9:39.0,,Turnover by C. Joseph (offensive foul),65,74
328,4,9:21.0,M. Carter-Williams misses 2-pt jump shot from 14 ft,,65,74
329,4,9:20.0,,Defensive rebound by J. Johnson,65,74
330,4,8:57.0,,J. Johnson makes 2-pt layup from 3 ft (assist by L. Scola),65,76
331,4,8:57.0,Milwaukee full timeout,,65,76
332,4,8:57.0,O. Mayo enters the game for J. O'Bryant,,65,76
333,4,8:45.0,K. Middleton makes 2-pt jump shot from 17 ft,,67,76
334,4,8:19.0,,J. Johnson makes 3-pt jump shot from 27 ft (assist by L. Scola),67,79
335,4,8:05.0,Personal foul by J. Johnson (drawn by K. Middleton),,67,79
336,4,7:50.0,O. Mayo misses 3-pt jump shot from 22 ft,,67,79
337,4,7:50.0,,Defensive rebound by P. Patterson,67,79
338,4,7:42.0,,Turnover by L. Scola (lost ball; steal by G. Antetokounmpo),67,79
339,4,7:36.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Carter-Williams),,69,79
340,4,7:18.0,,T. Ross makes 2-pt jump shot from 16 ft,69,81
341,4,6:58.0,K. Middleton misses 2-pt layup from 2 ft,,69,81
342,4,6:58.0,Offensive rebound by J. Henson,,69,81
343,4,6:54.0,J. Henson misses 2-pt layup from 2 ft,,69,81
344,4,6:53.0,Offensive rebound by J. Henson,,69,81
345,4,6:51.0,J. Henson makes 2-pt layup at rim,,71,81
346,4,6:34.0,,Turnover by T. Ross (bad pass),71,81
347,4,6:34.0,,K. Lowry enters the game for T. Ross,71,81
348,4,6:34.0,,B. Biyombo enters the game for P. Patterson,71,81
349,4,6:34.0,,D. DeRozan enters the game for J. Johnson,71,81
350,4,6:14.0,J. Henson makes 2-pt hook shot from 5 ft (assist by K. Middleton),,73,81
351,4,5:48.0,,D. DeRozan misses 2-pt jump shot from 17 ft,73,81
352,4,5:47.0,Defensive rebound by K. Middleton,,73,81
353,4,5:44.0,Shooting block foul by C. Joseph (drawn by K. Middleton),,73,81
354,4,5:44.0,Official timeout,,73,81
355,4,5:44.0,,P. Patterson enters the game for L. Scola,73,81
356,4,5:44.0,K. Middleton makes free throw 1 of 2,,74,81
357,4,5:44.0,K. Middleton makes free throw 2 of 2,,75,81
358,4,5:24.0,,K. Lowry misses 3-pt jump shot from 24 ft,75,81
359,4,5:24.0,Defensive rebound by G. Antetokounmpo,,75,81
360,4,5:12.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Carter-Williams),,77,81
361,4,4:47.0,,C. Joseph makes 3-pt jump shot from 25 ft (assist by P. Patterson),77,84
362,4,4:30.0,Turnover by K. Middleton (lost ball; steal by D. DeRozan),,77,84
363,4,4:07.0,,C. Joseph misses 2-pt layup from 3 ft (block by M. Carter-Williams),77,84
364,4,4:07.0,,Offensive rebound by Team,77,84
365,4,4:07.0,,D. DeRozan misses 2-pt jump shot from 13 ft,77,84
366,4,4:06.0,,Offensive rebound by Team,77,84
367,4,4:06.0,,Turnover by Team (shot clock),77,84
368,4,3:45.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,77,84
369,4,3:45.0,,Defensive rebound by B. Biyombo,77,84
370,4,3:23.0,,P. Patterson misses 2-pt jump shot from 12 ft,77,84
371,4,3:22.0,,Offensive rebound by P. Patterson,77,84
372,4,3:15.0,,Shooting foul by J. Henson (drawn by D. DeRozan),77,84
373,4,3:15.0,,D. DeRozan makes free throw 1 of 2,77,85
374,4,3:15.0,G. Monroe enters the game for J. Henson,,77,85
375,4,3:15.0,,D. DeRozan makes free throw 2 of 2,77,86
376,4,3:04.0,O. Mayo makes 2-pt jump shot from 21 ft (assist by M. Carter-Williams),,79,86
