,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHILADELPHIA_ACTION,NEW ORLEANS_SCORE,PHILADELPHIA_SCORE
28,1,8:12.0,T. Frazier makes free throw 2 of 2,,12,5
29,1,8:03.0,,Personal foul by A. Ajinça,12,5
30,1,7:51.0,,I. Canaan makes 2-pt jump shot from 11 ft (assist by R. Covington),12,7
31,1,7:34.0,L. Babbitt makes 2-pt jump shot from 8 ft (assist by T. Frazier),,14,7
32,1,7:23.0,,Turnover by I. Smith (lost ball; steal by T. Douglas),14,7
33,1,7:16.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by T. Frazier),,17,7
34,1,7:13.0,,Philadelphia full timeout,17,7
35,1,6:53.0,,J. Grant makes 2-pt layup from 2 ft (assist by R. Covington),17,9
36,1,6:42.0,Shooting foul by I. Smith (drawn by T. Frazier),,17,9
37,1,6:42.0,T. Frazier makes free throw 1 of 2,,18,9
38,1,6:42.0,,T. McConnell enters the game for I. Smith,18,9
39,1,6:42.0,,N. Noel enters the game for E. Brand,18,9
40,1,6:42.0,T. Frazier makes free throw 2 of 2,,19,9
41,1,6:19.0,,I. Canaan misses 3-pt jump shot from 25 ft,19,9
42,1,6:18.0,Defensive rebound by D. Cunningham,,19,9
43,1,6:05.0,A. Ajinça makes 2-pt hook shot from 9 ft (assist by T. Frazier),,21,9
44,1,5:47.0,,N. Noel misses 2-pt jump shot from 13 ft,21,9
45,1,5:45.0,Defensive rebound by L. Babbitt,,21,9
46,1,5:34.0,A. Ajinça misses 2-pt dunk at rim,,21,9
47,1,5:32.0,,Defensive rebound by N. Noel,21,9
48,1,5:21.0,,Personal foul by L. Babbitt,21,9
49,1,5:21.0,,N. Stauskas enters the game for I. Canaan,21,9
50,1,5:12.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by T. McConnell),21,12
51,1,4:53.0,T. Frazier makes 2-pt jump shot from 18 ft,,23,12
52,1,4:41.0,,T. McConnell misses 2-pt jump shot from 9 ft,23,12
53,1,4:40.0,Defensive rebound by A. Ajinça,,23,12
54,1,4:27.0,Turnover by T. Frazier (bad pass),,23,12
55,1,4:05.0,,J. Grant makes 2-pt layup from 2 ft (assist by T. McConnell),23,14
56,1,3:52.0,T. Douglas misses 2-pt jump shot from 13 ft,,23,14
57,1,3:50.0,,Defensive rebound by N. Noel,23,14
58,1,3:44.0,,T. McConnell misses 2-pt layup at rim,23,14
59,1,3:41.0,Defensive rebound by T. Frazier,,23,14
60,1,3:36.0,L. Babbitt misses 2-pt jump shot from 8 ft,,23,14
61,1,3:33.0,,Defensive rebound by N. Noel,23,14
62,1,3:24.0,,N. Noel makes 2-pt layup from 1 ft (assist by T. McConnell),23,16
63,1,3:24.0,,Shooting foul by A. Ajinça (drawn by N. Noel),23,16
64,1,3:24.0,,H. Thompson enters the game for R. Covington,23,16
65,1,3:24.0,J. Ennis enters the game for T. Douglas,,23,16
66,1,3:24.0,K. Perkins enters the game for A. Ajinça,,23,16
67,1,3:24.0,,N. Noel misses free throw 1 of 1,23,16
68,1,3:22.0,Defensive rebound by K. Perkins,,23,16
69,1,3:14.0,J. Ennis misses 2-pt layup from 2 ft,,23,16
70,1,3:11.0,,Defensive rebound by J. Grant,23,16
71,1,2:54.0,,N. Noel misses 2-pt jump shot from 15 ft,23,16
72,1,2:53.0,Defensive rebound by K. Perkins,,23,16
73,1,2:42.0,T. Frazier makes 2-pt jump shot from 6 ft,,25,16
74,1,2:22.0,,J. Grant misses 2-pt layup from 2 ft,25,16
75,1,2:20.0,Defensive rebound by K. Perkins,,25,16
76,1,2:17.0,Shooting foul by N. Stauskas (drawn by D. Cunningham),,25,16
77,1,2:17.0,New Orleans full timeout,,25,16
78,1,2:17.0,J. Hamilton enters the game for L. Babbitt,,25,16
79,1,2:17.0,D. Cunningham misses free throw 1 of 2,,25,16
80,1,2:17.0,Offensive rebound by Team,,25,16
81,1,2:17.0,D. Cunningham misses free throw 2 of 2,,25,16
82,1,2:16.0,Offensive rebound by Team,,25,16
83,1,2:03.0,K. Perkins makes 2-pt jump shot from 7 ft (assist by J. Ennis),,27,16
84,1,1:48.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. McConnell),27,19
85,1,1:31.0,Turnover by D. Cunningham (lost ball; steal by J. Grant),,27,19
86,1,1:22.0,,Turnover by N. Noel (bad pass),27,19
87,1,1:22.0,,C. Landry enters the game for J. Grant,27,19
88,1,1:05.0,D. Cunningham makes 2-pt dunk at rim (assist by T. Frazier),,29,19
89,1,0:49.0,,N. Stauskas misses 3-pt jump shot from 25 ft,29,19
90,1,0:47.0,Defensive rebound by J. Hamilton,,29,19
91,1,0:41.0,Turnover by J. Hamilton (bad pass),,29,19
92,1,0:27.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by C. Landry),29,21
93,1,0:22.0,T. Frazier misses 2-pt jump shot from 16 ft,,29,21
94,1,0:19.0,,Defensive rebound by C. Landry,29,21
95,1,0:00.0,,H. Thompson misses 3-pt jump shot from 26 ft,29,21
96,1,0:00.0,,Offensive rebound by Team,29,21
97,2,11:49.0,,H. Thompson makes 2-pt layup from 2 ft,29,23
98,2,11:32.0,L. Babbitt makes 2-pt jump shot from 8 ft,,31,23
99,2,11:16.0,,H. Thompson misses 2-pt jump shot from 16 ft,31,23
100,2,11:14.0,Defensive rebound by J. Ennis,,31,23
101,2,11:07.0,L. Babbitt misses 2-pt jump shot from 8 ft (block by N. Stauskas),,31,23
102,2,11:05.0,Offensive rebound by L. Babbitt,,31,23
103,2,11:05.0,L. Babbitt makes 2-pt layup at rim,,33,23
104,2,10:55.0,,R. Covington misses 2-pt layup at rim,33,23
105,2,10:53.0,,Offensive rebound by C. Landry,33,23
106,2,10:52.0,,C. Landry makes 2-pt layup from 1 ft,33,25
107,2,10:38.0,,Offensive charge foul by J. Ennis (drawn by N. Stauskas),33,25
108,2,10:38.0,Turnover by J. Ennis (offensive foul),,33,25
109,2,10:22.0,,T. McConnell makes 2-pt layup from 1 ft,33,27
110,2,10:09.0,L. Babbitt misses 2-pt jump shot from 11 ft,,33,27
111,2,10:07.0,,Defensive rebound by H. Thompson,33,27
112,2,9:54.0,,C. Landry makes 2-pt layup from 1 ft (assist by T. McConnell),33,29
113,2,9:49.0,New Orleans full timeout,,33,29
114,2,9:49.0,,I. Smith enters the game for T. McConnell,33,29
115,2,9:36.0,L. Babbitt misses 2-pt jump shot from 7 ft,,33,29
116,2,9:35.0,,Defensive rebound by C. Landry,33,29
117,2,9:25.0,,C. Landry makes 3-pt jump shot from 25 ft (assist by H. Thompson),33,32
118,2,9:07.0,Personal foul by H. Thompson,,33,32
119,2,9:02.0,T. Douglas misses 3-pt jump shot from 25 ft,,33,32
120,2,9:02.0,,Defensive rebound by Team,33,32
121,2,8:49.0,,R. Covington misses 2-pt jump shot from 3 ft,33,32
122,2,8:49.0,,Offensive rebound by Team,33,32
123,2,8:49.0,Loose ball foul by L. Babbitt,,33,32
124,2,8:37.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by N. Stauskas),33,35
125,2,8:25.0,J. Ennis misses 3-pt jump shot from 24 ft,,33,35
126,2,8:23.0,Offensive rebound by J. Hamilton,,33,35
127,2,8:21.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by J. Hamilton),,36,35
128,2,8:11.0,,Turnover by I. Smith (bad pass; steal by J. Hamilton),36,35
129,2,8:10.0,Personal foul by C. Landry,,36,35
130,2,8:10.0,D. Cunningham enters the game for L. Babbitt,,36,35
131,2,7:55.0,T. Douglas misses 2-pt jump shot from 9 ft,,36,35
132,2,7:54.0,,Defensive rebound by N. Stauskas,36,35
133,2,7:46.0,,R. Covington misses 3-pt jump shot from 26 ft,36,35
134,2,7:45.0,,Offensive rebound by C. Landry,36,35
135,2,7:44.0,,C. Landry makes 2-pt layup from 1 ft,36,37
136,2,7:29.0,D. Cunningham makes 2-pt jump shot from 12 ft,,38,37
137,2,7:05.0,,N. Stauskas misses 2-pt layup from 2 ft,38,37
138,2,7:04.0,Defensive rebound by K. Perkins,,38,37
139,2,6:54.0,J. Hamilton makes 2-pt jump shot from 20 ft,,40,37
140,2,6:53.0,,Philadelphia full timeout,40,37
141,2,6:37.0,,R. Covington misses 3-pt jump shot from 26 ft,40,37
142,2,6:35.0,,Offensive rebound by C. Landry,40,37
143,2,6:25.0,,C. Landry makes 2-pt jump shot from 15 ft (assist by H. Thompson),40,39
144,2,6:07.0,J. Hamilton makes 2-pt layup from 1 ft,,42,39
145,2,5:55.0,,R. Covington misses 3-pt jump shot from 25 ft,42,39
146,2,5:54.0,Defensive rebound by K. Perkins,,42,39
147,2,5:44.0,J. Hamilton misses 2-pt jump shot from 6 ft,,42,39
148,2,5:43.0,,Defensive rebound by R. Covington,42,39
149,2,5:35.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by H. Thompson),42,42
150,2,5:17.0,Turnover by T. Douglas (lost ball; steal by R. Covington),,42,42
151,2,5:15.0,,Shooting foul by J. Hamilton (drawn by R. Covington),42,42
152,2,5:15.0,,R. Covington makes free throw 1 of 2,42,43
153,2,5:15.0,,I. Canaan enters the game for N. Stauskas,42,43
154,2,5:15.0,A. Ajinça enters the game for J. Hamilton,,42,43
155,2,5:15.0,T. Frazier enters the game for K. Perkins,,42,43
156,2,5:15.0,,J. Grant enters the game for H. Thompson,42,43
157,2,5:15.0,,R. Covington makes free throw 2 of 2,42,44
158,2,5:00.0,A. Ajinça misses 2-pt jump shot from 6 ft,,42,44
159,2,4:59.0,,Defensive rebound by J. Grant,42,44
160,2,4:41.0,,I. Canaan misses 2-pt layup from 1 ft,42,44
161,2,4:40.0,,Offensive rebound by R. Covington,42,44
162,2,4:40.0,,R. Covington misses 2-pt layup at rim,42,44
163,2,4:37.0,Defensive rebound by T. Douglas,,42,44
164,2,4:25.0,D. Cunningham makes 3-pt jump shot from 27 ft (assist by T. Frazier),,45,44
165,2,4:00.0,,J. Grant makes 2-pt jump shot from 16 ft (assist by I. Canaan),45,46
166,2,3:42.0,A. Ajinça misses 2-pt jump shot from 16 ft,,45,46
167,2,3:41.0,,Defensive rebound by R. Covington,45,46
168,2,3:35.0,,Shooting foul by T. Douglas (drawn by I. Smith),45,46
169,2,3:35.0,,I. Smith makes free throw 1 of 2,45,47
170,2,3:35.0,,N. Noel enters the game for C. Landry,45,47
171,2,3:35.0,J. Hamilton enters the game for J. Ennis,,45,47
172,2,3:35.0,,I. Smith makes free throw 2 of 2,45,48
173,2,3:21.0,T. Douglas misses 3-pt jump shot from 25 ft,,45,48
174,2,3:20.0,Offensive rebound by J. Hamilton,,45,48
175,2,3:17.0,Offensive foul by A. Ajinça (drawn by I. Canaan),,45,48
176,2,3:17.0,Turnover by A. Ajinça (offensive foul),,45,48
177,2,3:17.0,,N. Stauskas enters the game for R. Covington,45,48
178,2,3:17.0,K. Perkins enters the game for A. Ajinça,,45,48
179,2,3:17.0,Violation by Team (delay of game),,45,48
180,2,3:05.0,,I. Canaan misses 2-pt jump shot from 10 ft,45,48
181,2,3:04.0,Defensive rebound by K. Perkins,,45,48
182,2,2:49.0,K. Perkins makes 2-pt jump shot from 4 ft,,47,48
183,2,2:40.0,,I. Smith makes 2-pt jump shot from 16 ft,47,50
184,2,2:25.0,D. Cunningham misses 3-pt jump shot from 24 ft,,47,50
185,2,2:24.0,,Defensive rebound by I. Smith,47,50
186,2,2:18.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by I. Smith),47,53
187,2,1:58.0,K. Perkins misses 2-pt jump shot from 5 ft,,47,53
188,2,1:57.0,Offensive rebound by J. Hamilton,,47,53
189,2,1:57.0,Shooting foul by J. Grant (drawn by J. Hamilton),,47,53
190,2,1:57.0,Official timeout,,47,53
191,2,1:57.0,J. Hamilton makes free throw 1 of 2,,48,53
192,2,1:57.0,J. Hamilton makes free throw 2 of 2,,49,53
193,2,1:32.0,,J. Grant makes 2-pt layup from 1 ft (assist by I. Smith),49,55
194,2,1:08.0,T. Douglas misses 2-pt jump shot from 13 ft (block by I. Smith),,49,55
195,2,1:06.0,Offensive rebound by T. Douglas,,49,55
196,2,1:05.0,T. Douglas makes 2-pt jump shot from 7 ft,,51,55
197,2,0:50.0,,I. Canaan makes 2-pt layup from 1 ft,51,57
198,2,0:34.0,T. Frazier misses 2-pt jump shot from 14 ft,,51,57
199,2,0:33.0,Offensive rebound by T. Douglas,,51,57
200,2,0:16.0,T. Douglas misses 2-pt jump shot from 21 ft,,51,57
201,2,0:13.0,,Defensive rebound by N. Noel,51,57
202,2,0:01.0,,I. Canaan misses 3-pt jump shot from 25 ft,51,57
203,2,0:00.0,Defensive rebound by J. Hamilton,,51,57
204,3,11:40.0,,R. Covington misses 3-pt jump shot from 25 ft,51,57
205,3,11:38.0,Defensive rebound by A. Ajinça,,51,57
206,3,11:20.0,A. Ajinça makes 2-pt jump shot from 8 ft,,53,57
207,3,11:04.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by I. Smith),53,60
208,3,10:54.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by T. Frazier),,56,60
209,3,10:31.0,,I. Smith misses 3-pt jump shot from 26 ft,56,60
210,3,10:29.0,Defensive rebound by T. Douglas,,56,60
211,3,10:24.0,Personal foul by E. Brand,,56,60
212,3,10:05.0,A. Ajinça makes 2-pt jump shot from 13 ft,,58,60
213,3,9:53.0,,Personal foul by T. Frazier,58,60
214,3,9:39.0,,J. Grant misses 3-pt jump shot from 25 ft,58,60
215,3,9:37.0,Defensive rebound by D. Cunningham,,58,60
216,3,9:30.0,T. Frazier misses 2-pt jump shot from 8 ft,,58,60
217,3,9:28.0,,Defensive rebound by E. Brand,58,60
218,3,9:20.0,,E. Brand makes 2-pt jump shot from 10 ft (assist by I. Canaan),58,62
219,3,9:06.0,Shooting foul by R. Covington (drawn by D. Cunningham),,58,62
220,3,9:06.0,D. Cunningham makes free throw 1 of 2,,59,62
221,3,9:06.0,D. Cunningham makes free throw 2 of 2,,60,62
222,3,8:55.0,,J. Grant misses 2-pt jump shot from 9 ft,60,62
223,3,8:53.0,Defensive rebound by A. Ajinça,,60,62
224,3,8:45.0,Turnover by A. Ajinça (traveling),,60,62
225,3,8:33.0,,E. Brand misses 2-pt jump shot from 11 ft,60,62
226,3,8:32.0,,Offensive rebound by J. Grant,60,62
227,3,8:32.0,,J. Grant misses 2-pt layup at rim,60,62
228,3,8:31.0,Defensive rebound by L. Babbitt,,60,62
229,3,8:22.0,A. Ajinça misses 2-pt jump shot from 13 ft,,60,62
230,3,8:21.0,Offensive rebound by T. Frazier,,60,62
231,3,8:16.0,D. Cunningham misses 3-pt jump shot from 23 ft,,60,62
232,3,8:14.0,,Defensive rebound by R. Covington,60,62
233,3,8:07.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by I. Smith),60,65
234,3,7:52.0,T. Douglas makes 2-pt jump shot from 16 ft,,62,65
235,3,7:39.0,,Turnover by R. Covington (lost ball; steal by T. Frazier),62,65
236,3,7:34.0,L. Babbitt misses 2-pt layup from 2 ft,,62,65
237,3,7:32.0,,Defensive rebound by E. Brand,62,65
238,3,7:21.0,,I. Canaan makes 3-pt jump shot from 23 ft (assist by J. Grant),62,68
239,3,7:10.0,T. Frazier misses 3-pt jump shot from 25 ft,,62,68
240,3,7:08.0,,Defensive rebound by E. Brand,62,68
241,3,6:57.0,,Philadelphia full timeout,62,68
242,3,6:48.0,,I. Smith makes 2-pt jump shot from 16 ft,62,70
243,3,6:34.0,T. Douglas misses 3-pt jump shot from 24 ft,,62,70
244,3,6:32.0,,Defensive rebound by R. Covington,62,70
245,3,6:26.0,,I. Smith makes 2-pt layup at rim,62,72
246,3,6:12.0,Personal foul by I. Canaan,,62,72
247,3,6:12.0,,N. Stauskas enters the game for I. Canaan,62,72
248,3,6:12.0,,N. Noel enters the game for E. Brand,62,72
249,3,5:59.0,Turnover by A. Ajinça (lost ball; steal by J. Grant),,62,72
250,3,5:55.0,,Shooting foul by L. Babbitt (drawn by J. Grant),62,72
251,3,5:55.0,,J. Grant makes free throw 1 of 2,62,73
252,3,5:55.0,J. Ennis enters the game for T. Douglas,,62,73
253,3,5:55.0,,J. Grant makes free throw 2 of 2,62,74
254,3,5:45.0,Shooting block foul by I. Smith (drawn by J. Ennis),,62,74
255,3,5:45.0,J. Ennis makes free throw 1 of 2,,63,74
256,3,5:45.0,J. Ennis misses free throw 2 of 2,,63,74
257,3,5:44.0,,Defensive rebound by N. Noel,63,74
258,3,5:31.0,,Turnover by N. Noel (lost ball; steal by T. Frazier),63,74
259,3,5:25.0,J. Ennis makes 2-pt dunk at rim (assist by D. Cunningham),,65,74
260,3,5:13.0,,R. Covington misses 3-pt jump shot from 26 ft,65,74
261,3,5:11.0,Defensive rebound by T. Frazier,,65,74
262,3,5:01.0,D. Cunningham makes 3-pt jump shot from 26 ft (assist by L. Babbitt),,68,74
263,3,4:48.0,,N. Stauskas misses 2-pt jump shot from 18 ft,68,74
264,3,4:47.0,Defensive rebound by A. Ajinça,,68,74
265,3,4:44.0,,H. Thompson enters the game for R. Covington,68,74
266,3,4:27.0,Turnover by A. Ajinça (traveling),,68,74
267,3,4:27.0,,C. Landry enters the game for J. Grant,68,74
268,3,4:17.0,,C. Landry makes 2-pt jump shot from 15 ft (assist by N. Stauskas),68,76
269,3,3:56.0,L. Babbitt misses 2-pt jump shot from 7 ft,,68,76
270,3,3:54.0,Offensive rebound by A. Ajinça,,68,76
271,3,3:53.0,A. Ajinça makes 2-pt layup from 2 ft,,70,76
272,3,3:38.0,,N. Noel misses 2-pt layup from 2 ft,70,76
273,3,3:36.0,Defensive rebound by L. Babbitt,,70,76
274,3,3:32.0,D. Cunningham makes 2-pt layup at rim (assist by T. Frazier),,72,76
275,3,3:13.0,,I. Smith misses 3-pt jump shot from 25 ft,72,76
276,3,3:11.0,,Offensive rebound by N. Noel,72,76
277,3,2:56.0,,C. Landry makes 2-pt jump shot from 15 ft (assist by N. Stauskas),72,78
278,3,2:46.0,T. Frazier misses 2-pt jump shot from 17 ft (block by I. Smith),,72,78
279,3,2:44.0,,Defensive rebound by C. Landry,72,78
280,3,2:37.0,,C. Landry makes 3-pt jump shot from 25 ft (assist by I. Smith),72,81
281,3,2:23.0,L. Babbitt misses 2-pt layup from 2 ft,,72,81
282,3,2:21.0,Offensive rebound by A. Ajinça,,72,81
283,3,2:21.0,A. Ajinça misses 2-pt layup from 1 ft,,72,81
284,3,2:20.0,Offensive rebound by L. Babbitt,,72,81
285,3,2:20.0,New Orleans full timeout,,72,81
286,3,2:20.0,,T. McConnell enters the game for I. Smith,72,81
287,3,2:20.0,K. Perkins enters the game for A. Ajinça,,72,81
288,3,2:20.0,T. Douglas enters the game for T. Frazier,,72,81
289,3,2:20.0,Turnover by L. Babbitt (lost ball; steal by C. Landry),,72,81
290,3,2:03.0,,Personal foul by J. Ennis,72,81
291,3,2:03.0,J. Hamilton enters the game for L. Babbitt,,72,81
292,3,1:48.0,,Turnover by Team (shot clock),72,81
293,3,1:34.0,K. Perkins misses 2-pt layup from 2 ft (block by N. Noel),,72,81
294,3,1:32.0,,Defensive rebound by C. Landry,72,81
295,3,1:16.0,,C. Landry makes 2-pt jump shot from 10 ft (assist by N. Stauskas),72,83
296,3,1:16.0,,Shooting foul by D. Cunningham (drawn by C. Landry),72,83
297,3,1:16.0,,C. Landry makes free throw 1 of 1,72,84
298,3,1:05.0,T. Douglas misses 2-pt jump shot from 17 ft,,72,84
299,3,1:03.0,,Defensive rebound by H. Thompson,72,84
300,3,0:54.0,,T. McConnell misses 2-pt jump shot from 7 ft,72,84
301,3,0:53.0,,Offensive rebound by T. McConnell,72,84
302,3,0:51.0,,N. Stauskas misses 3-pt jump shot from 23 ft,72,84
303,3,0:48.0,,Offensive rebound by T. McConnell,72,84
304,3,0:38.0,,N. Noel makes 2-pt dunk at rim (assist by N. Stauskas),72,86
305,3,0:29.0,Shooting block foul by N. Noel (drawn by J. Ennis),,72,86
306,3,0:29.0,J. Ennis misses free throw 1 of 2,,72,86
307,3,0:29.0,Offensive rebound by Team,,72,86
308,3,0:29.0,J. Ennis makes free throw 2 of 2,,73,86
309,3,0:07.0,,Shooting foul by T. Douglas (drawn by H. Thompson),73,86
310,3,0:07.0,,H. Thompson makes free throw 1 of 2,73,87
311,3,0:07.0,,J. Grant enters the game for C. Landry,73,87
312,3,0:07.0,,H. Thompson makes free throw 2 of 2,73,88
313,4,11:35.0,T. Douglas makes 3-pt jump shot from 24 ft (assist by J. Hamilton),,76,88
314,4,11:14.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by H. Thompson),76,90
315,4,11:04.0,T. Douglas misses 2-pt jump shot from 15 ft,,76,90
316,4,11:02.0,,Defensive rebound by C. Landry,76,90
317,4,10:56.0,,Turnover by T. McConnell (lost ball),76,90
318,4,10:56.0,,R. Covington enters the game for N. Noel,76,90
319,4,10:43.0,Turnover by J. Ennis (lost ball; steal by R. Covington),,76,90
320,4,10:37.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. McConnell),76,93
321,4,10:21.0,L. Babbitt makes 2-pt jump shot from 13 ft (assist by K. Perkins),,78,93
322,4,9:54.0,,T. McConnell makes 3-pt jump shot from 25 ft (assist by N. Stauskas),78,96
323,4,9:39.0,Turnover by T. Douglas (lost ball; steal by T. McConnell),,78,96
324,4,9:35.0,,H. Thompson misses 2-pt layup from 2 ft,78,96
325,4,9:34.0,Defensive rebound by L. Babbitt,,78,96
326,4,9:34.0,Personal foul by R. Covington,,78,96
327,4,9:10.0,J. Ennis misses 3-pt jump shot from 23 ft,,78,96
328,4,9:09.0,,Defensive rebound by R. Covington,78,96
329,4,9:00.0,,T. McConnell makes 2-pt layup from 2 ft,78,98
330,4,8:42.0,J. Ennis makes 2-pt layup from 2 ft (assist by K. Perkins),,80,98
331,4,8:41.0,,Philadelphia full timeout,80,98
332,4,8:41.0,T. Frazier enters the game for T. Douglas,,80,98
333,4,8:30.0,,N. Stauskas misses 2-pt jump shot from 17 ft (block by J. Ennis),80,98
334,4,8:30.0,Defensive rebound by Team,,80,98
335,4,8:22.0,K. Perkins makes 2-pt layup from 2 ft (assist by J. Ennis),,82,98
336,4,8:01.0,,R. Covington misses 3-pt jump shot from 23 ft,82,98
337,4,7:59.0,Defensive rebound by T. Frazier,,82,98
338,4,7:47.0,Turnover by J. Hamilton (lost ball; steal by R. Covington),,82,98
339,4,7:36.0,,Shooting foul by J. Ennis (drawn by N. Stauskas),82,98
340,4,7:36.0,,N. Stauskas makes free throw 1 of 2,82,99
341,4,7:36.0,,N. Stauskas misses free throw 2 of 2,82,99
342,4,7:35.0,Defensive rebound by K. Perkins,,82,99
343,4,7:26.0,Shooting foul by N. Stauskas (drawn by J. Ennis),,82,99
344,4,7:26.0,J. Ennis makes free throw 1 of 2,,83,99
345,4,7:26.0,J. Ennis makes free throw 2 of 2,,84,99
346,4,7:14.0,,N. Stauskas makes 2-pt layup from 2 ft (assist by T. McConnell),84,101
347,4,7:00.0,Turnover by J. Ennis (bad pass; steal by C. Landry),,84,101
348,4,6:54.0,,R. Covington makes 2-pt layup from 1 ft (assist by T. McConnell),84,103
349,4,6:35.0,K. Perkins makes 2-pt jump shot from 7 ft (assist by L. Babbitt),,86,103
350,4,6:25.0,,Shooting foul by T. Frazier (drawn by R. Covington),86,103
351,4,6:25.0,,R. Covington makes free throw 1 of 3,86,104
352,4,6:25.0,,R. Covington makes free throw 2 of 3,86,105
353,4,6:25.0,,R. Covington makes free throw 3 of 3,86,106
354,4,6:17.0,Personal foul by R. Covington,,86,106
355,4,6:16.0,Personal foul by T. McConnell,,86,106
356,4,6:07.0,T. Frazier misses 3-pt jump shot from 25 ft,,86,106
357,4,6:05.0,,Defensive rebound by N. Stauskas,86,106
358,4,5:49.0,,T. McConnell misses 3-pt jump shot from 25 ft,86,106
359,4,5:47.0,Defensive rebound by L. Babbitt,,86,106
360,4,5:37.0,J. Hamilton misses 2-pt jump shot from 3 ft (block by H. Thompson),,86,106
361,4,5:35.0,,Defensive rebound by R. Covington,86,106
362,4,5:19.0,,C. Landry misses 2-pt jump shot from 17 ft,86,106
363,4,5:17.0,Defensive rebound by L. Babbitt,,86,106
364,4,5:06.0,K. Perkins misses 2-pt jump shot from 18 ft,,86,106
365,4,5:04.0,Offensive rebound by Team,,86,106
366,4,5:04.0,Official timeout,,86,106
367,4,5:04.0,A. Ajinça enters the game for K. Perkins,,86,106
368,4,5:04.0,,I. Canaan enters the game for H. Thompson,86,106
369,4,5:04.0,,I. Smith enters the game for T. McConnell,86,106
370,4,4:43.0,Turnover by L. Babbitt (bad pass; steal by R. Covington),,86,106
371,4,4:27.0,,R. Covington misses 3-pt jump shot from 26 ft,86,106
372,4,4:26.0,Defensive rebound by Team,,86,106
373,4,4:26.0,New Orleans full timeout,,86,106
374,4,4:26.0,T. Douglas enters the game for L. Babbitt,,86,106
375,4,4:10.0,J. Ennis misses 3-pt jump shot from 25 ft,,86,106
376,4,4:09.0,Offensive rebound by J. Hamilton,,86,106
377,4,4:08.0,J. Hamilton misses 2-pt layup from 1 ft (block by R. Covington),,86,106
378,4,4:05.0,,Defensive rebound by I. Canaan,86,106
379,4,3:46.0,,I. Smith misses 2-pt layup from 2 ft,86,106
380,4,3:45.0,,Offensive rebound by I. Smith,86,106
381,4,3:45.0,,Turnover by I. Smith (traveling),86,106
382,4,3:36.0,T. Frazier makes 2-pt jump shot from 18 ft,,88,106
