,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MINNESOTA_ACTION,PORTLAND_SCORE,MINNESOTA_SCORE
0,1,11:46.0,,A. Wiggins misses 3-pt jump shot from 26 ft,0,0
1,1,11:44.0,Defensive rebound by M. Leonard,,0,0
2,1,11:32.0,Shooting foul by K. Towns (drawn by A. Aminu),,0,0
3,1,11:32.0,A. Aminu misses free throw 1 of 2,,0,0
4,1,11:32.0,Offensive rebound by Team,,0,0
5,1,11:32.0,A. Aminu makes free throw 2 of 2,,1,0
6,1,11:17.0,,K. Towns makes 2-pt jump shot from 13 ft (assist by A. Wiggins),1,2
7,1,10:52.0,A. Aminu misses 3-pt jump shot from 27 ft,,1,2
8,1,10:51.0,,Defensive rebound by R. Rubio,1,2
9,1,10:43.0,,K. Towns makes 2-pt hook shot from 3 ft (assist by R. Rubio),1,4
10,1,10:24.0,M. Plumlee misses 2-pt layup from 2 ft (block by K. Towns),,1,4
11,1,10:23.0,,Defensive rebound by R. Rubio,1,4
12,1,10:16.0,,Personal foul by C. McCollum (drawn by A. Wiggins),1,4
13,1,10:10.0,,R. Rubio makes 2-pt jump shot from 17 ft,1,6
14,1,9:47.0,Turnover by C. McCollum (lost ball; steal by A. Wiggins),,1,6
15,1,9:43.0,,A. Wiggins makes 2-pt dunk at rim (assist by K. Garnett),1,8
16,1,9:42.0,Portland full timeout,,1,8
17,1,9:29.0,M. Leonard misses 2-pt jump shot from 10 ft,,1,8
18,1,9:29.0,Offensive rebound by Team,,1,8
19,1,9:29.0,,Loose ball foul by A. Wiggins (drawn by M. Plumlee),1,8
20,1,9:24.0,D. Lillard makes 2-pt layup from 2 ft,,3,8
21,1,9:08.0,,K. Garnett misses 2-pt jump shot from 21 ft,3,8
22,1,9:06.0,Defensive rebound by M. Plumlee,,3,8
23,1,8:58.0,Turnover by M. Plumlee (bad pass; steal by T. Prince),,3,8
24,1,8:49.0,,K. Garnett misses 2-pt jump shot from 20 ft,3,8
25,1,8:48.0,Defensive rebound by C. McCollum,,3,8
26,1,8:34.0,Turnover by M. Plumlee (traveling),,3,8
27,1,8:25.0,,Turnover by K. Towns (bad pass),3,8
28,1,8:13.0,,Violation by K. Garnett (kicked ball),3,8
29,1,8:07.0,D. Lillard misses 3-pt jump shot from 25 ft,,3,8
30,1,8:05.0,,Defensive rebound by K. Garnett,3,8
31,1,7:56.0,,K. Towns misses 2-pt jump shot from 9 ft,3,8
32,1,7:55.0,Defensive rebound by M. Plumlee,,3,8
33,1,7:47.0,Shooting foul by A. Wiggins (drawn by C. McCollum),,3,8
34,1,7:47.0,C. McCollum makes free throw 1 of 2,,4,8
35,1,7:47.0,,K. Martin enters the game for A. Wiggins,4,8
36,1,7:47.0,,N. Bjelica enters the game for K. Garnett,4,8
37,1,7:47.0,C. McCollum makes free throw 2 of 2,,5,8
38,1,7:30.0,,Shooting foul by A. Aminu (drawn by T. Prince),5,8
39,1,7:30.0,,T. Prince makes free throw 1 of 2,5,9
40,1,7:30.0,,T. Prince makes free throw 2 of 2,5,10
41,1,7:20.0,C. McCollum misses 3-pt jump shot from 23 ft,,5,10
42,1,7:18.0,Offensive rebound by A. Aminu,,5,10
43,1,7:06.0,M. Plumlee makes 2-pt hook shot from 5 ft,,7,10
44,1,6:55.0,,Personal foul by C. McCollum (drawn by R. Rubio),7,10
45,1,6:55.0,M. Harkless enters the game for C. McCollum,,7,10
46,1,6:43.0,,T. Prince misses 2-pt jump shot from 14 ft,7,10
47,1,6:42.0,,Offensive rebound by Team,7,10
48,1,6:42.0,Loose ball foul by M. Plumlee (drawn by K. Towns),,7,10
49,1,6:39.0,,Shooting foul by M. Harkless (drawn by K. Martin),7,10
50,1,6:39.0,,K. Martin makes free throw 1 of 2,7,11
51,1,6:39.0,,K. Martin makes free throw 2 of 2,7,12
52,1,6:17.0,M. Leonard makes 2-pt jump shot from 10 ft (assist by D. Lillard),,9,12
53,1,5:53.0,,R. Rubio makes 2-pt jump shot from 18 ft,9,14
54,1,5:42.0,M. Harkless misses 3-pt jump shot from 22 ft,,9,14
55,1,5:41.0,Offensive rebound by M. Leonard,,9,14
56,1,5:31.0,D. Lillard makes 2-pt jump shot from 20 ft,,11,14
57,1,5:16.0,,Shooting foul by M. Harkless (drawn by K. Martin),11,14
58,1,5:16.0,,K. Martin misses free throw 1 of 3,11,14
59,1,5:16.0,,Offensive rebound by Team,11,14
60,1,5:16.0,,K. Martin makes free throw 2 of 3,11,15
61,1,5:16.0,,G. Dieng enters the game for K. Towns,11,15
62,1,5:16.0,A. Crabbe enters the game for A. Aminu,,11,15
63,1,5:16.0,,K. Martin makes free throw 3 of 3,11,16
64,1,5:08.0,Personal foul by N. Bjelica (drawn by M. Leonard),,11,16
65,1,5:05.0,Turnover by M. Plumlee (bad pass; steal by N. Bjelica),,11,16
66,1,4:56.0,,R. Rubio makes 2-pt jump shot from 20 ft,11,18
67,1,4:46.0,Personal foul by N. Bjelica (drawn by M. Leonard),,11,18
68,1,4:46.0,M. Leonard makes free throw 1 of 2,,12,18
69,1,4:46.0,E. Davis enters the game for M. Plumlee,,12,18
70,1,4:46.0,M. Leonard makes free throw 2 of 2,,13,18
71,1,4:41.0,,Minnesota full timeout,13,18
72,1,4:32.0,,K. Martin makes 2-pt jump shot from 8 ft (assist by R. Rubio),13,20
73,1,4:05.0,M. Leonard misses 2-pt jump shot from 9 ft,,13,20
74,1,4:04.0,,Defensive rebound by R. Rubio,13,20
75,1,3:56.0,,G. Dieng makes 2-pt hook shot from 5 ft (assist by N. Bjelica),13,22
76,1,3:39.0,Turnover by D. Lillard (bad pass; steal by T. Prince),,13,22
77,1,3:29.0,,G. Dieng misses 2-pt jump shot from 19 ft,13,22
78,1,3:27.0,Defensive rebound by M. Leonard,,13,22
79,1,3:19.0,D. Lillard makes 2-pt layup from 2 ft,,15,22
80,1,2:59.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by R. Rubio),15,25
81,1,2:45.0,A. Crabbe misses 2-pt jump shot from 17 ft,,15,25
82,1,2:43.0,,Defensive rebound by R. Rubio,15,25
83,1,2:40.0,,K. Martin makes 2-pt dunk at rim (assist by R. Rubio),15,27
84,1,2:23.0,M. Leonard misses 3-pt jump shot from 25 ft,,15,27
85,1,2:22.0,,Defensive rebound by N. Bjelica,15,27
86,1,2:21.0,,Personal foul by E. Davis (drawn by N. Bjelica),15,27
87,1,2:21.0,,N. Bjelica misses free throw 1 of 2,15,27
88,1,2:21.0,,Offensive rebound by Team,15,27
89,1,2:21.0,N. Vonleh enters the game for M. Leonard,,15,27
90,1,2:21.0,,Z. LaVine enters the game for R. Rubio,15,27
91,1,2:21.0,,S. Muhammad enters the game for T. Prince,15,27
92,1,2:21.0,,N. Bjelica makes free throw 2 of 2,15,28
93,1,2:06.0,A. Crabbe misses 2-pt jump shot from 8 ft,,15,28
94,1,2:05.0,,Defensive rebound by G. Dieng,15,28
95,1,1:51.0,,G. Dieng makes 2-pt layup from 1 ft (assist by N. Bjelica),15,30
96,1,1:51.0,,Shooting foul by E. Davis (drawn by G. Dieng),15,30
97,1,1:51.0,,G. Dieng misses free throw 1 of 1,15,30
98,1,1:50.0,Defensive rebound by E. Davis,,15,30
99,1,1:41.0,D. Lillard makes 2-pt layup from 1 ft,,17,30
100,1,1:16.0,,Z. LaVine makes 2-pt jump shot from 19 ft,17,32
101,1,1:05.0,D. Lillard misses 2-pt layup from 2 ft,,17,32
102,1,1:04.0,,Defensive rebound by N. Bjelica,17,32
103,1,1:01.0,,Turnover by N. Bjelica (discontinued dribble),17,32
104,1,0:47.0,D. Lillard misses 3-pt jump shot from 24 ft,,17,32
105,1,0:46.0,,Defensive rebound by S. Muhammad,17,32
106,1,0:45.0,,Personal foul by D. Lillard (drawn by S. Muhammad),17,32
107,1,0:45.0,,S. Muhammad makes free throw 1 of 2,17,33
108,1,0:45.0,,S. Muhammad makes free throw 2 of 2,17,34
109,1,0:30.0,A. Crabbe makes 2-pt jump shot from 13 ft (assist by D. Lillard),,19,34
110,1,0:21.0,,Turnover by Z. LaVine (lost ball; steal by D. Lillard),19,34
111,1,0:18.0,D. Lillard makes 2-pt layup from 1 ft,,21,34
112,1,0:01.0,,Turnover by Z. LaVine (bad pass; steal by E. Davis),21,34
113,2,11:41.0,C. McCollum makes 2-pt jump shot from 16 ft,,23,34
114,2,11:20.0,,Z. LaVine misses 3-pt jump shot from 24 ft,23,34
115,2,11:19.0,Defensive rebound by E. Davis,,23,34
116,2,11:10.0,Turnover by C. McCollum (lost ball),,23,34
117,2,10:49.0,,K. Martin misses 3-pt jump shot from 25 ft,23,34
118,2,10:48.0,Defensive rebound by C. McCollum,,23,34
119,2,10:42.0,A. Aminu makes 2-pt layup from 1 ft (assist by C. McCollum),,25,34
120,2,10:20.0,,Z. LaVine misses 2-pt jump shot from 18 ft (block by C. McCollum),25,34
121,2,10:18.0,,Offensive rebound by N. Bjelica,25,34
122,2,10:16.0,,N. Bjelica misses 3-pt jump shot from 25 ft,25,34
123,2,10:14.0,Defensive rebound by E. Davis,,25,34
124,2,10:04.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by A. Crabbe),,28,34
125,2,9:48.0,,Shooting foul by N. Vonleh (drawn by Z. LaVine),28,34
126,2,9:48.0,,Z. LaVine makes free throw 1 of 2,28,35
127,2,9:48.0,,Z. LaVine makes free throw 2 of 2,28,36
128,2,9:28.0,A. Crabbe misses 3-pt jump shot from 24 ft,,28,36
129,2,9:27.0,,Defensive rebound by S. Muhammad,28,36
130,2,9:16.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by G. Dieng),28,38
131,2,9:00.0,A. Aminu makes 3-pt jump shot from 25 ft,,31,38
132,2,8:44.0,,Turnover by K. Martin (traveling),31,38
133,2,8:44.0,Portland full timeout,,31,38
134,2,8:27.0,Turnover by C. McCollum (bad pass; steal by S. Muhammad),,31,38
135,2,8:26.0,,Clear path foul by A. Aminu,31,38
136,2,8:26.0,,S. Muhammad makes clear path free throw 1 of 2,31,39
137,2,8:26.0,,S. Muhammad makes clear path free throw 2 of 2,31,40
138,2,8:19.0,,Personal foul by N. Vonleh (drawn by N. Bjelica),31,40
139,2,8:12.0,,S. Muhammad misses 2-pt jump shot from 7 ft,31,40
140,2,8:11.0,,Offensive rebound by N. Bjelica,31,40
141,2,8:07.0,,S. Muhammad misses 2-pt layup from 1 ft,31,40
142,2,8:06.0,Defensive rebound by A. Aminu,,31,40
143,2,8:01.0,A. Aminu misses 2-pt layup at rim,,31,40
144,2,7:59.0,,Defensive rebound by G. Dieng,31,40
145,2,7:47.0,,S. Muhammad makes 2-pt layup from 2 ft (assist by Z. LaVine),31,42
146,2,7:33.0,Personal foul by K. Martin (drawn by C. McCollum),,31,42
147,2,7:27.0,A. Crabbe misses 2-pt jump shot from 15 ft,,31,42
148,2,7:26.0,,Defensive rebound by S. Muhammad,31,42
149,2,7:07.0,,G. Dieng makes 2-pt layup at rim (assist by Z. LaVine),31,44
150,2,6:50.0,N. Vonleh makes 2-pt dunk at rim (assist by C. McCollum),,33,44
151,2,6:35.0,,Turnover by N. Bjelica (traveling),33,44
152,2,6:35.0,D. Lillard enters the game for A. Crabbe,,33,44
153,2,6:18.0,N. Vonleh misses 2-pt jump shot from 13 ft,,33,44
154,2,6:16.0,Offensive rebound by E. Davis,,33,44
155,2,6:10.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),,36,44
156,2,6:01.0,,Minnesota full timeout,36,44
157,2,6:01.0,,R. Rubio enters the game for Z. LaVine,36,44
158,2,6:01.0,M. Plumlee enters the game for E. Davis,,36,44
159,2,6:01.0,,K. Towns enters the game for G. Dieng,36,44
160,2,6:01.0,M. Leonard enters the game for N. Vonleh,,36,44
161,2,6:01.0,,A. Wiggins enters the game for K. Martin,36,44
162,2,6:01.0,,T. Prince enters the game for S. Muhammad,36,44
163,2,5:50.0,,Turnover by A. Wiggins (lost ball; steal by D. Lillard),36,44
164,2,5:46.0,D. Lillard makes 2-pt layup at rim,,38,44
165,2,5:25.0,,A. Wiggins misses 2-pt layup from 1 ft (block by M. Plumlee),38,44
166,2,5:23.0,,Offensive rebound by N. Bjelica,38,44
167,2,5:21.0,,N. Bjelica misses 3-pt jump shot from 25 ft,38,44
168,2,5:18.0,,Offensive rebound by A. Wiggins,38,44
169,2,5:18.0,,A. Wiggins makes 2-pt layup at rim,38,46
170,2,5:05.0,Offensive foul by M. Plumlee (drawn by R. Rubio),,38,46
171,2,5:05.0,Turnover by M. Plumlee (offensive foul),,38,46
172,2,5:05.0,,K. Garnett enters the game for N. Bjelica,38,46
173,2,4:46.0,,Shooting foul by M. Leonard (drawn by A. Wiggins),38,46
174,2,4:46.0,,A. Wiggins misses free throw 1 of 2,38,46
175,2,4:46.0,,Offensive rebound by Team,38,46
176,2,4:46.0,,A. Wiggins makes free throw 2 of 2,38,47
