,QUARTER,TIME_REMAINING,DETROIT_ACTION,GOLDEN STATE_ACTION,DETROIT_SCORE,GOLDEN STATE_SCORE
384,4,4:33.0,,A. Iguodala enters the game for S. Livingston,82,98
385,4,4:33.0,S. Blake enters the game for R. Jackson,,82,98
386,4,4:27.0,,F. Ezeli misses 2-pt jump shot from 3 ft (block by A. Drummond),82,98
387,4,4:24.0,Defensive rebound by A. Drummond,,82,98
388,4,4:16.0,A. Drummond misses 2-pt layup from 2 ft (block by F. Ezeli),,82,98
389,4,4:15.0,Offensive rebound by A. Drummond,,82,98
390,4,4:12.0,A. Drummond makes 2-pt hook shot from 4 ft,,84,98
391,4,4:01.0,,S. Curry makes 3-pt jump shot from 25 ft,84,101
392,4,3:59.0,Technical foul by Team,,84,101
393,4,3:59.0,,S. Curry makes technical free throw,84,102
394,4,3:51.0,Turnover by S. Blake (bad pass),,84,102
395,4,3:44.0,,F. Ezeli misses 2-pt hook shot from 4 ft,84,102
396,4,3:43.0,Defensive rebound by S. Blake,,84,102
397,4,3:33.0,Shooting foul by F. Ezeli (drawn by K. Caldwell-Pope),,84,102
398,4,3:33.0,K. Caldwell-Pope makes free throw 1 of 2,,85,102
399,4,3:33.0,K. Caldwell-Pope makes free throw 2 of 2,,86,102
400,4,3:20.0,,D. Green makes 2-pt jump shot from 8 ft,86,104
401,4,2:55.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by A. Drummond),,88,104
402,4,2:38.0,,Turnover by A. Iguodala (lost ball; steal by S. Blake),88,104
403,4,2:31.0,S. Johnson makes 2-pt layup from 1 ft (assist by S. Blake),,90,104
404,4,2:09.0,,A. Iguodala misses 2-pt jump shot from 13 ft,90,104
405,4,2:08.0,,Offensive rebound by Team,90,104
406,4,2:08.0,,Personal foul by A. Drummond (drawn by F. Ezeli),90,104
407,4,2:08.0,,Golden State full timeout,90,104
408,4,1:55.0,,Turnover by S. Curry (bad pass; steal by M. Morris),90,104
409,4,1:51.0,S. Johnson makes 2-pt layup from 2 ft (assist by M. Morris),,92,104
410,4,1:51.0,Shooting foul by A. Iguodala (drawn by S. Johnson),,92,104
411,4,1:51.0,S. Johnson misses free throw 1 of 1,,92,104
412,4,1:49.0,,Defensive rebound by D. Green,92,104
413,4,1:34.0,,D. Green misses 2-pt layup at rim,92,104
414,4,1:33.0,,Offensive rebound by D. Green,92,104
415,4,1:33.0,,D. Green misses 2-pt layup at rim,92,104
416,4,1:32.0,,Offensive rebound by D. Green,92,104
417,4,1:31.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),92,107
418,4,1:14.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,92,107
419,4,1:13.0,,Defensive rebound by F. Ezeli,92,107
420,4,0:59.0,,K. Thompson makes 2-pt jump shot from 11 ft,92,109
421,4,0:43.0,S. Blake misses 2-pt jump shot from 18 ft,,92,109
422,4,0:41.0,,Defensive rebound by D. Green,92,109
423,4,0:27.0,,K. Thompson misses 3-pt jump shot from 25 ft,92,109
424,4,0:27.0,Defensive rebound by S. Johnson,,92,109
425,4,0:21.0,S. Johnson makes 3-pt jump shot from 26 ft,,95,109
