,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BOSTON_ACTION,ORLANDO_SCORE,BOSTON_SCORE
163,2,5:07.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by E. Turner),32,44
164,2,4:59.0,Orlando full timeout,,32,44
165,2,4:59.0,T. Harris enters the game for C. Frye,,32,44
166,2,4:59.0,A. Gordon enters the game for M. Hezonja,,32,44
167,2,4:51.0,V. Oladipo makes 2-pt jump shot from 21 ft (assist by N. Vučević),,34,44
168,2,4:25.0,,Inbound foul by A. Gordon,34,44
169,2,4:25.0,,J. Jerebko makes free throw 1 of 2,34,45
170,2,4:25.0,,I. Thomas enters the game for M. Smart,34,45
171,2,4:25.0,,J. Sullinger enters the game for K. Olynyk,34,45
172,2,4:25.0,,J. Jerebko makes free throw 2 of 2,34,46
173,2,4:16.0,Shooting foul by J. Sullinger (drawn by V. Oladipo),,34,46
174,2,4:16.0,V. Oladipo makes free throw 1 of 2,,35,46
175,2,4:16.0,V. Oladipo makes free throw 2 of 2,,36,46
176,2,3:55.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by I. Thomas),36,49
177,2,3:42.0,N. Vučević makes 2-pt layup from 2 ft,,38,49
178,2,3:24.0,,J. Crowder enters the game for E. Turner,38,49
179,2,3:19.0,,Turnover by J. Sullinger (lost ball; steal by V. Oladipo),38,49
180,2,3:12.0,Offensive foul by N. Vučević (drawn by J. Sullinger),,38,49
181,2,3:12.0,Turnover by N. Vučević (offensive foul),,38,49
182,2,2:58.0,,Offensive foul by I. Thomas (drawn by A. Gordon),38,49
183,2,2:58.0,,Turnover by I. Thomas (offensive foul),38,49
184,2,2:58.0,,Boston full timeout,38,49
185,2,2:58.0,,A. Johnson enters the game for J. Jerebko,38,49
186,2,2:43.0,N. Vučević makes 2-pt layup from 2 ft,,40,49
187,2,2:33.0,,I. Thomas makes 2-pt layup at rim,40,51
188,2,2:25.0,Personal foul by J. Crowder (drawn by N. Vučević),,40,51
189,2,2:14.0,E. Payton makes 2-pt layup from 3 ft (assist by N. Vučević),,42,51
190,2,2:02.0,,A. Bradley misses 3-pt jump shot from 25 ft,42,51
191,2,2:01.0,Defensive rebound by Team,,42,51
192,2,1:53.0,Shooting foul by A. Johnson (drawn by V. Oladipo),,42,51
193,2,1:53.0,V. Oladipo makes free throw 1 of 2,,43,51
194,2,1:53.0,,M. Smart enters the game for A. Bradley,43,51
195,2,1:53.0,V. Oladipo makes free throw 2 of 2,,44,51
196,2,1:41.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by I. Thomas),44,54
197,2,1:22.0,T. Harris misses 3-pt jump shot from 27 ft,,44,54
198,2,1:21.0,,Defensive rebound by J. Sullinger,44,54
199,2,1:14.0,,Turnover by I. Thomas (lost ball; steal by E. Payton),44,54
200,2,1:10.0,E. Payton makes 2-pt layup at rim,,46,54
201,2,0:51.0,,I. Thomas misses 2-pt layup from 2 ft,46,54
202,2,0:50.0,Defensive rebound by A. Gordon,,46,54
203,2,0:45.0,T. Harris makes 2-pt layup from 2 ft,,48,54
204,2,0:35.0,,Personal foul by E. Payton (drawn by I. Thomas),48,54
205,2,0:35.0,,I. Thomas makes free throw 1 of 2,48,55
206,2,0:35.0,S. Napier enters the game for E. Payton,,48,55
207,2,0:35.0,,E. Turner enters the game for J. Sullinger,48,55
208,2,0:35.0,,I. Thomas makes free throw 2 of 2,48,56
209,2,0:29.0,S. Napier misses 3-pt jump shot from 25 ft,,48,56
210,2,0:28.0,Offensive rebound by N. Vučević,,48,56
211,2,0:06.0,Shooting foul by A. Johnson (drawn by N. Vučević),,48,56
212,2,0:06.0,N. Vučević makes free throw 1 of 2,,49,56
213,2,0:06.0,,K. Olynyk enters the game for A. Johnson,49,56
214,2,0:06.0,N. Vučević makes free throw 2 of 2,,50,56
215,2,0:01.0,,I. Thomas makes 2-pt layup from 1 ft,50,58
216,3,11:36.0,N. Vučević misses 2-pt jump shot from 4 ft,,50,58
217,3,11:35.0,Offensive rebound by A. Gordon,,50,58
218,3,11:33.0,A. Gordon makes 2-pt layup at rim,,52,58
219,3,11:16.0,,J. Crowder misses 3-pt jump shot from 26 ft,52,58
220,3,11:15.0,Defensive rebound by V. Oladipo,,52,58
221,3,11:12.0,Personal foul by J. Crowder (drawn by T. Harris),,52,58
222,3,11:12.0,T. Harris makes free throw 1 of 2,,53,58
223,3,11:12.0,T. Harris makes free throw 2 of 2,,54,58
224,3,11:02.0,,J. Sullinger misses 2-pt layup from 1 ft,54,58
225,3,11:01.0,Defensive rebound by N. Vučević,,54,58
226,3,10:39.0,A. Gordon misses 2-pt jump shot from 8 ft,,54,58
227,3,10:38.0,,Defensive rebound by A. Bradley,54,58
228,3,10:23.0,,J. Sullinger misses 2-pt jump shot from 20 ft,54,58
229,3,10:22.0,,Offensive rebound by A. Johnson,54,58
230,3,10:19.0,,I. Thomas misses 3-pt jump shot from 24 ft,54,58
231,3,10:18.0,Defensive rebound by T. Harris,,54,58
232,3,9:55.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by A. Gordon),,56,58
233,3,9:32.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by A. Johnson),56,61
234,3,9:11.0,V. Oladipo misses 3-pt jump shot from 22 ft,,56,61
235,3,9:10.0,,Defensive rebound by J. Sullinger,56,61
236,3,9:02.0,,Turnover by I. Thomas (lost ball),56,61
237,3,8:50.0,N. Vučević misses 2-pt jump shot from 17 ft,,56,61
238,3,8:49.0,,Defensive rebound by J. Crowder,56,61
239,3,8:43.0,,J. Crowder misses 2-pt layup from 2 ft,56,61
240,3,8:42.0,Defensive rebound by N. Vučević,,56,61
241,3,8:35.0,E. Payton misses 2-pt jump shot from 14 ft,,56,61
242,3,8:33.0,Offensive rebound by T. Harris,,56,61
243,3,8:32.0,T. Harris misses 2-pt layup from 1 ft (block by A. Johnson),,56,61
244,3,8:30.0,,Defensive rebound by J. Sullinger,56,61
245,3,8:28.0,,J. Crowder makes 2-pt layup from 2 ft (assist by J. Sullinger),56,63
246,3,8:14.0,V. Oladipo makes 2-pt dunk at rim,,58,63
247,3,8:02.0,,Boston full timeout,58,63
248,3,8:02.0,,J. Crowder misses 2-pt jump shot from 20 ft,58,63
249,3,8:01.0,,Offensive rebound by J. Sullinger,58,63
250,3,7:57.0,,I. Thomas misses 3-pt jump shot from 24 ft,58,63
251,3,7:56.0,,Offensive rebound by A. Johnson,58,63
252,3,7:56.0,,Shooting foul by T. Harris (drawn by A. Johnson),58,63
253,3,7:56.0,,A. Johnson misses free throw 1 of 2,58,63
254,3,7:56.0,,Offensive rebound by Team,58,63
255,3,7:56.0,,A. Johnson makes free throw 2 of 2,58,64
256,3,7:32.0,A. Gordon misses 2-pt jump shot from 5 ft (block by J. Sullinger),,58,64
257,3,7:30.0,,Defensive rebound by J. Sullinger,58,64
258,3,7:21.0,,A. Bradley misses 2-pt jump shot from 17 ft,58,64
259,3,7:20.0,Defensive rebound by V. Oladipo,,58,64
260,3,7:06.0,A. Gordon misses 2-pt jump shot from 19 ft,,58,64
261,3,7:04.0,,Defensive rebound by J. Crowder,58,64
262,3,6:52.0,,J. Sullinger makes 2-pt jump shot from 19 ft (assist by I. Thomas),58,66
263,3,6:40.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,61,66
264,3,6:23.0,,J. Sullinger misses 2-pt jump shot from 21 ft,61,66
265,3,6:22.0,Defensive rebound by T. Harris,,61,66
266,3,6:12.0,T. Harris misses 2-pt layup from 2 ft (block by J. Crowder),,61,66
267,3,6:11.0,,Defensive rebound by A. Bradley,61,66
268,3,6:05.0,,A. Johnson makes 2-pt layup from 1 ft (assist by J. Crowder),61,68
269,3,5:45.0,Shooting foul by A. Johnson (drawn by A. Gordon),,61,68
270,3,5:45.0,A. Gordon makes free throw 1 of 2,,62,68
271,3,5:45.0,,K. Olynyk enters the game for A. Johnson,62,68
272,3,5:45.0,A. Gordon makes free throw 2 of 2,,63,68
273,3,5:32.0,,Personal foul by T. Harris (drawn by J. Crowder),63,68
274,3,5:24.0,,I. Thomas misses 2-pt jump shot from 6 ft,63,68
275,3,5:23.0,,Offensive rebound by K. Olynyk,63,68
276,3,5:22.0,,K. Olynyk makes 2-pt layup from 1 ft,63,70
277,3,5:10.0,Shooting foul by A. Bradley (drawn by V. Oladipo),,63,70
278,3,5:10.0,V. Oladipo misses free throw 1 of 3,,63,70
279,3,5:10.0,Offensive rebound by Team,,63,70
280,3,5:10.0,V. Oladipo makes free throw 2 of 3,,64,70
281,3,5:10.0,V. Oladipo misses free throw 3 of 3,,64,70
282,3,5:10.0,,Defensive rebound by J. Sullinger,64,70
283,3,4:54.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by I. Thomas),64,73
284,3,4:42.0,Personal block foul by A. Bradley (drawn by V. Oladipo),,64,73
285,3,4:42.0,E. Fournier enters the game for A. Gordon,,64,73
286,3,4:28.0,N. Vučević misses 2-pt jump shot from 10 ft,,64,73
287,3,4:27.0,,Defensive rebound by J. Crowder,64,73
288,3,4:03.0,,I. Thomas makes 2-pt layup from 3 ft (assist by K. Olynyk),64,75
289,3,3:46.0,E. Payton makes 2-pt jump shot from 20 ft (assist by E. Fournier),,66,75
290,3,3:34.0,,I. Thomas misses 2-pt jump shot from 3 ft (block by N. Vučević),66,75
291,3,3:34.0,Defensive rebound by N. Vučević,,66,75
292,3,3:34.0,Personal foul by I. Thomas (drawn by N. Vučević),,66,75
293,3,3:34.0,N. Vučević makes free throw 1 of 2,,67,75
294,3,3:34.0,,M. Smart enters the game for A. Bradley,67,75
295,3,3:34.0,,E. Turner enters the game for J. Sullinger,67,75
296,3,3:34.0,N. Vučević makes free throw 2 of 2,,68,75
297,3,3:13.0,,Shooting foul by E. Fournier (drawn by E. Turner),68,75
298,3,3:13.0,,E. Turner makes free throw 1 of 2,68,76
299,3,3:13.0,,E. Turner makes free throw 2 of 2,68,77
300,3,3:00.0,Shooting foul by K. Olynyk (drawn by N. Vučević),,68,77
301,3,3:00.0,N. Vučević makes free throw 1 of 2,,69,77
302,3,3:00.0,N. Vučević makes free throw 2 of 2,,70,77
303,3,2:43.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by J. Crowder),70,80
304,3,2:24.0,N. Vučević misses 2-pt layup from 2 ft,,70,80
305,3,2:23.0,,Defensive rebound by K. Olynyk,70,80
306,3,2:12.0,,M. Smart misses 3-pt jump shot from 26 ft,70,80
307,3,2:11.0,Defensive rebound by T. Harris,,70,80
308,3,1:59.0,E. Payton makes 2-pt layup from 2 ft,,72,80
309,3,1:47.0,Orlando full timeout,,72,80
310,3,1:47.0,J. Smith enters the game for N. Vučević,,72,80
311,3,1:37.0,,K. Olynyk makes 2-pt jump shot from 20 ft (assist by E. Turner),72,82
312,3,1:18.0,E. Fournier misses 3-pt jump shot from 29 ft,,72,82
313,3,1:18.0,,Defensive rebound by J. Crowder,72,82
314,3,1:04.0,,Turnover by K. Olynyk (bad pass; steal by E. Payton),72,82
315,3,1:00.0,E. Payton makes 2-pt layup at rim,,74,82
316,3,0:49.0,,J. Crowder misses 3-pt jump shot from 24 ft,74,82
317,3,0:47.0,Defensive rebound by E. Fournier,,74,82
318,3,0:41.0,Turnover by J. Smith (lost ball; steal by M. Smart),,74,82
319,3,0:37.0,,Personal foul by J. Smith (drawn by M. Smart),74,82
320,3,0:37.0,,M. Smart makes free throw 1 of 2,74,83
321,3,0:37.0,,J. Jerebko enters the game for I. Thomas,74,83
322,3,0:37.0,M. Hezonja enters the game for V. Oladipo,,74,83
323,3,0:37.0,,M. Smart makes free throw 2 of 2,74,84
324,3,0:25.0,T. Harris misses 2-pt layup at rim,,74,84
325,3,0:24.0,Offensive rebound by Team,,74,84
326,3,0:06.0,T. Harris makes 3-pt jump shot from 26 ft (assist by E. Payton),,77,84
327,3,0:00.0,,E. Turner makes 2-pt jump shot from 14 ft,77,86
328,4,11:47.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by M. Smart),77,89
329,4,11:28.0,Personal foul by M. Smart (drawn by E. Fournier),,77,89
330,4,11:14.0,E. Fournier misses 3-pt jump shot from 27 ft,,77,89
331,4,11:13.0,,Defensive rebound by K. Olynyk,77,89
332,4,10:50.0,,K. Olynyk misses 2-pt layup from 2 ft,77,89
333,4,10:49.0,Defensive rebound by A. Gordon,,77,89
334,4,10:39.0,J. Smith misses 2-pt jump shot from 17 ft (block by K. Olynyk),,77,89
335,4,10:37.0,,Defensive rebound by J. Jerebko,77,89
336,4,10:16.0,,K. Olynyk makes 2-pt layup from 1 ft,77,91
337,4,10:00.0,J. Smith makes 2-pt jump shot from 20 ft (assist by S. Napier),,79,91
338,4,9:47.0,,K. Olynyk misses 2-pt layup from 1 ft,79,91
339,4,9:45.0,Defensive rebound by S. Napier,,79,91
340,4,9:43.0,Turnover by E. Fournier (traveling),,79,91
341,4,9:32.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by K. Olynyk),79,93
342,4,9:17.0,J. Smith makes 2-pt jump shot from 19 ft (assist by S. Napier),,81,93
343,4,8:59.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by E. Turner),81,95
344,4,8:45.0,Turnover by S. Napier (bad pass; steal by M. Smart),,81,95
345,4,8:40.0,,K. Olynyk makes 2-pt layup at rim (assist by M. Smart),81,97
346,4,8:40.0,Orlando full timeout,,81,97
347,4,8:40.0,E. Payton enters the game for E. Fournier,,81,97
348,4,8:40.0,V. Oladipo enters the game for S. Napier,,81,97
349,4,8:40.0,N. Vučević enters the game for M. Hezonja,,81,97
350,4,8:40.0,T. Harris enters the game for J. Smith,,81,97
351,4,8:18.0,Turnover by N. Vučević (bad pass; steal by M. Smart),,81,97
352,4,8:05.0,,E. Turner makes 2-pt layup at rim,81,99
353,4,7:50.0,T. Harris misses 2-pt jump shot from 15 ft,,81,99
354,4,7:49.0,,Defensive rebound by J. Jerebko,81,99
355,4,7:37.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by M. Smart),81,102
356,4,7:24.0,A. Gordon misses 3-pt jump shot from 26 ft,,81,102
357,4,7:23.0,,Defensive rebound by Team,81,102
358,4,7:10.0,,M. Smart makes 2-pt layup from 1 ft (assist by E. Turner),81,104
359,4,7:05.0,Turnover by A. Gordon (bad pass; steal by A. Bradley),,81,104
360,4,7:04.0,,M. Smart misses 2-pt layup from 2 ft,81,104
361,4,7:03.0,,Offensive rebound by J. Jerebko,81,104
362,4,7:03.0,,J. Jerebko makes 2-pt layup from 1 ft,81,106
363,4,7:03.0,Orlando full timeout,,81,106
364,4,7:03.0,D. Dedmon enters the game for T. Harris,,81,106
365,4,7:03.0,S. Napier enters the game for A. Gordon,,81,106
366,4,7:03.0,K. Appling enters the game for N. Vučević,,81,106
367,4,7:03.0,M. Hezonja enters the game for V. Oladipo,,81,106
368,4,7:03.0,A. Nicholson enters the game for E. Payton,,81,106
369,4,6:42.0,A. Nicholson misses 2-pt hook shot from 7 ft,,81,106
370,4,6:41.0,,Defensive rebound by K. Olynyk,81,106
371,4,6:27.0,,A. Bradley makes 2-pt layup from 1 ft (assist by E. Turner),81,108
372,4,6:07.0,Shooting foul by J. Jerebko (drawn by A. Nicholson),,81,108
373,4,6:07.0,A. Nicholson makes free throw 1 of 2,,82,108
374,4,6:07.0,,J. Young enters the game for A. Bradley,82,108
375,4,6:07.0,A. Nicholson makes free throw 2 of 2,,83,108
376,4,5:46.0,,Shooting foul by S. Napier (drawn by M. Smart),83,108
377,4,5:46.0,Official timeout,,83,108
378,4,5:46.0,,T. Zeller enters the game for K. Olynyk,83,108
379,4,5:46.0,,M. Smart misses free throw 1 of 3,83,108
380,4,5:46.0,,Offensive rebound by Team,83,108
381,4,5:46.0,,M. Smart misses free throw 2 of 3,83,108
382,4,5:46.0,,Offensive rebound by Team,83,108
383,4,5:46.0,,M. Smart makes free throw 3 of 3,83,109
384,4,5:30.0,K. Appling misses 3-pt jump shot from 26 ft,,83,109
385,4,5:29.0,,Defensive rebound by J. Jerebko,83,109
