,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,OKLAHOMA CITY_ACTION,SAN ANTONIO_SCORE,OKLAHOMA CITY_SCORE
0,1,11:39.0,,Turnover by R. Westbrook (bad pass; steal by B. Marjanović),0,0
1,1,11:27.0,B. Marjanović makes 2-pt jump shot from 5 ft (assist by B. Diaw),,2,0
2,1,11:13.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by A. Roberson),2,3
3,1,10:52.0,K. Anderson misses 2-pt hook shot from 4 ft,,2,3
4,1,10:51.0,,Defensive rebound by K. Durant,2,3
5,1,10:39.0,,Turnover by S. Adams (3 sec),2,3
6,1,10:22.0,D. Green misses 3-pt jump shot from 24 ft,,2,3
7,1,10:22.0,,Defensive rebound by K. Durant,2,3
8,1,10:04.0,,S. Ibaka makes 2-pt hook shot from 5 ft,2,5
9,1,9:49.0,K. Anderson makes 3-pt jump shot from 22 ft (assist by D. Green),,5,5
10,1,9:34.0,,Turnover by S. Adams (traveling),5,5
11,1,9:10.0,Turnover by Team (shot clock),,5,5
12,1,8:53.0,,R. Westbrook misses 2-pt jump shot from 19 ft,5,5
13,1,8:53.0,Defensive rebound by K. Anderson,,5,5
14,1,8:39.0,B. Marjanović misses 2-pt jump shot from 10 ft,,5,5
15,1,8:38.0,,Defensive rebound by K. Durant,5,5
16,1,8:24.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Durant),5,7
17,1,8:06.0,B. Diaw makes 2-pt jump shot from 17 ft (assist by B. Marjanović),,7,7
18,1,7:53.0,,K. Durant misses 2-pt layup at rim,7,7
19,1,7:53.0,Defensive rebound by B. Diaw,,7,7
20,1,7:46.0,P. Mills misses 3-pt jump shot from 23 ft,,7,7
21,1,7:45.0,,Defensive rebound by A. Roberson,7,7
22,1,7:40.0,,Turnover by K. Durant (lost ball; steal by D. Green),7,7
23,1,7:31.0,B. Marjanović misses 2-pt layup from 1 ft (block by S. Ibaka),,7,7
24,1,7:30.0,,Defensive rebound by R. Westbrook,7,7
25,1,7:25.0,,Shooting foul by K. Anderson (drawn by R. Westbrook),7,7
26,1,7:25.0,,R. Westbrook makes free throw 1 of 2,7,8
27,1,7:25.0,,R. Westbrook makes free throw 2 of 2,7,9
28,1,7:06.0,D. Green misses 2-pt layup from 1 ft,,7,9
29,1,7:06.0,Offensive rebound by B. Marjanović,,7,9
30,1,7:04.0,B. Marjanović makes 2-pt dunk at rim,,9,9
31,1,6:56.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),9,12
32,1,6:41.0,Shooting foul by K. Durant (drawn by B. Marjanović),,9,12
33,1,6:41.0,B. Marjanović makes free throw 1 of 2,,10,12
34,1,6:41.0,B. Marjanović makes free throw 2 of 2,,11,12
35,1,6:22.0,,S. Adams makes 2-pt layup at rim,11,14
36,1,6:22.0,San Antonio full timeout,,11,14
37,1,6:07.0,B. Marjanović misses 2-pt jump shot from 3 ft,,11,14
38,1,6:07.0,,Defensive rebound by K. Durant,11,14
39,1,5:50.0,,R. Westbrook makes 2-pt jump shot from 12 ft,11,16
40,1,5:38.0,P. Mills misses 3-pt jump shot from 24 ft,,11,16
41,1,5:37.0,,Defensive rebound by S. Ibaka,11,16
42,1,5:23.0,,K. Durant misses 3-pt jump shot from 24 ft,11,16
43,1,5:22.0,Defensive rebound by B. Marjanović,,11,16
44,1,5:07.0,K. Anderson misses 2-pt jump shot from 20 ft,,11,16
45,1,5:07.0,Offensive rebound by B. Marjanović,,11,16
46,1,4:53.0,Turnover by B. Marjanović (traveling),,11,16
47,1,4:53.0,,K. Singler enters the game for A. Roberson,11,16
48,1,4:53.0,,E. Freedom enters the game for S. Adams,11,16
49,1,4:53.0,,D. Waiters enters the game for K. Durant,11,16
50,1,4:53.0,D. West enters the game for B. Marjanović,,11,16
51,1,4:53.0,K. Martin enters the game for D. Green,,11,16
52,1,4:34.0,,R. Westbrook makes 2-pt jump shot from 16 ft,11,18
53,1,4:15.0,Shooting foul by D. Waiters (drawn by D. West),,11,18
54,1,4:15.0,D. West makes free throw 1 of 2,,12,18
55,1,4:15.0,M. Bonner enters the game for B. Diaw,,12,18
56,1,4:15.0,A. Miller enters the game for K. Anderson,,12,18
57,1,4:15.0,D. West makes free throw 2 of 2,,13,18
58,1,4:03.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),13,20
59,1,3:46.0,P. Mills makes 2-pt layup from 2 ft (assist by D. West),,15,20
60,1,3:35.0,,R. Westbrook makes 2-pt jump shot from 10 ft,15,22
61,1,3:12.0,D. West makes 2-pt jump shot from 20 ft (assist by A. Miller),,17,22
62,1,2:58.0,,S. Ibaka misses 2-pt jump shot from 18 ft,17,22
63,1,2:57.0,Defensive rebound by A. Miller,,17,22
64,1,2:40.0,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Bonner),,20,22
65,1,2:25.0,,R. Westbrook misses 2-pt layup from 1 ft,20,22
66,1,2:24.0,,Offensive rebound by E. Freedom,20,22
67,1,2:24.0,,E. Freedom misses 2-pt layup from 2 ft,20,22
68,1,2:24.0,Defensive rebound by D. West,,20,22
69,1,2:24.0,Personal foul by R. Westbrook,,20,22
70,1,2:24.0,,Oklahoma City full timeout,20,22
71,1,2:24.0,,K. Durant enters the game for S. Ibaka,20,22
72,1,2:24.0,,C. Payne enters the game for R. Westbrook,20,22
73,1,2:24.0,J. Simmons enters the game for P. Mills,,20,22
74,1,2:24.0,K. Anderson enters the game for M. Bonner,,20,22
75,1,2:11.0,Personal foul by K. Singler,,20,22
76,1,2:04.0,K. Martin misses 2-pt jump shot from 11 ft,,20,22
77,1,2:03.0,Offensive rebound by D. West,,20,22
78,1,2:00.0,D. West misses 2-pt hook shot from 5 ft,,20,22
79,1,1:59.0,Offensive rebound by A. Miller,,20,22
80,1,1:59.0,A. Miller makes 2-pt layup from 1 ft,,22,22
81,1,1:43.0,,C. Payne misses 3-pt jump shot from 24 ft,22,22
82,1,1:41.0,Defensive rebound by A. Miller,,22,22
83,1,1:26.0,K. Martin misses 2-pt jump shot from 7 ft,,22,22
84,1,1:25.0,Offensive rebound by A. Miller,,22,22
85,1,1:11.0,D. West makes 2-pt jump shot from 11 ft (assist by J. Simmons),,24,22
86,1,0:53.0,,E. Freedom misses 2-pt jump shot from 6 ft,24,22
87,1,0:53.0,Defensive rebound by Team,,24,22
88,1,0:53.0,,Loose ball foul by K. Singler,24,22
89,1,0:53.0,J. Simmons misses free throw 1 of 2,,24,22
90,1,0:53.0,Offensive rebound by Team,,24,22
91,1,0:53.0,,R. Foye enters the game for K. Singler,24,22
92,1,0:53.0,J. Simmons misses free throw 2 of 2,,24,22
93,1,0:53.0,Offensive rebound by K. Anderson,,24,22
94,1,0:49.0,J. Simmons makes 2-pt dunk at rim (assist by K. Anderson),,26,22
95,1,0:49.0,,Oklahoma City full timeout,26,22
96,1,0:41.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by C. Payne),26,24
97,1,0:18.0,K. Martin misses 2-pt jump shot from 15 ft,,26,24
98,1,0:17.0,,Defensive rebound by K. Durant,26,24
99,1,0:00.0,,R. Foye misses 3-pt jump shot from 30 ft,26,24
100,1,0:00.0,,Offensive rebound by Team,26,24
