,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PORTLAND_ACTION,LA LAKERS_SCORE,PORTLAND_SCORE
51,1,3:56.0,,C. McCollum misses 2-pt layup from 2 ft,12,24
52,1,3:55.0,Defensive rebound by L. Nance,,12,24
53,1,3:49.0,J. Clarkson makes 2-pt layup at rim (assist by K. Bryant),,14,24
54,1,3:30.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by A. Aminu),14,27
55,1,3:13.0,K. Bryant misses 2-pt jump shot from 17 ft,,14,27
56,1,3:13.0,Offensive rebound by Team,,14,27
57,1,3:13.0,B. Bass enters the game for K. Bryant,,14,27
58,1,3:13.0,M. World Peace enters the game for R. Hibbert,,14,27
59,1,3:13.0,N. Young enters the game for D. Russell,,14,27
60,1,3:13.0,,M. Harkless enters the game for A. Aminu,14,27
61,1,3:13.0,,M. Leonard enters the game for N. Vonleh,14,27
62,1,3:13.0,,A. Crabbe enters the game for C. McCollum,14,27
63,1,3:03.0,B. Bass misses 2-pt jump shot from 20 ft,,14,27
64,1,3:01.0,,Defensive rebound by D. Lillard,14,27
65,1,2:56.0,,Turnover by D. Lillard (bad pass; steal by L. Nance),14,27
66,1,2:48.0,J. Clarkson misses 2-pt layup from 1 ft,,14,27
67,1,2:48.0,Offensive rebound by B. Bass,,14,27
68,1,2:34.0,Shooting foul by M. Plumlee (drawn by B. Bass),,14,27
69,1,2:34.0,,Portland full timeout,14,27
70,1,2:34.0,,E. Davis enters the game for M. Plumlee,14,27
71,1,2:34.0,B. Bass misses free throw 1 of 2,,14,27
72,1,2:34.0,Offensive rebound by Team,,14,27
73,1,2:34.0,B. Bass makes free throw 2 of 2,,15,27
74,1,2:18.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by A. Crabbe),15,30
75,1,1:58.0,N. Young misses 3-pt jump shot from 24 ft,,15,30
76,1,1:57.0,,Defensive rebound by M. Harkless,15,30
77,1,1:50.0,,D. Lillard misses 3-pt jump shot from 27 ft,15,30
78,1,1:48.0,,Offensive rebound by M. Leonard,15,30
79,1,1:37.0,,A. Crabbe makes 2-pt jump shot from 21 ft (assist by M. Harkless),15,32
80,1,1:17.0,J. Clarkson makes 2-pt jump shot from 6 ft,,17,32
81,1,1:02.0,,Personal foul by L. Nance (drawn by D. Lillard),17,32
82,1,0:59.0,,Turnover by D. Lillard (lost ball; steal by N. Young),17,32
83,1,0:35.0,M. World Peace makes 2-pt layup from 2 ft,,19,32
84,1,0:31.0,,Shooting foul by L. Nance (drawn by D. Lillard),19,32
85,1,0:31.0,,D. Lillard makes free throw 1 of 2,19,33
86,1,0:31.0,,D. Lillard makes free throw 2 of 2,19,34
87,1,0:12.0,J. Clarkson makes 2-pt jump shot from 19 ft,,21,34
88,1,0:00.0,,M. Leonard misses 3-pt jump shot from 24 ft,21,34
89,1,0:00.0,,Offensive rebound by Team,21,34
90,2,11:45.0,M. World Peace misses 3-pt jump shot from 23 ft,,21,34
91,2,11:44.0,,Defensive rebound by M. Leonard,21,34
92,2,11:39.0,,A. Crabbe misses 2-pt dunk at rim,21,34
93,2,11:38.0,,Offensive rebound by M. Harkless,21,34
94,2,11:16.0,,E. Davis misses 2-pt jump shot from 8 ft (block by B. Bass),21,34
95,2,11:15.0,,Offensive rebound by Team,21,34
96,2,11:15.0,K. Bryant enters the game for N. Young,,21,34
97,2,11:11.0,,C. McCollum misses 3-pt jump shot from 25 ft,21,34
98,2,11:10.0,Defensive rebound by K. Bryant,,21,34
99,2,10:59.0,Shooting foul by C. McCollum (drawn by K. Bryant),,21,34
100,2,10:59.0,K. Bryant makes free throw 1 of 2,,22,34
101,2,10:59.0,J. Clarkson enters the game for D. Russell,,22,34
102,2,10:59.0,K. Bryant makes free throw 2 of 2,,23,34
103,2,10:45.0,,Turnover by M. Harkless (step out of bounds),23,34
104,2,10:26.0,M. World Peace makes 2-pt jump shot from 22 ft (assist by B. Bass),,25,34
105,2,10:06.0,,C. McCollum misses 2-pt jump shot from 21 ft,25,34
106,2,10:06.0,Defensive rebound by M. World Peace,,25,34
107,2,9:58.0,L. Nance misses 2-pt jump shot from 20 ft,,25,34
108,2,9:55.0,,Defensive rebound by A. Crabbe,25,34
109,2,9:43.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by M. Leonard),25,37
110,2,9:25.0,K. Bryant misses 2-pt jump shot from 18 ft,,25,37
111,2,9:24.0,,Defensive rebound by M. Leonard,25,37
112,2,9:10.0,,A. Crabbe misses 2-pt jump shot from 20 ft,25,37
113,2,9:08.0,Defensive rebound by B. Bass,,25,37
114,2,8:51.0,Shooting foul by A. Crabbe (drawn by K. Bryant),,25,37
115,2,8:51.0,Official timeout,,25,37
116,2,8:51.0,D. Russell enters the game for J. Clarkson,,25,37
117,2,8:51.0,R. Hibbert enters the game for L. Nance,,25,37
118,2,8:51.0,J. Randle enters the game for B. Bass,,25,37
119,2,8:51.0,K. Bryant misses free throw 1 of 3,,25,37
120,2,8:51.0,Offensive rebound by Team,,25,37
121,2,8:51.0,K. Bryant makes free throw 2 of 3,,26,37
122,2,8:51.0,K. Bryant makes free throw 3 of 3,,27,37
123,2,8:26.0,,M. Leonard makes 2-pt jump shot from 10 ft (assist by M. Harkless),27,39
124,2,8:06.0,Turnover by K. Bryant (bad pass),,27,39
125,2,8:06.0,,G. Henderson enters the game for A. Crabbe,27,39
126,2,7:45.0,,M. Leonard misses 3-pt jump shot from 24 ft,27,39
127,2,7:45.0,Defensive rebound by K. Bryant,,27,39
128,2,7:32.0,K. Bryant makes 2-pt jump shot from 11 ft,,29,39
129,2,7:19.0,,E. Davis misses 2-pt layup from 1 ft,29,39
130,2,7:18.0,Defensive rebound by J. Randle,,29,39
131,2,7:08.0,R. Hibbert misses 2-pt jump shot from 20 ft,,29,39
132,2,7:08.0,Offensive rebound by M. World Peace,,29,39
133,2,6:56.0,Turnover by D. Russell (bad pass; steal by G. Henderson),,29,39
134,2,6:52.0,,G. Henderson makes 2-pt dunk at rim,29,41
135,2,6:31.0,J. Randle makes 2-pt jump shot from 18 ft (assist by R. Hibbert),,31,41
136,2,6:16.0,,G. Henderson misses 3-pt jump shot from 23 ft,31,41
137,2,6:15.0,Defensive rebound by M. World Peace,,31,41
138,2,6:04.0,R. Hibbert misses 2-pt hook shot from 5 ft,,31,41
139,2,6:03.0,,Defensive rebound by M. Leonard,31,41
140,2,5:59.0,,Flagrant foul type 1 by R. Hibbert (drawn by M. Harkless),31,41
141,2,5:59.0,,Portland full timeout,31,41
142,2,5:59.0,,M. Harkless misses flagrant free throw 1 of 2,31,41
143,2,5:59.0,,Offensive rebound by Team,31,41
144,2,5:59.0,,M. Harkless makes flagrant free throw 2 of 2,31,42
145,2,5:43.0,,C. McCollum makes 2-pt jump shot from 11 ft,31,44
146,2,5:21.0,D. Russell makes 2-pt jump shot from 14 ft (assist by R. Hibbert),,33,44
147,2,5:02.0,,Shooting foul by D. Russell (drawn by G. Henderson),33,44
148,2,5:02.0,,G. Henderson makes free throw 1 of 2,33,45
149,2,5:02.0,,M. Plumlee enters the game for E. Davis,33,45
150,2,5:02.0,,A. Aminu enters the game for M. Harkless,33,45
151,2,5:02.0,,G. Henderson makes free throw 2 of 2,33,46
152,2,4:51.0,,D. Lillard enters the game for C. McCollum,33,46
153,2,4:43.0,Shooting foul by M. Plumlee (drawn by R. Hibbert),,33,46
154,2,4:43.0,R. Hibbert misses free throw 1 of 2,,33,46
155,2,4:43.0,Offensive rebound by Team,,33,46
156,2,4:43.0,,E. Davis enters the game for M. Plumlee,33,46
157,2,4:43.0,J. Clarkson enters the game for M. World Peace,,33,46
158,2,4:43.0,R. Hibbert makes free throw 2 of 2,,34,46
159,2,4:30.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),34,49
160,2,4:08.0,J. Clarkson makes 2-pt layup from 2 ft,,36,49
161,2,3:48.0,,G. Henderson misses 2-pt jump shot from 19 ft,36,49
162,2,3:47.0,,Offensive rebound by D. Lillard,36,49
163,2,3:37.0,,G. Henderson misses 2-pt jump shot from 10 ft,36,49
164,2,3:36.0,Defensive rebound by J. Randle,,36,49
165,2,3:29.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by J. Randle),,39,49
166,2,3:07.0,,M. Leonard misses 3-pt jump shot from 23 ft,39,49
167,2,3:06.0,Defensive rebound by D. Russell,,39,49
168,2,2:54.0,R. Hibbert misses 2-pt hook shot from 2 ft,,39,49
169,2,2:53.0,Offensive rebound by R. Hibbert,,39,49
170,2,2:47.0,J. Randle makes 2-pt jump shot from 21 ft,,41,49
171,2,2:47.0,Away from play foul by E. Davis (drawn by R. Hibbert),,41,49
172,2,2:47.0,LA Lakers full timeout,,41,49
173,2,2:47.0,,N. Vonleh enters the game for M. Leonard,41,49
174,2,2:47.0,N. Young enters the game for J. Clarkson,,41,49
175,2,2:47.0,R. Hibbert makes free throw 1 of 1,,42,49
176,2,2:31.0,,Shooting foul by N. Young (drawn by E. Davis),42,49
177,2,2:31.0,,E. Davis misses free throw 1 of 2,42,49
178,2,2:31.0,,Offensive rebound by Team,42,49
179,2,2:31.0,,E. Davis makes free throw 2 of 2,42,50
180,2,2:16.0,K. Bryant makes 2-pt layup at rim,,44,50
181,2,2:05.0,,G. Henderson makes 3-pt jump shot from 22 ft (assist by A. Aminu),44,53
182,2,1:58.0,LA Lakers full timeout,,44,53
183,2,1:44.0,K. Bryant misses 2-pt jump shot from 19 ft,,44,53
184,2,1:43.0,,Defensive rebound by G. Henderson,44,53
185,2,1:39.0,,Personal foul by K. Bryant (drawn by G. Henderson),44,53
186,2,1:23.0,,Shooting foul by D. Russell (drawn by G. Henderson),44,53
187,2,1:23.0,,G. Henderson makes free throw 1 of 2,44,54
188,2,1:23.0,,G. Henderson makes free throw 2 of 2,44,55
189,2,1:03.0,J. Randle misses 2-pt hook shot from 7 ft,,44,55
190,2,1:03.0,,Defensive rebound by G. Henderson,44,55
191,2,0:48.0,,D. Lillard misses 2-pt jump shot from 20 ft,44,55
192,2,0:47.0,,Offensive rebound by N. Vonleh,44,55
193,2,0:46.0,,E. Davis makes 2-pt layup at rim (assist by N. Vonleh),44,57
194,2,0:29.0,D. Russell makes 2-pt jump shot from 9 ft,,46,57
195,2,0:20.0,,Portland full timeout,46,57
196,2,0:20.0,,C. McCollum enters the game for N. Vonleh,46,57
197,2,0:05.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),46,60
198,2,0:00.0,K. Bryant misses 3-pt jump shot from 24 ft,,46,60
199,2,0:00.0,Offensive rebound by Team,,46,60
200,3,11:45.0,K. Bryant makes 3-pt jump shot from 24 ft (assist by D. Russell),,49,60
201,3,11:25.0,,Personal foul by J. Randle (drawn by M. Plumlee),49,60
202,3,11:21.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by A. Aminu),49,63
203,3,10:55.0,K. Bryant misses 3-pt jump shot from 23 ft,,49,63
204,3,10:54.0,,Defensive rebound by A. Aminu,49,63
205,3,10:46.0,,Offensive foul by M. Plumlee (drawn by K. Bryant),49,63
206,3,10:46.0,,Turnover by M. Plumlee (offensive foul),49,63
207,3,10:31.0,Turnover by J. Randle (lost ball),,49,63
208,3,10:13.0,,A. Aminu misses 3-pt jump shot from 22 ft,49,63
209,3,10:13.0,Defensive rebound by R. Hibbert,,49,63
210,3,10:03.0,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,52,63
211,3,9:52.0,,D. Lillard misses 3-pt jump shot from 27 ft,52,63
212,3,9:52.0,Defensive rebound by R. Hibbert,,52,63
213,3,9:41.0,J. Clarkson makes 3-pt jump shot from 28 ft (assist by D. Russell),,55,63
214,3,9:28.0,Violation by D. Russell (kicked ball),,55,63
215,3,9:21.0,,D. Lillard makes 3-pt jump shot from 22 ft (assist by C. McCollum),55,66
216,3,9:07.0,D. Russell misses 2-pt jump shot from 20 ft,,55,66
217,3,9:05.0,,Defensive rebound by Team,55,66
218,3,8:49.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),55,68
219,3,8:35.0,Shooting foul by A. Aminu (drawn by K. Bryant),,55,68
220,3,8:35.0,K. Bryant makes free throw 1 of 2,,56,68
221,3,8:35.0,K. Bryant makes free throw 2 of 2,,57,68
222,3,8:16.0,,M. Plumlee misses 2-pt jump shot from 4 ft,57,68
223,3,8:14.0,Defensive rebound by J. Randle,,57,68
224,3,8:02.0,Shooting foul by C. McCollum (drawn by R. Hibbert),,57,68
225,3,8:02.0,R. Hibbert makes free throw 1 of 2,,58,68
226,3,8:02.0,R. Hibbert makes free throw 2 of 2,,59,68
227,3,7:46.0,,A. Aminu misses 2-pt layup from 2 ft,59,68
228,3,7:45.0,,Offensive rebound by A. Aminu,59,68
229,3,7:40.0,,A. Aminu makes 2-pt hook shot from 5 ft,59,70
230,3,7:23.0,K. Bryant makes 2-pt jump shot from 19 ft (assist by D. Russell),,61,70
231,3,7:12.0,,D. Lillard misses 3-pt jump shot from 24 ft,61,70
232,3,7:11.0,Defensive rebound by D. Russell,,61,70
233,3,7:01.0,J. Randle misses 2-pt jump shot from 9 ft,,61,70
234,3,6:59.0,,Defensive rebound by C. McCollum,61,70
235,3,6:52.0,,C. McCollum misses 2-pt layup from 3 ft (block by J. Randle),61,70
236,3,6:51.0,Defensive rebound by J. Randle,,61,70
237,3,6:46.0,J. Clarkson makes 2-pt layup from 2 ft (assist by J. Randle),,63,70
238,3,6:46.0,,Portland full timeout,63,70
239,3,6:30.0,,A. Aminu misses 3-pt jump shot from 24 ft,63,70
240,3,6:29.0,Defensive rebound by D. Russell,,63,70
241,3,6:04.0,D. Russell misses 3-pt jump shot from 24 ft (block by D. Lillard),,63,70
242,3,6:03.0,,Defensive rebound by N. Vonleh,63,70
243,3,5:50.0,,C. McCollum misses 3-pt jump shot from 24 ft,63,70
244,3,5:49.0,Defensive rebound by J. Randle,,63,70
245,3,5:43.0,Shooting foul by N. Vonleh (drawn by D. Russell),,63,70
246,3,5:43.0,D. Russell makes free throw 1 of 2,,64,70
247,3,5:43.0,,A. Crabbe enters the game for C. McCollum,64,70
248,3,5:43.0,L. Nance enters the game for J. Randle,,64,70
249,3,5:43.0,M. World Peace enters the game for K. Bryant,,64,70
250,3,5:43.0,N. Young enters the game for J. Clarkson,,64,70
251,3,5:43.0,D. Russell makes free throw 2 of 2,,65,70
252,3,5:30.0,,Turnover by A. Aminu (lost ball),65,70
253,3,5:14.0,N. Young misses 3-pt jump shot from 26 ft,,65,70
254,3,5:13.0,Offensive rebound by L. Nance,,65,70
255,3,5:03.0,Turnover by L. Nance (bad pass),,65,70
256,3,4:49.0,,M. Plumlee misses 2-pt layup from 2 ft,65,70
257,3,4:45.0,,Offensive rebound by M. Plumlee,65,70
258,3,4:45.0,,M. Plumlee makes 2-pt layup from 1 ft,65,72
259,3,4:33.0,N. Young misses 3-pt jump shot from 25 ft,,65,72
260,3,4:33.0,,Defensive rebound by A. Aminu,65,72
261,3,4:33.0,,Personal foul by D. Russell (drawn by A. Aminu),65,72
262,3,4:33.0,,M. Leonard enters the game for M. Plumlee,65,72
263,3,4:33.0,,E. Davis enters the game for N. Vonleh,65,72
264,3,4:33.0,B. Bass enters the game for R. Hibbert,,65,72
265,3,4:20.0,,A. Crabbe misses 2-pt jump shot from 14 ft,65,72
266,3,4:18.0,Defensive rebound by B. Bass,,65,72
267,3,3:57.0,M. World Peace misses 3-pt jump shot from 24 ft,,65,72
268,3,3:57.0,,Defensive rebound by M. Leonard,65,72
269,3,3:47.0,,D. Lillard makes 2-pt layup from 1 ft,65,74
270,3,3:47.0,LA Lakers full timeout,,65,74
271,3,3:47.0,,M. Harkless enters the game for A. Aminu,65,74
272,3,3:37.0,L. Nance makes 2-pt hook shot from 5 ft,,67,74
273,3,3:37.0,Shooting foul by D. Lillard (drawn by L. Nance),,67,74
274,3,3:37.0,L. Nance makes free throw 1 of 1,,68,74
275,3,3:22.0,,M. Harkless misses 3-pt jump shot from 22 ft,68,74
276,3,3:21.0,Defensive rebound by N. Young,,68,74
277,3,3:13.0,B. Bass misses 2-pt dunk at rim (block by M. Leonard),,68,74
278,3,3:11.0,,Defensive rebound by E. Davis,68,74
279,3,3:05.0,,Shooting foul by B. Bass (drawn by M. Harkless),68,74
280,3,3:05.0,,M. Harkless makes free throw 1 of 2,68,75
281,3,3:05.0,,M. Harkless makes free throw 2 of 2,68,76
282,3,2:41.0,D. Russell makes 2-pt jump shot from 17 ft,,70,76
283,3,2:24.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by M. Harkless),70,79
284,3,2:12.0,B. Bass misses 2-pt jump shot from 19 ft,,70,79
285,3,2:11.0,,Defensive rebound by E. Davis,70,79
286,3,2:05.0,,Shooting foul by D. Russell (drawn by D. Lillard),70,79
287,3,2:05.0,,D. Lillard misses free throw 1 of 2,70,79
288,3,2:05.0,,Offensive rebound by Team,70,79
289,3,2:05.0,J. Clarkson enters the game for D. Russell,,70,79
290,3,2:05.0,,D. Lillard makes free throw 2 of 2,70,80
291,3,1:47.0,Turnover by M. World Peace (bad pass; steal by E. Davis),,70,80
292,3,1:44.0,,Shooting foul by J. Clarkson (drawn by A. Crabbe),70,80
293,3,1:44.0,,A. Crabbe makes free throw 1 of 2,70,81
294,3,1:44.0,,A. Crabbe makes free throw 2 of 2,70,82
295,3,1:27.0,M. World Peace misses 3-pt jump shot from 24 ft,,70,82
296,3,1:26.0,,Defensive rebound by E. Davis,70,82
297,3,1:14.0,,M. Leonard misses 3-pt jump shot from 23 ft,70,82
298,3,1:13.0,,Offensive rebound by Team,70,82
299,3,1:04.0,,Turnover by A. Crabbe (lost ball; steal by M. World Peace),70,82
300,3,0:56.0,J. Clarkson misses 3-pt jump shot from 24 ft,,70,82
301,3,0:55.0,,Defensive rebound by Team,70,82
302,3,0:55.0,Loose ball foul by M. World Peace (drawn by D. Lillard),,70,82
303,3,0:55.0,,D. Lillard makes free throw 1 of 2,70,83
304,3,0:55.0,,D. Lillard makes free throw 2 of 2,70,84
305,3,0:42.0,N. Young makes 3-pt jump shot from 25 ft (assist by B. Bass),,73,84
306,3,0:32.0,,D. Lillard misses 3-pt jump shot from 24 ft,73,84
307,3,0:31.0,,Offensive rebound by M. Harkless,73,84
308,3,0:28.0,,M. Harkless misses 2-pt layup at rim,73,84
309,3,0:27.0,,Offensive rebound by M. Harkless,73,84
310,3,0:21.0,,A. Crabbe misses 2-pt jump shot from 18 ft,73,84
311,3,0:20.0,Defensive rebound by J. Clarkson,,73,84
312,3,0:00.0,N. Young makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,76,84
313,4,11:49.0,,Turnover by C. McCollum (lost ball; steal by J. Clarkson),76,84
314,4,11:46.0,Shooting foul by M. Leonard (drawn by B. Bass),,76,84
315,4,11:46.0,B. Bass makes free throw 1 of 2,,77,84
316,4,11:46.0,B. Bass makes free throw 2 of 2,,78,84
317,4,11:22.0,,M. Harkless makes 2-pt layup from 2 ft,78,86
318,4,11:03.0,K. Bryant misses 3-pt jump shot from 24 ft,,78,86
319,4,11:03.0,,Defensive rebound by E. Davis,78,86
320,4,10:47.0,,M. Leonard makes 2-pt layup from 1 ft (assist by E. Davis),78,88
321,4,10:30.0,N. Young misses 2-pt jump shot from 17 ft,,78,88
322,4,10:29.0,,Defensive rebound by M. Leonard,78,88
323,4,10:19.0,,C. McCollum misses 2-pt jump shot from 22 ft,78,88
324,4,10:19.0,Defensive rebound by L. Nance,,78,88
325,4,10:09.0,Turnover by J. Clarkson (lost ball; steal by C. McCollum),,78,88
326,4,10:06.0,,Turnover by E. Davis (bad pass; steal by L. Nance),78,88
327,4,10:03.0,N. Young misses 3-pt jump shot from 24 ft,,78,88
328,4,10:03.0,,Defensive rebound by Team,78,88
329,4,9:43.0,,C. McCollum makes 2-pt jump shot from 14 ft,78,90
330,4,9:14.0,J. Clarkson misses 3-pt jump shot from 23 ft,,78,90
331,4,9:13.0,,Defensive rebound by A. Crabbe,78,90
332,4,9:08.0,,Shooting foul by B. Bass (drawn by E. Davis),78,90
333,4,9:08.0,,E. Davis misses free throw 1 of 2,78,90
334,4,9:08.0,,Offensive rebound by Team,78,90
335,4,9:08.0,J. Randle enters the game for N. Young,,78,90
336,4,9:08.0,D. Russell enters the game for L. Nance,,78,90
337,4,9:08.0,,E. Davis makes free throw 2 of 2,78,91
338,4,8:55.0,K. Bryant makes 2-pt jump shot from 20 ft (assist by J. Randle),,80,91
339,4,8:40.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by M. Leonard),80,93
340,4,8:24.0,B. Bass makes 2-pt jump shot from 22 ft (assist by D. Russell),,82,93
341,4,8:11.0,,Turnover by A. Crabbe (lost ball; steal by J. Randle),82,93
342,4,8:08.0,J. Clarkson makes 2-pt layup at rim,,84,93
343,4,7:49.0,,M. Harkless makes 2-pt dunk at rim (assist by E. Davis),84,95
344,4,7:47.0,LA Lakers full timeout,,84,95
345,4,7:47.0,,D. Lillard enters the game for A. Crabbe,84,95
346,4,7:38.0,J. Randle misses 2-pt jump shot from 15 ft,,84,95
347,4,7:37.0,,Defensive rebound by D. Lillard,84,95
348,4,7:27.0,,Turnover by D. Lillard (bad pass),84,95
349,4,7:14.0,K. Bryant misses 3-pt jump shot from 28 ft,,84,95
350,4,7:13.0,Offensive rebound by Team,,84,95
351,4,7:13.0,Personal foul by E. Davis (drawn by B. Bass),,84,95
352,4,7:13.0,M. World Peace enters the game for K. Bryant,,84,95
353,4,7:13.0,,M. Plumlee enters the game for E. Davis,84,95
354,4,7:13.0,,A. Aminu enters the game for M. Leonard,84,95
355,4,7:07.0,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Randle),,87,95
356,4,6:51.0,,C. McCollum makes 2-pt layup from 1 ft (assist by M. Plumlee),87,97
357,4,6:31.0,J. Clarkson misses 2-pt jump shot from 16 ft,,87,97
358,4,6:29.0,,Defensive rebound by A. Aminu,87,97
359,4,6:20.0,,A. Aminu misses 3-pt jump shot from 23 ft,87,97
360,4,6:19.0,,Offensive rebound by M. Harkless,87,97
361,4,6:15.0,Violation by B. Bass (kicked ball),,87,97
362,4,6:15.0,R. Hibbert enters the game for B. Bass,,87,97
363,4,6:08.0,,C. McCollum makes 2-pt jump shot from 7 ft (assist by M. Plumlee),87,99
364,4,5:41.0,J. Clarkson misses 2-pt jump shot from 5 ft,,87,99
365,4,5:37.0,Offensive rebound by M. World Peace,,87,99
366,4,5:37.0,M. World Peace misses 2-pt layup from 1 ft,,87,99
367,4,5:36.0,,Defensive rebound by C. McCollum,87,99
368,4,5:30.0,,Turnover by M. Plumlee (lost ball; steal by J. Randle),87,99
369,4,5:18.0,J. Randle makes 2-pt hook shot from 7 ft,,89,99
370,4,5:01.0,,D. Lillard misses 2-pt jump shot from 21 ft,89,99
371,4,5:01.0,Defensive rebound by M. World Peace,,89,99
372,4,4:44.0,J. Randle misses 2-pt jump shot from 5 ft,,89,99
373,4,4:42.0,Offensive rebound by J. Randle,,89,99
374,4,4:42.0,J. Randle makes 2-pt layup at rim,,91,99
375,4,4:23.0,,M. Plumlee misses 2-pt jump shot from 10 ft,91,99
376,4,4:22.0,,Offensive rebound by M. Plumlee,91,99
377,4,4:13.0,,D. Lillard misses 3-pt jump shot from 26 ft,91,99
378,4,4:12.0,Defensive rebound by D. Russell,,91,99
379,4,4:05.0,D. Russell misses 2-pt jump shot from 20 ft,,91,99
380,4,4:04.0,,Defensive rebound by A. Aminu,91,99
381,4,3:56.0,,D. Lillard makes 2-pt jump shot from 3 ft,91,101
382,4,3:54.0,LA Lakers full timeout,,91,101
383,4,3:54.0,Official timeout,,91,101
384,4,3:54.0,K. Bryant enters the game for M. World Peace,,91,101
385,4,3:50.0,Personal foul by D. Lillard (drawn by D. Russell),,91,101
