,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CLEVELAND_ACTION,MEMPHIS_SCORE,CLEVELAND_SCORE
393,4,8:52.0,,J. Smith enters the game for M. Dellavedova,90,80
394,4,8:52.0,,K. Love enters the game for I. Shumpert,90,80
395,4,8:52.0,,L. James enters the game for R. Jefferson,90,80
396,4,8:33.0,,Turnover by L. James (lost ball),90,80
397,4,8:19.0,Turnover by J. Green (bad pass),,90,80
398,4,7:59.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by J. Smith),90,83
399,4,7:25.0,T. Allen makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,93,83
400,4,7:10.0,,K. Irving misses 2-pt jump shot from 4 ft,93,83
401,4,7:10.0,Defensive rebound by L. Stephenson,,93,83
402,4,7:00.0,L. Stephenson misses 2-pt jump shot from 18 ft,,93,83
403,4,6:59.0,,Defensive rebound by J. Smith,93,83
404,4,6:57.0,,Personal foul by L. Stephenson (drawn by L. James),93,83
405,4,6:46.0,,T. Thompson makes 2-pt hook shot from 4 ft (assist by L. James),93,85
406,4,6:19.0,L. Stephenson makes 2-pt layup at rim,,95,85
407,4,6:10.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by K. Love),95,88
408,4,5:52.0,Turnover by T. Allen (lost ball; steal by K. Irving),,95,88
409,4,5:47.0,,K. Irving makes 2-pt layup from 1 ft,95,90
410,4,5:16.0,Turnover by L. Stephenson (offensive foul),,95,90
411,4,5:16.0,,Offensive charge foul by L. Stephenson (drawn by K. Love),95,90
412,4,5:16.0,J. Martin enters the game for J. Green,,95,90
413,4,5:16.0,M. Chalmers enters the game for P. Hairston,,95,90
414,4,5:03.0,,K. Irving makes 2-pt jump shot from 10 ft,95,92
415,4,4:40.0,L. Stephenson makes 2-pt layup from 1 ft (assist by J. Martin),,97,92
416,4,4:30.0,,K. Irving misses 3-pt jump shot from 24 ft,97,92
417,4,4:30.0,Defensive rebound by L. Stephenson,,97,92
418,4,4:11.0,M. Chalmers misses 3-pt jump shot from 27 ft,,97,92
419,4,4:10.0,,Defensive rebound by Team,97,92
420,4,4:08.0,Loose ball foul by J. Martin (drawn by K. Love),,97,92
421,4,3:59.0,,L. James misses 2-pt layup from 2 ft (block by L. Stephenson),97,92
422,4,3:58.0,,Offensive rebound by Team,97,92
423,4,3:44.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. James),97,94
424,4,3:20.0,M. Chalmers misses 3-pt jump shot from 28 ft,,97,94
425,4,3:19.0,,Defensive rebound by L. James,97,94
426,4,3:04.0,,Shooting foul by M. Chalmers (drawn by K. Love),97,94
427,4,3:04.0,,K. Love makes free throw 1 of 2,97,95
428,4,3:04.0,J. Green enters the game for J. Martin,,97,95
429,4,3:04.0,,K. Love makes free throw 2 of 2,97,96
430,4,2:46.0,Turnover by L. Stephenson (bad pass; steal by K. Irving),,97,96
431,4,2:43.0,,K. Irving makes 2-pt layup from 2 ft,97,98
432,4,2:23.0,T. Allen misses 2-pt jump shot from 17 ft,,97,98
433,4,2:22.0,,Defensive rebound by T. Thompson,97,98
434,4,2:10.0,,L. James misses 3-pt jump shot from 25 ft,97,98
435,4,2:09.0,Defensive rebound by L. Stephenson,,97,98
436,4,1:54.0,L. Stephenson misses 2-pt jump shot from 16 ft,,97,98
437,4,1:54.0,,Defensive rebound by T. Thompson,97,98
438,4,1:47.0,,Cleveland full timeout,97,98
439,4,1:47.0,Official timeout,,97,98
440,4,1:47.0,V. Carter enters the game for R. Hollins,,97,98
441,4,1:34.0,,Turnover by T. Thompson (3 sec),97,98
442,4,1:34.0,,I. Shumpert enters the game for K. Love,97,98
443,4,1:22.0,J. Green makes 2-pt jump shot from 18 ft (assist by T. Allen),,99,98
444,4,1:08.0,,K. Irving misses 2-pt jump shot from 9 ft (block by V. Carter),99,98
445,4,1:08.0,Defensive rebound by Team,,99,98
446,4,0:53.0,Turnover by M. Chalmers (lost ball; steal by I. Shumpert),,99,98
447,4,0:46.0,,L. James makes 2-pt layup from 2 ft,99,100
448,4,0:25.0,M. Chalmers makes 2-pt jump shot from 6 ft (assist by L. Stephenson),,101,100
449,4,0:25.0,,Cleveland full timeout,101,100
450,4,0:25.0,,K. Love enters the game for T. Thompson,101,100
451,4,0:25.0,,M. Dellavedova enters the game for I. Shumpert,101,100
452,4,0:25.0,P. Hairston enters the game for J. Green,,101,100
453,4,0:18.0,,Turnover by L. James (lost ball; steal by T. Allen),101,100
454,4,0:16.0,Memphis full timeout,,101,100
455,4,0:16.0,,T. Thompson enters the game for K. Love,101,100
456,4,0:16.0,J. Green enters the game for T. Allen,,101,100
457,4,0:16.0,Memphis full timeout,,101,100
458,4,0:15.0,Personal foul by T. Thompson (drawn by M. Chalmers),,101,100
459,4,0:15.0,Away from play foul by M. Dellavedova (drawn by V. Carter),,101,100
460,4,0:15.0,M. Chalmers makes free throw 1 of 1,,102,100
461,4,0:13.0,Personal foul by K. Irving (drawn by V. Carter),,102,100
462,4,0:13.0,V. Carter makes free throw 1 of 2,,103,100
463,4,0:13.0,T. Allen enters the game for J. Green,,103,100
464,4,0:13.0,,K. Love enters the game for T. Thompson,103,100
465,4,0:13.0,V. Carter makes free throw 2 of 2,,104,100
466,4,0:07.0,,J. Smith misses 3-pt jump shot from 26 ft,104,100
467,4,0:06.0,,Offensive rebound by K. Love,104,100
468,4,0:03.0,,L. James makes 3-pt jump shot from 24 ft (assist by K. Love),104,103
469,4,0:02.0,Personal foul by L. James (drawn by V. Carter),,104,103
470,4,0:02.0,V. Carter makes free throw 1 of 2,,105,103
471,4,0:02.0,V. Carter makes free throw 2 of 2,,106,103
472,4,0:02.0,,Cleveland full timeout,106,103
473,4,0:02.0,J. Green enters the game for L. Stephenson,,106,103
474,4,0:00.0,,K. Irving misses 3-pt jump shot from 25 ft,106,103
475,4,0:00.0,,Offensive rebound by Team,106,103
