,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MILWAUKEE_ACTION,GOLDEN STATE_SCORE,MILWAUKEE_SCORE
53,1,4:59.0,Defensive rebound by A. Bogut,,14,18
54,1,4:53.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,16,18
55,1,4:52.0,,Milwaukee full timeout,16,18
56,1,4:52.0,A. Iguodala enters the game for K. Thompson,,16,18
57,1,4:52.0,,M. Carter-Williams enters the game for G. Antetokounmpo,16,18
58,1,4:40.0,,J. Parker misses 2-pt jump shot from 15 ft,16,18
59,1,4:38.0,,Offensive rebound by K. Middleton,16,18
60,1,4:35.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by K. Middleton),16,21
61,1,4:24.0,Turnover by A. Iguodala (bad pass),,16,21
62,1,4:10.0,,K. Middleton misses 3-pt jump shot from 26 ft,16,21
63,1,4:09.0,Defensive rebound by A. Bogut,,16,21
64,1,4:03.0,D. Green misses 2-pt layup from 1 ft,,16,21
65,1,4:01.0,,Defensive rebound by J. Parker,16,21
66,1,3:51.0,,O. Mayo makes 3-pt jump shot from 27 ft (assist by M. Carter-Williams),16,24
67,1,3:34.0,B. Rush misses 2-pt jump shot from 15 ft,,16,24
68,1,3:24.0,,Defensive rebound by J. Parker,16,24
69,1,3:18.0,,J. Parker misses 2-pt layup from 1 ft (block by D. Green),16,24
70,1,3:16.0,Defensive rebound by D. Green,,16,24
71,1,3:14.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,18,24
72,1,3:01.0,,J. Parker makes 2-pt layup from 1 ft (assist by O. Mayo),18,26
73,1,2:45.0,S. Curry misses 2-pt jump shot from 13 ft,,18,26
74,1,2:44.0,,Defensive rebound by G. Monroe,18,26
75,1,2:40.0,,G. Monroe makes 2-pt layup at rim (assist by M. Carter-Williams),18,28
76,1,2:40.0,Golden State full timeout,,18,28
77,1,2:40.0,S. Livingston enters the game for B. Rush,,18,28
78,1,2:40.0,,R. Vaughn enters the game for J. Parker,18,28
79,1,2:40.0,,J. O'Bryant enters the game for O. Mayo,18,28
80,1,2:18.0,A. Iguodala misses 3-pt jump shot from 27 ft,,18,28
81,1,2:17.0,,Defensive rebound by G. Monroe,18,28
82,1,2:03.0,,G. Monroe makes 2-pt hook shot from 5 ft (assist by K. Middleton),18,30
83,1,1:42.0,S. Livingston misses 2-pt jump shot from 10 ft,,18,30
84,1,1:41.0,,Defensive rebound by K. Middleton,18,30
85,1,1:37.0,,Turnover by K. Middleton (bad pass; steal by S. Livingston),18,30
86,1,1:36.0,Personal foul by G. Monroe (drawn by S. Livingston),,18,30
87,1,1:36.0,F. Ezeli enters the game for A. Bogut,,18,30
88,1,1:36.0,,G. Antetokounmpo enters the game for K. Middleton,18,30
89,1,1:21.0,S. Curry misses 2-pt jump shot from 3 ft,,18,30
90,1,1:18.0,Offensive rebound by F. Ezeli,,18,30
91,1,1:15.0,S. Curry misses 3-pt jump shot from 23 ft,,18,30
92,1,1:15.0,Offensive rebound by F. Ezeli,,18,30
93,1,1:15.0,F. Ezeli makes 2-pt layup at rim,,20,30
94,1,1:15.0,Shooting foul by G. Monroe (drawn by F. Ezeli),,20,30
95,1,1:15.0,,J. Henson enters the game for G. Monroe,20,30
96,1,1:15.0,F. Ezeli makes free throw 1 of 1,,21,30
97,1,0:58.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,21,30
98,1,0:56.0,Defensive rebound by S. Curry,,21,30
99,1,0:53.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,23,30
100,1,0:53.0,Shooting foul by R. Vaughn (drawn by D. Green),,23,30
101,1,0:53.0,D. Green makes free throw 1 of 1,,24,30
102,1,0:43.0,,R. Vaughn misses 2-pt jump shot from 18 ft,24,30
103,1,0:41.0,Defensive rebound by F. Ezeli,,24,30
104,1,0:35.0,S. Curry makes 2-pt jump shot from 16 ft,,26,30
105,1,0:26.0,,Turnover by M. Carter-Williams (offensive foul),26,30
106,1,0:26.0,,Offensive foul by M. Carter-Williams (drawn by S. Curry),26,30
107,1,0:08.0,Shooting foul by J. Henson (drawn by D. Green),,26,30
108,1,0:08.0,D. Green makes free throw 1 of 2,,27,30
109,1,0:08.0,L. Barbosa enters the game for S. Curry,,27,30
110,1,0:08.0,D. Green makes free throw 2 of 2,,28,30
111,1,0:02.0,,J. O'Bryant misses 2-pt jump shot from 15 ft,28,30
112,1,0:00.0,Defensive rebound by F. Ezeli,,28,30
113,2,11:38.0,M. Speights misses 2-pt layup from 1 ft,,28,30
114,2,11:37.0,,Defensive rebound by R. Vaughn,28,30
115,2,11:25.0,,J. Henson misses 2-pt layup from 1 ft,28,30
116,2,11:23.0,Defensive rebound by A. Iguodala,,28,30
117,2,11:14.0,A. Iguodala misses 3-pt jump shot from 24 ft,,28,30
118,2,11:14.0,,Defensive rebound by J. Henson,28,30
119,2,11:14.0,,Personal foul by F. Ezeli (drawn by J. Henson),28,30
120,2,10:56.0,,Turnover by G. Antetokounmpo (lost ball; steal by F. Ezeli),28,30
121,2,10:51.0,F. Ezeli makes 2-pt layup at rim (assist by A. Iguodala),,30,30
122,2,10:34.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,30,30
123,2,10:34.0,Defensive rebound by A. Iguodala,,30,30
124,2,10:34.0,,Loose ball foul by J. O'Bryant (drawn by A. Iguodala),30,30
125,2,10:18.0,Turnover by L. Barbosa (lost ball; steal by M. Carter-Williams),,30,30
126,2,10:13.0,,J. O'Bryant misses 2-pt layup from 2 ft,30,30
127,2,10:11.0,Defensive rebound by A. Iguodala,,30,30
128,2,10:08.0,F. Ezeli makes 2-pt layup from 2 ft (assist by S. Livingston),,32,30
129,2,10:08.0,Shooting foul by G. Antetokounmpo (drawn by F. Ezeli),,32,30
130,2,10:08.0,F. Ezeli makes free throw 1 of 1,,33,30
131,2,9:53.0,,J. Henson makes 2-pt hook shot from 7 ft (assist by G. Antetokounmpo),33,32
132,2,9:41.0,S. Livingston misses 2-pt jump shot from 10 ft,,33,32
133,2,9:40.0,Offensive rebound by F. Ezeli,,33,32
134,2,9:30.0,L. Barbosa misses 3-pt jump shot from 23 ft,,33,32
135,2,9:28.0,Offensive rebound by M. Speights,,33,32
136,2,9:17.0,Turnover by Team (shot clock),,33,32
137,2,8:58.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft (assist by J. O'Bryant),33,34
138,2,8:47.0,Turnover by L. Barbosa (bad pass; steal by M. Carter-Williams),,33,34
139,2,8:42.0,,J. Henson makes 2-pt layup from 1 ft (assist by M. Carter-Williams),33,36
140,2,8:34.0,Golden State full timeout,,33,36
141,2,8:34.0,K. Thompson enters the game for A. Iguodala,,33,36
142,2,8:26.0,Offensive foul by F. Ezeli (drawn by J. Henson),,33,36
143,2,8:26.0,Turnover by F. Ezeli (offensive foul),,33,36
144,2,8:12.0,,J. Henson makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),33,38
145,2,7:58.0,M. Speights makes 2-pt layup at rim (assist by S. Livingston),,35,38
146,2,7:38.0,,J. Henson misses 2-pt hook shot from 6 ft,35,38
147,2,7:38.0,,Offensive rebound by Team,35,38
148,2,7:33.0,,Turnover by J. O'Bryant (lost ball; steal by F. Ezeli),35,38
149,2,7:11.0,K. Thompson misses 2-pt jump shot from 6 ft,,35,38
150,2,7:09.0,Offensive rebound by F. Ezeli,,35,38
151,2,7:09.0,F. Ezeli misses 2-pt layup from 2 ft,,35,38
152,2,7:08.0,,Defensive rebound by Team,35,38
153,2,7:08.0,,J. Parker enters the game for J. O'Bryant,35,38
154,2,6:52.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,35,38
155,2,6:50.0,Defensive rebound by M. Speights,,35,38
156,2,6:37.0,M. Speights misses 2-pt hook shot from 5 ft,,35,38
157,2,6:36.0,,Defensive rebound by J. Henson,35,38
158,2,6:30.0,,Shooting foul by K. Thompson (drawn by G. Antetokounmpo),35,38
159,2,6:30.0,,G. Antetokounmpo makes free throw 1 of 2,35,39
160,2,6:30.0,D. Green enters the game for M. Speights,,35,39
161,2,6:30.0,,G. Antetokounmpo makes free throw 2 of 2,35,40
162,2,6:15.0,Turnover by D. Green (lost ball; steal by R. Vaughn),,35,40
163,2,6:10.0,,Turnover by J. Henson (illegal assist),35,40
164,2,5:56.0,K. Thompson misses 3-pt jump shot from 26 ft,,35,40
165,2,5:55.0,,Defensive rebound by G. Antetokounmpo,35,40
166,2,5:35.0,,G. Antetokounmpo makes 2-pt jump shot from 10 ft (assist by J. Henson),35,42
167,2,5:27.0,Shooting foul by J. Henson (drawn by F. Ezeli),,35,42
168,2,5:27.0,Official timeout,,35,42
169,2,5:27.0,A. Iguodala enters the game for S. Livingston,,35,42
170,2,5:27.0,S. Curry enters the game for L. Barbosa,,35,42
171,2,5:27.0,,G. Monroe enters the game for R. Vaughn,35,42
172,2,5:27.0,,O. Mayo enters the game for J. Henson,35,42
173,2,5:27.0,F. Ezeli misses free throw 1 of 2,,35,42
174,2,5:27.0,Offensive rebound by Team,,35,42
175,2,5:27.0,F. Ezeli makes free throw 2 of 2,,36,42
176,2,5:07.0,,J. Parker makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),36,44
177,2,4:51.0,K. Thompson misses 2-pt jump shot from 16 ft,,36,44
178,2,4:50.0,,Defensive rebound by G. Antetokounmpo,36,44
179,2,4:37.0,,J. Parker makes 2-pt layup at rim (assist by G. Monroe),36,46
180,2,4:21.0,K. Thompson misses 2-pt jump shot from 18 ft,,36,46
181,2,4:20.0,,Defensive rebound by G. Antetokounmpo,36,46
182,2,4:16.0,,M. Carter-Williams makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),36,48
183,2,4:02.0,Personal foul by M. Carter-Williams (drawn by S. Curry),,36,48
184,2,4:02.0,A. Bogut enters the game for F. Ezeli,,36,48
185,2,4:02.0,,K. Middleton enters the game for M. Carter-Williams,36,48
186,2,3:48.0,D. Green makes 2-pt dunk at rim (assist by K. Thompson),,38,48
187,2,3:27.0,,O. Mayo misses 3-pt jump shot from 24 ft,38,48
188,2,3:27.0,,Offensive rebound by Team,38,48
189,2,3:20.0,,J. Parker misses 2-pt jump shot from 16 ft,38,48
190,2,3:19.0,,Offensive rebound by G. Monroe,38,48
191,2,3:18.0,,Shooting foul by A. Iguodala (drawn by G. Monroe),38,48
192,2,3:18.0,,G. Monroe makes free throw 1 of 2,38,49
193,2,3:18.0,,G. Monroe makes free throw 2 of 2,38,50
194,2,3:04.0,S. Curry misses 2-pt jump shot from 9 ft,,38,50
195,2,3:03.0,,Defensive rebound by G. Monroe,38,50
196,2,2:50.0,,G. Monroe misses 2-pt layup from 2 ft (block by A. Bogut),38,50
197,2,2:48.0,Defensive rebound by A. Iguodala,,38,50
198,2,2:45.0,A. Iguodala misses 2-pt layup from 1 ft,,38,50
199,2,2:43.0,Offensive rebound by D. Green,,38,50
200,2,2:43.0,D. Green makes 2-pt layup from 1 ft,,40,50
201,2,2:32.0,,Offensive foul by J. Parker (drawn by S. Curry),40,50
202,2,2:32.0,,Turnover by J. Parker (offensive foul),40,50
203,2,2:32.0,,Milwaukee full timeout,40,50
204,2,2:14.0,Turnover by K. Thompson (traveling),,40,50
205,2,2:03.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),40,53
206,2,1:44.0,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),,42,53
207,2,1:33.0,,Personal foul by S. Curry (drawn by O. Mayo),42,53
208,2,1:22.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by J. Parker),42,56
209,2,1:11.0,S. Curry makes 2-pt jump shot from 17 ft (assist by A. Bogut),,44,56
210,2,0:57.0,,Turnover by G. Antetokounmpo (bad pass; steal by A. Iguodala),44,56
211,2,0:42.0,A. Iguodala makes 2-pt layup at rim,,46,56
212,2,0:30.0,,Personal foul by S. Curry (drawn by G. Monroe),46,56
213,2,0:30.0,,G. Monroe misses free throw 1 of 2,46,56
214,2,0:30.0,,Offensive rebound by Team,46,56
215,2,0:30.0,,G. Monroe makes free throw 2 of 2,46,57
216,2,0:11.0,A. Bogut misses 2-pt layup from 2 ft,,46,57
217,2,0:10.0,,Defensive rebound by G. Antetokounmpo,46,57
218,2,0:06.0,,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),46,59
219,2,0:02.0,S. Curry misses 2-pt layup from 1 ft (block by K. Middleton),,46,59
220,2,0:02.0,Offensive rebound by S. Curry,,46,59
221,2,0:02.0,Shooting foul by J. Parker (drawn by S. Curry),,46,59
222,2,0:02.0,S. Curry makes free throw 1 of 2,,47,59
223,2,0:02.0,S. Curry makes free throw 2 of 2,,48,59
224,3,11:46.0,Turnover by S. Curry (bad pass; steal by O. Mayo),,48,59
225,3,11:44.0,,J. Parker makes 2-pt layup at rim (assist by G. Antetokounmpo),48,61
226,3,11:44.0,,Shooting foul by B. Rush (drawn by J. Parker),48,61
227,3,11:44.0,,J. Parker misses free throw 1 of 1,48,61
228,3,11:43.0,Defensive rebound by A. Bogut,,48,61
229,3,11:35.0,D. Green makes 2-pt layup at rim (assist by S. Curry),,50,61
230,3,11:35.0,Shooting foul by G. Monroe (drawn by D. Green),,50,61
231,3,11:35.0,D. Green makes free throw 1 of 1,,51,61
232,3,11:21.0,,O. Mayo misses 2-pt jump shot from 15 ft,51,61
233,3,11:19.0,Defensive rebound by D. Green,,51,61
234,3,11:11.0,B. Rush makes 3-pt jump shot from 25 ft (assist by D. Green),,54,61
235,3,10:54.0,,Turnover by K. Middleton (lost ball),54,61
236,3,10:36.0,K. Thompson misses 3-pt jump shot from 30 ft,,54,61
237,3,10:35.0,,Defensive rebound by K. Middleton,54,61
238,3,10:25.0,,K. Middleton misses 2-pt jump shot from 12 ft (block by A. Bogut),54,61
239,3,10:23.0,Defensive rebound by D. Green,,54,61
240,3,10:15.0,Turnover by D. Green (bad pass; steal by K. Middleton),,54,61
241,3,10:12.0,,J. Parker makes 2-pt layup from 2 ft (assist by K. Middleton),54,63
242,3,10:01.0,,Flagrant foul type 1 by K. Thompson (drawn by K. Middleton),54,63
243,3,10:01.0,Turnover by K. Thompson (offensive foul),,54,63
244,3,10:01.0,,O. Mayo makes flagrant free throw 1 of 2,54,64
245,3,10:01.0,,O. Mayo makes flagrant free throw 2 of 2,54,65
246,3,9:43.0,,J. Parker misses 2-pt layup from 2 ft,54,65
247,3,9:41.0,,Offensive rebound by G. Monroe,54,65
248,3,9:41.0,,G. Monroe makes 2-pt layup from 1 ft,54,67
249,3,9:25.0,B. Rush misses 3-pt jump shot from 23 ft,,54,67
250,3,9:25.0,,Defensive rebound by Team,54,67
251,3,9:25.0,Loose ball foul by D. Green (drawn by G. Antetokounmpo),,54,67
252,3,9:13.0,,Turnover by G. Antetokounmpo (bad pass),54,67
253,3,8:55.0,D. Green misses 2-pt jump shot at rim,,54,67
254,3,8:54.0,Offensive rebound by D. Green,,54,67
255,3,8:54.0,D. Green makes 2-pt layup at rim,,56,67
256,3,8:43.0,,G. Monroe misses 2-pt jump shot at rim (block by A. Bogut),56,67
257,3,8:41.0,Defensive rebound by A. Bogut,,56,67
258,3,8:30.0,K. Thompson misses 2-pt jump shot from 6 ft,,56,67
259,3,8:29.0,,Defensive rebound by G. Antetokounmpo,56,67
260,3,8:21.0,,G. Antetokounmpo misses 2-pt layup at rim (block by A. Bogut),56,67
261,3,8:14.0,,Offensive rebound by O. Mayo,56,67
262,3,7:56.0,,Turnover by G. Monroe (lost ball; steal by B. Rush),56,67
263,3,7:53.0,Shooting foul by O. Mayo (drawn by B. Rush),,56,67
264,3,7:53.0,B. Rush makes free throw 1 of 2,,57,67
265,3,7:53.0,B. Rush misses free throw 2 of 2,,57,67
266,3,7:51.0,,Defensive rebound by J. Parker,57,67
267,3,7:48.0,,Technical foul by G. Monroe,57,67
268,3,7:48.0,Technical foul by D. Green,,57,67
269,3,7:34.0,,K. Middleton misses 3-pt jump shot from 26 ft,57,67
270,3,7:32.0,Defensive rebound by A. Bogut,,57,67
271,3,7:26.0,S. Curry makes 2-pt layup at rim,,59,67
272,3,7:26.0,Shooting foul by J. Parker (drawn by S. Curry),,59,67
273,3,7:26.0,S. Curry makes free throw 1 of 1,,60,67
274,3,7:09.0,,K. Middleton misses 2-pt layup from 1 ft,60,67
275,3,7:07.0,,Offensive rebound by G. Monroe,60,67
276,3,7:06.0,,G. Monroe makes 2-pt layup at rim,60,69
277,3,6:55.0,D. Green makes 2-pt layup at rim (assist by S. Curry),,62,69
278,3,6:34.0,,K. Middleton misses 2-pt jump shot from 5 ft,62,69
279,3,6:32.0,Defensive rebound by D. Green,,62,69
280,3,6:28.0,Turnover by D. Green (lost ball; steal by K. Middleton),,62,69
281,3,6:28.0,,Personal foul by D. Green (drawn by K. Middleton),62,69
282,3,6:19.0,,Shooting foul by B. Rush (drawn by J. Parker),62,69
283,3,6:19.0,,J. Parker makes free throw 1 of 2,62,70
284,3,6:19.0,,J. Parker misses free throw 2 of 2,62,70
285,3,6:18.0,Defensive rebound by D. Green,,62,70
286,3,6:03.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),,64,70
287,3,5:54.0,,Turnover by O. Mayo (bad pass; steal by S. Curry),64,70
288,3,5:49.0,S. Curry misses 3-pt jump shot from 27 ft,,64,70
289,3,5:47.0,Offensive rebound by S. Curry,,64,70
290,3,5:44.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Curry),,67,70
291,3,5:28.0,,O. Mayo misses 3-pt jump shot from 25 ft,67,70
292,3,5:26.0,,Offensive rebound by J. Parker,67,70
293,3,5:22.0,,O. Mayo misses 3-pt jump shot from 26 ft,67,70
294,3,5:19.0,Defensive rebound by A. Bogut,,67,70
295,3,5:12.0,B. Rush makes 2-pt layup from 1 ft (assist by D. Green),,69,70
296,3,5:11.0,,Milwaukee full timeout,69,70
297,3,5:11.0,A. Iguodala enters the game for K. Thompson,,69,70
298,3,5:11.0,,M. Carter-Williams enters the game for O. Mayo,69,70
299,3,4:59.0,,M. Carter-Williams makes 2-pt layup from 2 ft,69,72
300,3,4:42.0,Personal foul by M. Carter-Williams (drawn by S. Curry),,69,72
301,3,4:31.0,B. Rush misses 2-pt layup from 1 ft,,69,72
302,3,4:29.0,,Defensive rebound by G. Monroe,69,72
303,3,4:28.0,Loose ball foul by D. Green (drawn by G. Monroe),,69,72
304,3,4:28.0,,G. Monroe makes free throw 1 of 2,69,73
305,3,4:28.0,F. Ezeli enters the game for A. Bogut,,69,73
306,3,4:28.0,,G. Monroe makes free throw 2 of 2,69,74
307,3,4:14.0,Shooting foul by G. Monroe (drawn by S. Curry),,69,74
308,3,4:14.0,S. Curry makes free throw 1 of 2,,70,74
309,3,4:14.0,,J. Henson enters the game for G. Monroe,70,74
310,3,4:14.0,S. Livingston enters the game for B. Rush,,70,74
311,3,4:14.0,S. Curry misses free throw 2 of 2,,70,74
312,3,4:13.0,Offensive rebound by F. Ezeli,,70,74
313,3,4:13.0,Personal foul by J. Henson (drawn by F. Ezeli),,70,74
314,3,4:13.0,F. Ezeli misses free throw 1 of 2,,70,74
315,3,4:13.0,Offensive rebound by Team,,70,74
316,3,4:13.0,F. Ezeli misses free throw 2 of 2,,70,74
317,3,4:10.0,,Defensive rebound by M. Carter-Williams,70,74
318,3,3:46.0,,J. Parker makes 2-pt jump shot from 20 ft (assist by J. Henson),70,76
319,3,3:31.0,Turnover by D. Green (bad pass; steal by J. Parker),,70,76
320,3,3:27.0,,J. Parker makes 2-pt layup at rim,70,78
321,3,3:04.0,Personal foul by J. Henson (drawn by D. Green),,70,78
322,3,3:04.0,D. Green misses free throw 1 of 2,,70,78
323,3,3:04.0,Offensive rebound by Team,,70,78
324,3,3:04.0,D. Green makes free throw 2 of 2,,71,78
325,3,2:42.0,,J. Henson misses 2-pt jump shot from 3 ft,71,78
326,3,2:41.0,Defensive rebound by A. Iguodala,,71,78
327,3,2:37.0,S. Livingston misses 2-pt jump shot from 8 ft,,71,78
328,3,2:34.0,Offensive rebound by D. Green,,71,78
329,3,2:34.0,D. Green misses 2-pt layup from 1 ft,,71,78
330,3,2:29.0,Offensive rebound by F. Ezeli,,71,78
331,3,2:29.0,F. Ezeli makes 2-pt layup at rim,,73,78
332,3,2:18.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,73,78
333,3,2:17.0,Defensive rebound by S. Curry,,73,78
334,3,2:14.0,S. Livingston makes 2-pt dunk at rim (assist by A. Iguodala),,75,78
335,3,1:46.0,,J. Henson misses 2-pt jump shot from 9 ft,75,78
336,3,1:46.0,,Offensive rebound by Team,75,78
337,3,1:46.0,,Turnover by Team (shot clock),75,78
338,3,1:46.0,Golden State full timeout,,75,78
339,3,1:46.0,,J. O'Bryant enters the game for G. Antetokounmpo,75,78
340,3,1:32.0,S. Curry makes 2-pt layup at rim,,77,78
341,3,1:13.0,,K. Middleton misses 2-pt jump shot from 18 ft,77,78
342,3,1:11.0,Defensive rebound by S. Curry,,77,78
343,3,1:02.0,S. Curry misses 2-pt jump shot from 19 ft,,77,78
344,3,1:00.0,,Defensive rebound by J. Parker,77,78
345,3,0:51.0,,M. Carter-Williams makes 2-pt jump shot from 4 ft,77,80
346,3,0:36.0,A. Iguodala misses 2-pt jump shot from 14 ft,,77,80
347,3,0:35.0,,Defensive rebound by J. Parker,77,80
348,3,0:22.0,,J. O'Bryant misses 2-pt jump shot from 4 ft,77,80
349,3,0:19.0,Defensive rebound by D. Green,,77,80
350,3,0:14.0,Turnover by D. Green (bad pass; steal by J. Parker),,77,80
351,3,0:00.0,,J. Henson misses 2-pt hook shot from 6 ft,77,80
352,3,0:00.0,,Offensive rebound by Team,77,80
353,4,11:46.0,,M. Carter-Williams misses 2-pt layup from 2 ft (block by J. Thompson),77,80
354,4,11:43.0,Defensive rebound by A. Iguodala,,77,80
355,4,11:42.0,A. Iguodala misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,77,80
356,4,11:42.0,Offensive rebound by Team,,77,80
357,4,11:34.0,Personal foul by J. Henson (drawn by F. Ezeli),,77,80
358,4,11:34.0,,G. Monroe enters the game for J. Henson,77,80
359,4,11:17.0,L. Barbosa misses 2-pt jump shot from 18 ft,,77,80
360,4,11:16.0,,Defensive rebound by G. Antetokounmpo,77,80
361,4,11:08.0,,J. O'Bryant misses 2-pt jump shot from 17 ft,77,80
362,4,11:06.0,Defensive rebound by A. Iguodala,,77,80
363,4,11:00.0,A. Iguodala misses 2-pt jump shot from 19 ft,,77,80
364,4,11:00.0,Offensive rebound by S. Livingston,,77,80
365,4,11:00.0,Personal foul by K. Middleton (drawn by S. Livingston),,77,80
366,4,10:47.0,S. Livingston misses 2-pt jump shot from 14 ft,,77,80
367,4,10:45.0,,Defensive rebound by Team,77,80
368,4,10:45.0,Loose ball foul by J. Thompson (drawn by G. Antetokounmpo),,77,80
369,4,10:27.0,,M. Carter-Williams makes 2-pt jump shot from 6 ft (assist by J. O'Bryant),77,82
370,4,10:16.0,Turnover by F. Ezeli (bad pass; steal by G. Antetokounmpo),,77,82
371,4,10:12.0,,Offensive foul by G. Antetokounmpo (drawn by A. Iguodala),77,82
372,4,10:12.0,,Turnover by G. Antetokounmpo (offensive foul),77,82
373,4,9:59.0,A. Iguodala misses 3-pt jump shot from 27 ft,,77,82
374,4,9:58.0,,Defensive rebound by K. Middleton,77,82
375,4,9:39.0,,M. Carter-Williams makes 2-pt jump shot from 7 ft,77,84
376,4,9:39.0,,Shooting foul by L. Barbosa (drawn by M. Carter-Williams),77,84
377,4,9:39.0,,M. Carter-Williams makes free throw 1 of 1,77,85
378,4,9:18.0,F. Ezeli misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,77,85
