,QUARTER,TIME_REMAINING,UTAH_ACTION,ORLANDO_ACTION,UTAH_SCORE,ORLANDO_SCORE
89,1,1:30.0,,M. Hezonja makes free throw 1 of 1,13,33
90,1,1:17.0,T. Burke makes 2-pt jump shot from 14 ft,,15,33
91,1,0:59.0,,Turnover by S. Napier (bad pass; steal by T. Booker),15,33
92,1,0:54.0,Turnover by T. Burke (bad pass),,15,33
93,1,0:37.0,,Turnover by M. Hezonja (lost ball; steal by A. Burks),15,33
94,1,0:18.0,Turnover by T. Booker (bad pass; steal by S. Napier),,15,33
95,1,0:01.0,,A. Gordon misses 2-pt jump shot from 6 ft,15,33
96,1,0:01.0,,Offensive rebound by Team,15,33
97,2,11:38.0,,S. Napier misses 2-pt jump shot from 10 ft,15,33
98,2,11:38.0,,Offensive rebound by Team,15,33
99,2,11:38.0,Loose ball foul by J. Withey (drawn by D. Dedmon),,15,33
100,2,11:30.0,,Turnover by M. Hezonja (lost ball; steal by J. Ingles),15,33
101,2,11:28.0,Turnover by T. Booker (bad pass; steal by M. Hezonja),,15,33
102,2,11:24.0,,A. Gordon makes 2-pt jump shot from 2 ft (assist by E. Fournier),15,35
103,2,11:24.0,,Shooting foul by A. Burks (drawn by A. Gordon),15,35
104,2,11:24.0,C. Johnson enters the game for A. Burks,,15,35
105,2,11:24.0,,A. Gordon makes free throw 1 of 1,15,36
106,2,11:06.0,Turnover by J. Ingles (bad pass; steal by S. Napier),,15,36
107,2,11:03.0,,Shooting foul by C. Johnson (drawn by A. Gordon),15,36
108,2,11:03.0,,A. Gordon makes free throw 1 of 2,15,37
109,2,11:03.0,,A. Gordon misses free throw 2 of 2,15,37
110,2,11:02.0,Defensive rebound by T. Booker,,15,37
111,2,10:49.0,T. Burke makes 2-pt jump shot from 8 ft,,17,37
112,2,10:34.0,,M. Hezonja misses 3-pt jump shot from 24 ft,17,37
113,2,10:32.0,Defensive rebound by T. Booker,,17,37
114,2,10:24.0,T. Burke makes 2-pt jump shot from 16 ft,,19,37
115,2,10:06.0,Violation by J. Withey (def goaltending),,19,37
116,2,10:06.0,,E. Fournier makes 2-pt layup from 2 ft,19,39
117,2,9:52.0,C. Johnson misses 2-pt layup from 2 ft (block by A. Gordon),,19,39
118,2,9:50.0,,Defensive rebound by Team,19,39
119,2,9:50.0,G. Hayward enters the game for J. Ingles,,19,39
120,2,9:40.0,,Turnover by M. Hezonja (lost ball; steal by T. Booker),19,39
121,2,9:35.0,G. Hayward makes 2-pt dunk at rim (assist by T. Burke),,21,39
122,2,9:21.0,,Turnover by D. Dedmon (bad pass),21,39
123,2,9:13.0,T. Burke misses 2-pt layup from 2 ft (block by D. Dedmon),,21,39
124,2,9:13.0,Offensive rebound by Team,,21,39
125,2,9:13.0,Personal foul by A. Gordon (drawn by J. Withey),,21,39
126,2,9:13.0,,T. Harris enters the game for M. Hezonja,21,39
127,2,9:02.0,C. Johnson misses 2-pt jump shot from 8 ft (block by T. Harris),,21,39
128,2,8:59.0,,Defensive rebound by D. Dedmon,21,39
129,2,8:51.0,,T. Harris misses 2-pt layup from 1 ft,21,39
130,2,8:50.0,Defensive rebound by J. Withey,,21,39
131,2,8:45.0,T. Burke makes 3-pt jump shot from 24 ft (assist by G. Hayward),,24,39
132,2,8:45.0,,Orlando full timeout,24,39
133,2,8:45.0,,E. Payton enters the game for S. Napier,24,39
134,2,8:21.0,,E. Fournier misses 2-pt jump shot from 2 ft (block by J. Withey),24,39
135,2,8:20.0,,Offensive rebound by D. Dedmon,24,39
136,2,8:20.0,,D. Dedmon misses 2-pt hook shot from 5 ft,24,39
137,2,8:20.0,,Offensive rebound by Team,24,39
138,2,8:19.0,,Turnover by Team (shot clock),24,39
139,2,8:03.0,T. Booker misses 3-pt jump shot from 23 ft,,24,39
140,2,8:02.0,,Defensive rebound by T. Harris,24,39
141,2,7:51.0,,E. Payton misses 3-pt jump shot from 22 ft,24,39
142,2,7:50.0,Defensive rebound by G. Hayward,,24,39
143,2,7:39.0,J. Withey makes 2-pt layup from 1 ft (assist by G. Hayward),,26,39
144,2,7:22.0,,A. Gordon misses 2-pt jump shot from 19 ft,26,39
145,2,7:21.0,Defensive rebound by T. Burke,,26,39
146,2,7:11.0,J. Withey makes 2-pt layup from 2 ft (assist by T. Burke),,28,39
147,2,6:58.0,,D. Dedmon makes 2-pt jump shot from 16 ft (assist by E. Fournier),28,41
148,2,6:35.0,T. Burke misses 3-pt jump shot from 25 ft,,28,41
149,2,6:34.0,Offensive rebound by J. Withey,,28,41
150,2,6:34.0,J. Withey misses 2-pt jump shot at rim,,28,41
151,2,6:32.0,Offensive rebound by J. Withey,,28,41
152,2,6:32.0,J. Withey misses 2-pt layup from 1 ft,,28,41
153,2,6:30.0,,Defensive rebound by T. Harris,28,41
154,2,6:19.0,,D. Dedmon misses 2-pt jump shot from 16 ft,28,41
155,2,6:18.0,Defensive rebound by T. Booker,,28,41
156,2,6:10.0,T. Burke makes 2-pt layup from 2 ft,,30,41
157,2,5:51.0,,Turnover by D. Dedmon (3 sec),30,41
158,2,5:51.0,Official timeout,,30,41
159,2,5:51.0,D. Favors enters the game for T. Booker,,30,41
160,2,5:51.0,T. Lyles enters the game for J. Withey,,30,41
161,2,5:51.0,,C. Frye enters the game for A. Gordon,30,41
162,2,5:51.0,,N. Vučević enters the game for D. Dedmon,30,41
163,2,5:44.0,Personal foul by E. Payton (drawn by T. Burke),,30,41
164,2,5:34.0,T. Burke makes 2-pt jump shot from 19 ft (assist by D. Favors),,32,41
165,2,5:16.0,,E. Fournier misses 2-pt jump shot from 14 ft,32,41
166,2,5:14.0,,Offensive rebound by C. Frye,32,41
167,2,5:14.0,,C. Frye misses 2-pt jump shot from 1 ft,32,41
168,2,5:12.0,Defensive rebound by C. Johnson,,32,41
169,2,4:56.0,Turnover by C. Johnson (traveling),,32,41
170,2,4:38.0,,Shooting foul by C. Johnson (drawn by T. Harris),32,41
171,2,4:38.0,,T. Harris makes free throw 1 of 2,32,42
172,2,4:38.0,E. Millsap enters the game for C. Johnson,,32,42
173,2,4:38.0,A. Burks enters the game for T. Burke,,32,42
174,2,4:38.0,,T. Harris makes free throw 2 of 2,32,43
175,2,4:14.0,A. Burks misses 3-pt jump shot from 25 ft,,32,43
176,2,4:13.0,,Defensive rebound by T. Harris,32,43
177,2,4:04.0,,Personal foul by E. Millsap (drawn by E. Fournier),32,43
178,2,4:04.0,,E. Fournier makes free throw 1 of 2,32,44
179,2,4:04.0,,E. Fournier makes free throw 2 of 2,32,45
180,2,3:53.0,T. Lyles misses 2-pt jump shot from 17 ft,,32,45
181,2,3:51.0,,Defensive rebound by N. Vučević,32,45
182,2,3:50.0,,Personal foul by T. Lyles (drawn by C. Frye),32,45
183,2,3:50.0,,C. Frye makes free throw 1 of 2,32,46
184,2,3:50.0,,C. Frye makes free throw 2 of 2,32,47
185,2,3:39.0,G. Hayward misses 2-pt jump shot from 17 ft,,32,47
186,2,3:38.0,,Defensive rebound by E. Fournier,32,47
187,2,3:26.0,,Turnover by E. Fournier (bad pass; steal by D. Favors),32,47
188,2,3:19.0,G. Hayward misses 3-pt jump shot from 25 ft,,32,47
189,2,3:18.0,,Defensive rebound by T. Harris,32,47
190,2,3:06.0,,Turnover by N. Vučević (traveling),32,47
191,2,2:56.0,A. Burks misses 2-pt layup from 2 ft,,32,47
192,2,2:53.0,,Defensive rebound by E. Payton,32,47
193,2,2:38.0,,C. Frye misses 3-pt jump shot from 25 ft,32,47
194,2,2:37.0,Defensive rebound by G. Hayward,,32,47
195,2,2:31.0,G. Hayward makes 2-pt layup from 2 ft,,34,47
196,2,2:11.0,,E. Payton misses 2-pt jump shot from 7 ft,34,47
197,2,2:10.0,Defensive rebound by D. Favors,,34,47
198,2,1:59.0,Personal foul by E. Fournier (drawn by A. Burks),,34,47
199,2,1:59.0,Utah full timeout,,34,47
200,2,1:59.0,T. Burke enters the game for T. Lyles,,34,47
201,2,1:59.0,J. Withey enters the game for D. Favors,,34,47
202,2,1:59.0,T. Booker enters the game for E. Millsap,,34,47
203,2,1:59.0,,S. Napier enters the game for E. Fournier,34,47
204,2,1:59.0,,M. Hezonja enters the game for E. Payton,34,47
205,2,1:52.0,G. Hayward misses 2-pt jump shot from 8 ft,,34,47
206,2,1:51.0,Offensive rebound by J. Withey,,34,47
207,2,1:51.0,J. Withey makes 2-pt jump shot at rim,,36,47
208,2,1:41.0,,Turnover by S. Napier (bad pass; steal by G. Hayward),36,47
209,2,1:35.0,T. Burke makes 2-pt layup from 1 ft (assist by G. Hayward),,38,47
210,2,1:26.0,,N. Vučević makes 2-pt jump shot from 20 ft,38,49
211,2,1:10.0,A. Burks misses 2-pt jump shot from 18 ft,,38,49
212,2,1:10.0,Offensive rebound by Team,,38,49
213,2,1:00.0,T. Burke misses 3-pt jump shot from 23 ft,,38,49
214,2,0:59.0,,Defensive rebound by S. Napier,38,49
215,2,0:53.0,,Turnover by T. Harris (lost ball),38,49
216,2,0:43.0,Personal foul by S. Napier (drawn by G. Hayward),,38,49
217,2,0:43.0,G. Hayward makes free throw 1 of 2,,39,49
218,2,0:43.0,C. Johnson enters the game for A. Burks,,39,49
219,2,0:43.0,G. Hayward makes free throw 2 of 2,,40,49
220,2,0:24.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by N. Vučević),40,52
221,2,0:00.0,C. Johnson misses 3-pt jump shot from 25 ft,,40,52
222,2,0:00.0,,Defensive rebound by N. Vučević,40,52
223,3,11:38.0,,N. Vučević misses 2-pt layup from 2 ft (block by D. Favors),40,52
224,3,11:37.0,Defensive rebound by R. Neto,,40,52
225,3,11:31.0,A. Burks misses 2-pt layup from 2 ft,,40,52
226,3,11:29.0,,Defensive rebound by E. Payton,40,52
227,3,11:19.0,,N. Vučević makes 2-pt jump shot from 18 ft,40,54
228,3,10:55.0,A. Burks misses 2-pt jump shot from 20 ft,,40,54
229,3,10:53.0,,Defensive rebound by N. Vučević,40,54
230,3,10:42.0,,N. Vučević misses 2-pt layup from 2 ft (block by J. Withey),40,54
231,3,10:40.0,Defensive rebound by D. Favors,,40,54
232,3,10:35.0,J. Withey makes 2-pt dunk at rim (assist by R. Neto),,42,54
233,3,10:17.0,,N. Vučević misses 2-pt jump shot from 19 ft,42,54
234,3,10:15.0,Defensive rebound by D. Favors,,42,54
235,3,10:04.0,A. Burks misses 3-pt jump shot from 24 ft,,42,54
236,3,10:02.0,,Defensive rebound by E. Fournier,42,54
237,3,9:50.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by C. Frye),42,57
238,3,9:22.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Neto),,45,57
239,3,9:16.0,,Turnover by C. Frye (bad pass; steal by R. Neto),45,57
240,3,9:06.0,G. Hayward misses 3-pt jump shot from 23 ft,,45,57
241,3,9:05.0,,Defensive rebound by T. Harris,45,57
242,3,8:49.0,,Turnover by E. Payton (bad pass; steal by D. Favors),45,57
243,3,8:43.0,G. Hayward misses 2-pt dunk from 1 ft,,45,57
244,3,8:41.0,,Defensive rebound by N. Vučević,45,57
245,3,8:35.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),45,60
246,3,8:18.0,A. Burks makes 3-pt jump shot from 26 ft (assist by G. Hayward),,48,60
247,3,8:05.0,,C. Frye misses 3-pt jump shot from 23 ft,48,60
248,3,8:04.0,Defensive rebound by D. Favors,,48,60
249,3,7:53.0,G. Hayward misses 2-pt layup from 1 ft,,48,60
250,3,7:51.0,Offensive rebound by G. Hayward,,48,60
251,3,7:45.0,D. Favors makes 2-pt dunk at rim (assist by R. Neto),,50,60
252,3,7:20.0,,E. Payton makes 3-pt jump shot from 23 ft (assist by N. Vučević),50,63
253,3,6:58.0,A. Burks makes 2-pt jump shot from 16 ft,,52,63
254,3,6:44.0,,C. Frye misses 3-pt jump shot from 25 ft,52,63
255,3,6:42.0,,Offensive rebound by T. Harris,52,63
256,3,6:42.0,,Shooting foul by J. Withey (drawn by T. Harris),52,63
257,3,6:42.0,,T. Harris makes free throw 1 of 2,52,64
258,3,6:42.0,T. Burke enters the game for R. Neto,,52,64
259,3,6:42.0,T. Booker enters the game for J. Withey,,52,64
260,3,6:42.0,,S. Napier enters the game for E. Fournier,52,64
261,3,6:42.0,,A. Gordon enters the game for E. Payton,52,64
262,3,6:42.0,,T. Harris makes free throw 2 of 2,52,65
263,3,6:30.0,Turnover by D. Favors (bad pass; steal by T. Harris),,52,65
264,3,6:24.0,,S. Napier misses 3-pt jump shot from 25 ft,52,65
265,3,6:22.0,Defensive rebound by D. Favors,,52,65
266,3,6:14.0,A. Burks misses 2-pt layup from 2 ft,,52,65
267,3,6:13.0,,Defensive rebound by T. Harris,52,65
268,3,6:02.0,C. Johnson enters the game for A. Burks,,52,65
269,3,6:02.0,,Orlando full timeout,52,65
270,3,5:49.0,,T. Harris misses 3-pt jump shot from 25 ft,52,65
271,3,5:49.0,,Offensive rebound by Team,52,65
272,3,5:49.0,Loose ball foul by G. Hayward (drawn by C. Frye),,52,65
273,3,5:43.0,,N. Vučević misses 2-pt hook shot from 10 ft,52,65
274,3,5:42.0,Defensive rebound by D. Favors,,52,65
275,3,5:27.0,Turnover by G. Hayward (bad pass; steal by T. Harris),,52,65
276,3,5:23.0,,T. Harris makes 2-pt dunk at rim,52,67
277,3,5:11.0,Personal foul by N. Vučević (drawn by D. Favors),,52,67
278,3,4:59.0,G. Hayward makes 2-pt jump shot from 4 ft (assist by T. Burke),,54,67
279,3,4:59.0,Shooting foul by N. Vučević (drawn by G. Hayward),,54,67
280,3,4:59.0,G. Hayward misses free throw 1 of 1,,54,67
281,3,4:59.0,,Defensive rebound by Team,54,67
282,3,4:59.0,Loose ball foul by T. Booker (drawn by C. Frye),,54,67
283,3,4:47.0,,N. Vučević misses 2-pt jump shot from 5 ft,54,67
284,3,4:47.0,,Offensive rebound by Team,54,67
285,3,4:47.0,Loose ball foul by T. Booker (drawn by C. Frye),,54,67
286,3,4:36.0,,Personal foul by C. Johnson (drawn by A. Gordon),54,67
287,3,4:36.0,,A. Gordon makes free throw 1 of 2,54,68
288,3,4:36.0,,A. Gordon makes free throw 2 of 2,54,69
289,3,4:29.0,Personal foul by A. Gordon (drawn by D. Favors),,54,69
290,3,4:22.0,Shooting foul by S. Napier (drawn by T. Burke),,54,69
291,3,4:22.0,T. Burke makes free throw 1 of 2,,55,69
292,3,4:22.0,T. Burke misses free throw 2 of 2,,55,69
293,3,4:21.0,Offensive rebound by T. Booker,,55,69
294,3,4:19.0,T. Booker misses 2-pt layup from 2 ft,,55,69
295,3,4:17.0,,Defensive rebound by N. Vučević,55,69
296,3,4:06.0,,Shooting foul by G. Hayward (drawn by T. Harris),55,69
297,3,4:06.0,,T. Harris makes free throw 1 of 2,55,70
298,3,4:06.0,,E. Payton enters the game for C. Frye,55,70
299,3,4:06.0,,T. Harris makes free throw 2 of 2,55,71
300,3,3:48.0,C. Johnson makes 3-pt jump shot from 22 ft (assist by G. Hayward),,58,71
301,3,3:30.0,,N. Vučević makes 2-pt jump shot from 13 ft,58,73
302,3,3:16.0,Personal foul by A. Gordon (drawn by T. Burke),,58,73
303,3,3:16.0,T. Burke misses free throw 1 of 2,,58,73
304,3,3:16.0,Offensive rebound by Team,,58,73
305,3,3:16.0,T. Burke misses free throw 2 of 2,,58,73
306,3,3:15.0,,Defensive rebound by N. Vučević,58,73
307,3,2:50.0,,T. Harris misses 3-pt jump shot from 23 ft,58,73
308,3,2:49.0,Defensive rebound by T. Booker,,58,73
309,3,2:39.0,D. Favors makes 2-pt layup from 2 ft (assist by T. Burke),,60,73
310,3,2:39.0,Shooting foul by T. Harris (drawn by D. Favors),,60,73
311,3,2:39.0,Utah full timeout,,60,73
312,3,2:39.0,A. Burks enters the game for G. Hayward,,60,73
313,3,2:39.0,D. Favors makes free throw 1 of 1,,61,73
314,3,2:23.0,,T. Harris misses 3-pt jump shot from 25 ft,61,73
315,3,2:21.0,Defensive rebound by D. Favors,,61,73
316,3,2:03.0,T. Burke misses 2-pt layup from 1 ft,,61,73
317,3,2:01.0,,Defensive rebound by T. Harris,61,73
318,3,2:00.0,,Personal foul by T. Booker (drawn by E. Payton),61,73
319,3,2:00.0,,E. Payton makes free throw 1 of 2,61,74
320,3,2:00.0,J. Withey enters the game for D. Favors,,61,74
321,3,2:00.0,,E. Payton makes free throw 2 of 2,61,75
322,3,1:50.0,,E. Fournier enters the game for T. Harris,61,75
323,3,1:50.0,,D. Dedmon enters the game for N. Vučević,61,75
324,3,1:39.0,Turnover by C. Johnson (step out of bounds),,61,75
325,3,1:26.0,,S. Napier makes 2-pt jump shot from 16 ft,61,77
326,3,1:03.0,T. Burke misses 2-pt layup from 3 ft (block by E. Payton),,61,77
327,3,1:03.0,Offensive rebound by Team,,61,77
328,3,0:59.0,A. Burks misses 3-pt jump shot from 24 ft,,61,77
329,3,0:58.0,Offensive rebound by T. Booker,,61,77
330,3,0:56.0,T. Booker misses 2-pt layup from 1 ft,,61,77
331,3,0:55.0,Offensive rebound by A. Burks,,61,77
332,3,0:55.0,Shooting foul by D. Dedmon (drawn by A. Burks),,61,77
333,3,0:55.0,A. Burks makes free throw 1 of 2,,62,77
334,3,0:55.0,A. Burks makes free throw 2 of 2,,63,77
335,3,0:39.0,,E. Fournier makes 3-pt jump shot from 29 ft (assist by A. Gordon),63,80
336,3,0:18.0,C. Johnson misses 2-pt jump shot from 14 ft,,63,80
337,3,0:17.0,Offensive rebound by A. Burks,,63,80
338,3,0:04.0,A. Burks misses 2-pt layup from 2 ft (block by A. Gordon),,63,80
339,3,0:04.0,,Defensive rebound by Team,63,80
340,3,0:00.0,,E. Fournier misses 3-pt jump shot from 41 ft,63,80
341,3,0:00.0,,Offensive rebound by Team,63,80
342,4,11:40.0,C. Johnson misses 3-pt jump shot from 24 ft,,63,80
343,4,11:39.0,,Defensive rebound by Team,63,80
344,4,11:20.0,,D. Dedmon misses 2-pt layup from 1 ft,63,80
345,4,11:19.0,,Offensive rebound by A. Gordon,63,80
346,4,11:17.0,,A. Gordon misses 2-pt layup from 2 ft (block by T. Booker),63,80
347,4,11:15.0,,Offensive rebound by A. Gordon,63,80
348,4,11:11.0,,A. Gordon makes 2-pt layup from 2 ft,63,82
349,4,10:43.0,T. Booker misses 3-pt jump shot from 29 ft,,63,82
350,4,10:42.0,,Defensive rebound by D. Dedmon,63,82
351,4,10:39.0,,Turnover by E. Payton (bad pass; steal by T. Booker),63,82
352,4,10:31.0,T. Booker makes 2-pt dunk at rim (assist by A. Burks),,65,82
353,4,10:13.0,,Turnover by S. Napier (bad pass; steal by T. Booker),65,82
354,4,10:08.0,R. Neto makes 2-pt layup from 1 ft (assist by T. Booker),,67,82
355,4,9:59.0,,Turnover by S. Napier (lost ball; steal by J. Withey),67,82
356,4,9:53.0,R. Neto misses 2-pt layup from 2 ft (block by D. Dedmon),,67,82
357,4,9:51.0,Offensive rebound by C. Johnson,,67,82
358,4,9:51.0,C. Johnson misses 2-pt layup from 2 ft,,67,82
359,4,9:51.0,Offensive rebound by Team,,67,82
360,4,9:51.0,Shooting foul by E. Fournier (drawn by A. Burks),,67,82
361,4,9:51.0,A. Burks makes free throw 1 of 2,,68,82
362,4,9:51.0,E. Millsap enters the game for C. Johnson,,68,82
363,4,9:51.0,A. Burks makes free throw 2 of 2,,69,82
364,4,9:36.0,,D. Dedmon makes 2-pt jump shot at rim (assist by E. Payton),69,84
365,4,9:26.0,T. Booker misses 2-pt layup from 1 ft (block by D. Dedmon),,69,84
366,4,9:26.0,Offensive rebound by Team,,69,84
367,4,9:18.0,A. Burks misses 2-pt hook shot from 8 ft,,69,84
368,4,9:16.0,,Defensive rebound by A. Gordon,69,84
369,4,9:13.0,,Shooting block foul by E. Millsap (drawn by E. Fournier),69,84
370,4,9:13.0,,E. Fournier makes 2-pt layup from 1 ft (assist by A. Gordon),69,86
371,4,9:13.0,,T. Harris enters the game for S. Napier,69,86
372,4,9:13.0,,E. Fournier makes free throw 1 of 1,69,87
373,4,8:59.0,Shooting foul by A. Gordon (drawn by E. Millsap),,69,87
374,4,8:59.0,Official timeout,,69,87
375,4,8:59.0,D. Favors enters the game for A. Burks,,69,87
376,4,8:59.0,G. Hayward enters the game for J. Withey,,69,87
377,4,8:59.0,E. Millsap makes free throw 1 of 2,,70,87
378,4,8:59.0,E. Millsap makes free throw 2 of 2,,71,87
379,4,8:41.0,,E. Payton makes 2-pt jump shot from 12 ft (assist by T. Harris),71,89
380,4,8:18.0,Turnover by R. Neto (bad pass; steal by A. Gordon),,71,89
381,4,8:13.0,,E. Fournier makes 2-pt layup from 1 ft (assist by A. Gordon),71,91
382,4,7:47.0,R. Neto misses 3-pt jump shot from 24 ft,,71,91
383,4,7:46.0,,Defensive rebound by E. Fournier,71,91
384,4,7:25.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by E. Payton),71,94
385,4,7:20.0,Utah full timeout,,71,94
386,4,7:20.0,T. Lyles enters the game for G. Hayward,,71,94
387,4,7:20.0,C. Johnson enters the game for D. Favors,,71,94
388,4,7:20.0,J. Withey enters the game for T. Booker,,71,94
389,4,7:10.0,C. Johnson misses 3-pt jump shot from 27 ft,,71,94
390,4,7:09.0,,Defensive rebound by T. Harris,71,94
