,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DALLAS_ACTION,WASHINGTON_SCORE,DALLAS_SCORE
27,1,7:15.0,,Defensive rebound by Z. Pachulia,16,13
28,1,7:01.0,,C. Parsons misses 3-pt jump shot from 24 ft,16,13
29,1,7:00.0,Defensive rebound by M. Gortat,,16,13
30,1,6:52.0,G. Temple misses 3-pt jump shot from 24 ft,,16,13
31,1,6:51.0,,Defensive rebound by W. Matthews,16,13
32,1,6:36.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),16,16
33,1,6:21.0,O. Porter misses 2-pt jump shot from 12 ft,,16,16
34,1,6:20.0,,Defensive rebound by Z. Pachulia,16,16
35,1,6:10.0,,W. Matthews misses 3-pt jump shot from 24 ft,16,16
36,1,6:09.0,,Offensive rebound by Z. Pachulia,16,16
37,1,6:07.0,,C. Parsons makes 2-pt dunk at rim (assist by Z. Pachulia),16,18
38,1,5:59.0,Washington full timeout,,16,18
39,1,5:59.0,,D. Harris enters the game for C. Parsons,16,18
40,1,5:59.0,,D. Powell enters the game for D. Nowitzki,16,18
41,1,5:48.0,J. Wall makes 2-pt jump shot from 8 ft,,18,18
42,1,5:22.0,,D. Powell misses 2-pt hook shot from 5 ft,18,18
43,1,5:21.0,,Offensive rebound by Z. Pachulia,18,18
44,1,5:21.0,Loose ball foul by J. Dudley (drawn by Z. Pachulia),,18,18
45,1,5:10.0,,D. Powell misses 2-pt jump shot from 16 ft,18,18
46,1,5:09.0,Defensive rebound by M. Gortat,,18,18
47,1,5:05.0,,Offensive charge foul by G. Temple (drawn by D. Harris),18,18
48,1,5:05.0,Turnover by G. Temple (offensive foul),,18,18
49,1,5:05.0,G. Neal enters the game for G. Temple,,18,18
50,1,4:43.0,,Z. Pachulia makes 2-pt layup at rim,18,20
51,1,4:32.0,Personal foul by R. Felton (drawn by J. Wall),,18,20
52,1,4:21.0,J. Wall misses 2-pt jump shot from 16 ft,,18,20
53,1,4:20.0,,Defensive rebound by Z. Pachulia,18,20
54,1,4:11.0,,Shooting block foul by G. Neal (drawn by D. Harris),18,20
55,1,4:11.0,,D. Harris makes free throw 1 of 2,18,21
56,1,4:11.0,,D. Harris makes free throw 2 of 2,18,22
57,1,4:02.0,Turnover by J. Wall (bad pass),,18,22
58,1,4:02.0,K. Oubre enters the game for O. Porter,,18,22
59,1,3:42.0,,R. Felton misses 2-pt jump shot from 8 ft,18,22
60,1,3:41.0,Defensive rebound by J. Wall,,18,22
61,1,3:36.0,Turnover by G. Neal (traveling),,18,22
62,1,3:36.0,O. Porter enters the game for J. Dudley,,18,22
63,1,3:22.0,,Shooting foul by M. Gortat (drawn by D. Powell),18,22
64,1,3:22.0,,D. Powell makes free throw 1 of 2,18,23
65,1,3:22.0,,J. Barea enters the game for R. Felton,18,23
66,1,3:22.0,,D. Powell makes free throw 2 of 2,18,24
67,1,3:04.0,G. Neal makes 2-pt jump shot from 13 ft (assist by J. Wall),,20,24
68,1,2:49.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),20,26
69,1,2:36.0,O. Porter makes 2-pt jump shot from 18 ft (assist by J. Wall),,22,26
70,1,2:34.0,,Dallas full timeout,22,26
71,1,2:34.0,,C. Parsons enters the game for Z. Pachulia,22,26
72,1,2:34.0,,D. Nowitzki enters the game for W. Matthews,22,26
73,1,2:34.0,D. Blair enters the game for M. Gortat,,22,26
74,1,2:21.0,,D. Harris misses 2-pt jump shot from 5 ft,22,26
75,1,2:20.0,Defensive rebound by K. Oubre,,22,26
76,1,2:01.0,J. Wall makes 2-pt layup from 1 ft,,24,26
77,1,1:33.0,,D. Harris misses 2-pt jump shot from 17 ft,24,26
78,1,1:32.0,Defensive rebound by O. Porter,,24,26
79,1,1:25.0,Turnover by J. Wall (lost ball),,24,26
80,1,1:25.0,J. Dudley enters the game for O. Porter,,24,26
81,1,1:25.0,R. Sessions enters the game for J. Wall,,24,26
82,1,1:13.0,,D. Powell makes 2-pt dunk at rim (assist by D. Harris),24,28
83,1,0:49.0,Turnover by K. Oubre (traveling),,24,28
84,1,0:35.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,24,28
85,1,0:34.0,Defensive rebound by K. Oubre,,24,28
86,1,0:15.0,R. Sessions makes 2-pt jump shot from 4 ft,,26,28
87,1,0:02.0,,J. Barea misses 2-pt jump shot from 13 ft (block by R. Sessions),26,28
88,1,0:01.0,Defensive rebound by D. Blair,,26,28
89,1,0:00.0,D. Blair misses 3-pt jump shot from 80 ft,,26,28
90,1,0:00.0,Offensive rebound by Team,,26,28
91,2,11:43.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,26,28
92,2,11:42.0,Defensive rebound by K. Oubre,,26,28
93,2,11:33.0,R. Sessions makes 2-pt jump shot from 20 ft,,28,28
94,2,11:24.0,,Shooting foul by K. Oubre (drawn by C. Parsons),28,28
95,2,11:24.0,,C. Parsons misses free throw 1 of 2,28,28
96,2,11:24.0,,Offensive rebound by Team,28,28
97,2,11:24.0,,C. Parsons makes free throw 2 of 2,28,29
98,2,11:14.0,Shooting foul by D. Nowitzki (drawn by K. Oubre),,28,29
99,2,11:14.0,K. Oubre makes free throw 1 of 2,,29,29
100,2,11:14.0,,R. Felton enters the game for D. Harris,29,29
101,2,11:14.0,,W. Matthews enters the game for C. Parsons,29,29
102,2,11:14.0,K. Oubre misses free throw 2 of 2,,29,29
103,2,11:13.0,,Defensive rebound by D. Powell,29,29
104,2,10:59.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,29,29
105,2,10:59.0,,Offensive rebound by D. Powell,29,29
106,2,10:52.0,,J. Barea misses 2-pt layup from 1 ft,29,29
107,2,10:51.0,Defensive rebound by D. Blair,,29,29
108,2,10:45.0,R. Sessions misses 2-pt layup from 2 ft (block by D. Nowitzki),,29,29
109,2,10:43.0,,Defensive rebound by R. Felton,29,29
110,2,10:38.0,,J. Barea misses 2-pt jump shot from 4 ft,29,29
111,2,10:37.0,Defensive rebound by J. Dudley,,29,29
112,2,10:33.0,K. Oubre makes 2-pt jump shot from 6 ft (assist by J. Dudley),,31,29
113,2,10:14.0,,Turnover by J. Barea (bad pass; steal by K. Oubre),31,29
114,2,10:03.0,Def 3 sec tech foul by W. Matthews,,31,29
115,2,10:03.0,G. Neal makes technical free throw,,32,29
116,2,9:55.0,G. Neal makes 2-pt jump shot from 22 ft,,34,29
117,2,9:35.0,,J. Barea makes 2-pt jump shot from 12 ft,34,31
118,2,9:23.0,J. Dudley misses 3-pt jump shot from 24 ft,,34,31
119,2,9:21.0,,Defensive rebound by R. Felton,34,31
120,2,9:12.0,,W. Matthews makes 2-pt jump shot from 13 ft (assist by J. Barea),34,33
121,2,9:01.0,K. Oubre misses 3-pt jump shot from 23 ft,,34,33
122,2,9:01.0,,Defensive rebound by Team,34,33
123,2,8:48.0,,D. Powell makes 2-pt jump shot from 4 ft,34,35
124,2,8:31.0,G. Neal misses 2-pt jump shot from 19 ft,,34,35
125,2,8:30.0,,Defensive rebound by D. Powell,34,35
126,2,8:24.0,,R. Felton makes 2-pt layup at rim,34,37
127,2,8:17.0,Washington full timeout,,34,37
128,2,8:17.0,,C. Parsons enters the game for D. Nowitzki,34,37
129,2,8:17.0,,Z. Pachulia enters the game for D. Powell,34,37
130,2,8:17.0,M. Gortat enters the game for J. Dudley,,34,37
131,2,8:17.0,O. Porter enters the game for K. Oubre,,34,37
132,2,8:17.0,J. Wall enters the game for D. Blair,,34,37
133,2,8:07.0,M. Gortat misses 2-pt jump shot from 8 ft,,34,37
134,2,8:06.0,,Defensive rebound by C. Parsons,34,37
135,2,7:44.0,,R. Felton misses 3-pt jump shot from 24 ft,34,37
136,2,7:43.0,Defensive rebound by M. Gortat,,34,37
137,2,7:30.0,R. Sessions makes 3-pt jump shot from 24 ft (assist by J. Wall),,37,37
138,2,7:12.0,,Turnover by W. Matthews (lost ball),37,37
139,2,7:12.0,G. Temple enters the game for G. Neal,,37,37
140,2,7:01.0,,C. Villanueva enters the game for W. Matthews,37,37
141,2,7:01.0,,D. Harris enters the game for J. Barea,37,37
142,2,6:49.0,M. Gortat makes 2-pt jump shot from 11 ft (assist by O. Porter),,39,37
143,2,6:36.0,,C. Parsons makes 2-pt layup from 2 ft (assist by Z. Pachulia),39,39
144,2,6:25.0,O. Porter misses 3-pt jump shot from 23 ft,,39,39
145,2,6:24.0,,Defensive rebound by R. Felton,39,39
146,2,6:10.0,,C. Parsons misses 3-pt jump shot from 22 ft,39,39
147,2,6:08.0,Defensive rebound by M. Gortat,,39,39
148,2,5:59.0,J. Wall misses 2-pt jump shot from 19 ft,,39,39
149,2,5:58.0,,Defensive rebound by C. Villanueva,39,39
150,2,5:43.0,,Turnover by Z. Pachulia (lost ball; steal by J. Wall),39,39
151,2,5:37.0,J. Wall makes 2-pt layup from 2 ft,,41,39
152,2,5:26.0,,Personal foul by J. Wall (drawn by C. Parsons),41,39
153,2,5:26.0,Official timeout,,41,39
154,2,5:15.0,,C. Villanueva misses 3-pt jump shot from 24 ft,41,39
155,2,5:14.0,,Offensive rebound by D. Harris,41,39
156,2,5:09.0,,R. Felton misses 3-pt jump shot from 24 ft,41,39
157,2,5:08.0,,Offensive rebound by Z. Pachulia,41,39
158,2,4:56.0,,C. Villanueva misses 3-pt jump shot from 23 ft,41,39
159,2,4:55.0,,Offensive rebound by C. Villanueva,41,39
160,2,4:54.0,,Turnover by C. Villanueva (lost ball),41,39
161,2,4:37.0,O. Porter misses 3-pt jump shot from 25 ft,,41,39
162,2,4:36.0,,Defensive rebound by C. Parsons,41,39
163,2,4:25.0,,C. Villanueva misses 2-pt jump shot from 9 ft (block by O. Porter),41,39
164,2,4:24.0,Defensive rebound by O. Porter,,41,39
165,2,4:20.0,,Offensive charge foul by R. Sessions (drawn by D. Harris),41,39
166,2,4:20.0,Turnover by R. Sessions (offensive foul),,41,39
167,2,3:57.0,,Z. Pachulia misses 2-pt jump shot from 3 ft,41,39
168,2,3:56.0,Defensive rebound by M. Gortat,,41,39
169,2,3:49.0,R. Sessions makes 3-pt jump shot from 23 ft (assist by J. Wall),,44,39
170,2,3:46.0,,Dallas full timeout,44,39
171,2,3:46.0,,D. Powell enters the game for Z. Pachulia,44,39
172,2,3:46.0,,D. Nowitzki enters the game for R. Felton,44,39
173,2,3:46.0,,W. Matthews enters the game for C. Villanueva,44,39
174,2,3:28.0,,C. Parsons misses 2-pt jump shot from 16 ft,44,39
175,2,3:27.0,Defensive rebound by J. Wall,,44,39
176,2,3:22.0,Shooting block foul by C. Parsons (drawn by R. Sessions),,44,39
177,2,3:22.0,R. Sessions misses free throw 1 of 2,,44,39
178,2,3:22.0,Offensive rebound by Team,,44,39
179,2,3:22.0,J. Dudley enters the game for G. Temple,,44,39
180,2,3:22.0,R. Sessions makes free throw 2 of 2,,45,39
181,2,3:04.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Harris),45,42
182,2,2:38.0,M. Gortat makes 2-pt jump shot from 11 ft (assist by R. Sessions),,47,42
183,2,2:18.0,,Turnover by W. Matthews (lost ball),47,42
184,2,2:00.0,O. Porter makes 2-pt jump shot from 14 ft (assist by R. Sessions),,49,42
185,2,1:58.0,,Dallas full timeout,49,42
186,2,1:58.0,,R. Felton enters the game for C. Parsons,49,42
187,2,1:48.0,,Personal block foul by J. Dudley (drawn by R. Felton),49,42
188,2,1:35.0,,W. Matthews misses 3-pt jump shot from 27 ft,49,42
189,2,1:34.0,,Offensive rebound by Team,49,42
190,2,1:34.0,,Turnover by Team (shot clock),49,42
191,2,1:34.0,,Z. Pachulia enters the game for D. Powell,49,42
192,2,1:24.0,O. Porter misses 3-pt jump shot from 24 ft,,49,42
193,2,1:23.0,,Defensive rebound by Team,49,42
194,2,1:08.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by Z. Pachulia),49,45
195,2,1:00.0,J. Wall misses 2-pt jump shot from 21 ft,,49,45
196,2,1:00.0,,Defensive rebound by R. Felton,49,45
197,2,0:54.0,,D. Harris makes 2-pt layup from 1 ft (assist by R. Felton),49,47
198,2,0:40.0,M. Gortat makes 2-pt hook shot from 4 ft (assist by O. Porter),,51,47
199,2,0:28.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),51,50
200,2,0:22.0,Washington full timeout,,51,50
201,2,0:22.0,,D. Powell enters the game for D. Nowitzki,51,50
202,2,0:22.0,G. Neal enters the game for J. Dudley,,51,50
203,2,0:08.0,R. Sessions misses 3-pt jump shot from 24 ft,,51,50
204,2,0:07.0,,Defensive rebound by Z. Pachulia,51,50
205,2,0:00.0,,R. Felton misses 2-pt jump shot from 12 ft,51,50
206,2,0:00.0,,Offensive rebound by Team,51,50
207,3,11:48.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),51,53
208,3,11:32.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,53,53
209,3,11:09.0,,Turnover by R. Felton (bad pass; steal by O. Porter),53,53
210,3,11:04.0,J. Wall makes 2-pt layup at rim (assist by G. Temple),,55,53
211,3,10:51.0,,Turnover by W. Matthews (lost ball; steal by G. Temple),55,53
212,3,10:45.0,J. Dudley makes 3-pt jump shot from 23 ft (assist by J. Wall),,58,53
213,3,10:22.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,58,53
214,3,10:22.0,Defensive rebound by O. Porter,,58,53
215,3,10:15.0,J. Wall misses 2-pt jump shot from 4 ft,,58,53
216,3,10:14.0,Offensive rebound by O. Porter,,58,53
217,3,10:00.0,J. Wall misses 3-pt jump shot from 23 ft,,58,53
218,3,9:59.0,,Defensive rebound by R. Felton,58,53
219,3,9:53.0,,Shooting block foul by J. Dudley (drawn by R. Felton),58,53
220,3,9:53.0,,R. Felton makes free throw 1 of 2,58,54
221,3,9:53.0,,R. Felton makes free throw 2 of 2,58,55
222,3,9:37.0,M. Gortat makes 2-pt layup from 1 ft (assist by G. Temple),,60,55
223,3,9:18.0,,C. Parsons misses 3-pt jump shot from 24 ft,60,55
224,3,9:17.0,Defensive rebound by J. Dudley,,60,55
225,3,9:10.0,O. Porter makes 2-pt jump shot from 13 ft (assist by J. Wall),,62,55
226,3,9:10.0,Away from play foul by Z. Pachulia (drawn by M. Gortat),,62,55
227,3,9:10.0,,Technical foul by Z. Pachulia,62,55
228,3,9:10.0,,Dallas full timeout,62,55
229,3,9:10.0,J. Wall makes technical free throw,,63,55
230,3,9:10.0,M. Gortat misses free throw 1 of 1,,63,55
231,3,9:09.0,,Defensive rebound by Z. Pachulia,63,55
232,3,8:52.0,,C. Parsons misses 2-pt jump shot from 20 ft,63,55
233,3,8:51.0,Defensive rebound by Team,,63,55
234,3,8:37.0,O. Porter makes 2-pt jump shot from 19 ft (assist by M. Gortat),,65,55
235,3,8:23.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,65,55
236,3,8:22.0,Defensive rebound by G. Temple,,65,55
237,3,8:16.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,68,55
238,3,8:14.0,,Dallas full timeout,68,55
239,3,8:14.0,,D. Harris enters the game for C. Parsons,68,55
240,3,8:14.0,,J. Barea enters the game for R. Felton,68,55
241,3,8:03.0,,D. Harris misses 2-pt jump shot from 4 ft (block by M. Gortat),68,55
242,3,8:02.0,,Offensive rebound by Z. Pachulia,68,55
243,3,8:01.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by G. Temple),68,55
244,3,8:00.0,,Offensive rebound by Team,68,55
245,3,8:00.0,,Inbound foul by G. Temple,68,55
246,3,8:00.0,,D. Harris makes free throw 1 of 2,68,56
247,3,8:00.0,,D. Harris misses free throw 2 of 2,68,56
248,3,7:59.0,Defensive rebound by M. Gortat,,68,56
249,3,7:46.0,O. Porter misses 3-pt jump shot from 25 ft,,68,56
250,3,7:45.0,,Defensive rebound by Z. Pachulia,68,56
251,3,7:27.0,,D. Nowitzki makes 2-pt layup from 2 ft,68,58
252,3,7:21.0,G. Temple misses 2-pt layup from 1 ft,,68,58
253,3,7:20.0,Offensive rebound by O. Porter,,68,58
254,3,7:20.0,O. Porter makes 2-pt layup at rim,,70,58
255,3,7:10.0,,Z. Pachulia misses 2-pt layup from 1 ft,70,58
256,3,7:08.0,Defensive rebound by M. Gortat,,70,58
257,3,7:04.0,Turnover by J. Wall (lost ball; steal by W. Matthews),,70,58
258,3,7:00.0,,W. Matthews misses 2-pt layup from 2 ft (block by J. Wall),70,58
259,3,6:57.0,,Offensive rebound by Z. Pachulia,70,58
260,3,6:57.0,,Z. Pachulia makes 2-pt layup from 1 ft,70,60
261,3,6:53.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,72,60
262,3,6:34.0,,J. Barea makes 3-pt jump shot from 24 ft,72,63
263,3,6:13.0,O. Porter makes 2-pt jump shot from 20 ft (assist by J. Wall),,74,63
264,3,5:51.0,,Z. Pachulia makes 2-pt hook shot from 7 ft,74,65
265,3,5:43.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by J. Wall),,77,65
266,3,5:27.0,,J. Barea misses 2-pt jump shot from 16 ft,77,65
267,3,5:26.0,Defensive rebound by O. Porter,,77,65
268,3,5:14.0,J. Dudley misses 2-pt jump shot from 2 ft,,77,65
269,3,5:12.0,,Defensive rebound by D. Nowitzki,77,65
270,3,4:55.0,,W. Matthews misses 3-pt jump shot from 24 ft,77,65
271,3,4:54.0,Defensive rebound by M. Gortat,,77,65
272,3,4:29.0,J. Wall makes 2-pt jump shot from 20 ft,,79,65
273,3,4:27.0,,Dallas full timeout,79,65
274,3,4:27.0,,D. Powell enters the game for D. Nowitzki,79,65
275,3,4:27.0,,R. Felton enters the game for Z. Pachulia,79,65
276,3,4:27.0,,C. Villanueva enters the game for W. Matthews,79,65
277,3,4:27.0,R. Sessions enters the game for J. Dudley,,79,65
278,3,4:04.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Harris),79,68
279,3,3:39.0,O. Porter makes 3-pt jump shot from 22 ft (assist by J. Wall),,82,68
280,3,3:31.0,,Personal block foul by R. Sessions,82,68
281,3,3:31.0,G. Neal enters the game for J. Wall,,82,68
282,3,3:31.0,Violation by Team (delay of game),,82,68
283,3,3:22.0,,C. Villanueva misses 2-pt jump shot from 9 ft,82,68
284,3,3:20.0,Defensive rebound by M. Gortat,,82,68
285,3,3:04.0,G. Neal makes 3-pt jump shot from 22 ft (assist by M. Gortat),,85,68
286,3,2:56.0,,Def 3 sec tech foul by M. Gortat,85,68
287,3,2:56.0,,R. Felton makes technical free throw,85,69
288,3,2:48.0,,C. Villanueva misses 3-pt jump shot from 23 ft,85,69
289,3,2:47.0,Defensive rebound by M. Gortat,,85,69
290,3,2:37.0,O. Porter makes 3-pt jump shot from 24 ft (assist by R. Sessions),,88,69
291,3,2:19.0,,J. Barea misses 2-pt jump shot from 7 ft,88,69
292,3,2:18.0,Defensive rebound by M. Gortat,,88,69
293,3,2:12.0,R. Sessions makes 2-pt jump shot from 3 ft (assist by O. Porter),,90,69
294,3,1:50.0,,C. Villanueva makes 2-pt layup at rim (assist by J. Barea),90,71
295,3,1:37.0,Turnover by R. Sessions (bad pass; steal by R. Felton),,90,71
296,3,1:37.0,,Personal take foul by R. Sessions (drawn by R. Felton),90,71
297,3,1:37.0,Washington full timeout,,90,71
298,3,1:37.0,,C. Parsons enters the game for C. Villanueva,90,71
299,3,1:37.0,K. Oubre enters the game for O. Porter,,90,71
300,3,1:21.0,,J. Barea misses 2-pt jump shot from 12 ft,90,71
301,3,1:20.0,,Offensive rebound by Team,90,71
302,3,1:20.0,,Personal block foul by K. Oubre (drawn by D. Powell),90,71
303,3,1:20.0,,D. Powell misses free throw 1 of 2,90,71
304,3,1:20.0,,Offensive rebound by Team,90,71
305,3,1:20.0,,D. Powell makes free throw 2 of 2,90,72
306,3,0:58.0,M. Gortat misses 2-pt layup from 1 ft,,90,72
307,3,0:57.0,,Defensive rebound by R. Felton,90,72
308,3,0:46.0,,R. Felton misses 2-pt layup from 2 ft,90,72
309,3,0:44.0,Defensive rebound by M. Gortat,,90,72
310,3,0:31.0,,Offensive charge foul by K. Oubre (drawn by D. Harris),90,72
311,3,0:31.0,Turnover by K. Oubre (offensive foul),,90,72
312,3,0:31.0,D. Blair enters the game for M. Gortat,,90,72
313,3,0:24.0,,Turnover by D. Harris (traveling),90,72
314,3,0:24.0,J. Wall enters the game for K. Oubre,,90,72
315,3,0:03.0,G. Neal misses 2-pt jump shot from 11 ft,,90,72
316,3,0:02.0,,Defensive rebound by D. Harris,90,72
317,4,11:39.0,D. Blair misses 2-pt jump shot from 17 ft,,90,72
318,4,11:38.0,,Defensive rebound by C. Parsons,90,72
319,4,11:29.0,,Turnover by C. Parsons (bad pass; steal by D. Blair),90,72
320,4,11:29.0,Personal foul by C. Parsons (drawn by D. Blair),,90,72
321,4,11:06.0,G. Neal misses 2-pt jump shot from 14 ft,,90,72
322,4,11:05.0,,Defensive rebound by R. Felton,90,72
323,4,10:57.0,,J. Barea misses 2-pt layup from 2 ft,90,72
324,4,10:56.0,Defensive rebound by D. Blair,,90,72
325,4,10:50.0,D. Blair misses 2-pt jump shot from 3 ft,,90,72
326,4,10:50.0,,Defensive rebound by D. Nowitzki,90,72
327,4,10:50.0,,Personal foul by D. Blair (drawn by D. Nowitzki),90,72
328,4,10:40.0,,R. Felton makes 2-pt jump shot from 4 ft,90,74
329,4,10:40.0,,Shooting block foul by J. Dudley (drawn by R. Felton),90,74
330,4,10:40.0,J. Wall enters the game for G. Temple,,90,74
331,4,10:40.0,O. Porter enters the game for D. Blair,,90,74
332,4,10:40.0,,R. Felton makes free throw 1 of 1,90,75
333,4,10:23.0,G. Neal misses 3-pt jump shot from 24 ft,,90,75
334,4,10:21.0,Offensive rebound by J. Dudley,,90,75
335,4,10:17.0,J. Wall makes 3-pt jump shot from 23 ft (assist by R. Sessions),,93,75
336,4,10:03.0,,Shooting foul by O. Porter (drawn by D. Nowitzki),93,75
337,4,10:03.0,,D. Nowitzki makes free throw 1 of 2,93,76
338,4,10:03.0,,W. Matthews enters the game for C. Parsons,93,76
339,4,10:03.0,,D. Nowitzki makes free throw 2 of 2,93,77
340,4,9:45.0,G. Neal misses 3-pt jump shot from 24 ft,,93,77
341,4,9:44.0,,Defensive rebound by D. Harris,93,77
342,4,9:23.0,,D. Harris misses 3-pt jump shot from 24 ft,93,77
343,4,9:21.0,Defensive rebound by J. Wall,,93,77
344,4,9:14.0,Shooting foul by R. Felton (drawn by O. Porter),,93,77
345,4,9:14.0,O. Porter makes free throw 1 of 2,,94,77
346,4,9:14.0,O. Porter makes free throw 2 of 2,,95,77
347,4,9:02.0,,W. Matthews makes 2-pt layup from 1 ft (assist by D. Nowitzki),95,79
348,4,8:53.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by J. Wall),,98,79
349,4,8:38.0,,Shooting block foul by O. Porter (drawn by D. Nowitzki),98,79
350,4,8:38.0,Official timeout,,98,79
351,4,8:38.0,,Violation by Team (delay of game),98,79
352,4,8:38.0,,D. Nowitzki makes free throw 1 of 2,98,80
353,4,8:38.0,,D. Nowitzki makes free throw 2 of 2,98,81
354,4,8:15.0,J. Dudley misses 2-pt jump shot from 20 ft,,98,81
355,4,8:14.0,,Defensive rebound by R. Felton,98,81
356,4,8:07.0,,R. Felton makes 2-pt layup from 2 ft,98,83
357,4,7:57.0,Turnover by R. Sessions (traveling),,98,83
358,4,7:47.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by R. Felton),98,86
359,4,7:21.0,J. Dudley misses 2-pt jump shot from 16 ft,,98,86
360,4,7:20.0,,Defensive rebound by D. Nowitzki,98,86
361,4,7:13.0,,J. Barea misses 3-pt jump shot from 24 ft,98,86
362,4,7:12.0,Defensive rebound by Team,,98,86
363,4,7:02.0,J. Dudley misses 2-pt layup at rim (block by D. Nowitzki),,98,86
364,4,7:00.0,Offensive rebound by J. Dudley,,98,86
365,4,7:00.0,J. Dudley makes 2-pt layup at rim,,100,86
366,4,6:50.0,,Turnover by R. Felton (lost ball),100,86
367,4,6:31.0,J. Wall misses 2-pt jump shot from 6 ft (block by D. Harris),,100,86
368,4,6:31.0,Offensive rebound by Team,,100,86
369,4,6:31.0,Washington full timeout,,100,86
370,4,6:31.0,,D. Powell enters the game for D. Nowitzki,100,86
371,4,6:31.0,G. Temple enters the game for G. Neal,,100,86
372,4,6:26.0,J. Wall misses 2-pt jump shot from 21 ft,,100,86
373,4,6:25.0,,Defensive rebound by R. Felton,100,86
374,4,6:17.0,,Offensive foul by W. Matthews (drawn by R. Sessions),100,86
375,4,6:17.0,,Turnover by W. Matthews (offensive foul),100,86
376,4,5:55.0,O. Porter misses 2-pt jump shot from 15 ft,,100,86
377,4,5:54.0,,Defensive rebound by J. Barea,100,86
378,4,5:36.0,,W. Matthews misses 2-pt layup from 1 ft (block by J. Wall),100,86
379,4,5:35.0,Defensive rebound by R. Sessions,,100,86
380,4,5:24.0,Turnover by O. Porter (bad pass; steal by W. Matthews),,100,86
381,4,5:23.0,,Personal foul by J. Wall (drawn by W. Matthews),100,86
382,4,5:23.0,,Dallas full timeout,100,86
383,4,5:23.0,M. Gortat enters the game for J. Dudley,,100,86
384,4,5:23.0,,W. Matthews makes free throw 1 of 2,100,87
385,4,5:23.0,,W. Matthews makes free throw 2 of 2,100,88
386,4,5:03.0,J. Wall makes 3-pt jump shot from 22 ft (assist by R. Sessions),,103,88
387,4,4:44.0,,W. Matthews makes 2-pt jump shot from 17 ft (assist by R. Felton),103,90
