,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHOENIX_ACTION,MEMPHIS_SCORE,PHOENIX_SCORE
0,1,11:41.0,,B. Knight misses 3-pt jump shot from 24 ft,0,0
1,1,11:41.0,,Offensive rebound by Team,0,0
2,1,11:41.0,,Personal foul by R. McCallum,0,0
3,1,11:27.0,,T. Chandler misses 2-pt hook shot from 4 ft,0,0
4,1,11:24.0,Defensive rebound by M. Barnes,,0,0
5,1,11:07.0,Turnover by T. Allen (bad pass; steal by T. Chandler),,0,0
6,1,10:55.0,,T. Chandler makes 2-pt dunk at rim (assist by P. Tucker),0,2
7,1,10:34.0,Turnover by M. Barnes (lost ball; steal by P. Tucker),,0,2
8,1,10:18.0,,P. Tucker makes 2-pt jump shot from 21 ft (assist by D. Booker),0,4
9,1,9:55.0,T. Allen makes 2-pt layup from 1 ft,,2,4
10,1,9:43.0,,P. Tucker misses 2-pt hook shot from 2 ft,2,4
11,1,9:41.0,,Offensive rebound by P. Tucker,2,4
12,1,9:31.0,,A. Len misses 2-pt jump shot from 17 ft,2,4
13,1,9:29.0,Defensive rebound by M. Barnes,,2,4
14,1,9:23.0,T. Allen misses 2-pt jump shot from 16 ft,,2,4
15,1,9:22.0,,Defensive rebound by B. Knight,2,4
16,1,9:22.0,Loose ball foul by T. Allen,,2,4
17,1,9:14.0,,Personal foul by Z. Randolph,2,4
18,1,9:09.0,,P. Tucker makes 2-pt layup at rim (assist by A. Len),2,6
19,1,8:47.0,Z. Randolph makes 2-pt jump shot from 20 ft (assist by R. McCallum),,4,6
20,1,8:34.0,,Shooting foul by T. Allen (drawn by P. Tucker),4,6
21,1,8:34.0,,P. Tucker makes free throw 1 of 2,4,7
22,1,8:34.0,,P. Tucker makes free throw 2 of 2,4,8
23,1,8:24.0,Z. Randolph misses 2-pt jump shot from 5 ft,,4,8
24,1,8:21.0,,Defensive rebound by A. Len,4,8
25,1,8:14.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by B. Knight),4,11
26,1,7:47.0,R. Hollins makes 2-pt jump shot from 15 ft (assist by R. McCallum),,6,11
27,1,7:30.0,,B. Knight misses 2-pt jump shot from 15 ft,6,11
28,1,7:27.0,Defensive rebound by Z. Randolph,,6,11
29,1,7:16.0,Z. Randolph misses 2-pt hook shot from 4 ft,,6,11
30,1,7:14.0,,Defensive rebound by A. Len,6,11
31,1,6:59.0,,A. Len makes 2-pt jump shot from 18 ft (assist by P. Tucker),6,13
