,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MIAMI_ACTION,WASHINGTON_SCORE,MIAMI_SCORE
72,1,3:45.0,,Offensive rebound by Team,14,21
73,1,3:45.0,R. Sessions enters the game for J. Dudley,,14,21
74,1,3:45.0,M. Morris enters the game for O. Porter,,14,21
75,1,3:45.0,,H. Whiteside misses free throw 2 of 2,14,21
76,1,3:44.0,Defensive rebound by M. Morris,,14,21
77,1,3:29.0,M. Morris misses 2-pt jump shot from 16 ft,,14,21
78,1,3:28.0,Offensive rebound by M. Gortat,,14,21
79,1,3:24.0,M. Gortat misses 2-pt jump shot from 5 ft,,14,21
80,1,3:23.0,,Defensive rebound by G. Dragić,14,21
81,1,3:13.0,,G. Green misses 2-pt jump shot from 17 ft,14,21
82,1,3:12.0,Defensive rebound by R. Sessions,,14,21
83,1,3:08.0,Shooting foul by J. Richardson (drawn by B. Beal),,14,21
84,1,3:08.0,B. Beal misses free throw 1 of 2,,14,21
85,1,3:08.0,Offensive rebound by Team,,14,21
86,1,3:08.0,,L. Deng enters the game for G. Green,14,21
87,1,3:08.0,B. Beal misses free throw 2 of 2,,14,21
88,1,3:04.0,Offensive rebound by M. Morris,,14,21
89,1,3:03.0,M. Morris makes 2-pt layup at rim,,16,21
90,1,2:45.0,,H. Whiteside misses 2-pt layup from 2 ft,16,21
91,1,2:44.0,,Offensive rebound by L. Deng,16,21
92,1,2:44.0,,L. Deng makes 2-pt jump shot from 3 ft,16,23
93,1,2:44.0,,Shooting foul by M. Morris (drawn by L. Deng),16,23
94,1,2:44.0,,J. McRoberts enters the game for J. Winslow,16,23
95,1,2:44.0,,L. Deng makes free throw 1 of 1,16,24
96,1,2:25.0,M. Morris misses 2-pt jump shot from 16 ft,,16,24
97,1,2:24.0,,Defensive rebound by H. Whiteside,16,24
98,1,2:14.0,,L. Deng misses 2-pt layup from 1 ft,16,24
99,1,2:13.0,Defensive rebound by M. Gortat,,16,24
100,1,2:09.0,Turnover by J. Wall (bad pass),,16,24
101,1,1:53.0,,G. Dragić misses 2-pt jump shot from 15 ft,16,24
102,1,1:52.0,,Offensive rebound by L. Deng,16,24
103,1,1:51.0,,L. Deng misses 2-pt layup from 2 ft,16,24
104,1,1:50.0,,Offensive rebound by H. Whiteside,16,24
105,1,1:46.0,,H. Whiteside makes 2-pt hook shot from 5 ft,16,26
106,1,1:34.0,B. Beal makes 3-pt jump shot from 23 ft,,19,26
107,1,1:12.0,,G. Dragić misses 2-pt jump shot from 15 ft,19,26
108,1,1:11.0,,Offensive rebound by H. Whiteside,19,26
109,1,1:11.0,,Shooting foul by M. Gortat (drawn by H. Whiteside),19,26
110,1,1:11.0,,H. Whiteside misses free throw 1 of 2,19,26
111,1,1:11.0,,Offensive rebound by Team,19,26
112,1,1:11.0,,B. Udrih enters the game for G. Dragić,19,26
113,1,1:11.0,N. Hilário enters the game for M. Gortat,,19,26
114,1,1:11.0,,H. Whiteside makes free throw 2 of 2,19,27
115,1,0:52.0,J. Wall misses 2-pt layup from 1 ft,,19,27
116,1,0:51.0,,Defensive rebound by H. Whiteside,19,27
117,1,0:44.0,,Personal foul by M. Morris (drawn by J. McRoberts),19,27
118,1,0:44.0,,J. McRoberts makes free throw 1 of 2,19,28
119,1,0:44.0,,J. McRoberts misses free throw 2 of 2,19,28
120,1,0:44.0,Defensive rebound by B. Beal,,19,28
121,1,0:28.0,B. Beal misses 2-pt layup from 2 ft,,19,28
122,1,0:27.0,,Defensive rebound by H. Whiteside,19,28
123,1,0:08.0,,H. Whiteside makes 2-pt jump shot from 12 ft,19,30
124,2,11:41.0,M. Morris makes 2-pt jump shot from 14 ft,,21,30
125,2,11:19.0,,L. Deng misses 2-pt jump shot from 5 ft (block by M. Morris),21,30
126,2,11:17.0,,Offensive rebound by L. Deng,21,30
127,2,11:14.0,,L. Deng misses 2-pt jump shot from 6 ft,21,30
128,2,11:12.0,Defensive rebound by G. Temple,,21,30
129,2,11:03.0,G. Temple misses 3-pt jump shot from 25 ft,,21,30
130,2,11:02.0,,Defensive rebound by L. Deng,21,30
131,2,10:53.0,,B. Udrih makes 2-pt layup from 2 ft,21,32
132,2,10:40.0,R. Sessions makes 2-pt jump shot from 15 ft,,23,32
133,2,10:23.0,,B. Udrih makes 2-pt jump shot from 16 ft,23,34
134,2,10:06.0,B. Beal makes 2-pt jump shot from 12 ft,,25,34
135,2,9:47.0,,Turnover by B. Udrih (lost ball; steal by M. Morris),25,34
136,2,9:42.0,B. Beal misses 2-pt layup from 2 ft,,25,34
137,2,9:38.0,Offensive rebound by R. Sessions,,25,34
138,2,9:38.0,R. Sessions misses 2-pt layup at rim,,25,34
139,2,9:36.0,,Defensive rebound by B. Udrih,25,34
140,2,9:33.0,,B. Udrih misses 2-pt jump shot from 16 ft,25,34
141,2,9:32.0,Defensive rebound by Team,,25,34
142,2,9:32.0,,Loose ball foul by H. Whiteside (drawn by B. Beal),25,34
143,2,9:32.0,O. Porter enters the game for B. Beal,,25,34
144,2,9:16.0,R. Sessions misses 2-pt jump shot from 18 ft,,25,34
145,2,9:15.0,,Defensive rebound by H. Whiteside,25,34
146,2,9:05.0,,Personal foul by M. Morris (drawn by J. McRoberts),25,34
147,2,9:05.0,J. Dudley enters the game for M. Morris,,25,34
148,2,8:56.0,,L. Deng makes 2-pt jump shot from 16 ft (assist by J. Richardson),25,36
149,2,8:43.0,R. Sessions misses 2-pt jump shot from 4 ft,,25,36
150,2,8:42.0,,Defensive rebound by H. Whiteside,25,36
151,2,8:28.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by L. Deng),25,39
152,2,8:24.0,Washington full timeout,,25,39
153,2,8:15.0,J. Dudley makes 2-pt jump shot from 17 ft (assist by R. Sessions),,27,39
154,2,7:55.0,,J. McRoberts misses 2-pt hook shot from 7 ft,27,39
155,2,7:54.0,Defensive rebound by N. Hilário,,27,39
156,2,7:51.0,Shooting foul by J. McRoberts (drawn by R. Sessions),,27,39
157,2,7:51.0,R. Sessions makes free throw 1 of 2,,28,39
158,2,7:51.0,,J. Winslow enters the game for L. Deng,28,39
159,2,7:51.0,R. Sessions misses free throw 2 of 2,,28,39
160,2,7:50.0,,Defensive rebound by H. Whiteside,28,39
161,2,7:38.0,,J. McRoberts misses 3-pt jump shot from 24 ft,28,39
162,2,7:37.0,Defensive rebound by N. Hilário,,28,39
163,2,7:29.0,O. Porter misses 3-pt jump shot from 23 ft,,28,39
164,2,7:28.0,,Defensive rebound by B. Udrih,28,39
165,2,7:06.0,,J. Winslow makes 2-pt jump shot from 8 ft,28,41
166,2,6:57.0,N. Hilário makes 2-pt dunk at rim (assist by J. Dudley),,30,41
167,2,6:53.0,,Miami full timeout,30,41
168,2,6:53.0,M. Gortat enters the game for N. Hilário,,30,41
169,2,6:53.0,,G. Green enters the game for J. Winslow,30,41
170,2,6:53.0,,G. Dragić enters the game for B. Udrih,30,41
171,2,6:35.0,,J. McRoberts misses 2-pt jump shot from 10 ft,30,41
172,2,6:34.0,Defensive rebound by J. Dudley,,30,41
173,2,6:27.0,R. Sessions misses 2-pt layup from 1 ft (block by J. Richardson),,30,41
174,2,6:26.0,,Defensive rebound by H. Whiteside,30,41
175,2,6:13.0,,G. Dragić makes 2-pt layup from 2 ft,30,43
176,2,6:02.0,O. Porter misses 3-pt jump shot from 24 ft,,30,43
177,2,6:01.0,,Defensive rebound by H. Whiteside,30,43
178,2,5:47.0,,G. Dragić misses 3-pt jump shot from 25 ft,30,43
179,2,5:46.0,Defensive rebound by O. Porter,,30,43
180,2,5:38.0,M. Gortat misses 2-pt hook shot from 7 ft,,30,43
181,2,5:37.0,,Defensive rebound by J. Richardson,30,43
182,2,5:29.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by J. McRoberts),30,45
183,2,5:29.0,,Shooting foul by J. Dudley (drawn by H. Whiteside),30,45
184,2,5:29.0,J. Wall enters the game for R. Sessions,,30,45
185,2,5:29.0,,H. Whiteside makes free throw 1 of 1,30,46
186,2,5:15.0,J. Dudley misses 3-pt jump shot from 24 ft,,30,46
187,2,5:14.0,Offensive rebound by Team,,30,46
188,2,5:12.0,B. Beal enters the game for G. Temple,,30,46
189,2,4:57.0,J. Wall misses 2-pt jump shot from 19 ft,,30,46
190,2,4:56.0,,Defensive rebound by H. Whiteside,30,46
191,2,4:41.0,,Personal foul by J. Dudley (drawn by H. Whiteside),30,46
192,2,4:29.0,,J. McRoberts makes 2-pt dunk at rim,30,48
193,2,4:22.0,B. Beal misses 2-pt jump shot from 14 ft,,30,48
194,2,4:21.0,,Defensive rebound by H. Whiteside,30,48
195,2,4:11.0,,G. Dragić misses 2-pt jump shot from 14 ft,30,48
196,2,4:10.0,,Offensive rebound by H. Whiteside,30,48
197,2,4:06.0,,H. Whiteside makes 2-pt layup from 1 ft,30,50
198,2,4:01.0,Washington full timeout,,30,50
199,2,4:01.0,,L. Deng enters the game for J. McRoberts,30,50
200,2,3:50.0,M. Gortat makes 2-pt jump shot from 7 ft (assist by B. Beal),,32,50
201,2,3:32.0,,L. Deng misses 2-pt layup from 1 ft,32,50
202,2,3:31.0,Defensive rebound by J. Dudley,,32,50
203,2,3:24.0,J. Wall misses 3-pt jump shot from 25 ft,,32,50
204,2,3:23.0,Offensive rebound by J. Dudley,,32,50
205,2,3:20.0,J. Dudley makes 2-pt layup at rim,,34,50
206,2,3:08.0,,L. Deng makes 2-pt layup from 1 ft (assist by G. Dragić),34,52
207,2,2:47.0,M. Gortat misses 2-pt jump shot from 5 ft (block by H. Whiteside),,34,52
208,2,2:46.0,,Defensive rebound by J. Richardson,34,52
209,2,2:39.0,,J. Richardson misses 2-pt jump shot from 10 ft,34,52
210,2,2:38.0,Defensive rebound by J. Wall,,34,52
211,2,2:31.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,36,52
212,2,2:11.0,,H. Whiteside misses 2-pt jump shot from 15 ft,36,52
213,2,2:10.0,,Offensive rebound by G. Dragić,36,52
214,2,2:09.0,,G. Dragić misses 2-pt layup from 1 ft,36,52
215,2,2:08.0,Defensive rebound by M. Gortat,,36,52
216,2,1:58.0,J. Wall makes 2-pt jump shot from 14 ft,,38,52
217,2,1:47.0,,Miami full timeout,38,52
218,2,1:47.0,Official timeout,,38,52
219,2,1:47.0,,A. Stoudemire enters the game for H. Whiteside,38,52
220,2,1:47.0,K. Oubre enters the game for J. Dudley,,38,52
221,2,1:41.0,,Personal foul by K. Oubre (drawn by G. Green),38,52
222,2,1:37.0,,Personal foul by K. Oubre (drawn by L. Deng),38,52
223,2,1:37.0,,L. Deng makes free throw 1 of 2,38,53
224,2,1:37.0,,L. Deng makes free throw 2 of 2,38,54
225,2,1:26.0,J. Wall makes 2-pt layup from 2 ft,,40,54
226,2,1:06.0,,Shooting foul by K. Oubre (drawn by G. Dragić),40,54
227,2,1:06.0,,G. Dragić makes free throw 1 of 2,40,55
228,2,1:06.0,,H. Whiteside enters the game for A. Stoudemire,40,55
229,2,1:06.0,R. Sessions enters the game for K. Oubre,,40,55
230,2,1:06.0,,G. Dragić misses free throw 2 of 2,40,55
231,2,1:05.0,,Offensive rebound by H. Whiteside,40,55
232,2,1:01.0,,G. Dragić misses 2-pt layup at rim,40,55
233,2,1:01.0,Defensive rebound by O. Porter,,40,55
234,2,0:56.0,R. Sessions misses 2-pt dunk from 2 ft (block by J. Richardson),,40,55
235,2,0:55.0,Offensive rebound by J. Wall,,40,55
236,2,0:47.0,O. Porter makes 2-pt jump shot from 15 ft,,42,55
237,2,0:36.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),42,57
238,2,0:25.0,J. Wall makes 2-pt jump shot from 17 ft,,44,57
239,2,0:04.0,,G. Dragić makes 2-pt layup from 2 ft,44,59
240,2,0:00.0,J. Wall misses 2-pt jump shot from 16 ft,,44,59
241,2,0:00.0,Offensive rebound by Team,,44,59
242,3,11:43.0,M. Gortat makes 2-pt jump shot from 6 ft (assist by J. Wall),,46,59
243,3,11:43.0,Shooting foul by A. Stoudemire (drawn by M. Gortat),,46,59
244,3,11:43.0,M. Gortat makes free throw 1 of 1,,47,59
245,3,11:22.0,,A. Stoudemire misses 2-pt jump shot from 4 ft,47,59
246,3,11:21.0,Defensive rebound by O. Porter,,47,59
247,3,11:15.0,J. Wall makes 2-pt jump shot from 18 ft,,49,59
248,3,11:01.0,,G. Dragić makes 2-pt jump shot from 12 ft,49,61
249,3,10:48.0,J. Dudley makes 2-pt jump shot from 20 ft (assist by M. Gortat),,51,61
250,3,10:37.0,,G. Dragić makes 2-pt layup from 1 ft (assist by L. Deng),51,63
251,3,10:21.0,G. Temple misses 2-pt jump shot from 16 ft,,51,63
252,3,10:20.0,,Defensive rebound by G. Dragić,51,63
253,3,10:17.0,,Shooting foul by J. Wall (drawn by J. Winslow),51,63
254,3,10:17.0,,J. Winslow misses free throw 1 of 2,51,63
255,3,10:17.0,,Offensive rebound by Team,51,63
256,3,10:17.0,,J. Winslow misses free throw 2 of 2,51,63
257,3,10:16.0,Defensive rebound by M. Gortat,,51,63
258,3,10:03.0,J. Wall misses 2-pt jump shot from 20 ft,,51,63
259,3,10:02.0,,Defensive rebound by A. Stoudemire,51,63
260,3,9:39.0,,L. Deng makes 2-pt jump shot from 9 ft,51,65
261,3,9:18.0,J. Dudley makes 2-pt jump shot from 12 ft (assist by M. Gortat),,53,65
262,3,8:53.0,,J. Winslow misses 2-pt jump shot from 17 ft,53,65
263,3,8:52.0,Defensive rebound by M. Gortat,,53,65
264,3,8:35.0,G. Temple misses 2-pt jump shot from 11 ft,,53,65
265,3,8:34.0,,Defensive rebound by L. Deng,53,65
266,3,8:22.0,,G. Green makes 3-pt jump shot from 24 ft,53,68
267,3,8:15.0,J. Dudley makes 2-pt layup from 2 ft (assist by J. Wall),,55,68
268,3,8:02.0,,G. Dragić misses 2-pt jump shot from 17 ft,55,68
269,3,8:01.0,Defensive rebound by M. Gortat,,55,68
270,3,7:51.0,Shooting foul by J. Winslow (drawn by M. Gortat),,55,68
271,3,7:51.0,M. Gortat misses free throw 1 of 2,,55,68
272,3,7:51.0,Offensive rebound by Team,,55,68
273,3,7:51.0,M. Gortat makes free throw 2 of 2,,56,68
274,3,7:40.0,,Turnover by A. Stoudemire (offensive foul),56,68
275,3,7:40.0,,Offensive foul by A. Stoudemire (drawn by G. Temple),56,68
276,3,7:27.0,J. Wall misses 2-pt jump shot from 17 ft (block by G. Dragić),,56,68
277,3,7:26.0,,Defensive rebound by G. Dragić,56,68
278,3,7:20.0,,J. Winslow makes 2-pt layup from 1 ft (assist by L. Deng),56,70
279,3,7:20.0,Washington full timeout,,56,70
280,3,7:06.0,J. Dudley misses 2-pt jump shot from 7 ft,,56,70
281,3,7:05.0,,Defensive rebound by L. Deng,56,70
282,3,7:02.0,,Shooting foul by G. Temple (drawn by G. Dragić),56,70
283,3,7:02.0,,G. Dragić makes free throw 1 of 2,56,71
284,3,7:02.0,B. Beal enters the game for G. Temple,,56,71
285,3,7:02.0,,G. Dragić makes free throw 2 of 2,56,72
286,3,6:53.0,O. Porter misses 2-pt jump shot from 19 ft,,56,72
287,3,6:52.0,Offensive rebound by M. Gortat,,56,72
288,3,6:49.0,J. Dudley makes 2-pt layup from 2 ft,,58,72
289,3,6:49.0,Shooting block foul by L. Deng (drawn by J. Dudley),,58,72
290,3,6:49.0,J. Dudley makes free throw 1 of 1,,59,72
291,3,6:35.0,,J. Winslow misses 2-pt jump shot from 6 ft,59,72
292,3,6:34.0,Defensive rebound by J. Dudley,,59,72
293,3,6:11.0,B. Beal misses 2-pt jump shot from 16 ft,,59,72
294,3,6:10.0,,Defensive rebound by J. Winslow,59,72
295,3,6:00.0,,Turnover by J. Winslow (bad pass; steal by O. Porter),59,72
296,3,5:56.0,Turnover by J. Wall (traveling),,59,72
297,3,5:56.0,,J. Richardson enters the game for L. Deng,59,72
298,3,5:45.0,,A. Stoudemire makes 2-pt dunk at rim (assist by G. Dragić),59,74
299,3,5:31.0,Personal foul by J. Winslow (drawn by J. Dudley),,59,74
300,3,5:31.0,M. Morris enters the game for J. Dudley,,59,74
301,3,5:23.0,M. Gortat misses 2-pt jump shot from 13 ft,,59,74
302,3,5:22.0,,Defensive rebound by J. Winslow,59,74
303,3,5:13.0,,G. Green misses 3-pt jump shot from 24 ft,59,74
304,3,5:12.0,Defensive rebound by J. Wall,,59,74
305,3,5:12.0,Personal foul by G. Dragić (drawn by J. Wall),,59,74
306,3,5:12.0,J. Wall makes free throw 1 of 2,,60,74
307,3,5:12.0,J. Wall makes free throw 2 of 2,,61,74
308,3,4:59.0,,G. Dragić makes 2-pt jump shot from 15 ft,61,76
309,3,4:50.0,Offensive foul by B. Beal (drawn by G. Dragić),,61,76
310,3,4:50.0,Turnover by B. Beal (offensive foul),,61,76
311,3,4:39.0,,G. Dragić misses 2-pt jump shot from 13 ft,61,76
312,3,4:38.0,Defensive rebound by M. Gortat,,61,76
313,3,4:21.0,M. Gortat misses 2-pt layup from 1 ft (block by G. Green),,61,76
314,3,4:20.0,Offensive rebound by Team,,61,76
315,3,4:20.0,,B. Udrih enters the game for G. Dragić,61,76
316,3,4:17.0,B. Beal misses 2-pt jump shot from 19 ft,,61,76
317,3,4:16.0,,Defensive rebound by J. Richardson,61,76
318,3,4:06.0,,B. Udrih misses 3-pt jump shot from 23 ft,61,76
319,3,4:05.0,,Offensive rebound by J. Winslow,61,76
320,3,3:52.0,,J. Richardson makes 2-pt jump shot from 16 ft,61,78
321,3,3:41.0,J. Wall misses 2-pt jump shot from 20 ft,,61,78
322,3,3:40.0,,Defensive rebound by B. Udrih,61,78
323,3,3:36.0,,J. Winslow misses 2-pt jump shot from 4 ft,61,78
324,3,3:35.0,,Offensive rebound by J. Winslow,61,78
325,3,3:34.0,,J. Winslow makes 2-pt layup from 1 ft,61,80
326,3,3:34.0,Washington full timeout,,61,80
327,3,3:34.0,R. Sessions enters the game for J. Wall,,61,80
328,3,3:34.0,,H. Whiteside enters the game for A. Stoudemire,61,80
329,3,3:15.0,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Morris),,64,80
330,3,3:00.0,,Turnover by B. Udrih (bad pass; steal by M. Morris),64,80
331,3,2:47.0,B. Beal misses 3-pt jump shot from 25 ft,,64,80
332,3,2:46.0,,Defensive rebound by H. Whiteside,64,80
333,3,2:31.0,,B. Udrih makes 2-pt jump shot from 15 ft,64,82
334,3,2:16.0,M. Morris misses 2-pt layup from 1 ft (block by H. Whiteside),,64,82
335,3,2:15.0,Offensive rebound by M. Gortat,,64,82
336,3,2:06.0,R. Sessions makes 2-pt jump shot from 12 ft,,66,82
337,3,1:48.0,,Turnover by B. Udrih (lost ball; steal by R. Sessions),66,82
338,3,1:42.0,B. Beal misses 2-pt layup from 2 ft (block by J. Richardson),,66,82
339,3,1:41.0,,Defensive rebound by H. Whiteside,66,82
340,3,1:23.0,,B. Udrih misses 2-pt jump shot from 18 ft,66,82
341,3,1:22.0,Defensive rebound by M. Morris,,66,82
342,3,1:07.0,B. Beal makes 2-pt jump shot from 8 ft,,68,82
343,3,1:07.0,Shooting foul by G. Green (drawn by B. Beal),,68,82
344,3,1:07.0,N. Hilário enters the game for M. Gortat,,68,82
345,3,1:07.0,B. Beal misses free throw 1 of 1,,68,82
346,3,1:06.0,,Defensive rebound by H. Whiteside,68,82
347,3,1:01.0,,Miami full timeout,68,82
348,3,1:01.0,,J. McRoberts enters the game for J. Winslow,68,82
349,3,1:01.0,,L. Deng enters the game for G. Green,68,82
350,3,0:46.0,,Offensive foul by H. Whiteside (drawn by N. Hilário),68,82
351,3,0:46.0,,Turnover by H. Whiteside (offensive foul),68,82
352,3,0:26.0,M. Morris misses 2-pt jump shot from 10 ft,,68,82
353,3,0:25.0,,Defensive rebound by H. Whiteside,68,82
354,3,0:02.0,,J. Richardson misses 2-pt jump shot from 17 ft,68,82
355,3,0:01.0,Defensive rebound by Team,,68,82
356,3,0:00.0,B. Beal misses 3-pt jump shot from 55 ft,,68,82
357,3,0:00.0,Offensive rebound by Team,,68,82
358,4,11:36.0,,H. Whiteside makes 2-pt jump shot from 6 ft,68,84
359,4,11:21.0,B. Beal makes 2-pt jump shot from 20 ft (assist by N. Hilário),,70,84
360,4,11:02.0,,L. Deng makes 2-pt jump shot from 20 ft (assist by B. Udrih),70,86
361,4,10:43.0,B. Beal makes 2-pt jump shot from 12 ft,,72,86
362,4,10:43.0,Shooting foul by H. Whiteside (drawn by B. Beal),,72,86
363,4,10:43.0,B. Beal makes free throw 1 of 1,,73,86
364,4,10:19.0,,L. Deng makes 2-pt hook shot from 8 ft (assist by J. McRoberts),73,88
365,4,10:05.0,B. Beal misses 3-pt jump shot from 24 ft,,73,88
366,4,10:04.0,,Defensive rebound by J. Richardson,73,88
367,4,9:48.0,,J. McRoberts misses 2-pt jump shot from 18 ft,73,88
368,4,9:47.0,,Offensive rebound by L. Deng,73,88
369,4,9:45.0,,J. Richardson misses 2-pt layup from 2 ft (block by J. Wall),73,88
370,4,9:44.0,,Offensive rebound by H. Whiteside,73,88
371,4,9:44.0,,Shooting foul by N. Hilário (drawn by H. Whiteside),73,88
372,4,9:44.0,,H. Whiteside misses free throw 1 of 2,73,88
373,4,9:44.0,,Offensive rebound by Team,73,88
374,4,9:44.0,,H. Whiteside makes free throw 2 of 2,73,89
375,4,9:29.0,N. Hilário misses 2-pt hook shot from 6 ft,,73,89
376,4,9:28.0,,Defensive rebound by J. McRoberts,73,89
377,4,9:20.0,,J. McRoberts misses 2-pt layup from 1 ft,73,89
378,4,9:19.0,,Offensive rebound by H. Whiteside,73,89
379,4,9:18.0,,H. Whiteside makes 2-pt dunk at rim,73,91
380,4,9:12.0,,Offensive charge foul by M. Morris (drawn by L. Deng),73,91
381,4,9:12.0,Turnover by M. Morris (offensive foul),,73,91
382,4,8:51.0,,Shooting foul by M. Morris (drawn by B. Udrih),73,91
383,4,8:51.0,Official timeout,,73,91
384,4,8:51.0,,B. Udrih makes free throw 1 of 2,73,92
385,4,8:51.0,,B. Udrih misses free throw 2 of 2,73,92
386,4,8:50.0,Defensive rebound by B. Beal,,73,92
387,4,8:32.0,N. Hilário makes 2-pt layup from 2 ft,,75,92
388,4,8:12.0,,Shooting foul by B. Beal (drawn by L. Deng),75,92
389,4,8:12.0,,L. Deng makes free throw 1 of 2,75,93
390,4,8:12.0,J. Dudley enters the game for M. Morris,,75,93
391,4,8:12.0,,L. Deng makes free throw 2 of 2,75,94
