,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
0,1,11:38.0,J. Crowder misses 2-pt jump shot from 19 ft,,0,0
1,1,11:37.0,,Defensive rebound by D. Rose,0,0
2,1,11:20.0,,P. Gasol makes 2-pt jump shot from 13 ft,0,2
3,1,11:00.0,E. Turner misses 2-pt jump shot from 16 ft,,0,2
4,1,10:59.0,,Defensive rebound by P. Gasol,0,2
5,1,10:43.0,,P. Gasol misses 2-pt jump shot from 18 ft,0,2
6,1,10:42.0,Defensive rebound by A. Johnson,,0,2
7,1,10:31.0,A. Johnson makes 2-pt hook shot from 8 ft (assist by J. Crowder),,2,2
8,1,10:11.0,,P. Gasol makes 2-pt jump shot from 13 ft (assist by J. Butler),2,4
9,1,9:57.0,Personal foul by N. Mirotić (drawn by A. Johnson),,2,4
10,1,9:48.0,J. Crowder misses 2-pt jump shot from 19 ft,,2,4
11,1,9:47.0,,Defensive rebound by T. Gibson,2,4
12,1,9:35.0,,D. Rose makes 2-pt layup from 2 ft,2,6
13,1,9:16.0,I. Thomas misses 2-pt jump shot from 6 ft,,2,6
14,1,9:15.0,Offensive rebound by I. Thomas,,2,6
15,1,9:08.0,E. Turner misses 3-pt jump shot from 24 ft,,2,6
16,1,9:07.0,,Defensive rebound by N. Mirotić,2,6
17,1,8:52.0,,Turnover by D. Rose (bad pass; steal by J. Crowder),2,6
18,1,8:48.0,J. Crowder makes 2-pt dunk at rim,,4,6
19,1,8:38.0,,Turnover by P. Gasol (bad pass; steal by E. Turner),4,6
20,1,8:30.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by E. Turner),,7,6
21,1,8:09.0,,D. Rose misses 3-pt jump shot from 24 ft,7,6
22,1,8:08.0,Defensive rebound by K. Olynyk,,7,6
23,1,7:58.0,I. Thomas misses 2-pt jump shot from 14 ft,,7,6
24,1,7:57.0,,Defensive rebound by D. Rose,7,6
25,1,7:49.0,,T. Gibson misses 2-pt jump shot from 10 ft,7,6
26,1,7:48.0,Defensive rebound by J. Crowder,,7,6
27,1,7:38.0,Turnover by E. Turner (lost ball; steal by J. Butler),,7,6
28,1,7:14.0,,N. Mirotić misses 2-pt jump shot from 15 ft,7,6
29,1,7:13.0,Defensive rebound by A. Johnson,,7,6
30,1,7:09.0,A. Johnson makes 2-pt dunk at rim (assist by J. Crowder),,9,6
31,1,7:09.0,,Chicago full timeout,9,6
32,1,6:46.0,,N. Mirotić misses 2-pt jump shot from 7 ft,9,6
33,1,6:44.0,,Offensive rebound by N. Mirotić,9,6
34,1,6:44.0,,Shooting foul by K. Olynyk (drawn by N. Mirotić),9,6
35,1,6:44.0,,N. Mirotić misses free throw 1 of 2,9,6
36,1,6:44.0,,Offensive rebound by Team,9,6
37,1,6:44.0,,N. Mirotić makes free throw 2 of 2,9,7
38,1,6:23.0,J. Crowder misses 2-pt jump shot from 6 ft,,9,7
39,1,6:20.0,Offensive rebound by J. Crowder,,9,7
