,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW ORLEANS_ACTION,UTAH_SCORE,NEW ORLEANS_SCORE
82,1,0:37.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by R. Anderson),27,20
83,1,0:15.0,Shooting foul by A. Gee (drawn by T. Booker),,27,20
84,1,0:15.0,T. Booker makes free throw 1 of 2,,28,20
85,1,0:15.0,R. Hood enters the game for G. Hayward,,28,20
86,1,0:15.0,,N. Cole enters the game for A. Gee,28,20
87,1,0:15.0,T. Booker makes free throw 2 of 2,,29,20
88,1,0:08.0,,Personal foul by R. Neto (drawn by N. Cole),29,20
89,1,0:00.0,,A. Davis misses 2-pt layup from 3 ft (block by R. Gobert),29,20
90,1,0:00.0,,Offensive rebound by Team,29,20
91,2,11:38.0,R. Hood misses 3-pt jump shot from 24 ft,,29,20
92,2,11:37.0,,Defensive rebound by K. Perkins,29,20
93,2,11:28.0,,J. Holiday misses 2-pt jump shot from 8 ft,29,20
94,2,11:27.0,Defensive rebound by D. Favors,,29,20
95,2,11:12.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by T. Booker),,32,20
96,2,11:11.0,,New Orleans full timeout,32,20
97,2,10:59.0,,T. Douglas misses 2-pt jump shot from 19 ft,32,20
98,2,10:58.0,Defensive rebound by D. Favors,,32,20
99,2,10:33.0,R. Hood makes 2-pt jump shot from 9 ft,,34,20
100,2,10:18.0,,J. Holiday makes 3-pt jump shot from 25 ft,34,23
101,2,10:09.0,Turnover by J. Ingles (traveling),,34,23
102,2,9:57.0,,R. Anderson misses 2-pt jump shot from 3 ft (block by D. Favors),34,23
103,2,9:57.0,Defensive rebound by Team,,34,23
104,2,9:36.0,Shooting foul by K. Perkins (drawn by D. Favors),,34,23
105,2,9:36.0,D. Favors makes free throw 1 of 2,,35,23
106,2,9:36.0,T. Lyles enters the game for J. Ingles,,35,23
107,2,9:36.0,C. Johnson enters the game for T. Booker,,35,23
108,2,9:36.0,D. Favors makes free throw 2 of 2,,36,23
109,2,9:24.0,,T. Douglas misses 2-pt layup from 3 ft (block by D. Favors),36,23
110,2,9:23.0,Defensive rebound by D. Favors,,36,23
111,2,9:18.0,Turnover by S. Mack (bad pass; steal by J. Holiday),,36,23
112,2,9:14.0,,T. Douglas misses 2-pt layup from 2 ft (block by C. Johnson),36,23
113,2,9:13.0,,Offensive rebound by A. Gee,36,23
114,2,9:12.0,,A. Gee makes 2-pt dunk at rim,36,25
115,2,8:49.0,D. Favors misses 2-pt jump shot from 11 ft,,36,25
116,2,8:48.0,,Defensive rebound by A. Gee,36,25
117,2,8:41.0,,A. Gee makes 2-pt jump shot from 8 ft (assist by R. Anderson),36,27
118,2,8:41.0,,Shooting foul by R. Hood (drawn by A. Gee),36,27
119,2,8:41.0,,A. Gee misses free throw 1 of 1,36,27
120,2,8:40.0,Defensive rebound by S. Mack,,36,27
121,2,8:18.0,R. Hood misses 3-pt jump shot from 25 ft,,36,27
122,2,8:18.0,,Defensive rebound by K. Perkins,36,27
123,2,8:02.0,,Turnover by J. Holiday (lost ball; steal by R. Hood),36,27
124,2,7:57.0,S. Mack makes 2-pt layup from 3 ft (assist by R. Hood),,38,27
125,2,7:45.0,,J. Holiday makes 2-pt jump shot from 8 ft,38,29
126,2,7:37.0,Personal foul by J. Holiday (drawn by T. Lyles),,38,29
127,2,7:37.0,,E. Gordon enters the game for T. Douglas,38,29
128,2,7:26.0,C. Johnson makes 3-pt jump shot from 24 ft (assist by D. Favors),,41,29
129,2,7:11.0,,K. Perkins makes 2-pt layup from 2 ft (assist by E. Gordon),41,31
130,2,6:55.0,,A. Davis enters the game for K. Perkins,41,31
131,2,6:55.0,R. Gobert enters the game for D. Favors,,41,31
132,2,6:48.0,R. Hood misses 3-pt jump shot from 25 ft,,41,31
133,2,6:46.0,,Defensive rebound by R. Anderson,41,31
134,2,6:37.0,,A. Davis misses 2-pt jump shot from 3 ft (block by C. Johnson),41,31
135,2,6:37.0,,Offensive rebound by Team,41,31
136,2,6:37.0,G. Hayward enters the game for R. Hood,,41,31
137,2,6:37.0,R. Neto enters the game for S. Mack,,41,31
138,2,6:24.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by A. Davis),41,34
139,2,6:11.0,R. Neto misses 2-pt layup from 4 ft (block by E. Gordon),,41,34
140,2,6:11.0,,Defensive rebound by Team,41,34
141,2,5:55.0,,A. Davis misses 2-pt jump shot from 9 ft,41,34
142,2,5:54.0,Defensive rebound by C. Johnson,,41,34
143,2,5:35.0,Shooting foul by A. Gee (drawn by T. Lyles),,41,34
144,2,5:35.0,Official timeout,,41,34
145,2,5:35.0,T. Lyles makes free throw 1 of 2,,42,34
146,2,5:35.0,T. Lyles makes free throw 2 of 2,,43,34
147,2,5:24.0,,J. Holiday misses 2-pt jump shot from 10 ft,43,34
148,2,5:23.0,Defensive rebound by R. Neto,,43,34
149,2,5:16.0,Turnover by T. Lyles (traveling),,43,34
150,2,5:03.0,,A. Davis misses 2-pt jump shot at rim,43,34
151,2,5:02.0,,Offensive rebound by A. Davis,43,34
152,2,5:02.0,,A. Davis misses 2-pt dunk at rim,43,34
153,2,5:01.0,Defensive rebound by R. Gobert,,43,34
154,2,4:41.0,T. Lyles misses 2-pt jump shot from 10 ft,,43,34
155,2,4:40.0,,Defensive rebound by A. Davis,43,34
156,2,4:32.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Gee),43,37
157,2,4:15.0,G. Hayward misses 3-pt jump shot from 24 ft,,43,37
158,2,4:14.0,,Defensive rebound by A. Davis,43,37
159,2,4:06.0,,A. Davis misses 2-pt jump shot from 22 ft,43,37
160,2,4:05.0,,Offensive rebound by Team,43,37
161,2,4:05.0,S. Mack enters the game for R. Neto,,43,37
162,2,4:05.0,R. Hood enters the game for C. Johnson,,43,37
163,2,4:05.0,,D. Cunningham enters the game for E. Gordon,43,37
164,2,4:05.0,,N. Cole enters the game for A. Gee,43,37
165,2,3:49.0,,R. Anderson misses 3-pt jump shot from 24 ft,43,37
166,2,3:49.0,Defensive rebound by R. Hood,,43,37
167,2,3:37.0,Turnover by R. Gobert (lost ball; steal by J. Holiday),,43,37
168,2,3:28.0,,J. Holiday makes 2-pt layup from 3 ft (assist by D. Cunningham),43,39
169,2,3:25.0,Utah full timeout,,43,39
170,2,3:25.0,D. Favors enters the game for T. Lyles,,43,39
171,2,3:09.0,Turnover by R. Hood (bad pass),,43,39
172,2,2:51.0,,A. Davis misses 2-pt jump shot from 14 ft,43,39
173,2,2:50.0,Defensive rebound by G. Hayward,,43,39
174,2,2:42.0,Turnover by G. Hayward (bad pass; steal by R. Anderson),,43,39
175,2,2:34.0,,N. Cole misses 2-pt jump shot from 9 ft,43,39
176,2,2:33.0,Defensive rebound by S. Mack,,43,39
177,2,2:19.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by S. Mack),,46,39
178,2,2:07.0,,J. Holiday misses 2-pt layup from 3 ft,46,39
179,2,2:06.0,Defensive rebound by R. Hood,,46,39
180,2,1:48.0,D. Favors makes 2-pt hook shot from 6 ft,,48,39
181,2,1:34.0,,J. Holiday misses 2-pt jump shot from 11 ft,48,39
182,2,1:31.0,Defensive rebound by R. Hood,,48,39
183,2,1:27.0,Personal block foul by J. Holiday (drawn by G. Hayward),,48,39
184,2,1:27.0,,Ö. Aşık enters the game for R. Anderson,48,39
185,2,1:13.0,Turnover by R. Hood (bad pass; steal by A. Davis),,48,39
186,2,1:11.0,,A. Davis makes 2-pt layup from 2 ft,48,41
187,2,1:11.0,,Shooting foul by R. Hood (drawn by A. Davis),48,41
188,2,1:11.0,,T. Douglas enters the game for J. Holiday,48,41
189,2,1:11.0,J. Ingles enters the game for R. Hood,,48,41
190,2,1:11.0,,A. Davis misses free throw 1 of 1,48,41
191,2,1:10.0,,Offensive rebound by Ö. Aşık,48,41
192,2,1:05.0,,Ö. Aşık misses 2-pt layup from 2 ft,48,41
193,2,1:03.0,Defensive rebound by D. Favors,,48,41
194,2,0:53.0,D. Favors makes 2-pt layup from 2 ft (assist by S. Mack),,50,41
195,2,0:53.0,Shooting foul by A. Davis (drawn by D. Favors),,50,41
196,2,0:53.0,,R. Anderson enters the game for A. Davis,50,41
197,2,0:53.0,D. Favors makes free throw 1 of 1,,51,41
198,2,0:41.0,,R. Anderson makes 2-pt jump shot from 9 ft (assist by N. Cole),51,43
199,2,0:31.0,S. Mack misses 2-pt jump shot from 15 ft,,51,43
200,2,0:28.0,Offensive rebound by R. Gobert,,51,43
201,2,0:25.0,Turnover by R. Gobert (back court),,51,43
202,2,0:09.0,,N. Cole makes 2-pt jump shot from 7 ft,51,45
203,2,0:00.0,S. Mack misses 2-pt jump shot from 21 ft,,51,45
204,2,0:00.0,Offensive rebound by Team,,51,45
205,3,11:45.0,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),,53,45
206,3,11:28.0,,Ö. Aşık makes 2-pt layup from 2 ft (assist by J. Holiday),53,47
207,3,11:13.0,Turnover by D. Favors (bad pass; steal by D. Cunningham),,53,47
208,3,11:13.0,Loose ball foul by G. Hayward (drawn by D. Cunningham),,53,47
209,3,11:00.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by J. Holiday),53,49
210,3,10:36.0,D. Favors misses 2-pt layup from 2 ft,,53,49
211,3,10:36.0,,Defensive rebound by Team,53,49
212,3,10:21.0,,J. Holiday misses 2-pt jump shot from 14 ft,53,49
213,3,10:21.0,Defensive rebound by D. Favors,,53,49
214,3,10:08.0,G. Hayward makes 2-pt jump shot from 14 ft,,55,49
215,3,9:58.0,,J. Holiday misses 3-pt jump shot from 25 ft,55,49
216,3,9:57.0,Defensive rebound by G. Hayward,,55,49
217,3,9:48.0,S. Mack makes 3-pt jump shot from 25 ft (assist by R. Hood),,58,49
218,3,9:35.0,,A. Davis makes 2-pt jump shot from 7 ft (assist by J. Holiday),58,51
219,3,9:22.0,Turnover by D. Favors (offensive foul),,58,51
220,3,9:22.0,,Offensive charge foul by D. Favors (drawn by Ö. Aşık),58,51
221,3,9:11.0,,J. Holiday makes 2-pt layup from 3 ft,58,53
222,3,8:52.0,Personal block foul by D. Cunningham (drawn by S. Mack),,58,53
223,3,8:38.0,S. Mack misses 3-pt jump shot from 25 ft,,58,53
224,3,8:38.0,Offensive rebound by Team,,58,53
225,3,8:38.0,Turnover by Team (shot clock),,58,53
226,3,8:26.0,,A. Davis misses 2-pt jump shot from 20 ft,58,53
227,3,8:25.0,Defensive rebound by R. Gobert,,58,53
228,3,8:23.0,Personal foul by Ö. Aşık (drawn by D. Favors),,58,53
229,3,8:11.0,S. Mack makes 2-pt jump shot from 4 ft,,60,53
230,3,8:05.0,Violation by S. Mack (kicked ball),,60,53
231,3,7:57.0,,A. Davis makes 2-pt jump shot from 7 ft (assist by J. Holiday),60,55
232,3,7:45.0,Shooting foul by N. Cole (drawn by S. Mack),,60,55
233,3,7:45.0,S. Mack makes free throw 1 of 2,,61,55
234,3,7:45.0,S. Mack makes free throw 2 of 2,,62,55
235,3,7:32.0,,J. Holiday misses 2-pt jump shot from 4 ft,62,55
236,3,7:32.0,,Offensive rebound by Team,62,55
237,3,7:32.0,Loose ball foul by R. Hood (drawn by Ö. Aşık),,62,55
238,3,7:27.0,Violation by R. Gobert (def goaltending),,62,55
239,3,7:27.0,,J. Holiday makes 2-pt jump shot from 14 ft,62,57
240,3,7:15.0,Turnover by G. Hayward (bad pass),,62,57
241,3,7:15.0,J. Ingles enters the game for R. Hood,,62,57
242,3,7:03.0,,N. Cole makes 2-pt jump shot from 18 ft,62,59
243,3,6:41.0,S. Mack misses 2-pt layup from 4 ft,,62,59
244,3,6:39.0,Offensive rebound by R. Gobert,,62,59
245,3,6:26.0,G. Hayward misses 2-pt jump shot from 14 ft,,62,59
246,3,6:26.0,,Defensive rebound by Team,62,59
247,3,6:14.0,,A. Davis misses 2-pt layup from 3 ft,62,59
248,3,6:13.0,,Offensive rebound by Ö. Aşık,62,59
249,3,6:09.0,,Shooting foul by R. Gobert (drawn by Ö. Aşık),62,59
250,3,6:09.0,,Ö. Aşık makes free throw 1 of 2,62,60
251,3,6:09.0,T. Booker enters the game for D. Favors,,62,60
252,3,6:09.0,R. Neto enters the game for S. Mack,,62,60
253,3,6:09.0,,Ö. Aşık makes free throw 2 of 2,62,61
254,3,5:59.0,Personal foul by N. Cole (drawn by R. Neto),,62,61
255,3,5:59.0,,New Orleans full timeout,62,61
256,3,5:50.0,G. Hayward makes 2-pt dunk at rim,,64,61
257,3,5:37.0,,A. Davis misses 2-pt jump shot from 14 ft,64,61
258,3,5:35.0,Defensive rebound by R. Gobert,,64,61
259,3,5:26.0,Shooting foul by N. Cole (drawn by R. Neto),,64,61
260,3,5:26.0,R. Neto makes free throw 1 of 2,,65,61
261,3,5:26.0,,T. Douglas enters the game for N. Cole,65,61
262,3,5:26.0,R. Neto makes free throw 2 of 2,,66,61
263,3,5:13.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),66,63
264,3,4:59.0,Personal foul by T. Douglas (drawn by R. Neto),,66,63
265,3,4:59.0,R. Neto makes free throw 1 of 2,,67,63
266,3,4:59.0,R. Neto makes free throw 2 of 2,,68,63
267,3,4:49.0,,J. Holiday misses 2-pt jump shot from 4 ft (block by R. Gobert),68,63
268,3,4:49.0,,Offensive rebound by Team,68,63
269,3,4:44.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by D. Cunningham),68,65
270,3,4:27.0,G. Hayward misses 2-pt jump shot from 15 ft,,68,65
271,3,4:26.0,,Defensive rebound by D. Cunningham,68,65
272,3,4:17.0,,J. Holiday misses 3-pt jump shot from 24 ft,68,65
273,3,4:17.0,Defensive rebound by T. Booker,,68,65
274,3,4:02.0,J. Ingles misses 3-pt jump shot from 25 ft,,68,65
275,3,4:01.0,,Defensive rebound by T. Douglas,68,65
276,3,3:45.0,,A. Davis makes 2-pt dunk at rim (assist by D. Cunningham),68,67
277,3,3:22.0,J. Ingles misses 3-pt jump shot from 25 ft,,68,67
278,3,3:22.0,Offensive rebound by R. Gobert,,68,67
279,3,3:21.0,R. Gobert misses 2-pt layup at rim,,68,67
280,3,3:19.0,,Defensive rebound by J. Holiday,68,67
281,3,3:16.0,Offensive charge foul by D. Cunningham (drawn by J. Ingles),,68,67
282,3,3:16.0,,Turnover by D. Cunningham (offensive foul),68,67
283,3,3:16.0,D. Favors enters the game for R. Gobert,,68,67
284,3,3:00.0,D. Favors makes 2-pt layup from 3 ft (assist by G. Hayward),,70,67
285,3,2:48.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Holiday),70,70
286,3,2:42.0,Utah full timeout,,70,70
287,3,2:42.0,,K. Perkins enters the game for Ö. Aşık,70,70
288,3,2:42.0,,A. Gee enters the game for D. Cunningham,70,70
289,3,2:33.0,G. Hayward makes 2-pt jump shot from 8 ft,,72,70
290,3,2:15.0,,Personal foul by J. Ingles (drawn by A. Davis),72,70
291,3,2:01.0,,A. Davis misses 2-pt jump shot from 9 ft,72,70
292,3,2:00.0,Defensive rebound by D. Favors,,72,70
293,3,1:40.0,D. Favors makes 2-pt jump shot from 15 ft (assist by J. Ingles),,74,70
294,3,1:29.0,,K. Perkins misses 2-pt jump shot from 8 ft (block by D. Favors),74,70
295,3,1:28.0,Defensive rebound by J. Ingles,,74,70
296,3,1:26.0,Flagrant foul type 1 by T. Douglas (drawn by G. Hayward),,74,70
297,3,1:26.0,G. Hayward makes flagrant free throw 1 of 2,,75,70
298,3,1:26.0,G. Hayward makes flagrant free throw 2 of 2,,76,70
299,3,1:26.0,,R. Anderson enters the game for A. Davis,76,70
300,3,1:19.0,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),,78,70
301,3,0:55.0,,T. Douglas misses 2-pt jump shot from 13 ft (block by D. Favors),78,70
302,3,0:54.0,Defensive rebound by T. Booker,,78,70
303,3,0:43.0,D. Favors makes 2-pt jump shot from 9 ft (assist by T. Booker),,80,70
304,3,0:36.0,,J. Holiday misses 2-pt layup from 3 ft,80,70
305,3,0:35.0,Defensive rebound by D. Favors,,80,70
306,3,0:31.0,Shooting foul by J. Holiday (drawn by G. Hayward),,80,70
307,3,0:31.0,G. Hayward makes free throw 1 of 2,,81,70
308,3,0:31.0,G. Hayward makes free throw 2 of 2,,82,70
309,3,0:23.0,,Offensive foul by K. Perkins (drawn by G. Hayward),82,70
310,3,0:23.0,,Turnover by K. Perkins (offensive foul),82,70
311,3,0:04.0,T. Booker makes 2-pt dunk at rim,,84,70
312,3,0:03.0,,Turnover by J. Holiday (bad pass; steal by G. Hayward),84,70
313,3,0:01.0,T. Booker misses 2-pt jump shot from 6 ft,,84,70
314,3,0:00.0,,Defensive rebound by K. Perkins,84,70
315,4,11:46.0,,R. Anderson makes 2-pt jump shot from 6 ft (assist by J. Holiday),84,72
316,4,11:21.0,D. Favors misses 2-pt jump shot from 16 ft,,84,72
317,4,11:20.0,,Defensive rebound by R. Anderson,84,72
318,4,11:03.0,,R. Anderson makes 2-pt jump shot from 14 ft,84,74
319,4,10:42.0,T. Booker makes 2-pt layup from 2 ft (assist by J. Ingles),,86,74
320,4,10:42.0,Shooting foul by A. Gee (drawn by T. Booker),,86,74
321,4,10:42.0,T. Booker makes free throw 1 of 1,,87,74
322,4,10:32.0,,J. Holiday makes 2-pt jump shot from 8 ft,87,76
323,4,10:12.0,T. Booker makes 2-pt dunk at rim,,89,76
324,4,9:57.0,,T. Douglas makes 3-pt jump shot from 25 ft (assist by A. Gee),89,79
325,4,9:40.0,D. Favors misses 2-pt layup from 2 ft,,89,79
326,4,9:39.0,,Defensive rebound by K. Perkins,89,79
327,4,9:21.0,,J. Holiday misses 2-pt jump shot from 20 ft,89,79
328,4,9:20.0,Defensive rebound by D. Favors,,89,79
329,4,9:11.0,D. Favors misses 2-pt jump shot from 12 ft,,89,79
330,4,9:10.0,Offensive rebound by T. Booker,,89,79
331,4,9:10.0,T. Booker misses 2-pt layup at rim,,89,79
332,4,9:09.0,,Defensive rebound by J. Holiday,89,79
333,4,8:49.0,,R. Anderson misses 3-pt jump shot from 26 ft,89,79
334,4,8:47.0,Defensive rebound by T. Booker,,89,79
335,4,8:29.0,J. Ingles makes 2-pt jump shot from 20 ft,,91,79
336,4,8:22.0,,Personal foul by S. Mack (drawn by J. Holiday),91,79
337,4,8:22.0,Official timeout,,91,79
338,4,8:22.0,R. Gobert enters the game for T. Booker,,91,79
339,4,8:22.0,,N. Cole enters the game for J. Holiday,91,79
340,4,8:22.0,,D. Cunningham enters the game for A. Gee,91,79
341,4,8:05.0,,N. Cole misses 2-pt jump shot from 22 ft,91,79
342,4,8:05.0,,Offensive rebound by K. Perkins,91,79
343,4,8:05.0,Loose ball foul by S. Mack (drawn by K. Perkins),,91,79
344,4,7:51.0,,T. Douglas misses 3-pt jump shot from 26 ft,91,79
345,4,7:50.0,Defensive rebound by R. Gobert,,91,79
346,4,7:38.0,Personal foul by T. Douglas (drawn by R. Hood),,91,79
347,4,7:29.0,D. Favors makes 2-pt layup from 4 ft (assist by R. Hood),,93,79
348,4,7:28.0,Violation by Team (jump ball),,93,79
349,4,7:15.0,,R. Anderson misses 3-pt jump shot from 26 ft,93,79
350,4,7:14.0,Defensive rebound by S. Mack,,93,79
351,4,7:06.0,J. Ingles misses 3-pt jump shot from 26 ft,,93,79
352,4,7:05.0,Offensive rebound by D. Favors,,93,79
353,4,7:04.0,D. Favors makes 2-pt dunk at rim,,95,79
354,4,6:47.0,,Turnover by R. Anderson (offensive goaltending),95,79
355,4,6:47.0,G. Hayward enters the game for R. Hood,,95,79
356,4,6:47.0,C. Johnson enters the game for J. Ingles,,95,79
357,4,6:47.0,,Ö. Aşık enters the game for R. Anderson,95,79
358,4,6:47.0,,A. Davis enters the game for T. Douglas,95,79
359,4,6:47.0,,J. Holiday enters the game for K. Perkins,95,79
360,4,6:35.0,Shooting foul by Ö. Aşık (drawn by D. Favors),,95,79
361,4,6:35.0,D. Favors makes free throw 1 of 2,,96,79
362,4,6:35.0,D. Favors makes free throw 2 of 2,,97,79
363,4,6:24.0,,A. Davis misses 2-pt jump shot from 13 ft (block by D. Favors),97,79
364,4,6:22.0,Defensive rebound by R. Gobert,,97,79
365,4,6:05.0,Personal foul by J. Holiday (drawn by R. Gobert),,97,79
366,4,5:57.0,D. Favors misses 2-pt jump shot from 13 ft,,97,79
367,4,5:56.0,,Defensive rebound by A. Davis,97,79
368,4,5:46.0,,Turnover by J. Holiday (bad pass; steal by S. Mack),97,79
369,4,5:42.0,,New Orleans full timeout,97,79
370,4,5:42.0,T. Booker enters the game for D. Favors,,97,79
371,4,5:36.0,,Violation by Ö. Aşık (kicked ball),97,79
372,4,5:22.0,C. Johnson misses 2-pt jump shot from 10 ft,,97,79
373,4,5:21.0,,Defensive rebound by A. Davis,97,79
374,4,5:10.0,,Personal foul by T. Booker (drawn by A. Davis),97,79
375,4,5:10.0,R. Neto enters the game for S. Mack,,97,79
376,4,4:58.0,,N. Cole misses 2-pt jump shot from 19 ft,97,79
377,4,4:58.0,,Offensive rebound by Team,97,79
378,4,4:58.0,Loose ball foul by R. Neto (drawn by Ö. Aşık),,97,79
379,4,4:58.0,R. Hood enters the game for C. Johnson,,97,79
380,4,4:49.0,,J. Holiday makes 2-pt layup from 4 ft,97,81
381,4,4:49.0,,Shooting foul by T. Booker (drawn by J. Holiday),97,81
382,4,4:49.0,,J. Holiday makes free throw 1 of 1,97,82
383,4,4:36.0,R. Hood misses 3-pt jump shot from 26 ft,,97,82
384,4,4:36.0,,Defensive rebound by Ö. Aşık,97,82
385,4,4:30.0,,D. Cunningham misses 2-pt dunk at rim,97,82
