,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
54,1,4:52.0,Defensive rebound by D. Green,,21,12
55,1,4:45.0,D. Green makes 2-pt layup from 2 ft,,23,12
56,1,4:25.0,,K. Lowry misses 2-pt jump shot from 13 ft,23,12
57,1,4:25.0,Defensive rebound by B. Rush,,23,12
58,1,4:19.0,Offensive foul by K. Thompson (drawn by K. Lowry),,23,12
59,1,4:19.0,Turnover by K. Thompson (offensive foul),,23,12
60,1,4:19.0,,L. Nogueira enters the game for L. Scola,23,12
61,1,4:19.0,,C. Joseph enters the game for B. Biyombo,23,12
62,1,4:19.0,A. Iguodala enters the game for B. Rush,,23,12
63,1,3:55.0,,C. Joseph misses 3-pt jump shot from 24 ft,23,12
64,1,3:52.0,Defensive rebound by A. Iguodala,,23,12
65,1,3:40.0,D. Green misses 2-pt jump shot from 8 ft,,23,12
66,1,3:40.0,Offensive rebound by F. Ezeli,,23,12
67,1,3:40.0,Shooting foul by D. Carroll (drawn by F. Ezeli),,23,12
68,1,3:40.0,F. Ezeli makes free throw 1 of 2,,24,12
69,1,3:40.0,F. Ezeli misses free throw 2 of 2,,24,12
70,1,3:40.0,,Defensive rebound by D. Carroll,24,12
71,1,3:26.0,,Def 3 sec tech foul by F. Ezeli,24,12
72,1,3:26.0,,D. DeRozan makes technical free throw,24,13
73,1,3:26.0,S. Livingston enters the game for F. Ezeli,,24,13
74,1,3:20.0,,D. DeRozan misses 2-pt jump shot from 6 ft,24,13
75,1,3:19.0,Defensive rebound by A. Iguodala,,24,13
76,1,3:13.0,Shooting foul by C. Joseph (drawn by K. Thompson),,24,13
77,1,3:13.0,K. Thompson makes free throw 1 of 2,,25,13
78,1,3:13.0,K. Thompson makes free throw 2 of 2,,26,13
79,1,2:58.0,,D. DeRozan misses 2-pt jump shot from 4 ft,26,13
80,1,2:57.0,,Offensive rebound by L. Nogueira,26,13
81,1,2:55.0,,L. Nogueira makes 2-pt layup from 1 ft,26,15
82,1,2:55.0,,Technical foul by Team,26,15
83,1,2:55.0,Golden State full timeout,,26,15
84,1,2:55.0,,T. Ross enters the game for K. Lowry,26,15
85,1,2:55.0,L. Barbosa enters the game for K. Thompson,,26,15
86,1,2:55.0,S. Curry misses technical free throw,,26,15
87,1,2:55.0,Offensive rebound by Team,,26,15
88,1,2:40.0,S. Curry misses 3-pt jump shot from 24 ft,,26,15
89,1,2:39.0,,Defensive rebound by T. Ross,26,15
90,1,2:20.0,,C. Joseph misses 2-pt jump shot from 14 ft,26,15
91,1,2:19.0,Defensive rebound by L. Barbosa,,26,15
92,1,2:12.0,L. Barbosa makes 2-pt jump shot from 3 ft,,28,15
93,1,1:46.0,,D. Carroll makes 2-pt jump shot from 5 ft (assist by L. Nogueira),28,17
94,1,1:36.0,S. Curry makes 2-pt jump shot from 12 ft,,30,17
95,1,1:14.0,,C. Joseph makes 2-pt layup from 2 ft,30,19
96,1,1:03.0,D. Green misses 3-pt jump shot from 24 ft,,30,19
97,1,1:02.0,,Defensive rebound by D. Carroll,30,19
98,1,0:52.0,,Personal block foul by L. Barbosa (drawn by C. Joseph),30,19
99,1,0:44.0,,L. Nogueira makes 2-pt dunk at rim (assist by D. DeRozan),30,21
100,1,0:36.0,S. Curry misses 2-pt layup from 1 ft,,30,21
101,1,0:35.0,,Defensive rebound by L. Nogueira,30,21
102,1,0:28.0,,D. Carroll misses 3-pt jump shot from 24 ft,30,21
103,1,0:27.0,Defensive rebound by D. Green,,30,21
104,1,0:09.0,Shooting foul by L. Nogueira (drawn by D. Green),,30,21
105,1,0:09.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,32,21
106,1,0:09.0,I. Clark enters the game for S. Curry,,32,21
107,1,0:09.0,D. Green misses free throw 1 of 1,,32,21
108,1,0:08.0,,Defensive rebound by D. Carroll,32,21
109,1,0:01.0,,C. Joseph misses 2-pt jump shot from 8 ft,32,21
110,1,0:00.0,,Offensive rebound by Team,32,21
111,2,11:43.0,L. Barbosa makes 2-pt jump shot from 19 ft,,34,21
112,2,11:25.0,,Personal foul by L. Barbosa (drawn by K. Lowry),34,21
113,2,11:10.0,,K. Lowry misses 3-pt jump shot from 23 ft,34,21
114,2,11:08.0,,Offensive rebound by P. Patterson,34,21
115,2,11:04.0,,P. Patterson misses 2-pt layup from 2 ft,34,21
116,2,11:04.0,,Offensive rebound by P. Patterson,34,21
117,2,11:00.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by L. Nogueira),34,24
118,2,10:53.0,Turnover by M. Speights (lost ball; steal by T. Ross),,34,24
119,2,10:47.0,,T. Ross makes 2-pt dunk at rim,34,26
120,2,10:27.0,A. Iguodala misses 3-pt jump shot from 25 ft,,34,26
121,2,10:27.0,,Defensive rebound by T. Ross,34,26
122,2,10:14.0,,L. Nogueira misses 2-pt layup from 1 ft,34,26
123,2,10:14.0,,Offensive rebound by K. Lowry,34,26
124,2,10:08.0,,K. Lowry makes 3-pt jump shot from 24 ft,34,29
125,2,10:08.0,Golden State full timeout,,34,29
126,2,9:52.0,I. Clark makes 2-pt layup from 2 ft,,36,29
127,2,9:35.0,,C. Joseph misses 3-pt jump shot from 22 ft,36,29
128,2,9:34.0,Defensive rebound by M. Speights,,36,29
129,2,9:33.0,Turnover by M. Speights (lost ball; steal by K. Lowry),,36,29
130,2,9:24.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),36,32
131,2,9:09.0,S. Livingston misses 2-pt jump shot from 9 ft,,36,32
132,2,9:09.0,Offensive rebound by A. Iguodala,,36,32
133,2,9:06.0,A. Iguodala misses 2-pt dunk from 3 ft,,36,32
134,2,9:05.0,Offensive rebound by S. Livingston,,36,32
135,2,9:00.0,S. Livingston makes 2-pt jump shot from 5 ft,,38,32
136,2,8:32.0,,K. Lowry misses 2-pt layup from 3 ft (block by M. Speights),38,32
137,2,8:32.0,,Offensive rebound by Team,38,32
138,2,8:32.0,K. Thompson enters the game for I. Clark,,38,32
139,2,8:28.0,,T. Ross misses 2-pt layup from 1 ft,38,32
140,2,8:28.0,Defensive rebound by M. Speights,,38,32
141,2,8:19.0,Shooting foul by K. Lowry (drawn by M. Speights),,38,32
142,2,8:19.0,M. Speights makes free throw 1 of 2,,39,32
143,2,8:19.0,,L. Scola enters the game for L. Nogueira,39,32
144,2,8:19.0,M. Speights makes free throw 2 of 2,,40,32
145,2,8:07.0,,K. Lowry misses 3-pt jump shot from 24 ft,40,32
146,2,8:06.0,,Offensive rebound by P. Patterson,40,32
147,2,7:58.0,,K. Lowry makes 2-pt layup from 1 ft (assist by L. Scola),40,34
148,2,7:58.0,,Shooting foul by K. Thompson (drawn by K. Lowry),40,34
149,2,7:58.0,,K. Lowry makes free throw 1 of 1,40,35
150,2,7:37.0,M. Speights makes 2-pt jump shot from 20 ft (assist by S. Livingston),,42,35
151,2,7:18.0,,C. Joseph makes 2-pt layup from 2 ft,42,37
152,2,7:03.0,Turnover by M. Speights (lost ball; steal by K. Lowry),,42,37
153,2,7:02.0,,Personal foul by M. Speights (drawn by K. Lowry),42,37
154,2,7:02.0,D. Green enters the game for L. Barbosa,,42,37
155,2,6:38.0,,L. Scola misses 2-pt hook shot from 8 ft,42,37
156,2,6:37.0,,Offensive rebound by P. Patterson,42,37
157,2,6:33.0,,P. Patterson makes 2-pt layup from 1 ft,42,39
158,2,6:21.0,M. Speights misses 3-pt jump shot from 24 ft,,42,39
159,2,6:21.0,,Defensive rebound by T. Ross,42,39
160,2,6:16.0,,L. Scola misses 2-pt jump shot from 3 ft (block by A. Iguodala),42,39
161,2,6:16.0,,Offensive rebound by Team,42,39
162,2,6:16.0,F. Ezeli enters the game for M. Speights,,42,39
163,2,6:16.0,S. Curry enters the game for S. Livingston,,42,39
164,2,6:16.0,,Toronto full timeout,42,39
165,2,6:16.0,,D. DeRozan enters the game for C. Joseph,42,39
166,2,6:16.0,S. Livingston enters the game for A. Iguodala,,42,39
167,2,6:06.0,,L. Scola misses 2-pt hook shot from 6 ft,42,39
168,2,6:04.0,Defensive rebound by F. Ezeli,,42,39
169,2,5:45.0,F. Ezeli misses 2-pt dunk at rim,,42,39
170,2,5:45.0,,Defensive rebound by D. DeRozan,42,39
171,2,5:38.0,,D. DeRozan misses 2-pt jump shot from 9 ft (block by K. Thompson),42,39
172,2,5:38.0,,Offensive rebound by Team,42,39
173,2,5:38.0,,D. Carroll enters the game for T. Ross,42,39
174,2,5:26.0,,Shooting foul by D. Green (drawn by K. Lowry),42,39
175,2,5:26.0,,K. Lowry makes free throw 1 of 2,42,40
176,2,5:26.0,,K. Lowry makes free throw 2 of 2,42,41
177,2,5:05.0,F. Ezeli misses 2-pt layup at rim (block by P. Patterson),,42,41
178,2,5:04.0,,Defensive rebound by P. Patterson,42,41
179,2,4:59.0,,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),42,43
180,2,4:37.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,45,43
181,2,4:10.0,,L. Scola misses 2-pt jump shot from 16 ft,45,43
182,2,4:10.0,Defensive rebound by F. Ezeli,,45,43
183,2,4:00.0,Turnover by S. Livingston (bad pass; steal by P. Patterson),,45,43
184,2,3:54.0,,D. Carroll makes 2-pt dunk at rim (assist by K. Lowry),45,45
185,2,3:44.0,Personal foul by D. Carroll (drawn by K. Thompson),,45,45
186,2,3:44.0,A. Iguodala enters the game for S. Livingston,,45,45
187,2,3:44.0,,B. Biyombo enters the game for L. Scola,45,45
188,2,3:44.0,,C. Joseph enters the game for K. Lowry,45,45
189,2,3:35.0,D. Green misses 2-pt jump shot from 17 ft,,45,45
190,2,3:34.0,Offensive rebound by F. Ezeli,,45,45
191,2,3:29.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,48,45
192,2,3:04.0,,P. Patterson misses 3-pt jump shot from 24 ft,48,45
193,2,3:04.0,Defensive rebound by A. Iguodala,,48,45
194,2,2:49.0,K. Thompson misses 2-pt hook shot from 6 ft,,48,45
195,2,2:49.0,,Defensive rebound by D. Carroll,48,45
196,2,2:38.0,,Def 3 sec tech foul by F. Ezeli,48,45
197,2,2:38.0,Official timeout,,48,45
198,2,2:38.0,,D. DeRozan makes technical free throw,48,46
199,2,2:25.0,,D. DeRozan misses 2-pt jump shot from 11 ft,48,46
200,2,2:24.0,Defensive rebound by Team,,48,46
201,2,2:10.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,51,46
202,2,1:50.0,,D. Carroll misses 2-pt jump shot from 3 ft (block by F. Ezeli),51,46
203,2,1:48.0,Defensive rebound by D. Green,,51,46
204,2,1:33.0,Personal foul by B. Biyombo (drawn by F. Ezeli),,51,46
205,2,1:25.0,S. Curry makes 2-pt layup from 4 ft,,53,46
206,2,1:22.0,,Personal take foul by F. Ezeli (drawn by C. Joseph),53,46
207,2,1:22.0,Golden State full timeout,,53,46
208,2,1:22.0,I. Clark enters the game for S. Curry,,53,46
209,2,1:22.0,,C. Joseph makes free throw 1 of 2,53,47
210,2,1:22.0,,C. Joseph misses free throw 2 of 2,53,47
211,2,1:21.0,Defensive rebound by D. Green,,53,47
212,2,1:05.0,K. Thompson misses 3-pt jump shot from 24 ft,,53,47
213,2,1:05.0,,Defensive rebound by B. Biyombo,53,47
214,2,0:54.0,,D. DeRozan misses 2-pt jump shot from 9 ft,53,47
215,2,0:53.0,Defensive rebound by D. Green,,53,47
216,2,0:48.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,56,47
217,2,0:25.0,,Shooting foul by D. Green (drawn by D. DeRozan),56,47
218,2,0:25.0,,D. DeRozan makes free throw 1 of 2,56,48
219,2,0:25.0,,L. Nogueira enters the game for B. Biyombo,56,48
220,2,0:25.0,,T. Ross enters the game for D. Carroll,56,48
221,2,0:25.0,S. Curry enters the game for D. Green,,56,48
222,2,0:25.0,,D. DeRozan makes free throw 2 of 2,56,49
223,2,0:05.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,59,49
224,2,0:00.0,,D. DeRozan misses 3-pt jump shot from 24 ft,59,49
225,2,0:00.0,,Offensive rebound by Team,59,49
226,3,11:48.0,Turnover by S. Curry (bad pass; steal by D. Carroll),,59,49
227,3,11:27.0,,K. Lowry makes 2-pt layup from 2 ft,59,51
228,3,11:20.0,S. Curry misses 3-pt jump shot from 24 ft,,59,51
229,3,11:20.0,,Defensive rebound by B. Biyombo,59,51
230,3,11:07.0,,D. DeRozan misses 2-pt jump shot from 17 ft,59,51
231,3,11:07.0,Defensive rebound by B. Rush,,59,51
232,3,11:01.0,Shooting foul by L. Scola (drawn by D. Green),,59,51
233,3,11:01.0,D. Green misses free throw 1 of 2,,59,51
234,3,11:01.0,Offensive rebound by Team,,59,51
235,3,11:01.0,D. Green makes free throw 2 of 2,,60,51
236,3,10:49.0,,Shooting foul by S. Curry (drawn by K. Lowry),60,51
237,3,10:49.0,,K. Lowry makes free throw 1 of 2,60,52
238,3,10:49.0,,K. Lowry makes free throw 2 of 2,60,53
239,3,10:33.0,B. Rush makes 3-pt jump shot from 23 ft (assist by K. Thompson),,63,53
240,3,10:08.0,,K. Lowry misses 2-pt jump shot from 8 ft,63,53
241,3,10:07.0,,Offensive rebound by D. DeRozan,63,53
242,3,10:01.0,,K. Lowry makes 2-pt jump shot from 22 ft (assist by D. DeRozan),63,55
243,3,9:50.0,D. Green misses 2-pt jump shot from 6 ft,,63,55
244,3,9:49.0,,Defensive rebound by D. Carroll,63,55
245,3,9:42.0,,D. Carroll misses 2-pt hook shot from 6 ft,63,55
246,3,9:40.0,Defensive rebound by B. Rush,,63,55
247,3,9:33.0,Turnover by S. Curry (lost ball),,63,55
248,3,9:20.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),63,58
249,3,9:07.0,Personal foul by D. Carroll (drawn by D. Green),,63,58
250,3,9:01.0,Personal foul by L. Scola (drawn by D. Green),,63,58
251,3,8:53.0,Turnover by D. Green (lost ball; steal by K. Lowry),,63,58
252,3,8:46.0,,D. Carroll misses 3-pt jump shot from 25 ft,63,58
253,3,8:45.0,Defensive rebound by Team,,63,58
254,3,8:45.0,,Loose ball foul by B. Biyombo (drawn by F. Ezeli),63,58
255,3,8:36.0,Shooting foul by B. Biyombo (drawn by S. Curry),,63,58
256,3,8:36.0,S. Curry makes free throw 1 of 2,,64,58
257,3,8:36.0,,L. Nogueira enters the game for B. Biyombo,64,58
258,3,8:36.0,S. Curry misses free throw 2 of 2,,64,58
259,3,8:35.0,,Defensive rebound by L. Scola,64,58
260,3,8:11.0,,D. DeRozan makes 2-pt jump shot from 19 ft,64,60
261,3,8:01.0,K. Thompson misses 3-pt jump shot from 24 ft,,64,60
262,3,8:01.0,Offensive rebound by F. Ezeli,,64,60
263,3,7:43.0,S. Curry makes 2-pt layup from 4 ft (assist by D. Green),,66,60
264,3,7:29.0,,Shooting foul by F. Ezeli (drawn by K. Lowry),66,60
265,3,7:29.0,,K. Lowry makes free throw 1 of 2,66,61
266,3,7:29.0,,K. Lowry makes free throw 2 of 2,66,62
267,3,7:18.0,Shooting block foul by L. Scola (drawn by F. Ezeli),,66,62
268,3,7:18.0,F. Ezeli misses free throw 1 of 2,,66,62
269,3,7:18.0,Offensive rebound by Team,,66,62
270,3,7:18.0,,P. Patterson enters the game for L. Scola,66,62
271,3,7:18.0,F. Ezeli makes free throw 2 of 2,,67,62
272,3,7:00.0,,D. DeRozan misses 2-pt jump shot from 17 ft,67,62
273,3,7:00.0,Defensive rebound by K. Thompson,,67,62
274,3,6:41.0,F. Ezeli makes 2-pt hook shot from 7 ft,,69,62
275,3,6:19.0,,Shooting foul by K. Thompson (drawn by D. DeRozan),69,62
276,3,6:19.0,,D. DeRozan makes free throw 1 of 2,69,63
277,3,6:19.0,,D. DeRozan misses free throw 2 of 2,69,63
278,3,6:19.0,Defensive rebound by D. Green,,69,63
279,3,5:59.0,Personal foul by D. DeRozan (drawn by F. Ezeli),,69,63
280,3,5:59.0,,Toronto full timeout,69,63
281,3,5:59.0,A. Iguodala enters the game for B. Rush,,69,63
282,3,5:59.0,F. Ezeli misses free throw 1 of 2,,69,63
283,3,5:59.0,Offensive rebound by Team,,69,63
284,3,5:59.0,F. Ezeli makes free throw 2 of 2,,70,63
285,3,5:41.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),70,65
286,3,5:16.0,F. Ezeli misses 2-pt jump shot from 8 ft,,70,65
287,3,5:11.0,,Defensive rebound by D. DeRozan,70,65
288,3,5:10.0,,Turnover by D. DeRozan (step out of bounds),70,65
289,3,4:45.0,F. Ezeli makes 2-pt jump shot from 3 ft (assist by D. Green),,72,65
290,3,4:20.0,,K. Lowry misses 3-pt jump shot from 24 ft,72,65
291,3,4:20.0,,Offensive rebound by L. Nogueira,72,65
292,3,4:09.0,,L. Nogueira makes 2-pt layup from 1 ft (assist by D. Carroll),72,67
293,3,3:57.0,Personal block foul by D. Carroll (drawn by K. Thompson),,72,67
294,3,3:57.0,K. Thompson makes free throw 1 of 2,,73,67
295,3,3:57.0,,C. Joseph enters the game for D. Carroll,73,67
296,3,3:57.0,S. Livingston enters the game for F. Ezeli,,73,67
297,3,3:57.0,K. Thompson makes free throw 2 of 2,,74,67
298,3,3:44.0,,K. Lowry makes 2-pt layup from 1 ft,74,69
299,3,3:33.0,S. Curry misses 2-pt jump shot from 9 ft,,74,69
300,3,3:33.0,Offensive rebound by Team,,74,69
301,3,3:33.0,,Loose ball foul by K. Lowry (drawn by D. Green),74,69
302,3,3:33.0,D. Green makes free throw 1 of 2,,75,69
303,3,3:33.0,D. Green makes free throw 2 of 2,,76,69
304,3,3:28.0,,Personal foul by S. Curry (drawn by C. Joseph),76,69
305,3,3:13.0,,C. Joseph makes 2-pt jump shot from 7 ft,76,71
306,3,3:04.0,K. Thompson misses 2-pt jump shot from 18 ft,,76,71
307,3,3:03.0,,Defensive rebound by P. Patterson,76,71
308,3,2:52.0,,L. Nogueira makes 2-pt dunk at rim (assist by D. DeRozan),76,73
309,3,2:52.0,Golden State full timeout,,76,73
310,3,2:52.0,M. Speights enters the game for K. Thompson,,76,73
311,3,2:52.0,,T. Ross enters the game for K. Lowry,76,73
312,3,2:35.0,D. Green makes 2-pt layup from 2 ft (assist by M. Speights),,78,73
313,3,2:22.0,,L. Nogueira misses 2-pt layup from 2 ft (block by S. Livingston),78,73
314,3,2:22.0,,Offensive rebound by Team,78,73
315,3,2:11.0,,P. Patterson makes 2-pt jump shot from 8 ft (assist by C. Joseph),78,75
316,3,1:58.0,S. Curry misses 2-pt jump shot from 15 ft (block by C. Joseph),,78,75
317,3,1:56.0,Offensive rebound by S. Curry,,78,75
318,3,1:50.0,S. Curry makes 3-pt jump shot from 23 ft (assist by M. Speights),,81,75
319,3,1:20.0,,C. Joseph makes 2-pt layup from 1 ft,81,77
320,3,1:05.0,S. Curry misses 3-pt jump shot from 24 ft,,81,77
321,3,1:05.0,,Defensive rebound by P. Patterson,81,77
322,3,0:52.0,,D. DeRozan makes 2-pt layup from 1 ft,81,79
323,3,0:37.0,M. Speights misses 2-pt hook shot from 5 ft,,81,79
324,3,0:36.0,Offensive rebound by S. Livingston,,81,79
325,3,0:25.0,M. Speights misses 2-pt jump shot from 17 ft,,81,79
326,3,0:24.0,Offensive rebound by Team,,81,79
327,3,0:02.0,S. Curry makes 2-pt jump shot from 8 ft,,83,79
328,3,0:00.0,,C. Joseph misses 3-pt jump shot from 35 ft,83,79
329,3,0:00.0,,Offensive rebound by Team,83,79
330,4,11:39.0,,C. Joseph misses 2-pt jump shot from 2 ft,83,79
331,4,11:39.0,Defensive rebound by J. McAdoo,,83,79
332,4,11:28.0,Personal foul by C. Joseph (drawn by J. McAdoo),,83,79
333,4,11:22.0,L. Barbosa misses 2-pt jump shot from 11 ft,,83,79
334,4,11:21.0,,Defensive rebound by L. Nogueira,83,79
335,4,11:09.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by L. Nogueira),83,82
336,4,10:47.0,Shooting foul by J. Johnson (drawn by M. Speights),,83,82
337,4,10:47.0,M. Speights misses free throw 1 of 2,,83,82
338,4,10:47.0,Offensive rebound by Team,,83,82
339,4,10:47.0,M. Speights makes free throw 2 of 2,,84,82
340,4,10:32.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),84,84
341,4,10:15.0,S. Livingston misses 2-pt jump shot from 10 ft,,84,84
342,4,10:14.0,,Defensive rebound by Team,84,84
343,4,10:14.0,Loose ball foul by S. Livingston (drawn by K. Lowry),,84,84
344,4,9:50.0,,Turnover by K. Lowry (lost ball; steal by A. Iguodala),84,84
345,4,9:36.0,J. McAdoo misses 2-pt hook shot from 4 ft,,84,84
346,4,9:36.0,,Defensive rebound by P. Patterson,84,84
347,4,9:30.0,,Shooting foul by J. McAdoo (drawn by J. Johnson),84,84
348,4,9:30.0,,J. Johnson misses free throw 1 of 2,84,84
349,4,9:30.0,,Offensive rebound by Team,84,84
350,4,9:30.0,,J. Johnson makes free throw 2 of 2,84,85
351,4,9:16.0,,Offensive charge foul by M. Speights (drawn by J. Johnson),84,85
352,4,9:16.0,Turnover by M. Speights (offensive foul),,84,85
353,4,8:50.0,,K. Lowry misses 2-pt layup from 2 ft,84,85
354,4,8:50.0,Defensive rebound by J. McAdoo,,84,85
355,4,8:42.0,Turnover by L. Barbosa (bad pass; steal by L. Nogueira),,84,85
356,4,8:41.0,,Personal foul by S. Livingston (drawn by J. Johnson),84,85
357,4,8:41.0,Official timeout,,84,85
358,4,8:41.0,D. Green enters the game for A. Iguodala,,84,85
359,4,8:41.0,S. Curry enters the game for L. Barbosa,,84,85
360,4,8:41.0,K. Thompson enters the game for M. Speights,,84,85
361,4,8:41.0,F. Ezeli enters the game for J. McAdoo,,84,85
362,4,8:28.0,,K. Lowry misses 2-pt layup from 2 ft,84,85
363,4,8:28.0,Defensive rebound by D. Green,,84,85
364,4,8:28.0,Personal foul by L. Nogueira (drawn by D. Green),,84,85
365,4,8:16.0,K. Thompson misses 2-pt layup from 2 ft (block by K. Lowry),,84,85
366,4,8:16.0,,Defensive rebound by Team,84,85
367,4,8:04.0,,K. Lowry misses 2-pt layup from 2 ft,84,85
368,4,8:03.0,Defensive rebound by K. Thompson,,84,85
369,4,7:53.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,87,85
370,4,7:31.0,,P. Patterson misses 3-pt jump shot from 24 ft,87,85
371,4,7:30.0,Defensive rebound by K. Thompson,,87,85
372,4,7:22.0,Turnover by K. Thompson (bad pass; steal by K. Lowry),,87,85
373,4,7:16.0,,K. Lowry makes 2-pt layup from 2 ft (assist by J. Johnson),87,87
374,4,7:06.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,90,87
375,4,6:41.0,,Turnover by L. Nogueira (lost ball),90,87
376,4,6:31.0,S. Livingston makes 2-pt layup from 3 ft (assist by S. Curry),,92,87
377,4,6:31.0,,Toronto full timeout,92,87
378,4,6:31.0,,L. Scola enters the game for L. Nogueira,92,87
379,4,6:31.0,,D. DeRozan enters the game for J. Johnson,92,87
380,4,6:23.0,,Shooting foul by F. Ezeli (drawn by L. Scola),92,87
381,4,6:23.0,,L. Scola makes free throw 1 of 2,92,88
382,4,6:23.0,,L. Scola makes free throw 2 of 2,92,89
383,4,6:08.0,D. Green makes 2-pt jump shot from 6 ft (assist by S. Curry),,94,89
384,4,5:55.0,,K. Lowry makes 3-pt jump shot from 24 ft,94,92
385,4,5:42.0,Shooting foul by L. Scola (drawn by F. Ezeli),,94,92
