,QUARTER,TIME_REMAINING,DALLAS_ACTION,ORLANDO_ACTION,DALLAS_SCORE,ORLANDO_SCORE
380,4,4:27.0,,N. Vučević makes free throw 1 of 2,95,93
381,4,4:27.0,,N. Vučević makes free throw 2 of 2,95,94
382,4,4:10.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,95,94
383,4,4:09.0,,Defensive rebound by E. Fournier,95,94
384,4,3:57.0,,N. Vučević misses 2-pt hook shot from 7 ft,95,94
385,4,3:56.0,Defensive rebound by D. Nowitzki,,95,94
386,4,3:34.0,C. Parsons makes 2-pt dunk at rim (assist by R. Felton),,97,94
387,4,3:19.0,,E. Payton misses 2-pt jump shot from 8 ft (block by D. Williams),97,94
388,4,3:17.0,,Offensive rebound by E. Payton,97,94
389,4,3:16.0,,E. Payton makes 2-pt layup from 2 ft,97,96
390,4,2:57.0,Turnover by D. Williams (lost ball),,97,96
391,4,2:57.0,,Orlando full timeout,97,96
392,4,2:49.0,,V. Oladipo misses 3-pt jump shot from 24 ft,97,96
393,4,2:47.0,Defensive rebound by Z. Pachulia,,97,96
394,4,2:37.0,Turnover by D. Williams (bad pass),,97,96
395,4,2:27.0,,E. Fournier misses 2-pt layup from 3 ft (block by D. Nowitzki),97,96
396,4,2:27.0,Defensive rebound by Team,,97,96
397,4,2:11.0,R. Felton misses 2-pt jump shot from 15 ft,,97,96
398,4,2:10.0,,Defensive rebound by A. Gordon,97,96
399,4,2:04.0,,E. Payton misses 2-pt layup from 1 ft,97,96
400,4,2:04.0,Defensive rebound by Team,,97,96
401,4,1:49.0,Shooting foul by V. Oladipo (drawn by D. Williams),,97,96
402,4,1:49.0,D. Williams makes free throw 1 of 2,,98,96
403,4,1:49.0,D. Williams misses free throw 2 of 2,,98,96
404,4,1:48.0,,Defensive rebound by A. Gordon,98,96
405,4,1:48.0,,Orlando full timeout,98,96
406,4,1:48.0,,M. Hezonja enters the game for V. Oladipo,98,96
407,4,1:32.0,,N. Vučević misses 2-pt jump shot from 16 ft,98,96
408,4,1:30.0,Defensive rebound by D. Williams,,98,96
409,4,1:09.0,Z. Pachulia misses 2-pt jump shot from 3 ft,,98,96
410,4,1:07.0,Offensive rebound by Team,,98,96
411,4,1:07.0,Turnover by Z. Pachulia (traveling),,98,96
412,4,0:54.0,,E. Fournier misses 3-pt jump shot from 26 ft,98,96
413,4,0:53.0,Defensive rebound by Z. Pachulia,,98,96
414,4,0:33.0,R. Felton misses 2-pt jump shot from 11 ft,,98,96
415,4,0:31.0,,Defensive rebound by M. Hezonja,98,96
416,4,0:12.0,,E. Fournier makes 2-pt layup from 2 ft,98,98
417,4,0:12.0,Dallas full timeout,,98,98
418,4,0:12.0,,V. Oladipo enters the game for M. Hezonja,98,98
419,4,0:12.0,W. Matthews enters the game for R. Felton,,98,98
420,4,0:01.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,98,98
421,4,0:00.0,,Defensive rebound by N. Vučević,98,98
422,1OT,4:59.0,,Violation by N. Vučević (jump ball),98,98
423,1OT,4:59.0,,Turnover by N. Vučević (jump ball violation.),98,98
424,1OT,4:46.0,D. Williams misses 2-pt jump shot from 9 ft,,98,98
425,1OT,4:45.0,,Defensive rebound by A. Gordon,98,98
426,1OT,4:32.0,,E. Fournier misses 3-pt jump shot from 25 ft,98,98
427,1OT,4:31.0,Defensive rebound by Team,,98,98
428,1OT,4:20.0,Shooting foul by N. Vučević (drawn by Z. Pachulia),,98,98
429,1OT,4:20.0,Z. Pachulia makes free throw 1 of 2,,99,98
430,1OT,4:20.0,Z. Pachulia misses free throw 2 of 2,,99,98
431,1OT,4:19.0,,Defensive rebound by A. Gordon,99,98
432,1OT,4:06.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by B. Jennings),99,101
433,1OT,3:52.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,99,101
434,1OT,3:51.0,,Defensive rebound by B. Jennings,99,101
435,1OT,3:40.0,,B. Jennings misses 3-pt jump shot from 22 ft,99,101
436,1OT,3:39.0,,Offensive rebound by A. Gordon,99,101
437,1OT,3:37.0,,A. Gordon misses 2-pt layup from 1 ft,99,101
438,1OT,3:35.0,,Offensive rebound by N. Vučević,99,101
439,1OT,3:35.0,,N. Vučević misses 2-pt layup at rim,99,101
440,1OT,3:34.0,Defensive rebound by Z. Pachulia,,99,101
441,1OT,3:34.0,Personal foul by A. Gordon (drawn by Z. Pachulia),,99,101
442,1OT,3:12.0,Turnover by C. Parsons (bad pass; steal by A. Gordon),,99,101
443,1OT,2:58.0,,N. Vučević misses 2-pt layup from 2 ft (block by C. Parsons),99,101
444,1OT,2:56.0,Defensive rebound by W. Matthews,,99,101
445,1OT,2:49.0,Personal foul by E. Fournier (drawn by D. Williams),,99,101
446,1OT,2:36.0,W. Matthews misses 2-pt layup from 1 ft,,99,101
447,1OT,2:34.0,,Defensive rebound by E. Fournier,99,101
448,1OT,2:17.0,,V. Oladipo misses 2-pt layup from 1 ft,99,101
449,1OT,2:16.0,,Offensive rebound by A. Gordon,99,101
450,1OT,2:16.0,,A. Gordon misses 2-pt layup from 1 ft,99,101
451,1OT,2:14.0,,Offensive rebound by V. Oladipo,99,101
452,1OT,2:11.0,,B. Jennings misses 3-pt jump shot from 24 ft,99,101
453,1OT,2:10.0,Defensive rebound by C. Parsons,,99,101
454,1OT,2:00.0,C. Parsons makes 2-pt jump shot from 19 ft,,101,101
455,1OT,2:00.0,,Orlando full timeout,101,101
456,1OT,1:44.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by B. Jennings),101,104
457,1OT,1:20.0,W. Matthews misses 3-pt jump shot from 22 ft,,101,104
458,1OT,1:19.0,,Defensive rebound by V. Oladipo,101,104
459,1OT,1:05.0,,V. Oladipo makes 2-pt layup from 2 ft,101,106
460,1OT,1:05.0,Dallas full timeout,,101,106
461,1OT,1:01.0,D. Williams misses 2-pt layup from 2 ft (block by N. Vučević),,101,106
462,1OT,1:00.0,,Defensive rebound by V. Oladipo,101,106
463,1OT,0:47.0,,Personal foul by D. Nowitzki (drawn by A. Gordon),101,106
464,1OT,0:36.0,,N. Vučević misses 2-pt jump shot from 12 ft,101,106
465,1OT,0:35.0,,Offensive rebound by A. Gordon,101,106
466,1OT,0:23.0,,Turnover by V. Oladipo (bad pass; steal by C. Parsons),101,106
467,1OT,0:17.0,Turnover by C. Parsons (bad pass; steal by A. Gordon),,101,106
468,1OT,0:13.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Fournier),101,108
469,1OT,0:13.0,Dallas full timeout,,101,108
470,1OT,0:09.0,D. Williams makes 3-pt jump shot from 28 ft (assist by Z. Pachulia),,104,108
471,1OT,0:09.0,,Orlando full timeout,104,108
472,1OT,0:09.0,C. Villanueva enters the game for C. Parsons,,104,108
473,1OT,0:09.0,D. Powell enters the game for D. Nowitzki,,104,108
474,1OT,0:09.0,R. Felton enters the game for Z. Pachulia,,104,108
475,1OT,0:07.0,,Personal take foul by W. Matthews (drawn by B. Jennings),104,108
476,1OT,0:07.0,,B. Jennings makes free throw 1 of 2,104,109
477,1OT,0:07.0,,B. Jennings makes free throw 2 of 2,104,110
478,1OT,0:07.0,Dallas full timeout,,104,110
479,1OT,0:03.0,C. Villanueva misses 3-pt jump shot from 26 ft,,104,110
480,1OT,0:02.0,,Defensive rebound by E. Fournier,104,110
