,QUARTER,TIME_REMAINING,ORLANDO_ACTION,ATLANTA_ACTION,ORLANDO_SCORE,ATLANTA_SCORE
44,1,5:15.0,Violation by C. Frye (kicked ball),,8,22
45,1,5:15.0,,M. Muscala enters the game for A. Horford,8,22
46,1,5:15.0,,T. Sefolosha enters the game for K. Bazemore,8,22
47,1,5:15.0,J. Smith enters the game for N. Vučević,,8,22
48,1,5:15.0,E. Payton enters the game for E. Fournier,,8,22
49,1,5:07.0,,J. Teague misses 2-pt jump shot from 17 ft,8,22
50,1,5:05.0,Defensive rebound by M. Hezonja,,8,22
51,1,4:56.0,S. Napier misses 3-pt jump shot from 24 ft,,8,22
52,1,4:54.0,,Defensive rebound by T. Sefolosha,8,22
53,1,4:42.0,,J. Teague misses 2-pt jump shot from 6 ft,8,22
54,1,4:38.0,,Offensive rebound by P. Millsap,8,22
55,1,4:38.0,,P. Millsap makes 2-pt dunk at rim,8,24
56,1,4:26.0,Turnover by M. Hezonja (lost ball; steal by P. Millsap),,8,24
57,1,4:21.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by P. Millsap),8,26
58,1,4:21.0,Orlando full timeout,,8,26
59,1,4:21.0,,T. Hardaway enters the game for K. Korver,8,26
60,1,4:21.0,,D. Schröder enters the game for J. Teague,8,26
61,1,4:11.0,J. Smith misses 2-pt jump shot from 19 ft,,8,26
62,1,4:10.0,,Defensive rebound by T. Sefolosha,8,26
63,1,3:57.0,,Def 3 sec tech foul by J. Smith,8,26
64,1,3:57.0,,D. Schröder misses technical free throw,8,26
65,1,3:57.0,,Offensive rebound by Team,8,26
66,1,3:50.0,,D. Schröder makes 2-pt layup from 1 ft,8,28
67,1,3:33.0,Turnover by S. Napier (lost ball),,8,28
68,1,3:10.0,,T. Hardaway misses 3-pt jump shot from 23 ft,8,28
69,1,3:09.0,Defensive rebound by S. Napier,,8,28
70,1,2:57.0,J. Smith makes 2-pt jump shot from 18 ft (assist by S. Napier),,10,28
71,1,2:46.0,,Atlanta full timeout,10,28
72,1,2:46.0,A. Gordon enters the game for C. Frye,,10,28
73,1,2:40.0,Violation by S. Napier (kicked ball),,10,28
74,1,2:31.0,,Turnover by P. Millsap (lost ball; steal by A. Gordon),10,28
75,1,2:22.0,J. Smith makes 2-pt jump shot from 20 ft (assist by S. Napier),,12,28
76,1,2:07.0,,M. Muscala misses 2-pt jump shot from 18 ft,12,28
77,1,2:06.0,Defensive rebound by M. Hezonja,,12,28
78,1,1:56.0,J. Smith makes 2-pt jump shot from 12 ft,,14,28
79,1,1:32.0,,T. Hardaway misses 3-pt jump shot from 24 ft,14,28
80,1,1:29.0,Defensive rebound by S. Napier,,14,28
81,1,1:24.0,Turnover by E. Payton (bad pass; steal by T. Sefolosha),,14,28
82,1,1:09.0,,Turnover by P. Millsap (lost ball; steal by S. Napier),14,28
83,1,1:01.0,S. Napier misses 3-pt jump shot from 24 ft,,14,28
84,1,0:58.0,,Defensive rebound by P. Millsap,14,28
85,1,0:54.0,,T. Hardaway makes 2-pt layup from 2 ft (assist by P. Millsap),14,30
86,1,0:36.0,E. Payton makes 2-pt jump shot from 19 ft (assist by S. Napier),,16,30
87,1,0:30.0,,D. Schröder misses 2-pt jump shot from 19 ft,16,30
88,1,0:26.0,Defensive rebound by M. Hezonja,,16,30
89,1,0:15.0,M. Hezonja misses 2-pt jump shot from 9 ft (block by T. Hardaway),,16,30
90,1,0:15.0,,A. Horford enters the game for P. Millsap,16,30
91,1,0:15.0,,M. Scott enters the game for M. Muscala,16,30
92,1,0:15.0,V. Oladipo enters the game for S. Napier,,16,30
93,1,0:15.0,Offensive rebound by Team,,16,30
94,1,0:06.0,E. Payton misses 3-pt jump shot from 24 ft,,16,30
95,1,0:03.0,Offensive rebound by A. Gordon,,16,30
96,1,0:03.0,A. Gordon misses 2-pt layup at rim,,16,30
97,1,0:03.0,Offensive rebound by A. Gordon,,16,30
98,1,0:03.0,A. Gordon makes 2-pt layup at rim,,18,30
99,1,0:00.0,,D. Schröder misses 2-pt dunk at rim,18,30
100,1,0:00.0,,Offensive rebound by Team,18,30
101,2,11:40.0,,D. Schröder misses 3-pt jump shot from 24 ft,18,30
102,2,11:38.0,Defensive rebound by A. Gordon,,18,30
103,2,11:33.0,E. Payton makes 2-pt layup from 1 ft (assist by A. Gordon),,20,30
104,2,11:18.0,,T. Hardaway misses 2-pt jump shot from 10 ft,20,30
105,2,11:16.0,Defensive rebound by A. Gordon,,20,30
106,2,11:02.0,M. Hezonja misses 3-pt jump shot from 24 ft,,20,30
107,2,11:01.0,,Defensive rebound by D. Schröder,20,30
108,2,10:52.0,,A. Horford misses 2-pt jump shot from 18 ft,20,30
109,2,10:51.0,Defensive rebound by M. Hezonja,,20,30
110,2,10:29.0,J. Smith makes 2-pt jump shot from 21 ft (assist by M. Hezonja),,22,30
111,2,10:21.0,,Personal foul by A. Gordon (drawn by M. Scott),22,30
112,2,10:21.0,,K. Bazemore enters the game for T. Sefolosha,22,30
113,2,10:21.0,,K. Korver enters the game for T. Hardaway,22,30
114,2,10:21.0,E. Fournier enters the game for M. Hezonja,,22,30
115,2,10:13.0,,A. Horford makes 2-pt layup from 2 ft (assist by D. Schröder),22,32
116,2,9:56.0,E. Payton misses 3-pt jump shot from 25 ft,,22,32
117,2,9:55.0,,Defensive rebound by K. Bazemore,22,32
118,2,9:44.0,,A. Horford makes 2-pt hook shot from 11 ft,22,34
119,2,9:25.0,A. Gordon makes 3-pt jump shot from 22 ft (assist by E. Payton),,25,34
120,2,9:09.0,,M. Scott misses 2-pt jump shot from 7 ft,25,34
121,2,9:07.0,Defensive rebound by A. Gordon,,25,34
122,2,9:00.0,V. Oladipo misses 2-pt jump shot from 21 ft,,25,34
123,2,8:59.0,,Defensive rebound by K. Bazemore,25,34
124,2,8:51.0,,K. Bazemore misses 2-pt dunk at rim (block by J. Smith),25,34
125,2,8:51.0,,Offensive rebound by M. Scott,25,34
126,2,8:51.0,,Shooting foul by E. Fournier (drawn by M. Scott),25,34
127,2,8:51.0,Official timeout,,25,34
128,2,8:51.0,,M. Scott makes free throw 1 of 2,25,35
129,2,8:51.0,,M. Scott misses free throw 2 of 2,25,35
130,2,8:50.0,Defensive rebound by A. Gordon,,25,35
131,2,8:36.0,J. Smith makes 2-pt jump shot from 15 ft (assist by E. Fournier),,27,35
132,2,8:19.0,,M. Scott misses 2-pt layup from 1 ft (block by J. Smith),27,35
133,2,8:17.0,Defensive rebound by A. Gordon,,27,35
134,2,8:16.0,Offensive foul by A. Gordon (drawn by K. Bazemore),,27,35
135,2,8:16.0,Turnover by A. Gordon (offensive foul),,27,35
136,2,8:16.0,Violation by Team (delay of game),,27,35
137,2,8:16.0,,J. Teague enters the game for D. Schröder,27,35
138,2,8:16.0,N. Vučević enters the game for A. Gordon,,27,35
139,2,8:00.0,,A. Horford misses 3-pt jump shot from 25 ft,27,35
140,2,7:57.0,Defensive rebound by E. Payton,,27,35
141,2,7:50.0,Shooting foul by K. Korver (drawn by N. Vučević),,27,35
142,2,7:50.0,N. Vučević misses free throw 1 of 2,,27,35
143,2,7:50.0,Offensive rebound by Team,,27,35
144,2,7:50.0,N. Vučević makes free throw 2 of 2,,28,35
145,2,7:43.0,,J. Teague makes 3-pt jump shot from 24 ft,28,38
146,2,7:30.0,Personal foul by J. Teague (drawn by V. Oladipo),,28,38
147,2,7:15.0,E. Payton misses 2-pt jump shot from 19 ft,,28,38
148,2,7:14.0,,Defensive rebound by A. Horford,28,38
149,2,7:09.0,,M. Scott misses 2-pt layup from 2 ft,28,38
150,2,7:06.0,Defensive rebound by V. Oladipo,,28,38
151,2,6:59.0,E. Payton misses 2-pt layup at rim (block by A. Horford),,28,38
152,2,6:56.0,,Defensive rebound by K. Bazemore,28,38
153,2,6:53.0,,K. Bazemore misses 3-pt jump shot from 24 ft,28,38
154,2,6:50.0,Defensive rebound by N. Vučević,,28,38
155,2,6:40.0,J. Smith misses 2-pt jump shot from 18 ft,,28,38
156,2,6:37.0,,Defensive rebound by K. Bazemore,28,38
157,2,6:31.0,,M. Scott makes 2-pt hook shot from 7 ft,28,40
158,2,6:17.0,E. Fournier misses 2-pt layup at rim,,28,40
159,2,6:17.0,Offensive rebound by Team,,28,40
160,2,6:17.0,,Loose ball foul by M. Scott (drawn by E. Fournier),28,40
161,2,6:14.0,,M. Muscala enters the game for A. Horford,28,40
162,2,6:14.0,,P. Millsap enters the game for M. Scott,28,40
163,2,6:14.0,D. Dedmon enters the game for J. Smith,,28,40
164,2,6:05.0,E. Payton makes 2-pt layup from 2 ft,,30,40
165,2,5:57.0,,Turnover by J. Teague (bad pass; steal by E. Fournier),30,40
166,2,5:54.0,Turnover by E. Fournier (bad pass; steal by P. Millsap),,30,40
167,2,5:42.0,,J. Teague misses 3-pt jump shot from 24 ft,30,40
168,2,5:40.0,,Offensive rebound by M. Muscala,30,40
169,2,5:21.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by K. Bazemore),30,43
170,2,5:05.0,Personal foul by P. Millsap (drawn by N. Vučević),,30,43
171,2,5:05.0,,Atlanta full timeout,30,43
172,2,5:05.0,,T. Sefolosha enters the game for K. Bazemore,30,43
173,2,4:54.0,V. Oladipo misses 3-pt jump shot from 23 ft,,30,43
174,2,4:54.0,Offensive rebound by Team,,30,43
175,2,4:54.0,,Loose ball foul by M. Muscala (drawn by D. Dedmon),30,43
176,2,4:54.0,D. Dedmon makes free throw 1 of 2,,31,43
177,2,4:54.0,D. Dedmon makes free throw 2 of 2,,32,43
178,2,4:45.0,,Shooting foul by D. Dedmon (drawn by M. Muscala),32,43
179,2,4:45.0,,M. Muscala makes free throw 1 of 2,32,44
180,2,4:45.0,,M. Muscala makes free throw 2 of 2,32,45
181,2,4:34.0,V. Oladipo misses 2-pt jump shot from 20 ft,,32,45
182,2,4:33.0,,Defensive rebound by T. Sefolosha,32,45
183,2,4:12.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by M. Muscala),32,48
184,2,3:59.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),,35,48
185,2,3:44.0,,J. Teague misses 2-pt jump shot from 20 ft,35,48
186,2,3:42.0,Defensive rebound by D. Dedmon,,35,48
187,2,3:32.0,N. Vučević misses 2-pt hook shot from 9 ft,,35,48
188,2,3:31.0,,Defensive rebound by K. Korver,35,48
189,2,3:21.0,,P. Millsap misses 3-pt jump shot from 23 ft,35,48
190,2,3:18.0,,Offensive rebound by P. Millsap,35,48
191,2,3:18.0,,Personal foul by E. Payton (drawn by P. Millsap),35,48
192,2,3:18.0,,A. Horford enters the game for M. Muscala,35,48
193,2,3:18.0,M. Hezonja enters the game for E. Payton,,35,48
194,2,3:15.0,,Turnover by P. Millsap (bad pass; steal by V. Oladipo),35,48
195,2,3:02.0,Def 3 sec tech foul by T. Sefolosha,,35,48
196,2,3:02.0,E. Fournier makes technical free throw,,36,48
197,2,3:02.0,,K. Bazemore enters the game for K. Korver,36,48
198,2,2:56.0,E. Fournier misses 3-pt jump shot from 25 ft,,36,48
199,2,2:55.0,,Defensive rebound by T. Sefolosha,36,48
200,2,2:41.0,,J. Teague misses 2-pt jump shot from 6 ft (block by V. Oladipo),36,48
201,2,2:38.0,Defensive rebound by N. Vučević,,36,48
202,2,2:36.0,E. Fournier makes 2-pt layup at rim (assist by M. Hezonja),,38,48
203,2,2:13.0,,A. Horford misses 2-pt jump shot from 15 ft,38,48
204,2,2:11.0,Defensive rebound by M. Hezonja,,38,48
205,2,2:11.0,Orlando full timeout,,38,48
206,2,1:49.0,N. Vučević misses 2-pt jump shot from 14 ft,,38,48
207,2,1:46.0,,Defensive rebound by J. Teague,38,48
208,2,1:25.0,,P. Millsap makes 2-pt jump shot from 14 ft (assist by K. Bazemore),38,50
209,2,1:02.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by E. Fournier),,41,50
210,2,0:49.0,,A. Horford makes 2-pt layup from 2 ft,41,52
211,2,0:49.0,,Shooting foul by N. Vučević (drawn by A. Horford),41,52
212,2,0:49.0,,A. Horford makes free throw 1 of 1,41,53
213,2,0:33.0,N. Vučević misses 2-pt hook shot from 4 ft,,41,53
214,2,0:31.0,,Defensive rebound by P. Millsap,41,53
215,2,0:25.0,,Atlanta full timeout,41,53
216,2,0:25.0,J. Smith enters the game for N. Vučević,,41,53
217,2,0:25.0,,K. Korver enters the game for T. Sefolosha,41,53
218,2,0:14.0,,Personal foul by D. Dedmon (drawn by P. Millsap),41,53
219,2,0:14.0,,P. Millsap misses free throw 1 of 2,41,53
220,2,0:14.0,,Offensive rebound by Team,41,53
221,2,0:14.0,,D. Schröder enters the game for K. Korver,41,53
222,2,0:14.0,,T. Sefolosha enters the game for J. Teague,41,53
223,2,0:14.0,,P. Millsap makes free throw 2 of 2,41,54
224,2,0:02.0,Turnover by J. Smith (lost ball; steal by P. Millsap),,41,54
225,2,0:00.0,,K. Bazemore misses 3-pt jump shot from 29 ft,41,54
226,2,0:00.0,,Offensive rebound by Team,41,54
227,3,11:49.0,,J. Teague makes 2-pt layup at rim (assist by K. Bazemore),41,56
228,3,11:28.0,Turnover by N. Vučević (lost ball; steal by K. Korver),,41,56
229,3,11:22.0,,Personal foul by V. Oladipo (drawn by A. Horford),41,56
230,3,11:16.0,,Shooting foul by N. Vučević (drawn by J. Teague),41,56
231,3,11:16.0,,J. Teague misses free throw 1 of 2,41,56
232,3,11:16.0,,Offensive rebound by Team,41,56
233,3,11:16.0,,J. Teague makes free throw 2 of 2,41,57
234,3,10:59.0,A. Gordon makes 2-pt jump shot from 20 ft (assist by N. Vučević),,43,57
235,3,10:47.0,,A. Horford makes 3-pt jump shot from 23 ft (assist by K. Korver),43,60
236,3,10:36.0,V. Oladipo makes 2-pt jump shot from 21 ft (assist by A. Gordon),,45,60
237,3,10:26.0,,J. Teague misses 2-pt jump shot from 7 ft (block by E. Payton),45,60
238,3,10:24.0,Defensive rebound by E. Payton,,45,60
239,3,10:19.0,Turnover by E. Fournier (lost ball; steal by J. Teague),,45,60
240,3,10:14.0,,J. Teague makes 2-pt layup from 2 ft (assist by A. Horford),45,62
241,3,9:53.0,V. Oladipo misses 3-pt jump shot from 22 ft,,45,62
242,3,9:52.0,,Defensive rebound by P. Millsap,45,62
243,3,9:38.0,,J. Teague misses 2-pt layup from 1 ft,45,62
244,3,9:37.0,Defensive rebound by N. Vučević,,45,62
245,3,9:31.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),,47,62
246,3,9:17.0,,P. Millsap makes 2-pt layup from 2 ft,47,64
247,3,9:02.0,A. Gordon misses 2-pt layup from 1 ft,,47,64
248,3,9:01.0,Offensive rebound by Team,,47,64
249,3,9:00.0,A. Gordon makes 2-pt dunk at rim (assist by E. Fournier),,49,64
250,3,9:00.0,Shooting foul by K. Korver (drawn by A. Gordon),,49,64
251,3,9:00.0,A. Gordon makes free throw 1 of 1,,50,64
252,3,8:52.0,,Shooting foul by N. Vučević (drawn by J. Teague),50,64
253,3,8:52.0,,J. Teague makes free throw 1 of 2,50,65
254,3,8:52.0,,J. Teague makes free throw 2 of 2,50,66
255,3,8:36.0,E. Payton makes 3-pt jump shot from 24 ft (assist by N. Vučević),,53,66
256,3,8:14.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Bazemore),53,68
257,3,7:57.0,E. Payton misses 2-pt jump shot from 20 ft,,53,68
258,3,7:55.0,,Defensive rebound by A. Horford,53,68
259,3,7:46.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),53,71
260,3,7:45.0,Orlando full timeout,,53,71
261,3,7:32.0,E. Payton makes 2-pt layup from 1 ft (assist by V. Oladipo),,55,71
262,3,7:15.0,,J. Teague misses 2-pt jump shot from 15 ft,55,71
263,3,7:13.0,Defensive rebound by A. Gordon,,55,71
264,3,7:05.0,V. Oladipo misses 2-pt layup from 1 ft,,55,71
265,3,7:04.0,,Defensive rebound by P. Millsap,55,71
266,3,7:02.0,,Turnover by P. Millsap (lost ball; steal by E. Payton),55,71
267,3,6:52.0,E. Payton makes 2-pt jump shot from 15 ft (assist by V. Oladipo),,57,71
268,3,6:42.0,,A. Horford misses 3-pt jump shot from 24 ft,57,71
269,3,6:41.0,Defensive rebound by V. Oladipo,,57,71
270,3,6:33.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,60,71
271,3,6:17.0,,P. Millsap misses 2-pt layup from 1 ft (block by A. Gordon),60,71
272,3,6:16.0,,Offensive rebound by P. Millsap,60,71
273,3,6:12.0,,K. Bazemore misses 3-pt jump shot from 25 ft,60,71
274,3,6:11.0,Defensive rebound by V. Oladipo,,60,71
275,3,6:01.0,Turnover by V. Oladipo (bad pass; steal by K. Bazemore),,60,71
276,3,5:56.0,,Personal foul by V. Oladipo (drawn by K. Bazemore),60,71
277,3,5:56.0,,M. Muscala enters the game for A. Horford,60,71
278,3,5:51.0,,Turnover by J. Teague (lost ball),60,71
279,3,5:32.0,N. Vučević makes 2-pt jump shot from 11 ft,,62,71
280,3,5:27.0,,Atlanta full timeout,62,71
281,3,5:27.0,,T. Sefolosha enters the game for K. Bazemore,62,71
282,3,5:21.0,,P. Millsap misses 2-pt layup at rim,62,71
283,3,5:19.0,Defensive rebound by N. Vučević,,62,71
284,3,5:07.0,Personal foul by P. Millsap (drawn by N. Vučević),,62,71
285,3,5:07.0,,D. Schröder enters the game for J. Teague,62,71
286,3,4:53.0,E. Payton misses 2-pt jump shot from 20 ft,,62,71
287,3,4:50.0,,Defensive rebound by P. Millsap,62,71
288,3,4:40.0,,Turnover by T. Sefolosha (lost ball),62,71
289,3,4:21.0,N. Vučević makes 2-pt hook shot from 13 ft,,64,71
290,3,4:08.0,,P. Millsap makes 2-pt jump shot from 4 ft (assist by M. Muscala),64,73
291,3,3:52.0,A. Gordon misses 2-pt jump shot from 18 ft,,64,73
292,3,3:50.0,,Defensive rebound by P. Millsap,64,73
293,3,3:41.0,,M. Muscala makes 2-pt jump shot from 16 ft (assist by D. Schröder),64,75
294,3,3:23.0,A. Gordon misses 2-pt jump shot from 4 ft,,64,75
295,3,3:22.0,,Defensive rebound by P. Millsap,64,75
296,3,3:13.0,,Turnover by P. Millsap (bad pass; steal by E. Fournier),64,75
297,3,3:13.0,Personal foul by D. Schröder (drawn by E. Fournier),,64,75
298,3,3:13.0,M. Hezonja enters the game for V. Oladipo,,64,75
299,3,3:13.0,,K. Bazemore enters the game for K. Korver,64,75
300,3,3:02.0,N. Vučević makes 2-pt hook shot from 5 ft,,66,75
301,3,2:47.0,,D. Schröder makes 2-pt jump shot from 4 ft,66,77
302,3,2:31.0,E. Fournier makes 2-pt layup from 1 ft (assist by A. Gordon),,68,77
303,3,2:05.0,,P. Millsap misses 2-pt jump shot from 17 ft,68,77
304,3,2:02.0,Defensive rebound by M. Hezonja,,68,77
305,3,1:43.0,E. Fournier misses 3-pt jump shot from 24 ft,,68,77
306,3,1:42.0,,Defensive rebound by K. Bazemore,68,77
307,3,1:24.0,,D. Schröder misses 3-pt jump shot from 22 ft,68,77
308,3,1:23.0,Defensive rebound by A. Gordon,,68,77
309,3,1:06.0,N. Vučević makes 2-pt jump shot from 8 ft (assist by E. Payton),,70,77
310,3,0:50.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),70,80
311,3,0:39.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),,72,80
312,3,0:32.0,,D. Schröder misses 2-pt layup at rim,72,80
313,3,0:31.0,,Offensive rebound by M. Muscala,72,80
314,3,0:28.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Muscala),72,83
315,3,0:08.0,M. Hezonja misses 3-pt jump shot from 24 ft,,72,83
316,3,0:06.0,,Defensive rebound by P. Millsap,72,83
317,3,0:01.0,,Turnover by T. Sefolosha (bad pass),72,83
318,3,0:01.0,J. Smith enters the game for A. Gordon,,72,83
319,3,0:01.0,S. Napier enters the game for E. Payton,,72,83
320,3,0:01.0,,A. Horford enters the game for P. Millsap,72,83
321,4,11:34.0,S. Napier makes 2-pt jump shot from 10 ft,,74,83
322,4,11:23.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),74,85
323,4,11:06.0,S. Napier misses 2-pt jump shot from 17 ft,,74,85
324,4,11:04.0,,Defensive rebound by K. Bazemore,74,85
325,4,10:51.0,,Turnover by D. Schröder (bad pass; steal by J. Smith),74,85
326,4,10:37.0,J. Smith misses 2-pt jump shot from 16 ft,,74,85
327,4,10:35.0,Offensive rebound by N. Vučević,,74,85
328,4,10:30.0,M. Hezonja misses 3-pt jump shot from 24 ft,,74,85
329,4,10:29.0,Offensive rebound by N. Vučević,,74,85
330,4,10:21.0,N. Vučević makes 2-pt layup at rim (assist by M. Hezonja),,76,85
331,4,10:13.0,,Personal foul by E. Fournier (drawn by K. Bazemore),76,85
332,4,9:55.0,,M. Scott makes 2-pt layup from 2 ft (assist by D. Schröder),76,87
333,4,9:39.0,N. Vučević makes 2-pt jump shot from 14 ft (assist by J. Smith),,78,87
334,4,9:25.0,,M. Scott misses 3-pt jump shot from 24 ft,78,87
335,4,9:23.0,Defensive rebound by N. Vučević,,78,87
336,4,9:12.0,E. Fournier makes 2-pt layup from 1 ft (assist by S. Napier),,80,87
337,4,9:05.0,,Atlanta full timeout,80,87
338,4,9:05.0,,K. Korver enters the game for T. Sefolosha,80,87
339,4,9:05.0,V. Oladipo enters the game for E. Fournier,,80,87
340,4,8:58.0,,Personal foul by M. Hezonja (drawn by K. Bazemore),80,87
341,4,8:46.0,,Turnover by K. Bazemore (bad pass; steal by J. Smith),80,87
342,4,8:32.0,J. Smith makes 2-pt jump shot from 20 ft (assist by V. Oladipo),,82,87
343,4,8:14.0,,D. Schröder makes 2-pt jump shot from 20 ft (assist by A. Horford),82,89
344,4,7:54.0,J. Smith misses 2-pt jump shot from 10 ft,,82,89
345,4,7:52.0,,Defensive rebound by A. Horford,82,89
346,4,7:40.0,,K. Bazemore misses 2-pt layup from 1 ft,82,89
347,4,7:38.0,Defensive rebound by S. Napier,,82,89
348,4,7:34.0,,Violation by M. Scott (def goaltending),82,89
349,4,7:34.0,V. Oladipo makes 2-pt layup from 1 ft (assist by S. Napier),,84,89
350,4,7:21.0,,D. Schröder misses 2-pt jump shot from 18 ft,84,89
351,4,7:18.0,Defensive rebound by N. Vučević,,84,89
352,4,7:08.0,J. Smith makes 2-pt jump shot from 14 ft (assist by V. Oladipo),,86,89
353,4,6:51.0,,A. Horford makes 2-pt layup from 3 ft (assist by D. Schröder),86,91
354,4,6:51.0,,Shooting foul by N. Vučević (drawn by A. Horford),86,91
355,4,6:51.0,,J. Teague enters the game for D. Schröder,86,91
356,4,6:51.0,,P. Millsap enters the game for M. Scott,86,91
357,4,6:51.0,E. Payton enters the game for S. Napier,,86,91
358,4,6:51.0,,A. Horford makes free throw 1 of 1,86,92
359,4,6:41.0,Turnover by V. Oladipo (lost ball),,86,92
360,4,6:27.0,,J. Teague makes 2-pt jump shot from 10 ft,86,94
361,4,6:04.0,E. Payton makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,89,94
362,4,5:51.0,,P. Millsap misses 3-pt jump shot from 24 ft,89,94
363,4,5:50.0,Defensive rebound by E. Payton,,89,94
364,4,5:28.0,E. Payton misses 2-pt layup at rim (block by A. Horford),,89,94
365,4,5:26.0,,Defensive rebound by K. Bazemore,89,94
366,4,5:22.0,,K. Korver misses 3-pt jump shot from 23 ft (block by J. Smith),89,94
367,4,5:19.0,Defensive rebound by M. Hezonja,,89,94
368,4,5:16.0,Orlando full timeout,,89,94
369,4,5:16.0,,T. Sefolosha enters the game for K. Korver,89,94
370,4,5:16.0,E. Fournier enters the game for V. Oladipo,,89,94
371,4,5:04.0,N. Vučević makes 2-pt layup at rim (assist by E. Fournier),,91,94
372,4,4:47.0,,K. Bazemore misses 2-pt layup from 3 ft (block by J. Smith),91,94
373,4,4:45.0,,Offensive rebound by J. Teague,91,94
374,4,4:42.0,,Turnover by J. Teague (bad pass; steal by E. Payton),91,94
375,4,4:35.0,M. Hezonja makes 2-pt layup at rim,,93,94
376,4,4:20.0,,J. Teague misses 2-pt jump shot from 17 ft (block by N. Vučević),93,94
377,4,4:18.0,Defensive rebound by M. Hezonja,,93,94
