,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
61,1,3:13.0,J. Okafor makes 2-pt jump shot from 12 ft (assist by I. Smith),,19,18
62,1,3:05.0,,New York full timeout,19,18
63,1,3:05.0,,L. Galloway enters the game for A. Afflalo,19,18
64,1,3:05.0,T. McConnell enters the game for I. Smith,,19,18
65,1,2:53.0,,R. Lopez makes 2-pt hook shot from 5 ft (assist by J. Calderón),19,20
66,1,2:39.0,,J. Grant enters the game for J. Calderón,19,20
67,1,2:28.0,J. Okafor misses 2-pt jump shot from 13 ft,,19,20
68,1,2:26.0,,Defensive rebound by C. Anthony,19,20
69,1,2:14.0,,R. Lopez makes 2-pt dunk at rim (assist by C. Anthony),19,22
70,1,1:55.0,J. Grant makes 3-pt jump shot from 24 ft (assist by T. McConnell),,22,22
71,1,1:43.0,,Turnover by R. Lopez (bad pass; steal by J. Grant),22,22
72,1,1:38.0,J. Grant makes 2-pt layup from 2 ft (assist by T. McConnell),,24,22
73,1,1:38.0,Shooting foul by R. Lopez (drawn by J. Grant),,24,22
74,1,1:38.0,,K. Porziņģis enters the game for R. Lopez,24,22
75,1,1:38.0,N. Noel enters the game for J. Okafor,,24,22
76,1,1:38.0,J. Grant makes free throw 1 of 1,,25,22
77,1,1:22.0,,Shooting foul by J. Grant (drawn by C. Anthony),25,22
78,1,1:22.0,,C. Anthony makes free throw 1 of 2,25,23
79,1,1:22.0,,C. Anthony makes free throw 2 of 2,25,24
80,1,0:57.0,T. McConnell makes 2-pt jump shot from 3 ft,,27,24
81,1,0:46.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by L. Galloway),27,27
82,1,0:32.0,H. Thompson makes 2-pt layup from 3 ft,,29,27
83,1,0:11.0,,L. Thomas makes 2-pt hook shot from 5 ft (assist by C. Anthony),29,29
84,1,0:00.0,T. McConnell misses 2-pt layup at rim,,29,29
85,1,0:00.0,Offensive rebound by Team,,29,29
86,2,11:47.0,H. Thompson misses 3-pt jump shot from 22 ft,,29,29
87,2,11:44.0,,Defensive rebound by D. Williams,29,29
88,2,11:35.0,,Shooting foul by R. Holmes (drawn by D. Williams),29,29
89,2,11:35.0,,D. Williams makes free throw 1 of 2,29,30
90,2,11:35.0,,D. Williams makes free throw 2 of 2,29,31
91,2,11:17.0,T. McConnell makes 2-pt jump shot from 3 ft,,31,31
92,2,11:04.0,,J. Grant misses 2-pt layup from 1 ft,31,31
93,2,11:02.0,Defensive rebound by R. Holmes,,31,31
94,2,10:41.0,N. Noel makes 2-pt hook shot from 4 ft (assist by T. McConnell),,33,31
95,2,10:27.0,,Turnover by L. Thomas (bad pass),33,31
96,2,10:13.0,T. McConnell misses 2-pt jump shot from 12 ft,,33,31
97,2,10:11.0,,Defensive rebound by K. Porziņģis,33,31
98,2,9:56.0,,L. Thomas misses 2-pt jump shot from 6 ft,33,31
99,2,9:54.0,Defensive rebound by R. Holmes,,33,31
100,2,9:40.0,H. Thompson misses 2-pt layup from 1 ft,,33,31
101,2,9:39.0,,Defensive rebound by L. Galloway,33,31
102,2,9:30.0,,D. Williams makes 2-pt layup from 1 ft (assist by L. Galloway),33,33
103,2,9:30.0,,Shooting foul by J. Grant (drawn by D. Williams),33,33
104,2,9:30.0,,K. O'Quinn enters the game for K. Porziņģis,33,33
105,2,9:30.0,R. Covington enters the game for J. Grant,,33,33
106,2,9:30.0,,D. Williams makes free throw 1 of 1,33,34
107,2,9:30.0,Philadelphia full timeout,,33,34
108,2,9:16.0,H. Thompson misses 2-pt jump shot from 3 ft,,33,34
109,2,9:14.0,,Defensive rebound by K. O'Quinn,33,34
110,2,9:07.0,,Turnover by D. Williams (bad pass; steal by R. Covington),33,34
111,2,9:01.0,R. Covington makes 3-pt jump shot from 23 ft (assist by T. McConnell),,36,34
112,2,8:44.0,,L. Galloway makes 2-pt jump shot from 8 ft (assist by D. Williams),36,36
113,2,8:27.0,N. Noel misses 2-pt jump shot from 8 ft,,36,36
114,2,8:25.0,,Defensive rebound by K. O'Quinn,36,36
115,2,8:16.0,,L. Galloway makes 2-pt jump shot from 16 ft,36,38
116,2,8:04.0,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),,38,38
117,2,7:39.0,,Shooting foul by R. Holmes (drawn by L. Thomas),38,38
118,2,7:39.0,,L. Thomas makes 2-pt hook shot from 4 ft,38,40
119,2,7:39.0,J. Sampson enters the game for H. Thompson,,38,40
120,2,7:39.0,,A. Afflalo enters the game for J. Grant,38,40
121,2,7:39.0,J. Okafor enters the game for R. Holmes,,38,40
122,2,7:39.0,,L. Thomas misses free throw 1 of 1,38,40
123,2,7:38.0,Defensive rebound by J. Okafor,,38,40
124,2,7:31.0,T. McConnell makes 2-pt layup at rim,,40,40
125,2,7:09.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by K. O'Quinn),40,43
126,2,6:53.0,Personal foul by K. O'Quinn (drawn by J. Okafor),,40,43
127,2,6:53.0,,R. Lopez enters the game for K. O'Quinn,40,43
128,2,6:53.0,,C. Anthony enters the game for L. Thomas,40,43
129,2,6:41.0,J. Sampson misses 2-pt layup from 2 ft,,40,43
130,2,6:39.0,,Defensive rebound by L. Galloway,40,43
131,2,6:20.0,,Turnover by R. Lopez (lost ball),40,43
132,2,6:00.0,Personal foul by L. Galloway (drawn by J. Okafor),,40,43
133,2,6:00.0,,Technical foul by Team,40,43
134,2,6:00.0,R. Covington makes technical free throw,,41,43
135,2,5:53.0,J. Okafor misses 2-pt jump shot from 15 ft,,41,43
136,2,5:51.0,,Defensive rebound by A. Afflalo,41,43
137,2,5:40.0,,Turnover by C. Anthony (lost ball; steal by J. Sampson),41,43
138,2,5:33.0,J. Okafor makes 2-pt layup from 2 ft,,43,43
139,2,5:04.0,,C. Anthony makes 2-pt jump shot from 11 ft,43,45
140,2,4:46.0,J. Sampson makes 2-pt hook shot from 3 ft (assist by T. McConnell),,45,45
141,2,4:44.0,,New York full timeout,45,45
142,2,4:44.0,,J. Calderón enters the game for L. Galloway,45,45
143,2,4:44.0,,K. Porziņģis enters the game for D. Williams,45,45
144,2,4:44.0,C. Landry enters the game for N. Noel,,45,45
145,2,4:44.0,I. Smith enters the game for T. McConnell,,45,45
146,2,4:27.0,,A. Afflalo misses 2-pt jump shot from 15 ft,45,45
147,2,4:25.0,Defensive rebound by R. Covington,,45,45
148,2,4:12.0,J. Okafor misses 2-pt hook shot from 6 ft,,45,45
149,2,4:10.0,,Defensive rebound by A. Afflalo,45,45
150,2,4:05.0,,C. Anthony misses 2-pt jump shot from 17 ft,45,45
151,2,4:04.0,,Offensive rebound by A. Afflalo,45,45
152,2,3:50.0,,J. Calderón makes 3-pt jump shot from 27 ft (assist by C. Anthony),45,48
153,2,3:29.0,R. Covington misses 3-pt jump shot from 24 ft,,45,48
154,2,3:27.0,,Defensive rebound by R. Lopez,45,48
155,2,3:09.0,,C. Anthony misses 2-pt layup from 2 ft (block by R. Covington),45,48
156,2,3:08.0,Defensive rebound by R. Covington,,45,48
157,2,3:07.0,Turnover by R. Covington (bad pass),,45,48
158,2,2:55.0,,J. Calderón misses 3-pt jump shot from 23 ft,45,48
159,2,2:53.0,,Offensive rebound by R. Lopez,45,48
160,2,2:51.0,,A. Afflalo misses 2-pt jump shot from 19 ft,45,48
161,2,2:49.0,Defensive rebound by C. Landry,,45,48
162,2,2:48.0,Turnover by C. Landry (bad pass; steal by K. Porziņģis),,45,48
163,2,2:46.0,,K. Porziņģis makes 2-pt layup from 1 ft,45,50
164,2,2:30.0,Shooting foul by R. Lopez (drawn by J. Okafor),,45,50
165,2,2:30.0,Official timeout,,45,50
166,2,2:30.0,H. Thompson enters the game for J. Sampson,,45,50
167,2,2:30.0,J. Okafor misses free throw 1 of 2,,45,50
168,2,2:30.0,Offensive rebound by Team,,45,50
169,2,2:30.0,J. Okafor misses free throw 2 of 2,,45,50
170,2,2:28.0,,Defensive rebound by A. Afflalo,45,50
171,2,2:11.0,,R. Lopez misses 2-pt jump shot from 4 ft,45,50
172,2,2:10.0,,Offensive rebound by J. Calderón,45,50
173,2,2:10.0,,J. Calderón misses 2-pt layup from 2 ft,45,50
174,2,2:08.0,Defensive rebound by J. Okafor,,45,50
175,2,1:55.0,J. Okafor misses 2-pt layup from 2 ft (block by R. Lopez),,45,50
176,2,1:53.0,,Defensive rebound by A. Afflalo,45,50
177,2,1:41.0,,C. Anthony misses 2-pt layup from 1 ft (block by J. Okafor),45,50
178,2,1:39.0,Defensive rebound by H. Thompson,,45,50
179,2,1:25.0,C. Landry misses 2-pt jump shot from 18 ft,,45,50
180,2,1:24.0,,Defensive rebound by R. Lopez,45,50
181,2,1:14.0,,R. Lopez misses 2-pt jump shot from 6 ft,45,50
182,2,1:12.0,Defensive rebound by J. Okafor,,45,50
183,2,1:00.0,C. Landry makes 2-pt jump shot from 20 ft (assist by I. Smith),,47,50
184,2,0:39.0,,R. Lopez misses 2-pt hook shot from 4 ft,47,50
185,2,0:37.0,Defensive rebound by C. Landry,,47,50
186,2,0:35.0,Philadelphia full timeout,,47,50
187,2,0:35.0,,K. O'Quinn enters the game for R. Lopez,47,50
188,2,0:32.0,Offensive foul by R. Covington (drawn by C. Anthony),,47,50
189,2,0:32.0,Turnover by R. Covington (offensive foul),,47,50
190,2,0:32.0,J. Sampson enters the game for H. Thompson,,47,50
191,2,0:32.0,N. Noel enters the game for C. Landry,,47,50
192,2,0:18.0,,Shooting foul by J. Okafor (drawn by J. Calderón),47,50
193,2,0:18.0,,J. Calderón makes free throw 1 of 2,47,51
194,2,0:18.0,H. Thompson enters the game for J. Sampson,,47,51
195,2,0:18.0,,J. Calderón makes free throw 2 of 2,47,52
196,2,0:05.0,Personal foul by J. Calderón (drawn by I. Smith),,47,52
197,2,0:00.0,I. Smith misses 2-pt layup from 2 ft,,47,52
198,2,0:00.0,Offensive rebound by Team,,47,52
199,3,11:47.0,J. Sampson misses 2-pt hook shot from 5 ft,,47,52
200,3,11:46.0,Offensive rebound by N. Noel,,47,52
201,3,11:30.0,J. Okafor makes 2-pt jump shot from 5 ft (assist by I. Smith),,49,52
202,3,11:14.0,,K. Porziņģis misses 2-pt layup from 1 ft,49,52
203,3,11:13.0,,Offensive rebound by R. Lopez,49,52
204,3,11:09.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by R. Lopez),49,55
205,3,10:51.0,J. Okafor makes 2-pt jump shot from 12 ft (assist by I. Smith),,51,55
206,3,10:27.0,,K. Porziņģis makes 2-pt jump shot from 13 ft,51,57
207,3,10:04.0,J. Sampson misses 3-pt jump shot from 22 ft,,51,57
208,3,10:01.0,Offensive rebound by J. Sampson,,51,57
209,3,9:55.0,N. Noel misses 2-pt layup from 1 ft (block by K. Porziņģis),,51,57
210,3,9:52.0,,Defensive rebound by R. Lopez,51,57
211,3,9:46.0,,C. Anthony misses 3-pt jump shot from 25 ft,51,57
212,3,9:44.0,Defensive rebound by N. Noel,,51,57
213,3,9:37.0,I. Smith misses 2-pt jump shot from 16 ft,,51,57
214,3,9:35.0,,Defensive rebound by K. Porziņģis,51,57
215,3,9:24.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,51,57
216,3,9:22.0,Defensive rebound by J. Okafor,,51,57
217,3,9:03.0,Turnover by I. Smith (bad pass; steal by J. Calderón),,51,57
218,3,8:51.0,,J. Calderón misses 2-pt jump shot from 16 ft,51,57
219,3,8:49.0,Defensive rebound by J. Okafor,,51,57
220,3,8:45.0,Personal foul by J. Calderón (drawn by I. Smith),,51,57
221,3,8:45.0,H. Thompson enters the game for J. Sampson,,51,57
222,3,8:36.0,I. Smith misses 2-pt layup from 2 ft (block by K. Porziņģis),,51,57
223,3,8:36.0,Offensive rebound by Team,,51,57
224,3,8:30.0,Turnover by I. Smith (traveling),,51,57
225,3,8:24.0,,K. Porziņģis makes 2-pt dunk at rim (assist by C. Anthony),51,59
226,3,8:16.0,Philadelphia full timeout,,51,59
227,3,8:16.0,R. Holmes enters the game for N. Noel,,51,59
228,3,8:02.0,I. Smith misses 3-pt jump shot from 24 ft,,51,59
229,3,8:00.0,,Defensive rebound by C. Anthony,51,59
230,3,7:50.0,,A. Afflalo makes 2-pt jump shot from 7 ft (assist by K. Porziņģis),51,61
231,3,7:33.0,Turnover by I. Smith (lost ball; steal by A. Afflalo),,51,61
232,3,7:30.0,,Shooting foul by H. Thompson (drawn by A. Afflalo),51,61
233,3,7:30.0,,A. Afflalo makes free throw 1 of 2,51,62
234,3,7:30.0,T. McConnell enters the game for I. Smith,,51,62
235,3,7:30.0,,A. Afflalo makes free throw 2 of 2,51,63
236,3,7:15.0,J. Okafor makes 2-pt jump shot from 11 ft (assist by T. McConnell),,53,63
237,3,7:02.0,,Turnover by C. Anthony (bad pass; steal by J. Okafor),53,63
238,3,6:55.0,J. Okafor misses 2-pt jump shot from 5 ft,,53,63
239,3,6:53.0,Offensive rebound by T. McConnell,,53,63
240,3,6:37.0,T. McConnell misses 3-pt jump shot from 24 ft,,53,63
241,3,6:35.0,,Defensive rebound by K. Porziņģis,53,63
242,3,6:22.0,,Shooting foul by J. Okafor (drawn by R. Lopez),53,63
243,3,6:22.0,,R. Lopez makes free throw 1 of 2,53,64
244,3,6:22.0,,R. Lopez makes free throw 2 of 2,53,65
245,3,6:13.0,H. Thompson misses 3-pt jump shot from 25 ft,,53,65
246,3,6:09.0,,Defensive rebound by R. Lopez,53,65
247,3,5:57.0,,A. Afflalo misses 2-pt jump shot from 7 ft,53,65
248,3,5:55.0,Defensive rebound by T. McConnell,,53,65
249,3,5:42.0,R. Covington misses 3-pt jump shot from 23 ft,,53,65
250,3,5:40.0,,Defensive rebound by R. Lopez,53,65
251,3,5:34.0,,Turnover by K. Porziņģis (bad pass; steal by J. Okafor),53,65
252,3,5:28.0,Turnover by R. Holmes (offensive goaltending),,53,65
253,3,5:10.0,,Personal foul by H. Thompson (drawn by A. Afflalo),53,65
254,3,4:58.0,,C. Anthony misses 2-pt jump shot from 15 ft,53,65
255,3,4:56.0,Defensive rebound by R. Holmes,,53,65
256,3,4:46.0,Turnover by J. Okafor (lost ball; steal by J. Calderón),,53,65
257,3,4:40.0,,Turnover by J. Calderón (traveling),53,65
258,3,4:22.0,Personal foul by C. Anthony (drawn by R. Covington),,53,65
259,3,4:22.0,,S. Vujačić enters the game for A. Afflalo,53,65
260,3,4:22.0,J. Grant enters the game for J. Okafor,,53,65
261,3,4:22.0,I. Canaan enters the game for R. Covington,,53,65
262,3,4:22.0,,D. Williams enters the game for R. Lopez,53,65
263,3,4:22.0,,Violation by Team (delay of game),53,65
264,3,4:13.0,T. McConnell misses 3-pt jump shot from 24 ft,,53,65
265,3,4:11.0,,Defensive rebound by J. Calderón,53,65
266,3,4:05.0,,C. Anthony misses 2-pt jump shot from 15 ft,53,65
267,3,4:04.0,Defensive rebound by I. Canaan,,53,65
268,3,3:52.0,Turnover by H. Thompson (traveling),,53,65
269,3,3:52.0,I. Smith enters the game for T. McConnell,,53,65
270,3,3:52.0,N. Noel enters the game for R. Holmes,,53,65
271,3,3:37.0,,D. Williams misses 2-pt jump shot from 16 ft,53,65
272,3,3:35.0,Defensive rebound by I. Smith,,53,65
273,3,3:20.0,N. Noel makes 2-pt dunk at rim (assist by I. Smith),,55,65
274,3,3:05.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by J. Calderón),55,68
275,3,2:53.0,Turnover by I. Canaan (bad pass; steal by J. Calderón),,55,68
276,3,2:39.0,,D. Williams misses 3-pt jump shot from 24 ft,55,68
277,3,2:38.0,,Offensive rebound by Team,55,68
278,3,2:38.0,Loose ball foul by I. Canaan (drawn by K. Porziņģis),,55,68
279,3,2:38.0,,New York full timeout,55,68
280,3,2:38.0,,L. Galloway enters the game for K. Porziņģis,55,68
281,3,2:38.0,,K. O'Quinn enters the game for J. Calderón,55,68
282,3,2:24.0,,S. Vujačić makes 2-pt jump shot from 15 ft (assist by C. Anthony),55,70
283,3,2:09.0,I. Smith misses 2-pt jump shot from 12 ft,,55,70
284,3,2:07.0,,Defensive rebound by D. Williams,55,70
285,3,1:53.0,,D. Williams makes 2-pt dunk at rim (assist by K. O'Quinn),55,72
286,3,1:36.0,I. Canaan makes 3-pt jump shot from 23 ft,,58,72
287,3,1:14.0,,C. Anthony makes 2-pt jump shot from 7 ft,58,74
288,3,1:14.0,,Shooting foul by H. Thompson (drawn by C. Anthony),58,74
289,3,1:14.0,,C. Anthony misses free throw 1 of 1,58,74
290,3,1:13.0,,Offensive rebound by K. O'Quinn,58,74
291,3,1:13.0,,K. O'Quinn makes 2-pt layup from 1 ft,58,76
292,3,0:52.0,I. Canaan makes 3-pt jump shot from 22 ft (assist by I. Smith),,61,76
293,3,0:41.0,,L. Thomas enters the game for C. Anthony,61,76
294,3,0:35.0,,S. Vujačić misses 2-pt jump shot from 4 ft,61,76
295,3,0:34.0,Defensive rebound by I. Canaan,,61,76
296,3,0:29.0,Personal foul by L. Galloway (drawn by J. Grant),,61,76
297,3,0:29.0,J. Grant makes free throw 1 of 2,,62,76
298,3,0:29.0,J. Grant makes free throw 2 of 2,,63,76
299,3,0:15.0,,Turnover by K. O'Quinn (bad pass; steal by N. Noel),63,76
300,3,0:01.0,I. Smith misses 3-pt jump shot from 25 ft,,63,76
301,3,0:00.0,Offensive rebound by Team,,63,76
302,4,11:47.0,,Turnover by L. Galloway (bad pass; steal by I. Smith),63,76
303,4,11:43.0,Shooting foul by S. Vujačić (drawn by J. Grant),,63,76
304,4,11:43.0,J. Grant misses free throw 1 of 2,,63,76
305,4,11:43.0,Offensive rebound by Team,,63,76
306,4,11:43.0,J. Grant makes free throw 2 of 2,,64,76
307,4,11:27.0,,S. Vujačić misses 3-pt jump shot from 25 ft,64,76
308,4,11:25.0,Defensive rebound by N. Noel,,64,76
309,4,11:20.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by I. Smith),,67,76
310,4,10:57.0,,K. O'Quinn makes 2-pt jump shot from 9 ft (assist by L. Thomas),67,78
311,4,10:47.0,J. Grant misses 2-pt jump shot from 22 ft,,67,78
312,4,10:45.0,,Defensive rebound by S. Vujačić,67,78
313,4,10:37.0,,S. Vujačić misses 2-pt jump shot from 13 ft,67,78
314,4,10:36.0,Defensive rebound by N. Noel,,67,78
315,4,10:22.0,Shooting foul by D. Williams (drawn by I. Canaan),,67,78
316,4,10:22.0,I. Canaan misses free throw 1 of 2,,67,78
317,4,10:22.0,Offensive rebound by Team,,67,78
318,4,10:22.0,,A. Afflalo enters the game for S. Vujačić,67,78
319,4,10:22.0,R. Covington enters the game for J. Grant,,67,78
320,4,10:22.0,,K. Porziņģis enters the game for K. O'Quinn,67,78
321,4,10:22.0,I. Canaan makes free throw 2 of 2,,68,78
322,4,10:06.0,,Turnover by L. Thomas (bad pass; steal by I. Smith),68,78
323,4,10:01.0,I. Smith misses 2-pt layup from 1 ft,,68,78
324,4,10:00.0,,Defensive rebound by K. Porziņģis,68,78
325,4,9:56.0,,A. Afflalo misses 3-pt jump shot from 26 ft,68,78
326,4,9:54.0,Defensive rebound by R. Covington,,68,78
327,4,9:52.0,Philadelphia full timeout,,68,78
328,4,9:52.0,,J. Calderón enters the game for L. Galloway,68,78
329,4,9:39.0,N. Noel makes 2-pt dunk at rim (assist by I. Smith),,70,78
330,4,9:23.0,,Turnover by J. Calderón (bad pass; steal by N. Noel),70,78
331,4,9:11.0,N. Noel makes 2-pt dunk at rim (assist by R. Covington),,72,78
332,4,8:59.0,,Personal foul by I. Canaan (drawn by A. Afflalo),72,78
333,4,8:59.0,,C. Anthony enters the game for D. Williams,72,78
334,4,8:43.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,72,78
335,4,8:39.0,Defensive rebound by I. Canaan,,72,78
336,4,8:32.0,I. Smith makes 2-pt layup from 2 ft,,74,78
337,4,8:16.0,,C. Anthony misses 2-pt jump shot from 13 ft,74,78
338,4,8:14.0,Defensive rebound by I. Smith,,74,78
339,4,8:09.0,I. Smith makes 2-pt layup from 2 ft,,76,78
340,4,8:07.0,,New York full timeout,76,78
341,4,7:56.0,,C. Anthony makes 2-pt layup from 2 ft (assist by K. Porziņģis),76,80
342,4,7:42.0,I. Smith misses 2-pt layup from 2 ft,,76,80
343,4,7:41.0,,Defensive rebound by Team,76,80
344,4,7:30.0,,C. Anthony misses 2-pt jump shot from 14 ft (block by R. Covington),76,80
345,4,7:28.0,Defensive rebound by N. Noel,,76,80
346,4,7:23.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by I. Canaan),,79,80
347,4,7:07.0,,L. Thomas makes 2-pt layup from 1 ft,79,82
348,4,7:07.0,,Shooting foul by H. Thompson (drawn by L. Thomas),79,82
349,4,7:07.0,,L. Thomas makes free throw 1 of 1,79,83
350,4,6:51.0,I. Canaan misses 3-pt jump shot from 25 ft,,79,83
351,4,6:50.0,Offensive rebound by H. Thompson,,79,83
352,4,6:46.0,Shooting foul by A. Afflalo (drawn by R. Covington),,79,83
353,4,6:46.0,R. Covington misses free throw 1 of 2,,79,83
354,4,6:46.0,Offensive rebound by Team,,79,83
355,4,6:46.0,R. Covington makes free throw 2 of 2,,80,83
356,4,6:33.0,,A. Afflalo misses 2-pt jump shot from 6 ft (block by N. Noel),80,83
357,4,6:32.0,,Offensive rebound by L. Thomas,80,83
358,4,6:26.0,,A. Afflalo makes 2-pt jump shot from 12 ft (assist by L. Thomas),80,85
359,4,6:10.0,Shooting foul by K. Porziņģis (drawn by N. Noel),,80,85
360,4,6:10.0,N. Noel makes free throw 1 of 2,,81,85
361,4,6:10.0,N. Noel misses free throw 2 of 2,,81,85
362,4,6:09.0,,Defensive rebound by L. Thomas,81,85
363,4,5:51.0,,Shooting foul by I. Canaan (drawn by A. Afflalo),81,85
364,4,5:51.0,,A. Afflalo makes free throw 1 of 2,81,86
365,4,5:51.0,,A. Afflalo makes free throw 2 of 2,81,87
366,4,5:36.0,I. Smith misses 2-pt layup from 2 ft,,81,87
367,4,5:34.0,Offensive rebound by N. Noel,,81,87
368,4,5:34.0,N. Noel makes 2-pt dunk at rim,,83,87
369,4,5:12.0,,Personal foul by N. Noel (drawn by K. Porziņģis),83,87
370,4,5:04.0,,Personal foul by R. Covington (drawn by C. Anthony),83,87
371,4,5:04.0,,C. Anthony misses free throw 1 of 2,83,87
372,4,5:04.0,,Offensive rebound by Team,83,87
373,4,5:04.0,,C. Anthony makes free throw 2 of 2,83,88
374,4,4:49.0,N. Noel misses 2-pt layup from 2 ft (block by J. Calderón),,83,88
375,4,4:48.0,Offensive rebound by N. Noel,,83,88
376,4,4:47.0,N. Noel misses 2-pt jump shot from 3 ft,,83,88
377,4,4:46.0,Offensive rebound by Team,,83,88
378,4,4:43.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by I. Smith),,86,88
379,4,4:22.0,,J. Calderón misses 3-pt jump shot from 25 ft,86,88
380,4,4:20.0,,Offensive rebound by A. Afflalo,86,88
381,4,4:17.0,,C. Anthony misses 3-pt jump shot from 24 ft,86,88
382,4,4:15.0,Defensive rebound by N. Noel,,86,88
