,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DETROIT_ACTION,CLEVELAND_SCORE,DETROIT_SCORE
0,1,11:45.0,,Shooting foul by M. Williams (drawn by E. İlyasova),0,0
1,1,11:45.0,,E. İlyasova makes free throw 1 of 2,0,1
2,1,11:45.0,,E. İlyasova makes free throw 2 of 2,0,2
3,1,11:31.0,Turnover by L. James (bad pass; steal by E. İlyasova),,0,2
4,1,11:18.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),0,4
5,1,11:08.0,J. Smith makes 2-pt jump shot from 4 ft (assist by M. Williams),,2,4
6,1,10:58.0,,Turnover by R. Jackson (bad pass; steal by J. Smith),2,4
7,1,10:52.0,J. Smith makes 2-pt dunk at rim,,4,4
8,1,10:25.0,,A. Drummond misses 2-pt hook shot from 6 ft,4,4
9,1,10:24.0,Defensive rebound by L. James,,4,4
10,1,10:15.0,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Love),,7,4
11,1,10:00.0,,R. Jackson makes 2-pt jump shot from 7 ft,7,6
12,1,9:46.0,J. Smith misses 3-pt jump shot from 25 ft,,7,6
13,1,9:45.0,,Defensive rebound by A. Drummond,7,6
14,1,9:33.0,,M. Morris misses 2-pt jump shot from 19 ft,7,6
15,1,9:32.0,Defensive rebound by M. Williams,,7,6
16,1,9:17.0,K. Love makes 2-pt hook shot from 4 ft,,9,6
17,1,8:56.0,,R. Jackson makes 2-pt jump shot from 9 ft,9,8
18,1,8:46.0,Turnover by K. Love (lost ball),,9,8
19,1,8:24.0,,A. Drummond misses 2-pt layup from 1 ft,9,8
20,1,8:23.0,Defensive rebound by K. Love,,9,8
21,1,8:21.0,Turnover by L. James (bad pass; steal by M. Morris),,9,8
22,1,8:19.0,,Shooting foul by J. Smith (drawn by M. Morris),9,8
23,1,8:19.0,,M. Morris misses free throw 1 of 2,9,8
24,1,8:19.0,,Offensive rebound by Team,9,8
25,1,8:19.0,,M. Morris makes free throw 2 of 2,9,9
26,1,8:05.0,L. James makes 3-pt jump shot from 25 ft (assist by T. Mozgov),,12,9
27,1,7:50.0,,Turnover by M. Morris (lost ball),12,9
28,1,7:35.0,L. James makes 2-pt layup at rim,,14,9
29,1,7:21.0,,R. Jackson makes 2-pt layup at rim,14,11
30,1,7:07.0,K. Love misses 2-pt jump shot from 15 ft,,14,11
31,1,7:05.0,,Defensive rebound by A. Drummond,14,11
32,1,6:58.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by R. Jackson),14,14
33,1,6:39.0,Turnover by K. Love (bad pass; steal by R. Jackson),,14,14
34,1,6:30.0,,E. İlyasova misses 2-pt jump shot from 19 ft,14,14
35,1,6:30.0,Defensive rebound by T. Mozgov,,14,14
36,1,6:14.0,M. Williams misses 3-pt jump shot from 26 ft,,14,14
37,1,6:13.0,,Defensive rebound by A. Drummond,14,14
38,1,6:07.0,,R. Jackson makes 2-pt jump shot from 4 ft,14,16
39,1,6:02.0,Cleveland full timeout,,14,16
40,1,5:57.0,Personal foul by M. Morris (drawn by L. James),,14,16
41,1,5:47.0,M. Williams makes 2-pt jump shot from 6 ft,,16,16
42,1,5:22.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by E. İlyasova),16,19
43,1,5:06.0,Offensive foul by T. Mozgov (drawn by M. Morris),,16,19
44,1,5:06.0,Turnover by T. Mozgov (offensive foul),,16,19
45,1,5:06.0,M. Dellavedova enters the game for M. Williams,,16,19
46,1,5:06.0,T. Thompson enters the game for T. Mozgov,,16,19
47,1,4:51.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by R. Jackson),16,22
48,1,4:37.0,L. James misses 3-pt jump shot from 25 ft,,16,22
49,1,4:37.0,,Defensive rebound by Team,16,22
50,1,4:23.0,,R. Jackson misses 2-pt layup at rim,16,22
51,1,4:23.0,,Offensive rebound by A. Drummond,16,22
52,1,4:18.0,,A. Drummond makes 2-pt jump shot at rim,16,24
53,1,4:05.0,L. James makes 2-pt layup from 1 ft,,18,24
54,1,3:49.0,,E. İlyasova makes 2-pt layup at rim (assist by R. Jackson),18,26
55,1,3:33.0,L. James misses 2-pt layup from 1 ft,,18,26
56,1,3:33.0,Offensive rebound by T. Thompson,,18,26
57,1,3:28.0,T. Thompson misses 2-pt jump shot from 3 ft,,18,26
58,1,3:28.0,,Defensive rebound by A. Drummond,18,26
59,1,3:19.0,,R. Jackson misses 3-pt jump shot from 25 ft,18,26
60,1,3:18.0,Defensive rebound by K. Love,,18,26
61,1,3:06.0,L. James makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,21,26
62,1,2:55.0,,Detroit full timeout,21,26
63,1,2:55.0,,S. Johnson enters the game for M. Morris,21,26
64,1,2:55.0,R. Jefferson enters the game for L. James,,21,26
65,1,2:55.0,J. Jones enters the game for K. Love,,21,26
66,1,2:52.0,,Turnover by A. Drummond (bad pass),21,26
67,1,2:39.0,J. Jones misses 3-pt jump shot from 25 ft,,21,26
68,1,2:38.0,,Defensive rebound by E. İlyasova,21,26
69,1,2:18.0,,R. Jackson misses 2-pt layup at rim,21,26
70,1,2:17.0,Defensive rebound by J. Jones,,21,26
71,1,2:06.0,,A. Tolliver enters the game for E. İlyasova,21,26
72,1,2:06.0,,S. Dinwiddie enters the game for R. Jackson,21,26
73,1,1:59.0,J. Smith makes 2-pt jump shot from 15 ft (assist by R. Jefferson),,23,26
74,1,1:41.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by A. Tolliver),23,29
75,1,1:27.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,25,29
76,1,1:09.0,,Shooting foul by J. Jones (drawn by K. Caldwell-Pope),25,29
77,1,1:09.0,,K. Caldwell-Pope makes free throw 1 of 2,25,30
78,1,1:09.0,J. Cunningham enters the game for J. Smith,,25,30
