,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
0,1,11:46.0,,A. Horford misses 3-pt jump shot from 22 ft,0,0
1,1,11:45.0,Defensive rebound by K. Humphries,,0,0
2,1,11:27.0,Turnover by J. Wall (bad pass; steal by P. Millsap),,0,0
3,1,11:19.0,,K. Korver misses 2-pt jump shot from 15 ft,0,0
4,1,11:18.0,Defensive rebound by M. Gortat,,0,0
5,1,11:07.0,B. Beal misses 3-pt jump shot from 23 ft,,0,0
6,1,11:05.0,,Defensive rebound by A. Horford,0,0
7,1,10:48.0,,K. Bazemore misses 2-pt layup from 1 ft,0,0
8,1,10:47.0,Defensive rebound by M. Gortat,,0,0
9,1,10:41.0,J. Wall makes 2-pt jump shot from 18 ft,,2,0
10,1,10:21.0,,J. Teague misses 2-pt jump shot from 20 ft,2,0
11,1,10:20.0,Defensive rebound by K. Humphries,,2,0
12,1,10:10.0,Turnover by J. Wall (lost ball; steal by J. Teague),,2,0
13,1,10:04.0,,Turnover by J. Teague (lost ball; steal by M. Gortat),2,0
14,1,9:59.0,B. Beal misses 2-pt layup from 2 ft,,2,0
15,1,9:58.0,Offensive rebound by J. Wall,,2,0
16,1,9:54.0,J. Wall misses 3-pt jump shot from 23 ft,,2,0
17,1,9:53.0,,Defensive rebound by P. Millsap,2,0
18,1,9:39.0,,P. Millsap misses 2-pt layup from 1 ft,2,0
19,1,9:38.0,,Offensive rebound by A. Horford,2,0
20,1,9:38.0,,A. Horford misses 2-pt layup at rim,2,0
21,1,9:37.0,,Offensive rebound by A. Horford,2,0
22,1,9:35.0,,A. Horford misses 2-pt layup from 1 ft,2,0
23,1,9:34.0,Defensive rebound by B. Beal,,2,0
24,1,9:28.0,Turnover by K. Humphries (step out of bounds),,2,0
25,1,9:16.0,,J. Teague misses 2-pt jump shot from 17 ft,2,0
26,1,9:14.0,Defensive rebound by K. Humphries,,2,0
