,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DETROIT_ACTION,PORTLAND_SCORE,DETROIT_SCORE
46,1,4:56.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),,13,18
47,1,4:41.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by R. Jackson),13,20
48,1,4:21.0,C. McCollum misses 3-pt jump shot from 25 ft,,13,20
49,1,4:20.0,Offensive rebound by E. Davis,,13,20
50,1,4:14.0,A. Crabbe enters the game for C. McCollum,,13,20
51,1,4:07.0,D. Lillard misses 2-pt layup at rim,,13,20
52,1,4:06.0,,Defensive rebound by A. Drummond,13,20
53,1,3:58.0,,R. Jackson misses 2-pt jump shot from 7 ft,13,20
54,1,3:57.0,Defensive rebound by A. Aminu,,13,20
55,1,3:47.0,E. Davis misses 2-pt layup at rim,,13,20
56,1,3:47.0,Offensive rebound by M. Leonard,,13,20
57,1,3:40.0,A. Aminu misses 2-pt jump shot from 7 ft,,13,20
58,1,3:40.0,,Defensive rebound by K. Caldwell-Pope,13,20
59,1,3:28.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,13,20
60,1,3:28.0,Defensive rebound by D. Lillard,,13,20
61,1,3:22.0,Turnover by D. Lillard (bad pass),,13,20
62,1,3:22.0,G. Henderson enters the game for A. Aminu,,13,20
63,1,3:11.0,,Personal foul by E. Davis (drawn by M. Morris),13,20
64,1,2:58.0,,M. Morris misses 2-pt jump shot from 9 ft,13,20
65,1,2:58.0,Defensive rebound by A. Crabbe,,13,20
66,1,2:42.0,G. Henderson misses 2-pt jump shot from 13 ft,,13,20
67,1,2:41.0,,Defensive rebound by T. Harris,13,20
68,1,2:30.0,,A. Drummond misses 2-pt dunk at rim,13,20
69,1,2:29.0,,Offensive rebound by M. Morris,13,20
70,1,2:21.0,,A. Drummond misses 2-pt layup at rim,13,20
71,1,2:20.0,,Offensive rebound by A. Drummond,13,20
72,1,2:19.0,,A. Drummond misses 2-pt layup at rim,13,20
73,1,2:19.0,,Offensive rebound by K. Caldwell-Pope,13,20
74,1,2:18.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,13,20
75,1,2:17.0,,Offensive rebound by K. Caldwell-Pope,13,20
76,1,2:16.0,,K. Caldwell-Pope makes 2-pt layup at rim,13,22
77,1,1:58.0,Turnover by D. Lillard (bad pass; steal by T. Harris),,13,22
78,1,1:54.0,,Turnover by M. Morris (lost ball; steal by E. Davis),13,22
79,1,1:43.0,D. Lillard misses 3-pt jump shot from 26 ft,,13,22
80,1,1:43.0,,Defensive rebound by A. Drummond,13,22
81,1,1:40.0,,Shooting foul by M. Leonard (drawn by R. Jackson),13,22
82,1,1:40.0,,Detroit full timeout,13,22
83,1,1:40.0,,R. Bullock enters the game for M. Morris,13,22
84,1,1:40.0,,R. Jackson makes free throw 1 of 2,13,23
85,1,1:40.0,,R. Jackson makes free throw 2 of 2,13,24
86,1,1:23.0,G. Henderson misses 3-pt jump shot from 23 ft,,13,24
87,1,1:23.0,,Defensive rebound by A. Drummond,13,24
88,1,1:14.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by R. Jackson),13,27
89,1,0:57.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by A. Crabbe),,16,27
90,1,0:34.0,,A. Drummond misses 2-pt hook shot from 5 ft,16,27
91,1,0:33.0,Defensive rebound by E. Davis,,16,27
92,1,0:18.0,M. Leonard misses 3-pt jump shot from 26 ft,,16,27
93,1,0:18.0,,Defensive rebound by T. Harris,16,27
94,1,0:01.0,,R. Jackson makes 2-pt jump shot from 15 ft,16,29
95,1,0:01.0,,Shooting foul by D. Lillard (drawn by R. Jackson),16,29
96,1,0:01.0,,R. Jackson makes free throw 1 of 1,16,30
97,1,0:00.0,D. Lillard misses 3-pt jump shot from 76 ft,,16,30
98,1,0:00.0,Offensive rebound by Team,,16,30
99,2,11:42.0,C. McCollum makes 2-pt layup from 1 ft,,18,30
100,2,11:28.0,,T. Harris misses 2-pt jump shot from 11 ft,18,30
101,2,11:28.0,Defensive rebound by G. Henderson,,18,30
102,2,11:23.0,Turnover by G. Henderson (lost ball; steal by D. Hilliard),,18,30
103,2,11:15.0,,D. Hilliard makes 3-pt jump shot from 23 ft (assist by S. Blake),18,33
104,2,11:05.0,Offensive foul by G. Henderson (drawn by D. Hilliard),,18,33
105,2,11:05.0,Turnover by G. Henderson (offensive foul),,18,33
106,2,10:47.0,,T. Harris misses 2-pt jump shot from 6 ft,18,33
107,2,10:46.0,,Offensive rebound by A. Baynes,18,33
108,2,10:43.0,,A. Baynes misses 2-pt layup from 2 ft,18,33
109,2,10:42.0,Defensive rebound by M. Harkless,,18,33
110,2,10:41.0,Personal foul by A. Baynes (drawn by C. McCollum),,18,33
111,2,10:30.0,A. Crabbe misses 2-pt jump shot from 16 ft,,18,33
112,2,10:30.0,,Defensive rebound by S. Blake,18,33
113,2,10:16.0,,A. Baynes makes 2-pt hook shot from 5 ft (assist by D. Hilliard),18,35
114,2,9:59.0,M. Harkless makes 3-pt jump shot from 22 ft (assist by C. McCollum),,21,35
115,2,9:41.0,,Turnover by T. Harris (lost ball),21,35
116,2,9:18.0,C. McCollum misses 2-pt jump shot from 12 ft,,21,35
117,2,9:17.0,,Defensive rebound by T. Harris,21,35
118,2,9:10.0,,D. Hilliard misses 3-pt jump shot from 23 ft,21,35
119,2,9:10.0,Defensive rebound by G. Henderson,,21,35
120,2,8:59.0,G. Henderson misses 2-pt jump shot from 14 ft,,21,35
121,2,8:59.0,,Defensive rebound by R. Bullock,21,35
122,2,8:45.0,,R. Bullock makes 3-pt jump shot from 23 ft (assist by T. Harris),21,38
123,2,8:37.0,Portland full timeout,,21,38
124,2,8:37.0,,M. Morris enters the game for T. Harris,21,38
125,2,8:37.0,M. Leonard enters the game for E. Davis,,21,38
126,2,8:24.0,C. McCollum makes 2-pt jump shot from 14 ft,,23,38
127,2,8:12.0,,Shooting foul by M. Harkless (drawn by M. Morris),23,38
128,2,8:12.0,,M. Morris misses free throw 1 of 2,23,38
129,2,8:12.0,,Offensive rebound by Team,23,38
130,2,8:12.0,,M. Morris makes free throw 2 of 2,23,39
131,2,7:55.0,M. Leonard makes 2-pt jump shot from 12 ft (assist by C. McCollum),,25,39
132,2,7:32.0,,M. Morris misses 2-pt jump shot from 7 ft,25,39
133,2,7:32.0,,Offensive rebound by R. Bullock,25,39
134,2,7:31.0,,Shooting foul by A. Crabbe (drawn by R. Bullock),25,39
135,2,7:31.0,,R. Bullock makes free throw 1 of 2,25,40
136,2,7:31.0,,R. Bullock makes free throw 2 of 2,25,41
137,2,7:18.0,C. McCollum makes 2-pt dunk at rim,,27,41
138,2,6:58.0,,D. Hilliard makes 2-pt jump shot from 15 ft (assist by R. Bullock),27,43
139,2,6:30.0,A. Crabbe makes 2-pt jump shot from 7 ft,,29,43
140,2,6:22.0,Violation by M. Leonard (kicked ball),,29,43
141,2,6:16.0,,Turnover by S. Blake (bad pass),29,43
142,2,6:01.0,C. McCollum makes 3-pt jump shot from 25 ft,,32,43
143,2,5:55.0,,Detroit full timeout,32,43
144,2,5:55.0,D. Lillard enters the game for A. Crabbe,,32,43
145,2,5:55.0,A. Aminu enters the game for G. Henderson,,32,43
146,2,5:55.0,,K. Caldwell-Pope enters the game for D. Hilliard,32,43
147,2,5:55.0,,A. Drummond enters the game for A. Baynes,32,43
148,2,5:48.0,,M. Morris makes 2-pt jump shot from 18 ft,32,45
149,2,5:35.0,Personal foul by S. Blake (drawn by C. McCollum),,32,45
150,2,5:35.0,,R. Jackson enters the game for S. Blake,32,45
151,2,5:25.0,C. McCollum makes 2-pt layup from 1 ft,,34,45
152,2,5:13.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,34,45
153,2,5:13.0,Defensive rebound by M. Leonard,,34,45
154,2,5:00.0,C. McCollum misses 3-pt jump shot from 24 ft,,34,45
155,2,4:59.0,,Defensive rebound by A. Drummond,34,45
156,2,4:50.0,,R. Jackson misses 3-pt jump shot from 24 ft,34,45
157,2,4:49.0,Defensive rebound by D. Lillard,,34,45
158,2,4:40.0,M. Harkless makes 2-pt layup at rim (assist by D. Lillard),,36,45
159,2,4:14.0,,M. Morris misses 2-pt jump shot from 18 ft,36,45
160,2,4:14.0,Defensive rebound by D. Lillard,,36,45
161,2,4:05.0,Turnover by D. Lillard (lost ball; steal by A. Drummond),,36,45
162,2,4:02.0,,Shooting foul by M. Leonard (drawn by K. Caldwell-Pope),36,45
163,2,4:02.0,,K. Caldwell-Pope makes free throw 1 of 2,36,46
164,2,4:02.0,,T. Harris enters the game for R. Bullock,36,46
165,2,4:02.0,,K. Caldwell-Pope makes free throw 2 of 2,36,47
166,2,3:51.0,Personal foul by M. Morris (drawn by D. Lillard),,36,47
167,2,3:44.0,Shooting foul by T. Harris (drawn by D. Lillard),,36,47
168,2,3:44.0,D. Lillard makes free throw 1 of 2,,37,47
169,2,3:44.0,D. Lillard makes free throw 2 of 2,,38,47
170,2,3:26.0,,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,38,47
171,2,3:26.0,Defensive rebound by M. Harkless,,38,47
172,2,3:19.0,Personal foul by R. Jackson (drawn by D. Lillard),,38,47
173,2,3:19.0,D. Lillard makes free throw 1 of 2,,39,47
174,2,3:19.0,D. Lillard makes free throw 2 of 2,,40,47
175,2,3:04.0,,R. Jackson makes 2-pt jump shot from 15 ft,40,49
176,2,2:51.0,D. Lillard makes 2-pt layup at rim,,42,49
177,2,2:42.0,,Turnover by R. Jackson (bad pass; steal by M. Harkless),42,49
178,2,2:37.0,D. Lillard makes 3-pt jump shot from 26 ft,,45,49
179,2,2:26.0,,Detroit full timeout,45,49
180,2,2:26.0,Official timeout,,45,49
181,2,2:18.0,,T. Harris makes 2-pt layup at rim (assist by R. Jackson),45,51
182,2,2:01.0,C. McCollum makes 2-pt layup at rim,,47,51
183,2,1:49.0,,Shooting foul by M. Leonard (drawn by M. Morris),47,51
184,2,1:49.0,,M. Morris makes free throw 1 of 2,47,52
185,2,1:49.0,,M. Morris makes free throw 2 of 2,47,53
186,2,1:35.0,C. McCollum misses 2-pt layup at rim,,47,53
187,2,1:34.0,,Defensive rebound by A. Drummond,47,53
188,2,1:19.0,,M. Morris makes 2-pt dunk at rim (assist by T. Harris),47,55
189,2,1:19.0,,Shooting foul by M. Harkless (drawn by M. Morris),47,55
190,2,1:19.0,,M. Morris makes free throw 1 of 1,47,56
191,2,1:02.0,Shooting foul by A. Drummond (drawn by A. Aminu),,47,56
192,2,1:02.0,A. Aminu makes free throw 1 of 2,,48,56
193,2,1:02.0,,A. Baynes enters the game for A. Drummond,48,56
194,2,1:02.0,A. Crabbe enters the game for C. McCollum,,48,56
195,2,1:02.0,M. Plumlee enters the game for M. Leonard,,48,56
196,2,1:02.0,A. Aminu makes free throw 2 of 2,,49,56
197,2,0:46.0,,M. Morris misses 2-pt jump shot from 10 ft,49,56
198,2,0:45.0,Defensive rebound by M. Plumlee,,49,56
199,2,0:34.0,D. Lillard misses 2-pt jump shot from 3 ft,,49,56
200,2,0:32.0,,Defensive rebound by K. Caldwell-Pope,49,56
201,2,0:24.0,,R. Jackson makes 2-pt layup at rim,49,58
202,2,0:24.0,Portland full timeout,,49,58
203,2,0:24.0,C. McCollum enters the game for M. Plumlee,,49,58
204,2,0:24.0,M. Leonard enters the game for M. Harkless,,49,58
205,2,0:03.0,C. McCollum makes 2-pt layup at rim (assist by D. Lillard),,51,58
206,2,0:01.0,,R. Jackson misses 3-pt jump shot from 55 ft,51,58
207,2,0:00.0,,Offensive rebound by Team,51,58
208,3,11:43.0,D. Lillard misses 2-pt jump shot from 5 ft,,51,58
209,3,11:42.0,,Defensive rebound by A. Drummond,51,58
210,3,11:33.0,,R. Jackson misses 2-pt jump shot from 16 ft,51,58
211,3,11:31.0,Defensive rebound by N. Vonleh,,51,58
212,3,11:20.0,Turnover by C. McCollum (bad pass; steal by R. Jackson),,51,58
213,3,11:08.0,,K. Caldwell-Pope misses 2-pt layup at rim,51,58
214,3,11:08.0,,Offensive rebound by A. Drummond,51,58
215,3,11:05.0,,A. Drummond makes 2-pt layup at rim,51,60
216,3,10:54.0,A. Aminu misses 3-pt jump shot from 24 ft,,51,60
217,3,10:54.0,,Defensive rebound by Team,51,60
218,3,10:39.0,,M. Morris misses 2-pt jump shot from 13 ft,51,60
219,3,10:38.0,Defensive rebound by A. Aminu,,51,60
220,3,10:30.0,Turnover by A. Aminu (traveling),,51,60
221,3,10:13.0,,Personal foul by D. Lillard (drawn by T. Harris),51,60
222,3,10:13.0,,Detroit full timeout,51,60
223,3,10:13.0,,R. Bullock enters the game for T. Harris,51,60
224,3,10:04.0,,M. Morris misses 3-pt jump shot from 24 ft,51,60
225,3,10:04.0,,Offensive rebound by Team,51,60
226,3,10:04.0,,T. Harris enters the game for R. Bullock,51,60
227,3,10:03.0,,Inbound foul by C. McCollum,51,60
228,3,10:03.0,,K. Caldwell-Pope makes free throw 1 of 2,51,61
229,3,10:03.0,,K. Caldwell-Pope makes free throw 2 of 2,51,62
230,3,9:41.0,D. Lillard misses 3-pt jump shot from 25 ft,,51,62
231,3,9:40.0,,Defensive rebound by A. Drummond,51,62
232,3,9:17.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by A. Drummond),51,65
233,3,9:00.0,A. Aminu misses 3-pt jump shot from 26 ft,,51,65
234,3,8:59.0,,Defensive rebound by K. Caldwell-Pope,51,65
235,3,8:45.0,,Turnover by T. Harris (offensive foul),51,65
236,3,8:45.0,,Offensive foul by T. Harris (drawn by D. Lillard),51,65
237,3,8:45.0,M. Harkless enters the game for N. Vonleh,,51,65
238,3,8:30.0,Personal foul by A. Drummond (drawn by M. Plumlee),,51,65
239,3,8:30.0,M. Leonard enters the game for M. Plumlee,,51,65
240,3,8:22.0,M. Leonard misses 3-pt jump shot from 26 ft,,51,65
241,3,8:21.0,,Defensive rebound by A. Drummond,51,65
242,3,8:15.0,,R. Jackson makes 2-pt layup at rim,51,67
243,3,8:01.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),,54,67
244,3,7:52.0,,Shooting foul by D. Lillard (drawn by R. Jackson),54,67
245,3,7:52.0,,R. Jackson makes free throw 1 of 2,54,68
246,3,7:52.0,,R. Jackson makes free throw 2 of 2,54,69
247,3,7:31.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by D. Lillard),,56,69
248,3,7:17.0,,Turnover by T. Harris (bad pass; steal by C. McCollum),56,69
249,3,7:11.0,M. Harkless makes 2-pt layup at rim (assist by C. McCollum),,58,69
250,3,6:57.0,,R. Jackson misses 2-pt jump shot from 9 ft,58,69
251,3,6:57.0,Defensive rebound by C. McCollum,,58,69
252,3,6:52.0,M. Leonard makes 2-pt layup at rim (assist by C. McCollum),,60,69
253,3,6:52.0,Shooting foul by A. Drummond (drawn by M. Leonard),,60,69
254,3,6:52.0,,A. Baynes enters the game for A. Drummond,60,69
255,3,6:52.0,M. Leonard makes free throw 1 of 1,,61,69
256,3,6:44.0,,Turnover by A. Baynes (lost ball; steal by M. Leonard),61,69
257,3,6:37.0,D. Lillard misses 2-pt layup at rim,,61,69
258,3,6:36.0,,Defensive rebound by A. Baynes,61,69
259,3,6:33.0,,Shooting foul by C. McCollum (drawn by K. Caldwell-Pope),61,69
260,3,6:33.0,,K. Caldwell-Pope misses free throw 1 of 2,61,69
261,3,6:33.0,,Offensive rebound by Team,61,69
262,3,6:33.0,A. Crabbe enters the game for C. McCollum,,61,69
263,3,6:33.0,,K. Caldwell-Pope makes free throw 2 of 2,61,70
264,3,6:15.0,A. Crabbe misses 2-pt jump shot from 17 ft,,61,70
265,3,6:15.0,,Defensive rebound by A. Baynes,61,70
266,3,6:09.0,,Shooting foul by M. Harkless (drawn by K. Caldwell-Pope),61,70
267,3,6:09.0,,K. Caldwell-Pope makes free throw 1 of 2,61,71
268,3,6:09.0,,K. Caldwell-Pope makes free throw 2 of 2,61,72
269,3,5:52.0,M. Leonard misses 2-pt jump shot from 18 ft,,61,72
270,3,5:52.0,,Defensive rebound by Team,61,72
271,3,5:52.0,,Personal foul by M. Harkless (drawn by M. Morris),61,72
272,3,5:52.0,,M. Morris makes free throw 1 of 2,61,73
273,3,5:52.0,,M. Morris makes free throw 2 of 2,61,74
274,3,5:27.0,A. Aminu makes 2-pt layup at rim,,63,74
275,3,5:12.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,63,74
276,3,5:12.0,Defensive rebound by M. Harkless,,63,74
277,3,5:05.0,Personal foul by A. Baynes (drawn by M. Leonard),,63,74
278,3,4:57.0,Turnover by M. Leonard (bad pass; steal by K. Caldwell-Pope),,63,74
279,3,4:54.0,,K. Caldwell-Pope makes 2-pt dunk at rim,63,76
280,3,4:54.0,Portland full timeout,,63,76
281,3,4:54.0,G. Henderson enters the game for A. Aminu,,63,76
282,3,4:28.0,D. Lillard misses 3-pt jump shot from 27 ft,,63,76
283,3,4:27.0,,Defensive rebound by M. Morris,63,76
284,3,4:12.0,,T. Harris misses 2-pt jump shot from 4 ft,63,76
285,3,4:12.0,Defensive rebound by M. Leonard,,63,76
286,3,4:07.0,Personal foul by K. Caldwell-Pope (drawn by D. Lillard),,63,76
287,3,4:07.0,,R. Bullock enters the game for T. Harris,63,76
288,3,3:55.0,D. Lillard makes 2-pt jump shot from 19 ft,,65,76
289,3,3:41.0,,R. Jackson makes 2-pt jump shot from 8 ft,65,78
290,3,3:26.0,G. Henderson makes 2-pt dunk at rim (assist by M. Leonard),,67,78
291,3,3:11.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by R. Jackson),67,81
292,3,2:57.0,D. Lillard makes 2-pt jump shot from 16 ft,,69,81
293,3,2:30.0,,R. Jackson makes 3-pt jump shot from 26 ft,69,84
294,3,2:17.0,M. Leonard misses 3-pt jump shot from 26 ft,,69,84
295,3,2:17.0,Offensive rebound by Team,,69,84
296,3,2:17.0,,S. Blake enters the game for R. Jackson,69,84
297,3,2:17.0,C. McCollum enters the game for M. Harkless,,69,84
298,3,2:07.0,D. Lillard misses 3-pt jump shot from 24 ft,,69,84
299,3,2:07.0,,Defensive rebound by M. Morris,69,84
300,3,1:56.0,,A. Baynes misses 2-pt hook shot from 6 ft,69,84
301,3,1:54.0,Defensive rebound by M. Leonard,,69,84
302,3,1:48.0,Personal foul by A. Baynes (drawn by M. Leonard),,69,84
303,3,1:48.0,M. Leonard makes free throw 1 of 2,,70,84
304,3,1:48.0,M. Leonard makes free throw 2 of 2,,71,84
305,3,1:25.0,,M. Morris misses 3-pt jump shot from 25 ft,71,84
306,3,1:25.0,Defensive rebound by Team,,71,84
307,3,1:25.0,,Loose ball foul by K. Caldwell-Pope (drawn by C. McCollum),71,84
308,3,1:25.0,C. McCollum makes free throw 1 of 2,,72,84
309,3,1:25.0,C. McCollum makes free throw 2 of 2,,73,84
310,3,1:12.0,,Personal foul by G. Henderson (drawn by M. Morris),73,84
311,3,1:12.0,,M. Morris misses free throw 1 of 2,73,84
312,3,1:12.0,,Offensive rebound by Team,73,84
313,3,1:12.0,A. Aminu enters the game for D. Lillard,,73,84
314,3,1:12.0,,M. Morris makes free throw 2 of 2,73,85
315,3,0:51.0,A. Crabbe misses 2-pt jump shot from 4 ft,,73,85
316,3,0:51.0,,Defensive rebound by R. Bullock,73,85
317,3,0:42.0,,Turnover by S. Blake (bad pass; steal by A. Crabbe),73,85
318,3,0:38.0,Shooting foul by K. Caldwell-Pope (drawn by A. Crabbe),,73,85
319,3,0:38.0,A. Crabbe makes free throw 1 of 2,,74,85
320,3,0:38.0,,T. Harris enters the game for K. Caldwell-Pope,74,85
321,3,0:38.0,A. Crabbe makes free throw 2 of 2,,75,85
322,3,0:20.0,,S. Blake misses 3-pt jump shot from 26 ft,75,85
323,3,0:19.0,Defensive rebound by G. Henderson,,75,85
324,3,0:06.0,Offensive foul by M. Leonard (drawn by S. Blake),,75,85
325,3,0:06.0,Turnover by M. Leonard (offensive foul),,75,85
326,3,0:06.0,M. Plumlee enters the game for M. Leonard,,75,85
327,3,0:00.0,,Turnover by T. Harris (lost ball; steal by G. Henderson),75,85
328,4,11:43.0,,M. Morris makes 2-pt jump shot from 12 ft,75,87
329,4,11:24.0,A. Aminu misses 3-pt jump shot from 23 ft,,75,87
330,4,11:24.0,,Defensive rebound by R. Bullock,75,87
331,4,11:10.0,,S. Blake makes 2-pt jump shot from 20 ft,75,89
332,4,10:54.0,Shooting foul by T. Harris (drawn by M. Plumlee),,75,89
333,4,10:54.0,M. Plumlee makes free throw 1 of 2,,76,89
334,4,10:54.0,M. Plumlee makes free throw 2 of 2,,77,89
335,4,10:37.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by S. Blake),77,92
336,4,10:18.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,80,92
337,4,10:01.0,,M. Morris misses 2-pt jump shot from 14 ft,80,92
338,4,10:00.0,Defensive rebound by M. Plumlee,,80,92
339,4,9:44.0,G. Henderson makes 2-pt jump shot from 9 ft,,82,92
340,4,9:26.0,,S. Blake makes 3-pt jump shot from 24 ft (assist by T. Harris),82,95
341,4,9:16.0,Personal foul by R. Bullock (drawn by M. Plumlee),,82,95
342,4,9:16.0,D. Lillard enters the game for A. Crabbe,,82,95
343,4,9:16.0,,A. Drummond enters the game for A. Baynes,82,95
344,4,8:58.0,G. Henderson makes 2-pt jump shot from 18 ft,,84,95
345,4,8:45.0,,Turnover by M. Morris (step out of bounds),84,95
346,4,8:45.0,Official timeout,,84,95
347,4,8:45.0,,K. Caldwell-Pope enters the game for M. Morris,84,95
348,4,8:31.0,D. Lillard misses 2-pt jump shot from 13 ft,,84,95
349,4,8:31.0,,Defensive rebound by T. Harris,84,95
350,4,8:18.0,,Personal foul by M. Plumlee (drawn by A. Drummond),84,95
351,4,8:11.0,,S. Blake misses 2-pt jump shot from 15 ft,84,95
352,4,8:11.0,Defensive rebound by C. McCollum,,84,95
353,4,8:02.0,Personal foul by S. Blake (drawn by C. McCollum),,84,95
354,4,8:02.0,,R. Jackson enters the game for S. Blake,84,95
355,4,7:55.0,G. Henderson misses 2-pt jump shot from 14 ft,,84,95
356,4,7:55.0,,Defensive rebound by A. Drummond,84,95
357,4,7:45.0,,R. Jackson makes 2-pt layup at rim,84,97
358,4,7:30.0,Personal foul by R. Jackson (drawn by M. Plumlee),,84,97
359,4,7:21.0,D. Lillard makes 3-pt jump shot from 22 ft (assist by C. McCollum),,87,97
360,4,7:07.0,,R. Jackson misses 2-pt jump shot from 7 ft,87,97
361,4,7:07.0,,Offensive rebound by A. Drummond,87,97
362,4,7:07.0,,A. Drummond makes 2-pt dunk at rim,87,99
363,4,7:07.0,,Shooting foul by M. Plumlee (drawn by A. Drummond),87,99
364,4,7:07.0,,A. Drummond misses free throw 1 of 1,87,99
365,4,7:05.0,Defensive rebound by G. Henderson,,87,99
366,4,6:55.0,Shooting foul by T. Harris (drawn by D. Lillard),,87,99
367,4,6:55.0,D. Lillard makes free throw 1 of 2,,88,99
368,4,6:55.0,D. Lillard makes free throw 2 of 2,,89,99
369,4,6:42.0,,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),89,101
370,4,6:29.0,D. Lillard misses 2-pt layup at rim,,89,101
371,4,6:27.0,,Defensive rebound by K. Caldwell-Pope,89,101
372,4,6:22.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,89,101
373,4,6:22.0,,Offensive rebound by R. Bullock,89,101
374,4,6:05.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by R. Jackson),89,104
375,4,6:04.0,Portland full timeout,,89,104
376,4,6:04.0,M. Harkless enters the game for M. Plumlee,,89,104
377,4,5:56.0,Personal foul by R. Bullock (drawn by D. Lillard),,89,104
378,4,5:56.0,D. Lillard makes free throw 1 of 2,,90,104
379,4,5:56.0,D. Lillard makes free throw 2 of 2,,91,104
380,4,5:45.0,,A. Drummond makes 2-pt dunk at rim (assist by T. Harris),91,106
381,4,5:45.0,,Shooting foul by A. Aminu (drawn by A. Drummond),91,106
382,4,5:45.0,,A. Drummond misses free throw 1 of 1,91,106
383,4,5:44.0,Defensive rebound by A. Aminu,,91,106
