,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHOENIX_ACTION,WASHINGTON_SCORE,PHOENIX_SCORE
399,4,5:33.0,O. Porter enters the game for B. Beal,,91,86
400,4,5:32.0,,Shooting foul by J. Wall (drawn by M. Teletović),91,86
401,4,5:32.0,,M. Teletović makes free throw 1 of 2,91,87
402,4,5:32.0,M. Morris enters the game for J. Dudley,,91,87
403,4,5:32.0,,M. Teletović misses free throw 2 of 2,91,87
404,4,5:30.0,Defensive rebound by N. Hilário,,91,87
405,4,5:25.0,Personal foul by R. Price,,91,87
406,4,5:25.0,M. Gortat enters the game for N. Hilário,,91,87
407,4,5:17.0,R. Sessions makes 3-pt jump shot from 24 ft (assist by O. Porter),,94,87
408,4,5:03.0,,Turnover by T. Chandler (bad pass),94,87
409,4,4:51.0,R. Sessions makes 2-pt jump shot from 7 ft (assist by J. Wall),,96,87
410,4,4:44.0,,Personal foul by J. Wall,96,87
411,4,4:44.0,,D. Booker makes free throw 1 of 2,96,88
412,4,4:44.0,,D. Booker misses free throw 2 of 2,96,88
413,4,4:42.0,Defensive rebound by M. Morris,,96,88
414,4,4:25.0,J. Wall misses 2-pt jump shot from 18 ft,,96,88
415,4,4:22.0,,Defensive rebound by P. Tucker,96,88
416,4,4:13.0,,D. Booker misses 2-pt jump shot from 6 ft (block by M. Morris),96,88
417,4,4:11.0,,Offensive rebound by D. Booker,96,88
418,4,4:10.0,,D. Booker makes 2-pt jump shot from 8 ft,96,90
419,4,3:52.0,M. Morris misses 2-pt jump shot from 15 ft,,96,90
420,4,3:52.0,Offensive rebound by Team,,96,90
421,4,3:52.0,,Loose ball foul by T. Chandler,96,90
422,4,3:41.0,O. Porter misses 2-pt layup from 3 ft (block by T. Chandler),,96,90
423,4,3:39.0,Offensive rebound by O. Porter,,96,90
424,4,3:32.0,M. Gortat misses 2-pt hook shot from 8 ft,,96,90
425,4,3:27.0,,Defensive rebound by M. Teletović,96,90
426,4,3:16.0,,M. Teletović misses 2-pt jump shot from 21 ft,96,90
427,4,3:14.0,Defensive rebound by O. Porter,,96,90
428,4,3:10.0,Shooting foul by D. Booker (drawn by M. Gortat),,96,90
429,4,3:10.0,M. Gortat makes free throw 1 of 2,,97,90
430,4,3:10.0,M. Gortat makes free throw 2 of 2,,98,90
431,4,2:56.0,,D. Booker misses 2-pt jump shot from 7 ft,98,90
432,4,2:53.0,Defensive rebound by M. Gortat,,98,90
433,4,2:47.0,J. Wall misses 2-pt jump shot from 18 ft,,98,90
434,4,2:45.0,Offensive rebound by O. Porter,,98,90
435,4,2:34.0,,Violation by T. Chandler (kicked ball),98,90
436,4,2:34.0,Washington full timeout,,98,90
437,4,2:34.0,B. Beal enters the game for R. Sessions,,98,90
438,4,2:24.0,J. Wall makes 2-pt jump shot from 17 ft,,100,90
439,4,2:09.0,,D. Booker misses 2-pt jump shot from 7 ft,100,90
440,4,2:07.0,,Offensive rebound by M. Teletović,100,90
441,4,2:04.0,,M. Teletović makes 2-pt jump shot from 3 ft,100,92
442,4,1:43.0,J. Wall misses 3-pt jump shot from 26 ft,,100,92
443,4,1:41.0,,Defensive rebound by M. Teletović,100,92
444,4,1:32.0,,Turnover by D. Booker (back court),100,92
445,4,1:13.0,J. Wall misses 3-pt jump shot from 24 ft,,100,92
446,4,1:11.0,Offensive rebound by M. Gortat,,100,92
447,4,0:54.0,Turnover by B. Beal (bad pass),,100,92
448,4,0:49.0,,R. Price misses 3-pt jump shot from 24 ft,100,92
449,4,0:47.0,,Offensive rebound by P. Tucker,100,92
450,4,0:42.0,,M. Teletović misses 2-pt layup from 1 ft,100,92
451,4,0:40.0,Defensive rebound by M. Morris,,100,92
452,4,0:33.0,Personal take foul by R. Price,,100,92
453,4,0:29.0,Personal take foul by R. Price,,100,92
454,4,0:29.0,B. Beal makes free throw 1 of 2,,101,92
455,4,0:29.0,B. Beal makes free throw 2 of 2,,102,92
456,4,0:29.0,,Phoenix full timeout,102,92
457,4,0:25.0,,D. Booker misses 3-pt jump shot from 25 ft,102,92
458,4,0:23.0,,Offensive rebound by P. Tucker,102,92
459,4,0:23.0,,P. Tucker makes 2-pt layup from 2 ft,102,94
460,4,0:21.0,Personal take foul by M. Teletović,,102,94
461,4,0:21.0,B. Beal makes free throw 1 of 2,,103,94
462,4,0:21.0,B. Beal makes free throw 2 of 2,,104,94
463,4,0:21.0,,Phoenix full timeout,104,94
464,4,0:16.0,,P. Tucker makes 2-pt layup from 1 ft (assist by M. Teletović),104,96
465,4,0:11.0,Personal take foul by R. Price,,104,96
466,4,0:11.0,O. Porter makes free throw 1 of 2,,105,96
467,4,0:11.0,O. Porter makes free throw 2 of 2,,106,96
468,4,0:11.0,,Phoenix full timeout,106,96
469,4,0:10.0,,M. Teletović misses 3-pt jump shot from 22 ft (block by M. Gortat),106,96
470,4,0:09.0,,Offensive rebound by Team,106,96
471,4,0:07.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by P. Tucker),106,99
