,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHARLOTTE_ACTION,DETROIT_SCORE,CHARLOTTE_SCORE
75,1,1:35.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,,25,32
76,1,1:33.0,Offensive rebound by K. Caldwell-Pope,,25,32
77,1,1:33.0,K. Caldwell-Pope makes 2-pt layup at rim,,27,32
78,1,1:12.0,,J. Lamb makes 2-pt jump shot from 15 ft (assist by A. Jefferson),27,34
79,1,1:00.0,R. Jackson makes 2-pt jump shot from 7 ft,,29,34
80,1,0:50.0,,J. Lamb misses 3-pt jump shot from 29 ft,29,34
81,1,0:49.0,,Offensive rebound by J. Lin,29,34
82,1,0:43.0,,Shooting foul by A. Baynes (drawn by K. Walker),29,34
83,1,0:43.0,,K. Walker makes free throw 1 of 2,29,35
84,1,0:43.0,S. Blake enters the game for R. Jackson,,29,35
85,1,0:43.0,,K. Walker makes free throw 2 of 2,29,36
86,1,0:33.0,S. Blake makes 3-pt jump shot from 24 ft,,32,36
87,1,0:16.0,,K. Walker makes 2-pt layup from 1 ft,32,38
88,1,0:04.0,S. Blake misses 3-pt jump shot from 25 ft,,32,38
89,1,0:02.0,,Defensive rebound by Team,32,38
90,2,11:42.0,A. Tolliver misses 3-pt jump shot from 25 ft,,32,38
91,2,11:41.0,Offensive rebound by Team,,32,38
92,2,11:31.0,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,,32,38
93,2,11:29.0,,Defensive rebound by J. Lamb,32,38
94,2,11:11.0,,J. Lin misses 3-pt jump shot from 25 ft,32,38
95,2,11:11.0,Defensive rebound by Team,,32,38
96,2,11:11.0,,Loose ball foul by F. Kaminsky,32,38
97,2,10:55.0,A. Baynes misses 2-pt hook shot from 5 ft,,32,38
98,2,10:53.0,,Defensive rebound by N. Batum,32,38
99,2,10:39.0,,Shooting foul by A. Baynes (drawn by A. Jefferson),32,38
100,2,10:39.0,,A. Jefferson misses free throw 1 of 2,32,38
101,2,10:39.0,,Offensive rebound by Team,32,38
102,2,10:39.0,M. Morris enters the game for K. Caldwell-Pope,,32,38
103,2,10:39.0,,A. Jefferson makes free throw 2 of 2,32,39
104,2,10:27.0,M. Morris makes 2-pt jump shot from 17 ft,,34,39
105,2,10:03.0,,J. Lin misses 2-pt layup from 1 ft,34,39
106,2,10:02.0,Defensive rebound by A. Baynes,,34,39
107,2,9:56.0,A. Tolliver misses 3-pt jump shot from 25 ft,,34,39
108,2,9:54.0,,Defensive rebound by F. Kaminsky,34,39
109,2,9:35.0,,J. Lamb misses 3-pt jump shot from 25 ft,34,39
110,2,9:34.0,Defensive rebound by A. Baynes,,34,39
111,2,9:25.0,A. Baynes misses 2-pt hook shot from 8 ft,,34,39
112,2,9:24.0,,Defensive rebound by J. Lamb,34,39
113,2,9:23.0,,Personal foul by S. Blake,34,39
114,2,9:13.0,,N. Batum makes 2-pt jump shot from 16 ft,34,41
115,2,9:04.0,Personal foul by N. Batum,,34,41
116,2,8:52.0,Shooting foul by A. Jefferson (drawn by M. Morris),,34,41
117,2,8:52.0,Official timeout,,34,41
118,2,8:52.0,A. Drummond enters the game for A. Baynes,,34,41
119,2,8:52.0,M. Morris misses free throw 1 of 2,,34,41
120,2,8:52.0,Offensive rebound by Team,,34,41
121,2,8:52.0,M. Morris makes free throw 2 of 2,,35,41
122,2,8:41.0,,N. Batum misses 3-pt jump shot from 25 ft,35,41
123,2,8:40.0,Defensive rebound by M. Morris,,35,41
124,2,8:29.0,R. Bullock misses 3-pt jump shot from 25 ft,,35,41
125,2,8:28.0,,Defensive rebound by A. Jefferson,35,41
126,2,8:20.0,,J. Lamb misses 2-pt layup from 2 ft,35,41
127,2,8:18.0,,Offensive rebound by J. Lamb,35,41
128,2,8:18.0,,J. Lamb misses 2-pt layup from 2 ft,35,41
129,2,8:17.0,Defensive rebound by S. Blake,,35,41
130,2,7:56.0,Shooting foul by A. Jefferson (drawn by A. Drummond),,35,41
131,2,7:56.0,A. Drummond makes free throw 1 of 2,,36,41
132,2,7:56.0,,C. Lee enters the game for J. Lamb,36,41
133,2,7:56.0,A. Drummond makes free throw 2 of 2,,37,41
134,2,7:37.0,,J. Lin makes 2-pt layup from 1 ft,37,43
135,2,7:24.0,M. Morris makes 2-pt jump shot from 9 ft (assist by S. Blake),,39,43
136,2,7:02.0,,A. Jefferson makes 2-pt jump shot from 12 ft,39,45
137,2,6:45.0,S. Blake misses 3-pt jump shot from 25 ft,,39,45
138,2,6:44.0,,Defensive rebound by N. Batum,39,45
139,2,6:27.0,,A. Jefferson misses 2-pt jump shot from 14 ft,39,45
140,2,6:26.0,Defensive rebound by S. Blake,,39,45
141,2,6:18.0,Shooting foul by A. Jefferson (drawn by A. Drummond),,39,45
142,2,6:18.0,A. Drummond makes free throw 1 of 2,,40,45
143,2,6:18.0,T. Harris enters the game for A. Tolliver,,40,45
144,2,6:18.0,,C. Zeller enters the game for A. Jefferson,40,45
145,2,6:18.0,A. Drummond misses free throw 2 of 2,,40,45
146,2,6:17.0,,Defensive rebound by N. Batum,40,45
147,2,6:10.0,,Shooting foul by M. Morris (drawn by N. Batum),40,45
148,2,6:10.0,,N. Batum misses free throw 1 of 2,40,45
149,2,6:10.0,,Offensive rebound by Team,40,45
150,2,6:10.0,S. Johnson enters the game for M. Morris,,40,45
151,2,6:10.0,,N. Batum makes free throw 2 of 2,40,46
152,2,5:52.0,T. Harris misses 2-pt jump shot from 8 ft,,40,46
153,2,5:51.0,,Defensive rebound by N. Batum,40,46
154,2,5:45.0,,Turnover by N. Batum (bad pass; steal by R. Bullock),40,46
155,2,5:38.0,Turnover by A. Drummond (bad pass),,40,46
156,2,5:38.0,,Charlotte full timeout,40,46
157,2,5:38.0,,M. Williams enters the game for N. Batum,40,46
158,2,5:38.0,,K. Walker enters the game for F. Kaminsky,40,46
159,2,5:38.0,K. Caldwell-Pope enters the game for R. Bullock,,40,46
160,2,5:38.0,R. Jackson enters the game for S. Blake,,40,46
161,2,5:20.0,,C. Zeller makes 2-pt hook shot from 5 ft (assist by J. Lin),40,48
162,2,5:04.0,R. Jackson misses 2-pt layup from 2 ft,,40,48
163,2,5:02.0,Offensive rebound by A. Drummond,,40,48
164,2,4:56.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,40,48
165,2,4:54.0,Offensive rebound by A. Drummond,,40,48
166,2,4:54.0,Shooting foul by C. Zeller (drawn by A. Drummond),,40,48
167,2,4:54.0,A. Drummond misses free throw 1 of 2,,40,48
168,2,4:54.0,Offensive rebound by Team,,40,48
169,2,4:54.0,A. Drummond misses free throw 2 of 2,,40,48
170,2,4:52.0,,Defensive rebound by M. Williams,40,48
171,2,4:40.0,,Shooting foul by T. Harris (drawn by M. Williams),40,48
172,2,4:40.0,,M. Williams makes free throw 1 of 2,40,49
173,2,4:40.0,,M. Williams misses free throw 2 of 2,40,49
174,2,4:38.0,Defensive rebound by A. Drummond,,40,49
175,2,4:21.0,T. Harris makes 2-pt layup at rim,,42,49
176,2,4:13.0,,Personal foul by T. Harris,42,49
177,2,4:13.0,,M. Williams makes free throw 1 of 2,42,50
178,2,4:13.0,,M. Williams makes free throw 2 of 2,42,51
179,2,4:00.0,R. Jackson misses 3-pt jump shot from 25 ft,,42,51
180,2,3:59.0,,Defensive rebound by Team,42,51
181,2,3:51.0,,C. Lee makes 2-pt jump shot from 14 ft (assist by C. Zeller),42,53
182,2,3:51.0,,Shooting foul by S. Johnson (drawn by C. Lee),42,53
183,2,3:51.0,,C. Lee makes free throw 1 of 1,42,54
184,2,3:46.0,Personal foul by M. Williams,,42,54
185,2,3:46.0,T. Harris makes free throw 1 of 2,,43,54
186,2,3:46.0,,N. Batum enters the game for J. Lin,43,54
187,2,3:46.0,T. Harris makes free throw 2 of 2,,44,54
188,2,3:30.0,,C. Lee misses 2-pt jump shot from 16 ft,44,54
189,2,3:28.0,,Offensive rebound by M. Williams,44,54
190,2,3:15.0,,C. Lee misses 2-pt layup from 1 ft,44,54
191,2,3:14.0,,Offensive rebound by C. Zeller,44,54
192,2,3:11.0,,M. Williams misses 3-pt jump shot from 25 ft,44,54
193,2,3:09.0,Defensive rebound by A. Drummond,,44,54
194,2,2:52.0,T. Harris misses 3-pt jump shot from 25 ft,,44,54
195,2,2:51.0,,Defensive rebound by Team,44,54
196,2,2:51.0,Loose ball foul by S. Johnson,,44,54
197,2,2:51.0,Detroit full timeout,,44,54
198,2,2:51.0,,N. Batum makes free throw 1 of 2,44,55
199,2,2:51.0,,N. Batum makes free throw 2 of 2,44,56
200,2,2:33.0,R. Jackson makes 2-pt jump shot from 5 ft,,46,56
201,2,2:21.0,,N. Batum misses 2-pt jump shot from 16 ft,46,56
202,2,2:19.0,,Offensive rebound by C. Zeller,46,56
203,2,2:11.0,,C. Lee makes 2-pt jump shot from 17 ft,46,58
204,2,1:56.0,Personal foul by M. Williams,,46,58
205,2,1:56.0,T. Harris makes free throw 1 of 2,,47,58
206,2,1:56.0,A. Baynes enters the game for A. Drummond,,47,58
207,2,1:56.0,,F. Kaminsky enters the game for M. Williams,47,58
208,2,1:56.0,T. Harris makes free throw 2 of 2,,48,58
209,2,1:44.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),48,61
210,2,1:30.0,Turnover by R. Jackson (bad pass; steal by C. Lee),,48,61
211,2,1:22.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by N. Batum),48,64
212,2,0:59.0,R. Jackson misses 3-pt jump shot from 24 ft,,48,64
213,2,0:57.0,,Defensive rebound by C. Lee,48,64
214,2,0:42.0,,Shooting foul by K. Caldwell-Pope (drawn by K. Walker),48,64
215,2,0:42.0,,K. Walker makes free throw 1 of 3,48,65
216,2,0:42.0,,K. Walker makes free throw 2 of 3,48,66
217,2,0:42.0,,K. Walker makes free throw 3 of 3,48,67
218,2,0:33.0,Personal foul by C. Lee,,48,67
219,2,0:33.0,K. Caldwell-Pope makes free throw 1 of 2,,49,67
220,2,0:33.0,A. Tolliver enters the game for T. Harris,,49,67
221,2,0:33.0,K. Caldwell-Pope makes free throw 2 of 2,,50,67
222,2,0:17.0,,K. Walker makes 2-pt jump shot from 6 ft,50,69
223,2,0:00.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by R. Jackson),,53,69
224,3,11:41.0,Turnover by K. Caldwell-Pope (bad pass; steal by N. Batum),,53,69
225,3,11:32.0,,K. Walker misses 2-pt layup from 1 ft,53,69
226,3,11:30.0,Defensive rebound by T. Harris,,53,69
227,3,11:19.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,53,69
228,3,11:18.0,,Defensive rebound by N. Batum,53,69
229,3,11:08.0,,N. Batum misses 2-pt jump shot from 17 ft,53,69
230,3,11:06.0,Defensive rebound by A. Drummond,,53,69
231,3,10:58.0,R. Jackson misses 3-pt jump shot from 25 ft,,53,69
232,3,10:57.0,,Defensive rebound by C. Lee,53,69
233,3,10:44.0,,M. Williams misses 2-pt jump shot from 20 ft,53,69
234,3,10:43.0,Defensive rebound by R. Jackson,,53,69
235,3,10:27.0,T. Harris makes 3-pt jump shot from 23 ft (assist by R. Jackson),,56,69
236,3,10:12.0,,N. Batum misses 2-pt jump shot from 17 ft,56,69
237,3,10:11.0,Defensive rebound by A. Drummond,,56,69
238,3,10:04.0,R. Jackson makes 2-pt jump shot from 15 ft,,58,69
239,3,10:04.0,,Charlotte full timeout,58,69
240,3,9:52.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),58,71
241,3,9:28.0,Turnover by M. Morris (bad pass; steal by C. Zeller),,58,71
242,3,9:25.0,,Flagrant foul type 1 by R. Jackson,58,71
243,3,9:25.0,,K. Walker makes flagrant free throw 1 of 2,58,72
244,3,9:25.0,,K. Walker makes flagrant free throw 2 of 2,58,73
245,3,9:19.0,,N. Batum makes 2-pt jump shot from 12 ft (assist by K. Walker),58,75
246,3,8:56.0,M. Morris makes 2-pt jump shot from 11 ft,,60,75
247,3,8:35.0,,K. Walker misses 3-pt jump shot from 26 ft,60,75
248,3,8:33.0,Defensive rebound by T. Harris,,60,75
249,3,8:22.0,R. Jackson makes 2-pt layup from 1 ft,,62,75
250,3,8:03.0,,C. Zeller misses 2-pt jump shot from 21 ft,62,75
251,3,8:01.0,Defensive rebound by M. Morris,,62,75
252,3,7:56.0,M. Morris misses 3-pt jump shot from 25 ft,,62,75
253,3,7:56.0,,Defensive rebound by Team,62,75
254,3,7:56.0,Loose ball foul by A. Drummond,,62,75
255,3,7:49.0,,Personal foul by R. Jackson,62,75
256,3,7:40.0,,M. Williams misses 2-pt layup from 2 ft,62,75
257,3,7:40.0,Defensive rebound by Team,,62,75
258,3,7:18.0,Turnover by M. Morris (bad pass; steal by K. Walker),,62,75
259,3,7:13.0,,N. Batum makes 2-pt dunk at rim (assist by K. Walker),62,77
260,3,6:58.0,R. Jackson misses 3-pt jump shot from 26 ft,,62,77
261,3,6:57.0,,Defensive rebound by M. Williams,62,77
262,3,6:48.0,,Turnover by C. Lee (lost ball; steal by T. Harris),62,77
263,3,6:41.0,T. Harris makes 2-pt layup at rim,,64,77
264,3,6:27.0,,M. Williams makes 3-pt jump shot from 22 ft (assist by K. Walker),64,80
265,3,6:16.0,Personal foul by M. Williams,,64,80
266,3,6:07.0,T. Harris misses 3-pt jump shot from 25 ft,,64,80
267,3,6:07.0,,Defensive rebound by Team,64,80
268,3,6:07.0,Loose ball foul by A. Drummond,,64,80
269,3,6:07.0,A. Baynes enters the game for A. Drummond,,64,80
270,3,6:07.0,,A. Jefferson enters the game for C. Zeller,64,80
271,3,6:07.0,Technical foul by A. Drummond,,64,80
272,3,6:07.0,,N. Batum makes technical free throw,64,81
273,3,5:56.0,,M. Williams misses 3-pt jump shot from 24 ft,64,81
274,3,5:55.0,Defensive rebound by A. Baynes,,64,81
275,3,5:50.0,Shooting foul by C. Lee (drawn by K. Caldwell-Pope),,64,81
276,3,5:50.0,K. Caldwell-Pope makes free throw 1 of 2,,65,81
277,3,5:50.0,K. Caldwell-Pope makes free throw 2 of 2,,66,81
278,3,5:31.0,,K. Walker misses 2-pt jump shot from 16 ft,66,81
279,3,5:30.0,Defensive rebound by M. Morris,,66,81
280,3,5:23.0,R. Jackson makes 2-pt jump shot from 13 ft,,68,81
281,3,5:06.0,,A. Jefferson misses 2-pt jump shot from 8 ft (block by A. Baynes),68,81
282,3,5:04.0,Defensive rebound by T. Harris,,68,81
283,3,4:56.0,Shooting foul by A. Jefferson (drawn by A. Baynes),,68,81
284,3,4:56.0,A. Baynes makes free throw 1 of 2,,69,81
285,3,4:56.0,A. Baynes makes free throw 2 of 2,,70,81
286,3,4:31.0,,N. Batum misses 3-pt jump shot from 25 ft,70,81
287,3,4:29.0,,Offensive rebound by M. Williams,70,81
288,3,4:26.0,,N. Batum misses 3-pt jump shot from 24 ft,70,81
289,3,4:26.0,Defensive rebound by Team,,70,81
290,3,4:14.0,T. Harris misses 2-pt layup from 2 ft,,70,81
291,3,4:13.0,,Defensive rebound by K. Walker,70,81
292,3,4:05.0,,K. Walker misses 2-pt layup at rim,70,81
293,3,4:04.0,Defensive rebound by T. Harris,,70,81
294,3,3:52.0,A. Baynes makes 2-pt layup at rim (assist by R. Jackson),,72,81
295,3,3:31.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),72,84
296,3,3:15.0,A. Baynes makes 2-pt jump shot from 17 ft (assist by R. Jackson),,74,84
297,3,2:51.0,,M. Williams makes 2-pt jump shot from 8 ft (assist by K. Walker),74,86
298,3,2:39.0,Shooting foul by K. Walker (drawn by R. Jackson),,74,86
299,3,2:39.0,Detroit full timeout,,74,86
300,3,2:39.0,,J. Lin enters the game for N. Batum,74,86
301,3,2:39.0,,F. Kaminsky enters the game for C. Lee,74,86
302,3,2:39.0,R. Bullock enters the game for M. Morris,,74,86
303,3,2:39.0,R. Jackson makes free throw 1 of 2,,75,86
304,3,2:39.0,R. Jackson makes free throw 2 of 2,,76,86
305,3,2:29.0,S. Blake enters the game for R. Jackson,,76,86
306,3,2:22.0,,A. Jefferson misses 2-pt jump shot from 5 ft (block by A. Baynes),76,86
307,3,2:20.0,Defensive rebound by A. Baynes,,76,86
308,3,2:09.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by A. Baynes),,79,86
309,3,1:43.0,,K. Walker misses 3-pt jump shot from 27 ft,79,86
310,3,1:41.0,,Offensive rebound by M. Williams,79,86
311,3,1:39.0,,Turnover by K. Walker (bad pass),79,86
312,3,1:20.0,K. Caldwell-Pope makes 2-pt jump shot from 10 ft (assist by R. Bullock),,81,86
313,3,1:05.0,,M. Williams misses 3-pt jump shot from 25 ft,81,86
314,3,1:04.0,Defensive rebound by A. Baynes,,81,86
315,3,0:54.0,T. Harris misses 2-pt jump shot from 3 ft (block by F. Kaminsky),,81,86
316,3,0:52.0,,Defensive rebound by Team,81,86
317,3,0:43.0,,Offensive foul by M. Williams (drawn by A. Baynes),81,86
318,3,0:43.0,,Turnover by M. Williams (offensive foul),81,86
319,3,0:43.0,,C. Lee enters the game for M. Williams,81,86
320,3,0:34.0,Turnover by T. Harris (bad pass; steal by A. Jefferson),,81,86
321,3,0:10.0,,Shooting foul by R. Bullock (drawn by K. Walker),81,86
322,3,0:10.0,,K. Walker makes free throw 1 of 2,81,87
323,3,0:10.0,,K. Walker makes free throw 2 of 2,81,88
324,3,0:00.0,T. Harris misses 2-pt jump shot from 5 ft,,81,88
325,3,0:00.0,Offensive rebound by Team,,81,88
326,4,11:41.0,,A. Jefferson makes 2-pt jump shot from 7 ft,81,90
327,4,11:27.0,S. Blake misses 3-pt jump shot from 23 ft,,81,90
328,4,11:27.0,Offensive rebound by Team,,81,90
329,4,11:11.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,81,90
330,4,11:10.0,,Defensive rebound by F. Kaminsky,81,90
331,4,11:01.0,,J. Lin misses 2-pt jump shot from 12 ft,81,90
332,4,11:00.0,Defensive rebound by K. Caldwell-Pope,,81,90
333,4,10:49.0,M. Morris misses 2-pt layup from 2 ft (block by F. Kaminsky),,81,90
334,4,10:47.0,,Defensive rebound by A. Jefferson,81,90
335,4,10:36.0,,F. Kaminsky makes 2-pt jump shot from 3 ft,81,92
336,4,10:36.0,,Shooting foul by M. Morris (drawn by F. Kaminsky),81,92
337,4,10:36.0,,F. Kaminsky misses free throw 1 of 1,81,92
338,4,10:35.0,Defensive rebound by R. Bullock,,81,92
339,4,10:20.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,83,92
340,4,9:54.0,,A. Jefferson misses 2-pt hook shot from 8 ft,83,92
341,4,9:54.0,,Offensive rebound by Team,83,92
342,4,9:54.0,,Turnover by Team (shot clock),83,92
343,4,9:42.0,M. Morris makes 3-pt jump shot from 24 ft (assist by S. Blake),,86,92
344,4,9:14.0,,F. Kaminsky makes 2-pt jump shot from 17 ft,86,94
345,4,8:59.0,M. Morris misses 3-pt jump shot from 25 ft,,86,94
346,4,8:57.0,,Defensive rebound by C. Lee,86,94
347,4,8:49.0,Official timeout,,86,94
348,4,8:42.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by N. Batum),86,97
349,4,8:26.0,Turnover by M. Morris (bad pass; steal by J. Lin),,86,97
350,4,8:21.0,,C. Lee makes 2-pt layup at rim (assist by J. Lin),86,99
351,4,8:00.0,R. Bullock misses 2-pt jump shot from 13 ft,,86,99
352,4,7:58.0,Offensive rebound by Team,,86,99
353,4,7:58.0,T. Harris enters the game for K. Caldwell-Pope,,86,99
354,4,7:58.0,R. Jackson enters the game for S. Blake,,86,99
355,4,7:49.0,Shooting foul by C. Lee (drawn by M. Morris),,86,99
356,4,7:49.0,M. Morris makes free throw 1 of 2,,87,99
357,4,7:49.0,M. Morris misses free throw 2 of 2,,87,99
358,4,7:48.0,,Defensive rebound by A. Jefferson,87,99
359,4,7:37.0,,A. Jefferson makes 2-pt jump shot from 11 ft (assist by N. Batum),87,101
360,4,7:20.0,T. Harris misses 2-pt layup from 1 ft,,87,101
361,4,7:19.0,,Defensive rebound by A. Jefferson,87,101
362,4,7:10.0,,A. Jefferson makes 2-pt jump shot from 8 ft (assist by N. Batum),87,103
363,4,7:03.0,Detroit full timeout,,87,103
364,4,7:03.0,A. Drummond enters the game for A. Baynes,,87,103
365,4,6:47.0,R. Jackson misses 3-pt jump shot from 23 ft,,87,103
366,4,6:46.0,,Defensive rebound by C. Lee,87,103
367,4,6:42.0,,C. Lee makes 2-pt layup from 1 ft,87,105
368,4,6:28.0,Shooting foul by A. Jefferson (drawn by T. Harris),,87,105
369,4,6:28.0,T. Harris makes free throw 1 of 2,,88,105
370,4,6:28.0,,C. Zeller enters the game for A. Jefferson,88,105
371,4,6:28.0,K. Caldwell-Pope enters the game for R. Bullock,,88,105
372,4,6:28.0,T. Harris makes free throw 2 of 2,,89,105
373,4,6:08.0,,Turnover by F. Kaminsky (lost ball; steal by T. Harris),89,105
374,4,5:56.0,A. Drummond makes 2-pt jump shot from 6 ft (assist by R. Jackson),,91,105
375,4,5:56.0,,Charlotte full timeout,91,105
376,4,5:41.0,,Turnover by N. Batum (bad pass; steal by M. Morris),91,105
377,4,5:30.0,K. Caldwell-Pope misses 2-pt jump shot from 5 ft (block by C. Zeller),,91,105
378,4,5:28.0,,Defensive rebound by F. Kaminsky,91,105
379,4,5:12.0,,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by N. Batum),91,107
380,4,5:12.0,,Shooting foul by M. Morris (drawn by F. Kaminsky),91,107
381,4,5:12.0,,K. Walker enters the game for J. Lin,91,107
382,4,5:12.0,,F. Kaminsky makes free throw 1 of 1,91,108
383,4,4:59.0,K. Caldwell-Pope misses 2-pt layup from 1 ft (block by C. Zeller),,91,108
384,4,4:57.0,,Defensive rebound by C. Lee,91,108
385,4,4:41.0,,F. Kaminsky misses 2-pt jump shot from 7 ft,91,108
386,4,4:39.0,,Offensive rebound by F. Kaminsky,91,108
