,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA LAKERS_ACTION,SACRAMENTO_SCORE,LA LAKERS_SCORE
0,1,11:47.0,Turnover by D. Cousins (bad pass; steal by D. Russell),,0,0
1,1,11:30.0,,R. Hibbert misses 2-pt jump shot from 16 ft,0,0
2,1,11:29.0,Defensive rebound by R. Rondo,,0,0
3,1,11:17.0,R. Gay misses 3-pt jump shot from 26 ft,,0,0
4,1,11:15.0,,Defensive rebound by D. Russell,0,0
5,1,11:05.0,,Turnover by D. Russell (bad pass; steal by R. Gay),0,0
6,1,11:00.0,D. Collison makes 2-pt layup at rim (assist by R. Rondo),,2,0
7,1,10:49.0,,Shooting foul by D. Collison (drawn by D. Russell),2,0
8,1,10:49.0,,D. Russell misses free throw 1 of 2,2,0
9,1,10:49.0,,Offensive rebound by Team,2,0
10,1,10:49.0,,D. Russell misses free throw 2 of 2,2,0
11,1,10:47.0,Defensive rebound by D. Cousins,,2,0
12,1,10:36.0,W. Cauley-Stein makes 2-pt layup at rim (assist by R. Gay),,4,0
13,1,10:14.0,,M. World Peace misses 3-pt jump shot from 25 ft,4,0
14,1,10:13.0,Defensive rebound by R. Rondo,,4,0
15,1,10:08.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),,6,0
16,1,9:49.0,,R. Hibbert misses 2-pt hook shot from 10 ft,6,0
17,1,9:45.0,Defensive rebound by R. Gay,,6,0
18,1,9:41.0,Shooting foul by R. Hibbert (drawn by D. Cousins),,6,0
19,1,9:41.0,D. Cousins misses free throw 1 of 2,,6,0
20,1,9:41.0,Offensive rebound by Team,,6,0
21,1,9:41.0,D. Cousins makes free throw 2 of 2,,7,0
22,1,9:20.0,,M. World Peace makes 2-pt layup at rim,7,2
23,1,9:16.0,Shooting foul by R. Hibbert (drawn by R. Rondo),,7,2
24,1,9:16.0,R. Rondo makes free throw 1 of 2,,8,2
25,1,9:16.0,R. Rondo makes free throw 2 of 2,,9,2
26,1,8:50.0,,J. Clarkson misses 2-pt jump shot from 5 ft,9,2
27,1,8:45.0,Defensive rebound by D. Cousins,,9,2
28,1,8:39.0,W. Cauley-Stein makes 2-pt layup at rim (assist by R. Rondo),,11,2
29,1,8:25.0,,D. Russell misses 3-pt jump shot from 25 ft,11,2
30,1,8:24.0,Defensive rebound by R. Gay,,11,2
