,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ORLANDO_ACTION,CHICAGO_SCORE,ORLANDO_SCORE
0,1,11:47.0,,D. Dedmon misses 2-pt jump shot from 6 ft,0,0
1,1,11:46.0,Defensive rebound by M. Dunleavy,,0,0
2,1,11:30.0,M. Dunleavy misses 2-pt jump shot from 6 ft,,0,0
3,1,11:29.0,,Defensive rebound by A. Gordon,0,0
4,1,11:24.0,,A. Gordon misses 2-pt layup from 2 ft (block by P. Gasol),0,0
5,1,11:20.0,,Offensive rebound by D. Dedmon,0,0
6,1,11:18.0,,D. Dedmon misses 2-pt hook shot from 3 ft,0,0
7,1,11:16.0,Defensive rebound by T. Gibson,,0,0
8,1,11:05.0,Turnover by D. Rose (bad pass; steal by E. Fournier),,0,0
9,1,10:55.0,,D. Dedmon makes 2-pt jump shot from 8 ft (assist by E. Payton),0,2
10,1,10:40.0,Personal foul by D. Dedmon,,0,2
11,1,10:32.0,M. Dunleavy makes 2-pt layup at rim,,2,2
12,1,10:14.0,,M. Hezonja makes 2-pt jump shot from 14 ft,2,4
13,1,9:53.0,D. Rose misses 2-pt jump shot from 11 ft,,2,4
14,1,9:51.0,,Defensive rebound by D. Dedmon,2,4
15,1,9:41.0,,E. Payton makes 2-pt jump shot from 5 ft,2,6
16,1,9:25.0,T. Gibson makes 2-pt layup from 1 ft (assist by M. Dunleavy),,4,6
17,1,9:09.0,,E. Fournier makes 2-pt jump shot from 4 ft (assist by E. Payton),4,8
18,1,8:53.0,D. Rose misses 2-pt layup from 2 ft (block by A. Gordon),,4,8
19,1,8:53.0,Offensive rebound by Team,,4,8
20,1,8:46.0,J. Butler misses 2-pt jump shot from 14 ft,,4,8
21,1,8:45.0,,Defensive rebound by E. Payton,4,8
22,1,8:38.0,,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),4,10
23,1,8:18.0,P. Gasol makes 2-pt jump shot from 13 ft,,6,10
24,1,8:10.0,,Turnover by E. Payton (bad pass),6,10
25,1,7:57.0,M. Dunleavy misses 2-pt layup from 1 ft,,6,10
26,1,7:56.0,,Defensive rebound by D. Dedmon,6,10
27,1,7:48.0,,D. Dedmon makes 2-pt jump shot from 12 ft (assist by A. Gordon),6,12
28,1,7:29.0,T. Gibson makes 2-pt layup from 1 ft,,8,12
29,1,7:14.0,,D. Dedmon makes 2-pt layup at rim (assist by E. Fournier),8,14
30,1,6:53.0,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),,10,14
31,1,6:48.0,,Orlando full timeout,10,14
32,1,6:35.0,,A. Gordon misses 3-pt jump shot from 22 ft,10,14
33,1,6:33.0,Defensive rebound by J. Butler,,10,14
34,1,6:21.0,T. Gibson makes 2-pt layup from 1 ft,,12,14
35,1,6:01.0,,E. Payton makes 2-pt jump shot from 12 ft,12,16
36,1,5:43.0,Personal foul by E. Fournier,,12,16
37,1,5:33.0,D. Rose misses 2-pt layup at rim (block by E. Payton),,12,16
38,1,5:31.0,Offensive rebound by D. Rose,,12,16
39,1,5:30.0,D. Rose misses 2-pt layup from 1 ft,,12,16
40,1,5:28.0,,Defensive rebound by E. Fournier,12,16
41,1,5:27.0,,Shooting foul by M. Dunleavy (drawn by E. Fournier),12,16
42,1,5:27.0,,E. Fournier makes free throw 1 of 2,12,17
43,1,5:27.0,N. Mirotić enters the game for P. Gasol,,12,17
44,1,5:27.0,,E. Fournier misses free throw 2 of 2,12,17
45,1,5:26.0,Defensive rebound by J. Butler,,12,17
46,1,5:16.0,D. Rose makes 2-pt layup at rim,,14,17
47,1,5:01.0,,E. Payton makes 2-pt layup from 1 ft,14,19
48,1,4:57.0,Personal foul by E. Fournier,,14,19
49,1,4:57.0,,D. Marble enters the game for E. Fournier,14,19
50,1,4:57.0,D. McDermott enters the game for M. Dunleavy,,14,19
51,1,4:44.0,D. Rose makes 2-pt layup from 1 ft,,16,19
52,1,4:22.0,,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),16,21
53,1,4:04.0,J. Butler misses 2-pt jump shot from 4 ft,,16,21
54,1,4:04.0,,Defensive rebound by D. Dedmon,16,21
55,1,3:59.0,,Turnover by E. Payton (bad pass; steal by J. Butler),16,21
56,1,3:54.0,D. McDermott makes 2-pt jump shot from 22 ft (assist by D. Rose),,18,21
57,1,3:38.0,,Personal foul by T. Gibson,18,21
58,1,3:38.0,,C. Watson enters the game for M. Hezonja,18,21
59,1,3:35.0,,Personal foul by J. Butler,18,21
60,1,3:20.0,,D. Marble makes 2-pt jump shot from 19 ft (assist by D. Dedmon),18,23
61,1,3:04.0,J. Butler makes 2-pt jump shot from 4 ft,,20,23
62,1,2:49.0,,A. Gordon misses 3-pt jump shot from 24 ft,20,23
63,1,2:48.0,Defensive rebound by N. Mirotić,,20,23
64,1,2:43.0,Offensive foul by T. Gibson (drawn by E. Payton),,20,23
65,1,2:43.0,Turnover by T. Gibson (offensive foul),,20,23
66,1,2:43.0,Chicago full timeout,,20,23
67,1,2:43.0,J. Holiday enters the game for T. Gibson,,20,23
