,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHILADELPHIA_ACTION,DALLAS_SCORE,PHILADELPHIA_SCORE
91,1,2:48.0,W. Matthews misses 2-pt layup from 1 ft (block by J. Okafor),,16,10
92,1,2:46.0,,Defensive rebound by J. Okafor,16,10
93,1,2:44.0,,Turnover by J. Okafor (bad pass),16,10
94,1,2:24.0,C. Villanueva makes 3-pt jump shot from 22 ft (assist by R. Felton),,19,10
95,1,2:09.0,,J. Sampson makes 2-pt jump shot from 2 ft (assist by H. Thompson),19,12
96,1,2:00.0,C. Villanueva misses 3-pt jump shot from 26 ft,,19,12
97,1,1:58.0,,Defensive rebound by R. Covington,19,12
98,1,1:57.0,,J. Grant enters the game for R. Covington,19,12
99,1,1:37.0,,J. Okafor misses 2-pt jump shot from 8 ft,19,12
100,1,1:35.0,,Offensive rebound by J. Grant,19,12
101,1,1:35.0,,Shooting foul by C. Villanueva (drawn by J. Grant),19,12
102,1,1:35.0,,J. Grant misses free throw 1 of 2,19,12
103,1,1:35.0,,Offensive rebound by Team,19,12
104,1,1:35.0,,J. Grant makes free throw 2 of 2,19,13
105,1,1:25.0,D. Harris makes 2-pt layup from 1 ft,,21,13
106,1,1:00.0,,J. Okafor makes 2-pt layup at rim (assist by J. Sampson),21,15
107,1,0:53.0,D. Powell makes 2-pt jump shot from 1 ft (assist by D. Harris),,23,15
108,1,0:53.0,Shooting foul by J. Okafor (drawn by D. Powell),,23,15
109,1,0:53.0,D. Powell makes free throw 1 of 1,,24,15
110,1,0:38.0,,Turnover by I. Canaan (bad pass; steal by D. Harris),24,15
111,1,0:35.0,D. Harris makes 2-pt layup from 1 ft,,26,15
112,1,0:21.0,,I. Canaan misses 3-pt jump shot from 25 ft,26,15
113,1,0:17.0,Defensive rebound by D. Powell,,26,15
114,1,0:00.0,R. Felton makes 2-pt jump shot from 10 ft,,28,15
115,2,11:43.0,C. Parsons makes 2-pt jump shot from 3 ft (assist by R. Felton),,30,15
116,2,11:26.0,,H. Thompson misses 2-pt jump shot from 13 ft,30,15
117,2,11:25.0,Defensive rebound by C. Villanueva,,30,15
118,2,11:13.0,C. Villanueva misses 2-pt jump shot from 4 ft,,30,15
119,2,11:12.0,Offensive rebound by C. Villanueva,,30,15
120,2,11:11.0,C. Villanueva misses 2-pt layup from 1 ft,,30,15
121,2,11:09.0,Offensive rebound by C. Villanueva,,30,15
122,2,11:09.0,C. Villanueva misses 2-pt jump shot from 2 ft,,30,15
123,2,11:07.0,,Defensive rebound by J. Okafor,30,15
124,2,10:49.0,,N. Stauskas misses 2-pt jump shot from 8 ft,30,15
125,2,10:49.0,,Offensive rebound by Team,30,15
126,2,10:45.0,,T. McConnell makes 2-pt jump shot from 13 ft (assist by N. Stauskas),30,17
127,2,10:28.0,D. Powell misses 2-pt dunk at rim,,30,17
128,2,10:27.0,,Defensive rebound by N. Stauskas,30,17
129,2,10:09.0,,Turnover by N. Noel (lost ball; steal by D. Powell),30,17
130,2,10:06.0,Shooting foul by H. Thompson (drawn by C. Parsons),,30,17
131,2,10:06.0,C. Parsons makes free throw 1 of 2,,31,17
132,2,10:06.0,Z. Pachulia enters the game for C. Villanueva,,31,17
133,2,10:06.0,D. Nowitzki enters the game for D. Powell,,31,17
134,2,10:06.0,C. Parsons makes free throw 2 of 2,,32,17
135,2,10:06.0,,Philadelphia full timeout,32,17
136,2,9:54.0,,N. Noel misses 2-pt jump shot from 18 ft,32,17
137,2,9:52.0,Defensive rebound by C. Parsons,,32,17
138,2,9:41.0,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by J. Barea),,34,17
139,2,9:26.0,,Personal foul by Z. Pachulia (drawn by J. Okafor),34,17
140,2,9:15.0,,Shooting foul by R. Felton (drawn by J. Okafor),34,17
141,2,9:15.0,,J. Okafor makes free throw 1 of 2,34,18
142,2,9:15.0,,J. Okafor makes free throw 2 of 2,34,19
143,2,9:07.0,Offensive foul by J. Barea (drawn by T. McConnell),,34,19
144,2,9:07.0,Turnover by J. Barea (offensive foul),,34,19
145,2,8:46.0,,Offensive foul by T. McConnell (drawn by J. Barea),34,19
146,2,8:46.0,,Turnover by T. McConnell (offensive foul),34,19
147,2,8:35.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,34,19
148,2,8:33.0,,Defensive rebound by N. Stauskas,34,19
149,2,8:29.0,,Turnover by J. Okafor (offensive foul),34,19
150,2,8:29.0,Offensive charge foul by J. Okafor (drawn by Z. Pachulia),,34,19
151,2,8:14.0,J. Barea makes 2-pt jump shot from 9 ft,,36,19
152,2,8:01.0,,Turnover by T. McConnell (lost ball),36,19
153,2,7:54.0,C. Parsons makes 2-pt jump shot from 16 ft,,38,19
154,2,7:40.0,,J. Okafor makes 2-pt jump shot from 8 ft,38,21
155,2,7:31.0,Turnover by C. Parsons (bad pass; steal by N. Noel),,38,21
156,2,7:27.0,,N. Noel makes 2-pt dunk at rim,38,23
157,2,7:14.0,Dallas full timeout,,38,23
158,2,7:14.0,D. Williams enters the game for R. Felton,,38,23
159,2,7:14.0,,J. Grant enters the game for J. Okafor,38,23
160,2,7:01.0,J. Barea misses 2-pt layup from 1 ft,,38,23
161,2,7:00.0,,Defensive rebound by H. Thompson,38,23
162,2,6:49.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),38,26
163,2,6:39.0,,J. Sampson enters the game for N. Stauskas,38,26
164,2,6:39.0,W. Matthews enters the game for C. Parsons,,38,26
165,2,6:24.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,38,26
166,2,6:22.0,,Defensive rebound by H. Thompson,38,26
167,2,6:16.0,,Shooting foul by Z. Pachulia (drawn by J. Sampson),38,26
168,2,6:16.0,D. Powell enters the game for Z. Pachulia,,38,26
169,2,6:16.0,D. Harris enters the game for J. Barea,,38,26
170,2,6:16.0,,J. Sampson makes free throw 1 of 2,38,27
171,2,6:16.0,,J. Sampson misses free throw 2 of 2,38,27
172,2,5:59.0,Defensive rebound by D. Powell,,38,27
173,2,5:54.0,D. Williams misses 2-pt jump shot from 14 ft,,38,27
174,2,5:52.0,,Defensive rebound by N. Noel,38,27
175,2,5:48.0,,J. Sampson makes 2-pt layup from 2 ft,38,29
176,2,5:35.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,38,29
177,2,5:33.0,Offensive rebound by Team,,38,29
178,2,5:22.0,D. Harris makes 2-pt jump shot from 1 ft (assist by D. Williams),,40,29
179,2,5:10.0,,N. Noel makes 2-pt layup from 2 ft,40,31
180,2,4:55.0,Personal foul by N. Noel (drawn by D. Harris),,40,31
181,2,4:48.0,W. Matthews misses 2-pt hook shot from 18 ft,,40,31
182,2,4:45.0,,Defensive rebound by J. Sampson,40,31
183,2,4:41.0,,J. Grant makes 2-pt dunk at rim (assist by T. McConnell),40,33
184,2,4:28.0,D. Nowitzki misses 2-pt jump shot from 10 ft,,40,33
185,2,4:27.0,,Defensive rebound by T. McConnell,40,33
186,2,4:09.0,,Turnover by J. Sampson (palming),40,33
187,2,4:09.0,,I. Canaan enters the game for T. McConnell,40,33
188,2,4:09.0,,R. Covington enters the game for H. Thompson,40,33
189,2,4:03.0,Personal foul by J. Grant (drawn by D. Nowitzki),,40,33
190,2,4:03.0,C. Villanueva enters the game for D. Nowitzki,,40,33
191,2,4:00.0,Technical foul by D. Nowitzki,,40,33
192,2,4:00.0,,I. Canaan misses technical free throw,40,33
193,2,4:00.0,Offensive rebound by Team,,40,33
194,2,4:00.0,C. Parsons enters the game for W. Matthews,,40,33
195,2,3:52.0,D. Williams misses 2-pt jump shot from 13 ft (block by N. Noel),,40,33
196,2,3:50.0,,Defensive rebound by N. Noel,40,33
197,2,3:41.0,,Shooting foul by C. Villanueva (drawn by J. Grant),40,33
198,2,3:41.0,,J. Grant makes free throw 1 of 2,40,34
199,2,3:41.0,,J. Grant makes free throw 2 of 2,40,35
200,2,3:30.0,D. Powell makes 2-pt layup at rim (assist by C. Parsons),,42,35
201,2,3:21.0,Offensive charge foul by J. Sampson (drawn by D. Williams),,42,35
202,2,3:21.0,,Turnover by J. Sampson (offensive foul),42,35
203,2,3:11.0,D. Williams misses 3-pt jump shot from 22 ft,,42,35
204,2,3:09.0,,Defensive rebound by J. Sampson,42,35
205,2,2:59.0,,R. Covington misses 3-pt jump shot from 25 ft,42,35
206,2,2:57.0,Defensive rebound by D. Powell,,42,35
207,2,2:50.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Williams),,45,35
208,2,2:34.0,,J. Grant makes 2-pt jump shot at rim (assist by J. Sampson),45,37
209,2,2:17.0,D. Williams makes 2-pt jump shot from 14 ft,,47,37
210,2,2:08.0,,Turnover by J. Sampson (step out of bounds),47,37
211,2,2:08.0,Official timeout,,47,37
212,2,2:08.0,,T. McConnell enters the game for J. Sampson,47,37
213,2,2:08.0,D. Nowitzki enters the game for C. Villanueva,,47,37
214,2,2:00.0,Offensive foul by D. Powell (drawn by I. Canaan),,47,37
215,2,2:00.0,Turnover by D. Powell (offensive foul),,47,37
216,2,1:48.0,,Turnover by R. Covington (lost ball; steal by C. Parsons),47,37
217,2,1:40.0,C. Parsons misses 3-pt jump shot from 27 ft,,47,37
218,2,1:40.0,,Defensive rebound by Team,47,37
219,2,1:29.0,,T. McConnell makes 2-pt jump shot from 9 ft,47,39
220,2,1:20.0,,Offensive charge foul by D. Williams (drawn by J. Grant),47,39
221,2,1:20.0,Turnover by D. Williams (offensive foul),,47,39
222,2,1:20.0,Violation by Team (delay of game),,47,39
223,2,1:07.0,,Turnover by N. Noel (bad pass),47,39
224,2,0:58.0,Shooting block foul by J. Grant (drawn by D. Nowitzki),,47,39
225,2,0:58.0,D. Nowitzki makes free throw 1 of 2,,48,39
226,2,0:58.0,,H. Thompson enters the game for J. Grant,48,39
227,2,0:58.0,D. Nowitzki makes free throw 2 of 2,,49,39
228,2,0:37.0,,I. Canaan misses 3-pt jump shot from 28 ft,49,39
229,2,0:36.0,,Offensive rebound by T. McConnell,49,39
230,2,0:32.0,,R. Covington misses 3-pt jump shot from 29 ft,49,39
231,2,0:31.0,,Offensive rebound by N. Noel,49,39
232,2,0:29.0,,R. Covington makes 2-pt layup at rim,49,41
233,2,0:07.0,Turnover by D. Harris (lost ball; steal by T. McConnell),,49,41
234,2,0:01.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. McConnell),49,44
235,2,0:01.0,,Violation by Team (delay of game),49,44
236,2,0:00.0,D. Harris misses 3-pt jump shot from 85 ft,,49,44
237,2,0:00.0,Offensive rebound by Team,,49,44
238,3,11:44.0,D. Nowitzki misses 2-pt layup from 2 ft,,49,44
239,3,11:43.0,,Defensive rebound by J. Okafor,49,44
240,3,11:33.0,,N. Noel misses 2-pt hook shot from 8 ft,49,44
241,3,11:30.0,Defensive rebound by Z. Pachulia,,49,44
242,3,11:17.0,C. Parsons misses 3-pt jump shot from 25 ft,,49,44
243,3,11:15.0,,Defensive rebound by J. Okafor,49,44
244,3,10:50.0,,J. Grant misses 2-pt jump shot from 15 ft,49,44
245,3,10:49.0,Defensive rebound by C. Parsons,,49,44
246,3,10:45.0,Shooting block foul by N. Stauskas (drawn by W. Matthews),,49,44
247,3,10:45.0,W. Matthews makes free throw 1 of 2,,50,44
248,3,10:45.0,W. Matthews makes free throw 2 of 2,,51,44
249,3,10:25.0,,N. Noel misses 2-pt layup from 1 ft,51,44
250,3,10:24.0,Defensive rebound by C. Parsons,,51,44
251,3,10:19.0,W. Matthews misses 3-pt jump shot from 26 ft,,51,44
252,3,10:14.0,,Defensive rebound by N. Noel,51,44
253,3,10:03.0,,N. Noel misses 2-pt jump shot from 15 ft,51,44
254,3,10:01.0,Defensive rebound by C. Parsons,,51,44
255,3,9:47.0,D. Williams misses 2-pt jump shot from 17 ft,,51,44
256,3,9:45.0,,Defensive rebound by J. Okafor,51,44
257,3,9:20.0,,J. Grant misses 3-pt jump shot from 25 ft,51,44
258,3,9:18.0,Defensive rebound by C. Parsons,,51,44
259,3,9:08.0,Turnover by D. Nowitzki (bad pass),,51,44
260,3,9:08.0,R. Felton enters the game for C. Parsons,,51,44
261,3,8:49.0,,J. Grant makes 2-pt jump shot from 6 ft,51,46
262,3,8:28.0,Turnover by Z. Pachulia (bad pass; steal by N. Noel),,51,46
263,3,8:23.0,,N. Stauskas misses 3-pt jump shot from 24 ft,51,46
264,3,8:20.0,Defensive rebound by R. Felton,,51,46
265,3,8:15.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by R. Felton),,54,46
266,3,8:14.0,,Philadelphia full timeout,54,46
267,3,8:14.0,,H. Thompson enters the game for J. Grant,54,46
268,3,8:14.0,,R. Covington enters the game for N. Stauskas,54,46
269,3,7:57.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by J. Okafor),54,49
270,3,7:35.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),,57,49
271,3,7:29.0,,Personal block foul by W. Matthews (drawn by R. Covington),57,49
272,3,7:17.0,,N. Noel makes 2-pt hook shot from 1 ft (assist by R. Covington),57,51
273,3,7:05.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,57,51
274,3,7:04.0,,Defensive rebound by N. Noel,57,51
275,3,6:50.0,,J. Okafor misses 2-pt layup from 2 ft,57,51
276,3,6:47.0,Defensive rebound by D. Nowitzki,,57,51
277,3,6:41.0,Turnover by R. Felton (lost ball),,57,51
278,3,6:22.0,,J. Okafor misses 2-pt jump shot from 18 ft,57,51
279,3,6:21.0,,Offensive rebound by R. Covington,57,51
280,3,6:13.0,,T. McConnell makes 2-pt jump shot from 15 ft,57,53
281,3,6:00.0,Personal foul by H. Thompson (drawn by D. Nowitzki),,57,53
282,3,6:00.0,,J. Grant enters the game for J. Okafor,57,53
283,3,5:59.0,Turnover by W. Matthews (bad pass; steal by T. McConnell),,57,53
284,3,5:54.0,,Personal block foul by D. Williams (drawn by J. Grant),57,53
285,3,5:54.0,D. Powell enters the game for D. Nowitzki,,57,53
286,3,5:39.0,,N. Noel misses 2-pt layup from 2 ft,57,53
287,3,5:37.0,Defensive rebound by D. Williams,,57,53
288,3,5:35.0,Personal foul by T. McConnell (drawn by D. Williams),,57,53
289,3,5:21.0,D. Williams misses 3-pt jump shot from 25 ft,,57,53
290,3,5:19.0,Offensive rebound by W. Matthews,,57,53
291,3,5:17.0,W. Matthews misses 3-pt jump shot from 26 ft,,57,53
292,3,5:15.0,,Defensive rebound by N. Noel,57,53
293,3,4:59.0,,T. McConnell makes 2-pt jump shot from 17 ft,57,55
294,3,4:52.0,Dallas full timeout,,57,55
295,3,4:52.0,,J. Okafor enters the game for N. Noel,57,55
296,3,4:52.0,D. Harris enters the game for W. Matthews,,57,55
297,3,4:42.0,D. Powell misses 2-pt jump shot from 16 ft,,57,55
298,3,4:40.0,,Defensive rebound by R. Covington,57,55
299,3,4:32.0,,Turnover by R. Covington (bad pass),57,55
300,3,4:25.0,Shooting foul by J. Okafor (drawn by Z. Pachulia),,57,55
301,3,4:25.0,Z. Pachulia misses free throw 1 of 2,,57,55
302,3,4:25.0,Offensive rebound by Team,,57,55
303,3,4:25.0,,I. Canaan enters the game for T. McConnell,57,55
304,3,4:25.0,Z. Pachulia makes free throw 2 of 2,,58,55
305,3,4:12.0,,Turnover by H. Thompson (bad pass; steal by D. Harris),58,55
306,3,4:12.0,Clear path foul by R. Covington,,58,55
307,3,4:12.0,D. Harris makes clear path free throw 1 of 2,,59,55
308,3,4:12.0,D. Harris makes clear path free throw 2 of 2,,60,55
309,3,4:01.0,Turnover by R. Felton (traveling),,60,55
310,3,3:53.0,,Turnover by R. Covington (lost ball; steal by D. Harris),60,55
311,3,3:46.0,Turnover by D. Harris (bad pass; steal by J. Okafor),,60,55
312,3,3:39.0,,I. Canaan misses 3-pt jump shot from 26 ft,60,55
313,3,3:37.0,Defensive rebound by D. Powell,,60,55
314,3,3:30.0,Personal foul by R. Covington (drawn by D. Williams),,60,55
315,3,3:30.0,D. Williams makes free throw 1 of 2,,61,55
316,3,3:30.0,,J. Sampson enters the game for J. Grant,61,55
317,3,3:30.0,C. Villanueva enters the game for Z. Pachulia,,61,55
318,3,3:30.0,D. Williams makes free throw 2 of 2,,62,55
319,3,3:09.0,,J. Okafor misses 2-pt hook shot from 2 ft,62,55
320,3,3:09.0,Defensive rebound by Team,,62,55
321,3,2:57.0,D. Powell makes 2-pt jump shot from 1 ft (assist by D. Williams),,64,55
322,3,2:45.0,,Turnover by R. Covington (lost ball; steal by D. Harris),64,55
323,3,2:39.0,Turnover by R. Felton (bad pass; steal by R. Covington),,64,55
324,3,2:27.0,,R. Covington misses 3-pt jump shot from 23 ft,64,55
325,3,2:26.0,Defensive rebound by D. Powell,,64,55
326,3,2:12.0,Turnover by D. Williams (lost ball; steal by I. Canaan),,64,55
327,3,2:04.0,,Personal foul by D. Williams (drawn by J. Okafor),64,55
328,3,2:04.0,,T. McConnell enters the game for H. Thompson,64,55
329,3,2:04.0,J. Barea enters the game for D. Williams,,64,55
330,3,2:04.0,D. Nowitzki enters the game for C. Villanueva,,64,55
331,3,1:56.0,,R. Covington misses 2-pt jump shot from 3 ft,64,55
332,3,1:56.0,,Offensive rebound by J. Okafor,64,55
333,3,1:56.0,,J. Okafor misses 2-pt jump shot from 1 ft,64,55
334,3,1:55.0,,Offensive rebound by J. Okafor,64,55
335,3,1:53.0,J. Anderson enters the game for R. Felton,,64,55
336,3,1:53.0,,Shooting foul by D. Harris (drawn by J. Okafor),64,55
337,3,1:53.0,,J. Okafor makes 2-pt layup from 2 ft,64,57
338,3,1:53.0,,J. Okafor makes free throw 1 of 1,64,58
339,3,1:34.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,64,58
340,3,1:33.0,,Defensive rebound by J. Okafor,64,58
341,3,1:21.0,,I. Canaan makes 3-pt jump shot from 27 ft (assist by T. McConnell),64,61
342,3,0:57.0,J. Barea makes 2-pt jump shot from 11 ft,,66,61
343,3,0:49.0,,J. Okafor makes 2-pt layup from 1 ft,66,63
344,3,0:38.0,Personal block foul by R. Covington,,66,63
345,3,0:38.0,J. Barea makes free throw 1 of 2,,67,63
346,3,0:38.0,,H. Thompson enters the game for J. Sampson,67,63
347,3,0:38.0,Z. Pachulia enters the game for D. Powell,,67,63
348,3,0:38.0,J. Barea makes free throw 2 of 2,,68,63
349,3,0:29.0,,I. Canaan misses 3-pt jump shot from 25 ft,68,63
350,3,0:28.0,Defensive rebound by D. Nowitzki,,68,63
351,3,0:07.0,D. Harris misses 2-pt jump shot from 17 ft,,68,63
352,3,0:05.0,,Defensive rebound by J. Okafor,68,63
353,3,0:00.0,,R. Covington makes 2-pt jump shot from 17 ft (assist by T. McConnell),68,65
354,4,11:48.0,,Offensive foul by J. Okafor (drawn by Z. Pachulia),68,65
355,4,11:48.0,,Turnover by J. Okafor (offensive foul),68,65
356,4,11:34.0,Offensive foul by Z. Pachulia (drawn by I. Canaan),,68,65
357,4,11:34.0,Turnover by Z. Pachulia (offensive foul),,68,65
358,4,11:10.0,,T. McConnell misses 2-pt layup from 3 ft,68,65
359,4,11:08.0,Defensive rebound by J. Barea,,68,65
360,4,10:55.0,J. Barea makes 3-pt jump shot from 25 ft,,71,65
361,4,10:32.0,,J. Okafor makes 2-pt layup from 1 ft,71,67
362,4,10:21.0,J. Barea misses 2-pt jump shot from 7 ft (block by J. Okafor),,71,67
363,4,10:18.0,,Defensive rebound by T. McConnell,71,67
364,4,10:14.0,,T. McConnell makes 3-pt jump shot from 25 ft,71,70
365,4,10:12.0,Dallas full timeout,,71,70
366,4,10:12.0,,J. Grant enters the game for J. Sampson,71,70
367,4,10:12.0,,R. Covington enters the game for T. McConnell,71,70
368,4,10:00.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Harris),,74,70
369,4,9:39.0,,I. Canaan misses 3-pt jump shot from 23 ft,74,70
370,4,9:37.0,Defensive rebound by Z. Pachulia,,74,70
371,4,9:30.0,J. Barea misses 3-pt jump shot from 24 ft,,74,70
372,4,9:28.0,,Defensive rebound by J. Okafor,74,70
373,4,9:11.0,,J. Okafor makes 2-pt layup from 1 ft,74,72
374,4,8:59.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,74,72
375,4,8:58.0,,Defensive rebound by J. Grant,74,72
376,4,8:48.0,,I. Canaan misses 3-pt jump shot from 26 ft,74,72
377,4,8:47.0,,Offensive rebound by Team,74,72
378,4,8:47.0,Loose ball foul by D. Harris (drawn by R. Covington),,74,72
379,4,8:47.0,D. Powell enters the game for D. Nowitzki,,74,72
380,4,8:40.0,,Shooting foul by W. Matthews (drawn by R. Covington),74,72
381,4,8:40.0,,R. Covington makes free throw 1 of 2,74,73
382,4,8:40.0,D. Williams enters the game for W. Matthews,,74,73
383,4,8:40.0,,R. Covington makes free throw 2 of 2,74,74
384,4,8:36.0,Personal foul by R. Covington (drawn by D. Harris),,74,74
385,4,8:28.0,Shooting foul by J. Okafor (drawn by D. Harris),,74,74
386,4,8:28.0,D. Harris makes free throw 1 of 2,,75,74
387,4,8:28.0,,H. Thompson enters the game for J. Okafor,75,74
388,4,8:28.0,D. Harris misses free throw 2 of 2,,75,74
