,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MILWAUKEE_ACTION,SAN ANTONIO_SCORE,MILWAUKEE_SCORE
71,1,2:17.0,,J. Henson makes 2-pt hook shot from 10 ft (assist by J. Parker),22,26
72,1,2:08.0,Turnover by L. Aldridge (bad pass),,22,26
73,1,2:08.0,B. Diaw enters the game for L. Aldridge,,22,26
74,1,1:53.0,,Turnover by O. Mayo (bad pass; steal by K. Leonard),22,26
75,1,1:39.0,D. West misses 2-pt jump shot from 5 ft,,22,26
76,1,1:38.0,,Defensive rebound by M. Carter-Williams,22,26
77,1,1:28.0,,J. Henson makes 2-pt dunk at rim (assist by M. Carter-Williams),22,28
78,1,1:00.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by R. McCallum),,25,28
79,1,0:51.0,,O. Mayo misses 2-pt jump shot from 18 ft,25,28
80,1,0:49.0,Defensive rebound by B. Diaw,,25,28
81,1,0:33.0,M. Ginóbili misses 2-pt layup at rim (block by M. Carter-Williams),,25,28
82,1,0:33.0,Offensive rebound by Team,,25,28
83,1,0:33.0,,J. Bayless enters the game for J. Parker,25,28
84,1,0:33.0,,G. Antetokounmpo enters the game for M. Carter-Williams,25,28
85,1,0:30.0,D. West makes 2-pt hook shot from 8 ft (assist by R. McCallum),,27,28
86,1,0:12.0,,K. Middleton makes 2-pt jump shot from 10 ft (assist by J. Henson),27,30
87,1,0:01.0,K. Leonard makes 2-pt jump shot from 19 ft,,29,30
88,2,11:44.0,D. West misses 2-pt jump shot from 3 ft (block by G. Antetokounmpo),,29,30
89,2,11:40.0,,Defensive rebound by G. Antetokounmpo,29,30
90,2,11:23.0,,J. Bayless misses 2-pt layup from 2 ft,29,30
91,2,11:21.0,,Offensive rebound by G. Antetokounmpo,29,30
92,2,11:21.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,29,30
93,2,11:20.0,Defensive rebound by K. Anderson,,29,30
94,2,11:13.0,R. McCallum makes 2-pt jump shot from 13 ft (assist by K. Anderson),,31,30
95,2,10:54.0,,J. Henson makes 2-pt jump shot from 14 ft (assist by R. Vaughn),31,32
96,2,10:54.0,,Shooting foul by K. Anderson (drawn by J. Henson),31,32
97,2,10:54.0,,J. Henson misses free throw 1 of 1,31,32
98,2,10:53.0,Defensive rebound by D. West,,31,32
99,2,10:35.0,M. Ginóbili misses 2-pt jump shot from 5 ft,,31,32
100,2,10:34.0,Offensive rebound by M. Ginóbili,,31,32
101,2,10:32.0,M. Ginóbili misses 2-pt layup at rim,,31,32
102,2,10:30.0,,Defensive rebound by G. Antetokounmpo,31,32
103,2,10:18.0,,R. Vaughn misses 2-pt jump shot from 7 ft (block by D. West),31,32
104,2,10:16.0,,Offensive rebound by J. Bayless,31,32
105,2,10:06.0,,J. Bayless makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),31,35
106,2,9:52.0,Shooting foul by J. Henson (drawn by B. Diaw),,31,35
107,2,9:52.0,B. Diaw makes free throw 1 of 2,,32,35
108,2,9:52.0,B. Diaw makes free throw 2 of 2,,33,35
109,2,9:36.0,,J. Henson misses 2-pt hook shot from 5 ft,33,35
110,2,9:34.0,Defensive rebound by R. McCallum,,33,35
111,2,9:24.0,D. West misses 2-pt jump shot from 12 ft,,33,35
112,2,9:23.0,,Defensive rebound by J. Henson,33,35
113,2,9:03.0,,R. Vaughn makes 2-pt jump shot from 8 ft (assist by G. Antetokounmpo),33,37
114,2,9:03.0,San Antonio full timeout,,33,37
115,2,9:03.0,J. Simmons enters the game for K. Anderson,,33,37
116,2,8:50.0,B. Diaw misses 2-pt layup at rim,,33,37
117,2,8:48.0,Offensive rebound by B. Diaw,,33,37
118,2,8:48.0,B. Diaw makes 2-pt layup from 2 ft,,35,37
119,2,8:32.0,,Turnover by R. Vaughn (bad pass; steal by M. Ginóbili),35,37
120,2,8:25.0,D. West misses 2-pt jump shot from 19 ft,,35,37
121,2,8:23.0,Offensive rebound by Team,,35,37
122,2,8:17.0,M. Ginóbili makes 2-pt jump shot from 19 ft,,37,37
123,2,8:02.0,,Turnover by J. Bayless (bad pass; steal by D. West),37,37
124,2,7:58.0,J. Simmons misses 2-pt layup from 1 ft (block by J. Henson),,37,37
125,2,7:58.0,,Defensive rebound by Team,37,37
126,2,7:58.0,L. Aldridge enters the game for D. West,,37,37
127,2,7:45.0,,J. Bayless misses 2-pt jump shot from 9 ft,37,37
128,2,7:44.0,Defensive rebound by M. Ginóbili,,37,37
129,2,7:39.0,Personal foul by G. Antetokounmpo (drawn by B. Diaw),,37,37
130,2,7:39.0,,G. Monroe enters the game for J. Henson,37,37
131,2,7:29.0,R. McCallum misses 3-pt jump shot from 24 ft (block by J. Bayless),,37,37
132,2,7:26.0,,Defensive rebound by G. Monroe,37,37
133,2,7:14.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,37,37
134,2,7:13.0,Defensive rebound by J. Simmons,,37,37
135,2,6:54.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by R. McCallum),,40,37
136,2,6:32.0,,J. Bayless misses 3-pt jump shot from 27 ft,40,37
137,2,6:31.0,Defensive rebound by J. Simmons,,40,37
138,2,6:19.0,L. Aldridge misses 2-pt jump shot from 14 ft,,40,37
139,2,6:17.0,,Defensive rebound by G. Monroe,40,37
140,2,6:11.0,,Turnover by O. Mayo (bad pass; steal by M. Ginóbili),40,37
141,2,6:09.0,Shooting foul by J. Bayless (drawn by J. Simmons),,40,37
142,2,6:09.0,J. Simmons misses free throw 1 of 2,,40,37
143,2,6:09.0,Offensive rebound by Team,,40,37
144,2,6:09.0,K. Leonard enters the game for M. Ginóbili,,40,37
145,2,6:09.0,,Milwaukee full timeout,40,37
146,2,6:09.0,T. Duncan enters the game for B. Diaw,,40,37
147,2,6:09.0,P. Mills enters the game for R. McCallum,,40,37
148,2,6:09.0,,J. Parker enters the game for G. Antetokounmpo,40,37
149,2,6:09.0,J. Simmons makes free throw 2 of 2,,41,37
150,2,5:55.0,,Turnover by G. Monroe (lost ball; steal by T. Duncan),41,37
151,2,5:51.0,Shooting foul by R. Vaughn (drawn by J. Simmons),,41,37
152,2,5:51.0,J. Simmons makes free throw 1 of 2,,42,37
153,2,5:51.0,J. Simmons makes free throw 2 of 2,,43,37
154,2,5:39.0,,O. Mayo misses 2-pt jump shot from 9 ft,43,37
155,2,5:37.0,Defensive rebound by K. Leonard,,43,37
156,2,5:28.0,L. Aldridge misses 2-pt layup from 1 ft (block by J. Parker),,43,37
157,2,5:28.0,Offensive rebound by Team,,43,37
158,2,5:28.0,,K. Middleton enters the game for R. Vaughn,43,37
159,2,5:18.0,Turnover by K. Leonard (lost ball),,43,37
160,2,5:16.0,,Shooting foul by P. Mills (drawn by J. Bayless),43,37
161,2,5:16.0,,Milwaukee full timeout,43,37
162,2,5:16.0,,J. O'Bryant enters the game for J. Bayless,43,37
163,2,5:16.0,,J. O'Bryant makes free throw 1 of 2,43,38
164,2,5:16.0,,J. O'Bryant misses free throw 2 of 2,43,38
165,2,5:15.0,Defensive rebound by J. Simmons,,43,38
166,2,4:53.0,J. Simmons makes 2-pt jump shot from 15 ft (assist by P. Mills),,45,38
167,2,4:34.0,,G. Monroe misses 2-pt jump shot from 4 ft,45,38
168,2,4:32.0,Defensive rebound by L. Aldridge,,45,38
169,2,4:22.0,J. Simmons makes 2-pt dunk from 1 ft (assist by T. Duncan),,47,38
170,2,3:53.0,,K. Middleton misses 3-pt jump shot from 26 ft,47,38
171,2,3:52.0,Defensive rebound by T. Duncan,,47,38
172,2,3:40.0,L. Aldridge makes 2-pt jump shot from 12 ft (assist by P. Mills),,49,38
173,2,3:40.0,Shooting foul by J. O'Bryant (drawn by L. Aldridge),,49,38
174,2,3:40.0,,M. Carter-Williams enters the game for J. O'Bryant,49,38
175,2,3:40.0,,G. Antetokounmpo enters the game for O. Mayo,49,38
176,2,3:40.0,L. Aldridge makes free throw 1 of 1,,50,38
177,2,3:30.0,,Shooting foul by P. Mills (drawn by J. Parker),50,38
178,2,3:30.0,,J. Parker makes free throw 1 of 2,50,39
179,2,3:30.0,,J. Parker makes free throw 2 of 2,50,40
180,2,3:15.0,Turnover by J. Simmons (bad pass; steal by G. Antetokounmpo),,50,40
181,2,3:05.0,,Turnover by G. Antetokounmpo (lost ball; steal by T. Duncan),50,40
182,2,3:00.0,J. Simmons makes 2-pt dunk at rim (assist by P. Mills),,52,40
183,2,2:44.0,,Shooting foul by T. Duncan (drawn by G. Monroe),52,40
184,2,2:44.0,Official timeout,,52,40
185,2,2:44.0,M. Ginóbili enters the game for J. Simmons,,52,40
186,2,2:44.0,J. Simmons enters the game for P. Mills,,52,40
187,2,2:44.0,,G. Monroe misses free throw 1 of 2,52,40
188,2,2:44.0,,Offensive rebound by Team,52,40
189,2,2:44.0,,G. Monroe misses free throw 2 of 2,52,40
190,2,2:43.0,Defensive rebound by K. Leonard,,52,40
191,2,2:28.0,Offensive foul by T. Duncan (drawn by K. Middleton),,52,40
192,2,2:28.0,Turnover by T. Duncan (offensive foul),,52,40
193,2,2:15.0,,J. Parker makes 2-pt jump shot from 14 ft,52,42
194,2,1:57.0,Turnover by M. Ginóbili (bad pass; steal by M. Carter-Williams),,52,42
195,2,1:47.0,,K. Middleton misses 2-pt hook shot from 6 ft,52,42
196,2,1:46.0,,Offensive rebound by G. Monroe,52,42
197,2,1:46.0,,G. Monroe makes 2-pt layup at rim,52,44
198,2,1:23.0,Shooting foul by K. Middleton (drawn by L. Aldridge),,52,44
199,2,1:23.0,L. Aldridge makes free throw 1 of 2,,53,44
200,2,1:23.0,L. Aldridge misses free throw 2 of 2,,53,44
201,2,1:22.0,,Defensive rebound by J. Parker,53,44
202,2,1:11.0,,M. Carter-Williams makes 2-pt jump shot from 5 ft,53,46
203,2,0:58.0,M. Ginóbili misses 2-pt layup from 1 ft (block by G. Monroe),,53,46
204,2,0:57.0,Offensive rebound by L. Aldridge,,53,46
205,2,0:57.0,L. Aldridge makes 2-pt layup from 1 ft,,55,46
206,2,0:45.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,55,46
207,2,0:43.0,Defensive rebound by T. Duncan,,55,46
208,2,0:38.0,J. Simmons makes 2-pt layup from 1 ft,,57,46
209,2,0:38.0,Shooting foul by G. Antetokounmpo (drawn by J. Simmons),,57,46
210,2,0:38.0,J. Simmons makes free throw 1 of 1,,58,46
211,2,0:30.0,,Shooting foul by J. Simmons (drawn by K. Middleton),58,46
212,2,0:30.0,,K. Middleton makes free throw 1 of 3,58,47
213,2,0:30.0,,K. Middleton makes free throw 2 of 3,58,48
214,2,0:30.0,,K. Middleton makes free throw 3 of 3,58,49
215,2,0:10.0,T. Duncan makes 2-pt jump shot from 3 ft (assist by M. Ginóbili),,60,49
216,2,0:02.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,60,49
217,2,0:01.0,,Offensive rebound by J. Parker,60,49
218,2,0:01.0,,J. Parker misses 2-pt layup from 1 ft,60,49
219,2,0:00.0,,Offensive rebound by Team,60,49
220,3,11:44.0,L. Aldridge misses 2-pt jump shot from 14 ft,,60,49
221,3,11:43.0,,Defensive rebound by M. Carter-Williams,60,49
222,3,11:29.0,,K. Middleton misses 2-pt jump shot from 8 ft (block by D. Green),60,49
223,3,11:27.0,,Offensive rebound by K. Middleton,60,49
224,3,11:23.0,,G. Monroe makes 2-pt layup from 1 ft,60,51
225,3,11:02.0,T. Duncan misses 2-pt jump shot from 16 ft,,60,51
226,3,11:00.0,,Defensive rebound by M. Carter-Williams,60,51
227,3,10:53.0,,G. Monroe misses 2-pt layup at rim (block by T. Duncan),60,51
228,3,10:53.0,Defensive rebound by Team,,60,51
229,3,10:42.0,Personal foul by K. Middleton (drawn by K. Leonard),,60,51
230,3,10:37.0,P. Mills misses 2-pt jump shot from 18 ft,,60,51
231,3,10:36.0,Offensive rebound by T. Duncan,,60,51
232,3,10:35.0,T. Duncan makes 2-pt layup from 3 ft,,62,51
233,3,10:17.0,,J. Parker misses 2-pt layup from 2 ft,62,51
234,3,10:16.0,,Offensive rebound by G. Antetokounmpo,62,51
235,3,10:16.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,62,53
236,3,10:01.0,K. Leonard makes 2-pt dunk at rim (assist by T. Duncan),,64,53
237,3,9:43.0,,M. Carter-Williams makes 2-pt jump shot from 9 ft,64,55
238,3,9:39.0,Offensive foul by K. Leonard (drawn by M. Carter-Williams),,64,55
239,3,9:39.0,Turnover by K. Leonard (offensive foul),,64,55
240,3,9:30.0,,J. Parker misses 2-pt jump shot from 18 ft,64,55
241,3,9:29.0,Defensive rebound by T. Duncan,,64,55
242,3,9:17.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Green),,67,55
243,3,8:54.0,,J. Parker misses 2-pt jump shot from 12 ft,67,55
244,3,8:53.0,,Offensive rebound by G. Monroe,67,55
245,3,8:52.0,,G. Monroe makes 2-pt layup from 1 ft,67,57
246,3,8:52.0,,Shooting foul by T. Duncan (drawn by G. Monroe),67,57
247,3,8:52.0,,G. Monroe makes free throw 1 of 1,67,58
248,3,8:30.0,T. Duncan misses 2-pt layup from 1 ft,,67,58
249,3,8:27.0,Offensive rebound by L. Aldridge,,67,58
250,3,8:27.0,L. Aldridge makes 2-pt layup from 1 ft,,69,58
251,3,8:16.0,,J. Parker misses 2-pt layup at rim (block by L. Aldridge),69,58
252,3,8:13.0,Defensive rebound by T. Duncan,,69,58
253,3,8:13.0,Personal foul by M. Carter-Williams (drawn by K. Leonard),,69,58
254,3,8:05.0,K. Leonard makes 2-pt jump shot from 15 ft,,71,58
255,3,7:49.0,,M. Carter-Williams misses 2-pt jump shot from 10 ft,71,58
256,3,7:48.0,Defensive rebound by L. Aldridge,,71,58
257,3,7:44.0,Personal foul by M. Carter-Williams (drawn by P. Mills),,71,58
258,3,7:38.0,D. Green misses 3-pt jump shot from 25 ft,,71,58
259,3,7:37.0,,Defensive rebound by G. Monroe,71,58
260,3,7:23.0,,G. Monroe misses 2-pt jump shot from 7 ft (block by K. Leonard),71,58
261,3,7:23.0,,Offensive rebound by Team,71,58
262,3,7:17.0,,M. Carter-Williams misses 2-pt jump shot from 7 ft,71,58
263,3,7:16.0,,Offensive rebound by J. Parker,71,58
264,3,7:16.0,,J. Parker misses 2-pt layup from 1 ft,71,58
265,3,7:14.0,,Offensive rebound by J. Parker,71,58
266,3,7:13.0,,Turnover by Team (shot clock),71,58
267,3,7:13.0,San Antonio full timeout,,71,58
268,3,6:53.0,K. Leonard makes 3-pt jump shot from 25 ft,,74,58
269,3,6:42.0,R. McCallum enters the game for P. Mills,,74,58
270,3,6:35.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),74,60
271,3,6:10.0,T. Duncan misses 2-pt jump shot from 18 ft,,74,60
272,3,6:09.0,,Defensive rebound by J. Parker,74,60
273,3,6:01.0,,M. Carter-Williams makes 2-pt layup from 1 ft (assist by J. Parker),74,62
274,3,5:50.0,L. Aldridge misses 2-pt jump shot from 19 ft,,74,62
275,3,5:50.0,,Defensive rebound by M. Carter-Williams,74,62
276,3,5:44.0,,Shooting foul by L. Aldridge (drawn by G. Monroe),74,62
277,3,5:44.0,,G. Monroe makes free throw 1 of 2,74,63
278,3,5:44.0,,O. Mayo enters the game for G. Antetokounmpo,74,63
279,3,5:44.0,M. Ginóbili enters the game for T. Duncan,,74,63
280,3,5:44.0,B. Diaw enters the game for D. Green,,74,63
281,3,5:44.0,,G. Monroe misses free throw 2 of 2,74,63
282,3,5:43.0,Defensive rebound by B. Diaw,,74,63
283,3,5:28.0,K. Leonard misses 3-pt jump shot from 23 ft,,74,63
284,3,5:26.0,,Defensive rebound by G. Monroe,74,63
285,3,5:13.0,,K. Middleton misses 3-pt jump shot from 26 ft,74,63
286,3,5:12.0,Defensive rebound by L. Aldridge,,74,63
287,3,5:04.0,B. Diaw makes 2-pt layup from 1 ft (assist by M. Ginóbili),,76,63
288,3,4:51.0,,Shooting foul by M. Ginóbili (drawn by G. Monroe),76,63
289,3,4:51.0,,G. Monroe makes free throw 1 of 2,76,64
290,3,4:51.0,,G. Monroe makes free throw 2 of 2,76,65
291,3,4:35.0,B. Diaw makes 2-pt layup from 1 ft (assist by L. Aldridge),,78,65
292,3,4:27.0,,Milwaukee full timeout,78,65
293,3,4:27.0,,J. Henson enters the game for G. Monroe,78,65
294,3,4:27.0,P. Mills enters the game for R. McCallum,,78,65
295,3,4:12.0,,M. Carter-Williams makes 2-pt dunk at rim (assist by O. Mayo),78,67
296,3,3:53.0,L. Aldridge misses 2-pt hook shot from 9 ft,,78,67
297,3,3:52.0,,Defensive rebound by J. Henson,78,67
298,3,3:43.0,,Turnover by K. Middleton (bad pass),78,67
299,3,3:26.0,P. Mills makes 3-pt jump shot from 27 ft (assist by M. Ginóbili),,81,67
300,3,3:09.0,,K. Middleton makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),81,69
301,3,2:47.0,L. Aldridge misses 2-pt jump shot from 18 ft,,81,69
302,3,2:46.0,,Defensive rebound by J. Henson,81,69
303,3,2:37.0,,Turnover by K. Middleton (lost ball; steal by K. Leonard),81,69
304,3,2:35.0,K. Leonard makes 2-pt layup at rim (assist by M. Ginóbili),,83,69
305,3,2:35.0,Shooting foul by M. Carter-Williams (drawn by K. Leonard),,83,69
306,3,2:35.0,,R. Vaughn enters the game for J. Parker,83,69
307,3,2:35.0,,G. Antetokounmpo enters the game for M. Carter-Williams,83,69
308,3,2:35.0,K. Leonard makes free throw 1 of 1,,84,69
309,3,2:17.0,,O. Mayo misses 2-pt jump shot from 17 ft,84,69
310,3,2:15.0,Defensive rebound by P. Mills,,84,69
311,3,2:01.0,P. Mills makes 3-pt jump shot from 22 ft (assist by M. Ginóbili),,87,69
312,3,1:59.0,,Milwaukee full timeout,87,69
313,3,1:59.0,J. Simmons enters the game for K. Leonard,,87,69
314,3,1:47.0,,K. Middleton makes 2-pt jump shot from 17 ft,87,71
315,3,1:36.0,Personal foul by J. Henson (drawn by P. Mills),,87,71
316,3,1:36.0,P. Mills makes free throw 1 of 2,,88,71
317,3,1:36.0,P. Mills misses free throw 2 of 2,,88,71
318,3,1:34.0,,Defensive rebound by J. Henson,88,71
319,3,1:22.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),88,73
320,3,0:58.0,P. Mills misses 3-pt jump shot from 24 ft,,88,73
321,3,0:57.0,,Defensive rebound by R. Vaughn,88,73
322,3,0:44.0,,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),88,75
323,3,0:30.0,M. Ginóbili misses 2-pt jump shot from 5 ft,,88,75
324,3,0:29.0,Offensive rebound by L. Aldridge,,88,75
325,3,0:27.0,Shooting foul by J. Henson (drawn by L. Aldridge),,88,75
326,3,0:27.0,L. Aldridge makes free throw 1 of 2,,89,75
327,3,0:27.0,L. Aldridge makes free throw 2 of 2,,90,75
328,3,0:06.0,,K. Middleton misses 2-pt jump shot from 11 ft,90,75
329,3,0:05.0,Defensive rebound by M. Ginóbili,,90,75
330,3,0:00.0,B. Diaw misses 3-pt jump shot from 29 ft,,90,75
331,3,0:00.0,Offensive rebound by Team,,90,75
332,4,11:50.0,,Turnover by J. Henson (back court),90,75
333,4,11:40.0,B. Diaw makes 2-pt hook shot from 5 ft,,92,75
334,4,11:23.0,,Personal foul by J. Simmons (drawn by M. Carter-Williams),92,75
335,4,11:22.0,,Personal foul by T. Duncan (drawn by J. Henson),92,75
336,4,11:17.0,,Turnover by R. Vaughn (bad pass; steal by B. Diaw),92,75
337,4,11:08.0,T. Duncan makes 2-pt layup from 1 ft (assist by B. Diaw),,94,75
338,4,10:49.0,,M. Carter-Williams misses 2-pt jump shot from 13 ft,94,75
339,4,10:47.0,Defensive rebound by T. Duncan,,94,75
340,4,10:45.0,Shooting foul by O. Mayo (drawn by J. Simmons),,94,75
341,4,10:45.0,J. Simmons makes free throw 1 of 2,,95,75
342,4,10:45.0,,J. Parker enters the game for J. Henson,95,75
343,4,10:45.0,,G. Monroe enters the game for R. Vaughn,95,75
344,4,10:45.0,J. Simmons makes free throw 2 of 2,,96,75
345,4,10:36.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Carter-Williams),96,77
346,4,10:36.0,,Shooting foul by B. Diaw (drawn by G. Monroe),96,77
347,4,10:36.0,,G. Monroe makes free throw 1 of 1,96,78
348,4,10:21.0,J. Simmons makes 2-pt dunk at rim (assist by M. Ginóbili),,98,78
349,4,10:00.0,,O. Mayo misses 2-pt jump shot from 13 ft,98,78
350,4,9:58.0,,Offensive rebound by J. Parker,98,78
351,4,9:57.0,,J. Parker makes 2-pt layup at rim,98,80
352,4,9:43.0,Turnover by M. Ginóbili (bad pass; steal by G. Monroe),,98,80
353,4,9:34.0,,J. Parker misses 2-pt jump shot from 11 ft,98,80
354,4,9:33.0,Defensive rebound by M. Ginóbili,,98,80
355,4,9:24.0,Turnover by B. Diaw (bad pass; steal by O. Mayo),,98,80
356,4,9:20.0,,Shooting foul by P. Mills (drawn by M. Carter-Williams),98,80
357,4,9:20.0,,M. Carter-Williams makes free throw 1 of 2,98,81
358,4,9:20.0,,K. Middleton enters the game for G. Antetokounmpo,98,81
359,4,9:20.0,,M. Carter-Williams misses free throw 2 of 2,98,81
360,4,9:19.0,Defensive rebound by B. Diaw,,98,81
361,4,8:57.0,B. Diaw makes 2-pt jump shot from 7 ft (assist by T. Duncan),,100,81
362,4,8:41.0,,Shooting foul by B. Diaw (drawn by M. Carter-Williams),100,81
363,4,8:41.0,Official timeout,,100,81
364,4,8:41.0,K. Leonard enters the game for M. Ginóbili,,100,81
365,4,8:41.0,,M. Carter-Williams misses free throw 1 of 2,100,81
366,4,8:41.0,,Offensive rebound by Team,100,81
367,4,8:41.0,,M. Carter-Williams makes free throw 2 of 2,100,82
368,4,8:22.0,Turnover by K. Leonard (bad pass; steal by G. Monroe),,100,82
369,4,8:13.0,,K. Middleton misses 3-pt jump shot from 26 ft,100,82
370,4,8:12.0,Defensive rebound by T. Duncan,,100,82
371,4,7:57.0,B. Diaw makes 2-pt layup from 1 ft,,102,82
372,4,7:40.0,,Turnover by G. Monroe (lost ball),102,82
373,4,7:23.0,T. Duncan makes 2-pt layup from 1 ft (assist by B. Diaw),,104,82
374,4,7:23.0,Shooting foul by G. Monroe (drawn by T. Duncan),,104,82
375,4,7:23.0,D. West enters the game for B. Diaw,,104,82
376,4,7:23.0,T. Duncan misses free throw 1 of 1,,104,82
