,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,TORONTO_ACTION,LA LAKERS_SCORE,TORONTO_SCORE
391,4,2:56.0,LA Lakers full timeout,,85,94
392,4,2:56.0,,Toronto full timeout,85,94
393,4,2:49.0,J. Clarkson misses 2-pt jump shot from 19 ft,,85,94
394,4,2:48.0,,Defensive rebound by T. Ross,85,94
395,4,2:33.0,,K. Lowry makes 2-pt jump shot from 17 ft,85,96
396,4,2:21.0,L. Williams misses 2-pt jump shot from 2 ft,,85,96
397,4,2:21.0,,Defensive rebound by D. DeRozan,85,96
398,4,2:02.0,,D. DeRozan makes 2-pt jump shot from 13 ft,85,98
399,4,1:49.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by K. Bryant),,88,98
400,4,1:26.0,,K. Lowry misses 2-pt jump shot from 6 ft,88,98
401,4,1:25.0,,Offensive rebound by B. Biyombo,88,98
402,4,1:24.0,,Shooting foul by L. Nance (drawn by B. Biyombo),88,98
403,4,1:24.0,,B. Biyombo misses free throw 1 of 2,88,98
404,4,1:24.0,,Offensive rebound by Team,88,98
405,4,1:24.0,,B. Biyombo makes free throw 2 of 2,88,99
406,4,1:05.0,J. Clarkson misses 2-pt jump shot from 7 ft (block by B. Biyombo),,88,99
407,4,1:04.0,Offensive rebound by J. Clarkson,,88,99
408,4,1:01.0,L. Williams makes 3-pt jump shot from 22 ft (assist by J. Clarkson),,91,99
409,4,0:43.0,,Shooting foul by L. Williams (drawn by C. Joseph),91,99
410,4,0:43.0,,C. Joseph makes free throw 1 of 2,91,100
411,4,0:43.0,,C. Joseph makes free throw 2 of 2,91,101
412,4,0:43.0,LA Lakers full timeout,,91,101
413,4,0:39.0,Shooting foul by B. Biyombo (drawn by K. Bryant),,91,101
414,4,0:39.0,K. Bryant makes free throw 1 of 2,,92,101
415,4,0:39.0,K. Bryant makes free throw 2 of 2,,93,101
416,4,0:25.0,,Personal foul by K. Bryant (drawn by C. Joseph),93,101
417,4,0:25.0,,C. Joseph misses free throw 1 of 2,93,101
418,4,0:25.0,,Offensive rebound by Team,93,101
419,4,0:25.0,D. Russell enters the game for K. Bryant,,93,101
420,4,0:25.0,,N. Powell enters the game for K. Lowry,93,101
421,4,0:25.0,,C. Joseph makes free throw 2 of 2,93,102
422,4,0:12.0,D. Russell misses 3-pt jump shot from 25 ft,,93,102
423,4,0:12.0,,Defensive rebound by T. Ross,93,102
