,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
383,4,2:00.0,,Shooting foul by E. Moore (drawn by R. Rubio),105,102
384,4,2:00.0,,R. Rubio makes free throw 1 of 2,105,103
385,4,2:00.0,,R. Rubio makes free throw 2 of 2,105,104
386,4,1:40.0,P. Gasol misses 2-pt jump shot from 6 ft,,105,104
387,4,1:39.0,,Defensive rebound by G. Dieng,105,104
388,4,1:24.0,,A. Wiggins makes 2-pt jump shot from 8 ft,105,106
389,4,1:24.0,Chicago full timeout,,105,106
390,4,1:11.0,E. Moore misses 3-pt jump shot from 24 ft,,105,106
391,4,1:09.0,,Defensive rebound by K. Towns,105,106
392,4,0:49.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by G. Dieng),105,108
393,4,0:49.0,Chicago full timeout,,105,108
394,4,0:42.0,P. Gasol misses 3-pt jump shot from 24 ft,,105,108
395,4,0:41.0,,Defensive rebound by R. Rubio,105,108
396,4,0:20.0,,A. Wiggins makes 2-pt jump shot from 17 ft (assist by R. Rubio),105,110
397,4,0:20.0,Chicago full timeout,,105,110
398,4,0:13.0,P. Gasol misses 3-pt jump shot from 25 ft,,105,110
399,4,0:11.0,,Defensive rebound by R. Rubio,105,110
400,4,0:08.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),105,112
401,4,0:01.0,D. Rose misses 3-pt jump shot from 24 ft,,105,112
402,4,0:00.0,,Defensive rebound by G. Dieng,105,112
