,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MEMPHIS_ACTION,MILWAUKEE_SCORE,MEMPHIS_SCORE
69,1,3:15.0,,M. Chalmers makes free throw 2 of 2,16,18
70,1,2:55.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,16,18
71,1,2:54.0,Offensive rebound by K. Middleton,,16,18
72,1,2:52.0,K. Middleton misses 3-pt jump shot from 24 ft,,16,18
73,1,2:51.0,,Defensive rebound by J. Green,16,18
74,1,2:43.0,,J. Green misses 2-pt jump shot from 3 ft,16,18
75,1,2:40.0,Defensive rebound by M. Carter-Williams,,16,18
76,1,2:40.0,Personal foul by J. Green (drawn by M. Carter-Williams),,16,18
77,1,2:40.0,Milwaukee full timeout,,16,18
78,1,2:38.0,Personal foul by C. Lee (drawn by M. Carter-Williams),,16,18
79,1,2:38.0,M. Carter-Williams makes free throw 1 of 2,,17,18
80,1,2:38.0,M. Carter-Williams makes free throw 2 of 2,,18,18
81,1,2:20.0,,J. Green makes 2-pt layup from 2 ft,18,20
82,1,1:58.0,M. Plumlee misses 2-pt hook shot from 4 ft,,18,20
83,1,1:55.0,,Defensive rebound by M. Barnes,18,20
84,1,1:39.0,,R. Hollins misses 2-pt layup from 1 ft (block by J. Bayless),18,20
85,1,1:39.0,Defensive rebound by Team,,18,20
86,1,1:39.0,R. Vaughn enters the game for M. Carter-Williams,,18,20
87,1,1:39.0,,V. Carter enters the game for C. Lee,18,20
88,1,1:20.0,K. Middleton makes 2-pt jump shot from 7 ft,,20,20
89,1,1:10.0,,Turnover by M. Barnes (bad pass; steal by K. Middleton),20,20
90,1,1:06.0,K. Middleton makes 2-pt layup at rim,,22,20
91,1,1:06.0,Shooting foul by M. Barnes (drawn by K. Middleton),,22,20
92,1,1:06.0,G. Antetokounmpo enters the game for M. Plumlee,,22,20
93,1,1:06.0,G. Monroe enters the game for J. Parker,,22,20
94,1,1:06.0,K. Middleton makes free throw 1 of 1,,23,20
95,1,0:59.0,,Personal foul by G. Antetokounmpo (drawn by M. Chalmers),23,20
96,1,0:50.0,,J. Green makes 2-pt layup at rim (assist by R. Hollins),23,22
97,1,0:41.0,G. Monroe makes 2-pt layup at rim (assist by K. Middleton),,25,22
98,1,0:35.0,,Shooting foul by K. Middleton (drawn by R. Hollins),25,22
99,1,0:35.0,,R. Hollins misses free throw 1 of 2,25,22
100,1,0:35.0,,Offensive rebound by Team,25,22
101,1,0:35.0,,R. Hollins makes free throw 2 of 2,25,23
102,1,0:27.0,Shooting foul by R. Hollins (drawn by J. Bayless),,25,23
103,1,0:27.0,J. Bayless makes free throw 1 of 2,,26,23
104,1,0:27.0,J. Bayless makes free throw 2 of 2,,27,23
105,1,0:07.0,,Turnover by M. Chalmers (bad pass; steal by J. Bayless),27,23
106,2,11:48.0,,Personal foul by J. O'Bryant (drawn by M. Chalmers),27,23
107,2,11:40.0,,J. Green makes 3-pt jump shot from 25 ft (assist by M. Chalmers),27,26
108,2,11:22.0,G. Monroe misses 2-pt hook shot from 5 ft,,27,26
109,2,11:21.0,,Defensive rebound by J. Green,27,26
110,2,11:09.0,,J. Green makes 2-pt dunk at rim (assist by M. Chalmers),27,28
111,2,10:59.0,Personal foul by M. Chalmers (drawn by J. Bayless),,27,28
112,2,10:54.0,,Flagrant foul type 1 by J. Bayless (drawn by M. Chalmers),27,28
113,2,10:54.0,Turnover by J. Bayless (offensive foul),,27,28
114,2,10:54.0,,M. Chalmers makes flagrant free throw 1 of 2,27,29
115,2,10:54.0,,M. Chalmers makes flagrant free throw 2 of 2,27,30
116,2,10:37.0,,M. Barnes misses 3-pt jump shot from 25 ft,27,30
117,2,10:36.0,Defensive rebound by G. Monroe,,27,30
118,2,10:22.0,R. Vaughn misses 2-pt layup from 2 ft (block by M. Barnes),,27,30
119,2,10:22.0,,Defensive rebound by Team,27,30
120,2,10:17.0,,J. Green makes 2-pt layup at rim (assist by M. Chalmers),27,32
121,2,9:56.0,Shooting foul by R. Hollins (drawn by G. Monroe),,27,32
122,2,9:56.0,G. Monroe makes free throw 1 of 2,,28,32
123,2,9:56.0,,M. Conley enters the game for M. Chalmers,28,32
124,2,9:56.0,,M. Gasol enters the game for R. Hollins,28,32
125,2,9:56.0,G. Monroe makes free throw 2 of 2,,29,32
126,2,9:45.0,,V. Carter makes 2-pt jump shot from 5 ft,29,34
127,2,9:45.0,,Shooting foul by G. Monroe (drawn by V. Carter),29,34
128,2,9:45.0,,V. Carter makes free throw 1 of 1,29,35
129,2,9:25.0,J. Bayless misses 3-pt jump shot from 25 ft,,29,35
130,2,9:24.0,Offensive rebound by Team,,29,35
131,2,9:10.0,R. Vaughn misses 3-pt jump shot from 27 ft,,29,35
132,2,9:09.0,Offensive rebound by G. Monroe,,29,35
133,2,9:06.0,Personal foul by M. Gasol (drawn by G. Monroe),,29,35
134,2,8:54.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),,31,35
135,2,8:30.0,,V. Carter misses 3-pt jump shot from 26 ft,31,35
136,2,8:30.0,Defensive rebound by J. Bayless,,31,35
137,2,8:22.0,G. Monroe makes 2-pt jump shot from 7 ft (assist by J. Bayless),,33,35
138,2,7:57.0,,M. Conley misses 3-pt jump shot from 24 ft,33,35
139,2,7:55.0,Defensive rebound by G. Antetokounmpo,,33,35
140,2,7:48.0,R. Vaughn misses 3-pt jump shot from 25 ft,,33,35
141,2,7:45.0,,Defensive rebound by J. Green,33,35
142,2,7:28.0,,M. Gasol makes 2-pt jump shot from 11 ft,33,37
143,2,7:13.0,Turnover by J. Bayless (bad pass; steal by M. Gasol),,33,37
144,2,7:06.0,,J. Green misses 2-pt layup at rim,33,37
145,2,7:03.0,Defensive rebound by G. Antetokounmpo,,33,37
146,2,6:58.0,R. Vaughn misses 3-pt jump shot from 23 ft,,33,37
147,2,6:57.0,Offensive rebound by J. O'Bryant,,33,37
148,2,6:55.0,J. O'Bryant misses 2-pt layup from 1 ft (block by M. Barnes),,33,37
149,2,6:54.0,Offensive rebound by Team,,33,37
150,2,6:54.0,,Violation by J. Green (kicked ball),33,37
151,2,6:54.0,Official timeout,,33,37
152,2,6:54.0,,T. Allen enters the game for M. Barnes,33,37
153,2,6:34.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by T. Allen),,33,37
154,2,6:32.0,,Defensive rebound by T. Allen,33,37
155,2,6:17.0,,J. Green misses 3-pt jump shot from 26 ft,33,37
156,2,6:16.0,Defensive rebound by G. Monroe,,33,37
157,2,5:59.0,G. Monroe makes 2-pt jump shot from 12 ft (assist by J. Bayless),,35,37
158,2,5:40.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by M. Conley),35,39
159,2,5:21.0,G. Monroe makes 2-pt layup at rim (assist by J. Bayless),,37,39
160,2,5:01.0,,M. Gasol misses 2-pt jump shot from 20 ft,37,39
161,2,5:00.0,,Offensive rebound by V. Carter,37,39
162,2,4:56.0,,M. Conley misses 3-pt jump shot from 25 ft,37,39
163,2,4:55.0,,Offensive rebound by T. Allen,37,39
164,2,4:54.0,,T. Allen makes 2-pt layup at rim,37,41
165,2,4:54.0,,Shooting foul by G. Antetokounmpo (drawn by T. Allen),37,41
166,2,4:54.0,,Memphis full timeout,37,41
167,2,4:54.0,,Z. Randolph enters the game for V. Carter,37,41
168,2,4:54.0,K. Middleton enters the game for J. Bayless,,37,41
169,2,4:54.0,J. Parker enters the game for R. Vaughn,,37,41
170,2,4:54.0,M. Carter-Williams enters the game for J. O'Bryant,,37,41
171,2,4:54.0,,T. Allen makes free throw 1 of 1,37,42
172,2,4:38.0,Turnover by G. Monroe (lost ball; steal by M. Gasol),,37,42
173,2,4:15.0,,M. Gasol misses 2-pt jump shot from 19 ft,37,42
174,2,4:15.0,Defensive rebound by M. Carter-Williams,,37,42
175,2,4:06.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,37,42
176,2,4:03.0,,Defensive rebound by M. Gasol,37,42
177,2,3:59.0,,T. Allen makes 2-pt layup from 1 ft (assist by M. Gasol),37,44
178,2,3:38.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,37,44
179,2,3:37.0,Offensive rebound by G. Monroe,,37,44
180,2,3:31.0,G. Monroe makes 2-pt layup from 1 ft,,39,44
181,2,3:12.0,,T. Allen misses 3-pt jump shot from 23 ft,39,44
182,2,3:11.0,,Offensive rebound by M. Gasol,39,44
183,2,3:09.0,,M. Gasol makes 2-pt dunk at rim,39,46
184,2,2:50.0,Turnover by G. Monroe (bad pass; steal by Z. Randolph),,39,46
185,2,2:45.0,,M. Conley makes 2-pt layup at rim,39,48
186,2,2:44.0,Milwaukee full timeout,,39,48
187,2,2:44.0,M. Plumlee enters the game for G. Monroe,,39,48
188,2,2:36.0,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),,41,48
189,2,2:13.0,,Z. Randolph makes 2-pt hook shot from 7 ft (assist by M. Conley),41,50
190,2,1:49.0,G. Antetokounmpo misses 2-pt jump shot from 15 ft,,41,50
191,2,1:47.0,,Defensive rebound by Z. Randolph,41,50
192,2,1:27.0,,T. Allen misses 2-pt jump shot from 19 ft,41,50
193,2,1:26.0,Defensive rebound by J. Parker,,41,50
194,2,1:15.0,K. Middleton misses 3-pt jump shot from 22 ft,,41,50
195,2,1:13.0,Offensive rebound by J. Parker,,41,50
196,2,1:13.0,J. Parker misses 2-pt layup from 1 ft,,41,50
197,2,1:10.0,,Defensive rebound by M. Gasol,41,50
198,2,1:00.0,,Z. Randolph misses 2-pt layup at rim,41,50
199,2,1:00.0,Defensive rebound by G. Antetokounmpo,,41,50
200,2,0:57.0,Personal foul by M. Conley (drawn by K. Middleton),,41,50
201,2,0:42.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,41,50
202,2,0:40.0,,Defensive rebound by M. Gasol,41,50
203,2,0:28.0,,M. Conley misses 2-pt layup at rim,41,50
204,2,0:26.0,Defensive rebound by M. Plumlee,,41,50
205,2,0:07.0,K. Middleton misses 2-pt jump shot from 13 ft,,41,50
206,2,0:06.0,Offensive rebound by Team,,41,50
207,2,0:06.0,Milwaukee full timeout,,41,50
208,2,0:06.0,Turnover by Team (5 sec inbounds),,41,50
209,2,0:06.0,,M. Chalmers enters the game for T. Allen,41,50
210,2,0:04.0,,Memphis full timeout,41,50
211,2,0:04.0,,C. Lee enters the game for M. Chalmers,41,50
212,2,0:01.0,,M. Conley misses 3-pt jump shot from 24 ft,41,50
213,2,0:00.0,,Offensive rebound by Team,41,50
214,3,11:40.0,,M. Conley misses 3-pt jump shot from 24 ft,41,50
215,3,11:39.0,Defensive rebound by G. Antetokounmpo,,41,50
216,3,11:29.0,Turnover by M. Carter-Williams (bad pass; steal by M. Gasol),,41,50
217,3,11:25.0,,Shooting foul by J. Parker (drawn by T. Allen),41,50
218,3,11:25.0,,T. Allen makes free throw 1 of 2,41,51
219,3,11:25.0,,T. Allen makes free throw 2 of 2,41,52
220,3,11:16.0,Turnover by G. Monroe (bad pass),,41,52
221,3,10:59.0,,Shooting foul by M. Carter-Williams (drawn by M. Conley),41,52
222,3,10:59.0,,M. Conley makes free throw 1 of 2,41,53
223,3,10:59.0,,M. Conley makes free throw 2 of 2,41,54
224,3,10:53.0,Turnover by M. Carter-Williams (lost ball),,41,54
225,3,10:41.0,,Z. Randolph makes 2-pt jump shot from 16 ft (assist by M. Conley),41,56
226,3,10:40.0,Milwaukee full timeout,,41,56
227,3,10:23.0,K. Middleton makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),,43,56
228,3,10:03.0,,Shooting foul by J. Parker (drawn by Z. Randolph),43,56
229,3,10:03.0,,Z. Randolph makes free throw 1 of 2,43,57
230,3,10:03.0,,Z. Randolph makes free throw 2 of 2,43,58
231,3,9:44.0,G. Monroe misses 2-pt layup at rim,,43,58
232,3,9:43.0,Offensive rebound by J. Parker,,43,58
233,3,9:36.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,43,58
234,3,9:35.0,,Defensive rebound by T. Allen,43,58
235,3,9:16.0,,Z. Randolph misses 2-pt layup from 2 ft,43,58
236,3,9:15.0,Defensive rebound by M. Carter-Williams,,43,58
237,3,9:10.0,K. Middleton misses 2-pt layup from 1 ft,,43,58
238,3,9:07.0,Offensive rebound by G. Antetokounmpo,,43,58
239,3,9:07.0,G. Antetokounmpo misses 2-pt layup at rim,,43,58
240,3,9:05.0,,Defensive rebound by M. Gasol,43,58
241,3,8:58.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by M. Conley),43,61
242,3,8:40.0,G. Monroe makes 2-pt hook shot from 6 ft (assist by K. Middleton),,45,61
243,3,8:15.0,,M. Gasol misses 2-pt jump shot from 18 ft,45,61
244,3,8:15.0,Defensive rebound by K. Middleton,,45,61
245,3,8:03.0,G. Monroe makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),,47,61
246,3,7:45.0,,M. Conley misses 2-pt layup from 2 ft,47,61
247,3,7:43.0,Defensive rebound by J. Parker,,47,61
248,3,7:42.0,Personal take foul by T. Allen (drawn by M. Carter-Williams),,47,61
249,3,7:37.0,Shooting foul by T. Allen (drawn by G. Antetokounmpo),,47,61
250,3,7:37.0,G. Antetokounmpo misses free throw 1 of 2,,47,61
251,3,7:37.0,Offensive rebound by Team,,47,61
252,3,7:37.0,,M. Chalmers enters the game for M. Conley,47,61
253,3,7:37.0,G. Antetokounmpo makes free throw 2 of 2,,48,61
254,3,7:18.0,,C. Lee misses 3-pt jump shot from 25 ft,48,61
255,3,7:17.0,Defensive rebound by G. Monroe,,48,61
256,3,6:56.0,G. Monroe misses 2-pt layup from 1 ft,,48,61
257,3,6:54.0,,Defensive rebound by M. Gasol,48,61
258,3,6:44.0,,Turnover by M. Gasol (bad pass; steal by J. Parker),48,61
259,3,6:40.0,Turnover by G. Antetokounmpo (lost ball),,48,61
260,3,6:27.0,,C. Lee makes 2-pt jump shot from 5 ft (assist by M. Gasol),48,63
261,3,6:11.0,Shooting foul by Z. Randolph (drawn by J. Parker),,48,63
262,3,6:11.0,J. Parker makes free throw 1 of 2,,49,63
263,3,6:11.0,J. Parker makes free throw 2 of 2,,50,63
264,3,5:53.0,,M. Chalmers misses 3-pt jump shot from 24 ft,50,63
265,3,5:52.0,Defensive rebound by J. Parker,,50,63
266,3,5:45.0,,Offensive charge foul by G. Antetokounmpo (drawn by M. Gasol),50,63
267,3,5:45.0,Turnover by G. Antetokounmpo (offensive foul),,50,63
268,3,5:26.0,,Z. Randolph misses 2-pt hook shot from 7 ft,50,63
269,3,5:24.0,Defensive rebound by G. Monroe,,50,63
270,3,5:14.0,K. Middleton misses 2-pt layup from 1 ft,,50,63
271,3,5:14.0,Offensive rebound by G. Antetokounmpo,,50,63
272,3,5:14.0,G. Antetokounmpo makes 2-pt dunk at rim,,52,63
273,3,5:14.0,,Memphis full timeout,52,63
274,3,5:14.0,,J. Green enters the game for M. Gasol,52,63
275,3,4:52.0,,Z. Randolph misses 2-pt jump shot from 1 ft,52,63
276,3,4:51.0,,Offensive rebound by Z. Randolph,52,63
277,3,4:51.0,,Z. Randolph misses 2-pt layup from 1 ft,52,63
278,3,4:48.0,,Offensive rebound by J. Green,52,63
279,3,4:48.0,,J. Green makes 2-pt layup at rim,52,65
280,3,4:25.0,M. Carter-Williams makes 2-pt jump shot from 10 ft,,54,65
281,3,4:09.0,,Turnover by J. Green (lost ball; steal by K. Middleton),54,65
282,3,4:04.0,M. Carter-Williams makes 2-pt dunk at rim (assist by K. Middleton),,56,65
283,3,3:39.0,,J. Green makes 3-pt jump shot from 25 ft,56,68
284,3,3:14.0,K. Middleton misses 2-pt jump shot from 10 ft (block by C. Lee),,56,68
285,3,3:12.0,Offensive rebound by K. Middleton,,56,68
286,3,3:09.0,G. Antetokounmpo misses 2-pt hook shot from 5 ft,,56,68
287,3,3:09.0,,Defensive rebound by Team,56,68
288,3,3:09.0,,R. Hollins enters the game for Z. Randolph,56,68
289,3,3:09.0,,M. Barnes enters the game for T. Allen,56,68
290,3,3:09.0,M. Plumlee enters the game for G. Monroe,,56,68
291,3,2:55.0,,C. Lee makes 2-pt jump shot from 22 ft (assist by M. Chalmers),56,70
292,3,2:38.0,J. Parker misses 2-pt jump shot from 12 ft,,56,70
293,3,2:38.0,,Defensive rebound by M. Barnes,56,70
294,3,2:30.0,,J. Green misses 3-pt jump shot from 23 ft,56,70
295,3,2:28.0,Defensive rebound by M. Carter-Williams,,56,70
296,3,2:17.0,Personal foul by R. Hollins (drawn by J. Parker),,56,70
297,3,2:17.0,J. Bayless enters the game for J. Parker,,56,70
298,3,2:08.0,Shooting foul by M. Barnes (drawn by G. Antetokounmpo),,56,70
299,3,2:08.0,G. Antetokounmpo makes free throw 1 of 2,,57,70
300,3,2:08.0,G. Antetokounmpo makes free throw 2 of 2,,58,70
301,3,1:51.0,,R. Hollins misses 2-pt layup at rim (block by M. Plumlee),58,70
302,3,1:49.0,Defensive rebound by M. Carter-Williams,,58,70
303,3,1:40.0,Personal foul by M. Chalmers (drawn by J. Bayless),,58,70
304,3,1:40.0,J. Bayless makes free throw 1 of 2,,59,70
305,3,1:40.0,J. Bayless makes free throw 2 of 2,,60,70
306,3,1:24.0,Violation by M. Plumlee (kicked ball),,60,70
307,3,1:11.0,,M. Chalmers makes 3-pt jump shot from 26 ft (assist by C. Lee),60,73
308,3,0:58.0,M. Plumlee makes 2-pt dunk at rim (assist by K. Middleton),,62,73
309,3,0:43.0,,C. Lee misses 3-pt jump shot from 22 ft,62,73
310,3,0:42.0,Defensive rebound by J. Bayless,,62,73
311,3,0:33.0,K. Middleton misses 2-pt jump shot from 18 ft,,62,73
312,3,0:33.0,,Defensive rebound by Team,62,73
313,3,0:32.0,Loose ball foul by G. Antetokounmpo (drawn by R. Hollins),,62,73
314,3,0:32.0,J. O'Bryant enters the game for G. Antetokounmpo,,62,73
315,3,0:21.0,,C. Lee makes 3-pt jump shot from 22 ft (assist by J. Green),62,76
316,3,0:04.0,Turnover by K. Middleton (lost ball),,62,76
317,3,0:01.0,,C. Lee misses 3-pt jump shot from 24 ft,62,76
318,3,0:00.0,,Offensive rebound by Team,62,76
319,4,11:37.0,M. Plumlee misses 2-pt jump shot from 15 ft,,62,76
320,4,11:36.0,,Defensive rebound by M. Chalmers,62,76
321,4,11:21.0,,J. Green misses 2-pt layup from 1 ft (block by M. Plumlee),62,76
322,4,11:19.0,Defensive rebound by J. O'Bryant,,62,76
323,4,11:01.0,K. Middleton misses 3-pt jump shot from 25 ft,,62,76
324,4,11:00.0,,Defensive rebound by M. Chalmers,62,76
325,4,10:52.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by M. Chalmers),62,79
326,4,10:30.0,M. Plumlee makes 2-pt jump shot from 4 ft (assist by K. Middleton),,64,79
327,4,10:16.0,,J. Green makes 3-pt jump shot from 22 ft (assist by M. Chalmers),64,82
328,4,10:06.0,Personal foul by J. Green (drawn by J. Bayless),,64,82
329,4,10:06.0,,T. Allen enters the game for C. Lee,64,82
330,4,9:55.0,J. Bayless misses 2-pt jump shot from 21 ft,,64,82
331,4,9:52.0,,Defensive rebound by T. Allen,64,82
332,4,9:42.0,,J. Green makes 2-pt layup from 1 ft (assist by M. Chalmers),64,84
333,4,9:30.0,Def 3 sec tech foul by M. Barnes,,64,84
334,4,9:30.0,K. Middleton makes technical free throw,,65,84
335,4,9:24.0,R. Vaughn misses 3-pt jump shot from 25 ft,,65,84
336,4,9:23.0,Offensive rebound by M. Plumlee,,65,84
337,4,9:23.0,,Loose ball foul by M. Chalmers (drawn by M. Plumlee),65,84
338,4,9:14.0,J. O'Bryant misses 2-pt layup from 1 ft (block by R. Hollins),,65,84
339,4,9:12.0,,Defensive rebound by T. Allen,65,84
340,4,9:12.0,,Memphis full timeout,65,84
341,4,9:12.0,J. Parker enters the game for K. Middleton,,65,84
342,4,9:12.0,G. Antetokounmpo enters the game for M. Plumlee,,65,84
343,4,8:57.0,,Turnover by J. Green (bad pass; steal by R. Vaughn),65,84
344,4,8:39.0,Shooting foul by J. Green (drawn by J. Parker),,65,84
345,4,8:39.0,J. Parker misses free throw 1 of 2,,65,84
346,4,8:39.0,Offensive rebound by Team,,65,84
347,4,8:39.0,,M. Gasol enters the game for R. Hollins,65,84
348,4,8:39.0,,M. Conley enters the game for J. Green,65,84
349,4,8:39.0,J. Parker makes free throw 2 of 2,,66,84
350,4,8:25.0,,M. Chalmers misses 2-pt layup from 1 ft,66,84
351,4,8:24.0,Defensive rebound by J. Bayless,,66,84
352,4,8:16.0,J. Bayless makes 2-pt jump shot from 22 ft (assist by G. Antetokounmpo),,68,84
353,4,7:52.0,,M. Barnes makes 3-pt jump shot from 22 ft (assist by M. Chalmers),68,87
354,4,7:30.0,J. Bayless makes 2-pt layup from 1 ft,,70,87
355,4,7:30.0,Shooting foul by M. Barnes (drawn by J. Bayless),,70,87
356,4,7:30.0,J. Bayless makes free throw 1 of 1,,71,87
357,4,7:14.0,,T. Allen makes 2-pt dunk at rim (assist by M. Barnes),71,89
358,4,7:01.0,J. O'Bryant misses 2-pt jump shot from 18 ft,,71,89
359,4,7:01.0,,Defensive rebound by M. Chalmers,71,89
360,4,6:51.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by M. Chalmers),71,92
361,4,6:32.0,G. Antetokounmpo misses 2-pt layup at rim,,71,92
362,4,6:31.0,,Defensive rebound by M. Gasol,71,92
363,4,6:30.0,Technical foul by G. Antetokounmpo,,71,92
364,4,6:30.0,C. Copeland enters the game for G. Antetokounmpo,,71,92
365,4,6:30.0,,M. Conley makes technical free throw,71,93
366,4,6:17.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by M. Chalmers),71,95
367,4,5:56.0,J. O'Bryant misses 2-pt layup at rim,,71,95
368,4,5:54.0,Offensive rebound by J. Parker,,71,95
369,4,5:53.0,J. Parker makes 2-pt dunk at rim,,73,95
370,4,5:29.0,,M. Barnes makes 3-pt jump shot from 22 ft (assist by M. Conley),73,98
371,4,5:28.0,Milwaukee full timeout,,73,98
372,4,5:28.0,,J. Green enters the game for T. Allen,73,98
373,4,5:28.0,,R. Hollins enters the game for M. Gasol,73,98
374,4,5:28.0,,J. Green enters the game for M. Conley,73,98
375,4,5:28.0,T. Ennis enters the game for J. Parker,,73,98
376,4,5:28.0,M. Plumlee enters the game for J. Bayless,,73,98
377,4,5:12.0,T. Ennis makes 2-pt jump shot from 6 ft,,75,98
378,4,4:54.0,,M. Barnes misses 3-pt jump shot from 23 ft,75,98
379,4,4:54.0,,Offensive rebound by M. Chalmers,75,98
380,4,4:51.0,,Turnover by M. Chalmers (bad pass; steal by M. Plumlee),75,98
