,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SACRAMENTO_ACTION,LA CLIPPERS_SCORE,SACRAMENTO_SCORE
86,1,2:05.0,,D. Cousins misses 2-pt jump shot from 2 ft,28,27
87,1,2:04.0,,Offensive rebound by D. Cousins,28,27
88,1,2:04.0,,D. Cousins misses 2-pt layup from 2 ft,28,27
89,1,2:03.0,,Offensive rebound by D. Cousins,28,27
90,1,2:03.0,,D. Cousins misses 2-pt layup from 3 ft,28,27
91,1,2:02.0,,Offensive rebound by D. Cousins,28,27
92,1,2:02.0,,D. Cousins misses 2-pt layup from 3 ft,28,27
93,1,2:00.0,,Offensive rebound by D. Cousins,28,27
94,1,2:00.0,,D. Cousins misses 2-pt layup from 2 ft,28,27
95,1,1:59.0,Defensive rebound by D. Jordan,,28,27
96,1,1:50.0,W. Johnson misses 2-pt jump shot from 16 ft,,28,27
97,1,1:49.0,Offensive rebound by D. Jordan,,28,27
98,1,1:49.0,Shooting foul by S. Curry (drawn by D. Jordan),,28,27
99,1,1:49.0,D. Jordan misses free throw 1 of 2,,28,27
100,1,1:49.0,Offensive rebound by Team,,28,27
101,1,1:49.0,P. Prigioni enters the game for C. Paul,,28,27
102,1,1:49.0,D. Jordan misses free throw 2 of 2,,28,27
103,1,1:47.0,,Defensive rebound by Team,28,27
104,1,1:27.0,,Shooting foul by W. Johnson (drawn by D. Cousins),28,27
105,1,1:27.0,,D. Cousins makes 2-pt jump shot from 7 ft,28,29
106,1,1:27.0,,M. Belinelli enters the game for D. Collison,28,29
107,1,1:27.0,,D. Cousins makes free throw 1 of 1,28,30
108,1,1:17.0,W. Johnson misses 3-pt jump shot from 25 ft,,28,30
109,1,1:17.0,,Defensive rebound by O. Casspi,28,30
110,1,1:06.0,,S. Curry misses 2-pt jump shot from 18 ft,28,30
111,1,1:06.0,Defensive rebound by D. Jordan,,28,30
112,1,0:59.0,J. Crawford makes 2-pt jump shot from 19 ft,,30,30
113,1,0:40.0,,O. Casspi misses 2-pt jump shot from 5 ft,30,30
114,1,0:40.0,,Offensive rebound by Team,30,30
115,1,0:40.0,C. Aldrich enters the game for D. Jordan,,30,30
116,1,0:40.0,,Turnover by S. Curry (bad pass),30,30
117,1,0:34.0,J. Crawford misses 3-pt jump shot from 24 ft,,30,30
118,1,0:33.0,,Defensive rebound by S. Curry,30,30
119,1,0:26.0,,D. Cousins misses 2-pt layup from 3 ft,30,30
120,1,0:25.0,Defensive rebound by P. Prigioni,,30,30
121,1,0:02.0,C. Wilcox misses 2-pt jump shot from 8 ft,,30,30
122,1,0:01.0,Offensive rebound by W. Johnson,,30,30
123,1,0:00.0,W. Johnson misses 2-pt jump shot from 21 ft,,30,30
124,1,0:00.0,Offensive rebound by Team,,30,30
125,2,11:49.0,,Personal foul by C. Aldrich (drawn by W. Cauley-Stein),30,30
126,2,11:45.0,,Shooting foul by C. Wilcox (drawn by M. Belinelli),30,30
127,2,11:45.0,,M. Belinelli misses free throw 1 of 2,30,30
128,2,11:45.0,,Offensive rebound by Team,30,30
129,2,11:45.0,,M. Belinelli misses free throw 2 of 2,30,30
130,2,11:43.0,Defensive rebound by C. Aldrich,,30,30
131,2,11:33.0,Offensive foul by C. Aldrich (drawn by W. Cauley-Stein),,30,30
132,2,11:33.0,Turnover by C. Aldrich (offensive foul),,30,30
133,2,11:19.0,,K. Koufos misses 2-pt hook shot from 7 ft,30,30
134,2,11:18.0,,Offensive rebound by K. Koufos,30,30
135,2,11:17.0,,K. Koufos misses 2-pt layup from 3 ft,30,30
136,2,11:11.0,,Offensive rebound by K. Koufos,30,30
137,2,11:11.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Koufos),30,33
138,2,11:10.0,LA Clippers full timeout,,30,33
139,2,10:56.0,W. Johnson makes 2-pt jump shot from 19 ft (assist by C. Wilcox),,32,33
140,2,10:32.0,,S. Curry misses 2-pt jump shot from 17 ft,32,33
141,2,10:31.0,,Offensive rebound by O. Casspi,32,33
142,2,10:27.0,,S. Curry misses 3-pt jump shot from 23 ft,32,33
143,2,10:27.0,,Offensive rebound by W. Cauley-Stein,32,33
144,2,10:23.0,,M. Belinelli misses 3-pt jump shot from 25 ft,32,33
145,2,10:21.0,Defensive rebound by Team,,32,33
146,2,10:09.0,J. Crawford makes 2-pt jump shot from 19 ft,,34,33
147,2,10:00.0,,M. Belinelli makes 2-pt layup from 2 ft,34,35
148,2,9:35.0,J. Crawford makes 2-pt jump shot from 6 ft,,36,35
149,2,9:26.0,,O. Casspi misses 3-pt jump shot from 24 ft,36,35
150,2,9:25.0,Defensive rebound by W. Johnson,,36,35
151,2,9:16.0,C. Wilcox misses 3-pt jump shot from 25 ft,,36,35
152,2,9:15.0,,Defensive rebound by S. Curry,36,35
153,2,9:10.0,,Personal foul by W. Johnson (drawn by M. Belinelli),36,35
154,2,9:10.0,J. Redick enters the game for C. Wilcox,,36,35
155,2,9:10.0,,R. Gay enters the game for W. Cauley-Stein,36,35
156,2,9:02.0,,R. Gay misses 2-pt jump shot from 5 ft,36,35
157,2,9:02.0,Defensive rebound by Team,,36,35
158,2,9:02.0,,Loose ball foul by K. Koufos (drawn by P. Prigioni),36,35
159,2,8:51.0,J. Crawford makes 2-pt jump shot from 17 ft,,38,35
160,2,8:30.0,,Shooting foul by J. Crawford (drawn by S. Curry),38,35
161,2,8:30.0,,S. Curry makes free throw 1 of 3,38,36
162,2,8:30.0,,S. Curry makes free throw 2 of 3,38,37
163,2,8:30.0,,S. Curry makes free throw 3 of 3,38,38
164,2,8:14.0,P. Prigioni misses 3-pt jump shot from 25 ft,,38,38
165,2,8:13.0,,Defensive rebound by M. Belinelli,38,38
166,2,7:55.0,,S. Curry makes 2-pt layup from 4 ft,38,40
167,2,7:46.0,Shooting foul by M. Belinelli (drawn by J. Crawford),,38,40
168,2,7:46.0,J. Crawford makes free throw 1 of 2,,39,40
169,2,7:46.0,J. Crawford makes free throw 2 of 2,,40,40
170,2,7:33.0,,Shooting foul by C. Aldrich (drawn by R. Gay),40,40
171,2,7:33.0,,R. Gay makes free throw 1 of 2,40,41
172,2,7:33.0,C. Paul enters the game for P. Prigioni,,40,41
173,2,7:33.0,D. Jordan enters the game for C. Aldrich,,40,41
174,2,7:33.0,,R. Gay makes free throw 2 of 2,40,42
175,2,7:24.0,Shooting foul by S. Curry (drawn by C. Paul),,40,42
176,2,7:24.0,C. Paul makes free throw 1 of 2,,41,42
177,2,7:24.0,,D. Collison enters the game for S. Curry,41,42
178,2,7:24.0,C. Paul makes free throw 2 of 2,,42,42
179,2,7:14.0,,M. Belinelli misses 2-pt jump shot from 21 ft,42,42
180,2,7:13.0,Defensive rebound by C. Paul,,42,42
181,2,6:59.0,C. Paul makes 2-pt jump shot from 19 ft,,44,42
182,2,6:56.0,,Sacramento full timeout,44,42
183,2,6:56.0,,D. Cousins enters the game for K. Koufos,44,42
184,2,6:44.0,,R. Gay makes 2-pt jump shot from 19 ft (assist by M. Belinelli),44,44
185,2,6:23.0,J. Redick misses 2-pt jump shot from 17 ft,,44,44
186,2,6:21.0,Offensive rebound by D. Jordan,,44,44
187,2,6:21.0,D. Jordan misses 2-pt layup from 2 ft,,44,44
188,2,6:20.0,,Defensive rebound by D. Collison,44,44
189,2,6:16.0,,O. Casspi makes 2-pt dunk at rim (assist by D. Collison),44,46
190,2,6:00.0,D. Jordan makes 2-pt dunk at rim (assist by W. Johnson),,46,46
191,2,5:43.0,,M. Belinelli misses 2-pt jump shot from 16 ft,46,46
192,2,5:42.0,Defensive rebound by C. Paul,,46,46
193,2,5:26.0,C. Paul makes 2-pt jump shot from 5 ft,,48,46
194,2,5:13.0,,R. Gay misses 2-pt jump shot from 15 ft,48,46
195,2,5:12.0,Defensive rebound by W. Johnson,,48,46
196,2,5:04.0,J. Crawford misses 2-pt jump shot from 15 ft,,48,46
197,2,5:03.0,,Defensive rebound by D. Collison,48,46
198,2,4:53.0,,Shooting foul by W. Johnson (drawn by D. Collison),48,46
199,2,4:53.0,,D. Collison makes free throw 1 of 2,48,47
200,2,4:53.0,,W. Cauley-Stein enters the game for O. Casspi,48,47
201,2,4:53.0,,B. McLemore enters the game for M. Belinelli,48,47
202,2,4:53.0,J. Green enters the game for W. Johnson,,48,47
203,2,4:53.0,,D. Collison makes free throw 2 of 2,48,48
204,2,4:34.0,J. Green makes 2-pt jump shot from 9 ft,,50,48
205,2,4:21.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by B. McLemore),50,51
206,2,4:04.0,J. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),,53,51
207,2,3:54.0,,Def 3 sec tech foul by J. Green,53,51
208,2,3:54.0,,R. Gay makes technical free throw,53,52
209,2,3:54.0,L. Mbah a Moute enters the game for J. Crawford,,53,52
210,2,3:45.0,,Shooting foul by D. Jordan (drawn by D. Cousins),53,52
211,2,3:45.0,,D. Cousins makes free throw 1 of 2,53,53
212,2,3:45.0,,D. Cousins makes free throw 2 of 2,53,54
213,2,3:32.0,C. Paul makes 3-pt jump shot from 25 ft,,56,54
214,2,3:19.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Collison),56,57
215,2,2:51.0,C. Paul misses 3-pt jump shot from 29 ft,,56,57
216,2,2:50.0,Offensive rebound by C. Paul,,56,57
217,2,2:47.0,J. Green makes 2-pt dunk at rim (assist by C. Paul),,58,57
218,2,2:28.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Cousins),58,59
219,2,2:12.0,J. Redick misses 2-pt jump shot from 19 ft,,58,59
220,2,2:11.0,,Defensive rebound by D. Cousins,58,59
221,2,2:03.0,,R. Gay makes 2-pt layup from 2 ft (assist by D. Cousins),58,61
222,2,1:48.0,Turnover by L. Mbah a Moute (bad pass; steal by D. Collison),,58,61
223,2,1:45.0,,D. Collison makes 2-pt dunk at rim,58,63
224,2,1:27.0,Shooting foul by W. Cauley-Stein (drawn by L. Mbah a Moute),,58,63
225,2,1:27.0,Official timeout,,58,63
226,2,1:27.0,L. Mbah a Moute makes free throw 1 of 2,,59,63
227,2,1:27.0,L. Mbah a Moute makes free throw 2 of 2,,60,63
228,2,1:08.0,,D. Cousins makes 2-pt jump shot from 16 ft,60,65
229,2,0:56.0,Personal foul by R. Gay (drawn by C. Paul),,60,65
230,2,0:56.0,C. Paul makes free throw 1 of 2,,61,65
231,2,0:56.0,C. Aldrich enters the game for D. Jordan,,61,65
232,2,0:56.0,C. Paul makes free throw 2 of 2,,62,65
233,2,0:33.0,,Turnover by D. Cousins (lost ball),62,65
234,2,0:22.0,L. Mbah a Moute makes 2-pt layup from 3 ft (assist by C. Aldrich),,64,65
235,2,0:03.0,,D. Cousins makes 2-pt jump shot from 19 ft,64,67
236,3,11:46.0,,Shooting foul by L. Mbah a Moute (drawn by D. Cousins),64,67
237,3,11:46.0,,D. Cousins makes 2-pt layup from 4 ft (assist by D. Collison),64,69
238,3,11:46.0,,D. Cousins misses free throw 1 of 1,64,69
239,3,11:46.0,,Offensive rebound by Team,64,69
240,3,11:46.0,Loose ball foul by J. Green (drawn by Q. Acy),,64,69
241,3,11:30.0,,Shooting foul by L. Mbah a Moute (drawn by Q. Acy),64,69
242,3,11:30.0,,Q. Acy makes free throw 1 of 2,64,70
243,3,11:30.0,,Q. Acy misses free throw 2 of 2,64,70
244,3,11:28.0,Defensive rebound by D. Jordan,,64,70
245,3,11:08.0,C. Paul misses 2-pt jump shot from 18 ft,,64,70
246,3,11:07.0,,Defensive rebound by D. Cousins,64,70
247,3,10:53.0,,Turnover by R. Gay (bad pass; steal by L. Mbah a Moute),64,70
248,3,10:47.0,J. Green misses 2-pt jump shot from 4 ft,,64,70
249,3,10:46.0,,Defensive rebound by D. Cousins,64,70
250,3,10:40.0,,Q. Acy makes 2-pt dunk at rim (assist by D. Cousins),64,72
251,3,10:21.0,J. Redick makes 2-pt jump shot from 21 ft (assist by C. Paul),,66,72
252,3,10:01.0,,R. Gay misses 2-pt jump shot from 18 ft,66,72
253,3,10:00.0,Defensive rebound by C. Paul,,66,72
254,3,9:59.0,Personal foul by Q. Acy (drawn by C. Paul),,66,72
255,3,9:59.0,,Technical foul by Q. Acy,66,72
256,3,9:59.0,C. Paul makes technical free throw,,67,72
257,3,9:47.0,Offensive foul by D. Jordan (drawn by B. McLemore),,67,72
258,3,9:47.0,Turnover by D. Jordan (offensive foul),,67,72
259,3,9:28.0,Offensive charge foul by D. Cousins (drawn by J. Green),,67,72
260,3,9:28.0,,Turnover by D. Cousins (offensive foul),67,72
261,3,9:28.0,,Violation by Team (jump ball),67,72
262,3,9:13.0,Personal foul by D. Cousins (drawn by C. Paul),,67,72
263,3,9:04.0,J. Redick misses 2-pt jump shot from 22 ft,,67,72
264,3,9:03.0,,Defensive rebound by D. Cousins,67,72
265,3,8:56.0,,Turnover by D. Collison (lost ball; steal by C. Paul),67,72
266,3,8:42.0,C. Paul misses 3-pt jump shot from 25 ft,,67,72
267,3,8:41.0,,Defensive rebound by R. Gay,67,72
268,3,8:32.0,,Personal foul by L. Mbah a Moute (drawn by Q. Acy),67,72
269,3,8:22.0,,D. Cousins misses 3-pt jump shot from 24 ft,67,72
270,3,8:21.0,Defensive rebound by D. Jordan,,67,72
271,3,8:07.0,J. Green makes 3-pt jump shot from 23 ft (assist by C. Paul),,70,72
272,3,7:53.0,,B. McLemore misses 2-pt jump shot from 21 ft,70,72
273,3,7:52.0,Defensive rebound by D. Jordan,,70,72
274,3,7:42.0,C. Paul makes 2-pt jump shot from 8 ft,,72,72
275,3,7:40.0,,Sacramento full timeout,72,72
276,3,7:18.0,,R. Gay misses 2-pt jump shot from 11 ft,72,72
277,3,7:17.0,Defensive rebound by L. Mbah a Moute,,72,72
278,3,7:04.0,D. Jordan makes 2-pt jump shot from 4 ft (assist by C. Paul),,74,72
279,3,6:50.0,,Turnover by B. McLemore (offensive foul),74,72
280,3,6:50.0,Offensive charge foul by B. McLemore (drawn by L. Mbah a Moute),,74,72
281,3,6:37.0,J. Redick makes 2-pt jump shot from 10 ft (assist by C. Paul),,76,72
282,3,6:15.0,,R. Gay misses 3-pt jump shot from 23 ft,76,72
283,3,6:15.0,Defensive rebound by J. Green,,76,72
284,3,6:01.0,J. Green makes 3-pt jump shot from 26 ft (assist by J. Redick),,79,72
285,3,5:36.0,,D. Cousins misses 3-pt jump shot from 25 ft,79,72
286,3,5:35.0,Defensive rebound by J. Redick,,79,72
287,3,5:25.0,Personal foul by Q. Acy (drawn by C. Paul),,79,72
288,3,5:25.0,,O. Casspi enters the game for Q. Acy,79,72
289,3,5:25.0,,S. Curry enters the game for B. McLemore,79,72
290,3,5:14.0,J. Redick makes 2-pt jump shot from 21 ft (assist by C. Paul),,81,72
291,3,5:13.0,,Sacramento full timeout,81,72
292,3,4:59.0,,D. Cousins misses 2-pt jump shot from 7 ft (block by D. Jordan),81,72
293,3,4:57.0,Defensive rebound by J. Green,,81,72
294,3,4:51.0,J. Green makes 3-pt jump shot from 24 ft (assist by C. Paul),,84,72
295,3,4:35.0,,Turnover by D. Cousins (traveling),84,72
296,3,4:17.0,Turnover by J. Green (bad pass; steal by R. Gay),,84,72
297,3,4:04.0,,R. Gay makes 2-pt layup from 4 ft,84,74
298,3,3:36.0,C. Paul makes 3-pt jump shot from 26 ft,,87,74
299,3,3:13.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Cousins),87,77
300,3,3:13.0,LA Clippers full timeout,,87,77
301,3,3:13.0,,W. Cauley-Stein enters the game for R. Gay,87,77
302,3,2:59.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,89,77
303,3,2:45.0,,Turnover by D. Cousins (lost ball),89,77
304,3,2:32.0,C. Paul makes 2-pt jump shot from 19 ft,,91,77
305,3,2:20.0,,Shooting foul by D. Jordan (drawn by D. Cousins),91,77
306,3,2:20.0,,D. Cousins makes free throw 1 of 2,91,78
307,3,2:20.0,J. Crawford enters the game for L. Mbah a Moute,,91,78
308,3,2:20.0,C. Aldrich enters the game for D. Jordan,,91,78
309,3,2:20.0,,D. Cousins makes free throw 2 of 2,91,79
310,3,2:03.0,C. Paul makes 3-pt jump shot from 25 ft,,94,79
311,3,1:57.0,,Shooting foul by C. Aldrich (drawn by D. Cousins),94,79
312,3,1:57.0,,D. Cousins makes free throw 1 of 2,94,80
313,3,1:57.0,,D. Cousins makes free throw 2 of 2,94,81
314,3,1:47.0,Personal foul by W. Cauley-Stein (drawn by C. Paul),,94,81
315,3,1:47.0,W. Johnson enters the game for J. Redick,,94,81
316,3,1:41.0,C. Paul misses 3-pt jump shot from 26 ft,,94,81
317,3,1:40.0,,Defensive rebound by S. Curry,94,81
318,3,1:33.0,,D. Cousins misses 2-pt jump shot from 4 ft (block by J. Green),94,81
319,3,1:30.0,Defensive rebound by J. Green,,94,81
320,3,1:23.0,Shooting foul by D. Collison (drawn by C. Paul),,94,81
321,3,1:23.0,C. Paul makes free throw 1 of 2,,95,81
322,3,1:23.0,,K. Koufos enters the game for D. Cousins,95,81
323,3,1:23.0,C. Paul makes free throw 2 of 2,,96,81
324,3,1:15.0,,D. Collison misses 2-pt jump shot from 6 ft,96,81
325,3,1:14.0,Defensive rebound by J. Green,,96,81
326,3,1:07.0,W. Johnson makes 2-pt jump shot from 22 ft (assist by C. Paul),,98,81
327,3,0:54.0,,Shooting foul by J. Green (drawn by S. Curry),98,81
328,3,0:54.0,,S. Curry makes free throw 1 of 2,98,82
329,3,0:54.0,,S. Curry makes free throw 2 of 2,98,83
330,3,0:32.0,Turnover by J. Green (lost ball; steal by S. Curry),,98,83
331,3,0:25.0,,O. Casspi misses 3-pt jump shot from 26 ft,98,83
332,3,0:24.0,Defensive rebound by C. Paul,,98,83
333,3,0:01.0,C. Paul misses 3-pt jump shot from 27 ft,,98,83
334,3,0:00.0,Offensive rebound by Team,,98,83
335,4,11:39.0,W. Johnson misses 2-pt jump shot from 7 ft,,98,83
336,4,11:37.0,Offensive rebound by C. Aldrich,,98,83
337,4,11:37.0,C. Aldrich misses 2-pt layup from 2 ft,,98,83
338,4,11:37.0,,Defensive rebound by W. Cauley-Stein,98,83
339,4,11:22.0,,Shooting foul by W. Johnson (drawn by W. Cauley-Stein),98,83
340,4,11:22.0,,W. Cauley-Stein makes free throw 1 of 2,98,84
341,4,11:22.0,,W. Cauley-Stein makes free throw 2 of 2,98,85
342,4,11:10.0,J. Crawford misses 2-pt jump shot from 20 ft,,98,85
343,4,11:10.0,,Defensive rebound by W. Cauley-Stein,98,85
344,4,11:03.0,,Turnover by S. Curry (bad pass),98,85
345,4,10:50.0,W. Johnson misses 3-pt jump shot from 25 ft,,98,85
346,4,10:50.0,,Defensive rebound by O. Casspi,98,85
347,4,10:39.0,,Personal foul by P. Prigioni (drawn by O. Casspi),98,85
348,4,10:30.0,,O. Casspi makes 2-pt layup from 4 ft,98,87
349,4,10:12.0,J. Crawford misses 2-pt jump shot from 22 ft,,98,87
350,4,10:11.0,Offensive rebound by P. Prigioni,,98,87
351,4,10:00.0,Shooting foul by W. Cauley-Stein (drawn by J. Crawford),,98,87
352,4,10:00.0,J. Crawford makes free throw 1 of 2,,99,87
353,4,10:00.0,J. Crawford misses free throw 2 of 2,,99,87
354,4,9:59.0,,Defensive rebound by W. Cauley-Stein,99,87
355,4,9:36.0,,Turnover by Team (shot clock),99,87
356,4,9:20.0,J. Crawford makes 2-pt jump shot from 14 ft,,101,87
357,4,9:18.0,,Sacramento full timeout,101,87
358,4,9:18.0,,D. Cousins enters the game for K. Koufos,101,87
359,4,9:15.0,,Turnover by M. Belinelli (bad pass; steal by P. Prigioni),101,87
360,4,9:10.0,J. Crawford makes 2-pt layup from 3 ft (assist by P. Prigioni),,103,87
361,4,8:55.0,,Personal foul by C. Aldrich (drawn by D. Cousins),103,87
362,4,8:50.0,,Turnover by O. Casspi (bad pass; steal by W. Johnson),103,87
363,4,8:31.0,J. Crawford misses 3-pt jump shot from 26 ft,,103,87
364,4,8:29.0,Offensive rebound by C. Aldrich,,103,87
365,4,8:20.0,C. Wilcox misses 3-pt jump shot from 25 ft,,103,87
366,4,8:20.0,,Defensive rebound by O. Casspi,103,87
367,4,8:13.0,,S. Curry misses 2-pt jump shot from 7 ft (block by C. Wilcox),103,87
368,4,8:11.0,,Offensive rebound by O. Casspi,103,87
369,4,8:11.0,Personal foul by S. Curry (drawn by C. Aldrich),,103,87
370,4,8:11.0,,O. Casspi misses 2-pt jump shot from 4 ft,103,87
371,4,8:11.0,Defensive rebound by C. Aldrich,,103,87
372,4,8:11.0,,R. Gay enters the game for O. Casspi,103,87
373,4,7:56.0,C. Wilcox misses 2-pt jump shot from 20 ft,,103,87
374,4,7:55.0,,Defensive rebound by D. Cousins,103,87
375,4,7:46.0,,D. Cousins misses 2-pt hook shot from 4 ft,103,87
376,4,7:45.0,Defensive rebound by C. Aldrich,,103,87
377,4,7:29.0,J. Crawford misses 2-pt layup from 5 ft (block by D. Cousins),,103,87
378,4,7:29.0,Offensive rebound by Team,,103,87
379,4,7:29.0,,D. Collison enters the game for M. Belinelli,103,87
380,4,7:22.0,P. Prigioni misses 3-pt jump shot from 39 ft,,103,87
381,4,7:22.0,,Defensive rebound by Team,103,87
382,4,7:13.0,,Shooting foul by P. Prigioni (drawn by D. Collison),103,87
383,4,7:13.0,,D. Collison misses free throw 1 of 2,103,87
384,4,7:13.0,,Offensive rebound by Team,103,87
385,4,7:13.0,C. Paul enters the game for C. Wilcox,,103,87
386,4,7:13.0,J. Redick enters the game for P. Prigioni,,103,87
