,QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
0,1,11:45.0,A. Stoudemire misses 2-pt jump shot from 18 ft,,0,0
1,1,11:43.0,Offensive rebound by J. Johnson,,0,0
2,1,11:30.0,,Loose ball foul by G. Antetokounmpo,0,0
3,1,11:30.0,Technical foul by A. Stoudemire,,0,0
4,1,11:30.0,,K. Middleton makes technical free throw,0,1
5,1,11:21.0,J. Johnson misses 2-pt jump shot from 16 ft,,0,1
6,1,11:20.0,,Defensive rebound by Team,0,1
7,1,11:11.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Wade),0,1
8,1,10:57.0,Turnover by D. Wade (bad pass),,0,1
9,1,10:40.0,,Shooting foul by J. Johnson (drawn by G. Antetokounmpo),0,1
10,1,10:40.0,,G. Antetokounmpo makes free throw 1 of 2,0,2
11,1,10:40.0,,G. Antetokounmpo makes free throw 2 of 2,0,3
12,1,10:24.0,Turnover by D. Wade (bad pass; steal by G. Antetokounmpo),,0,3
13,1,10:18.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),0,5
14,1,10:06.0,Turnover by D. Wade (bad pass; steal by G. Antetokounmpo),,0,5
15,1,10:03.0,,G. Antetokounmpo makes 2-pt dunk at rim,0,7
16,1,9:49.0,G. Dragić makes 2-pt jump shot from 10 ft,,2,7
17,1,9:30.0,,G. Monroe misses 2-pt hook shot from 5 ft,2,7
18,1,9:28.0,Defensive rebound by A. Stoudemire,,2,7
19,1,9:17.0,Shooting foul by K. Middleton (drawn by D. Wade),,2,7
20,1,9:17.0,D. Wade makes free throw 1 of 2,,3,7
21,1,9:17.0,D. Wade makes free throw 2 of 2,,4,7
22,1,9:05.0,Violation by L. Deng (kicked ball),,4,7
23,1,8:59.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,4,7
24,1,8:58.0,Defensive rebound by L. Deng,,4,7
25,1,8:44.0,A. Stoudemire makes 2-pt dunk at rim (assist by D. Wade),,6,7
26,1,8:19.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),6,10
27,1,7:57.0,G. Dragić misses 3-pt jump shot from 23 ft,,6,10
28,1,7:55.0,,Defensive rebound by J. Parker,6,10
29,1,7:46.0,,Shooting foul by A. Stoudemire (drawn by J. Parker),6,10
30,1,7:46.0,,J. Parker misses free throw 1 of 2,6,10
31,1,7:46.0,,Offensive rebound by Team,6,10
32,1,7:46.0,,J. Parker misses free throw 2 of 2,6,10
33,1,7:45.0,Defensive rebound by L. Deng,,6,10
34,1,7:27.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),,8,10
35,1,7:07.0,,J. Bayless misses 2-pt jump shot from 8 ft,8,10
36,1,7:06.0,,Offensive rebound by G. Monroe,8,10
37,1,6:51.0,,K. Middleton makes 2-pt jump shot from 11 ft,8,12
38,1,6:34.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),,11,12
39,1,6:11.0,,J. Bayless misses 2-pt jump shot from 22 ft,11,12
40,1,6:10.0,,Offensive rebound by G. Monroe,11,12
41,1,6:06.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),11,14
42,1,5:42.0,L. Deng misses 2-pt layup at rim,,11,14
43,1,5:40.0,,Defensive rebound by K. Middleton,11,14
44,1,5:35.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),11,16
45,1,5:27.0,Miami full timeout,,11,16
46,1,5:27.0,J. Winslow enters the game for L. Deng,,11,16
47,1,5:27.0,J. Richardson enters the game for G. Dragić,,11,16
48,1,5:27.0,Turnover by Team (5 sec inbounds),,11,16
49,1,5:15.0,,J. Parker makes 2-pt jump shot from 18 ft (assist by K. Middleton),11,18
50,1,4:48.0,A. Stoudemire misses 2-pt layup from 1 ft,,11,18
51,1,4:46.0,,Defensive rebound by G. Monroe,11,18
52,1,4:43.0,,Turnover by G. Monroe (bad pass; steal by J. Richardson),11,18
53,1,4:31.0,D. Wade makes 2-pt jump shot from 17 ft,,13,18
54,1,4:18.0,,K. Middleton makes 2-pt jump shot from 15 ft,13,20
55,1,3:54.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by J. Johnson),,16,20
56,1,3:36.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,16,20
57,1,3:34.0,Defensive rebound by Team,,16,20
58,1,3:31.0,,T. Ennis enters the game for J. Bayless,16,20
59,1,3:31.0,G. Dragić enters the game for A. Stoudemire,,16,20
60,1,3:31.0,H. Whiteside enters the game for D. Wade,,16,20
61,1,3:19.0,J. Richardson misses 3-pt jump shot from 22 ft,,16,20
62,1,3:17.0,Offensive rebound by H. Whiteside,,16,20
63,1,3:12.0,Turnover by J. Winslow (step out of bounds),,16,20
64,1,3:12.0,,M. Plumlee enters the game for G. Monroe,16,20
65,1,3:02.0,,M. Plumlee makes 2-pt hook shot from 5 ft,16,22
66,1,2:45.0,H. Whiteside makes 2-pt jump shot from 4 ft,,18,22
67,1,2:32.0,,Personal foul by J. Richardson,18,22
68,1,2:32.0,,Milwaukee full timeout,18,22
69,1,2:32.0,,J. O'Bryant enters the game for J. Parker,18,22
70,1,2:21.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,18,22
71,1,2:19.0,Defensive rebound by J. Richardson,,18,22
72,1,2:01.0,Turnover by G. Dragić (lost ball),,18,22
73,1,1:39.0,,Shooting foul by J. Johnson (drawn by G. Antetokounmpo),18,22
74,1,1:39.0,,G. Antetokounmpo misses free throw 1 of 2,18,22
75,1,1:39.0,,Offensive rebound by Team,18,22
76,1,1:39.0,L. Deng enters the game for J. Johnson,,18,22
77,1,1:39.0,,G. Antetokounmpo makes free throw 2 of 2,18,23
78,1,1:27.0,J. Richardson misses 2-pt jump shot from 7 ft,,18,23
79,1,1:23.0,Offensive rebound by H. Whiteside,,18,23
80,1,1:23.0,H. Whiteside makes 2-pt layup from 1 ft,,20,23
81,1,1:15.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by K. Middleton),20,25
82,1,1:00.0,J. Winslow misses 2-pt jump shot from 18 ft,,20,25
83,1,0:59.0,,Defensive rebound by G. Antetokounmpo,20,25
84,1,0:51.0,,K. Middleton misses 2-pt jump shot from 13 ft,20,25
85,1,0:50.0,Defensive rebound by J. Winslow,,20,25
86,1,0:38.0,Turnover by H. Whiteside (traveling),,20,25
87,1,0:32.0,,K. Middleton makes 2-pt layup from 2 ft,20,27
88,1,0:14.0,Shooting foul by G. Antetokounmpo (drawn by H. Whiteside),,20,27
89,1,0:14.0,H. Whiteside makes free throw 1 of 2,,21,27
90,1,0:14.0,,R. Vaughn enters the game for G. Antetokounmpo,21,27
91,1,0:14.0,H. Whiteside makes free throw 2 of 2,,22,27
92,1,0:02.0,,J. O'Bryant makes 2-pt hook shot from 7 ft (assist by K. Middleton),22,29
93,2,11:50.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by T. Ennis),22,31
94,2,11:27.0,L. Deng misses 2-pt jump shot from 17 ft,,22,31
95,2,11:25.0,Offensive rebound by H. Whiteside,,22,31
96,2,11:22.0,H. Whiteside makes 2-pt layup from 1 ft,,24,31
97,2,11:14.0,,T. Ennis makes 2-pt layup from 1 ft,24,33
98,2,10:49.0,G. Dragić misses 3-pt jump shot from 25 ft,,24,33
99,2,10:47.0,,Defensive rebound by Team,24,33
100,2,10:26.0,,T. Ennis misses 2-pt jump shot from 9 ft,24,33
101,2,10:25.0,Defensive rebound by H. Whiteside,,24,33
102,2,10:20.0,J. Winslow makes 2-pt layup at rim (assist by G. Dragić),,26,33
103,2,10:06.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by T. Ennis),26,36
104,2,9:46.0,H. Whiteside misses 2-pt jump shot from 17 ft,,26,36
105,2,9:46.0,Offensive rebound by Team,,26,36
106,2,9:46.0,,Loose ball foul by T. Ennis,26,36
107,2,9:36.0,L. Deng misses 2-pt jump shot from 15 ft,,26,36
108,2,9:34.0,,Defensive rebound by J. O'Bryant,26,36
109,2,9:33.0,,Personal foul by G. Dragić,26,36
110,2,9:28.0,,J. Parker misses 2-pt jump shot from 17 ft,26,36
111,2,9:26.0,Defensive rebound by J. Winslow,,26,36
112,2,9:18.0,J. Winslow misses 2-pt jump shot from 4 ft,,26,36
113,2,9:14.0,Offensive rebound by L. Deng,,26,36
114,2,9:14.0,L. Deng makes 2-pt layup at rim,,28,36
115,2,9:02.0,,R. Vaughn misses 3-pt jump shot from 23 ft,28,36
116,2,9:01.0,Defensive rebound by G. Dragić,,28,36
117,2,8:55.0,G. Dragić misses 2-pt layup from 1 ft,,28,36
118,2,8:52.0,,Defensive rebound by R. Vaughn,28,36
119,2,8:49.0,,T. Ennis misses 2-pt layup from 1 ft (block by J. Richardson),28,36
120,2,8:46.0,Defensive rebound by J. Winslow,,28,36
121,2,8:42.0,H. Whiteside makes 2-pt layup from 1 ft (assist by G. Dragić),,30,36
122,2,8:42.0,,Milwaukee full timeout,30,36
123,2,8:42.0,,J. Bayless enters the game for R. Vaughn,30,36
124,2,8:42.0,D. Wade enters the game for J. Richardson,,30,36
125,2,8:29.0,,J. Parker misses 2-pt jump shot from 16 ft,30,36
126,2,8:28.0,Defensive rebound by L. Deng,,30,36
127,2,8:14.0,Shooting foul by M. Plumlee (drawn by D. Wade),,30,36
128,2,8:14.0,D. Wade makes free throw 1 of 2,,31,36
129,2,8:14.0,A. Stoudemire enters the game for H. Whiteside,,31,36
130,2,8:14.0,D. Wade makes free throw 2 of 2,,32,36
131,2,8:06.0,,M. Plumlee makes 2-pt dunk at rim (assist by T. Ennis),32,38
132,2,7:54.0,Personal foul by T. Ennis,,32,38
133,2,7:40.0,A. Stoudemire makes 2-pt hook shot from 6 ft,,34,38
134,2,7:29.0,,T. Ennis misses 2-pt jump shot from 11 ft,34,38
135,2,7:27.0,,Offensive rebound by J. O'Bryant,34,38
136,2,7:27.0,,Shooting foul by A. Stoudemire (drawn by J. O'Bryant),34,38
137,2,7:27.0,,J. O'Bryant makes free throw 1 of 2,34,39
138,2,7:27.0,H. Whiteside enters the game for A. Stoudemire,,34,39
139,2,7:27.0,,J. O'Bryant misses free throw 2 of 2,34,39
140,2,7:26.0,Defensive rebound by H. Whiteside,,34,39
141,2,7:16.0,D. Wade makes 2-pt layup from 1 ft,,36,39
142,2,7:00.0,,Turnover by M. Plumlee (traveling),36,39
143,2,7:00.0,,G. Antetokounmpo enters the game for J. O'Bryant,36,39
144,2,7:00.0,,K. Middleton enters the game for T. Ennis,36,39
145,2,6:47.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,38,39
146,2,6:28.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),38,41
147,2,6:04.0,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Winslow),,40,41
148,2,6:04.0,Shooting foul by G. Antetokounmpo (drawn by H. Whiteside),,40,41
149,2,6:04.0,J. Johnson enters the game for J. Winslow,,40,41
150,2,6:04.0,J. Richardson enters the game for G. Dragić,,40,41
151,2,6:04.0,,G. Monroe enters the game for M. Plumlee,40,41
152,2,6:04.0,H. Whiteside makes free throw 1 of 1,,41,41
153,2,5:45.0,,K. Middleton misses 2-pt jump shot from 19 ft,41,41
154,2,5:43.0,,Offensive rebound by J. Parker,41,41
155,2,5:36.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Bayless),41,43
156,2,5:26.0,Shooting foul by G. Monroe (drawn by H. Whiteside),,41,43
157,2,5:26.0,Official timeout,,41,43
158,2,5:26.0,,T. Ennis enters the game for G. Antetokounmpo,41,43
159,2,5:26.0,H. Whiteside makes free throw 1 of 2,,42,43
160,2,5:26.0,H. Whiteside makes free throw 2 of 2,,43,43
161,2,5:09.0,,G. Monroe makes 2-pt hook shot from 5 ft (assist by K. Middleton),43,45
162,2,4:52.0,H. Whiteside misses 2-pt jump shot from 18 ft,,43,45
163,2,4:51.0,,Defensive rebound by K. Middleton,43,45
164,2,4:43.0,,G. Monroe misses 2-pt jump shot from 15 ft,43,45
165,2,4:41.0,Defensive rebound by J. Richardson,,43,45
166,2,4:21.0,L. Deng misses 2-pt jump shot from 18 ft,,43,45
167,2,4:19.0,,Defensive rebound by G. Monroe,43,45
168,2,4:12.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),43,47
169,2,4:04.0,Miami full timeout,,43,47
170,2,4:04.0,J. Winslow enters the game for L. Deng,,43,47
171,2,3:50.0,D. Wade makes 2-pt layup from 2 ft,,45,47
172,2,3:33.0,,Personal foul by H. Whiteside,45,47
173,2,3:29.0,,Turnover by J. Parker (bad pass; steal by J. Richardson),45,47
174,2,3:25.0,Shooting foul by J. Bayless (drawn by J. Richardson),,45,47
175,2,3:25.0,J. Richardson misses free throw 1 of 2,,45,47
176,2,3:25.0,Offensive rebound by Team,,45,47
177,2,3:25.0,J. Richardson makes free throw 2 of 2,,46,47
178,2,3:09.0,,J. Bayless makes 2-pt jump shot from 19 ft,46,49
179,2,2:51.0,J. Winslow misses 2-pt jump shot from 15 ft,,46,49
180,2,2:50.0,,Defensive rebound by G. Monroe,46,49
181,2,2:37.0,,K. Middleton makes 2-pt layup at rim (assist by G. Monroe),46,51
182,2,2:22.0,J. Richardson makes 2-pt dunk from 1 ft,,48,51
183,2,2:17.0,,Turnover by T. Ennis (lost ball; steal by D. Wade),48,51
184,2,2:17.0,Clear path foul by G. Monroe,,48,51
185,2,2:17.0,D. Wade makes clear path free throw 1 of 2,,49,51
186,2,2:17.0,D. Wade makes clear path free throw 2 of 2,,50,51
187,2,2:17.0,G. Dragić enters the game for J. Richardson,,50,51
188,2,1:56.0,D. Wade misses 2-pt jump shot from 20 ft,,50,51
189,2,1:55.0,Offensive rebound by H. Whiteside,,50,51
190,2,1:52.0,D. Wade misses 2-pt layup from 1 ft,,50,51
191,2,1:49.0,,Defensive rebound by G. Monroe,50,51
192,2,1:35.0,,K. Middleton makes 2-pt dunk at rim (assist by G. Monroe),50,53
193,2,1:18.0,G. Dragić makes 2-pt layup at rim (assist by D. Wade),,52,53
194,2,1:03.0,,G. Monroe misses 2-pt layup from 2 ft (block by H. Whiteside),52,53
195,2,1:01.0,,Offensive rebound by J. Bayless,52,53
196,2,1:01.0,,J. Bayless misses 2-pt layup from 1 ft (block by H. Whiteside),52,53
197,2,0:59.0,,Offensive rebound by Team,52,53
198,2,0:59.0,L. Deng enters the game for J. Johnson,,52,53
199,2,0:55.0,,J. Parker misses 2-pt layup at rim,52,53
200,2,0:54.0,,Offensive rebound by G. Monroe,52,53
201,2,0:52.0,,G. Monroe makes 2-pt layup from 2 ft,52,55
202,2,0:42.0,H. Whiteside makes 2-pt dunk at rim,,54,55
203,2,0:32.0,,K. Middleton misses 2-pt jump shot from 21 ft,54,55
204,2,0:30.0,Defensive rebound by H. Whiteside,,54,55
205,2,0:12.0,Turnover by D. Wade (bad pass; steal by K. Middleton),,54,55
206,2,0:02.0,,Shooting foul by H. Whiteside (drawn by J. Parker),54,55
207,2,0:02.0,,J. Parker makes free throw 1 of 2,54,56
208,2,0:02.0,,J. Parker makes free throw 2 of 2,54,57
209,2,0:01.0,D. Wade misses 3-pt jump shot from 69 ft,,54,57
210,2,0:00.0,Offensive rebound by Team,,54,57
211,3,11:46.0,,J. Parker makes 2-pt jump shot from 12 ft (assist by K. Middleton),54,59
212,3,11:46.0,,Shooting foul by D. Wade (drawn by J. Parker),54,59
213,3,11:46.0,,J. Parker makes free throw 1 of 1,54,60
214,3,11:22.0,Turnover by L. Deng (lost ball; steal by G. Monroe),,54,60
215,3,11:15.0,,Turnover by K. Middleton (traveling),54,60
216,3,11:05.0,L. Deng makes 2-pt jump shot from 22 ft (assist by G. Dragić),,56,60
217,3,10:49.0,,J. Parker makes 2-pt dunk at rim (assist by J. Bayless),56,62
218,3,10:27.0,L. Deng makes 2-pt layup at rim (assist by D. Wade),,58,62
219,3,10:06.0,,G. Monroe makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),58,64
220,3,9:52.0,L. Deng misses 3-pt jump shot from 24 ft,,58,64
221,3,9:50.0,,Defensive rebound by J. Parker,58,64
222,3,9:40.0,,J. Bayless misses 2-pt jump shot from 7 ft,58,64
223,3,9:39.0,Defensive rebound by G. Dragić,,58,64
224,3,9:30.0,Turnover by A. Stoudemire (bad pass; steal by J. Parker),,58,64
225,3,9:27.0,,Turnover by G. Monroe (lost ball),58,64
226,3,9:03.0,Shooting foul by J. Bayless (drawn by G. Dragić),,58,64
227,3,9:03.0,G. Dragić makes free throw 1 of 2,,59,64
228,3,9:03.0,G. Dragić makes free throw 2 of 2,,60,64
229,3,8:52.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,60,64
230,3,8:51.0,Defensive rebound by L. Deng,,60,64
231,3,8:37.0,J. Johnson makes 2-pt jump shot from 16 ft,,62,64
232,3,8:22.0,,Personal foul by L. Deng,62,64
233,3,8:14.0,,Shooting foul by D. Wade (drawn by J. Parker),62,64
234,3,8:14.0,,J. Parker makes free throw 1 of 2,62,65
235,3,8:14.0,,J. Parker makes free throw 2 of 2,62,66
236,3,7:58.0,G. Dragić misses 2-pt jump shot from 14 ft,,62,66
237,3,7:57.0,,Defensive rebound by G. Antetokounmpo,62,66
238,3,7:53.0,,Personal foul by G. Dragić,62,66
239,3,7:53.0,,G. Antetokounmpo makes free throw 1 of 2,62,67
240,3,7:53.0,,G. Antetokounmpo misses free throw 2 of 2,62,67
241,3,7:52.0,Defensive rebound by L. Deng,,62,67
242,3,7:44.0,D. Wade misses 2-pt layup from 1 ft,,62,67
243,3,7:44.0,Offensive rebound by L. Deng,,62,67
244,3,7:44.0,Personal foul by J. Parker,,62,67
245,3,7:28.0,Turnover by D. Wade (bad pass; steal by J. Parker),,62,67
246,3,7:23.0,,J. Parker makes 2-pt layup from 1 ft,62,69
247,3,7:01.0,A. Stoudemire makes 2-pt dunk at rim (assist by L. Deng),,64,69
248,3,6:35.0,,Shooting foul by G. Dragić (drawn by J. Bayless),64,69
249,3,6:35.0,,J. Bayless makes free throw 1 of 2,64,70
250,3,6:35.0,,J. Bayless misses free throw 2 of 2,64,70
251,3,6:34.0,,Offensive rebound by K. Middleton,64,70
252,3,6:29.0,,G. Monroe misses 2-pt layup from 4 ft (block by L. Deng),64,70
253,3,6:27.0,Defensive rebound by L. Deng,,64,70
254,3,6:21.0,J. Johnson misses 3-pt jump shot from 24 ft,,64,70
255,3,6:20.0,,Defensive rebound by G. Antetokounmpo,64,70
256,3,6:02.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by A. Stoudemire),64,70
257,3,6:00.0,,Offensive rebound by G. Monroe,64,70
