,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,UTAH_ACTION,WASHINGTON_SCORE,UTAH_SCORE
398,4,4:29.0,,S. Mack makes 2-pt jump shot from 16 ft,84,100
399,4,4:10.0,Shooting foul by T. Lyles (drawn by J. Wall),,84,100
400,4,4:10.0,J. Wall makes free throw 1 of 2,,85,100
401,4,4:10.0,M. Thornton enters the game for R. Sessions,,85,100
402,4,4:10.0,J. Dudley enters the game for M. Gortat,,85,100
403,4,4:10.0,,D. Favors enters the game for R. Gobert,85,100
404,4,4:10.0,J. Wall makes free throw 2 of 2,,86,100
405,4,3:56.0,,T. Lyles makes 2-pt layup from 2 ft,86,102
406,4,3:47.0,J. Wall makes 2-pt layup from 2 ft,,88,102
407,4,3:34.0,,S. Mack misses 3-pt jump shot from 24 ft,88,102
408,4,3:33.0,,Offensive rebound by D. Favors,88,102
409,4,3:15.0,,S. Mack makes 2-pt jump shot from 14 ft,88,104
410,4,3:05.0,J. Wall makes 2-pt layup at rim,,90,104
411,4,3:04.0,,Utah full timeout,90,104
412,4,2:50.0,,G. Hayward makes 2-pt jump shot from 19 ft,90,106
413,4,2:39.0,J. Dudley misses 3-pt jump shot from 24 ft,,90,106
414,4,2:38.0,,Defensive rebound by S. Mack,90,106
415,4,2:26.0,,Shooting foul by J. Dudley (drawn by D. Favors),90,106
416,4,2:26.0,,D. Favors misses free throw 1 of 2,90,106
417,4,2:26.0,,Offensive rebound by Team,90,106
418,4,2:26.0,,D. Favors makes free throw 2 of 2,90,107
419,4,2:18.0,J. Wall misses 3-pt jump shot from 24 ft,,90,107
420,4,2:17.0,,Defensive rebound by G. Hayward,90,107
421,4,2:17.0,,Personal foul by M. Thornton,90,107
422,4,2:17.0,K. Oubre enters the game for J. Wall,,90,107
423,4,2:17.0,,G. Hayward makes free throw 1 of 2,90,108
424,4,2:17.0,J. Eddie enters the game for O. Porter,,90,108
425,4,2:17.0,R. Sessions enters the game for M. Morris,,90,108
426,4,2:17.0,J. Hickson enters the game for J. Dudley,,90,108
427,4,2:17.0,,J. Withey enters the game for D. Favors,90,108
428,4,2:17.0,,C. Johnson enters the game for R. Hood,90,108
429,4,2:17.0,,G. Hayward makes free throw 2 of 2,90,109
430,4,2:02.0,M. Thornton misses 2-pt jump shot from 18 ft,,90,109
431,4,2:01.0,,Defensive rebound by T. Lyles,90,109
432,4,1:38.0,,J. Withey misses 2-pt hook shot from 4 ft,90,109
433,4,1:38.0,Defensive rebound by K. Oubre,,90,109
434,4,1:18.0,J. Eddie misses 3-pt jump shot from 22 ft,,90,109
435,4,1:17.0,,Defensive rebound by S. Mack,90,109
436,4,1:00.0,,J. Withey makes 2-pt hook shot from 2 ft,90,111
437,4,1:00.0,,Shooting foul by J. Hickson (drawn by J. Withey),90,111
438,4,1:00.0,,J. Ingles enters the game for G. Hayward,90,111
439,4,1:00.0,,R. Neto enters the game for S. Mack,90,111
440,4,1:00.0,,J. Withey makes free throw 1 of 1,90,112
441,4,0:43.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by J. Hickson),,93,112
442,4,0:29.0,,R. Neto makes 2-pt layup from 2 ft,93,114
443,4,0:13.0,R. Sessions misses 2-pt layup from 2 ft,,93,114
444,4,0:12.0,,Defensive rebound by C. Johnson,93,114
