,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ORLANDO_ACTION,NEW YORK_SCORE,ORLANDO_SCORE
80,1,4:30.0,,Defensive rebound by E. Payton,13,13
81,1,4:24.0,,N. Vučević makes 2-pt jump shot from 1 ft (assist by E. Payton),13,15
82,1,4:07.0,Turnover by L. Galloway (bad pass),,13,15
83,1,4:07.0,Loose ball foul by L. Galloway (drawn by V. Oladipo),,13,15
84,1,4:07.0,,V. Oladipo makes free throw 1 of 2,13,16
85,1,4:07.0,K. O'Quinn enters the game for K. Porziņģis,,13,16
86,1,4:07.0,,V. Oladipo makes free throw 2 of 2,13,17
87,1,3:52.0,K. O'Quinn misses 3-pt jump shot from 24 ft,,13,17
88,1,3:51.0,Offensive rebound by L. Thomas,,13,17
89,1,3:51.0,L. Thomas makes 2-pt dunk at rim,,15,17
90,1,3:28.0,,A. Nicholson misses 2-pt jump shot from 6 ft (block by K. O'Quinn),15,17
91,1,3:26.0,Defensive rebound by R. Lopez,,15,17
92,1,3:06.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,15,17
93,1,3:04.0,,Defensive rebound by E. Payton,15,17
94,1,2:59.0,,Orlando full timeout,15,17
95,1,2:59.0,,S. Napier enters the game for E. Payton,15,17
96,1,2:59.0,J. Grant enters the game for R. Lopez,,15,17
97,1,2:59.0,K. Séraphin enters the game for J. Calderón,,15,17
98,1,2:45.0,,N. Vučević makes 2-pt hook shot from 9 ft (assist by A. Nicholson),15,19
99,1,2:28.0,L. Galloway misses 2-pt jump shot from 5 ft (block by N. Vučević),,15,19
100,1,2:23.0,,Defensive rebound by T. Harris,15,19
101,1,2:17.0,,Turnover by N. Vučević (bad pass),15,19
102,1,2:17.0,,A. Gordon enters the game for T. Harris,15,19
103,1,2:01.0,Shooting foul by N. Vučević (drawn by L. Thomas),,15,19
104,1,2:01.0,L. Thomas makes free throw 1 of 2,,16,19
105,1,2:01.0,,J. Smith enters the game for N. Vučević,16,19
106,1,2:01.0,L. Thomas makes free throw 2 of 2,,17,19
107,1,1:43.0,,V. Oladipo misses 3-pt jump shot from 23 ft,17,19
108,1,1:41.0,Defensive rebound by K. O'Quinn,,17,19
109,1,1:26.0,L. Galloway misses 2-pt jump shot from 3 ft,,17,19
110,1,1:25.0,Offensive rebound by K. O'Quinn,,17,19
111,1,1:18.0,L. Galloway misses 2-pt jump shot from 10 ft,,17,19
112,1,1:17.0,,Defensive rebound by A. Gordon,17,19
113,1,1:00.0,,S. Napier misses 2-pt jump shot from 5 ft,17,19
114,1,1:00.0,,Offensive rebound by S. Napier,17,19
115,1,0:58.0,,A. Nicholson misses 3-pt jump shot from 26 ft,17,19
116,1,0:56.0,,Offensive rebound by A. Gordon,17,19
117,1,0:56.0,,Shooting foul by L. Galloway (drawn by A. Gordon),17,19
118,1,0:56.0,,A. Gordon misses free throw 1 of 2,17,19
119,1,0:56.0,,Offensive rebound by Team,17,19
120,1,0:56.0,S. Vujačić enters the game for L. Galloway,,17,19
121,1,0:56.0,,A. Gordon makes free throw 2 of 2,17,20
122,1,0:40.0,K. Séraphin misses 2-pt jump shot from 20 ft,,17,20
123,1,0:38.0,,Defensive rebound by A. Gordon,17,20
124,1,0:21.0,,V. Oladipo misses 2-pt jump shot from 12 ft,17,20
125,1,0:19.0,Defensive rebound by J. Grant,,17,20
126,2,11:45.0,S. Vujačić misses 3-pt jump shot from 24 ft,,17,20
127,2,11:44.0,,Defensive rebound by Team,17,20
128,2,11:31.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by V. Oladipo),17,22
129,2,11:19.0,Offensive foul by J. Grant (drawn by S. Napier),,17,22
130,2,11:19.0,Turnover by J. Grant (offensive foul),,17,22
131,2,11:08.0,,Shooting foul by S. Vujačić (drawn by V. Oladipo),17,22
132,2,11:08.0,,V. Oladipo makes free throw 1 of 2,17,23
133,2,11:08.0,,V. Oladipo makes free throw 2 of 2,17,24
134,2,10:51.0,K. Séraphin misses 2-pt jump shot from 7 ft,,17,24
135,2,10:50.0,,Defensive rebound by V. Oladipo,17,24
136,2,10:46.0,,V. Oladipo misses 2-pt dunk from 1 ft,17,24
137,2,10:43.0,Defensive rebound by S. Vujačić,,17,24
138,2,10:32.0,K. O'Quinn misses 2-pt jump shot from 11 ft (block by J. Smith),,17,24
139,2,10:29.0,,Defensive rebound by A. Nicholson,17,24
140,2,10:27.0,,V. Oladipo makes 2-pt layup at rim (assist by S. Napier),17,26
141,2,10:04.0,L. Thomas misses 2-pt jump shot from 14 ft,,17,26
142,2,10:02.0,,Defensive rebound by J. Smith,17,26
143,2,9:51.0,,A. Nicholson makes 2-pt layup from 1 ft,17,28
144,2,9:49.0,New York full timeout,,17,28
145,2,9:49.0,C. Anthony enters the game for K. O'Quinn,,17,28
146,2,9:49.0,L. Amundson enters the game for K. Séraphin,,17,28
147,2,9:36.0,Turnover by J. Grant (bad pass; steal by J. Smith),,17,28
148,2,9:27.0,,A. Gordon misses 2-pt layup from 2 ft (block by S. Vujačić),17,28
149,2,9:24.0,,Offensive rebound by A. Gordon,17,28
150,2,9:22.0,,A. Gordon misses 2-pt layup at rim,17,28
151,2,9:20.0,,Offensive rebound by A. Gordon,17,28
152,2,9:20.0,,A. Gordon misses 2-pt layup at rim,17,28
153,2,9:17.0,Defensive rebound by L. Amundson,,17,28
154,2,9:08.0,Shooting foul by V. Oladipo (drawn by L. Thomas),,17,28
155,2,9:08.0,L. Thomas makes free throw 1 of 2,,18,28
156,2,9:08.0,J. Calderón enters the game for J. Grant,,18,28
157,2,9:08.0,L. Thomas makes free throw 2 of 2,,19,28
158,2,8:59.0,,S. Napier misses 3-pt jump shot from 25 ft,19,28
159,2,8:58.0,Defensive rebound by L. Amundson,,19,28
160,2,8:34.0,J. Calderón misses 3-pt jump shot from 28 ft,,19,28
161,2,8:34.0,Offensive rebound by Team,,19,28
162,2,8:34.0,Turnover by Team (shot clock),,19,28
163,2,8:34.0,Official timeout,,19,28
164,2,8:34.0,,E. Payton enters the game for S. Napier,19,28
165,2,8:13.0,K. Porziņģis enters the game for L. Thomas,,19,28
166,2,8:08.0,,Turnover by Team (shot clock),19,28
167,2,7:54.0,Shooting foul by A. Gordon (drawn by C. Anthony),,19,28
168,2,7:54.0,C. Anthony makes free throw 1 of 2,,20,28
169,2,7:54.0,A. Afflalo enters the game for S. Vujačić,,20,28
170,2,7:54.0,,E. Fournier enters the game for V. Oladipo,20,28
171,2,7:54.0,C. Anthony makes free throw 2 of 2,,21,28
172,2,7:30.0,,A. Nicholson misses 2-pt hook shot from 12 ft,21,28
173,2,7:28.0,Defensive rebound by C. Anthony,,21,28
174,2,7:21.0,C. Anthony makes 2-pt jump shot from 20 ft,,23,28
175,2,7:05.0,,A. Nicholson makes 3-pt jump shot from 22 ft (assist by E. Payton),23,31
176,2,6:57.0,Personal foul by E. Fournier (drawn by J. Calderón),,23,31
177,2,6:57.0,,C. Frye enters the game for A. Nicholson,23,31
178,2,6:49.0,C. Anthony makes 2-pt jump shot from 15 ft,,25,31
179,2,6:32.0,,E. Payton misses 2-pt jump shot from 19 ft,25,31
180,2,6:30.0,Defensive rebound by K. Porziņģis,,25,31
181,2,6:17.0,L. Amundson misses 2-pt jump shot from 8 ft,,25,31
182,2,6:17.0,,Defensive rebound by C. Frye,25,31
183,2,6:08.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by E. Payton),25,34
184,2,5:49.0,Turnover by C. Anthony (bad pass),,25,34
185,2,5:49.0,,Orlando full timeout,25,34
186,2,5:49.0,R. Lopez enters the game for L. Amundson,,25,34
187,2,5:49.0,,T. Harris enters the game for A. Gordon,25,34
188,2,5:49.0,,N. Vučević enters the game for J. Smith,25,34
189,2,5:37.0,,T. Harris makes 2-pt layup from 1 ft (assist by E. Payton),25,36
190,2,5:23.0,Personal foul by N. Vučević (drawn by K. Porziņģis),,25,36
191,2,5:09.0,J. Calderón misses 2-pt jump shot from 17 ft,,25,36
192,2,5:07.0,,Defensive rebound by T. Harris,25,36
193,2,4:51.0,,E. Payton misses 3-pt jump shot from 25 ft,25,36
194,2,4:49.0,Defensive rebound by K. Porziņģis,,25,36
195,2,4:40.0,C. Anthony misses 2-pt jump shot from 15 ft,,25,36
196,2,4:39.0,Offensive rebound by R. Lopez,,25,36
197,2,4:39.0,R. Lopez misses 2-pt layup from 1 ft,,25,36
198,2,4:33.0,,Defensive rebound by E. Fournier,25,36
199,2,4:25.0,,E. Payton misses 2-pt jump shot from 13 ft,25,36
200,2,4:22.0,,Offensive rebound by N. Vučević,25,36
201,2,4:22.0,,N. Vučević misses 2-pt layup at rim,25,36
202,2,4:18.0,Defensive rebound by R. Lopez,,25,36
203,2,4:07.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,28,36
204,2,3:43.0,,E. Fournier misses 3-pt jump shot from 26 ft,28,36
205,2,3:42.0,Defensive rebound by J. Calderón,,28,36
206,2,3:35.0,A. Afflalo misses 3-pt jump shot from 24 ft,,28,36
207,2,3:34.0,,Defensive rebound by N. Vučević,28,36
208,2,3:24.0,,C. Frye misses 2-pt jump shot from 21 ft,28,36
209,2,3:23.0,,Offensive rebound by E. Fournier,28,36
210,2,3:21.0,,E. Fournier misses 2-pt jump shot from 3 ft,28,36
211,2,3:19.0,Defensive rebound by C. Anthony,,28,36
212,2,3:03.0,A. Afflalo makes 2-pt layup from 2 ft,,30,36
213,2,2:48.0,,T. Harris makes 2-pt hook shot from 3 ft,30,38
214,2,2:39.0,New York full timeout,,30,38
215,2,2:39.0,,J. Smith enters the game for N. Vučević,30,38
216,2,2:32.0,A. Afflalo misses 3-pt jump shot from 24 ft,,30,38
217,2,2:31.0,Offensive rebound by K. Porziņģis,,30,38
218,2,2:29.0,Turnover by K. Porziņģis (lost ball),,30,38
219,2,2:19.0,,Offensive foul by J. Smith (drawn by K. Porziņģis),30,38
220,2,2:19.0,,Turnover by J. Smith (offensive foul),30,38
221,2,2:08.0,R. Lopez makes 2-pt jump shot from 3 ft (assist by J. Calderón),,32,38
222,2,1:52.0,,E. Fournier misses 3-pt jump shot from 25 ft,32,38
223,2,1:50.0,Defensive rebound by R. Lopez,,32,38
224,2,1:44.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,32,38
225,2,1:42.0,,Defensive rebound by E. Payton,32,38
226,2,1:33.0,,J. Smith makes 2-pt jump shot from 16 ft (assist by E. Payton),32,40
227,2,1:22.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,32,40
228,2,1:21.0,,Defensive rebound by J. Smith,32,40
229,2,1:13.0,,J. Smith makes 2-pt jump shot from 15 ft (assist by E. Payton),32,42
230,2,0:54.0,R. Lopez makes 2-pt jump shot from 6 ft (assist by C. Anthony),,34,42
231,2,0:36.0,,Shooting foul by J. Calderón (drawn by J. Smith),34,42
232,2,0:36.0,,J. Smith makes free throw 1 of 2,34,43
233,2,0:36.0,,J. Smith makes free throw 2 of 2,34,44
234,2,0:21.0,Personal foul by E. Payton (drawn by J. Calderón),,34,44
235,2,0:21.0,J. Calderón makes free throw 1 of 2,,35,44
236,2,0:21.0,L. Thomas enters the game for C. Anthony,,35,44
237,2,0:21.0,L. Amundson enters the game for R. Lopez,,35,44
238,2,0:21.0,L. Galloway enters the game for A. Afflalo,,35,44
239,2,0:21.0,J. Calderón misses free throw 2 of 2,,35,44
240,2,0:20.0,,Defensive rebound by T. Harris,35,44
241,2,0:00.0,,E. Payton makes 2-pt jump shot from 16 ft,35,46
242,3,11:35.0,A. Afflalo makes 3-pt jump shot from 26 ft (assist by J. Calderón),,38,46
243,3,11:19.0,,N. Vučević misses 2-pt jump shot from 17 ft,38,46
244,3,11:17.0,Defensive rebound by R. Lopez,,38,46
245,3,11:02.0,J. Calderón makes 2-pt layup from 2 ft (assist by K. Porziņģis),,40,46
246,3,10:39.0,,T. Harris misses 2-pt jump shot from 18 ft,40,46
247,3,10:37.0,Defensive rebound by K. Porziņģis,,40,46
248,3,10:15.0,C. Anthony makes 2-pt jump shot from 8 ft,,42,46
249,3,9:56.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),42,49
250,3,9:41.0,A. Afflalo makes 2-pt jump shot from 12 ft,,44,49
251,3,9:24.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),44,51
252,3,9:01.0,,Violation by C. Frye (def goaltending),44,51
253,3,9:01.0,J. Calderón makes 2-pt layup from 2 ft,,46,51
254,3,8:49.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),46,53
255,3,8:29.0,A. Afflalo misses 2-pt jump shot from 12 ft,,46,53
256,3,8:28.0,Offensive rebound by K. Porziņģis,,46,53
257,3,8:27.0,K. Porziņģis makes 2-pt layup from 3 ft,,48,53
258,3,8:14.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),48,55
259,3,7:57.0,A. Afflalo misses 2-pt jump shot from 12 ft,,48,55
260,3,7:54.0,,Defensive rebound by N. Vučević,48,55
261,3,7:47.0,,E. Fournier misses 2-pt layup from 1 ft,48,55
262,3,7:43.0,Defensive rebound by C. Anthony,,48,55
263,3,7:33.0,Personal foul by E. Fournier (drawn by K. Porziņģis),,48,55
264,3,7:26.0,Shooting foul by T. Harris (drawn by C. Anthony),,48,55
265,3,7:26.0,C. Anthony makes free throw 1 of 2,,49,55
266,3,7:26.0,C. Anthony misses free throw 2 of 2,,49,55
267,3,7:24.0,,Defensive rebound by C. Frye,49,55
268,3,7:10.0,,Turnover by T. Harris (lost ball),49,55
269,3,6:52.0,K. Porziņģis makes 2-pt jump shot from 18 ft,,51,55
270,3,6:30.0,,C. Frye misses 3-pt jump shot from 22 ft,51,55
271,3,6:29.0,Defensive rebound by J. Calderón,,51,55
272,3,6:25.0,C. Anthony misses 3-pt jump shot from 27 ft,,51,55
273,3,6:21.0,,Defensive rebound by N. Vučević,51,55
274,3,6:09.0,,E. Payton misses 2-pt layup from 2 ft (block by K. Porziņģis),51,55
275,3,6:06.0,Defensive rebound by R. Lopez,,51,55
276,3,6:02.0,A. Afflalo misses 2-pt jump shot from 5 ft (block by N. Vučević),,51,55
277,3,6:00.0,,Defensive rebound by Team,51,55
278,3,6:00.0,,V. Oladipo enters the game for E. Fournier,51,55
279,3,5:48.0,,N. Vučević makes 2-pt hook shot from 5 ft,51,57
280,3,5:46.0,New York full timeout,,51,57
281,3,5:44.0,,A. Nicholson enters the game for C. Frye,51,57
282,3,5:28.0,J. Calderón misses 2-pt jump shot from 9 ft,,51,57
283,3,5:28.0,Offensive rebound by Team,,51,57
284,3,5:21.0,K. Porziņģis misses 2-pt jump shot from 20 ft,,51,57
285,3,5:20.0,Offensive rebound by C. Anthony,,51,57
286,3,5:10.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),,54,57
287,3,4:45.0,,V. Oladipo misses 2-pt jump shot from 18 ft,54,57
288,3,4:44.0,,Offensive rebound by N. Vučević,54,57
289,3,4:34.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by V. Oladipo),54,60
290,3,4:08.0,J. Calderón makes 3-pt jump shot from 23 ft (assist by R. Lopez),,57,60
291,3,3:55.0,,Shooting foul by R. Lopez (drawn by V. Oladipo),57,60
292,3,3:55.0,,V. Oladipo makes free throw 1 of 2,57,61
293,3,3:55.0,,V. Oladipo makes free throw 2 of 2,57,62
294,3,3:32.0,C. Anthony misses 2-pt jump shot from 18 ft,,57,62
295,3,3:31.0,,Defensive rebound by V. Oladipo,57,62
296,3,3:18.0,,V. Oladipo misses 2-pt layup from 1 ft,57,62
297,3,3:17.0,,Offensive rebound by N. Vučević,57,62
298,3,3:17.0,,N. Vučević misses 2-pt layup from 2 ft,57,62
299,3,3:12.0,Defensive rebound by C. Anthony,,57,62
300,3,3:04.0,K. Séraphin enters the game for K. Porziņģis,,57,62
301,3,3:04.0,K. O'Quinn enters the game for R. Lopez,,57,62
302,3,2:53.0,Turnover by K. Séraphin (offensive foul),,57,62
303,3,2:53.0,Offensive foul by K. Séraphin (drawn by A. Nicholson),,57,62
304,3,2:53.0,,Orlando full timeout,57,62
305,3,2:53.0,L. Galloway enters the game for A. Afflalo,,57,62
306,3,2:53.0,S. Vujačić enters the game for J. Calderón,,57,62
307,3,2:40.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by T. Harris),57,64
308,3,2:19.0,,S. Napier enters the game for E. Payton,57,64
309,3,2:12.0,K. O'Quinn misses 2-pt jump shot from 19 ft,,57,64
310,3,2:10.0,,Defensive rebound by V. Oladipo,57,64
311,3,2:05.0,,V. Oladipo makes 2-pt layup at rim,57,66
312,3,2:05.0,,Shooting foul by K. O'Quinn (drawn by V. Oladipo),57,66
313,3,2:05.0,,A. Gordon enters the game for T. Harris,57,66
314,3,2:05.0,,V. Oladipo makes free throw 1 of 1,57,67
315,3,1:41.0,C. Anthony misses 2-pt jump shot from 11 ft (block by A. Gordon),,57,67
316,3,1:39.0,Offensive rebound by C. Anthony,,57,67
317,3,1:39.0,C. Anthony makes 2-pt layup from 1 ft,,59,67
318,3,1:25.0,,Shooting foul by K. Séraphin (drawn by V. Oladipo),59,67
319,3,1:25.0,,V. Oladipo misses free throw 1 of 2,59,67
320,3,1:25.0,,Offensive rebound by Team,59,67
321,3,1:25.0,,J. Smith enters the game for N. Vučević,59,67
322,3,1:25.0,A. Afflalo enters the game for S. Vujačić,,59,67
323,3,1:25.0,,V. Oladipo makes free throw 2 of 2,59,68
324,3,1:08.0,L. Galloway misses 3-pt jump shot from 23 ft,,59,68
325,3,1:07.0,,Defensive rebound by Team,59,68
326,3,0:54.0,,V. Oladipo makes 2-pt jump shot from 16 ft,59,70
327,3,0:42.0,C. Anthony misses 2-pt layup from 2 ft,,59,70
328,3,0:41.0,Offensive rebound by C. Anthony,,59,70
329,3,0:41.0,C. Anthony misses 2-pt layup from 2 ft (block by A. Gordon),,59,70
330,3,0:41.0,Offensive rebound by Team,,59,70
331,3,0:37.0,K. O'Quinn makes 2-pt jump shot from 13 ft (assist by A. Afflalo),,61,70
332,3,0:24.0,,S. Napier makes 2-pt jump shot from 16 ft,61,72
333,3,0:02.0,K. O'Quinn makes 2-pt dunk at rim (assist by K. Séraphin),,63,72
334,3,0:00.0,,V. Oladipo misses 3-pt jump shot from 59 ft,63,72
335,3,0:00.0,,Offensive rebound by Team,63,72
336,4,11:49.0,,V. Oladipo makes 2-pt jump shot from 17 ft (assist by A. Gordon),63,74
337,4,11:30.0,A. Afflalo misses 2-pt jump shot from 18 ft,,63,74
338,4,11:29.0,,Defensive rebound by Team,63,74
339,4,11:29.0,S. Vujačić enters the game for A. Afflalo,,63,74
340,4,11:19.0,,V. Oladipo misses 2-pt layup from 1 ft,63,74
341,4,11:18.0,Defensive rebound by K. O'Quinn,,63,74
342,4,11:02.0,S. Vujačić misses 3-pt jump shot from 24 ft,,63,74
343,4,11:01.0,,Defensive rebound by A. Nicholson,63,74
344,4,10:50.0,,Shooting foul by L. Galloway (drawn by V. Oladipo),63,74
345,4,10:50.0,,V. Oladipo makes free throw 1 of 2,63,75
346,4,10:50.0,,V. Oladipo makes free throw 2 of 2,63,76
347,4,10:34.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,63,76
348,4,10:32.0,Offensive rebound by Team,,63,76
349,4,10:30.0,Offensive foul by S. Vujačić (drawn by V. Oladipo),,63,76
350,4,10:30.0,Turnover by S. Vujačić (offensive foul),,63,76
351,4,10:15.0,,A. Gordon misses 2-pt jump shot from 17 ft,63,76
352,4,10:14.0,Defensive rebound by K. Porziņģis,,63,76
353,4,10:01.0,Shooting foul by A. Nicholson (drawn by K. Porziņģis),,63,76
354,4,10:01.0,K. Porziņģis makes free throw 1 of 2,,64,76
355,4,10:01.0,C. Anthony enters the game for K. O'Quinn,,64,76
356,4,10:01.0,K. Porziņģis misses free throw 2 of 2,,64,76
357,4,10:00.0,,Defensive rebound by J. Smith,64,76
358,4,9:51.0,,Personal foul by L. Galloway (drawn by V. Oladipo),64,76
359,4,9:45.0,,S. Napier misses 2-pt jump shot from 19 ft,64,76
360,4,9:44.0,Defensive rebound by C. Anthony,,64,76
361,4,9:35.0,K. Porziņģis misses 2-pt jump shot from 3 ft (block by A. Nicholson),,64,76
362,4,9:35.0,Offensive rebound by Team,,64,76
363,4,9:31.0,Personal foul by A. Gordon (drawn by C. Anthony),,64,76
364,4,9:24.0,L. Galloway misses 3-pt jump shot from 26 ft,,64,76
365,4,9:24.0,Offensive rebound by Team,,64,76
366,4,9:24.0,,Loose ball foul by J. Smith (drawn by C. Anthony),64,76
367,4,9:16.0,Shooting foul by A. Gordon (drawn by C. Anthony),,64,76
368,4,9:16.0,C. Anthony makes free throw 1 of 2,,65,76
369,4,9:16.0,C. Anthony makes free throw 2 of 2,,66,76
370,4,9:03.0,,Personal foul by L. Galloway (drawn by V. Oladipo),66,76
371,4,9:03.0,J. Calderón enters the game for L. Galloway,,66,76
372,4,8:59.0,,Offensive foul by S. Napier (drawn by S. Vujačić),66,76
373,4,8:59.0,,Turnover by S. Napier (offensive foul),66,76
374,4,8:59.0,Official timeout,,66,76
375,4,8:59.0,,E. Payton enters the game for S. Napier,66,76
376,4,8:48.0,Away from play foul by J. Smith (drawn by K. Porziņģis),,66,76
377,4,8:48.0,K. Porziņģis misses free throw 1 of 2,,66,76
378,4,8:48.0,Offensive rebound by Team,,66,76
379,4,8:48.0,,T. Harris enters the game for A. Gordon,66,76
380,4,8:48.0,,N. Vučević enters the game for J. Smith,66,76
381,4,8:48.0,K. Porziņģis makes free throw 2 of 2,,67,76
382,4,8:34.0,,Offensive foul by N. Vučević (drawn by C. Anthony),67,76
383,4,8:34.0,,Turnover by N. Vučević (offensive foul),67,76
384,4,8:15.0,Offensive foul by K. Porziņģis (drawn by V. Oladipo),,67,76
385,4,8:15.0,Turnover by K. Porziņģis (offensive foul),,67,76
386,4,8:05.0,,V. Oladipo misses 2-pt dunk at rim (block by K. Porziņģis),67,76
