,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MIAMI_ACTION,PORTLAND_SCORE,MIAMI_SCORE
0,1,11:37.0,,H. Whiteside misses 2-pt layup from 2 ft,0,0
1,1,11:36.0,Defensive rebound by N. Vonleh,,0,0
2,1,11:24.0,A. Aminu misses 3-pt jump shot from 24 ft,,0,0
3,1,11:23.0,,Defensive rebound by C. Bosh,0,0
4,1,11:09.0,,C. Bosh makes 2-pt jump shot from 17 ft (assist by G. Dragić),0,2
5,1,10:52.0,N. Vonleh misses 2-pt jump shot from 5 ft (block by H. Whiteside),,0,2
6,1,10:50.0,Offensive rebound by D. Lillard,,0,2
7,1,10:45.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),,3,2
8,1,10:32.0,,D. Wade misses 2-pt jump shot from 9 ft,3,2
9,1,10:31.0,Defensive rebound by C. McCollum,,3,2
10,1,10:18.0,Shooting foul by L. Deng (drawn by M. Plumlee),,3,2
11,1,10:18.0,M. Plumlee misses free throw 1 of 2,,3,2
12,1,10:18.0,Offensive rebound by Team,,3,2
13,1,10:18.0,M. Plumlee misses free throw 2 of 2,,3,2
14,1,10:17.0,Offensive rebound by N. Vonleh,,3,2
15,1,10:09.0,,Offensive charge foul by N. Vonleh (drawn by C. Bosh),3,2
16,1,10:09.0,Turnover by N. Vonleh (offensive foul),,3,2
17,1,9:56.0,,Turnover by C. Bosh (bad pass; steal by A. Aminu),3,2
18,1,9:51.0,A. Aminu makes 2-pt dunk at rim,,5,2
19,1,9:40.0,,Personal foul by N. Vonleh (drawn by C. Bosh),5,2
20,1,9:29.0,,G. Dragić misses 2-pt layup from 2 ft,5,2
21,1,9:28.0,Defensive rebound by C. McCollum,,5,2
22,1,9:25.0,C. McCollum misses 2-pt jump shot from 16 ft (block by G. Dragić),,5,2
23,1,9:24.0,Offensive rebound by Team,,5,2
24,1,9:11.0,C. McCollum makes 2-pt jump shot from 16 ft,,7,2
25,1,8:55.0,,G. Dragić misses 2-pt jump shot from 7 ft,7,2
26,1,8:54.0,Defensive rebound by N. Vonleh,,7,2
27,1,8:47.0,A. Aminu misses 3-pt jump shot from 22 ft,,7,2
28,1,8:46.0,Offensive rebound by M. Plumlee,,7,2
29,1,8:41.0,Turnover by A. Aminu (bad pass; steal by G. Dragić),,7,2
