,QUARTER,TIME_REMAINING,BOSTON_ACTION,DETROIT_ACTION,BOSTON_SCORE,DETROIT_SCORE
27,1,7:59.0,,Personal foul by A. Bradley (drawn by R. Jackson),11,8
28,1,7:48.0,,E. İlyasova misses 3-pt jump shot from 26 ft,11,8
29,1,7:47.0,Defensive rebound by J. Sullinger,,11,8
30,1,7:40.0,A. Bradley makes 2-pt jump shot from 18 ft,,13,8
31,1,7:26.0,,Turnover by R. Jackson (lost ball; steal by A. Bradley),13,8
32,1,7:14.0,J. Sullinger misses 2-pt jump shot from 15 ft,,13,8
33,1,7:14.0,,Defensive rebound by M. Morris,13,8
34,1,7:05.0,,A. Drummond misses 2-pt hook shot from 5 ft,13,8
35,1,7:03.0,,Offensive rebound by E. İlyasova,13,8
36,1,7:00.0,,E. İlyasova makes 2-pt layup from 1 ft,13,10
37,1,6:49.0,J. Crowder misses 2-pt jump shot from 14 ft,,13,10
38,1,6:49.0,,Defensive rebound by Team,13,10
39,1,6:49.0,Loose ball foul by A. Johnson (drawn by A. Drummond),,13,10
40,1,6:31.0,,M. Morris makes 2-pt jump shot from 19 ft,13,12
41,1,6:09.0,A. Johnson makes 2-pt hook shot from 7 ft (assist by I. Thomas),,15,12
42,1,5:53.0,,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,15,12
43,1,5:51.0,Defensive rebound by J. Sullinger,,15,12
44,1,5:46.0,Turnover by I. Thomas (lost ball; steal by E. İlyasova),,15,12
45,1,5:44.0,,Shooting foul by J. Sullinger (drawn by E. İlyasova),15,12
46,1,5:44.0,,Detroit full timeout,15,12
47,1,5:44.0,K. Olynyk enters the game for J. Crowder,,15,12
48,1,5:44.0,J. Jerebko enters the game for J. Sullinger,,15,12
49,1,5:44.0,,E. İlyasova makes free throw 1 of 2,15,13
50,1,5:44.0,,E. İlyasova makes free throw 2 of 2,15,14
51,1,5:24.0,I. Thomas makes 2-pt layup at rim,,17,14
52,1,5:16.0,,Offensive foul by M. Morris (drawn by J. Jerebko),17,14
53,1,5:16.0,,Turnover by M. Morris (offensive foul),17,14
54,1,5:09.0,Turnover by I. Thomas (offensive foul),,17,14
55,1,5:09.0,Offensive foul by I. Thomas (drawn by R. Jackson),,17,14
56,1,4:51.0,,M. Morris misses 2-pt jump shot from 13 ft,17,14
57,1,4:50.0,Defensive rebound by A. Johnson,,17,14
58,1,4:39.0,A. Bradley makes 2-pt jump shot from 18 ft (assist by I. Thomas),,19,14
59,1,4:29.0,,Turnover by R. Jackson (traveling),19,14
60,1,4:10.0,I. Thomas makes 2-pt layup at rim,,21,14
61,1,3:57.0,,R. Jackson misses 2-pt jump shot from 3 ft,21,14
62,1,3:56.0,Defensive rebound by K. Olynyk,,21,14
63,1,3:42.0,A. Bradley misses 3-pt jump shot from 25 ft,,21,14
64,1,3:41.0,,Defensive rebound by K. Caldwell-Pope,21,14
65,1,3:34.0,,K. Caldwell-Pope makes 2-pt jump shot from 5 ft,21,16
66,1,3:17.0,J. Jerebko misses 3-pt jump shot from 24 ft,,21,16
67,1,3:16.0,,Defensive rebound by E. İlyasova,21,16
68,1,3:07.0,,A. Drummond misses 2-pt layup at rim,21,16
69,1,3:06.0,,Offensive rebound by A. Drummond,21,16
70,1,3:04.0,Turnover by I. Thomas (lost ball; steal by K. Caldwell-Pope),,21,16
71,1,3:04.0,,A. Drummond makes 2-pt layup from 1 ft,21,18
72,1,3:00.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,21,18
73,1,2:58.0,,Offensive rebound by A. Drummond,21,18
74,1,2:58.0,,A. Drummond makes 2-pt layup at rim,21,20
75,1,2:53.0,Boston full timeout,,21,20
76,1,2:53.0,,S. Blake enters the game for M. Morris,21,20
77,1,2:53.0,,S. Johnson enters the game for R. Jackson,21,20
78,1,2:53.0,R. Hunter enters the game for A. Johnson,,21,20
79,1,2:53.0,E. Turner enters the game for I. Thomas,,21,20
80,1,2:47.0,Personal foul by S. Johnson (drawn by J. Jerebko),,21,20
81,1,2:41.0,,Violation by A. Drummond (kicked ball),21,20
82,1,2:26.0,E. Turner makes 2-pt jump shot from 21 ft (assist by K. Olynyk),,23,20
83,1,2:23.0,,Personal take foul by J. Jerebko (drawn by A. Drummond),23,20
84,1,2:23.0,,A. Drummond makes free throw 1 of 2,23,21
85,1,2:23.0,,A. Drummond makes free throw 2 of 2,23,22
86,1,2:10.0,K. Olynyk misses 3-pt jump shot from 26 ft,,23,22
87,1,2:10.0,,Defensive rebound by A. Drummond,23,22
88,1,1:59.0,,S. Johnson misses 3-pt jump shot from 25 ft,23,22
89,1,1:59.0,,Offensive rebound by A. Drummond,23,22
90,1,1:58.0,,A. Drummond misses 2-pt layup at rim,23,22
91,1,1:58.0,Defensive rebound by Team,,23,22
92,1,1:58.0,,A. Baynes enters the game for A. Drummond,23,22
93,1,1:41.0,Turnover by E. Turner (lost ball; steal by E. İlyasova),,23,22
94,1,1:29.0,,Turnover by S. Johnson (bad pass; steal by A. Bradley),23,22
95,1,1:12.0,A. Bradley misses 3-pt jump shot from 26 ft,,23,22
96,1,1:11.0,,Defensive rebound by K. Caldwell-Pope,23,22
97,1,1:07.0,,Turnover by K. Caldwell-Pope (lost ball),23,22
98,1,0:54.0,A. Bradley misses 2-pt layup at rim,,23,22
99,1,0:53.0,,Defensive rebound by A. Baynes,23,22
100,1,0:30.0,,S. Johnson misses 2-pt jump shot from 6 ft,23,22
101,1,0:30.0,,Offensive rebound by E. İlyasova,23,22
102,1,0:24.0,,E. İlyasova misses 2-pt jump shot from 6 ft,23,22
103,1,0:23.0,Defensive rebound by R. Hunter,,23,22
104,1,0:07.0,E. Turner makes 2-pt jump shot from 18 ft,,25,22
105,1,0:00.0,,S. Blake makes 2-pt layup at rim,25,24
106,2,11:45.0,R. Hunter misses 3-pt jump shot from 27 ft,,25,24
107,2,11:45.0,,Defensive rebound by Team,25,24
108,2,11:45.0,Loose ball foul by J. Crowder (drawn by S. Blake),,25,24
109,2,11:27.0,,S. Johnson misses 2-pt jump shot from 5 ft,25,24
110,2,11:27.0,Defensive rebound by T. Zeller,,25,24
111,2,11:17.0,T. Zeller misses 2-pt jump shot from 11 ft,,25,24
112,2,11:17.0,Offensive rebound by T. Zeller,,25,24
113,2,11:16.0,Personal foul by A. Tolliver (drawn by T. Zeller),,25,24
114,2,11:06.0,K. Olynyk misses 2-pt jump shot from 11 ft,,25,24
115,2,11:04.0,,Defensive rebound by S. Blake,25,24
116,2,10:56.0,,A. Baynes makes 2-pt jump shot from 6 ft (assist by S. Blake),25,26
117,2,10:47.0,T. Zeller makes 2-pt jump shot from 17 ft (assist by R. Hunter),,27,26
118,2,10:27.0,,M. Morris misses 2-pt jump shot from 10 ft,27,26
119,2,10:26.0,Defensive rebound by T. Zeller,,27,26
120,2,10:08.0,K. Olynyk makes 2-pt layup at rim (assist by R. Hunter),,29,26
121,2,9:49.0,,A. Tolliver misses 3-pt jump shot from 25 ft,29,26
122,2,9:48.0,Defensive rebound by T. Zeller,,29,26
123,2,9:39.0,E. Turner makes 2-pt jump shot from 13 ft,,31,26
124,2,9:23.0,,Personal foul by R. Hunter (drawn by S. Johnson),31,26
125,2,9:06.0,,S. Johnson misses 2-pt jump shot from 19 ft,31,26
126,2,9:05.0,,Offensive rebound by A. Baynes,31,26
127,2,8:59.0,,M. Morris misses 2-pt hook shot from 6 ft,31,26
128,2,8:58.0,,Offensive rebound by S. Johnson,31,26
129,2,8:53.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by S. Johnson),31,29
130,2,8:31.0,K. Olynyk misses 3-pt jump shot from 25 ft,,31,29
131,2,8:31.0,,Defensive rebound by M. Morris,31,29
132,2,8:14.0,Offensive charge foul by M. Morris (drawn by R. Hunter),,31,29
133,2,8:14.0,,Turnover by M. Morris (offensive foul),31,29
134,2,8:14.0,Official timeout,,31,29
135,2,8:14.0,,A. Drummond enters the game for A. Baynes,31,29
136,2,7:58.0,E. Turner misses 2-pt jump shot from 17 ft,,31,29
137,2,7:57.0,,Defensive rebound by A. Drummond,31,29
138,2,7:43.0,,A. Drummond misses 2-pt hook shot from 7 ft,31,29
139,2,7:43.0,Defensive rebound by J. Crowder,,31,29
140,2,7:34.0,K. Olynyk makes 2-pt layup at rim (assist by J. Crowder),,33,29
141,2,7:13.0,,Turnover by A. Drummond (bad pass; steal by R. Hunter),33,29
142,2,7:05.0,T. Zeller misses 2-pt layup at rim,,33,29
143,2,7:05.0,,Defensive rebound by A. Drummond,33,29
144,2,6:54.0,,M. Morris misses 2-pt jump shot from 10 ft,33,29
145,2,6:53.0,Defensive rebound by K. Olynyk,,33,29
146,2,6:46.0,Turnover by E. Turner (bad pass; steal by S. Blake),,33,29
147,2,6:40.0,,A. Tolliver misses 3-pt jump shot from 24 ft,33,29
148,2,6:39.0,Defensive rebound by E. Turner,,33,29
149,2,6:38.0,Turnover by E. Turner (lost ball; steal by S. Blake),,33,29
150,2,6:35.0,,A. Drummond makes 2-pt dunk at rim (assist by S. Blake),33,31
151,2,6:35.0,,Shooting foul by T. Zeller (drawn by A. Drummond),33,31
152,2,6:35.0,,R. Jackson enters the game for S. Johnson,33,31
153,2,6:35.0,,K. Caldwell-Pope enters the game for S. Blake,33,31
154,2,6:35.0,J. Sullinger enters the game for T. Zeller,,33,31
155,2,6:35.0,I. Thomas enters the game for E. Turner,,33,31
156,2,6:35.0,,A. Drummond misses free throw 1 of 1,33,31
157,2,6:34.0,Defensive rebound by K. Olynyk,,33,31
158,2,6:16.0,I. Thomas misses 2-pt jump shot from 17 ft,,33,31
159,2,6:16.0,Offensive rebound by K. Olynyk,,33,31
160,2,6:11.0,K. Olynyk makes 2-pt layup from 1 ft,,35,31
161,2,5:47.0,,M. Morris makes 2-pt layup at rim,35,33
162,2,5:38.0,J. Crowder makes 2-pt layup at rim (assist by I. Thomas),,37,33
163,2,5:24.0,,R. Jackson misses 2-pt jump shot from 13 ft,37,33
164,2,5:24.0,,Offensive rebound by A. Drummond,37,33
165,2,5:24.0,,A. Drummond makes 2-pt layup at rim,37,35
166,2,5:24.0,,Shooting foul by J. Sullinger (drawn by A. Drummond),37,35
167,2,5:24.0,,Detroit full timeout,37,35
168,2,5:24.0,A. Johnson enters the game for K. Olynyk,,37,35
169,2,5:24.0,,A. Drummond misses free throw 1 of 1,37,35
170,2,5:23.0,,Offensive rebound by Team,37,35
171,2,5:04.0,,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,37,35
172,2,5:04.0,,Offensive rebound by Team,37,35
173,2,4:50.0,,R. Jackson makes 2-pt layup from 1 ft,37,37
174,2,4:43.0,Personal foul by R. Jackson (drawn by R. Hunter),,37,37
175,2,4:43.0,,E. İlyasova enters the game for A. Tolliver,37,37
176,2,4:30.0,J. Crowder misses 3-pt jump shot from 25 ft,,37,37
177,2,4:30.0,Offensive rebound by J. Sullinger,,37,37
178,2,4:25.0,I. Thomas misses 3-pt jump shot from 26 ft,,37,37
179,2,4:25.0,,Defensive rebound by K. Caldwell-Pope,37,37
180,2,4:17.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by K. Caldwell-Pope),37,39
181,2,4:00.0,A. Johnson misses 2-pt jump shot from 7 ft (block by A. Drummond),,37,39
182,2,3:58.0,,Defensive rebound by A. Drummond,37,39
183,2,3:52.0,,Turnover by R. Jackson (lost ball; steal by R. Hunter),37,39
184,2,3:48.0,J. Crowder makes 2-pt jump shot from 5 ft (assist by J. Sullinger),,39,39
185,2,3:48.0,Shooting foul by E. İlyasova (drawn by J. Crowder),,39,39
186,2,3:48.0,T. Zeller enters the game for J. Sullinger,,39,39
187,2,3:48.0,A. Bradley enters the game for R. Hunter,,39,39
188,2,3:48.0,J. Crowder misses free throw 1 of 1,,39,39
189,2,3:47.0,,Defensive rebound by E. İlyasova,39,39
190,2,3:32.0,,R. Jackson misses 2-pt jump shot from 6 ft,39,39
191,2,3:32.0,Defensive rebound by I. Thomas,,39,39
192,2,3:31.0,Personal foul by R. Jackson (drawn by I. Thomas),,39,39
193,2,3:31.0,,S. Blake enters the game for R. Jackson,39,39
194,2,3:24.0,T. Zeller misses 2-pt jump shot from 4 ft (block by A. Drummond),,39,39
195,2,3:23.0,,Defensive rebound by S. Blake,39,39
196,2,3:17.0,,Turnover by S. Blake (bad pass; steal by A. Bradley),39,39
197,2,3:10.0,I. Thomas misses 2-pt layup from 1 ft,,39,39
198,2,3:10.0,,Defensive rebound by A. Drummond,39,39
199,2,3:05.0,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Crowder),39,39
200,2,3:03.0,Turnover by T. Zeller (bad pass; steal by A. Drummond),,39,39
201,2,3:03.0,,Offensive foul by A. Drummond (drawn by T. Zeller),39,39
202,2,3:03.0,,Turnover by A. Drummond (offensive foul),39,39
203,2,2:50.0,Personal foul by K. Caldwell-Pope (drawn by I. Thomas),,39,39
204,2,2:50.0,Boston full timeout,,39,39
205,2,2:50.0,,S. Johnson enters the game for M. Morris,39,39
206,2,2:50.0,Violation by Team (delay of game),,39,39
207,2,2:50.0,I. Thomas makes free throw 1 of 2,,40,39
208,2,2:50.0,I. Thomas makes free throw 2 of 2,,41,39
209,2,2:30.0,,E. İlyasova misses 2-pt jump shot from 21 ft,41,39
210,2,2:27.0,Defensive rebound by A. Johnson,,41,39
211,2,2:11.0,,Violation by A. Drummond (def goaltending),41,39
212,2,2:11.0,A. Johnson makes 2-pt layup at rim (assist by I. Thomas),,43,39
213,2,1:50.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by E. İlyasova),43,41
214,2,1:26.0,A. Bradley makes 3-pt jump shot from 24 ft,,46,41
215,2,1:19.0,,Personal take foul by T. Zeller (drawn by A. Drummond),46,41
216,2,1:19.0,,A. Drummond misses free throw 1 of 2,46,41
217,2,1:19.0,,Offensive rebound by Team,46,41
218,2,1:19.0,,R. Bullock enters the game for K. Caldwell-Pope,46,41
219,2,1:19.0,,A. Drummond misses free throw 2 of 2,46,41
220,2,1:18.0,Defensive rebound by A. Johnson,,46,41
221,2,1:02.0,Shooting foul by R. Bullock (drawn by A. Bradley),,46,41
222,2,1:02.0,A. Bradley makes free throw 1 of 3,,47,41
223,2,1:02.0,A. Bradley makes free throw 2 of 3,,48,41
224,2,1:02.0,,A. Baynes enters the game for A. Drummond,48,41
225,2,1:02.0,A. Bradley makes free throw 3 of 3,,49,41
226,2,0:47.0,,S. Johnson misses 2-pt jump shot from 8 ft,49,41
227,2,0:46.0,Defensive rebound by A. Bradley,,49,41
228,2,0:41.0,J. Crowder misses 2-pt layup at rim,,49,41
229,2,0:41.0,Offensive rebound by A. Johnson,,49,41
230,2,0:37.0,A. Johnson makes 2-pt layup from 1 ft,,51,41
231,2,0:32.0,,Shooting foul by A. Johnson (drawn by S. Blake),51,41
232,2,0:32.0,,S. Blake makes free throw 1 of 2,51,42
233,2,0:32.0,K. Olynyk enters the game for T. Zeller,,51,42
234,2,0:32.0,,S. Blake makes free throw 2 of 2,51,43
235,2,0:26.0,Turnover by I. Thomas (lost ball; steal by A. Baynes),,51,43
236,2,0:20.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by S. Blake),51,46
237,2,0:01.0,K. Olynyk misses 2-pt jump shot from 13 ft,,51,46
238,2,0:00.0,Offensive rebound by Team,,51,46
239,3,11:52.0,Personal foul by M. Morris (drawn by J. Crowder),,51,46
240,3,11:40.0,I. Thomas misses 2-pt jump shot from 8 ft,,51,46
241,3,11:40.0,,Defensive rebound by R. Jackson,51,46
242,3,11:23.0,,R. Jackson makes 2-pt layup at rim,51,48
243,3,10:59.0,J. Sullinger makes 2-pt jump shot from 6 ft (assist by J. Crowder),,53,48
244,3,10:38.0,,E. İlyasova misses 3-pt jump shot from 26 ft,53,48
245,3,10:38.0,Defensive rebound by A. Bradley,,53,48
246,3,10:30.0,I. Thomas misses 3-pt jump shot from 25 ft,,53,48
247,3,10:29.0,,Defensive rebound by E. İlyasova,53,48
248,3,10:19.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,53,48
249,3,10:19.0,,Offensive rebound by E. İlyasova,53,48
250,3,10:16.0,,E. İlyasova misses 2-pt layup from 2 ft,53,48
251,3,10:15.0,Defensive rebound by J. Sullinger,,53,48
252,3,10:08.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by I. Thomas),,56,48
253,3,9:47.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by M. Morris),56,50
254,3,9:31.0,A. Johnson makes 2-pt hook shot from 5 ft (assist by I. Thomas),,58,50
255,3,9:24.0,,Detroit full timeout,58,50
256,3,9:16.0,,R. Jackson misses 3-pt jump shot from 27 ft,58,50
257,3,9:16.0,Defensive rebound by J. Sullinger,,58,50
258,3,8:59.0,J. Sullinger misses 2-pt jump shot from 7 ft,,58,50
259,3,8:59.0,,Defensive rebound by A. Drummond,58,50
260,3,8:46.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),58,52
261,3,8:26.0,Turnover by J. Crowder (lost ball; steal by M. Morris),,58,52
262,3,8:10.0,,E. İlyasova misses 2-pt jump shot from 20 ft,58,52
263,3,8:10.0,Defensive rebound by J. Sullinger,,58,52
264,3,7:58.0,J. Sullinger misses 2-pt jump shot from 18 ft,,58,52
265,3,7:58.0,,Defensive rebound by A. Drummond,58,52
266,3,7:44.0,,M. Morris misses 3-pt jump shot from 23 ft,58,52
267,3,7:44.0,Defensive rebound by A. Bradley,,58,52
268,3,7:29.0,J. Sullinger makes 2-pt layup at rim (assist by I. Thomas),,60,52
269,3,7:14.0,,Personal foul by A. Johnson (drawn by R. Jackson),60,52
270,3,7:02.0,,R. Jackson makes 2-pt layup at rim,60,54
271,3,6:56.0,A. Bradley misses 3-pt jump shot from 24 ft,,60,54
272,3,6:56.0,Offensive rebound by Team,,60,54
273,3,6:56.0,,Loose ball foul by E. İlyasova (drawn by A. Johnson),60,54
274,3,6:45.0,J. Sullinger makes 2-pt layup at rim (assist by A. Bradley),,62,54
275,3,6:31.0,,R. Jackson misses 2-pt jump shot from 4 ft,62,54
276,3,6:31.0,Defensive rebound by J. Crowder,,62,54
277,3,6:26.0,J. Crowder makes 2-pt layup at rim,,64,54
278,3,5:59.0,,Turnover by Team (shot clock),64,54
279,3,5:40.0,A. Johnson makes 2-pt hook shot from 5 ft,,66,54
280,3,5:24.0,,A. Drummond misses 2-pt hook shot from 6 ft,66,54
281,3,5:24.0,,Offensive rebound by M. Morris,66,54
282,3,5:24.0,,Shooting foul by J. Crowder (drawn by M. Morris),66,54
283,3,5:24.0,,M. Morris misses free throw 1 of 2,66,54
284,3,5:24.0,,Offensive rebound by Team,66,54
285,3,5:24.0,,M. Morris makes free throw 2 of 2,66,55
286,3,5:13.0,Shooting foul by R. Jackson (drawn by I. Thomas),,66,55
287,3,5:13.0,I. Thomas makes free throw 1 of 2,,67,55
288,3,5:13.0,,S. Johnson enters the game for M. Morris,67,55
289,3,5:13.0,I. Thomas makes free throw 2 of 2,,68,55
290,3,4:57.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,68,57
291,3,4:34.0,J. Sullinger misses 2-pt layup from 1 ft,,68,57
292,3,4:33.0,Offensive rebound by A. Bradley,,68,57
293,3,4:24.0,I. Thomas misses 2-pt jump shot from 13 ft,,68,57
294,3,4:24.0,Offensive rebound by J. Sullinger,,68,57
295,3,4:20.0,J. Sullinger makes 2-pt layup at rim,,70,57
296,3,3:58.0,,R. Jackson misses 2-pt jump shot from 22 ft,70,57
297,3,3:57.0,Defensive rebound by J. Crowder,,70,57
298,3,3:39.0,J. Crowder misses 3-pt jump shot from 26 ft,,70,57
299,3,3:38.0,,Defensive rebound by R. Jackson,70,57
300,3,3:17.0,,A. Drummond misses 2-pt layup at rim,70,57
301,3,3:16.0,,Offensive rebound by A. Drummond,70,57
302,3,3:11.0,,A. Drummond misses 2-pt layup from 2 ft,70,57
303,3,3:08.0,Defensive rebound by J. Crowder,,70,57
304,3,3:05.0,A. Bradley misses 3-pt jump shot from 27 ft,,70,57
305,3,3:05.0,,Defensive rebound by A. Drummond,70,57
306,3,3:05.0,,Personal foul by I. Thomas (drawn by K. Caldwell-Pope),70,57
307,3,3:05.0,K. Olynyk enters the game for A. Johnson,,70,57
308,3,3:05.0,E. Turner enters the game for I. Thomas,,70,57
309,3,3:05.0,,S. Blake enters the game for E. İlyasova,70,57
310,3,3:05.0,,A. Tolliver enters the game for R. Jackson,70,57
311,3,2:53.0,,S. Johnson makes 2-pt jump shot from 13 ft (assist by A. Drummond),70,59
312,3,2:47.0,Boston full timeout,,70,59
313,3,2:47.0,,A. Baynes enters the game for A. Drummond,70,59
314,3,2:36.0,A. Bradley misses 3-pt jump shot from 25 ft,,70,59
315,3,2:35.0,Offensive rebound by J. Crowder,,70,59
316,3,2:33.0,Turnover by J. Crowder (lost ball; steal by A. Tolliver),,70,59
317,3,2:30.0,,Turnover by K. Caldwell-Pope (traveling),70,59
318,3,2:30.0,T. Zeller enters the game for J. Sullinger,,70,59
319,3,2:19.0,Shooting foul by S. Johnson (drawn by T. Zeller),,70,59
320,3,2:19.0,T. Zeller misses free throw 1 of 2,,70,59
321,3,2:19.0,Offensive rebound by Team,,70,59
322,3,2:19.0,R. Hunter enters the game for J. Crowder,,70,59
323,3,2:19.0,T. Zeller makes free throw 2 of 2,,71,59
324,3,2:04.0,,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,71,59
325,3,2:03.0,Defensive rebound by E. Turner,,71,59
326,3,1:52.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by E. Turner),,74,59
327,3,1:33.0,,S. Johnson misses 2-pt jump shot from 14 ft,74,59
328,3,1:33.0,,Offensive rebound by A. Baynes,74,59
329,3,1:33.0,,Personal foul by R. Hunter (drawn by A. Baynes),74,59
330,3,1:22.0,,S. Johnson makes 2-pt layup at rim (assist by A. Tolliver),74,61
331,3,1:06.0,E. Turner misses 2-pt jump shot from 10 ft,,74,61
332,3,1:06.0,,Defensive rebound by S. Johnson,74,61
333,3,0:58.0,,S. Blake misses 3-pt jump shot from 25 ft,74,61
334,3,0:57.0,Defensive rebound by K. Olynyk,,74,61
335,3,0:42.0,E. Turner makes 2-pt layup from 1 ft,,76,61
336,3,0:27.0,,A. Tolliver misses 3-pt jump shot from 26 ft,76,61
337,3,0:27.0,Defensive rebound by K. Olynyk,,76,61
338,3,0:04.0,E. Turner misses 2-pt jump shot from 9 ft,,76,61
339,3,0:03.0,,Defensive rebound by A. Tolliver,76,61
340,3,0:01.0,,S. Blake misses 3-pt jump shot from 54 ft,76,61
341,3,0:00.0,,Offensive rebound by Team,76,61
342,4,11:40.0,,S. Johnson makes 3-pt jump shot from 25 ft (assist by S. Blake),76,64
343,4,11:15.0,Turnover by Team (shot clock),,76,64
344,4,10:58.0,,A. Drummond misses 2-pt hook shot from 4 ft,76,64
345,4,10:57.0,Defensive rebound by R. Hunter,,76,64
346,4,10:47.0,T. Zeller makes 2-pt jump shot from 17 ft (assist by E. Turner),,78,64
347,4,10:32.0,,A. Drummond misses 2-pt hook shot from 5 ft,78,64
348,4,10:31.0,Defensive rebound by J. Jerebko,,78,64
349,4,10:22.0,T. Zeller misses 2-pt jump shot from 13 ft,,78,64
350,4,10:21.0,,Defensive rebound by A. Drummond,78,64
351,4,10:04.0,,A. Tolliver misses 3-pt jump shot from 25 ft,78,64
352,4,10:03.0,Defensive rebound by E. Turner,,78,64
353,4,9:49.0,T. Zeller makes 2-pt jump shot from 20 ft (assist by E. Turner),,80,64
354,4,9:39.0,,Shooting foul by R. Hunter (drawn by M. Morris),80,64
355,4,9:39.0,,M. Morris misses free throw 1 of 2,80,64
356,4,9:39.0,,Offensive rebound by Team,80,64
357,4,9:39.0,,M. Morris makes free throw 2 of 2,80,65
358,4,9:26.0,Turnover by E. Turner (lost ball; steal by S. Johnson),,80,65
359,4,9:20.0,,S. Johnson makes 2-pt layup at rim,80,67
360,4,9:06.0,Turnover by T. Zeller (lost ball),,80,67
361,4,8:51.0,,M. Morris makes 2-pt jump shot from 13 ft,80,69
362,4,8:34.0,E. Turner misses 2-pt jump shot from 7 ft,,80,69
363,4,8:34.0,,Defensive rebound by M. Morris,80,69
364,4,8:25.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by S. Blake),80,71
365,4,8:25.0,Boston full timeout,,80,71
366,4,8:25.0,I. Thomas enters the game for J. Jerebko,,80,71
367,4,8:25.0,A. Johnson enters the game for T. Zeller,,80,71
368,4,8:10.0,Personal foul by S. Johnson (drawn by A. Johnson),,80,71
369,4,8:04.0,Shooting foul by A. Tolliver (drawn by K. Olynyk),,80,71
370,4,8:04.0,K. Olynyk misses free throw 1 of 2,,80,71
371,4,8:04.0,Offensive rebound by Team,,80,71
372,4,8:04.0,K. Olynyk misses free throw 2 of 2,,80,71
373,4,8:03.0,,Defensive rebound by A. Drummond,80,71
374,4,7:46.0,,Shooting foul by K. Olynyk (drawn by A. Tolliver),80,71
375,4,7:46.0,,A. Tolliver makes free throw 1 of 2,80,72
376,4,7:46.0,J. Crowder enters the game for R. Hunter,,80,72
377,4,7:46.0,,A. Tolliver makes free throw 2 of 2,80,73
378,4,7:22.0,E. Turner makes 2-pt jump shot from 5 ft,,82,73
379,4,7:10.0,,A. Drummond misses 2-pt layup at rim,82,73
380,4,7:09.0,,Offensive rebound by A. Drummond,82,73
381,4,7:06.0,,A. Drummond makes 2-pt layup from 1 ft,82,75
382,4,6:50.0,I. Thomas makes 2-pt jump shot from 8 ft,,84,75
383,4,6:34.0,,M. Morris misses 2-pt jump shot from 6 ft (block by E. Turner),84,75
384,4,6:33.0,,Offensive rebound by M. Morris,84,75
