,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
0,1,11:42.0,K. Humphries misses 3-pt jump shot from 22 ft,,0,0
1,1,11:39.0,Offensive rebound by M. Gortat,,0,0
2,1,11:35.0,M. Gortat makes 2-pt hook shot from 3 ft,,2,0
3,1,11:18.0,,Turnover by M. Williams (lost ball; steal by J. Wall),2,0
4,1,11:13.0,Turnover by J. Wall (bad pass; steal by N. Batum),,2,0
5,1,11:06.0,,K. Walker misses 2-pt layup from 2 ft (block by B. Beal),2,0
6,1,11:04.0,Defensive rebound by M. Gortat,,2,0
7,1,10:52.0,J. Wall makes 3-pt jump shot from 26 ft (assist by O. Porter),,5,0
8,1,10:38.0,,A. Jefferson misses 2-pt jump shot from 6 ft,5,0
9,1,10:37.0,Defensive rebound by K. Humphries,,5,0
10,1,10:29.0,J. Wall misses 2-pt jump shot from 19 ft,,5,0
11,1,10:27.0,,Defensive rebound by M. Williams,5,0
12,1,10:18.0,,N. Batum misses 2-pt jump shot from 3 ft,5,0
13,1,10:17.0,Defensive rebound by K. Humphries,,5,0
14,1,10:03.0,B. Beal misses 2-pt jump shot from 19 ft,,5,0
15,1,10:02.0,,Defensive rebound by N. Batum,5,0
16,1,9:56.0,,N. Batum misses 2-pt layup from 1 ft,5,0
17,1,9:55.0,,Offensive rebound by M. Williams,5,0
18,1,9:55.0,,M. Williams makes 2-pt layup from 2 ft,5,2
19,1,9:33.0,M. Gortat misses 2-pt hook shot from 9 ft,,5,2
20,1,9:31.0,,Defensive rebound by M. Williams,5,2
21,1,9:23.0,,Turnover by K. Walker (lost ball; steal by J. Wall),5,2
22,1,9:18.0,J. Wall makes 2-pt layup from 1 ft (assist by O. Porter),,7,2
23,1,9:00.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by P. Hairston),7,5
24,1,8:43.0,J. Wall misses 3-pt jump shot from 27 ft,,7,5
25,1,8:42.0,,Defensive rebound by Team,7,5
26,1,8:34.0,,K. Walker misses 3-pt jump shot from 24 ft,7,5
