,QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
149,2,6:16.0,,J. Young misses 2-pt jump shot from 3 ft,40,39
150,2,6:15.0,,Offensive rebound by M. Ellis,40,39
151,2,6:08.0,,L. Allen makes 2-pt jump shot from 21 ft (assist by J. Young),40,41
152,2,5:54.0,C. Anthony misses 2-pt jump shot from 19 ft,,40,41
153,2,5:54.0,,Defensive rebound by M. Ellis,40,41
154,2,5:36.0,,J. Hill makes 2-pt jump shot from 16 ft (assist by L. Allen),40,43
155,2,5:24.0,K. Porziņģis makes 2-pt hook shot from 1 ft (assist by J. Calderón),,42,43
156,2,5:09.0,,C. Budinger makes 2-pt jump shot from 20 ft (assist by J. Young),42,45
157,2,4:55.0,A. Afflalo misses 3-pt jump shot from 24 ft,,42,45
158,2,4:55.0,,Defensive rebound by J. Hill,42,45
159,2,4:42.0,,Turnover by C. Budinger (bad pass; steal by J. Calderón),42,45
160,2,4:31.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,42,45
161,2,4:31.0,,Defensive rebound by L. Allen,42,45
162,2,4:17.0,L. Thomas enters the game for K. Porziņģis,,42,45
163,2,4:17.0,,G. Hill enters the game for L. Allen,42,45
164,2,4:17.0,,P. George enters the game for J. Young,42,45
165,2,4:17.0,,M. Turner enters the game for C. Budinger,42,45
166,2,4:10.0,,M. Turner misses 3-pt jump shot from 24 ft,42,45
167,2,4:09.0,Defensive rebound by R. Lopez,,42,45
168,2,3:56.0,C. Anthony misses 2-pt jump shot from 3 ft,,42,45
169,2,3:56.0,,Defensive rebound by M. Ellis,42,45
170,2,3:49.0,,M. Turner makes 2-pt layup from 1 ft (assist by M. Ellis),42,47
171,2,3:34.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by L. Thomas),,45,47
172,2,3:23.0,,P. George misses 2-pt jump shot from 15 ft,45,47
173,2,3:23.0,Defensive rebound by R. Lopez,,45,47
174,2,3:14.0,C. Anthony misses 2-pt layup from 2 ft,,45,47
175,2,3:13.0,Offensive rebound by R. Lopez,,45,47
176,2,3:13.0,R. Lopez makes 2-pt layup at rim,,47,47
177,2,3:13.0,,Indiana full timeout,47,47
178,2,3:13.0,,I. Mahinmi enters the game for J. Hill,47,47
179,2,2:58.0,,Turnover by M. Ellis (bad pass),47,47
180,2,2:45.0,A. Afflalo misses 2-pt jump shot from 16 ft (block by M. Ellis),,47,47
181,2,2:45.0,Offensive rebound by Team,,47,47
182,2,2:39.0,Turnover by L. Thomas (lost ball; steal by M. Ellis),,47,47
183,2,2:26.0,,M. Ellis misses 3-pt jump shot from 24 ft,47,47
184,2,2:25.0,Defensive rebound by A. Afflalo,,47,47
185,2,2:14.0,C. Anthony makes 2-pt jump shot from 17 ft,,49,47
186,2,2:00.0,,M. Turner makes 2-pt jump shot from 11 ft,49,49
187,2,1:48.0,J. Calderón misses 2-pt jump shot from 19 ft,,49,49
188,2,1:46.0,,Defensive rebound by I. Mahinmi,49,49
189,2,1:40.0,,Shooting foul by C. Anthony (drawn by M. Turner),49,49
190,2,1:40.0,,M. Turner makes 2-pt jump shot from 4 ft (assist by P. George),49,51
191,2,1:40.0,,M. Turner makes free throw 1 of 1,49,52
192,2,1:31.0,Personal block foul by P. George (drawn by J. Calderón),,49,52
193,2,1:31.0,J. Calderón makes free throw 1 of 2,,50,52
194,2,1:31.0,J. Calderón makes free throw 2 of 2,,51,52
195,2,1:17.0,,M. Turner misses 2-pt jump shot from 17 ft,51,52
196,2,1:15.0,,Offensive rebound by M. Turner,51,52
197,2,1:12.0,,M. Turner misses 2-pt layup from 2 ft,51,52
198,2,1:11.0,Defensive rebound by A. Afflalo,,51,52
199,2,1:05.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by A. Afflalo),,54,52
200,2,0:46.0,,M. Turner misses 2-pt jump shot from 7 ft,54,52
201,2,0:43.0,,Offensive rebound by P. George,54,52
202,2,0:43.0,,P. George misses 2-pt layup from 1 ft,54,52
203,2,0:41.0,Defensive rebound by A. Afflalo,,54,52
204,2,0:35.0,C. Anthony misses 2-pt jump shot from 17 ft,,54,52
205,2,0:33.0,,Defensive rebound by M. Ellis,54,52
206,2,0:26.0,,P. George misses 3-pt jump shot from 24 ft,54,52
207,2,0:25.0,Defensive rebound by R. Lopez,,54,52
208,2,0:03.0,J. Calderón misses 2-pt jump shot from 10 ft,,54,52
209,2,0:02.0,,Defensive rebound by M. Ellis,54,52
210,3,11:44.0,,M. Turner makes 2-pt hook shot from 3 ft,54,54
211,3,11:24.0,A. Afflalo misses 2-pt jump shot from 14 ft,,54,54
212,3,11:24.0,,Defensive rebound by M. Turner,54,54
213,3,11:09.0,,P. George makes 2-pt jump shot from 13 ft (assist by M. Ellis),54,56
214,3,10:56.0,Shooting foul by M. Turner (drawn by K. Porziņģis),,54,56
215,3,10:56.0,K. Porziņģis makes free throw 1 of 2,,55,56
216,3,10:56.0,K. Porziņģis makes free throw 2 of 2,,56,56
217,3,10:41.0,,M. Turner misses 2-pt jump shot from 21 ft,56,56
218,3,10:41.0,Defensive rebound by J. Calderón,,56,56
219,3,10:28.0,C. Anthony misses 3-pt jump shot from 25 ft,,56,56
220,3,10:27.0,,Defensive rebound by M. Ellis,56,56
221,3,10:21.0,,M. Turner makes 2-pt dunk from 4 ft (assist by M. Ellis),56,58
222,3,10:04.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,56,58
223,3,10:03.0,,Defensive rebound by I. Mahinmi,56,58
224,3,9:49.0,,P. George makes 2-pt jump shot from 7 ft,56,60
225,3,9:49.0,New York full timeout,,56,60
226,3,9:31.0,C. Anthony misses 2-pt jump shot from 14 ft,,56,60
227,3,9:30.0,,Defensive rebound by I. Mahinmi,56,60
228,3,9:24.0,,G. Hill makes 2-pt layup from 2 ft (assist by P. George),56,62
229,3,8:58.0,Turnover by Team (shot clock),,56,62
230,3,8:58.0,L. Thomas enters the game for K. Porziņģis,,56,62
231,3,8:43.0,,Shooting foul by R. Lopez (drawn by M. Turner),56,62
232,3,8:43.0,,M. Turner makes free throw 1 of 2,56,63
233,3,8:43.0,,M. Turner makes free throw 2 of 2,56,64
234,3,8:21.0,A. Afflalo misses 3-pt jump shot from 26 ft,,56,64
235,3,8:21.0,,Defensive rebound by M. Turner,56,64
236,3,8:13.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by R. Lopez),56,64
237,3,8:12.0,Defensive rebound by C. Anthony,,56,64
238,3,8:02.0,L. Thomas makes 2-pt jump shot from 16 ft (assist by J. Calderón),,58,64
239,3,7:41.0,,M. Turner makes 2-pt layup from 1 ft (assist by P. George),58,66
240,3,7:21.0,Turnover by A. Afflalo (traveling),,58,66
241,3,6:59.0,,G. Hill misses 3-pt jump shot from 25 ft,58,66
242,3,6:58.0,Defensive rebound by C. Anthony,,58,66
243,3,6:41.0,L. Galloway enters the game for A. Afflalo,,58,66
244,3,6:38.0,Offensive foul by C. Anthony (drawn by P. George),,58,66
245,3,6:38.0,Turnover by C. Anthony (offensive foul),,58,66
246,3,6:27.0,,M. Turner misses 2-pt jump shot from 5 ft (block by R. Lopez),58,66
247,3,6:27.0,,Offensive rebound by Team,58,66
248,3,6:25.0,,G. Hill makes 2-pt jump shot from 13 ft (assist by P. George),58,68
249,3,6:08.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by L. Thomas),,61,68
250,3,5:57.0,,Personal foul by C. Anthony (drawn by M. Turner),61,68
251,3,5:57.0,K. O'Quinn enters the game for C. Anthony,,61,68
252,3,5:51.0,,M. Turner makes 2-pt jump shot from 8 ft (assist by I. Mahinmi),61,70
253,3,5:35.0,R. Lopez misses 2-pt jump shot from 18 ft,,61,70
254,3,5:34.0,,Defensive rebound by P. George,61,70
255,3,5:28.0,,Personal foul by L. Thomas (drawn by P. George),61,70
256,3,5:22.0,,P. George misses 3-pt jump shot from 26 ft,61,70
257,3,5:21.0,Defensive rebound by L. Galloway,,61,70
258,3,5:12.0,Personal foul by M. Turner (drawn by K. O'Quinn),,61,70
259,3,5:12.0,K. Porziņģis enters the game for R. Lopez,,61,70
260,3,4:58.0,K. Porziņģis misses 2-pt jump shot from 5 ft,,61,70
261,3,4:58.0,Offensive rebound by K. O'Quinn,,61,70
262,3,4:56.0,Turnover by L. Thomas (bad pass; steal by M. Ellis),,61,70
263,3,4:48.0,,P. George makes 2-pt jump shot from 13 ft (assist by M. Ellis),61,72
264,3,4:35.0,J. Calderón makes 2-pt jump shot from 13 ft,,63,72
265,3,4:15.0,,M. Turner misses 2-pt jump shot from 14 ft,63,72
266,3,4:14.0,Defensive rebound by J. Calderón,,63,72
267,3,4:03.0,L. Galloway misses 3-pt jump shot from 23 ft,,63,72
268,3,4:02.0,Offensive rebound by K. O'Quinn,,63,72
269,3,3:53.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Calderón),,66,72
270,3,3:50.0,,Indiana full timeout,66,72
271,3,3:50.0,,L. Allen enters the game for M. Turner,66,72
272,3,3:37.0,,G. Hill misses 2-pt jump shot from 14 ft,66,72
273,3,3:36.0,Defensive rebound by K. Porziņģis,,66,72
274,3,3:21.0,J. Calderón misses 2-pt jump shot from 18 ft,,66,72
275,3,3:21.0,,Defensive rebound by M. Ellis,66,72
276,3,3:06.0,,Personal foul by K. Porziņģis (drawn by I. Mahinmi),66,72
277,3,2:55.0,,L. Allen makes 2-pt jump shot from 14 ft (assist by M. Ellis),66,74
278,3,2:40.0,K. O'Quinn makes 3-pt jump shot from 25 ft (assist by L. Galloway),,69,74
279,3,2:19.0,,L. Allen misses 2-pt hook shot from 5 ft,69,74
280,3,2:18.0,Defensive rebound by K. O'Quinn,,69,74
281,3,2:07.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by K. Porziņģis),,71,74
282,3,1:54.0,,P. George misses 2-pt jump shot from 12 ft,71,74
283,3,1:53.0,,Offensive rebound by L. Allen,71,74
284,3,1:51.0,,L. Allen misses 2-pt jump shot from 4 ft (block by K. Porziņģis),71,74
285,3,1:49.0,Defensive rebound by J. Calderón,,71,74
286,3,1:36.0,K. O'Quinn makes 2-pt jump shot from 17 ft (assist by L. Galloway),,73,74
287,3,1:17.0,,Turnover by I. Mahinmi (lost ball),73,74
288,3,1:17.0,,J. Young enters the game for I. Mahinmi,73,74
289,3,1:17.0,,J. Hill enters the game for M. Ellis,73,74
290,3,1:17.0,,S. Hill enters the game for G. Hill,73,74
291,3,1:02.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by L. Thomas),,76,74
292,3,0:43.0,,S. Hill makes 2-pt jump shot from 13 ft (assist by L. Allen),76,76
293,3,0:31.0,Shooting foul by L. Allen (drawn by K. O'Quinn),,76,76
294,3,0:31.0,K. O'Quinn makes free throw 1 of 2,,77,76
295,3,0:31.0,K. O'Quinn makes free throw 2 of 2,,78,76
296,3,0:12.0,,Shooting foul by L. Thomas (drawn by P. George),78,76
297,3,0:12.0,,P. George makes free throw 1 of 2,78,77
298,3,0:12.0,,P. George makes free throw 2 of 2,78,78
299,3,0:06.0,Personal foul by J. Young,,78,78
300,3,0:06.0,J. Calderón makes free throw 1 of 2,,79,78
301,3,0:06.0,J. Calderón makes free throw 2 of 2,,80,78
302,3,0:00.0,,P. George makes 2-pt jump shot from 17 ft,80,80
303,4,11:47.0,L. Galloway makes 3-pt jump shot from 24 ft,,83,80
304,4,11:24.0,,J. Hill misses 2-pt jump shot from 14 ft,83,80
305,4,11:22.0,Defensive rebound by L. Galloway,,83,80
306,4,11:05.0,S. Vujačić misses 2-pt jump shot from 18 ft,,83,80
307,4,11:05.0,,Defensive rebound by C. Budinger,83,80
308,4,10:54.0,,J. Hill misses 2-pt layup from 2 ft,83,80
309,4,10:54.0,Defensive rebound by K. O'Quinn,,83,80
310,4,10:43.0,K. O'Quinn misses 2-pt jump shot from 12 ft,,83,80
311,4,10:43.0,,Defensive rebound by J. Young,83,80
312,4,10:33.0,,J. Young makes 2-pt layup at rim,83,82
313,4,10:13.0,Personal foul by C. Budinger (drawn by L. Thomas),,83,82
314,4,10:13.0,C. Anthony enters the game for K. O'Quinn,,83,82
315,4,10:04.0,K. Porziņģis makes 2-pt jump shot from 8 ft,,85,82
316,4,9:51.0,,J. Young misses 2-pt layup from 3 ft,85,82
317,4,9:50.0,,Offensive rebound by L. Allen,85,82
318,4,9:38.0,,J. Young makes 2-pt layup from 1 ft,85,84
319,4,9:20.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by C. Anthony),,88,84
320,4,9:05.0,,J. Hill misses 2-pt jump shot from 17 ft,88,84
321,4,9:03.0,Defensive rebound by L. Galloway,,88,84
322,4,8:53.0,Personal foul by J. Young,,88,84
323,4,8:53.0,Official timeout,,88,84
324,4,8:53.0,R. Lopez enters the game for K. Porziņģis,,88,84
325,4,8:53.0,,M. Ellis enters the game for J. Young,88,84
326,4,8:42.0,Shooting foul by M. Ellis (drawn by L. Galloway),,88,84
327,4,8:42.0,L. Galloway makes free throw 1 of 2,,89,84
328,4,8:42.0,K. Porziņģis enters the game for L. Thomas,,89,84
329,4,8:42.0,L. Galloway makes free throw 2 of 2,,90,84
330,4,8:28.0,,C. Budinger makes 2-pt jump shot from 15 ft (assist by L. Allen),90,86
331,4,8:12.0,Shooting foul by S. Hill (drawn by C. Anthony),,90,86
332,4,8:12.0,C. Anthony makes free throw 1 of 2,,91,86
333,4,8:12.0,,M. Turner enters the game for L. Allen,91,86
334,4,8:12.0,,P. George enters the game for C. Budinger,91,86
335,4,8:12.0,C. Anthony misses free throw 2 of 2,,91,86
336,4,8:11.0,Offensive rebound by S. Vujačić,,91,86
337,4,8:04.0,Offensive foul by R. Lopez (drawn by S. Hill),,91,86
338,4,8:04.0,Turnover by R. Lopez (offensive foul),,91,86
339,4,7:45.0,,P. George makes 2-pt jump shot from 17 ft,91,88
340,4,7:23.0,C. Anthony misses 2-pt jump shot from 14 ft,,91,88
341,4,7:23.0,Offensive rebound by Team,,91,88
342,4,7:19.0,L. Galloway makes 2-pt jump shot from 17 ft (assist by S. Vujačić),,93,88
343,4,7:02.0,,P. George misses 3-pt jump shot from 26 ft,93,88
344,4,7:00.0,,Offensive rebound by S. Hill,93,88
345,4,7:00.0,,Personal foul by L. Galloway (drawn by S. Hill),93,88
346,4,7:00.0,,G. Hill enters the game for S. Hill,93,88
347,4,7:00.0,,I. Mahinmi enters the game for J. Hill,93,88
348,4,7:00.0,J. Calderón enters the game for S. Vujačić,,93,88
349,4,6:54.0,,Turnover by P. George (bad pass; steal by K. Porziņģis),93,88
350,4,6:51.0,Turnover by K. Porziņģis (bad pass; steal by G. Hill),,93,88
351,4,6:43.0,,P. George makes 2-pt jump shot from 18 ft,93,90
352,4,6:26.0,Turnover by L. Galloway (bad pass; steal by M. Turner),,93,90
353,4,6:20.0,,M. Ellis misses 2-pt layup from 2 ft,93,90
354,4,6:19.0,Defensive rebound by K. Porziņģis,,93,90
355,4,6:08.0,C. Anthony misses 2-pt jump shot from 15 ft,,93,90
356,4,6:08.0,,Defensive rebound by P. George,93,90
357,4,6:03.0,,Shooting block foul by K. Porziņģis (drawn by P. George),93,90
358,4,6:03.0,,P. George makes free throw 1 of 2,93,91
359,4,6:03.0,L. Thomas enters the game for R. Lopez,,93,91
360,4,6:03.0,,P. George makes free throw 2 of 2,93,92
361,4,5:47.0,L. Galloway misses 3-pt jump shot from 25 ft,,93,92
362,4,5:46.0,,Defensive rebound by P. George,93,92
363,4,5:37.0,,P. George makes 2-pt jump shot from 12 ft,93,94
364,4,5:36.0,New York full timeout,,93,94
365,4,5:21.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by J. Calderón),,95,94
366,4,4:59.0,,P. George misses 3-pt jump shot from 26 ft,95,94
367,4,4:57.0,Defensive rebound by L. Galloway,,95,94
368,4,4:38.0,C. Anthony makes 2-pt layup from 2 ft,,97,94
369,4,4:19.0,,Personal foul by L. Galloway (drawn by P. George),97,94
370,4,4:15.0,,Personal foul by L. Galloway (drawn by M. Ellis),97,94
371,4,4:05.0,,M. Turner makes 2-pt jump shot from 20 ft,97,96
372,4,3:52.0,Personal foul by P. George (drawn by K. Porziņģis),,97,96
373,4,3:52.0,K. Porziņģis makes free throw 1 of 2,,98,96
374,4,3:52.0,K. Porziņģis makes free throw 2 of 2,,99,96
375,4,3:39.0,,I. Mahinmi makes 2-pt dunk from 3 ft (assist by M. Ellis),99,98
376,4,3:25.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,99,98
377,4,3:24.0,,Defensive rebound by P. George,99,98
378,4,3:14.0,,M. Turner makes 2-pt hook shot from 11 ft (assist by P. George),99,100
379,4,3:14.0,New York full timeout,,99,100
380,4,2:55.0,L. Thomas misses 3-pt jump shot from 25 ft,,99,100
381,4,2:55.0,,Defensive rebound by P. George,99,100
382,4,2:42.0,,P. George makes 2-pt jump shot from 19 ft,99,102
383,4,2:29.0,,Indiana full timeout,99,102
